Iteration	Posterior	Likelihood	Prior	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
3700	-174.3502	-158.7385	-15.61172	2.09531	2.09066	2.37855	2.37841	2.37716	7.98658	2.08647	2.09531	2.09066	2.3782	7.99208	7.98505	0	2.08647	2.09531	2.09066	7.99716	7.99716	0	0	2.08647	2.09174	2.38041	7.99258	0	0	0	2.08647	2.09003	7.99807	0	0	0	0	2.08647	2.37847	8.00048	0	0	0	0	2.08647	8.00048	0	0	0	0	0	2.08647	0	0.242901	-0.753099	-1.97087	-0.395466	0	0	-1.68241	0.08629004	0.009107763	0.01241087	0.0621971	1.96596	1.05293	-0.819121	1.22787	0	1.96531	0.130985	1.21274	0.0621971	0.08629	0.1484871	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1
3720	-178.0613	-166.418	-11.64332	1	1	4.87248	4.87248	4.87248	4.87248	1	1	1	4.87248	4.87248	4.87248	0	1	1	1	4.87248	4.87248	0	0	1	1	4.87248	4.87248	0	0	0	1	1	4.87248	0	0	0	0	1	4.87248	4.87248	0	0	0	0	1	4.87248	0	0	0	0	0	1	1.88888	0.428175	-1.66641	-0.997851	-1.23975	0	0	0	0.008998062	0.02843965	0.04186057	0.09546961	0.257868	1.34581	-1.28266	0	-0.438623	0	1.5836	0	0.0954696	0.00899806	0.1044677	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0
3740	-171.2633	-160.2344	-11.02897	1.3583	1.35705	7.14789	7.14772	7.14615	9.5484	1.35593	1.3583	1.35705	7.14745	9.55112	9.54764	0	1.35593	1.3583	1.35705	9.55363	9.55363	0	0	1.35593	1.35734	7.1502	9.55137	0	0	0	1.35593	1.35688	9.55408	0	0	0	0	1.35593	7.14779	9.55527	0	0	0	0	1.35593	9.55527	0	0	0	0	0	1.35593	0.917925	0	-0.82224	-0.75033	0	0	0	-0.696516	0.007790808	0.01318363	0.05001562	0.0537617	0	0	-1.26236	1.44518	-0.132927	0.464821	1.66232	0.290166	0.0537617	0.00779081	0.0615525	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1
3760	-172.3727	-159.3852	-12.98749	1	1	3.2188	3.2188	3.2188	4.08376	1	1	1	3.2188	4.08376	4.08376	0	1	1	1	4.08376	4.08376	0	0	1	1	3.2188	4.08376	0	0	0	1	1	4.08376	0	0	0	0	1	3.2188	4.08376	0	0	0	0	1	4.08376	0	0	0	0	0	1	0	0	-1.53906	0	0	1.84169	0	0	0.04856387	0.01534952	0.04194361	0.08518653	0	1.1618	-1.31362	1.70485	0	0.021842	1.16901	0.23801	0.0851865	0.0485639	0.1337504	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1
3780	-166.6085	-157.5852	-9.023274	2.22434	2.21901	5.74695	5.74659	5.74331	13.0012	2.2142	2.22434	2.21901	5.74602	13.0109	12.9985	0	2.2142	2.22434	2.21901	13.0198	13.0198	0	0	2.2142	2.22024	5.7518	13.0117	0	0	0	2.2142	2.21829	13.0214	0	0	0	0	2.2142	5.74673	13.0256	0	0	0	0	2.2142	13.0256	0	0	0	0	0	2.2142	1.66376	0	-0.497599	0	0	0	0	-1.81833	0.01828772	0.01853109	0.05750746	0.04959785	0	0	-0.533985	1.71057	0	0	0.953742	0.817963	0.0495978	0.0182877	0.06788557	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1
3800	-174.5406	-163.0019	-11.53872	1.33078	1.32964	4.84615	4.84604	4.84505	4.84339	1.3286	1.33078	1.32964	4.84587	4.84468	4.84303	0	1.3286	1.33078	1.32964	4.84587	4.84587	0	0	1.3286	1.3299	4.84761	4.8448	0	0	0	1.3286	1.32948	4.84608	0	0	0	0	1.3286	4.84608	4.84665	0	0	0	0	1.3286	4.84665	0	0	0	0	0	1.3286	0.665452	1.41371	-1.9263	0	0	-0.103236	0	-0.649953	0.03142708	0.01352247	0.05511994	0.05475469	0	0	0	1.27125	-0.146988	-0.0699417	1.29404	0	0.0547547	0.0314271	0.08618177	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0
3820	-172.0767	-157.9161	-14.16065	1.71167	1.70891	1.70646	1.70639	1.70574	1.70464	1.70642	1.71167	1.70891	1.70628	1.70549	1.7044	0	1.70642	1.71167	1.70891	1.70628	1.70628	0	0	1.70642	1.70955	1.70743	1.70557	0	0	0	1.70642	1.70854	1.70642	0	0	0	0	1.70642	1.70642	1.70679	0	0	0	0	1.70642	1.70679	0	0	0	0	0	1.70642	0	0	-1.29874	0	0.2829	0	0	-1.22245	0.04107069	0.01595782	0.0685843	0.1987318	0	0	0	1.54159	0	0	0	0	0.198732	0.0410707	0.2398025	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
3840	-172.1325	-159.1477	-12.98471	1	1	4.02261	4.02261	4.02261	7.35902	1	1	1	4.02261	7.35902	7.35902	0	1	1	1	7.35902	7.35902	0	0	1	1	4.02261	7.35902	0	0	0	1	1	7.35902	0	0	0	0	1	4.02261	7.35902	0	0	0	0	1	7.35902	0	0	0	0	0	1	0.523749	0.267165	-1.36204	0	0	-1.03794	0	0	0.04114985	0.03185625	0.07936978	0.07325541	0	0	-0.712158	1.16053	0	0	1.39193	0.603996	0.0732554	0.0411499	0.1144053	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1
3860	-174.8844	-159.9068	-14.97758	1.89807	1.9161	2.25434	2.28706	2.78838	6.8534	2.27358	1.89807	1.9161	2.34469	3.14157	10.0114	0	2.27358	1.89807	1.9161	2.34469	2.34469	0	0	2.27358	1.9053	2.01079	3.01464	0	0	0	2.27358	1.92738	2.27358	0	0	0	0	2.27358	2.27358	2.13791	0	0	0	0	2.27358	2.13791	0	0	0	0	0	2.27358	0	0.729106	-0.84141	0	-0.200584	0	0.280524	-1.73712	0.006381199	0.02041816	0.04892349	0.1304155	0	-1.01253	0	1.78866	-0.105902	0.652401	0	0	0.130415	0.0063812	0.1367967	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	0
3880	-168.5976	-157.691	-10.90653	2.14641	2.1415	2.13714	2.13701	2.13584	2.13389	2.13706	2.14641	2.1415	2.13681	2.1354	2.13347	0	2.13706	2.14641	2.1415	2.13681	2.13681	0	0	2.13706	2.14263	2.13886	2.13554	0	0	0	2.13706	2.14083	2.13706	0	0	0	0	2.13706	2.13706	2.13772	0	0	0	0	2.13706	2.13772	0	0	0	0	0	2.13706	1.66722	0	0	0	0	-1.15728	0	-1.73722	0.004380345	0.02513603	0.01972046	0.12444	1.62608	0.839057	-1.97419	1.77785	0	0	0	0	0.12444	0.00438035	0.1288203	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0
3900	-175.1111	-160.5071	-14.60397	1.79425	1.79111	1.78832	1.78823	1.78749	1.78623	1.78827	1.79425	1.79111	1.7881	1.78721	1.78596	0	1.78827	1.79425	1.79111	1.7881	1.7881	0	0	1.78827	1.79183	1.78942	1.7873	0	0	0	1.78827	1.79068	1.78827	0	0	0	0	1.78827	1.78827	1.78869	0	0	0	0	1.78827	1.78869	0	0	0	0	0	1.78827	0	0	0	0	-1.70786	0	0	-1.32962	0.01242091	0.02081451	0.1471338	0.120401	0	1.60875	-1.90012	1.57392	0	0	0	0	0.120401	0.0124209	0.1328219	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0
3920	-170.6724	-160.2253	-10.44707	1.38017	1.37884	6.28147	6.28131	6.27987	6.27744	1.37763	1.38017	1.37884	6.28106	6.27932	6.27692	0	1.37763	1.38017	1.37884	6.28106	6.28106	0	0	1.37763	1.37915	6.2836	6.27949	0	0	0	1.37763	1.37866	6.28137	0	0	0	0	1.37763	6.28137	6.2822	0	0	0	0	1.37763	6.2822	0	0	0	0	0	1.37763	0	0	-0.359976	0	0	0	0	-0.732845	0.02445875	0.02764391	0.07736348	0.06738161	0.29263	0	-1.80846	1.48109	-0.334765	0	1.51722	0	0.0673816	0.0244587	0.09184035	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0
3940	-173.5046	-161.976	-11.52865	1.8397	1.83634	2.26306	2.26296	2.26197	7.37016	1.8333	1.8397	1.83634	2.26279	7.37434	7.369	0	1.8333	1.8397	1.83634	7.3782	7.3782	0	0	1.8333	1.83712	2.26452	7.37472	0	0	0	1.8333	1.83588	7.3789	0	0	0	0	1.8333	2.263	7.38073	0	0	0	0	1.8333	7.38073	0	0	0	0	0	1.8333	0	1.07305	-0.730178	-1.06079	0	0	0	-1.38651	0.03565128	0.01871727	0.02058758	0.09694505	0	-1.36712	0	0.732749	0	0	0.210574	1.18193	0.096945	0.0356513	0.1325963	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1
3960	-179.5089	-158.1376	-21.37128	1.37852	1.3772	1.37602	1.37598	1.37567	3.96358	1.376	1.37852	1.3772	1.37593	3.96477	3.96326	0	1.376	1.37852	1.3772	3.96586	3.96586	0	0	1.376	1.3775	1.37648	3.96488	0	0	0	1.376	1.37702	3.96606	0	0	0	0	1.376	1.376	3.96658	0	0	0	0	1.376	3.96658	0	0	0	0	0	1.376	1.29566	0	-0.455336	-1.37385	-1.37855	0	0	-0.730127	0.01483852	0.02113812	0.161635	0.1337119	0	0.577068	-1.01576	0.751545	-0.90236	0.63359	0	1.0586	0.133712	0.0148385	0.1485504	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1
3980	-171.9856	-158.9698	-13.01581	1.79682	1.79366	1.79086	1.79078	1.79003	1.78877	1.79081	1.79682	1.79366	1.79065	1.78975	1.7885	0	1.79081	1.79682	1.79366	1.79065	1.79065	0	0	1.79081	1.79439	1.79197	1.78984	0	0	0	1.79081	1.79323	1.79081	0	0	0	0	1.79081	1.79081	1.79124	0	0	0	0	1.79081	1.79124	0	0	0	0	0	1.79081	1.90286	0	-1.15894	0	0	-0.0565664	0	-1.33287	0.0138571	0.01965063	0.03465166	0.1235921	0.735417	-1.78524	-0.263703	1.97827	-0.0425669	0	0	0	0.123592	0.0138571	0.1374492	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0
4000	-168.4412	-154.9707	-13.47044	2.09111	2.08648	2.08238	2.08226	2.08116	5.92411	2.08231	2.09111	2.08648	2.08207	5.92819	5.92298	0	2.08231	2.09111	2.08648	5.93194	5.93194	0	0	2.08231	2.08755	2.084	5.92856	0	0	0	2.08231	2.08586	5.93262	0	0	0	0	2.08231	2.08231	5.9344	0	0	0	0	2.08231	5.9344	0	0	0	0	0	2.08231	0.616155	0.4371	-1.63	0	0	-1.69669	0	-1.67785	0.009979632	0.01246177	0.04348377	0.1025346	1.08806	-1.38416	-1.39493	1.8681	0	0	0	1.04699	0.102535	0.00997963	0.1125142	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1
4020	-176.4683	-159.9096	-16.55875	1	1	1.98418	1.98418	1.98418	9.48297	1	1	1	1.98418	9.48297	9.48297	0	1	1	1	9.48297	9.48297	0	0	1	1	1.98418	9.48297	0	0	0	1	1	9.48297	0	0	0	0	1	1.98418	9.48297	0	0	0	0	1	9.48297	0	0	0	0	0	1	0.343892	0.205721	-1.54009	0	0.57271	-1.44237	0	0	0.06715024	0.01653146	0.007202518	0.1027973	0.530143	-0.0880874	-0.219989	1.77956	0	-0.464025	0.685204	1.56429	0.102797	0.0671502	0.1699475	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1
4040	-177.7918	-163.9249	-13.86694	1.35088	1.34966	2.74545	2.74538	2.74479	2.55435	1.34855	1.35088	1.34966	2.74528	2.55507	2.55415	0	1.34855	1.35088	1.34966	2.55573	2.55573	0	0	1.34855	1.34994	2.74632	2.55513	0	0	0	1.34855	1.34949	2.55585	0	0	0	0	1.34855	2.74541	2.55616	0	0	0	0	1.34855	2.55616	0	0	0	0	0	1.34855	0.0416845	0.896296	-1.90934	0	0	0.383964	0	-0.684045	0.01644968	0.02180741	0.002448284	0.1203383	0	1.84821	-1.81634	1.45018	-0.920807	0	0.710897	-0.0715456	0.120338	0.0164497	0.136788	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1
4060	-168.3267	-158.7197	-9.606911	1	1	1.84239	1.84239	1.84239	1.84239	1	1	1	1.84239	1.84239	1.84239	0	1	1	1	1.84239	1.84239	0	0	1	1	1.84239	1.84239	0	0	0	1	1	1.84239	0	0	0	0	1	1.84239	1.84239	0	0	0	0	1	1.84239	0	0	0	0	0	1	1.52966	0	-1.11329	0	0	0	0	0	0.03064623	0.01443188	0.03311056	0.1496411	0.394443	0	0	1.75912	0	0	0.611064	0	0.149641	0.0306462	0.1802873	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0
4080	-175.638	-163.2879	-12.35005	0.750462	0.751109	4.35147	4.35157	4.35246	4.35396	0.751695	0.750462	0.751109	4.35172	4.35279	4.35428	0	0.751695	0.750462	0.751109	4.35172	4.35172	0	0	0.751695	0.750959	4.35015	4.35269	0	0	0	0.751695	0.751197	4.35153	0	0	0	0	0.751695	4.35153	4.35102	0	0	0	0	0.751695	4.35102	0	0	0	0	0	0.751695	0	0.0467681	-1.42667	-0.507242	0	1.68623	0	0.652918	0.005195735	0.01355236	0.04950202	0.07220009	0.0688115	0.950553	0	1.73621	0	-0.0279622	1.75595	0	0.0722001	0.00519573	0.07739582	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
4100	-169.9732	-158.4628	-11.51045	1.38259	1.38124	4.08223	4.08213	4.08119	4.0796	1.38003	1.38259	1.38124	4.08197	4.08083	4.07926	0	1.38003	1.38259	1.38124	4.08197	4.08197	0	0	1.38003	1.38155	4.08363	4.08094	0	0	0	1.38003	1.38106	4.08217	0	0	0	0	1.38003	4.08217	4.08271	0	0	0	0	1.38003	4.08271	0	0	0	0	0	1.38003	0	0	-1.49365	-1.47394	0	0	0	-0.736822	0.01121694	0.00540445	0.06450957	0.1076439	1.64016	0	-1.25306	1.71562	0	-0.773187	1.08453	0	0.107644	0.0112169	0.1188609	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0
4120	-174.3384	-161.3088	-13.02962	1.33102	1.33899	3.47938	3.50962	3.95313	6.78188	1.48414	1.33102	1.33899	3.56247	4.24651	8.51383	0	1.48414	1.33102	1.33899	3.56247	3.56247	0	0	1.48414	1.33437	3.24833	4.14268	0	0	0	1.48414	1.34377	3.49718	0	0	0	0	1.48414	3.49718	3.37028	0	0	0	0	1.48414	3.37028	0	0	0	0	0	1.48414	0	0	-1.61413	-1.90953	0	1.46441	0.168333	-0.818134	0.003661891	0.003806436	0.06986263	0.06277973	1.35104	-1.80539	-0.583198	1.74097	-0.391369	0	0.857121	0	0.0627797	0.00366189	0.06644162	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0
4140	-171.0019	-155.662	-15.33987	2.165	2.15998	2.15553	2.1554	2.15421	2.15222	2.15545	2.165	2.15998	2.1552	2.15377	2.15179	0	2.15545	2.165	2.15998	2.1552	2.1552	0	0	2.15545	2.16114	2.15729	2.15391	0	0	0	2.15545	2.1593	2.15545	0	0	0	0	2.15545	2.15545	2.15613	0	0	0	0	2.15545	2.15613	0	0	0	0	0	2.15545	0	1.46296	-0.407908	-0.795408	-0.751549	0	0	-1.75682	0.004537597	0.01584299	0.1236549	0.1578035	0	0	-1.21819	1.7117	0	0	0	0	0.157803	0.0045376	0.1623411	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0
4160	-174.6403	-160.4296	-14.21071	1	1	3.49139	3.49139	3.49139	3.49139	1	1	1	3.49139	3.49139	3.49139	0	1	1	1	3.49139	3.49139	0	0	1	1	3.49139	3.49139	0	0	0	1	1	3.49139	0	0	0	0	1	3.49139	3.49139	0	0	0	0	1	3.49139	0	0	0	0	0	1	0.335357	0	-0.341591	-0.140212	0	0	0	0	0.06402492	0.02725425	0.06426945	0.08340395	0	1.60212	-1.25082	1.52009	-0.18933	0.380902	1.2503	0	0.0834039	0.0640249	0.1474289	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0
4180	-174.4313	-157.3782	-17.0531	2.28984	2.29287	2.41715	2.42872	2.59419	4.00298	2.42396	2.28984	2.29287	2.44885	3.0848	4.54374	0	2.42396	2.28984	2.29287	2.79846	2.79846	0	0	2.42396	2.28951	2.32788	3.04266	0	0	0	2.42396	2.29681	2.77002	0	0	0	0	2.42396	2.42396	2.71423	0	0	0	0	2.42396	2.71423	0	0	0	0	0	2.42396	0.818215	0.674304	-0.81915	0	0	0	0.0939106	-1.97793	0.05414123	0.03515906	0.03046268	0.1382635	0	0	-1.38297	1.39126	-0.19864	-1.69908	0	0.133451	0.138264	0.0541412	0.1924048	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1
4200	-178.0329	-162.1743	-15.85861	0.462075	0.463148	1.30709	1.30717	1.30789	5.94857	0.46412	0.462075	0.463148	1.30729	5.94429	5.94976	0	0.46412	0.462075	0.463148	5.94036	5.94036	0	0	0.46412	0.4629	1.30602	5.94391	0	0	0	0.46412	0.463294	5.93965	0	0	0	0	0.46412	1.30713	5.93778	0	0	0	0	0.46412	5.93778	0	0	0	0	0	0.46412	0.779782	1.03856	0	0	-0.594669	-1.96834	0	1.75593	0.03518387	0.0174704	0.02757315	0.1132793	0.109512	0.770891	-0.975274	1.98745	0	0	1.03545	1.51381	0.113279	0.0351839	0.1484632	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1
4220	-177.617	-162.1752	-15.44182	0.900331	0.884791	2.49357	2.43805	1.78927	2.14099	0.676164	0.900331	0.884791	2.34507	7.22273	1.18608	0	0.676164	0.900331	0.884791	11.4018	11.4018	0	0	0.676164	0.893171	2.98251	7.70258	0	0	0	0.676164	0.876414	11.9638	0	0	0	0	0.676164	2.46067	13.172	0	0	0	0	0.676164	13.172	0	0	0	0	0	0.676164	0	0	0	0	-0.465173	0	-0.437006	0.67432	0.02599238	0.03199938	0.05522654	0.06986882	0.177102	-1.73258	-1.95915	1.51489	0	-1.04648	1.29175	1.58145	0.0698688	0.0259924	0.0958612	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1
4240	-176.4476	-155.1102	-21.33737	1.93849	1.9173	1.68059	1.66138	1.41903	1.38149	1.66924	1.93849	1.9173	1.62875	2.56393	1.02321	0	1.66924	1.93849	1.9173	3.23514	3.23514	0	0	1.66924	1.92746	1.84201	2.64925	0	0	0	1.66924	1.9075	3.31556	0	0	0	0	1.66924	1.66924	3.48265	0	0	0	0	1.66924	3.48265	0	0	0	0	0	1.66924	1.60633	0.679704	-0.972835	-0.0918914	-1.28501	0	-0.221999	-1.28423	0.0145513	0.018297	0.06535777	0.1802836	1.06472	0.405993	-0.203613	1.81501	0	-0.581355	0	0.686262	0.180284	0.0145513	0.1948349	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1
4260	-171.3287	-154.8693	-16.45931	2.34187	2.33236	2.27679	2.27226	2.21168	5.60128	2.27411	2.34187	2.33236	2.26449	6.21888	5.32471	0	2.27411	2.34187	2.33236	6.47079	6.47079	0	0	2.27411	2.33563	2.31395	6.25357	0	0	0	2.27411	2.32965	6.49828	0	0	0	0	2.27411	2.27411	6.55416	0	0	0	0	2.27411	6.55416	0	0	0	0	0	2.27411	0.782169	1.28956	-1.30894	0	0	-1.66497	-0.0373026	-1.89826	0.03386633	0.02973267	0.05100636	0.1112476	0	0	-1.74038	1.37944	0	0.599215	0	1.04995	0.111248	0.0338663	0.1451139	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1
4280	-174.6848	-159.7282	-14.95661	2.35298	2.34694	3.23292	3.23271	3.23073	6.61426	2.34149	2.35298	2.34694	3.23237	6.61954	6.6128	0	2.34149	2.35298	2.34694	6.6244	6.6244	0	0	2.34149	2.34833	3.23584	6.62002	0	0	0	2.34149	2.34612	6.62528	0	0	0	0	2.34149	3.23279	6.62758	0	0	0	0	2.34149	6.62758	0	0	0	0	0	2.34149	0	0.166677	-1.42873	-0.72308	-1.61324	0	0	-1.9462	0.03097604	0.01664544	0.0177266	0.07095123	0.594662	0.712188	-0.252212	1.40495	-0.119657	0.230232	0.32256	0.717546	0.0709512	0.030976	0.1019273	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
4300	-174.7592	-157.7887	-16.97053	1.36454	1.36327	4.29641	4.29631	4.29536	8.19565	1.36212	1.36454	1.36327	4.29614	8.19803	8.195	0	1.36212	1.36454	1.36327	8.20021	8.20021	0	0	1.36212	1.36356	4.29782	8.19824	0	0	0	1.36212	1.3631	8.20061	0	0	0	0	1.36212	4.29635	8.20165	0	0	0	0	1.36212	8.20165	0	0	0	0	0	1.36212	0.819357	0	-0.190345	-1.14607	0	-0.314712	0	-0.706941	0.0978224	0.01326181	0.03830646	0.07191408	0	-1.70147	-1.31524	1.90374	0	0.695419	1.14872	0.646442	0.0719141	0.0978224	0.1697365	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1
4320	-173.2954	-159.4497	-13.84568	1	1	2.62859	2.62859	2.62859	6.35908	1	1	1	2.62859	6.35908	6.35908	0	1	1	1	6.35908	6.35908	0	0	1	1	2.62859	6.35908	0	0	0	1	1	6.35908	0	0	0	0	1	2.62859	6.35908	0	0	0	0	1	6.35908	0	0	0	0	0	1	1.86948	0	-0.895907	0	0	-1.01206	0	0	0.06508728	0.01930574	0.06468024	0.08075366	1.96687	0	-1.1851	1.43185	-1.8273	0	0.966448	0.883435	0.0807537	0.0650873	0.1458409	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1
4340	-170.6856	-158.2623	-12.42338	2.34152	2.33555	2.33025	2.3301	2.32868	2.32631	2.33016	2.34152	2.33555	2.32985	2.32815	2.3258	0	2.33016	2.34152	2.33555	2.32985	2.32985	0	0	2.33016	2.33693	2.33234	2.32832	0	0	0	2.33016	2.33474	2.33016	0	0	0	0	2.33016	2.33016	2.33096	0	0	0	0	2.33016	2.33096	0	0	0	0	0	2.33016	1.32062	1.21036	-0.594886	-0.614617	0	0	0	-1.9351	0.02620856	0.0160728	0.02917682	0.1228112	0	-1.06185	-0.793177	1.69464	-0.625109	0	0	0	0.122811	0.0262086	0.1490198	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0
4360	-176.8524	-160.6692	-16.18323	1.66414	1.66159	1.65934	1.65927	1.65867	1.65766	1.6593	1.66414	1.66159	1.65917	1.65844	1.65744	0	1.6593	1.66414	1.66159	1.65917	1.65917	0	0	1.6593	1.66218	1.66023	1.65851	0	0	0	1.6593	1.66125	1.6593	0	0	0	0	1.6593	1.6593	1.65964	0	0	0	0	1.6593	1.65964	0	0	0	0	0	1.6593	1.12601	0	-0.222228	0	-1.79609	0	0	-1.15839	0.04947624	0.0303291	0.05262565	0.1558346	0	-1.91957	-0.754888	1.9738	-0.0821531	0	0	0	0.155835	0.0494762	0.2053108	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0
4380	-170.4875	-156.1747	-14.31273	2.14137	2.13648	2.29539	2.29525	2.294	2.29191	2.13206	2.14137	2.13648	2.29504	2.29354	2.29146	0	2.13206	2.14137	2.13648	2.29504	2.29504	0	0	2.13206	2.13761	2.29723	2.29369	0	0	0	2.13206	2.13581	2.29531	0	0	0	0	2.13206	2.29531	2.29602	0	0	0	0	2.13206	2.29602	0	0	0	0	0	2.13206	1.29361	0.745541	-0.873282	0	0	0	0	-1.73186	0.04466985	0.02292541	0.0505906	0.1233174	0.281364	-1.49232	-0.96675	1.89807	0	0	0.0737767	0	0.123317	0.0446698	0.1679872	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0
4400	-173.4381	-159.7516	-13.6865	1.57702	1.58017	2.88244	2.89467	3.06865	6.34473	1.66089	1.57702	1.58017	2.91594	5.04006	7.09594	0	1.66089	1.57702	1.58017	4.62376	4.62376	0	0	1.66089	1.57783	2.78748	4.97913	0	0	0	1.66089	1.58275	4.58206	0	0	0	0	1.66089	2.88965	4.50001	0	0	0	0	1.66089	4.50001	0	0	0	0	0	1.66089	0	1.23822	-0.996533	0	-0.200445	0	0.0828798	-1.1187	0.03401478	0.01224324	0.04304009	0.08456326	0	-0.395712	0	1.69971	0	0	0.553783	0.461015	0.0845633	0.0340148	0.118578	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1
4420	-171.8757	-156.8417	-15.03402	2.23861	2.2332	2.53809	2.53793	2.53647	2.53402	2.22832	2.23861	2.2332	2.53768	2.53593	2.5335	0	2.22832	2.23861	2.2332	2.53768	2.53768	0	0	2.22832	2.23445	2.54025	2.5361	0	0	0	2.22832	2.23247	2.538	0	0	0	0	2.22832	2.538	2.53883	0	0	0	0	2.22832	2.53883	0	0	0	0	0	2.22832	0	0.849424	-1.33119	0	0	0	0	-1.83288	0.06050528	0.01376475	0.07769737	0.1248968	0	-0.287896	-0.259027	1.78886	-0.384723	0	0.130128	0	0.124897	0.0605053	0.1854021	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0
4440	-172.0251	-155.3875	-16.63763	1.47127	1.46957	1.46805	1.46801	1.4676	4.32313	1.46803	1.47127	1.46957	1.46794	4.32468	4.3227	0	1.46803	1.47127	1.46957	4.32612	4.32612	0	0	1.46803	1.46996	1.46865	4.32482	0	0	0	1.46803	1.46934	4.32637	0	0	0	0	1.46803	1.46803	4.32705	0	0	0	0	1.46803	4.32705	0	0	0	0	0	1.46803	0	0.25532	-1.40315	-1.16423	0.535719	-0.276273	0	-0.878225	0.01787914	0.008043799	0.02260721	0.1471235	1.4685	1.88122	-1.82217	1.85921	-0.188156	0	0	1.08081	0.147124	0.0178791	0.1650027	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1
