Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2480	-430.199	-413.077	-17.1225	598096.1	15.71116	13.40907	9.776786	0.424019	0.508475	0.566869	0.648584	0.406807	0.0335464	0.0483121	0.511335	0.998357	0.99958	1.00042	1.00164	3.364644
2490	-421.903	-408.116	-13.7877	363544.8	11.05816	19.58528	9.445683	0.265629	0.339545	0.394628	0.477757	0.0180027	0.20232	0.149178	0.6305	0.997893	0.999461	1.00054	1.00211	3.000045
2500	-419.823	-407.08	-12.7434	638316.9	13.31347	20.90339	9.193777	0.294717	0.36706	0.420042	0.499043	0.204622	0.0273795	0.43629	0.331708	0.998409	0.999593	1.00041	1.00159	2.838249
2510	-423.118	-406.354	-16.7634	342544.2	19.17347	30.87463	9.94249	0.303636	0.364362	0.408343	0.47403	0.322532	0.00477838	0.148277	0.524413	0.997829	0.999444	1.00055	1.00217	3.114405
2520	-430.999	-409.455	-21.5438	520425.5	21.44851	26.3271	9.122671	0.362573	0.427443	0.473414	0.540547	0.580864	0.0297522	0.247337	0.142047	0.998239	0.999549	1.00045	1.00176	3.649888
2530	-427.079	-406.902	-20.1763	483.1922	16.66209	24.55127	8.724196	0.315712	0.383131	0.431877	0.504153	0.143549	0.0757586	0.446694	0.333999	0.942781	0.984645	1.01417	1.0584	3.575261
2540	-428.918	-410.168	-18.7505	241048.3	8.337705	9.21272	7.071962	0.337352	0.439921	0.513996	0.619217	0.219637	0.111831	0.227793	0.440738	0.997412	0.999338	1.00066	1.00259	3.610528
2550	-419.872	-411.34	-8.53269	85906.46	3.972132	3.915489	12.01375	0.307916	0.450399	0.555668	0.697475	0.335271	0.266539	0.394777	0.00341259	0.995667	0.998889	1.0011	1.00434	2.728604
2560	-433.329	-418.023	-15.3056	632537.4	3.455222	4.965783	11.81915	0.243694	0.372867	0.474055	0.619477	0.194398	0.229263	0.491307	0.0850308	0.998402	0.999591	1.00041	1.0016	3.299763
2570	-425.669	-409.604	-16.0651	426084.6	5.562653	5.884931	9.761154	0.319919	0.442606	0.532391	0.657153	0.149104	0.578357	0.0472348	0.225304	0.998053	0.999502	1.0005	1.00195	3.437664
2580	-419.84	-413.597	-6.24207	140047.1	8.87824	7.170112	13.43864	0.399891	0.510406	0.587273	0.691714	0.448332	0.0664134	0.101554	0.383701	0.996605	0.99913	1.00087	1.0034	2.46214
2590	-414.507	-409.963	-4.54385	463936.1	8.893173	11.54609	12.75786	0.311371	0.405059	0.473671	0.573446	0.109402	0.0852025	0.763477	0.0419192	0.998134	0.999523	1.00048	1.00187	2.302197
2600	-421.815	-412.143	-9.67187	456825.6	8.813107	9.372265	10.44269	0.347675	0.449288	0.522217	0.625417	0.0746487	0.471518	0.0908073	0.363026	0.99812	0.999519	1.00048	1.00188	2.73679
2610	-424.486	-413.021	-11.4646	357406.2	8.042175	13.18975	10.49525	0.26553	0.3534	0.419519	0.518404	0.167445	0.241068	0.0931187	0.498369	0.997875	0.999456	1.00054	1.00213	2.87965
2620	-421.623	-411.077	-10.5461	989452.7	4.021403	5.612366	8.79657	0.25632	0.380329	0.476064	0.61378	0.00399561	0.584416	0.0467116	0.364876	0.998722	0.999673	1.00033	1.00128	2.839425
2630	-422.632	-410.338	-12.2941	61831.16	4.91129	6.664449	9.25435	0.271792	0.388396	0.476933	0.604601	0.351159	0.0910606	0.31128	0.246501	0.994893	0.99869	1.0013	1.00512	3.037879
2640	-429.575	-417.049	-12.5262	287724.1	3.964436	2.974448	9.561154	0.349087	0.503941	0.61407	0.754403	0.587303	0.141095	0.00327674	0.268325	0.997631	0.999394	1.0006	1.00237	3.119329
2650	-421.105	-411.638	-9.4664	621109.8	4.225293	6.61076	11.37571	0.242115	0.357777	0.447959	0.580467	0.303511	0.161199	0.399819	0.135471	0.998388	0.999588	1.00041	1.00161	2.790717
2660	-428.759	-412.663	-16.0956	24486.67	7.931355	12.03463	9.71981	0.27814	0.369859	0.438426	0.539973	0.0238599	0.473865	0.149305	0.352971	0.991889	0.997914	1.00206	1.00813	3.354218
2670	-425.74	-416.752	-8.9877	281649.6	5.738539	10.85749	16.39526	0.228019	0.321643	0.394524	0.505271	0.391722	0.0147046	0.114088	0.479485	0.997606	0.999387	1.00061	1.0024	2.546448
2680	-423.556	-410.259	-13.2967	752342	7.769141	7.70825	11.21777	0.352802	0.462538	0.541061	0.650567	0.30148	0.299975	0.342967	0.0555787	0.998535	0.999625	1.00037	1.00147	3.091769
2690	-433.443	-410.5	-22.943	888624.6	8.78701	8.896876	9.353659	0.356673	0.460178	0.534077	0.637909	0.384944	0.260914	0.143164	0.210978	0.998652	0.999655	1.00034	1.00135	4.11434
2700	-431.671	-415.482	-16.1887	34965.77	5.392434	5.178835	8.67219	0.334011	0.462406	0.555372	0.682193	0.333983	0.473128	0.13743	0.0554598	0.993211	0.998256	1.00173	1.00681	3.468678
2710	-434.24	-409.771	-24.4697	44104.71	3.479784	4.653435	5.165705	0.254273	0.387186	0.490311	0.636586	0.2035	0.00982678	0.563678	0.222995	0.993954	0.998448	1.00154	1.00606	4.299609
2720	-432.504	-418.468	-14.0363	516166.2	1.759862	4.162245	8.754999	0.155411	0.281492	0.392861	0.563735	0.149977	0.00422015	0.826686	0.0191167	0.998231	0.999548	1.00045	1.00177	3.277051
2730	-424.277	-411.189	-13.0881	438911	1.984462	3.989281	11.65843	0.176323	0.308471	0.421626	0.590725	0.0338911	0.097609	0.597444	0.271056	0.998082	0.999509	1.00049	1.00192	3.140034
2740	-433.888	-417.442	-16.4465	516234.4	4.967734	5.303081	11.17694	0.310944	0.438633	0.532741	0.663025	0.0958426	0.411433	0.250749	0.241975	0.998231	0.999548	1.00045	1.00177	3.421424
2750	-439.942	-420.091	-19.851	453559.1	1.3942	2.868371	7.140112	0.161625	0.306789	0.435679	0.62512	0.139251	0.366838	0.10055	0.393361	0.998113	0.999517	1.00048	1.00189	3.958717
2760	-431.149	-412.55	-18.5992	469517.5	4.371222	5.051264	8.795019	0.289975	0.419965	0.517458	0.653531	0.229841	0.133773	0.564316	0.0720691	0.998146	0.999526	1.00047	1.00186	3.75735
2770	-424.417	-412.511	-11.9057	854535.3	1.779354	2.235609	9.255825	0.222779	0.390296	0.526391	0.708827	0.137324	0.232922	0.343215	0.286539	0.998625	0.999648	1.00035	1.00138	3.077659
2780	-421.571	-405.516	-16.0559	386401.6	1.907039	2.688187	9.368397	0.213852	0.371007	0.499957	0.678301	0.0802785	0.386659	0.313157	0.219905	0.997956	0.999477	1.00052	1.00205	3.517663
2790	-425.216	-410.098	-15.118	111980.3	6.089786	6.130382	9.227079	0.334365	0.454879	0.54215	0.662897	0.496258	0.175416	0.0400609	0.288265	0.996204	0.999027	1.00097	1.0038	3.335955
2800	-435.574	-421.335	-14.2399	166453.9	10.62575	9.759169	11.72037	0.386801	0.485274	0.554438	0.650912	0.505322	0.00925729	0.24259	0.24283	0.996886	0.999203	1.00079	1.00312	3.112621
2810	-436.104	-423.049	-13.0554	306811	6.860727	9.901302	9.905367	0.279573	0.379147	0.453793	0.563367	0.0450606	0.459123	0.0590961	0.43672	0.997706	0.999413	1.00059	1.0023	3.076068
2820	-430.233	-416.548	-13.6856	180459.8	7.324026	8.45151	9.263812	0.321953	0.428414	0.506089	0.616687	0.300874	0.553998	0.0637669	0.0813618	0.997009	0.999234	1.00076	1.00299	3.143087
2830	-421.705	-415.425	-6.27971	443633.5	4.214685	5.890379	9.935846	0.258725	0.380567	0.474341	0.609509	0.534428	0.0278829	0.271785	0.165904	0.998092	0.999512	1.00049	1.00191	2.461274
2840	-427.323	-421.417	-5.90612	607302.2	5.039494	6.471347	10.82538	0.282015	0.400215	0.489245	0.616569	0.302573	0.173344	0.371052	0.153031	0.998369	0.999583	1.00042	1.00163	2.45648
2850	-423.078	-411.186	-11.8914	622128	6.363392	7.232595	8.699608	0.316221	0.429551	0.512642	0.630121	0.234198	0.211361	0.473599	0.0808428	0.998389	0.999588	1.00041	1.00161	2.94035
2860	-430.939	-416.104	-14.8353	809378.2	10.75812	23.43123	10.06999	0.229912	0.296787	0.34746	0.425463	0.0635058	0.0386321	0.306025	0.591837	0.998587	0.999639	1.00036	1.00141	3.080216
2870	-429.993	-416.403	-13.5908	66137.63	3.066091	8.625739	9.776652	0.153828	0.248202	0.328572	0.457286	0.0248314	0.00866501	0.0519852	0.914518	0.995062	0.998733	1.00126	1.00495	3.18167
2880	-428.674	-413.117	-15.5564	502296.3	9.507963	10.77035	9.231054	0.34016	0.4363	0.505566	0.604645	0.203122	0.0432399	0.149034	0.604604	0.998207	0.999541	1.00046	1.00179	3.296175
2890	-429.189	-414.672	-14.5167	312552.2	5.560029	4.214745	8.779748	0.376018	0.512226	0.607682	0.732577	0.831758	0.00880334	0.0754988	0.0839404	0.997727	0.999418	1.00058	1.00227	3.288693
2900	-431.767	-418.579	-13.1883	384608.4	1.664814	3.826961	8.23182	0.156531	0.286772	0.402053	0.577439	0.30936	0.19111	0.0422045	0.457325	0.997951	0.999476	1.00052	1.00205	3.153236
2910	-436.905	-416.912	-19.993	64617.89	5.192884	5.683625	8.038927	0.30978	0.4342	0.525965	0.653832	0.226215	0.0259793	0.637382	0.110424	0.995004	0.998718	1.00127	1.005	3.91585
2920	-432.232	-410.231	-22.0018	439792.3	5.567358	5.75154	6.874656	0.323968	0.44766	0.537908	0.662807	0.510819	0.16978	0.0215527	0.297849	0.998084	0.99951	1.00049	1.00192	4.147652
2930	-409.718	-402.118	-7.60055	679646.8	7.890739	8.820814	14.43751	0.332015	0.436512	0.512244	0.619817	0.305678	0.657404	0.0156672	0.0212506	0.998459	0.999606	1.00039	1.00154	2.531334
2940	-419.946	-411.652	-8.29348	19888.03	6.511796	9.421112	7.925047	0.276503	0.378074	0.454453	0.566503	0.385063	0.357504	0.149725	0.107708	0.991001	0.997683	1.00229	1.00903	2.375506
2950	-413.73	-405.921	-7.80878	901813.9	13.13336	18.56076	12.55067	0.313982	0.390342	0.445827	0.527693	0.0917769	0.0200986	0.814271	0.0738538	0.998662	0.999658	1.00034	1.00134	2.470917
2960	-427.484	-415.608	-11.8759	232413.8	15.92854	21.66763	13.73194	0.32959	0.400838	0.452116	0.527575	0.0141366	0.210446	0.738169	0.037249	0.997365	0.999325	1.00067	1.00264	2.710516
2970	-426.802	-407.853	-18.9491	313041.3	15.58733	18.68856	10.62122	0.353859	0.429583	0.483571	0.562007	0.171702	0.460454	0.174074	0.19377	0.997729	0.999419	1.00058	1.00227	3.462067
2980	-428.251	-413.662	-14.5889	720630.6	8.536359	11.89283	11.14162	0.296624	0.389093	0.457405	0.557583	0.0824616	0.336388	0.420336	0.160814	0.998503	0.999617	1.00038	1.0015	3.16563
2990	-418.352	-408.723	-9.62906	429038.3	10.82534	11.5393	13.39871	0.358907	0.451867	0.518135	0.612484	0.189781	0.62169	0.147884	0.040645	0.99806	0.999504	1.00049	1.00194	2.668388
3000	-428.066	-416.845	-11.2206	946257	10.17062	13.63522	10.23988	0.312178	0.399484	0.463257	0.556567	0.225025	0.113793	0.329221	0.33196	0.998694	0.999666	1.00033	1.00131	2.82811
3010	-424.401	-417.07	-7.33177	599494.7	10.45398	17.53712	13.03133	0.272884	0.350698	0.40859	0.495478	0.423854	0.0844943	0.358613	0.133039	0.998359	0.99958	1.00042	1.00164	2.459383
3020	-415.113	-409.763	-5.35069	926796.4	3.51881	4.337439	11.92517	0.266609	0.403497	0.508516	0.655264	0.210182	0.136474	0.361878	0.291466	0.99868	0.999662	1.00034	1.00132	2.463312
3030	-416.586	-408.844	-7.74137	33930.89	2.227314	2.650652	11.67624	0.24258	0.403107	0.530066	0.701148	0.228246	0.407086	0.168248	0.19642	0.993108	0.998229	1.00175	1.00691	2.690726
3040	-421.346	-415.533	-5.8129	151139.1	5.64741	6.363166	9.358982	0.310321	0.429491	0.517302	0.640712	0.372208	0.0836876	0.0314742	0.51263	0.996732	0.999163	1.00083	1.00327	2.344169
3050	-430.1	-415.892	-14.2081	678277.7	6.219158	9.059018	9.882143	0.273028	0.376158	0.453968	0.568123	0.18627	0.130256	0.443154	0.24032	0.998457	0.999605	1.00039	1.00154	3.207584
3060	-427.152	-412.542	-14.61	811044.4	5.7384	6.217341	8.477212	0.317926	0.438096	0.526155	0.649186	0.473966	0.0566694	0.327791	0.141573	0.998589	0.999639	1.00036	1.00141	3.261976
3070	-424.488	-405.934	-18.5545	550711.6	9.689123	11.29421	8.361873	0.335808	0.430145	0.498262	0.59611	0.0998735	0.43281	0.115674	0.351643	0.998288	0.999562	1.00044	1.00171	3.61943
3080	-424.63	-410.251	-14.3795	989902.1	8.327352	11.02019	10.02541	0.304543	0.400071	0.470371	0.572731	0.0886394	0.395472	0.183316	0.332573	0.998723	0.999673	1.00033	1.00128	3.182777
3090	-420.083	-409.426	-10.6568	810743	6.413712	4.518305	8.880828	0.400174	0.53132	0.621842	0.739798	0.613668	0.0863593	0.0451202	0.254853	0.998589	0.999639	1.00036	1.00141	2.843866
3100	-422.215	-411.752	-10.4629	97775.81	5.184693	6.876436	15.08316	0.278472	0.393823	0.48089	0.606189	0.025924	0.33104	0.596139	0.0468971	0.995938	0.998959	1.00104	1.00407	2.730739
3110	-421.352	-411.517	-9.83557	517481.9	4.656524	5.033795	13.40063	0.304607	0.434822	0.531295	0.664731	0.542634	0.10747	0.213386	0.13651	0.998234	0.999548	1.00045	1.00177	2.778321
3120	-431.606	-419.821	-11.7847	12153.85	2.751328	5.652822	11.14119	0.186423	0.303849	0.401648	0.550322	0.0428428	0.0445129	0.00126177	0.911383	0.988494	0.997032	1.00292	1.01155	3.021878
3130	-426.754	-416.16	-10.5935	35399.57	3.648994	5.193831	11.91188	0.248064	0.375338	0.474517	0.61713	0.223441	0.537809	0.000547995	0.238202	0.993252	0.998266	1.00172	1.00676	2.895048
3140	-424.24	-416.397	-7.84313	490634.3	2.920261	3.132961	12.48399	0.273828	0.427281	0.54438	0.701688	0.188154	0.728281	0.00189421	0.0816704	0.998186	0.999536	1.00046	1.00182	2.679243
3150	-424.942	-423.654	-1.28759	534389.7	1.134339	0.7929223	13.79677	0.246052	0.464709	0.635457	0.827652	0.00148109	0.515611	0.408626	0.0742821	0.998262	0.999555	1.00044	1.00174	2.199191
3160	-422.017	-407.765	-14.2518	949366.2	0.7956362	0.8392849	8.627733	0.193573	0.403461	0.582552	0.796398	0.0279652	0.576868	0.349603	0.0455637	0.998696	0.999666	1.00033	1.0013	3.346999
3170	-417.739	-414.591	-3.14819	469143.5	1.751842	3.455137	13.62001	0.173699	0.3123	0.4321	0.609222	0.0296453	0.385476	0.250376	0.334503	0.998145	0.999525	1.00047	1.00186	2.311613
3180	-424.956	-413.125	-11.8307	896926.5	4.580549	9.198273	10.29241	0.209997	0.308931	0.38767	0.508095	0.0978846	0.0418203	0.457482	0.402813	0.998658	0.999657	1.00034	1.00134	2.985762
3190	-426.405	-412.431	-13.9743	53679.3	7.200178	6.826666	10.96997	0.356095	0.471046	0.553103	0.666367	0.234368	0.523699	0.093365	0.148568	0.994519	0.998593	1.0014	1.00549	3.17392
3200	-424.96	-411.156	-13.8038	838906.5	12.42058	21.58786	9.528877	0.273446	0.34441	0.396936	0.476033	0.129585	0.0412908	0.250373	0.578752	0.998613	0.999645	1.00035	1.00139	2.968851
3210	-424.311	-416.447	-7.86486	833328.9	12.13919	15.24927	10.50262	0.333005	0.416084	0.476014	0.563243	0.287757	0.211412	0.397589	0.103242	0.998608	0.999644	1.00036	1.00139	2.478333
3220	-432.872	-416.466	-16.4058	205316.5	25.19907	23.81842	10.49697	0.425066	0.490876	0.53649	0.601693	0.578475	0.0408525	0.338319	0.0423539	0.997196	0.999282	1.00072	1.00281	3.085692
3230	-437.384	-422.267	-15.1173	645040.2	30.10698	33.50433	10.27362	0.396415	0.45381	0.493956	0.552259	0.147082	0.358171	0.234306	0.260441	0.998418	0.999595	1.0004	1.00158	2.820572
3240	-428.119	-414.057	-14.0622	359324.5	26.34644	33.23719	8.959777	0.364578	0.422915	0.46415	0.524572	0.431119	0.356059	0.0855533	0.127268	0.99788	0.999458	1.00054	1.00212	2.686712
3250	-429.599	-419.357	-10.2419	171169.8	15.99773	22.4601	11.31822	0.32355	0.393698	0.444301	0.51899	0.103221	0.334227	0.53582	0.0267322	0.996929	0.999214	1.00078	1.00307	2.615607
3260	-422.543	-407.863	-14.68	479910.9	18.62181	21.87428	8.227651	0.365879	0.436273	0.486156	0.558621	0.123219	0.368727	0.322959	0.185095	0.998166	0.999531	1.00047	1.00184	2.908763
3270	-421.259	-413.015	-8.2443	864365.1	11.14668	15.15312	11.7602	0.313945	0.397374	0.45817	0.547367	0.226506	0.222787	0.15683	0.393876	0.998633	0.99965	1.00035	1.00137	2.550803
3280	-415.209	-405.331	-9.87856	984088.9	6.516232	11.835	15.78032	0.239709	0.330649	0.40058	0.506365	0.12562	0.0733333	0.202556	0.59849	0.998719	0.999672	1.00033	1.00128	2.618861
3290	-421.794	-405.869	-15.9248	952734.4	16.67635	26.88947	11.173	0.29837	0.363002	0.410031	0.480317	0.141643	0.396343	0.182295	0.27972	0.998698	0.999667	1.00033	1.0013	3.076976
3300	-418.785	-408.358	-10.4274	915496.9	6.217187	9.935497	12.773	0.257921	0.356696	0.431936	0.543776	0.130699	0.0671392	0.119841	0.682321	0.998672	0.99966	1.00034	1.00133	2.796476
3310	-419.832	-411.596	-8.23574	86351.42	7.705122	6.891315	14.60442	0.371241	0.485114	0.565635	0.676079	0.818902	0.0816475	0.0692876	0.0301629	0.995678	0.998892	1.0011	1.00433	2.584066
3320	-422.163	-411.55	-10.6129	665114.8	6.113171	5.123846	9.77192	0.366306	0.493883	0.584142	0.705148	0.554686	0.0164422	0.229605	0.199268	0.998442	0.999601	1.0004	1.00156	2.881587
3330	-426.42	-411.107	-15.3131	929194	9.010399	13.4979	7.612315	0.286349	0.373837	0.438749	0.534862	0.162804	0.0646733	0.579997	0.192526	0.998682	0.999663	1.00034	1.00132	3.142546
3340	-437.65	-416.976	-20.6742	525982	11.70619	13.99564	12.34954	0.340785	0.426871	0.488763	0.578289	0.216708	0.000790965	0.498127	0.284374	0.998248	0.999552	1.00045	1.00175	3.56154
3350	-410.529	-401.629	-8.89952	146366.3	12.90964	20.23295	12.85443	0.293805	0.367195	0.421005	0.501219	0.0213933	4.86824e-05	0.553251	0.425307	0.996679	0.999149	1.00085	1.00332	2.54278
3360	-414.824	-405.342	-9.4824	362096.5	12.79995	21.36846	9.570657	0.281874	0.353331	0.405995	0.484989	0.273391	0.00233897	0.0637904	0.660479	0.997888	0.99946	1.00054	1.00211	2.516909
3370	-422.789	-407.079	-15.7106	132589.1	9.5891	13.0065	10.24207	0.307169	0.396247	0.461548	0.55715	0.0618077	0.693436	0.0733417	0.171414	0.996511	0.999106	1.00089	1.00349	3.278349
3380	-419.419	-405.692	-13.7273	751768.8	9.353144	14.08981	11.74365	0.287078	0.372979	0.436631	0.530975	0.137774	0.128616	0.299148	0.434462	0.998534	0.999625	1.00037	1.00147	3.04194
3390	-423.261	-409.862	-13.3995	389029.5	8.303414	11.03823	10.58009	0.303588	0.399047	0.469337	0.571738	0.442679	0.0263687	0.322958	0.207995	0.997963	0.999479	1.00052	1.00204	3.080816
3400	-423.666	-418.016	-5.64979	800877.8	2.999393	7.135444	11.4839	0.172202	0.277307	0.365539	0.503269	0.0111357	0.0497495	0.300771	0.638344	0.99858	0.999637	1.00036	1.00142	2.463503
3410	-424.253	-413.493	-10.7592	26277.83	7.996308	8.922963	14.80717	0.333115	0.437106	0.512416	0.619405	0.0121396	0.340766	0.524345	0.122749	0.99217	0.997986	1.00199	1.00785	2.731408
3420	-425.334	-413.125	-12.2081	442233.3	8.805948	10.0247	11.51482	0.334969	0.4341	0.505768	0.608147	0.154341	0.0993833	0.548768	0.197508	0.998089	0.999511	1.00049	1.00191	2.958095
3430	-425.153	-411.063	-14.0902	340577.8	9.552082	13.83595	8.018953	0.295067	0.381744	0.445684	0.540033	0.0723594	0.262433	0.609819	0.0553891	0.997823	0.999443	1.00056	1.00218	3.023736
3440	-417.937	-405.266	-12.6712	553513	5.767362	11.21468	9.463066	0.224132	0.31622	0.388066	0.497637	0.0224813	0.0256451	0.494733	0.457141	0.998292	0.999563	1.00044	1.00171	3.026962
3450	-427.319	-421.047	-6.272	497260.2	6.500619	10.62676	11.82537	0.256365	0.35234	0.425417	0.534441	0.103123	0.455254	0.223041	0.218581	0.998198	0.999539	1.00046	1.0018	2.461846
3460	-422.834	-411.174	-11.6609	422545.4	17.42009	21.112	17.272	0.356591	0.4283	0.47932	0.553617	0.140806	0.0650294	0.739835	0.05433	0.998045	0.9995	1.0005	1.00196	2.534333
3470	-428.332	-413.606	-14.7264	628426.8	23.68708	33.60313	13.32368	0.336327	0.394723	0.436412	0.498046	0.0539768	0.186302	0.639224	0.120497	0.998397	0.99959	1.00041	1.0016	2.791077
3480	-438.03	-419.064	-18.9665	163796.5	10.54226	18.81994	10.7284	0.262386	0.337527	0.393688	0.478523	0.257022	0.285246	0.181317	0.276414	0.996861	0.999196	1.0008	1.00314	3.50378
3490	-417.735	-404.955	-12.7802	241324.1	11.86358	12.61181	11.26446	0.364399	0.453794	0.517329	0.607956	0.53978	0.0535041	0.200349	0.206367	0.997414	0.999338	1.00066	1.00259	2.964559
3500	-421.894	-409.399	-12.4942	253659.8	11.04549	13.10795	9.487278	0.339281	0.427827	0.491573	0.583599	0.252045	0.424288	0.0631857	0.260482	0.997477	0.999354	1.00064	1.00252	2.933367
3510	-419.962	-409.112	-10.8505	311587	11.05702	18.51166	10.52063	0.275531	0.351569	0.407982	0.492636	0.143988	0.0814336	0.167565	0.607013	0.997724	0.999417	1.00058	1.00228	2.742188
3520	-417.953	-406.876	-11.0775	827396.5	12.71547	15.92095	10.74976	0.335846	0.417357	0.476045	0.561492	0.315513	0.133224	0.267802	0.283461	0.998603	0.999643	1.00036	1.0014	2.775409
3530	-415.224	-408.566	-6.6579	786301.9	7.801611	8.393366	12.19824	0.338299	0.44478	0.521662	0.630213	0.441492	0.152802	0.332373	0.0733333	0.998567	0.999634	1.00037	1.00143	2.503743
3540	-422.456	-412.829	-9.62737	281103.3	7.022137	6.546816	9.778849	0.357433	0.474201	0.557467	0.671958	0.0786692	0.492166	0.324491	0.104674	0.997604	0.999387	1.00061	1.0024	2.757166
3550	-429.18	-414.7	-14.4798	320298.4	10.03043	14.21259	10.8987	0.301342	0.387076	0.450059	0.542798	0.1146	0.0663387	0.392739	0.426323	0.997755	0.999425	1.00057	1.00225	3.128895
3560	-432.633	-414.256	-18.377	401482.6	13.83757	18.50345	7.809038	0.326919	0.403339	0.458515	0.539489	0.0742239	0.100836	0.0507788	0.774161	0.997995	0.999487	1.00051	1.00201	3.432597
3570	-437.584	-415.852	-21.7322	793310.2	14.44046	19.08738	8.52937	0.331055	0.406403	0.460682	0.540268	0.17002	0.124064	0.0865795	0.619336	0.998573	0.999635	1.00036	1.00143	3.846647
3580	-427.556	-416.108	-11.4485	144640.9	17.45847	19.54222	9.701123	0.373005	0.446807	0.498975	0.574355	0.285539	0.515239	0.0613749	0.137848	0.99666	0.999144	1.00085	1.00334	2.699898
3590	-431.239	-414.218	-17.0207	553536.5	10.59916	12.05812	6.99478	0.345226	0.436834	0.502611	0.59699	0.0123893	0.511237	0.432986	0.0433876	0.998292	0.999563	1.00044	1.00171	3.280496
3600	-420.633	-408.678	-11.9559	805562.6	12.27571	11.51713	13.13984	0.391046	0.482845	0.547225	0.637705	0.316923	0.290337	0.12626	0.266479	0.998584	0.999638	1.00036	1.00142	2.842116
3610	-419.327	-409.41	-9.91789	429454.2	20.72154	29.85367	12.61175	0.328402	0.390083	0.434323	0.499799	0.122162	0.418762	0.103478	0.355598	0.998061	0.999504	1.00049	1.00194	2.488208
3620	-414.578	-409.508	-5.07069	290897.2	16.18832	21.68305	12.81638	0.333328	0.404522	0.455678	0.53085	0.296822	0.0838094	0.462752	0.156617	0.997644	0.999397	1.0006	1.00236	2.207648
3630	-436.637	-420.566	-16.071	152307.6	16.05631	22.32869	9.887438	0.32557	0.395892	0.44658	0.521328	0.0696927	0.054663	0.212831	0.662813	0.996745	0.999166	1.00083	1.00326	3.162263
3640	-431.181	-413.032	-18.1488	729732.3	23.86397	35.47279	10.97196	0.327065	0.384075	0.424891	0.485442	0.161338	0.085489	0.499864	0.253309	0.998512	0.99962	1.00038	1.00149	3.141368
3650	-423.213	-412.172	-11.0415	165382	31.50733	30.29828	11.63566	0.430292	0.489178	0.529942	0.588486	0.445805	0.036934	0.161779	0.355482	0.996876	0.9992	1.0008	1.00313	2.485302
3660	-430.655	-415.368	-15.2866	288357.7	21.24759	26.29289	15.9703	0.36051	0.425457	0.471519	0.53883	0.47857	0.0838274	0.0238082	0.413795	0.997634	0.999394	1.0006	1.00237	2.765915
3670	-427.106	-413.279	-13.8266	88189.62	15.28331	18.10553	8.247861	0.355378	0.43213	0.486825	0.566169	0.403105	0.291481	0.00754848	0.297866	0.995723	0.998904	1.00109	1.00428	2.893658
3680	-420.957	-411.372	-9.58474	574581.3	8.105522	14.36434	10.70183	0.252935	0.337191	0.401001	0.49732	0.142082	0.128191	0.323465	0.406262	0.998324	0.999571	1.00043	1.00168	2.693087
3690	-421.422	-413.236	-8.18519	347172.4	14.98828	16.37118	11.97763	0.370884	0.450671	0.50716	0.588376	0.121482	0.0425252	0.833792	0.00220113	0.997844	0.999448	1.00055	1.00216	2.504164
3700	-423.368	-417.328	-6.03946	292086.3	7.317158	8.764496	12.37135	0.315279	0.420245	0.497147	0.60724	0.354015	0.288998	0.34292	0.0140667	0.997649	0.999398	1.0006	1.00235	2.454426
3710	-436.254	-413.585	-22.6693	945794.2	11.41756	14.3747	7.147716	0.329618	0.414874	0.476517	0.566188	0.0886876	0.27855	0.609663	0.0230992	0.998693	0.999666	1.00033	1.00131	4.052291
3720	-431.889	-412.809	-19.0809	710033.7	8.992891	14.1658	11.35277	0.277442	0.362963	0.42671	0.521662	0.0124101	0.47315	0.22381	0.290629	0.998492	0.999614	1.00038	1.00151	3.529237
3730	-416.372	-411.137	-5.23491	691324.9	5.168274	10.87846	14.66435	0.208215	0.300264	0.373185	0.485514	0.00395278	0.243627	0.0585823	0.693838	0.998472	0.999609	1.00039	1.00153	2.36738
3740	-428.697	-415.532	-13.1645	434399.6	11.94564	11.79428	10.83624	0.379368	0.470768	0.535245	0.62638	0.0743907	0.440253	0.305983	0.179374	0.998072	0.999507	1.00049	1.00193	3.013843
3750	-425.646	-415.418	-10.2281	491733.8	3.142825	4.36149	11.23916	0.243272	0.378736	0.485147	0.6364	0.0545725	0.230235	0.695739	0.0194535	0.998188	0.999536	1.00046	1.00181	2.889014
3760	-431.199	-415.185	-16.0143	126157.7	4.43268	4.3363	9.208403	0.317031	0.454362	0.555073	0.691433	0.173082	0.363182	0.35275	0.110986	0.996424	0.999084	1.00091	1.00358	3.470685
3770	-434.453	-420.006	-14.4474	4759.58	1.596291	2.305265	8.34937	0.202146	0.365568	0.502257	0.689761	0.222592	0.0770364	0.399558	0.300814	0.981636	0.995234	1.00465	1.01848	3.331914
3780	-422.855	-409.553	-13.3011	300336.6	6.133032	5.148323	7.885002	0.366286	0.49364	0.583751	0.704608	0.124162	0.600759	0.163754	0.111325	0.997682	0.999407	1.00059	1.00232	3.061455
