Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_rate_12	prob_rate_13	prob_rate_21	prob_rate_23	prob_rate_31	prob_rate_32	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
6328	0	-29.3323	-55.7917	26.4595	0	0	0	0	1	0	0.0001162316	3.161617e-06	0.001015975	0.003153866	0	2.470623e-05	0.090308	0.473777	0.435915
6329	1	-39.4311	-55.8505	16.4194	0	1	0	0	1	0	0.002294779	0	0.0005726249	0.005579107	0	0.0002235892	0.0337211	0.409824	0.556455
6330	0	-35.3199	-54.1702	18.8503	0	1	0	0	1	0	7.070102e-05	0	0.001015975	0.00433197	0	0.0001228318	0.215331	0.281383	0.503286
6331	1	-36.8418	-54.505	17.6632	1	0	0	0	1	0	0	0.00140891	0.0005726249	0.004605683	0	0.0004821247	0.015468	0.729284	0.255248
6332	0	-41.2595	-54.654	13.3945	1	1	0	0	1	0	0	0	0.001015975	0.002858744	0	0.0001228318	0.12863	0.570726	0.300644
6333	1	-40.8772	-52.596	11.7187	1	1	0	0	1	0	0	0	0.001171138	0.004605683	0	0.0003775003	0.0072875	0.872456	0.120256
6334	0	-34.9877	-57.9233	22.9356	0	0	0	0	1	0	0.003341022	0.001512747	0.001019839	0.002858744	0	0.0001169209	0.119605	0.530682	0.349713
6335	1	-24.1891	-55.3142	31.1251	0	0	0	0	0	0	0.001055151	0.0002346104	0.001171138	0.00357914	5.23865e-05	0.0007824544	0.0314545	0.449493	0.519052
6336	0	-36.8713	-55.6178	18.7466	1	0	0	0	1	0	0	0.001512747	0.001178032	0.002858744	0	0.0001254885	0.144289	0.412328	0.443382
6337	1	-37.0066	-53.9358	16.9292	0	1	0	0	1	0	0.000934468	0	0.001606087	0.005239907	0	0.0002335385	0.0314545	0.449493	0.519052
6338	0	-36.3719	-54.2067	17.8348	1	0	0	0	1	0	0	0.0003866409	0.001178032	0.004972656	0	0.0003110866	0.54281	0.203812	0.253378
6339	1	-54.048	-56.7482	2.7002	1	1	0	0	1	1	0	0	0.001606087	0.007589656	0	0	0.614631	0.27563	0.109739
6340	0	-29.716	-53.988	24.2719	0	1	0	0	0	0	0.0007045737	0	0.001178032	0.004972656	0.0001513349	0.0001228122	0.0257135	0.776689	0.197597
6341	1	-40.7692	-55.3066	14.5374	0	1	0	0	1	0	0.0006013168	0	0.002545772	0.007589656	0	0.0003555587	0.374707	0.558391	0.0669018
6342	0	-34.6245	-53.2881	18.6636	1	0	0	0	1	0	0	0.0004750867	0.001178032	0.004022819	0	0.0001058143	0.0318269	0.961349	0.0068243
6343	1	-37.0784	-56.6907	19.6123	0	0	0	0	1	0	0.0003901716	0.002026146	0.002545772	0.007589656	0	0.0005747737	0.351957	0.524489	0.123554
6344	0	-34.6572	-53.3494	18.6922	0	1	0	0	1	0	0.0004382627	0	0.001178032	0.004022819	0	0.0001058143	0.0318269	0.961349	0.0068243
6345	1	-41.9364	-57.4431	15.5067	0	1	0	0	1	0	0.0003901716	0	0.0005405914	0.007589656	0	0.001324441	0.466144	0.398327	0.135529
6346	0	-33.8991	-52.7267	18.8275	1	1	0	0	0	0	0	0	0.001178032	0.004022819	1.999004e-05	0.0003499458	0.0243061	0.970482	0.0052117
6347	1	-42.7349	-57.524	14.7891	1	0	0	0	1	0	0	0.002469545	0.0005405914	0.007589656	0	0.0001686246	0.594485	0.232671	0.172843
6348	0	-40.6184	-52.7608	12.1424	1	1	0	0	1	0	0	0	0.001178032	0.004022819	0	0.0004081443	0.0864655	0.90802	0.00551416
6349	1	-33.7882	-56.6584	22.8702	1	0	0	0	0	0	0	0.0001844369	0.0005405914	0.007987051	9.736277e-05	0.0001240028	0.594485	0.232671	0.172843
6350	0	-40.9993	-53.4564	12.4571	1	1	0	0	1	0	0	0	0.001178032	0.003918009	0	0.0001079461	0.254781	0.660682	0.0845367
6351	1	-30.4889	-55.5871	25.0982	0	0	0	0	1	0	0.0008608997	0.000823766	0.0005405914	0.003459702	0	0.0003809825	0.0379345	0.552003	0.410063
6352	0	-36.1236	-54.5726	18.449	0	1	0	0	1	0	0.000794451	0	0.001178032	0.003918009	0	0.0001674807	0.640792	0.300527	0.0586806
6353	1	-43.0379	-54.2368	11.1989	1	1	0	0	1	0	0	0	0.0005405914	0.006102184	0	0.0001806104	0.0195204	0.515132	0.465348
6354	0	-41.7083	-54.2287	12.5204	1	1	0	0	1	0	0	0	0.001037012	0.003918009	0	0.0001674807	0.613036	0.255269	0.131696
6355	1	-45.4376	-54.5861	9.14858	1	1	0	0	1	0	0	0	0.002903003	0.006102184	0	0.0004570082	0.0178473	0.55669	0.425463
6356	0	-34.6827	-53.3476	18.6649	0	1	0	0	1	0	0.0004139555	0	0.001037012	0.003918009	0	0.0004111508	0.0714236	0.763262	0.165315
6357	1	-32.2633	-54.4647	22.2014	0	0	0	0	1	0	8.408562e-05	0.0002602113	0.002903003	0.006102184	0	0.0004447421	0.0860295	0.750572	0.163398
6358	0	-30.1161	-55.1254	25.0093	0	0	0	0	1	0	0.0004280977	0.0007284256	0.001037012	0.003918009	0	6.885066e-05	0.490513	0.363019	0.146468
6359	1	-39.0959	-54.63	15.5341	0	1	0	0	1	0	0.0003596257	0	0.002903003	0.006102184	0	0.0004447421	0.117911	0.658137	0.223952
6360	0	-34.9332	-53.8729	18.9397	1	0	0	0	1	0	0	0.0002022167	0.001037012	0.003918009	0	0.0002691821	0.604599	0.354761	0.0406401
6361	1	-51.3903	-55.5203	4.12993	1	1	0	0	1	1	0	0	0.001253435	0.006102184	0	0	0.0768266	0.777254	0.145919
6362	0	-42.1761	-53.9914	11.8153	1	1	0	0	1	0	0	0	0.001717287	0.004092079	0	0.0002206481	0.698051	0.282878	0.0190703
6363	1	-37.5379	-54.0208	16.4829	1	0	0	0	1	0	0	0.0005825618	0.001253435	0.006102184	0	0.0006502523	0.137148	0.520129	0.342722
6364	0	-28.9775	-53.7874	24.8099	0	1	0	0	0	0	0.0002451631	0	0.001717287	0.004092079	0.0001618512	0.0002206481	0.223788	0.770099	0.00611374
6365	1	-37.6695	-54.4395	16.77	1	0	0	0	1	0	0	0.0001114503	0.001253435	0.006102184	0	0.0007518141	0.196758	0.311561	0.491681
6366	0	-34.7312	-53.2356	18.5044	0	1	0	0	1	0	6.057603e-05	0	0.001717287	0.004092079	0	0.0001167305	0.159052	0.836603	0.00434519
6367	1	-37.5233	-54.3764	16.8531	0	1	0	0	1	0	4.502724e-06	0	0.001253435	0.006102184	0	0.0007518141	0.196758	0.311561	0.491681
6368	0	-26.4622	-56.3247	29.8625	0	0	0	0	0	0	0.002887708	0.0005186887	0.0007576502	0.004092079	0.0001270947	0.0001167305	0.211665	0.787241	0.00109331
6369	1	-24.3905	-53.79	29.3995	0	0	0	0	0	0	0.0006391951	0.0008412029	0.001253435	0.006102184	8.204636e-06	0.0002515553	0.0461585	0.839612	0.11423
6370	0	-30.1426	-55.1265	24.9839	0	1	0	0	0	0	0.001166223	0	0.0007576502	0.004092079	0.0001211762	7.600271e-05	0.195641	0.727644	0.0767143
6371	1	-43.3685	-57.2125	13.8441	1	1	0	0	1	0	0	0	0.001253435	0.001928955	0	0.0002365374	0.222505	0.226858	0.550637
6372	0	-41.6754	-54.3712	12.6959	1	1	0	0	1	0	0	0	0.0007576502	0.004092079	0	4.69759e-05	0.300251	0.633012	0.0667373
6373	1	-43.5842	-57.0829	13.4986	1	1	0	0	1	0	0	0	0.001253435	0.001928955	0	0.0006811609	0.267208	0.23125	0.501542
6374	0	-32.9136	-56.3466	23.4331	0	0	0	0	1	0	0.0009105876	0.002401742	0.0007576502	0.004092079	0	4.69759e-05	0.170611	0.711129	0.11826
6375	1	-35.3546	-54.9715	19.6169	0	1	0	0	1	0	0.0001597997	0	0.001253435	0.002943741	0	0.0001978876	0.0590401	0.296943	0.644017
6376	0	-42.1525	-54.8673	12.7148	1	1	0	0	1	0	0	0	0.0007576502	0.004092079	0	2.258544e-05	0.170611	0.711129	0.11826
6377	1	-40.9389	-54.0246	13.0856	1	1	0	0	1	0	0	0	0.001253435	0.002943741	0	0.0001978876	0.0493044	0.684151	0.266545
6378	0	-30.3478	-54.6981	24.3503	1	0	0	0	0	0	0	0.0006493481	0.0007576502	0.005456659	7.917796e-05	8.569987e-05	0.443128	0.469936	0.0869364
6379	1	-35.7992	-55.0836	19.2844	1	0	0	0	1	0	0	0.0003501298	0.001253435	0.002943741	0	0.0004354238	0.650225	0.265617	0.0841582
6380	0	-28.4888	-54.3661	25.8773	0	0	0	0	1	0	4.939491e-06	1.679363e-06	0.00152646	0.003444438	0	8.569987e-05	0.461922	0.454075	0.0840023
6381	1	-41.9257	-54.8267	12.9011	1	1	0	0	1	0	0	0	0.001253435	0.002943741	0	0.0004354238	0.393536	0.293148	0.313316
6382	0	-35.1157	-54.2687	19.153	0	1	0	0	1	0	2.800695e-05	0	0.00152646	0.003444438	0	0.0001530181	0.57823	0.355925	0.0658448
6383	1	-42.2317	-54.1597	11.9279	1	1	0	0	1	0	0	0	0.001253435	0.004082403	0	0.0005492382	0.340538	0.25367	0.405792
6384	0	-35.5907	-53.9855	18.3948	0	1	0	0	1	0	0.0007541829	0	0.00152646	0.003444438	0	0.0004026294	0.262554	0.670348	0.0670979
6385	1	-35.9236	-54.4665	18.5429	0	1	0	0	1	0	0.000403041	0	0.0007985418	0.004082403	0	0.0006530728	0.270409	0.407367	0.322224
6386	0	-41.2667	-53.9788	12.7121	1	1	0	0	1	0	0	0	0.00152646	0.002946751	0	0.0004026294	0.244534	0.686729	0.0687375
6387	1	-44.358	-55.9059	11.5479	1	1	0	0	1	0	0	0	0.0007985418	0.004082403	0	0.001493206	0.210545	0.440792	0.348663
6388	0	-30.9681	-55.7906	24.8225	0	0	0	0	1	0	7.506474e-05	0.0003662493	0.001384821	0.003649977	0	0.0009446516	0.770756	0.159937	0.0693072
6389	1	-43.2453	-60.7072	17.4619	0	1	0	0	1	0	0.003119412	0	0.0007985418	0.001559917	0	0.001850497	0.165614	0.346725	0.487661
6390	0	-34.3985	-53.3959	18.9974	1	1	0	0	0	0	0	0	0.001384821	0.003649977	4.12192e-05	0.0002761657	0.30094	0.663174	0.0358861
6391	1	-47.5776	-58.3257	10.7481	1	1	0	0	1	0	0	0	0.002798969	0.002754129	0	0.001850497	0.332539	0.14857	0.518891
6392	0	-28.6477	-53.9229	25.2752	1	0	0	0	0	0	0	0.0006697558	0.001384821	0.003649977	1.135725e-05	0.000122196	0.30094	0.663174	0.0358861
6393	1	-37.3167	-59.7415	22.4248	0	0	0	0	1	0	0.0003076093	0.001245892	0.003282766	0.002754129	0	0.00191631	0.0771854	0.0344843	0.88833
6394	0	-30.9686	-56.5367	25.5681	1	0	0	0	0	0	0	0.0001129423	0.001384821	0.003649977	0.0002998032	1.360326e-05	0.290645	0.674697	0.0346585
6395	1	-40.9553	-60.0774	19.1221	1	0	0	0	1	0	0	0.0002046651	0.0003165371	0.002754129	0	0.00191631	0.276612	0.123583	0.599805
6396	0	-39.0696	-56.8246	17.755	0	1	0	0	1	0	0.002352077	0	0.0009355783	0.003649977	0	1.360326e-05	0.0117662	0.925695	0.0625391
6397	1	-31.1498	-61.0983	29.9485	0	0	0	0	0	0	0.001697147	0.001572169	0.002363755	0.0002030753	0.0008825406	0.001670546	0.19344	0.137792	0.668768
6398	0	-42.2077	-55.1065	12.8989	1	1	0	0	1	0	0	0	0.0009355783	0.003649977	0	4.988805e-05	0.24789	0.305801	0.446309
6399	1	-28.5476	-56.0776	27.5301	0	1	0	0	0	0	0.0001610687	0	0.0001678639	5.405287e-05	0.0008825406	0.001670546	0.290839	0.121153	0.588008
6400	0	-41.3059	-54.1724	12.8665	1	1	0	0	1	0	0	0	0.0009355783	0.003649977	0	9.156898e-05	0.181555	0.491568	0.326877
6401	1	-34.9643	-59.6811	24.7168	1	0	0	0	0	0	0	0.002119933	0.0001214383	0.001762389	0.0008825406	0.001670546	0.193269	0.417175	0.389556
6402	0	-42.4542	-55.3732	12.919	1	1	0	0	1	0	0	0	0.0009355783	0.003649977	0	2.402022e-05	0.273169	0.436543	0.290287
6403	1	-41.8552	-56.0414	14.1862	0	1	1	1	0	0	0.0004254863	0	0	0	0.0008825406	0.001670546	0.0363832	0.42807	0.535546
6404	0	-43.0607	-55.1955	12.1348	1	1	0	0	1	0	0	0	0.0009355783	0.004659192	0	2.402022e-05	0.553077	0.316605	0.130317
6405	1	-47.7665	-55.6279	7.8614	1	1	1	1	0	0	0	0	0	0	0.0008825406	0.001670546	0.159183	0.227671	0.613146
6406	0	-36.962	-55.3377	18.3757	1	0	0	0	1	0	0	0.0005335104	0.0009355783	0.004659192	0	2.402022e-05	0.47484	0.37203	0.15313
6407	1	-41.953	-56.1011	14.1481	1	1	1	0	0	0	0	0	0	0.0004745727	0.0008825406	0.001670546	0.159183	0.227671	0.613146
6408	0	-37.6598	-55.2719	17.6121	1	0	0	0	1	0	0	0.0001660215	0.002381685	0.004563322	0	2.402022e-05	0.297225	0.565485	0.13729
6409	1	-41.7783	-56.004	14.2256	1	1	0	1	0	0	0	0	0.0003747723	0	0.0008825406	0.001670546	0.0259168	0.233161	0.740922
6410	0	-42.7704	-54.2908	11.5205	1	1	0	0	1	0	0	0	0.0009449951	0.005440492	0	2.402022e-05	0.0813522	0.731793	0.186855
6411	1	-41.0292	-55.3169	14.2877	1	1	1	0	0	0	0	0	0	6.514284e-05	0.0008825406	0.001900268	0.0746515	0.240993	0.684355
6412	0	-53.3539	-57.2105	3.85654	1	1	0	0	1	1	0	0	0.0009449951	0.006762486	0	0	0.552035	0.148545	0.299421
6413	1	-41.213	-55.3985	14.1855	0	1	1	1	0	0	0.0002898378	0	0	0	0.0003797857	0.002309903	0.0746515	0.240993	0.684355
6414	0	-36.0329	-56.8763	20.8433	0	0	0	0	1	0	0.00101561	0.001371285	0.00126509	0.006762486	0	0.00112766	0.582023	0.389614	0.028363
6415	1	-34.3887	-55.2757	20.8869	0	1	1	0	0	0	2.766816e-05	0	0	0.0002029057	0.0003797857	0.002309903	0.162662	0.0471145	0.790224
6416	0	-26.8717	-55.3358	28.4641	0	0	0	0	0	0	0.00101561	0.0001374324	0.001231403	0.006762486	2.506887e-05	0.00112766	0.0222005	0.911448	0.0663513
6417	1	-44.0142	-57.3802	13.3659	1	1	0	1	0	0	0	0	5.499626e-05	0	0.0003797857	0.003599537	0.0887334	0.565508	0.345759
6418	0	-46.98	-55.9737	8.99376	1	1	0	0	1	0	0	0	0.001231403	0.006762486	0	0.001667572	0.0547619	0.781569	0.163669
6419	1	-41.6892	-56.5504	14.8612	1	0	1	1	0	0	0	0.0001647201	0	0	0.0003797857	0.001565334	0.0887334	0.565508	0.345759
6420	0	-41.5616	-56.6951	15.1335	0	1	0	0	1	0	0.000535225	0	0.001231403	0.006762486	0	0.001795995	0.0547619	0.781569	0.163669
6421	1	-39.4487	-59.8629	20.4142	1	0	0	0	1	0	0	0.0004433625	0.00108072	0.0004392175	0	0.001565334	0.0196989	0.506509	0.473792
6422	0	-48.3642	-57.0816	8.71744	1	1	0	0	1	0	0	0	0.001231403	0.006762486	0	0.002023206	0.046699	0.666494	0.286807
6423	1	-38.5723	-58.6535	20.0812	1	0	0	0	1	0	0	0.0004433625	0.00108072	0.0008678345	0	0.001565334	0.0320885	0.196129	0.771783
6424	0	-46.816	-57.6891	10.8731	1	1	0	0	0	1	0	0	0.0005103585	0.00623513	0.0004971995	0	0.0634306	0.905289	0.0312801
6425	1	-34.6403	-55.8019	21.1616	0	1	0	1	0	0	0.0003095982	0	0.0001594334	0	0.0005324016	0.001565334	0.0320885	0.196129	0.771783
6426	0	-37.1016	-54.5161	17.4145	1	1	0	0	0	0	0	0	0.0004872669	0.00623513	8.268198e-05	0.0005843983	0.17453	0.739402	0.0860677
6427	1	-40.95	-55.2381	14.2881	1	1	0	1	0	0	0	0	0.0001157139	0	0.0005324016	0.002199336	0.174564	0.244543	0.580892
6428	0	-45.1059	-55.5794	10.4735	1	0	0	0	1	1	0	0.0001013978	0.001420458	0.00623513	0	0	0.209935	0.782043	0.00802257
6429	1	-41.8689	-56.0133	14.1444	1	1	1	0	0	0	0	0	0	0.0003006819	0.0005324016	0.002199336	0.316795	0.369035	0.314169
6430	0	-39.4703	-55.8034	16.3331	0	1	0	0	1	0	0.0001800098	0	0.001420458	0.00623513	0	0.0009456129	0.296781	0.13335	0.569869
6431	1	-48.8869	-57.1676	8.28077	1	1	1	1	0	0	0	0	0	0	0.0005324016	0.001480937	0.495341	0.351541	0.153118
6432	0	-43.4781	-55.0599	11.5818	1	1	0	0	1	0	0	0	0.001420458	0.003964526	0	0.0009456129	0.496829	0.223237	0.279934
6433	1	-45.1513	-58.0487	12.8974	1	1	0	1	0	0	0	0	0.0006640172	0	0.0004496023	0.003523654	0.485972	0.246965	0.267062
6434	0	-38.8128	-55.5833	16.7705	1	0	0	0	1	0	0	0.0005655483	0.001420458	0.0051227	0	0.001109597	0.496829	0.223237	0.279934
6435	1	-38.3959	-58.1562	19.7603	1	1	0	0	0	0	0	0	0.0002095905	0.0001874661	0.0004496023	0.003523654	0.428931	0.398462	0.172607
6436	0	-43.1056	-55.6052	12.4996	1	1	0	0	1	0	0	0	0.001420458	0.002860241	0	0.000868615	0.581067	0.261087	0.157846
6437	1	-42.2017	-56.105	13.9034	1	1	0	1	0	0	0	0	9.647684e-05	0	0.0004496023	0.002796546	0.307342	0.341281	0.351377
6438	0	-39.1023	-57.4411	18.3387	1	1	0	0	0	0	0	0	0.002437218	0.003031665	0.0002961101	0.0004348796	0.752694	0.122451	0.124855
6439	1	-35.4833	-55.7735	20.2901	0	1	0	1	0	0	0.0004139871	0	2.826244e-05	0	0.0004496023	0.002796546	0.254217	0.134123	0.611661
6440	0	-33.0138	-58.3204	25.3066	0	1	0	0	0	0	0.00116852	0	0.0007292546	0.001946924	0.0004162664	0.001536772	0.219409	0.3865	0.39409
6441	1	-41.8861	-55.4765	13.5903	1	0	1	1	0	0	0	0.0003766103	0	0	0.0005723605	0.002796546	0.254381	0.0625936	0.683026
6442	0	-47.6905	-56.0182	8.32762	1	1	1	1	0	0	0	0	0	0	0.0004162664	0.001536772	0.184932	0.311636	0.503431
6443	1	-35.3253	-55.6171	20.2918	1	0	1	0	0	0	0	0.0002400338	0	7.729815e-05	0.0005723605	0.002796546	0.217496	0.198515	0.583988
6444	0	-42.4243	-56.682	14.2578	0	1	1	1	0	0	0.0009334104	0	0	0	0.0004162664	0.001536772	0.188801	0.318157	0.493042
6445	1	-30.432	-57.0063	26.5743	0	0	0	1	0	0	0.0002641924	0.001119451	0.0001272854	0	0.0005723605	0.002082868	0.0577863	0.673197	0.269017
6446	0	-41.5039	-56.2856	14.7817	1	1	1	0	0	0	0	0	0	0.0002591276	0.0004162664	0.001536772	0.188801	0.318157	0.493042
6447	1	-43.8349	-57.0821	13.2471	1	1	1	0	0	0	0	0	0	0.001531964	0.0005723605	0.002082868	0.36644	0.178179	0.455381
6448	0	-42.2935	-56.5157	14.2222	1	0	1	1	0	0	0	0.0009466026	0	0	0.000448863	0.001536772	0.21746	0.214656	0.567883
6449	1	-48.4316	-56.2136	7.78203	1	1	1	1	0	0	0	0	0	0	0.0005723605	0.002082868	0.481539	0.330654	0.187808
6450	0	-42.7657	-57.1638	14.398	1	1	1	0	0	0	0	0	0	0.0007202986	0.000448863	0.001536772	0.345213	0.340761	0.314026
6451	1	-44.7122	-58.1001	13.3879	1	1	0	1	0	0	0	0	0.00135081	0	0.0005723605	0.002082868	0.485379	0.328204	0.186417
6452	0	-35.0516	-56.2601	21.2084	0	0	1	1	0	0	8.574586e-05	0.0003686689	0	0	0.0005152899	0.001536772	0.355927	0.17469	0.469383
6453	1	-40.7025	-54.856	14.1535	1	0	1	1	0	0	0	0.0003654823	0	0	0.0005723605	0.002082868	0.0317	0.021435	0.946865
6454	0	-46.0715	-58.7684	12.6969	1	1	1	0	0	0	0	0	0	2.581844e-05	0.002119892	0.002749606	0.0117157	0.192595	0.795689
6455	1	-49.8623	-56.3477	6.4854	1	1	1	1	0	0	0	0	0	0	0.0005723605	0.003751685	0.0311935	0.0370687	0.931738
6456	0	-47.1186	-59.4838	12.3652	0	1	1	1	0	0	0.0004527427	0	0	0	0.002119892	0.002749606	0.0288156	0.473701	0.497483
6457	1	-44.7367	-57.6334	12.8967	1	1	0	1	0	0	0	0	0.0003790491	0	0.0005074846	0.003751685	0.213571	0.369998	0.416431
6458	0	-53.3598	-59.5041	6.14429	1	1	1	1	0	0	0	0	0	0	0.002072689	0.002690379	0.0363714	0.664977	0.298651
6459	1	-45.4054	-57.8793	12.474	0	1	1	1	0	0	0.000923139	0	0	0	0.0005074846	0.003751685	0.213571	0.369998	0.416431
6460	0	-52.7837	-58.928	6.14429	1	1	1	1	0	0	0	0	0	0	0.002072689	0.002690379	0.0146585	0.454012	0.531329
6461	1	-44.441	-57.2012	12.7602	1	0	1	1	0	0	0	0.0005547881	0	0	0.0005074846	0.003751685	0.314736	0.0715748	0.613689
6462	0	-36.6556	-56.6884	20.0328	1	1	0	0	0	0	0	0	0.0006836852	0.001035616	0.0003245515	0.001975694	0.239857	0.118113	0.642031
6463	1	-50.4741	-57.1345	6.66044	1	1	1	1	0	0	0	0	0	0	0.001631593	0.002467167	0.325914	0.0386027	0.635484
6464	0	-26.3345	-58.1265	31.7919	0	0	0	0	0	0	0.00165772	0.0003076038	0.001308142	0.001035616	0.0001404454	0.001567101	0.0821395	0.142619	0.775241
6465	1	-45.6277	-57.8067	12.179	0	1	1	1	0	0	0.001463224	0	0	0	0.001631593	0.002467167	0.140813	0.0492028	0.809984
6466	0	-38.6286	-59.047	20.4185	1	0	1	0	0	0	0	0.0008620856	0	0.0009535285	0.0001404454	0.001567101	0.0492304	0.147733	0.803037
6467	1	-37.0548	-57.2916	20.2369	0	0	1	1	0	0	2.848222e-05	7.344337e-05	0	0	0.001631593	0.002023382	0.330479	0.104187	0.565334
6468	0	-37.8318	-57.3534	19.5217	0	1	1	0	0	0	0.001015722	0	0	0.0003223229	0.0004441125	0.002895267	0.215195	0.484677	0.300129
6469	1	-48.0898	-55.6325	7.54274	1	1	1	1	0	0	0	0	0	0	0.0003238769	0.00263933	0.28261	0.0890957	0.628294
6470	0	-48.0737	-56.4224	8.34868	1	1	1	1	0	0	0	0	0	0	0.0004708365	0.001455104	0.359594	0.274177	0.36623
6471	1	-39.0259	-58.7968	19.771	1	1	0	0	0	0	0	0	0.000248541	0.001144798	0.0003238769	0.00263933	0.130069	0.759422	0.110509
6472	0	-49.2616	-57.2821	8.02047	1	1	1	1	0	0	0	0	0	0	0.0001620423	0.00218631	0.359594	0.274177	0.36623
6473	1	-36.9932	-56.7705	19.7773	0	1	0	1	0	0	0.001328916	0	5.627862e-05	0	0.0003238769	0.00263933	0.0637878	0.372433	0.563779
6474	0	-38.5567	-58.7697	20.213	0	1	0	1	0	0	0.0009013889	0	0.0005378837	0	0.0001620423	0.00218631	0.379781	0.400801	0.219418
6475	1	-42.3065	-56.0449	13.7384	1	1	1	0	0	0	0	0	0	0.0004371617	0.0004784286	0.00263933	0.0503353	0.504783	0.444882
6476	0	-37.0428	-57.5364	20.4936	1	1	0	0	0	0	0	0	0.0006260836	0.0002710052	0.0001620423	0.002367341	0.274423	0.252823	0.472754
6477	1	-47.8334	-55.2561	7.42266	1	1	1	1	0	0	0	0	0	0	0.0004784286	0.00263933	0.21456	0.174916	0.610524
6478	0	-43.633	-56.7143	13.0813	0	1	1	1	0	0	0.0006134285	0	0	0	0.001419853	0.002367341	0.145157	0.122012	0.732832
6479	1	-41.5121	-55.3598	13.8477	1	0	1	1	0	0	0	0.000296515	0	0	0.0004784286	0.00263933	0.175771	0.143294	0.680936
6480	0	-35.1714	-55.7753	20.6039	1	0	1	0	0	0	0	7.964047e-05	0	0.0003797288	0.0009376513	0.001887516	0.164484	0.138257	0.697259
6481	1	-42.5159	-55.8605	13.3446	1	1	1	0	0	0	0	0	0	0.000716785	0.0007055998	0.00263933	0.13605	0.161374	0.702576
6482	0	-39.1848	-59.2978	20.1131	1	0	0	1	0	0	0	0.0005080073	0.0005830861	0	0.0009376513	0.001887516	0.518862	0.436131	0.0450073
6483	1	-42.7853	-56.234	13.4486	1	1	0	1	0	0	0	0	0.0005829432	0	0.0007055998	0.00263933	0.0963247	0.406244	0.497431
6484	0	-42.1626	-55.7541	13.5916	0	1	1	1	0	0	8.904106e-05	0	0	0	0.0009376513	0.002717235	0.253061	0.203813	0.543127
6485	1	-47.9731	-55.2192	7.24615	1	1	1	1	0	0	0	0	0	0	0.0007055998	0.00263933	0.0808426	0.311066	0.608091
6486	0	-41.8658	-60.1276	18.2617	1	1	0	0	0	0	0	0	0.00139936	0.00058942	0.001593	0.002717235	0.253061	0.203813	0.543127
6487	1	-40.2949	-58.8181	18.5232	0	1	1	0	0	0	0.002505816	0	0	0.0002908134	0.0005264658	0.00263933	0.178222	0.685763	0.136015
6488	0	-38.8875	-62.0763	23.1888	0	0	1	0	0	0	0.0009233413	0.00195938	0	0.000679977	0.002243519	0.002717235	0.339793	0.180147	0.48006
6489	1	-39.8778	-60.255	20.3772	1	0	0	1	0	0	0	0.001335411	0.0007215788	0	0.0001260491	0.001393296	0.204139	0.455304	0.340557
6490	0	-42.9252	-56.0836	13.1583	1	1	1	0	0	0	0	0	0	0.0008098692	0.001006789	0.002484849	0.0706026	0.069405	0.859992
6491	1	-30.6578	-58.4526	27.7948	0	0	0	1	0	0	4.333083e-05	0.0001563729	0.0007215788	0	0.0002807867	0.001393296	0.285436	0.438262	0.276302
6492	0	-35.8288	-56.3295	20.5007	0	1	1	0	0	0	0.0003235807	0	0	0.0003535403	0.0002554227	0.002484849	0.210268	0.0236838	0.766048
6493	1	-24.6808	-57.8205	33.1397	0	0	0	0	0	0	0.0003858236	0.0001563729	0.0008564743	0.001209267	0.0002807867	0.001393296	0.391407	0.215032	0.393562
6494	0	-41.8993	-59.3883	17.489	1	1	0	0	0	0	0	0	0.0008080839	0.002945584	0.0009587549	0.002581074	0.1811	0.00891169	0.809988
6495	1	-41.5031	-56.0917	14.5886	1	0	1	1	0	0	0	6.898883e-05	0	0	0.000785927	0.001605802	0.393815	0.210201	0.395983
6496	0	-41.6224	-56.1328	14.5105	1	0	1	1	0	0	0	0.0006166061	0	0	0.000322237	0.0016224	0.1811	0.00891169	0.809988
6497	1	-38.4678	-58.6148	20.1471	1	1	0	0	0	0	0	0	0.000671465	0.001061971	0.000785927	0.001353147	0.470899	0.251346	0.277755
6498	0	-47.9308	-56.2649	8.33415	1	1	1	1	0	0	0	0	0	0	0.000322237	0.0016224	0.521887	0.0256814	0.452431
6499	1	-38.7778	-59.1955	20.4177	0	1	1	0	0	0	0.001382726	0	0	2.341453e-06	0.000785927	0.001353147	0.124955	0.801341	0.0737035
6500	0	-47.4299	-55.764	8.33415	1	1	1	1	0	0	0	0	0	0	0.000322237	0.0016224	0.0695377	0.183877	0.746586
6501	1	-48.579	-56.1356	7.55663	1	1	1	1	0	0	0	0	0	0	0.000785927	0.002159406	0.529659	0.248517	0.221824
6502	0	-34.8504	-56.0152	21.1647	0	1	0	1	0	0	0.0003846651	0	0.0001240418	0	0.000322237	0.001731809	0.0695377	0.183877	0.746586
6503	1	-42.5559	-56.4126	13.8567	1	0	1	1	0	0	0	0.0004574002	0	0	0.000785927	0.002159406	0.509746	0.259039	0.231216
6504	0	-40.6239	-55.3459	14.722	1	1	0	1	0	0	0	0	5.494195e-06	0	0.0005516746	0.001731809	0.296664	0.104476	0.59886
6505	1	-48.5843	-56.1409	7.55663	1	1	1	1	0	0	0	0	0	0	0.000785927	0.002159406	0.486457	0.292891	0.220652
