Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_rate_12	prob_rate_13	prob_rate_21	prob_rate_23	prob_rate_31	prob_rate_32	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
2748	0	-36.3359	-55.4327	19.0968	1	1	0	0	0	0	0	0	0.000802935	0.003455532	7.25234e-05	0.0008932958	0.55477	0.313946	0.131283
2749	1	-36.2762	-61.5442	25.268	0	0	0	0	1	0	0.0006055173	0.002584763	0.0009186609	0.001122117	0	0.0006163806	0.260887	0.142032	0.597081
2750	0	-41.7806	-52.8456	11.065	1	1	0	0	1	0	0	0	0.001229297	0.005334705	0	0.000431733	0.240127	0.703048	0.0568247
2751	1	-32.8833	-59.8551	26.9718	1	0	0	0	0	0	0	0.0006363364	0.0009186609	0.001122117	0.0003610328	0.0006163806	0.0664192	0.462567	0.471013
2752	0	-37.1059	-54.036	16.9302	0	1	0	0	1	0	0.0005086753	0	0.001229297	0.005334705	0	0.0009401091	0.170157	0.767786	0.0620573
2753	1	-42.0946	-54.958	12.8634	1	1	0	0	1	0	0	0	0.0008433424	0.003221391	0	0.0006163806	0.0883503	0.296439	0.615211
2754	0	-30.3159	-53.5524	23.2366	0	0	0	0	1	0	1.47353e-05	0.00140952	0.001229297	0.005334705	0	0.0004737073	0.0961762	0.849033	0.0547908
2755	1	-39.739	-56.6162	16.8772	1	0	0	0	1	0	0	0.000352344	0.003890827	0.003221391	0	0.0006163806	0.181188	0.607935	0.210877
2756	0	-37.2241	-53.6529	16.4288	0	1	0	0	1	0	0.001305935	0	0.001759694	0.005138745	0	0.0004536996	0.0578136	0.88507	0.0571164
2757	1	-35.8975	-55.2644	19.3669	1	1	0	0	0	0	0	0	0.000721208	0.003221391	0.0002454407	0.0006885523	0.377314	0.610404	0.0122827
2758	0	-37.0633	-53.522	16.4587	1	0	0	0	1	0	0	0.001267415	0.001759694	0.005138745	0	0.0004536996	0.102837	0.842776	0.054387
2759	1	-28.8899	-54.8287	25.9388	1	0	0	0	0	0	0	0.0006863212	0.000721208	0.003221391	0.0001310749	0.0002240895	0.272267	0.71887	0.00886307
2760	0	-41.864	-53.7024	11.8384	1	1	0	0	1	0	0	0	0.001759694	0.003901241	0	0.0003393765	0.374041	0.409297	0.216662
2761	1	-28.6096	-54.0987	25.4891	0	0	0	0	1	0	0.0004260495	0.0004050348	0.001106811	0.003221391	0	0.0004035724	0.260916	0.734021	0.00506361
2762	0	-41.9732	-53.8115	11.8384	1	1	0	0	1	0	0	0	0.001759694	0.003901241	0	0.0003393765	0.335253	0.366852	0.297895
2763	1	-34.8935	-54.0501	19.1566	1	0	0	0	1	0	0	9.948057e-05	0.001106811	0.003221391	0	0.0007195218	0.260916	0.734021	0.00506361
2764	0	-41.4774	-54.0625	12.5851	1	1	0	0	1	0	0	0	0.001759694	0.00294016	0	0.0003393765	0.155487	0.688615	0.155898
2765	1	-32.4035	-55.1281	22.7246	0	0	0	0	1	0	0.001858532	0.0008096508	0.001106811	0.004604868	0	0.0007410542	0.260916	0.734021	0.00506361
2766	0	-35.3665	-54.5414	19.1749	1	0	0	0	1	0	0	0.0009477313	0.0008964822	0.00294016	0	0.0003393765	0.112762	0.723453	0.163785
2767	1	-42.3376	-53.3038	10.9662	1	1	0	0	1	0	0	0	0.001776987	0.004604868	0	0.0007410542	0.159933	0.835587	0.00447987
2768	0	-40.8427	-53.1627	12.32	1	1	0	0	1	0	0	0	0.0008964822	0.004058352	0	0.0004256022	0.112762	0.723453	0.163785
2769	1	-42.351	-53.3172	10.9662	1	1	0	0	1	0	0	0	0.001776987	0.004604868	0	0.0007410542	0.170097	0.824443	0.00545945
2770	0	-35.4375	-54.5644	19.1269	1	0	0	0	1	0	0	8.372309e-05	0.0008964822	0.004058352	0	0.0001469668	0.434837	0.211101	0.354062
2771	1	-42.4679	-53.8458	11.3779	1	1	0	0	1	0	0	0	0.001776987	0.004604868	0	0.0002111164	0.683666	0.294391	0.021943
2772	0	-36.9184	-54.653	17.7346	0	1	0	0	1	0	0.0002991621	0	0.002038779	0.004460283	0	0.000179248	0.434837	0.211101	0.354062
2773	1	-37.9492	-54.7885	16.8393	0	1	0	0	1	0	0.00111251	0	0.002201254	0.004604868	0	0.0002111164	0.532837	0.333683	0.13348
2774	0	-34.6171	-56.4046	21.7874	0	0	0	0	1	0	0.002412388	0.001033406	0.002117667	0.004460283	0	0.0003032952	0.5064	0.245842	0.247758
2775	1	-31.0947	-54.7134	23.6187	0	0	0	0	1	0	6.961937e-06	0.0009820365	0.002201254	0.004604868	0	0.0001750616	0.509259	0.306404	0.184336
2776	0	-43.3858	-54.2411	10.8554	1	1	0	0	1	0	0	0	0.002117667	0.004950847	0	0.0001969725	0.500408	0.254765	0.244827
2777	1	-38.0199	-55.4861	17.4663	1	1	0	0	0	0	0	0	0.002201254	0.004604868	0.0002919057	0.0002247678	0.340243	0.25088	0.408877
2778	0	-36.8639	-53.8659	17.002	0	1	0	0	1	0	8.250192e-05	0	0.002117667	0.004950847	0	0.0007692908	0.0881918	0.666932	0.244876
2779	1	-43.2982	-54.284	10.9858	1	1	0	0	1	0	0	0	0.002201254	0.004604868	0	0.0002915073	0.340243	0.25088	0.408877
2780	0	-36.7195	-53.7161	16.9966	1	0	0	0	1	0	0	0.000610087	0.002117667	0.004950847	0	0.0002486227	0.134754	0.559446	0.305801
2781	1	-24.3437	-54.3781	30.0344	0	0	0	0	0	0	0.0002349415	0.001790423	0.00110574	0.004604868	1.763402e-05	0.0005250179	0.187134	0.633167	0.179699
2782	0	-36.4414	-55.0201	18.5787	0	1	0	0	1	0	0.0002549914	0	0.0004365437	0.004950847	0	0.0002486227	0.354898	0.315299	0.329803
2783	1	-35.5661	-53.012	17.4458	0	1	0	0	1	0	9.103785e-05	0	0.00110574	0.00571988	0	0.0004324505	0.224613	0.711344	0.0640429
2784	0	-38.9349	-59.194	20.2591	1	1	0	0	0	0	0	0	0.001209666	0.0006351068	0.0007191315	0.001164424	0.576771	0.123834	0.299394
2785	1	-30.0458	-53.8171	23.7713	0	0	0	0	1	0	1.498032e-05	0.0002113842	0.00110574	0.00571988	0	0.0007216998	0.30907	0.53999	0.15094
2786	0	-48.2814	-56.6631	8.38161	1	1	1	1	0	0	0	0	0	0	0.0007191315	0.001164424	0.0984784	0.185141	0.716381
2787	1	-38.9801	-55.0201	16.04	0	1	0	0	1	0	0.0002009689	0	0.001298878	0.006970603	0	0.0006880504	0.542333	0.25401	0.203656
2788	0	-37.3365	-57.8076	20.4711	1	1	0	0	0	0	0	0	0.0005373497	0.001034538	0.0007191315	0.001164424	0.119347	0.0124629	0.86819
2789	1	-30.4989	-54.3362	23.8374	0	0	0	0	1	0	0.0004279177	0.001098329	0.001298878	0.004211612	0	0.0006519758	0.297052	0.591399	0.111549
2790	0	-47.568	-55.631	8.06302	1	1	1	1	0	0	0	0	0	0	0.0007191315	0.001574455	0.0818193	0.322986	0.595194
2791	1	-35.7639	-53.8629	18.0991	0	1	0	0	1	0	0.0004279177	0	0.001298878	0.004129569	0	0.0006519758	0.21521	0.533917	0.250873
2792	0	-40.6173	-54.7686	14.1513	1	0	1	1	0	0	0	1.769366e-06	0	0	0.0007191315	0.002302665	0.0362442	0.143076	0.82068
2793	1	-36.9011	-54.4815	17.5804	1	0	0	0	1	0	0	0.001689518	0.001151612	0.004129569	0	0.0002052227	0.404649	0.405035	0.190315
2794	0	-47.4959	-55.2479	7.75196	1	1	1	1	0	0	0	0	0	0	0.0007191315	0.001974803	0.402545	0.0583179	0.539137
2795	1	-41.6008	-53.8659	12.2651	1	1	0	0	1	0	0	0	0.001144111	0.004129569	0	0.0001774286	0.306907	0.3072	0.385893
2796	0	-34.9512	-55.7097	20.7585	1	0	1	0	0	0	0	0.0002624209	0	0.0003616523	0.0007191315	0.001742383	0.0104386	0.26405	0.725511
2797	1	-34.2667	-56.2076	21.9409	0	0	0	0	1	0	0.004087337	0.0004190667	0.001144111	0.004129569	0	0.0003494839	0.112357	0.626003	0.26164
2798	0	-37.0227	-56.9766	19.9539	0	1	1	0	0	0	5.182379e-05	0	0	0.001561117	0.0007191315	0.001789055	0.0097618	0.311769	0.678469
2799	1	-39.6562	-55.7316	16.0754	1	0	0	0	1	0	0	0.00228293	0.001144111	0.005171648	0	0.0005141722	0.475045	0.172331	0.352624
2800	0	-35.5336	-56.0386	20.505	1	0	0	1	0	0	0	0.0005944717	0.0003092155	0	0.0007191315	0.001789055	0.0097618	0.311769	0.678469
2801	1	-28.9177	-53.0199	24.1021	0	0	0	0	1	0	0.0003035999	0.0001696794	0.001188856	0.005171648	0	0.0005141722	0.0657092	0.885515	0.0487757
2802	0	-36.1158	-55.8839	19.7682	1	0	1	0	0	0	0	0.0008886863	0	0.000158191	0.000670799	0.00264247	0.0097618	0.311769	0.678469
2803	1	-46.3527	-56.1989	9.8463	1	0	0	0	1	1	0	0.001087098	0.001678776	0.005798335	0	0	0.0189758	0.929809	0.0512155
2804	0	-35.0539	-55.3539	20.3	1	0	1	0	0	0	0	0.0002175332	0	0.0001448368	0.000670799	0.00264247	0.184577	0.107431	0.707992
2805	1	-44.078	-53.8515	9.77349	1	1	0	0	1	0	0	0	0.001901996	0.005798335	0	0.0009575852	0.0189758	0.929809	0.0512155
2806	0	-41.5475	-55.1676	13.6202	1	0	1	1	0	0	0	0.0003938289	0	0	0.000670799	0.00264247	0.0827947	0.0875745	0.829631
2807	1	-41.9208	-53.8093	11.8885	1	1	0	0	1	0	0	0	0.0008783286	0.004820872	0	0.0002366497	0.425827	0.302167	0.272006
2808	0	-43.0502	-55.8979	12.8476	0	1	1	1	0	0	0.001388106	0	0	0	0.000670799	0.00264247	0.0988811	0.0860386	0.81508
2809	1	-38.1839	-55.7668	17.5829	1	0	0	0	1	0	0	0.002323632	0.002119139	0.002493279	0	0.0002366497	0.0612695	0.901252	0.0374784
2810	0	-47.0716	-54.7462	7.67459	1	1	1	1	0	0	0	0	0	0	0.000670799	0.002122719	0.0988811	0.0860386	0.81508
2811	1	-35.217	-55.1961	19.979	1	0	0	0	1	0	0	0.0002980895	0.0007465121	0.002601107	0	0.0004430356	0.253764	0.591009	0.155227
2812	0	-27.5671	-54.9878	27.4207	0	0	1	0	0	0	0.0001028845	4.765377e-05	0	0.0001328163	0.000670799	0.002122719	0.0474091	0.138302	0.814289
2813	1	-42.8192	-55.9457	13.1266	1	1	0	0	1	0	0	0	0.0007465121	0.002601107	0	0.0009947723	0.249659	0.486521	0.26382
2814	0	-25.4069	-57.7237	32.3167	0	0	0	0	0	0	0.001931032	0.0007239738	0.0003378725	2.198587e-05	0.0003773706	0.001949009	0.133656	0.303828	0.562516
2815	1	-32.3022	-57.9914	25.6892	1	0	0	0	0	0	0	0.0001132292	0.00205279	0.001916715	0.0002277847	0.0009947723	0.147881	0.0132663	0.838852
2816	0	-30.8389	-57.2318	26.3929	1	0	0	0	0	0	0	0.000247823	0.001415418	0.0004746202	0.0003127948	0.001949009	0.168369	0.176401	0.65523
2817	1	-25.7415	-59.5156	33.7741	0	0	0	0	0	0	0.0007119445	0.0004022586	0.0008408328	0.0002782211	0.0002374688	0.0009947723	0.259721	0.0358563	0.704422
2818	0	-42.076	-56.1229	14.0469	1	0	1	1	0	0	0	0.0008475219	0	0	0.0003127948	0.001997559	0.172613	0.15564	0.671747
2819	1	-36.6591	-56.7542	20.0951	1	1	0	0	0	0	0	0	0.0008408328	0.0006717445	0.0001924716	0.002234303	0.101343	0.115912	0.782745
2820	0	-37.7712	-57.1566	19.3853	1	0	1	0	0	0	0	0.0009213009	0	0.0008164508	0.00111757	0.001997559	0.172613	0.15564	0.671747
2821	1	-37.6835	-58.3122	20.6286	0	0	1	1	0	0	0.0003144516	0.000596582	0	0	0.0001762883	0.002165374	0.33079	0.45692	0.212291
2822	0	-38.388	-57.5179	19.1299	1	0	0	1	0	0	0	0.001609638	0.0005419489	0	0.00111757	0.001912497	0.0884875	0.171465	0.740048
2823	1	-49.3155	-56.6861	7.37059	1	1	1	1	0	0	0	0	0	0	0.001019404	0.002165374	0.305392	0.508733	0.185875
2824	0	-40.8511	-60.1705	19.3194	1	0	1	0	0	0	0	0.001609638	0	0.0001674518	0.0003128518	0.002847816	0.817238	0.149793	0.032969
2825	1	-44.1634	-57.4785	13.3151	1	0	1	1	0	0	0	0.0007050874	0	0	0.001229282	0.002165374	0.191271	0.592315	0.216414
2826	0	-44.7708	-57.2593	12.4885	1	0	1	1	0	0	0	0.001590747	0	0	0.0007250651	0.002847816	0.594924	0.109045	0.296031
2827	1	-37.7517	-57.2983	19.5465	1	0	0	1	0	0	0	0.001222973	0.0004198564	0	0.0008371852	0.002165374	0.0626964	0.621177	0.316127
2828	0	-48.405	-55.7516	7.34662	1	1	1	1	0	0	0	0	0	0	0.0003678034	0.002847816	0.361607	0.0662798	0.572113
2829	1	-38.8082	-57.8251	19.0169	0	0	1	1	0	0	0.001714258	0.001044869	0	0	0.0004025773	0.002165374	0.0626964	0.621177	0.316127
2830	0	-36.3379	-57.0935	20.7556	1	1	0	0	0	0	0	0	7.503938e-05	0.0009047585	0.0006584618	0.001451038	0.442091	0.0677101	0.490199
2831	1	-41.9797	-55.965	13.9853	0	1	1	1	0	0	0.0006692072	0	0	0	0.0004025773	0.002165374	0.0775058	0.446343	0.476151
2832	0	-47.2102	-55.0445	7.83428	1	1	1	1	0	0	0	0	0	0	0.0006584618	0.001929524	0.252785	0.0906851	0.65653
2833	1	-45.3288	-58.9949	13.6662	1	0	1	1	0	0	0	0.0004950058	0	0	0.001435055	0.001717821	0.79846	0.104507	0.0970325
2834	0	-41.2521	-55.4322	14.18	1	1	1	0	0	0	0	0	0	0.000398532	0.0006584618	0.001929524	0.138305	0.190077	0.671618
2835	1	-37.4052	-57.7447	20.3394	0	1	1	0	0	0	0.0007599381	0	0	0.0001912417	0.0009559022	0.001717821	0.748963	0.0980289	0.153008
2836	0	-36.0156	-56.2891	20.2735	1	0	0	1	0	0	0	0.0004316385	0.0007136873	0	0.0006584618	0.001905926	0.117946	0.162097	0.719957
2837	1	-47.9092	-56.0698	8.16063	1	1	1	1	0	0	0	0	0	0	0.000344118	0.001823838	0.39077	0.227213	0.382017
2838	0	-40.5956	-55.0263	14.4307	1	1	0	1	0	0	0	0	9.957514e-05	0	0.0006584618	0.001905926	0.0394888	0.176515	0.783996
2839	1	-41.713	-56.4395	14.7266	0	1	1	1	0	0	0.0001151743	0	0	0	0.000344118	0.001823838	0.293395	0.419782	0.286823
2840	0	-40.9624	-55.4022	14.4398	1	1	0	1	0	0	0	0	9.957514e-05	0	0.0006584618	0.001894149	0.0834725	0.373122	0.543405
2841	1	-47.5041	-55.375	7.87088	1	1	1	1	0	0	0	0	0	0	0.0007170428	0.001823838	0.214477	0.251022	0.534502
2842	0	-42.2426	-56.0654	13.8228	0	1	1	1	0	0	0.0007559612	0	0	0	0.0006584618	0.002031895	0.113757	0.508493	0.37775
2843	1	-45.3525	-59.1081	13.7556	0	1	1	1	0	0	0.001526373	0	0	0	0.0001825474	0.001823838	0.190109	0.651728	0.158163
2844	0	-41.1968	-55.5193	14.3225	1	1	1	0	0	0	0	0	0	1.147782e-05	0.0006584618	0.002133235	0.113757	0.508493	0.37775
2845	1	-45.4374	-60.9237	15.4864	1	0	1	1	0	0	0	0.0001932366	0	0	0.0001825474	0.0009294647	0.674647	0.150642	0.174711
2846	0	-47.7623	-55.6059	7.84362	1	1	1	1	0	0	0	0	0	0	0.0006584618	0.0019175	0.113757	0.508493	0.37775
2847	1	-43.2042	-55.9559	12.7517	1	1	0	0	1	0	0	0	0.0006328764	0.003262544	0	0.0009294647	0.673627	0.269046	0.0573271
2848	0	-47.8615	-55.7051	7.84362	1	1	1	1	0	0	0	0	0	0	0.0006584618	0.0019175	0.045394	0.612519	0.342087
2849	1	-37.7883	-56.9313	19.143	1	0	0	0	1	0	0	0.0003707686	0.0006328764	0.003262544	0	0.0008985955	0.815305	0.115311	0.0693842
2850	0	-34.5259	-60.0737	25.5478	0	1	0	0	0	0	0.001566684	0	0.0001909243	0.001455535	0.0003665299	0.001907632	0.0117942	0.899325	0.0888809
2851	1	-38.6133	-56.6059	17.9926	1	1	0	0	0	0	0	0	0.002154445	0.003262544	0.0005632337	0.0006651538	0.362776	0.606351	0.0308731
2852	0	-42.8676	-60.9299	18.0622	0	0	1	1	0	0	0.001686365	0.002157197	0	0	0.00155815	0.001154058	0.0115023	0.458747	0.529751
2853	1	-43.7188	-58.5406	14.8217	0	0	0	0	1	1	0.001530995	0.001651089	0.002154445	0.005389874	0	0	0.349973	0.584951	0.0650754
2854	0	-41.0115	-55.6037	14.5922	1	1	1	0	0	0	0	0	0	9.558234e-06	0.0004267008	0.002019772	0.0141906	0.565965	0.419844
2855	1	-46.6579	-55.3539	8.696	1	1	0	0	1	0	0	0	0.002154445	0.007841841	0	4.83992e-05	0.091083	0.612941	0.295976
2856	0	-40.7452	-54.9706	14.2254	1	0	1	1	0	0	0	0.0003113284	0	0	0.0004267008	0.002190132	0.00980451	0.0518447	0.938351
2857	1	-46.443	-55.1324	8.68945	1	1	0	0	1	0	0	0	0.002154445	0.007841841	0	5.683267e-05	0.0711485	0.697653	0.231199
2858	0	-41.9388	-55.8478	13.909	0	1	1	1	0	0	0.000221112	0	0	0	0.0009241327	0.002190132	0.00782844	0.574412	0.41776
2859	1	-50.173	-57.216	7.04307	1	1	0	0	1	0	0	0	0.002154445	0.009971328	0	4.630045e-05	0.225722	0.560502	0.213776
2860	0	-37.5967	-57.2029	19.6061	1	0	0	1	0	0	0	0.0008822798	0.0008251091	0	0.0009380321	0.001923271	0.00823797	0.33482	0.656942
2861	1	-45.7234	-59.1286	13.4052	0	0	0	0	1	1	0.0007220768	0.0004163878	0.00143971	0.009971328	0	0	0.589462	0.186944	0.223594
2862	0	-49.2838	-55.9709	6.6871	1	1	1	1	0	0	0	0	0	0	0.0009380321	0.003126412	0.00823797	0.33482	0.656942
2863	1	-48.9671	-58.3976	9.43049	0	1	0	0	1	1	3.492399e-05	0	0.00152785	0.007536599	0	0	0.728621	0.0513073	0.220072
2864	0	-48.1865	-55.438	7.25151	1	1	1	1	0	0	0	0	0	0	0.0004575494	0.00288048	0.00823797	0.33482	0.656942
2865	1	-36.1305	-54.9771	18.8465	1	0	0	0	1	0	0	0.0002465512	0.00152785	0.002902419	0	0.0008694992	0.358609	0.533078	0.108314
2866	0	-41.9046	-56.0537	14.1491	0	1	1	1	0	0	0.0003345753	0	0	0	0.0005934365	0.002098339	0.0173655	0.705797	0.276838
2867	1	-38.2388	-56.6021	18.3633	1	1	0	0	0	0	0	0	0.00152785	0.002902419	0.0002138859	0.001524148	0.324005	0.578133	0.0978621
2868	0	-41.8603	-55.5663	13.706	0	1	1	1	0	0	0.0009048477	0	0	0	0.0005934365	0.002098339	0.0421766	0.285453	0.67237
2869	1	-36.7104	-53.9839	17.2735	1	0	0	0	1	0	0	0.001706786	0.0009402535	0.004575759	0	0.0003480518	0.255893	0.666818	0.0772895
2870	0	-42.3654	-56.2478	13.8825	1	1	1	0	0	0	0	0	0	0.001072486	0.0005934365	0.00170358	0.0814997	0.125643	0.792858
2871	1	-35.6718	-53.937	18.2652	0	1	0	0	1	0	0.0002741371	0	0.0007440645	0.004575759	0	0.0007006187	0.271192	0.653108	0.0757004
2872	0	-31.8432	-57.8731	26.0299	1	0	0	0	0	0	0	0.002264319	0.0002084679	0.0001792714	0.0005111952	0.00170358	0.0414588	0.555215	0.403326
2873	1	-42.4087	-54.5896	12.1809	1	1	0	0	1	0	0	0	0.0007440645	0.004575759	0	0.0002396378	0.820094	0.172157	0.00774911
2874	0	-48.2076	-55.7175	7.50995	1	1	1	1	0	0	0	0	0	0	0.0005111952	0.002494216	0.0115805	0.650486	0.337933
2875	1	-34.2826	-53.099	18.8164	0	1	0	0	1	0	6.580878e-05	0	0.0007440645	0.004575759	0	0.0001994671	0.155542	0.83978	0.00467741
2876	0	-31.9703	-58.6213	26.651	0	0	1	0	0	0	0.000500697	0.001646698	0	1.351815e-05	0.0005111952	0.00139534	0.0455602	0.748801	0.205639
2877	1	-30.8648	-54.356	23.4911	0	0	0	0	1	0	0.001120991	0.001283268	0.0009616755	0.004575759	0	0.0001926463	0.155542	0.83978	0.00467741
2878	0	-39.4877	-58.2389	18.7511	1	1	0	0	0	0	0	0	0.002325242	0.001603644	0.0001571517	0.001583066	0.340171	0.502253	0.157576
2879	1	-35.954	-54.5194	18.5654	1	0	0	0	1	0	0	0.0001781297	0.0009616755	0.004575759	0	0.0001926463	0.833767	0.165312	0.000920757
2880	0	-45.8747	-58.1214	12.2467	1	1	0	0	1	0	0	0	0.002325242	0.001603644	0	0.001545903	0.340171	0.502253	0.157576
2881	1	-36.5515	-54.8301	18.2787	0	1	0	0	1	0	0.0002493674	0	0.0008959189	0.004575759	0	0.0005561541	0.833767	0.165312	0.000920757
2882	0	-37.5503	-57.0392	19.4889	0	1	0	0	1	0	1.161545e-05	0	0.001900616	0.001603644	0	0.001203671	0.0435329	0.877921	0.0785459
2883	1	-36.589	-53.9817	17.3928	1	0	0	0	1	0	0	0.00010152	0.002183939	0.004575759	0	0.0005561541	0.555429	0.443585	0.000985786
2884	0	-31.8519	-56.7152	24.8634	0	1	0	0	0	0	4.409685e-05	0	0.001900616	0.003048941	0.0001709029	0.001203671	0.27635	0.225036	0.498614
2885	1	-42.6296	-54.8421	12.2126	1	1	0	0	1	0	0	0	0.0004157746	0.004575759	0	0.0005271676	0.564646	0.434388	0.000965348
2886	0	-44.1672	-55.8868	11.7196	1	1	0	0	1	0	0	0	0.001900616	0.003048941	0	0.001203671	0.422014	0.343653	0.234334
2887	1	-36.4219	-53.9702	17.5483	0	1	0	0	1	0	0.0003029545	0	0.002144192	0.004575759	0	0.0001943343	0.564646	0.434388	0.000965348
2888	0	-44.6328	-57.3079	12.675	1	1	0	0	1	0	0	0	0.001900616	0.001819214	0	0.001203671	0.329898	0.371723	0.298378
2889	1	-37.3163	-54.2037	16.8874	1	0	0	0	1	0	0	0.001153535	0.002144192	0.004575759	0	0.0001943343	0.484491	0.511144	0.00436551
2890	0	-45.2568	-57.9819	12.7251	1	1	0	0	1	0	0	0	0.001900616	0.001819214	0	0.001139248	0.268828	0.103349	0.627822
2891	1	-36.801	-54.027	17.226	0	1	0	0	1	0	0.0002926871	0	0.002016628	0.004575759	0	0.0007469582	0.387556	0.590523	0.0219211
2892	0	-41.6462	-59.6691	18.0229	1	0	0	0	1	0	0	0.002534149	0.001900616	0.001819214	0	0.0003524148	0.729528	0.0698788	0.200594
2893	1	-29.5933	-53.5608	23.9674	0	0	0	0	1	0	0.0002926871	0.0005653188	0.001340585	0.004575759	0	0.0007469582	0.0132511	0.95143	0.0353186
2894	0	-38.3761	-57.7259	19.3498	0	1	0	0	1	0	0.001044104	0	0.001900616	0.001819214	0	0.0001346872	0.275331	0.658228	0.0664411
2895	1	-42.0369	-53.4615	11.4246	1	1	0	0	1	0	0	0	0.001340585	0.004575759	0	0.0006165122	0.1604	0.49197	0.34763
2896	0	-43.5873	-56.7792	13.1919	1	1	0	0	1	0	0	0	0.001213543	0.001819214	0	0.001225505	0.275331	0.658228	0.0664411
2897	1	-35.2265	-53.5745	18.348	1	0	0	0	1	0	0	0.0003543478	0.001340585	0.00409868	0	0.0003943507	0.0406974	0.454438	0.504865
2898	0	-38.0791	-56.6315	18.5524	1	0	0	0	1	0	0	0.001098127	0.001213543	0.002387738	0	0.001225505	0.457407	0.492845	0.0497475
2899	1	-43.3792	-54.5984	11.2192	1	1	0	0	1	0	0	0	0.001340585	0.00409868	0	0.001357925	0.0113071	0.848424	0.140268
2900	0	-41.3819	-59.2213	17.8394	0	1	0	0	1	0	0.002015747	0	0.001213543	0.002387738	0	0.001225505	0.394524	0.0529231	0.552553
2901	1	-47.9653	-58.8519	10.8865	1	0	0	0	1	1	0	0.001150859	0.001975834	0.00409868	0	0	0.0305638	0.311357	0.658079
2902	0	-39.3585	-57.1611	17.8026	0	1	0	0	1	0	0.002015747	0	0.001213543	0.00304793	0	0.0006127364	0.722143	0.127907	0.14995
2903	1	-37.8916	-54.6784	16.7868	1	0	0	0	1	0	0	0.001150859	0.001975834	0.00409868	0	0.0009718989	0.00942965	0.775116	0.215455
2904	0	-43.068	-54.1803	11.1123	1	1	0	0	1	0	0	0	0.00229534	0.004026802	0	0.0006127364	0.381987	0.488928	0.129085
2905	1	-46.9833	-58.3829	11.3996	0	1	0	0	1	1	0.000490542	0	0.001975834	0.00409868	0	0	0.0251614	0.399936	0.574902
2906	0	-37.989	-54.8388	16.8499	1	0	0	0	1	0	0	0.001181256	0.00229534	0.004026802	0	0.0006127364	0.351353	0.449718	0.198929
2907	1	-42.24	-53.8212	11.5812	1	1	0	0	1	0	0	0	0.001975834	0.00409868	0	0.0002568549	0.0624851	0.384624	0.552891
2908	0	-42.0291	-53.5482	11.5191	1	1	0	0	1	0	0	0	0.001827161	0.004026802	0	0.0005572781	0.258544	0.579723	0.161733
2909	1	-39.2753	-56.5989	17.3236	1	1	0	0	0	0	0	0	0.002565725	0.00409868	0.0001861259	0.0006558431	0.0896135	0.117453	0.792933
2910	0	-38.5737	-55.7554	17.1818	1	1	0	0	0	0	0	0	0.003060237	0.004026802	4.463976e-05	0.0005572781	0.602044	0.266095	0.13186
2911	1	-36.6138	-53.9336	17.3198	1	0	0	0	1	0	0	0.000481253	0.002565725	0.00409868	0	0.000365635	0.0246719	0.757022	0.218306
2912	0	-45.9118	-56.237	10.3252	1	1	0	0	1	0	0	0	0.003215702	0.004026802	0	0.0007053223	0.473414	0.209243	0.317343
2913	1	-23.06	-54.373	31.313	0	0	0	0	0	0	6.089216e-05	0.000481253	0.0009927574	0.00409868	1.330421e-05	0.0009861853	0.236744	0.738978	0.0242778
2914	0	-32.0156	-55.6186	23.603	0	1	0	0	0	0	0.0005662074	0	0.002320169	0.004026802	0.0003717827	0.0007053223	0.0842081	0.84733	0.0684614
2915	1	-40.6694	-54.1108	13.4415	1	1	0	0	1	0	0	0	0.0009927574	0.002674445	0	0.0002698912	0.0228708	0.974784	0.00234537
2916	0	-36.5645	-53.872	17.3075	1	0	0	0	1	0	0	0.00061721	0.002320169	0.004026802	0	0.0005629244	0.0842081	0.84733	0.0684614
2917	1	-32.0707	-54.8461	22.7754	0	1	0	0	0	0	0.0008439858	0	0.0009640737	0.006270652	0.0002005963	0.0007761996	0.121019	0.866571	0.0124103
2918	0	-43.0039	-53.3975	10.3935	1	1	0	0	1	0	0	0	0.002320169	0.004976793	0	0.0005629244	0.0842081	0.84733	0.0684614
2919	1	-43.2523	-56.4361	13.1839	1	1	0	0	1	0	0	0	0.001413577	0.002078862	0	0.0007761996	0.435511	0.344032	0.220458
2920	0	-40.2804	-56.4644	16.184	0	1	0	0	1	0	0.000100376	0	0.002320169	0.004976793	0	0.00157579	0.157283	0.366702	0.476015
2921	1	-37.0187	-56.5223	19.5035	1	0	0	0	1	0	0	0.0008623231	0.001413577	0.002078862	0	0.0003459704	0.372175	0.363897	0.263928
2922	0	-36.7993	-53.4796	16.6802	0	1	0	0	1	0	0.001390081	0	0.001578884	0.004976793	0	0.0003886682	0.00927626	0.962649	0.0280745
2923	1	-31.2446	-55.108	23.8634	0	0	0	0	1	0	0.0004948366	0.0007435319	0.001802974	0.004267867	0	0.0003459704	0.329232	0.180686	0.490082
2924	0	-33.1011	-55.3406	22.2396	0	0	0	0	1	0	0.001390081	0.0009035045	0.001578884	0.004976793	0	0.0008958913	0.103721	0.58237	0.31391
2925	1	-43.2959	-54.3863	11.0904	1	1	0	0	1	0	0	0	0.002345578	0.004271462	0	0.0003459704	0.518287	0.284442	0.197271
