Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2540	-441.733	-430.929	-10.804	913291.7	11.03683	0.99867	0.99966	1.00034	1.00133	3.266408
2550	-434.604	-421.776	-12.8281	10396.52	7.487693	0.987561	0.996788	1.00316	1.01249	3.469894
2560	-429.673	-419.368	-10.3047	173449.1	7.837832	0.99695	0.999219	1.00078	1.00305	3.176412
2570	-429.505	-416.9	-12.6053	539673.4	8.534329	0.99827	0.999558	1.00044	1.00173	3.499625
2580	-431.386	-420.555	-10.8307	184311.3	11.47291	0.997041	0.999242	1.00075	1.00296	3.248437
2590	-432.242	-423.463	-8.77893	594879.7	12.80434	0.998352	0.999579	1.00042	1.00165	3.01259
2600	-435.38	-420.84	-14.5408	134426.2	9.337522	0.996535	0.999112	1.00088	1.00347	3.706543
2610	-433.469	-417.35	-16.1191	594625.8	9.154048	0.998352	0.999578	1.00042	1.00165	3.885718
2620	-433.91	-418.695	-15.2151	407459.7	8.815198	0.998009	0.999491	1.00051	1.00199	3.799019
2630	-431.024	-422.02	-9.00403	388018.9	12.70844	0.99796	0.999478	1.00052	1.00204	3.035024
2640	-434.035	-420.646	-13.3894	246880.3	7.336603	0.997443	0.999345	1.00065	1.00256	3.530288
2650	-433.562	-417.599	-15.9632	342801.2	8.9896	0.99783	0.999445	1.00055	1.00217	3.876576
2660	-439.925	-422.478	-17.4476	185663.9	6.43121	0.997052	0.999245	1.00075	1.00295	4.010597
2670	-440.52	-421.992	-18.5282	69903.03	7.206509	0.995196	0.998768	1.00122	1.00481	4.228775
2680	-433.424	-418.668	-14.7561	397384.3	6.6741	0.997984	0.999484	1.00051	1.00202	3.63739
2690	-423.833	-410.405	-13.4278	860300.7	8.258017	0.99863	0.99965	1.00035	1.00137	3.591489
2700	-426.972	-418.895	-8.07651	898818	10.11405	0.99866	0.999657	1.00034	1.00134	3.028118
2710	-423.865	-418.705	-5.16005	164967.9	10.07122	0.996872	0.999199	1.0008	1.00313	2.738357
2720	-427.106	-422.272	-4.83396	347835.1	8.472711	0.997846	0.999449	1.00055	1.00216	2.581084
2730	-428.332	-417.433	-10.8988	926842.4	8.826138	0.99868	0.999662	1.00034	1.00132	3.309667
2740	-436.427	-422.801	-13.6263	446502.6	8.999656	0.998098	0.999513	1.00049	1.0019	3.616456
2750	-437.049	-420.389	-16.6601	840539.3	6.914625	0.998614	0.999646	1.00035	1.00139	3.948237
2760	-432.541	-422.423	-10.1175	988117.9	8.673863	0.998722	0.999673	1.00033	1.00128	3.214996
2770	-435.799	-423.443	-12.3563	30240.83	10.45373	0.9927	0.998124	1.00186	1.00732	3.436905
2780	-437.667	-418.392	-19.2756	323068.2	7.007063	0.997765	0.999428	1.00057	1.00224	4.329312
2790	-448.307	-428.851	-19.4558	136036.4	8.506719	0.996556	0.999118	1.00088	1.00345	4.304362
2800	-445.611	-422.573	-23.0378	684004	8.803574	0.998463	0.999607	1.00039	1.00154	4.687932
2810	-446.16	-423.268	-22.8923	849158.6	6.397015	0.998621	0.999647	1.00035	1.00138	4.856743
2820	-435.492	-420.418	-15.0746	764011.4	7.109661	0.998546	0.999628	1.00037	1.00145	3.740538
2830	-447.629	-434.128	-13.5004	727581.6	12.02005	0.99851	0.999619	1.00038	1.00149	3.441475
2840	-447.54	-426.967	-20.5734	661315	10.39861	0.998437	0.9996	1.0004	1.00156	4.229623
2850	-437.916	-420.636	-17.2794	113976.2	6.853572	0.996237	0.999036	1.00096	1.00377	4.032849
2860	-437.063	-418.819	-18.2438	241939.5	6.618972	0.997417	0.999339	1.00066	1.00259	4.154916
2870	-430.351	-416.298	-14.0534	437738.6	8.788079	0.998079	0.999509	1.00049	1.00192	3.667596
2880	-424.003	-408.903	-15.1003	964609.7	7.326436	0.998706	0.999669	1.00033	1.00129	3.762739
2890	-424.472	-409.037	-15.4351	126174.1	7.956086	0.996424	0.999084	1.00091	1.00358	3.833174
2900	-436.885	-421.782	-15.1029	942322.9	9.220258	0.998691	0.999665	1.00033	1.00131	3.771961
2910	-433.386	-423.108	-10.2783	482552.8	9.061665	0.998171	0.999532	1.00047	1.00183	3.245868
2920	-429.19	-416.076	-13.114	898016.8	8.530223	0.998659	0.999657	1.00034	1.00134	3.559179
2930	-430.783	-417.515	-13.2676	147327.4	11.05432	0.99669	0.999152	1.00084	1.00331	3.488512
2940	-441.676	-426.135	-15.5404	766434.9	11.69227	0.998548	0.999629	1.00037	1.00145	3.640001
2950	-427.816	-416.49	-11.3257	591589	9.493741	0.998348	0.999577	1.00042	1.00165	3.361285
2960	-430.745	-419.907	-10.8385	350579.7	8.46751	0.997854	0.999451	1.00055	1.00215	3.289529
2970	-435.217	-422.465	-12.7517	518081.8	8.058037	0.998235	0.999548	1.00045	1.00177	3.501284
2980	-438.262	-419.269	-18.9931	613978.7	8.295785	0.998378	0.999585	1.00041	1.00162	4.263242
2990	-435.01	-417.944	-17.0666	175834.2	7.02062	0.99697	0.999224	1.00077	1.00303	4.015017
3000	-444.546	-420.768	-23.7779	383609.2	4.491542	0.997948	0.999475	1.00052	1.00205	4.600948
3010	-443.87	-422.46	-21.4104	31730.02	5.395506	0.992873	0.998168	1.00181	1.00714	4.479333
3020	-433.041	-415.093	-17.9472	643736.5	8.610079	0.998416	0.999595	1.0004	1.00158	4.121368
3030	-430.444	-418.198	-12.2463	810669.3	9.073413	0.998589	0.999639	1.00036	1.00141	3.463017
3040	-417.656	-408.517	-9.13889	978299.8	9.358646	0.998715	0.999671	1.00033	1.00129	3.128484
3050	-430.102	-422.218	-7.88415	712418.9	16.84217	0.998494	0.999615	1.00038	1.00151	2.726326
3060	-422.696	-413.325	-9.37068	536275.2	9.744966	0.998265	0.999556	1.00044	1.00174	3.157298
3070	-434.488	-424.286	-10.2029	79624.46	8.836825	0.995499	0.998846	1.00115	1.00451	3.231185
3080	-430.767	-416.895	-13.8716	247056	8.841446	0.997444	0.999346	1.00065	1.00256	3.646292
3090	-435.626	-417.256	-18.37	665279.5	8.008911	0.998442	0.999602	1.0004	1.00156	4.200294
3100	-442.672	-421.962	-20.7103	755711.3	7.048818	0.998538	0.999626	1.00037	1.00146	4.533837
3110	-437.009	-423.909	-13.1	866498.9	7.786727	0.998635	0.999651	1.00035	1.00137	3.529826
3120	-431.826	-415.08	-16.7462	381819.1	8.125876	0.997944	0.999474	1.00052	1.00206	3.996015
3130	-436.587	-417.302	-19.2846	164610	6.378328	0.996869	0.999198	1.0008	1.00313	4.2908
3140	-441.17	-420.289	-20.8808	579911.5	6.967508	0.998331	0.999573	1.00043	1.00167	4.558609
3150	-437.761	-417.822	-19.9389	160338.4	5.810888	0.996827	0.999187	1.00081	1.00318	4.312803
3160	-428.35	-413.896	-14.4544	121968.9	8.932595	0.996363	0.999068	1.00093	1.00364	3.71018
3170	-428.251	-418.139	-10.1119	891783.1	11.34878	0.998654	0.999656	1.00034	1.00135	3.19119
3180	-435.888	-421.171	-14.7173	245953.1	9.440405	0.997438	0.999344	1.00065	1.00256	3.720968
3190	-425.863	-416.228	-9.63558	107656	9.475795	0.996129	0.999008	1.00099	1.00388	3.183074
3200	-434.415	-416.579	-17.8367	821922.5	9.032551	0.998598	0.999642	1.00036	1.0014	4.08202
3210	-425.758	-418.15	-7.60873	182860.9	13.64261	0.997029	0.999239	1.00076	1.00297	2.882809
3220	-438.331	-420.857	-17.4733	475801.3	7.359236	0.998158	0.999529	1.00047	1.00184	4.087562
3230	-432.646	-417.364	-15.2822	336159.1	10.77397	0.997809	0.999439	1.00056	1.00219	3.692801
3240	-434.29	-422.707	-11.5839	786900.1	8.038273	0.998567	0.999634	1.00037	1.00143	3.355022
3250	-433.218	-420.583	-12.6349	945196.7	7.639908	0.998693	0.999666	1.00033	1.00131	3.458414
3260	-428.489	-419.264	-9.22454	563131.9	11.63256	0.998307	0.999567	1.00043	1.00169	3.10224
3270	-428.118	-420.326	-7.79183	74318.88	9.542579	0.995341	0.998805	1.00119	1.00467	2.990471
3280	-425.804	-416.688	-9.11617	511924.8	14.24072	0.998224	0.999546	1.00045	1.00178	2.958615
3290	-433.251	-420.557	-12.694	608251.7	6.818216	0.998371	0.999583	1.00042	1.00163	3.357241
3300	-435.099	-422.422	-12.6764	65082.69	7.461942	0.995022	0.998723	1.00127	1.00499	3.446993
3310	-433.12	-425.71	-7.41	592471.4	9.464283	0.998349	0.999578	1.00042	1.00165	2.947795
3320	-435.333	-422.067	-13.2658	839370.5	9.525577	0.998613	0.999645	1.00035	1.00139	3.564648
3330	-447.341	-432.992	-14.3489	317677.8	9.718059	0.997746	0.999423	1.00058	1.00226	3.669465
3340	-439.551	-428.125	-11.4261	112976.1	9.570022	0.996221	0.999032	1.00096	1.00378	3.370981
3350	-437.8	-423.673	-14.1267	402296.8	10.48327	0.997997	0.999487	1.00051	1.002	3.604421
3360	-433.17	-417.989	-15.1814	639552.2	10.08284	0.998411	0.999594	1.00041	1.00159	3.732646
3370	-433.787	-419.783	-14.0046	173399	7.048728	0.996949	0.999219	1.00078	1.00305	3.582502
3380	-433.196	-417.007	-16.1893	206159.6	7.948203	0.997202	0.999284	1.00071	1.0028	3.927951
3390	-435.902	-417.945	-17.9578	505479.5	9.051434	0.998213	0.999543	1.00046	1.00179	4.094082
3400	-430.456	-420.917	-9.53872	20460.9	13.60519	0.991128	0.997716	1.00226	1.0089	3.026483
3410	-430.471	-418.703	-11.7672	335092.4	10.22331	0.997805	0.999438	1.00056	1.0022	3.389314
3420	-434.497	-416.959	-17.5383	851902.4	9.698833	0.998623	0.999648	1.00035	1.00138	3.999241
3430	-423.267	-416.779	-6.48718	201789.1	11.43425	0.997172	0.999276	1.00072	1.00283	2.870487
3440	-437.688	-424.177	-13.511	917925.9	9.911013	0.998674	0.999661	1.00034	1.00133	3.575056
3450	-437.942	-426.034	-11.9076	399972.2	10.87639	0.997991	0.999486	1.00051	1.00201	3.374583
3460	-428.739	-419.516	-9.22313	283703.7	14.0927	0.997615	0.999389	1.00061	1.00239	2.974913
3470	-422.298	-411.678	-10.6195	236721.7	9.605277	0.997389	0.999332	1.00067	1.00261	3.286528
3480	-427.73	-415.495	-12.2352	307847	6.979883	0.99771	0.999414	1.00058	1.00229	3.319904
3490	-423.594	-415.61	-7.98474	252355.6	13.00008	0.997471	0.999353	1.00065	1.00253	2.94164
3500	-425.012	-415.825	-9.18685	125041.9	12.52742	0.996408	0.99908	1.00092	1.0036	3.058572
3510	-422.754	-412.806	-9.94804	385492.2	9.237817	0.997953	0.999476	1.00052	1.00205	3.213189
3520	-433.54	-419.644	-13.8961	494057.2	8.712898	0.998192	0.999538	1.00046	1.00181	3.650372
3530	-436.642	-421.553	-15.0889	905144.4	6.695478	0.998664	0.999658	1.00034	1.00134	3.690613
3540	-431.334	-416.441	-14.8929	326382.1	6.034866	0.997776	0.999431	1.00057	1.00223	3.515986
3550	-437.441	-419.164	-18.2764	470720.7	7.749147	0.998148	0.999526	1.00047	1.00185	4.19531
3560	-427.824	-417.839	-9.98477	418454.5	9.170069	0.998036	0.999497	1.0005	1.00197	3.215922
3570	-430.233	-416.082	-14.1509	64500.84	6.432947	0.994999	0.998717	1.00127	1.00501	3.498381
3580	-441.909	-425.919	-15.9901	165767	11.04791	0.99688	0.999201	1.0008	1.00312	3.735349
3590	-431.723	-419.381	-12.3425	868783	14.85236	0.998637	0.999651	1.00035	1.00136	3.139205
3600	-427.019	-414.018	-13.0011	379947.4	9.946347	0.997939	0.999473	1.00053	1.00206	3.522193
3610	-442.013	-422.876	-19.137	908371.4	7.670562	0.998667	0.999659	1.00034	1.00133	4.308688
3620	-441.389	-424.19	-17.1993	293650	9.159023	0.997655	0.9994	1.0006	1.00235	4.003397
3630	-431.936	-415.759	-16.1765	921551.5	7.969027	0.998676	0.999661	1.00034	1.00132	3.926396
3640	-434.873	-419.513	-15.36	864352.8	9.215459	0.998633	0.99965	1.00035	1.00137	3.800059
3650	-437.368	-424.715	-12.6536	471087.3	8.702034	0.998149	0.999526	1.00047	1.00185	3.507666
3660	-452.535	-433.547	-18.9881	287683.4	5.127245	0.997631	0.999394	1.0006	1.00237	3.923484
3670	-437.409	-423.237	-14.1715	182685.1	8.844985	0.997028	0.999239	1.00076	1.00298	3.680146
3680	-428.983	-418.405	-10.5789	117124.5	11.72575	0.996288	0.999049	1.00095	1.00372	3.21395
3690	-444.227	-426.85	-17.3776	289162.5	6.378286	0.997637	0.999395	1.0006	1.00236	3.991815
3700	-447.188	-423.35	-23.8384	732874.8	5.837442	0.998516	0.99962	1.00038	1.00149	4.986062
3710	-440.403	-423.253	-17.1506	308696.5	6.458023	0.997713	0.999415	1.00058	1.00229	3.968383
3720	-430.614	-420.788	-9.82645	413459.2	8.945331	0.998024	0.999494	1.0005	1.00198	3.192507
3730	-433.071	-415.469	-17.6019	359766.9	8.56933	0.997882	0.999458	1.00054	1.00212	4.083355
3740	-428.244	-421.804	-6.44077	163508.7	9.405947	0.996858	0.999195	1.0008	1.00315	2.842581
3750	-432.309	-419.469	-12.8398	118752.1	10.93785	0.996314	0.999055	1.00094	1.00369	3.456717
3760	-425.541	-414.91	-10.6307	969177.9	8.388596	0.998709	0.99967	1.00033	1.00129	3.260747
3770	-434.854	-424.551	-10.3031	61083.5	10.43004	0.994862	0.998682	1.00131	1.00515	3.241137
3780	-451.621	-427.239	-24.3812	115205.7	5.792082	0.996258	0.999041	1.00095	1.00375	5.075947
3790	-438.819	-424.831	-13.9883	406381.1	9.755467	0.998007	0.99949	1.00051	1.00199	3.630666
3800	-423.909	-413.479	-10.4295	422787.2	8.926395	0.998046	0.9995	1.0005	1.00196	3.259428
3810	-430.861	-414.891	-15.9699	326202.6	7.866001	0.997775	0.999431	1.00057	1.00223	3.89959
3820	-430.526	-417.423	-13.1033	838424	11.02872	0.998612	0.999645	1.00035	1.00139	3.475242
3830	-431.054	-417.295	-13.7599	706858.9	9.138367	0.998489	0.999613	1.00039	1.00151	3.62837
3840	-433.612	-425.469	-8.14259	671830.9	11.38726	0.99845	0.999603	1.0004	1.00155	3.016597
3850	-432.41	-420.613	-11.7967	482351.3	9.518933	0.99817	0.999532	1.00047	1.00183	3.41052
3860	-429.237	-415.747	-13.4901	867413.2	8.741741	0.998636	0.999651	1.00035	1.00137	3.603705
3870	-427.201	-414.181	-13.0204	603120.8	11.64885	0.998364	0.999581	1.00042	1.00164	3.427441
3880	-437.888	-423.291	-14.5977	869384.8	10.92934	0.998637	0.999651	1.00035	1.00136	3.618056
3890	-422.493	-413.886	-8.60722	799274	8.762503	0.998579	0.999636	1.00036	1.00142	3.04638
3900	-428.375	-417.561	-10.8137	870595.6	10.21019	0.998638	0.999652	1.00035	1.00136	3.296381
3910	-424.437	-411.471	-12.9662	208557.1	9.562224	0.997218	0.999288	1.00071	1.00278	3.532141
3920	-425.389	-413.398	-11.9912	136258.1	7.679739	0.996559	0.999118	1.00088	1.00345	3.377963
3930	-432.271	-415.567	-16.7035	221394.7	6.361525	0.9973	0.999309	1.00069	1.0027	3.883249
3940	-432.069	-418.303	-13.7662	924322.8	9.216171	0.998678	0.999662	1.00034	1.00132	3.6271
3950	-427.924	-420.483	-7.44056	384303.7	12.03523	0.99795	0.999476	1.00052	1.00205	2.936834
3960	-433.931	-421.601	-12.3297	472799.8	11.51604	0.998152	0.999527	1.00047	1.00185	3.376442
3970	-440.563	-421.588	-18.9754	997544.3	9.565464	0.998728	0.999675	1.00032	1.00127	4.160259
3980	-428.421	-419.722	-8.69943	773788.8	11.71896	0.998555	0.999631	1.00037	1.00145	3.053923
3990	-432.907	-418.959	-13.9478	52142.47	7.272279	0.994439	0.998573	1.00142	1.00557	3.600096
4000	-426.99	-413.201	-13.7895	727184.7	7.250349	0.99851	0.999619	1.00038	1.00149	3.576011
4010	-424.455	-417.689	-6.76589	149313.5	10.33296	0.996712	0.999158	1.00084	1.00329	2.901276
4020	-422.866	-414.63	-8.23647	801979.2	12.94055	0.998581	0.999637	1.00036	1.00142	2.96384
4030	-431.895	-416.392	-15.5026	977280.6	8.002623	0.998714	0.999671	1.00033	1.00129	3.842205
4040	-434.44	-421.466	-12.9737	383861.8	8.543976	0.997949	0.999475	1.00052	1.00205	3.542921
4050	-435.067	-420.601	-14.466	87122.05	8.729644	0.995697	0.998897	1.0011	1.00431	3.715536
4060	-425.069	-412.745	-12.3242	744162.7	11.63983	0.998527	0.999623	1.00038	1.00147	3.368247
4070	-432.804	-416.642	-16.1626	68170.93	10.42515	0.995136	0.998752	1.00124	1.00487	3.803315
4080	-430.314	-417.115	-13.1991	103834.2	8.179872	0.996058	0.99899	1.001	1.00395	3.5614
4090	-435.408	-419.814	-15.5935	858763.8	9.569737	0.998629	0.999649	1.00035	1.00137	3.806463
4100	-436.247	-422.473	-13.7734	395469.4	9.032287	0.997979	0.999483	1.00052	1.00202	3.632175
4110	-429.039	-420.759	-8.27977	685048	8.773837	0.998465	0.999607	1.00039	1.00154	3.009726
4120	-427.093	-411.776	-15.3165	66634.36	7.781177	0.99508	0.998738	1.00125	1.00493	3.814321
4130	-434.372	-421.238	-13.1343	142949.8	8.284195	0.99664	0.999139	1.00086	1.00336	3.556689
4140	-422.478	-411.337	-11.1408	411572	8.822695	0.998019	0.999493	1.00051	1.00198	3.337
4150	-416.56	-410.245	-6.31467	153926.4	10.21178	0.996762	0.999171	1.00083	1.00324	2.85577
4160	-429.317	-416.66	-12.6571	510295.1	10.53479	0.998221	0.999545	1.00045	1.00178	3.461667
4170	-431.322	-420.586	-10.7365	925390	12.3704	0.998679	0.999662	1.00034	1.00132	3.191552
4180	-436.912	-420.946	-15.9654	925390	8.25307	0.998679	0.999662	1.00034	1.00132	3.898841
4190	-438.448	-425.332	-13.1164	865663.8	10.68407	0.998634	0.999651	1.00035	1.00137	3.496958
4200	-434.973	-421.37	-13.6026	262808.6	9.167093	0.997522	0.999366	1.00063	1.00248	3.610514
4210	-444.547	-427.739	-16.808	181084.1	6.767146	0.997015	0.999235	1.00076	1.00299	3.955356
4220	-434.115	-416.462	-17.653	147052	6.752582	0.996687	0.999151	1.00084	1.00332	4.078935
4230	-435.141	-422.685	-12.4561	325370.2	8.547318	0.997772	0.99943	1.00057	1.00223	3.48241
4240	-445.596	-426.138	-19.4576	190680.7	6.219694	0.997091	0.999255	1.00074	1.00291	4.299527
4250	-441.907	-421.786	-20.1214	67919.74	6.543007	0.995127	0.99875	1.00124	1.00488	4.434235
4260	-444.862	-421.655	-23.2066	866816.3	5.460601	0.998635	0.999651	1.00035	1.00137	4.824973
4270	-444.486	-421.183	-23.3036	730375.4	6.495649	0.998513	0.99962	1.00038	1.00149	4.921012
4280	-443.103	-420.705	-22.3989	726467	6.70751	0.998509	0.999619	1.00038	1.00149	4.782282
4290	-441.335	-424.294	-17.0409	58823.32	7.697234	0.994764	0.998657	1.00133	1.00525	4.035629
4300	-441.01	-426.653	-14.3571	162831.6	10.88768	0.996852	0.999194	1.0008	1.00315	3.598993
4310	-446.574	-427.183	-19.3908	594755.1	7.975015	0.998352	0.999579	1.00042	1.00165	4.329457
4320	-443.26	-425.709	-17.5504	139057	9.665937	0.996593	0.999127	1.00087	1.00341	4.003193
4330	-434.78	-417.586	-17.1935	805197.9	9.036522	0.998584	0.999638	1.00036	1.00142	4.010559
4340	-427.145	-415.229	-11.9162	529043.4	10.03172	0.998253	0.999553	1.00045	1.00175	3.410479
4350	-445.74	-423.595	-22.1452	701562.4	5.431331	0.998483	0.999612	1.00039	1.00152	4.623967
4360	-431.174	-416.733	-14.4407	759434.8	9.48163	0.998542	0.999627	1.00037	1.00146	3.689915
4370	-438.285	-425.37	-12.9152	936368.4	10.65101	0.998687	0.999664	1.00034	1.00131	3.479941
4380	-427.18	-415.468	-11.7118	428283.7	9.90538	0.998058	0.999503	1.0005	1.00194	3.393667
4390	-426.161	-415.79	-10.3708	205921.1	9.689735	0.9972	0.999283	1.00071	1.0028	3.260295
4400	-434.408	-420.099	-14.3085	159594.1	6.772576	0.99682	0.999186	1.00081	1.00318	3.58687
4410	-432.413	-419.429	-12.9841	254447.2	13.43696	0.997481	0.999355	1.00064	1.00252	3.292732
4420	-432.668	-421.53	-11.138	928307.4	12.22111	0.998681	0.999663	1.00034	1.00132	3.233055
4430	-429.24	-416.707	-12.533	897303.4	9.635898	0.998658	0.999657	1.00034	1.00134	3.484935
4440	-439.715	-421.461	-18.2547	305010.3	8.139463	0.997699	0.999411	1.00059	1.0023	4.181107
4450	-426.117	-412.559	-13.5573	645105.7	8.647734	0.998418	0.999595	1.0004	1.00158	3.611565
4460	-439.587	-427.48	-12.1067	813910.3	7.237488	0.998591	0.99964	1.00036	1.00141	3.342118
4470	-437.715	-422.75	-14.965	274853.5	8.673169	0.997576	0.99938	1.00062	1.00243	3.773864
4480	-429.336	-415.61	-13.7254	445735.9	12.73581	0.998097	0.999513	1.00049	1.0019	3.404364
4490	-444.043	-430.414	-13.629	614411.8	8.760016	0.998379	0.999585	1.00041	1.00162	3.619494
4500	-435.788	-424.538	-11.2501	781549.7	10.08179	0.998563	0.999632	1.00037	1.00144	3.342776
4510	-431.091	-420.521	-10.5698	459176.5	9.808482	0.998125	0.99952	1.00048	1.00188	3.279672
4520	-427.401	-417.851	-9.54968	14699.24	7.280955	0.989535	0.997303	1.00266	1.0105	2.996919
4530	-440.394	-430.262	-10.1317	372664.6	11.20839	0.997919	0.999467	1.00053	1.00208	3.198784
4540	-437.287	-422.684	-14.6031	860352.4	8.013522	0.99863	0.99965	1.00035	1.00137	3.730072
4550	-440.197	-420.678	-19.5194	802208	8.046997	0.998581	0.999637	1.00036	1.00142	4.341764
4560	-435.816	-417.302	-18.5146	233193.8	10.69065	0.997369	0.999326	1.00067	1.00263	4.001534
4570	-436.597	-419.503	-17.0935	170583.7	8.157534	0.996924	0.999212	1.00078	1.00308	4.038034
4580	-443.766	-426.019	-17.7463	380249.1	6.384641	0.997939	0.999473	1.00053	1.00206	4.050534
4590	-440.207	-424.779	-15.4277	29494.21	7.237352	0.992608	0.9981	1.00188	1.00741	3.800971
4600	-433.383	-419.967	-13.4161	691573.1	7.63603	0.998472	0.999609	1.00039	1.00153	3.560382
4610	-435.54	-423.419	-12.1207	176609.4	6.641573	0.996977	0.999226	1.00077	1.00303	3.235107
4620	-437.845	-424.619	-13.2254	748320.1	9.989064	0.998531	0.999624	1.00037	1.00147	3.542885
4630	-435.32	-422.065	-13.2551	966786	9.008868	0.998708	0.99967	1.00033	1.00129	3.575091
4640	-444.217	-433.114	-11.103	26689.77	13.76918	0.99223	0.998002	1.00198	1.00779	3.130376
4650	-431.636	-413.23	-18.4064	237051.3	7.833451	0.99739	0.999332	1.00067	1.00261	4.210191
4660	-441.265	-425.71	-15.5553	662649.3	7.529916	0.998439	0.999601	1.0004	1.00156	3.836142
4670	-444.564	-423.346	-21.2178	930670.1	7.128102	0.998683	0.999663	1.00034	1.00132	4.604167
4680	-435.139	-413.654	-21.4851	235943.4	8.267046	0.997384	0.99933	1.00067	1.00262	4.566338
4690	-442.856	-422.293	-20.5633	636126.8	8.74125	0.998407	0.999592	1.00041	1.00159	4.412881
4700	-433.179	-416.285	-16.8938	504909.4	7.491166	0.998212	0.999543	1.00046	1.00179	4.012956
4710	-438.953	-421.526	-17.4262	291956.4	8.822632	0.997649	0.999398	1.0006	1.00235	4.049421
4720	-432.35	-420.969	-11.3807	73721.35	10.69406	0.995322	0.9988	1.00119	1.00469	3.334085
4730	-439.066	-420.787	-18.2795	738478.9	7.662388	0.998521	0.999622	1.00038	1.00148	4.196988
4740	-431.058	-420.046	-11.012	995482.7	13.2488	0.998726	0.999674	1.00033	1.00127	3.158362
4750	-425.198	-413.765	-11.4325	179466.2	10.67686	0.997001	0.999232	1.00076	1.003	3.33965
4760	-429.455	-416.808	-12.6469	851088.7	11.45126	0.998623	0.999648	1.00035	1.00138	3.408116
4770	-426.298	-418.499	-7.79897	184937.8	12.65378	0.997046	0.999244	1.00075	1.00296	2.942524
4780	-439.439	-420.87	-18.5691	671581.3	7.753072	0.998449	0.999603	1.0004	1.00155	4.23299
4790	-433.942	-418.199	-15.7431	60932.15	8.320676	0.994855	0.99868	1.00131	1.00515	3.87117
4800	-440.357	-425.26	-15.0969	953482.2	8.396052	0.998699	0.999667	1.00033	1.0013	3.79311
4810	-435.715	-420.342	-15.373	101871.7	7.833091	0.99602	0.99898	1.00101	1.00399	3.822943
4820	-444.68	-421.905	-22.7756	161370.7	7.671703	0.996838	0.99919	1.00081	1.00317	4.78295
4830	-441.004	-423.689	-17.315	51492.15	7.526718	0.994404	0.998564	1.00143	1.00561	4.069788
4840	-438.684	-424.91	-13.7732	503811.3	11.23851	0.99821	0.999542	1.00046	1.00179	3.521572
4850	-441.448	-419.464	-21.9839	124787.5	5.567833	0.996404	0.999079	1.00092	1.0036	4.623852
4860	-443.892	-423.821	-20.0707	506489.8	6.869866	0.998215	0.999543	1.00046	1.00179	4.440526
4870	-441.529	-424.683	-16.8457	897019.6	6.368189	0.998658	0.999657	1.00034	1.00134	3.906731
4880	-438.021	-422.791	-15.2297	448119.2	5.694712	0.998102	0.999514	1.00048	1.0019	3.460897
4890	-431.078	-418.482	-12.5954	541901.5	8.714538	0.998274	0.999558	1.00044	1.00173	3.501103
4900	-433.283	-422.069	-11.214	633791.7	7.305164	0.998404	0.999592	1.00041	1.0016	3.229149
4910	-439.266	-424.017	-15.2487	712470.2	9.711458	0.998494	0.999615	1.00038	1.00151	3.762449
4920	-433.466	-414.974	-18.4923	12341.63	8.196358	0.988581	0.997054	1.0029	1.01146	4.207729
4930	-438.963	-425.256	-13.7067	235601.1	11.72833	0.997382	0.99933	1.00067	1.00262	3.480512
4940	-440.922	-431.194	-9.72748	889335.9	10.72925	0.998652	0.999655	1.00034	1.00135	3.178512
4950	-436.471	-418.16	-18.311	472984.6	7.082855	0.998152	0.999527	1.00047	1.00185	4.19479
4960	-437.252	-418.094	-19.1576	410391.6	5.227653	0.998017	0.999493	1.00051	1.00198	3.999146
4970	-437.469	-419.933	-17.5363	58582.18	7.929273	0.994753	0.998654	1.00134	1.00526	4.097767
4980	-434.32	-420.742	-13.5782	28331.66	9.224273	0.992458	0.998061	1.00192	1.00756	3.606498
4990	-432.636	-419.198	-13.4385	393395.2	7.775009	0.997974	0.999482	1.00052	1.00203	3.572596
5000	-433.071	-421.85	-11.2212	143858.8	9.486342	0.996651	0.999142	1.00085	1.00335	3.350328
5010	-440.661	-427.271	-13.3896	78640.58	6.953322	0.995471	0.998839	1.00115	1.00454	3.481279
5020	-438.741	-426.634	-12.1066	611199.1	9.789694	0.998375	0.999584	1.00041	1.00163	3.43686
5030	-442.262	-428.603	-13.6588	32948.64	7.667179	0.993006	0.998203	1.00178	1.00701	3.594274
5040	-436.374	-420.089	-16.2842	671209.2	10.12697	0.998449	0.999603	1.0004	1.00155	3.838633
5050	-426.065	-416.326	-9.7391	744157.3	11.19922	0.998527	0.999623	1.00038	1.00147	3.164096
5060	-447.167	-429.859	-17.3077	56966.96	7.45128	0.994679	0.998635	1.00136	1.00533	4.067418
5070	-431.376	-414.508	-16.8689	260537.7	7.832305	0.997511	0.999363	1.00063	1.00249	4.013911
5080	-428.404	-417.309	-11.095	256696	8.85122	0.997492	0.999358	1.00064	1.00251	3.332467
5090	-429.052	-418.639	-10.4135	660387.6	8.381811	0.998436	0.9996	1.0004	1.00156	3.234446
5100	-436.477	-421.62	-14.8564	277004.9	10.14994	0.997586	0.999382	1.00062	1.00242	3.696196
5110	-437.363	-421.97	-15.3924	608247.5	8.325962	0.998371	0.999583	1.00042	1.00163	3.828982
5120	-426.318	-416.903	-9.41445	502145.4	8.998914	0.998207	0.999541	1.00046	1.00179	3.148424
