Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
5953	1	-22.2577	-56.5216	34.2639	0.002346025	0.0001744941	0.001657085	0.003374797	0.0002479598	0.0003874082	0.318195	0.480147	0.201659
5954	0	-22.1569	-56.4669	34.31	0.0001847424	0.0002559276	0.002232562	0.004041232	0.0004835899	0.000930383	0.275895	0.676319	0.0477854
5955	1	-22.4035	-56.4573	34.0538	0.002346025	0.0002026607	0.001657085	0.003374797	8.866038e-05	0.0007889925	0.318195	0.480147	0.201659
5956	0	-24.9658	-57.3068	32.341	0.0005556653	0.002701379	0.002232562	0.004041232	0.0002014252	0.000930383	0.214518	0.451491	0.333991
5957	1	-24.4857	-57.1362	32.6505	0.002346025	0.001202635	0.001657085	0.004716916	8.866038e-05	0.0002529286	0.468552	0.132784	0.398663
5958	0	-21.7469	-57.3246	35.5777	0.0005556653	0.0004685009	0.0002996867	0.004041232	0.0002014252	0.000930383	0.214518	0.451491	0.333991
5959	1	-21.7341	-56.0834	34.3494	0.0007724579	0.001202635	0.001165968	0.004595114	8.866038e-05	0.0002529286	0.500804	0.124726	0.37447
5960	0	-23.3506	-57.4171	34.0665	0.001735328	0.0004602222	0.0008381775	0.004171668	0.0005226548	0.0007138252	0.23758	0.392524	0.369896
5961	1	-22.2309	-56.7808	34.5499	0.0007724579	0.001202635	0.000827847	0.004549287	0.0002144762	0.0002529286	0.500804	0.124726	0.37447
5962	0	-22.8798	-57.2389	34.3591	0.001735328	0.0004602222	0.001085447	0.004171668	0.0005226548	8.988841e-05	0.274345	0.453267	0.272388
5963	1	-21.3667	-56.6126	35.2459	0.0007724579	0.001202635	0.000827847	0.003704122	0.0002144762	0.0002023729	0.708508	0.220525	0.0709674
5964	0	-19.9071	-55.4541	35.547	5.353716e-05	0.0004602222	0.001113008	0.004171668	0.0005226548	0.0002153021	0.131716	0.542358	0.325927
5965	1	-21.4735	-56.8374	35.3639	0.0006947823	0.001057474	0.0006305307	0.003704122	0.0002261712	0.000459008	0.647021	0.218685	0.134294
5966	0	-20.3525	-54.8747	34.5222	5.353716e-05	0.0004602222	0.002380245	0.004171668	9.229677e-05	0.0006973609	0.135002	0.530939	0.334059
5967	1	-19.5149	-55.5268	36.0119	0.0006947823	0.0002774549	0.0006305307	0.003704122	0.0002261712	0.0004049299	0.319047	0.49283	0.188123
5968	0	-21.4275	-56.2806	34.8531	5.353716e-05	0.000904889	0.002380245	0.003141084	0.0002523144	0.0006973609	0.139003	0.546675	0.314321
5969	1	-19.3171	-54.4793	35.1622	0.0002871558	0.0007136263	0.0006305307	0.004747226	0.0002261712	0.0004269498	0.0356895	0.943267	0.021044
5970	0	-23.3631	-55.3279	31.9648	5.353716e-05	0.000904889	0.002380245	0.007561773	9.607206e-05	0.0001502883	0.0289148	0.905702	0.0653835
5971	1	-19.0112	-54.2499	35.2387	0.0002871558	0.0007136263	0.0006305307	0.004747226	2.005057e-05	0.0005346382	0.255622	0.728133	0.0162444
5972	0	-21.3708	-59.591	38.2202	0.0001382219	4.60112e-05	0.0007416339	0.002043732	9.607206e-05	3.017571e-05	0.00510862	0.160018	0.834873
5973	1	-18.9927	-54.1908	35.198	0.0002871558	0.0004927249	0.0009217603	0.004747226	2.030886e-06	0.0005346382	0.582015	0.39684	0.0211451
5974	0	-20.2585	-57.6328	37.3743	0.0001382219	0.0005919192	0.001095429	0.002064505	3.776031e-05	0.000256776	0.00510862	0.160018	0.834873
5975	1	-22.652	-59.7693	37.1173	0.0004379862	0.0002699382	0.0009217603	0.001522698	0.0005164853	0.000846461	0.582015	0.39684	0.0211451
5976	0	-19.4504	-57.0287	37.5783	9.928675e-05	0.0004105019	0.001095429	0.002064505	7.486916e-05	0.0001774453	0.00390154	0.358492	0.637606
5977	1	-21.0535	-54.6044	33.5509	0.000219837	0.0008021644	0.0009217603	0.006651494	0.0002162509	0.0002939072	0.166997	0.818632	0.0143711
5978	0	-21.6398	-57.7226	36.0828	0.0009472202	0.0004105019	0.001095429	0.002064505	7.486916e-05	0.001254247	0.377005	0.446453	0.176542
5979	1	-19.0441	-55.6521	36.608	0.0003721397	0.0001187015	0.0004673846	0.003443122	0.0002162509	0.000553244	0.321649	0.659736	0.0186155
5980	0	-21.3957	-57.9875	36.5919	0.0009472202	0.0001667647	0.001038598	0.002719345	7.486916e-05	0.0002447829	0.290094	0.0506338	0.659272
5981	1	-20.5786	-56.0954	35.5169	0.001167748	0.0007315108	0.0004673846	0.003729518	0.0002162509	0.0002627572	0.206509	0.771716	0.0217752
5982	0	-24.7281	-59.4122	34.6841	0.0005961773	0.001326736	0.002335275	0.00221677	7.486916e-05	0.001097143	0.303659	0.00624119	0.690099
5983	1	-22.3587	-57.1547	34.7959	0.0003807843	0.0007315108	0.00312989	0.002612403	0.0002162509	0.00043218	0.206509	0.771716	0.0217752
5984	0	-21.7171	-58.2392	36.5221	0.0003103162	0.001326736	0.0004279131	0.00221677	0.0001775906	0.0008220369	0.123648	0.595347	0.281005
5985	1	-23.6438	-57.8858	34.242	0.001524804	5.038516e-05	0.00312989	0.00295902	0.0001196412	0.00043218	0.677424	0.251145	0.0714306
5986	0	-23.4499	-56.8945	33.4447	0.0004048927	0.002142591	0.0004279131	0.005267136	0.0001775906	0.0008220369	0.165694	0.693724	0.140582
5987	1	-23.5193	-59.7923	36.273	0.001524804	0.0005893266	0.000590876	0.002345183	0.0001196412	0.00043218	0.172147	0.057425	0.770428
5988	0	-23.772	-57.0382	33.2662	0.0004048927	0.002142591	0.001841442	0.00351615	0.000124526	0.001442272	0.107772	0.800789	0.0914384
5989	1	-24.2858	-59.6709	35.3851	0.001405671	0.0004610197	0.000590876	0.001033873	0.001343	0.001910312	0.466387	0.0276548	0.505958
5990	0	-23.9804	-58.5769	34.5965	0.0004048927	0.0004276335	0.002576294	0.002465213	0.0004434066	0.001442272	0.105502	0.783919	0.110579
5991	1	-24.3193	-59.5552	35.2359	0.001405671	0.0004610197	0.0001238201	0.001942652	0.001093277	0.001910312	0.466387	0.0276548	0.505958
5992	0	-23.8396	-59.5526	35.713	0.0004048927	0.001274819	0.001496132	0.001261195	0.0004434066	0.001442272	0.109292	0.780597	0.110111
5993	1	-22.7855	-58.4223	35.6368	0.001405671	0.0004610197	7.062442e-05	0.001797063	0.000480231	0.002206178	0.283817	0.0168292	0.699354
5994	0	-21.2419	-58.0589	36.817	0.0006549539	0.0002208581	0.001169857	0.0009705066	0.0004434066	0.001442272	0.479397	0.0376111	0.482992
5995	1	-25.2152	-60.0532	34.838	0.0008915697	0.0004610197	0.001145678	0.001407656	0.001336797	0.002206178	0.283817	0.0168292	0.699354
5996	0	-21.0395	-57.804	36.7645	0.0006549539	0.0003740036	0.001169857	0.0008848962	0.0004434066	0.001442272	0.248434	0.0542971	0.697269
5997	1	-22.3786	-58.0578	35.6792	0.0008915697	0.00113842	0.001145678	0.001093603	0.0002292335	0.00186773	0.112489	0.189918	0.697593
5998	0	-21.7055	-58.8125	37.1069	0.0006549539	0.0003740036	0.001169857	0.0006153626	0.0002722258	0.001442272	0.348554	0.40269	0.248756
5999	1	-21.4326	-57.6604	36.2278	7.738528e-05	0.001577752	0.0008144768	0.001093603	0.0002292335	0.00186773	0.132215	0.0478679	0.819917
6000	0	-22.4604	-58.7374	36.277	0.0001485151	0.0003740036	0.001296927	0.0005573184	0.0002722258	0.002947874	0.0779395	0.604039	0.318022
6001	1	-21.9142	-58.319	36.4048	0.000717642	0.001577752	0.0002299261	0.0002237116	0.0002292335	0.002454034	0.343107	0.124221	0.532672
6002	0	-25.1593	-61.3781	36.2188	0.001255905	0.000765671	0.001296927	0.0004420131	0.0009381925	0.0009729949	0.063312	0.490674	0.446014
6003	1	-23.3506	-59.0772	35.7266	0.0002345313	0.001577752	0.001233982	0.0005017116	0.0003031878	0.002454034	0.513464	0.185898	0.300638
6004	0	-22.4218	-58.3433	35.9214	0.000355312	0.000765671	0.001296927	0.00136064	0.0002278422	0.002048085	0.479523	0.218461	0.302016
6005	1	-22.2191	-58.263	36.0439	0.000591741	0.00130215	0.00107587	0.0001699	0.0003031878	0.002454034	0.249214	0.14348	0.607306
6006	0	-27.106	-61.747	34.6411	0.001204368	0.002974392	0.001296927	0.0003539315	0.0005681385	0.001304574	0.605756	0.21807	0.176174
6007	1	-23.9325	-59.3486	35.4161	0.00207544	0.0002151932	0.00107587	0.0004557219	0.001016113	0.001866496	0.117525	0.420575	0.4619
6008	0	-24.5732	-59.2064	34.6332	0.001204368	0.0006399353	0.001523877	0.002471604	0.0005681385	0.001304574	0.259606	0.0506945	0.6897
6009	1	-20.6007	-57.6707	37.07	0.0006299783	0.0004540302	0.0004770426	0.0004557219	0.001016113	0.001543346	0.0433608	0.165557	0.791082
6010	0	-23.7607	-59.0831	35.3223	0.001204368	0.0006399353	0.001561066	0.001547429	0.0005681385	0.001304574	0.0889702	0.339925	0.571105
6011	1	-22.7572	-59.1778	36.4206	0.0006299783	0.0009317914	0.0002183441	0.001324537	0.001016113	0.001291221	0.0725054	0.160513	0.766981
6012	0	-21.341	-55.5271	34.1862	0.0009305187	0.0006399353	0.002230391	0.004206789	3.096209e-05	0.0002492392	0.688752	0.239372	0.0718756
6013	1	-26.2275	-60.1663	33.9388	0.0003254771	0.0009317914	0.001291683	0.003331531	0.001016113	0.001709568	0.22043	0.48799	0.29158
6014	0	-20.507	-55.9134	35.4064	0.0009305187	0.0006399353	0.001687603	0.003026678	3.096209e-05	0.0004015972	0.509069	0.269341	0.22159
6015	1	-20.4852	-58.0033	37.5181	0.0003254771	0.0009317914	0.0006488415	1.260245e-05	0.0002381649	0.001842626	0.287965	0.253613	0.458422
6016	0	-19.7165	-55.8641	36.1476	0.0009305187	0.0006399353	0.0007329971	0.003026678	3.167084e-05	0.0004015972	0.228239	0.423414	0.348347
6017	1	-19.4155	-56.7703	37.3548	0.0003254771	0.001568946	3.734912e-05	1.260245e-05	0.0004226927	0.001842626	0.0122265	0.376922	0.610852
6018	0	-21.0529	-56.4824	35.4295	0.001298291	0.0009301546	0.0007329971	0.003026678	0.0001149793	0.0005844583	0.000878372	0.539475	0.459647
6019	1	-20.1237	-56.9256	36.8019	0.0003254771	0.001568946	2.037506e-05	2.546996e-05	0.001138409	0.001842626	0.00533786	0.164557	0.830105
6020	0	-22.7137	-58.847	36.1333	0.001298291	0.0009301546	0.0002557928	0.00245323	0.0002598835	0.0005844583	0.00160319	0.984638	0.0137585
6021	1	-21.561	-58.1328	36.5719	0.0006550199	0.001568946	7.225462e-05	0.0006966054	0.0003818797	0.001842626	0.446315	0.0916016	0.462084
6022	0	-23.118	-58.6382	35.5202	0.0003163973	0.002346719	0.000570321	0.00245323	0.0002997955	0.0005844583	0.609084	0.385529	0.00538704
6023	1	-20.3617	-57.1222	36.7604	0.0006550199	0.0007507537	8.95999e-05	0.0006966054	0.0009400304	0.001842626	0.210976	0.0476814	0.741343
6024	0	-20.6326	-57.8165	37.1839	0.0003163973	0.0002963897	0.0004793972	0.00245323	0.0002997955	0.0005844583	0.648734	0.346425	0.00484063
6025	1	-24.4223	-59.6878	35.2656	0.001613713	0.001054371	0.0004975522	0.000905954	0.0009400304	0.001886962	0.0740207	0.66588	0.260099
6026	0	-19.7236	-55.8835	36.1599	0.0003163973	0.000309141	0.0004793972	0.003758315	0.0002997955	0.0005844583	0.428506	0.563619	0.0078755
6027	1	-21.5599	-57.8892	36.3292	0.001613713	0.000136867	0.0002766903	0.0006753301	0.0009400304	0.001886962	0.0483162	0.434646	0.517038
6028	0	-19.8637	-54.9371	35.0735	0.0003163973	0.0006063572	0.001580516	0.003758315	0.0002997955	0.0005844583	0.0714616	0.785856	0.142682
6029	1	-22.0015	-58.289	36.2875	0.001613713	0.0001395283	0.0007195566	0.0002770594	0.0009464785	0.001886962	0.0405441	0.525589	0.433867
6030	0	-18.8395	-54.4324	35.5929	0.0003163973	0.0006295048	0.001157994	0.003758315	3.066379e-05	0.0005844583	0.490914	0.478523	0.0305637
6031	1	-24.1214	-59.5714	35.45	0.001613713	0.0009794841	0.0003832171	0.0004391704	0.001358641	0.001886962	0.0342828	0.598853	0.366864
6032	0	-18.4795	-53.8372	35.3577	0.0003163973	0.0006625953	0.001157994	0.004027952	3.066379e-05	0.0005844583	0.17829	0.772378	0.0493326
6033	1	-20.2386	-57.6981	37.4595	7.968472e-05	0.0001989365	0.0001115212	0.0004391704	0.001358641	0.001886962	0.0358466	0.580555	0.383599
6034	0	-21.1399	-57.9074	36.7676	0.0008352822	0.0006625953	0.001157994	0.001694432	3.066379e-05	0.0005844583	0.122052	0.479015	0.398932
6035	1	-19.1995	-56.9292	37.7297	3.326657e-05	0.0001989365	0.0001115212	0.0004391704	0.001057325	0.001886962	0.247308	0.365585	0.387107
6036	0	-19.4306	-56.627	37.1964	6.372271e-05	0.0006625953	0.001157994	0.001914119	3.066379e-05	0.0005844583	0.143791	0.564331	0.291878
6037	1	-18.675	-56.3243	37.6494	3.326657e-05	0.0006417888	0.0001579674	0.0007013619	0.0004092039	0.001886962	0.0262951	0.0388709	0.934834
6038	0	-19.3956	-54.5963	35.2007	1.688462e-05	0.0006625953	0.001192675	0.004991897	1.908383e-05	9.900106e-05	0.598931	0.264347	0.136723
6039	1	-18.932	-56.8494	37.9174	3.326657e-05	0.000106757	0.0003273907	0.0007013619	0.000864528	0.00145223	0.0262951	0.0388709	0.934834
6040	0	-18.7638	-55.8982	37.1344	2.669889e-05	0.0006036947	0.001192675	0.002451552	3.587577e-06	0.0002150847	0.48626	0.31464	0.199099
6041	1	-18.7783	-56.8398	38.0616	1.485127e-05	7.737956e-05	0.0001896675	0.0007013619	0.000864528	0.00145223	0.0937954	0.138654	0.767551
6042	0	-19.6933	-56.3427	36.6494	0.0002455876	0.0001907015	0.001192675	0.002451552	3.587577e-06	0.001033476	0.561239	0.363156	0.0756055
6043	1	-19.5294	-57.3053	37.776	1.201951e-05	1.669714e-05	0.0006207628	0.0007013619	0.000864528	0.00145223	0.0937954	0.138654	0.767551
6044	0	-19.2925	-54.8116	35.5192	0.0002455876	0.0001731709	0.001370688	0.004217914	1.617429e-05	0.0005486829	0.265565	0.171837	0.562598
6045	1	-19.0816	-56.9171	37.8354	0.0005668472	5.846404e-06	0.0004185661	0.0003891827	0.0007584156	0.00145223	0.013386	0.150957	0.835657
6046	0	-19.4114	-54.9273	35.5158	0.0002455876	0.0001731709	0.001370688	0.004217914	2.043569e-05	0.0005486829	0.499527	0.15593	0.344543
6047	1	-20.2449	-58.4491	38.2042	0.0008473714	1.847689e-05	0.0001801929	0.0003271678	0.0007584156	0.0009848501	0.013386	0.150957	0.835657
6048	0	-20.7625	-57.4199	36.6575	0.0002455876	0.0001731709	0.001370688	0.002736433	3.261334e-05	0.0005486829	0.395908	0.0419445	0.562147
6049	1	-21.2338	-59.5811	38.3472	0.0008473714	7.20307e-05	0.0001801929	8.954284e-05	0.0007584156	0.0009848501	0.0253676	0.740195	0.234437
6050	0	-20.6546	-56.2738	35.6192	1.553308e-05	0.001297904	0.001370688	0.002736433	0.0001523968	0.0008705214	0.216196	0.476829	0.306975
6051	1	-22.9416	-59.1135	36.1718	0.0008473714	0.0002136207	5.41472e-05	8.650904e-05	0.0007804227	0.0037501	0.741002	0.0957294	0.163268
6052	0	-22.0163	-57.8814	35.8652	1.553308e-05	0.001297904	0.001960834	0.001787172	0.0001949096	0.0008705214	0.102688	0.545882	0.351431
6053	1	-21.1376	-59.1845	38.0469	0.0008473714	5.265864e-05	5.142967e-05	0.0002644328	0.0007804227	0.001322618	0.469218	0.44884	0.0819414
6054	0	-21.6671	-56.7137	35.0466	0.001036854	0.0003746582	0.001993645	0.002655975	0.0001949096	0.0009243931	0.154929	0.728372	0.116699
6055	1	-23.7683	-60.7136	36.9452	0.000158548	0.0008979808	5.142967e-05	0.001525777	0.0007804227	0.001322618	0.47269	0.445904	0.0814054
6056	0	-21.0287	-56.185	35.1564	0.001036854	0.0003746582	0.002258643	0.002655975	0.0001184647	0.0005945492	0.076975	0.770934	0.15209
6057	1	-24.9409	-60.1571	35.2162	0.0003092628	0.002599774	6.283882e-05	0.001525777	0.0007804227	0.00168399	0.489638	0.256975	0.253387
6058	0	-20.4354	-55.0929	34.6576	0.001036854	0.0006627247	0.002258643	0.003305046	1.112512e-05	0.0004067196	0.103102	0.669979	0.226919
6059	1	-20.2886	-57.3215	37.0329	0.0003131045	0.0001551918	6.283882e-05	0.001525777	0.0007804227	0.001786636	0.239417	0.0571402	0.703443
6060	0	-25.1125	-56.209	31.0965	0.002802607	0.001381814	0.002258643	0.005234928	1.112512e-05	0.000575194	0.109462	0.711306	0.179232
6061	1	-23.4102	-59.384	35.9739	5.732267e-05	0.001773987	6.283882e-05	0.001525777	0.0007804227	0.001786636	0.592268	0.175084	0.232648
6062	0	-25.2959	-56.804	31.5082	0.002802607	0.000778479	0.002258643	0.005234928	0.0003389548	0.0003208999	0.189883	0.747705	0.0624121
6063	1	-19.9228	-56.7375	36.8147	5.732267e-05	0.001773987	0.0001715451	0.0001170827	0.0007804227	0.00200438	0.268426	0.0793513	0.652223
6064	0	-19.6628	-54.4794	34.8166	0.0001903924	0.000778479	0.0007480185	0.005234928	4.50889e-05	0.0004795769	0.417767	0.444918	0.137315
6065	1	-20.0286	-57.2717	37.2431	1.572056e-05	0.0005396572	9.037165e-05	0.0009228585	0.0007804227	0.00200438	0.139782	0.520574	0.339644
6066	0	-23.1243	-56.747	33.6227	0.000809593	0.000778479	0.0004522068	0.005866757	0.000226207	0.0008797209	0.240726	0.580206	0.179069
6067	1	-19.4274	-56.2112	36.7837	0.0003337086	0.0005396572	0.0001030674	0.0003570193	0.0007804227	0.002830784	0.0223623	0.0832811	0.894357
6068	0	-21.7025	-56.5579	34.8554	0.0003552614	0.0005368291	0.0002160991	0.005866757	6.461299e-05	0.0003869654	0.242715	0.624749	0.132536
6069	1	-18.4737	-56.352	37.8783	0.0003337086	0.0005396572	4.167466e-05	0.0003130488	0.0007804227	0.001527451	0.0218115	0.10586	0.872329
6070	0	-22.1981	-56.6514	34.4533	0.00191492	0.0005368291	0.001929427	0.003111247	6.461299e-05	0.0003869654	0.272269	0.278403	0.449328
6071	1	-18.4536	-56.7538	38.3002	0.0003368331	0.000109104	3.482969e-05	0.0002043267	0.0007804227	0.001527451	0.239881	0.374164	0.385954
6072	0	-21.0827	-54.6493	33.5666	0.00191492	0.0001428436	0.001929427	0.004709605	6.461299e-05	0.0003238387	0.305509	0.688604	0.0058871
6073	1	-18.5135	-56.6626	38.149	0.0002362812	0.0003738148	6.517278e-05	0.0002043267	0.0007804227	0.001527451	0.0199513	0.482424	0.497625
6074	0	-20.2908	-54.5329	34.242	7.059687e-05	0.000856896	0.001588704	0.004709605	0.0001378584	0.0008522777	0.231299	0.764244	0.0044571
6075	1	-17.8742	-56.0556	38.1814	0.0002362812	0.0003738148	6.517278e-05	0.0001279935	0.000815135	0.001527451	0.00361197	0.113296	0.883092
6076	0	-18.8884	-55.6536	36.7651	0.000198735	0.0001954514	0.001588704	0.002579199	1.098782e-05	0.0003955214	0.690712	0.295978	0.0133099
6077	1	-18.5711	-56.9754	38.4042	0.0002362812	0.0001763702	0.0005049726	4.878923e-05	0.0003651359	0.001527451	0.0420661	0.361734	0.5962
6078	0	-19.5061	-56.085	36.5789	0.0004976696	0.0001361804	0.001588704	0.002579199	1.098782e-05	0.0003955214	0.682698	0.231049	0.0862535
6079	1	-18.475	-56.8016	38.3266	8.405052e-05	0.0001940153	0.0005049726	4.878923e-05	0.0003651359	0.00176196	0.064376	0.50025	0.435374
6080	0	-23.2666	-57.166	33.8993	0.0004976696	0.0001361804	0.003323704	0.003283297	1.1236e-06	0.001414999	0.00619482	0.723655	0.27015
6081	1	-21.865	-58.4566	36.5916	0.001160532	4.024681e-05	0.0001280497	5.794811e-05	0.0003651359	0.003440001	0.224226	0.516849	0.258925
6082	0	-21.1166	-56.2023	35.0857	0.001651931	0.001083729	0.0006567076	0.003283297	1.723076e-07	0.0004542918	0.00477498	0.557794	0.437431
6083	1	-20.9127	-57.5113	36.5986	0.001160532	0.0001090282	1.929538e-05	8.891011e-05	0.0003651359	0.003440001	0.0502676	0.298226	0.651506
6084	0	-18.9897	-55.0774	36.0876	0.0006595533	0.000487049	0.0006567076	0.003283297	2.314038e-07	0.0007537041	0.00465339	0.916222	0.0791242
6085	1	-20.088	-56.9431	36.855	0.0008432669	0.0001158599	0.0003602656	0.0008544788	0.0005777855	0.00210122	0.0522395	0.270696	0.677065
6086	0	-19.2226	-54.3932	35.1706	0.0006595533	0.00109263	0.0006567076	0.004352939	1.531982e-07	0.0002587867	0.0142925	0.805017	0.18069
6087	1	-19.5915	-56.8546	37.2631	0.0008432669	7.830576e-05	0.0003602656	0.0003443501	0.0006002936	0.00210122	0.091875	0.476079	0.432046
6088	0	-20.3727	-55.0773	34.7046	0.0006595533	0.00109263	0.0006567076	0.004383112	4.790897e-09	0.000828567	0.124738	0.848993	0.0262685
6089	1	-19.8362	-57.3251	37.4889	0.000879552	7.830576e-05	3.335757e-05	0.0003443501	0.0006002936	0.00210122	0.210714	0.609538	0.179748
6090	0	-24.3068	-61.3199	37.0131	0.001322292	0.00109263	0.0006567076	0.0009376102	4.790897e-09	0.0006402095	0.183912	0.68762	0.128468
6091	1	-22.2957	-58.9296	36.6339	0.0002180227	0.001856067	1.753511e-05	0.0003443501	0.0006002936	0.00210122	0.122548	0.799011	0.0784414
6092	0	-23.8773	-62.0169	38.1396	0.001232689	5.711406e-05	0.0006567076	0.0009376102	4.790897e-09	0.0003155169	0.0423552	0.650982	0.306663
6093	1	-23.6346	-59.7569	36.1222	0.0002180227	0.0005877653	0.0003554675	0.00178715	0.0007464104	0.00210122	0.149494	0.754817	0.0956893
6094	0	-16.9201	-53.9838	37.0637	0.0001391502	9.512696e-05	0.0006567076	0.003413552	4.34747e-09	0.0002798409	0.0727173	0.791338	0.135945
6095	1	-18.0752	-55.552	37.4768	0.0002180227	0.0007664997	3.936506e-05	0.0001811766	0.0007464104	0.00210122	0.00407668	0.0205837	0.97534
6096	0	-19.2561	-55.0399	35.7838	0.0009298347	9.512696e-05	0.0006567076	0.004270141	4.34747e-09	0.0002798409	0.658714	0.291252	0.0500345
6097	1	-20.3373	-56.9016	36.5642	0.0002180227	0.0007664997	0.0003200203	0.001074988	0.0007464104	0.00210122	0.00407668	0.0205837	0.97534
6098	0	-23.4061	-55.7923	32.3862	0.0006291562	0.0002871697	0.001317617	0.00809061	1.355182e-08	0.0002798409	0.592285	0.26188	0.145835
6099	1	-20.332	-56.6495	36.3175	0.0002180227	0.001184185	0.0001057207	6.080427e-05	0.0007464104	0.003229538	0.00407668	0.0205837	0.97534
6100	0	-19.6425	-53.7924	34.1499	0.0006291562	3.033165e-05	0.001317617	0.006077579	1.355182e-08	0.0002798409	0.0481032	0.482523	0.469374
6101	1	-20.7504	-57.6467	36.8963	0.0002180227	0.001184185	0.0004328125	0.0006357003	0.0007464104	0.001582705	0.00290363	0.302407	0.694689
6102	0	-17.7641	-53.4172	35.6531	0.0001197451	0.0001452057	0.001323916	0.00453103	8.924502e-08	0.0002798409	0.167572	0.436987	0.395441
6103	1	-21.0404	-58.1303	37.0899	0.0002180227	0.001184185	0.0002524843	0.0001855017	0.000228233	0.00248217	0.0143241	0.642691	0.342985
6104	0	-19.9858	-57.5128	37.5271	0.0005348854	0.0001452057	0.001323916	0.001698186	2.699418e-08	0.0002857196	0.37127	0.502869	0.125862
6105	1	-22.1196	-58.0226	35.903	0.0003797496	0.001075197	0.0002524843	0.0008387153	0.0005460379	0.00298602	0.0110611	0.496285	0.492654
6106	0	-19.8041	-53.4663	33.6622	0.0005348854	0.0001191015	0.001323916	0.006697968	5.818473e-07	0.0002857196	0.116752	0.878921	0.00432709
6107	1	-22.1	-58.0105	35.9104	0.0003797496	0.001075197	0.0002428962	0.0008387153	0.0005460379	0.00298602	0.0427449	0.463841	0.493414
6108	0	-18.6059	-54.406	35.8	0.0005348854	3.979716e-05	0.001359064	0.003751971	0.0002392555	0.0002857196	0.230099	0.697588	0.072313
6109	1	-24.0733	-58.8991	34.8257	0.001540889	0.001075197	0.001158878	0.0008387153	0.0005460379	0.002304979	0.051017	0.360083	0.5889
6110	0	-19.2763	-55.7379	36.4616	0.0006111357	3.979716e-05	0.001359064	0.002979322	0.0002392555	0.0001307301	0.392289	0.561207	0.0465043
6111	1	-24.5077	-59.1662	34.6585	0.001540889	0.001454117	0.0006908422	0.001390541	0.0002985613	0.002304979	0.051017	0.360083	0.5889
6112	0	-19.7253	-55.759	36.0337	0.0002371821	0.001139491	0.001359064	0.002979322	6.416241e-05	0.0001307301	0.608938	0.361136	0.0299255
6113	1	-25.3425	-59.5698	34.2274	0.001540889	0.002009	0.0006908422	0.001390541	0.0002985613	0.002304979	0.181545	0.240822	0.577634
6114	0	-19.8566	-56.3513	36.4947	0.0002371821	4.850612e-05	0.0007288571	0.003698417	0.0004729085	0.0001307301	0.608938	0.361136	0.0299255
6115	1	-21.5485	-57.3637	35.8152	0.0003287195	0.001830088	0.0002160929	0.0008954362	0.0006158214	0.002304979	0.0451626	0.00891276	0.945925
6116	0	-23.3811	-57.5795	34.1984	0.0002371821	0.002689811	0.001043059	0.003698417	0.0004729085	0.0001307301	0.608938	0.361136	0.0299255
6117	1	-20.7137	-56.9356	36.2219	0.000487604	0.0008662436	0.0002325953	0.0008954362	0.0006158214	0.002570045	0.0451626	0.00891276	0.945925
6118	0	-20.1742	-55.7487	35.5745	0.001040687	0.0005083657	0.001043059	0.003698417	9.8266e-05	0.000112158	0.66053	0.313492	0.0259775
6119	1	-22.4399	-58.3788	35.9389	0.0007009629	0.0008662436	0.0003834568	0.0008954362	0.0006158214	0.002570045	0.690792	0.00288625	0.306322
6120	0	-18.5983	-56.1597	37.5614	0.0002282456	0.0001406486	0.0007414114	0.00262305	9.8266e-05	0.000112158	0.440885	0.486692	0.0724234
6121	1	-20.7181	-57.2302	36.5122	0.0001756798	0.0005312887	0.0003317057	0.001069626	0.0006158214	0.002570045	0.393663	0.00107137	0.605266
6122	0	-22.2645	-57.3465	35.082	0.0002060866	0.002304061	0.001173214	0.00262305	9.8266e-05	0.0007301439	0.630259	0.26621	0.103532
6123	1	-22.0868	-57.948	35.8612	0.001013475	0.0005312887	0.0003317057	0.001069626	0.0006158214	0.002570045	0.468281	0.00127445	0.530444
6124	0	-26.0737	-61.2237	35.15	0.0007684668	0.002304061	0.0003607609	0.002292573	0.0007304261	0.0005910808	0.246353	0.354972	0.398675
6125	1	-23.3884	-58.8093	35.4209	0.001013475	0.0005312887	0.0007570196	0.0008447007	0.0009821508	0.002570045	0.526674	0.00143337	0.471893
6126	0	-22.8991	-58.219	35.3198	0.0008174	6.874698e-05	0.000289172	0.004331923	0.0007304261	0.0005910808	0.245479	0.353712	0.400809
6127	1	-22.7334	-58.5895	35.8561	5.926212e-05	0.0003459024	0.0007570196	0.001472055	0.0009342411	0.002570045	0.526674	0.00143337	0.471893
6128	0	-21.0532	-56.7061	35.6528	0.0008174	0.000550537	0.000289172	0.004331923	6.669365e-05	0.0003444669	0.198813	0.375589	0.425598
6129	1	-19.3279	-56.6415	37.3137	3.466224e-05	0.0003459024	0.0005191522	0.0003283058	0.0004645503	0.002570045	0.481596	0.00156988	0.516834
6130	0	-22.7443	-56.8915	34.1471	0.0008174	0.000550537	0.0009692273	0.004331923	8.299954e-05	0.001585978	0.103755	0.482423	0.413822
6131	1	-18.5354	-56.2341	37.6987	3.466224e-05	6.195713e-05	0.0005191522	0.000116694	0.0004645503	0.002570045	0.481596	0.00156988	0.516834
