Iteration	Replicate_ID	Posterior	Likelihood	Prior	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
2685	1	-23.6292	-59.7166	36.0874	0.001082616	0.0009572497	0.0005478365	0.0001661249	0.000220362	0.002866672	0.548078	0.262621	0.1893
2686	0	-18.9915	-56.3325	37.341	9.694516e-05	8.931265e-05	0.0004016064	0.003060996	8.664408e-06	0.0005699439	0.59886	0.3293	0.0718402
2687	1	-20.747	-57.9121	37.1651	0.0004710658	0.0009572497	0.0007942991	0.0001661249	0.000220362	0.001844755	0.0827982	0.173009	0.744193
2688	0	-19.0965	-56.3962	37.2998	9.694516e-05	0.0001227569	0.0004016064	0.003060996	5.634053e-06	0.0005925608	0.58646	0.322481	0.0910588
2689	1	-23.2111	-59.0605	35.8494	0.0004710658	0.0009572497	0.0002662979	6.586348e-05	0.001559839	0.002826815	0.189554	0.417281	0.393165
2690	0	-20.4391	-55.3351	34.896	0.0001565014	0.0008410395	0.002717525	0.003060996	5.634053e-06	0.0005925608	0.219772	0.746105	0.0341236
2691	1	-24.5937	-60.131	35.5373	0.0004710658	0.0006413733	0.0007249877	0.0003247854	0.001559839	0.002826815	0.327986	0.380425	0.291589
2692	0	-18.6472	-55.3709	36.7237	0.0001565014	0.0008410395	0.0008345877	0.002708083	2.219619e-05	0.0004595535	0.374792	0.577901	0.0473077
2693	1	-22.9484	-58.8241	35.8756	0.0004710658	0.0006413733	0.001123436	0.0006170267	0.0004336838	0.002826815	0.327986	0.380425	0.291589
2694	0	-19.3719	-55.1582	35.7863	0.0003445512	0.0009735762	0.001624667	0.002708083	5.68749e-05	0.0005206184	0.133317	0.801104	0.0655794
2695	1	-24.3943	-60.2703	35.876	0.0005726443	0.001886844	0.001123436	0.0006170267	0.0003690541	0.001543981	0.776364	0.0913609	0.132275
2696	0	-20.0095	-55.7994	35.7899	0.0003445512	0.0009735762	0.001725633	0.002708083	3.715138e-05	0.0004347795	0.415813	0.379645	0.204542
2697	1	-22.6769	-59.238	36.5611	0.0009917143	7.813929e-05	0.0007311914	0.001517169	0.0003690541	0.001543981	0.768581	0.0945404	0.136878
2698	0	-18.9077	-55.276	36.3683	0.0002242327	0.0009735762	0.001010249	0.002998718	3.715138e-05	0.0002353637	0.389293	0.408612	0.202096
2699	1	-23.2401	-58.4963	35.2562	0.0009917143	0.001173704	0.001245669	0.001609106	0.0003464417	0.001543981	0.317263	0.0390253	0.643712
2700	0	-19.379	-54.86	35.481	0.0001509309	0.000478218	0.001010249	0.004571187	0.0002818586	0.0001288986	0.326937	0.503339	0.169724
2701	1	-25.9422	-59.7493	33.8071	0.003271651	0.0003796577	0.001245669	0.001988238	0.0003464417	0.001543981	0.260756	0.273688	0.465556
2702	0	-21.9105	-56.4282	34.5177	0.001414245	0.000478218	0.001010249	0.004571187	0.0002818586	0.0001053616	0.661157	0.286545	0.0522977
2703	1	-22.8202	-58.2119	35.3917	0.001489578	0.0003796577	0.001245669	0.001988238	8.907529e-05	0.001543981	0.161422	0.18786	0.650717
2704	0	-22.0231	-55.5878	33.5647	0.001414245	0.001488281	0.001010249	0.004571187	9.681208e-05	0.0005068729	0.374035	0.503076	0.122889
2705	1	-20.9413	-57.8521	36.9109	0.0006801896	0.0003796577	0.001245669	0.0008980735	0.0001109238	0.001466491	0.161422	0.18786	0.650717
2706	0	-20.8577	-55.4189	34.5613	0.001414245	6.365492e-05	0.001129624	0.004571187	9.681208e-05	0.0005295458	0.577634	0.248354	0.174012
2707	1	-22.1622	-59.5792	37.417	0.0004102041	0.000874603	0.001245669	0.0005383712	0.0001109238	0.0009498177	0.289078	0.0837099	0.627212
2708	0	-19.4154	-54.1674	34.752	0.0001817681	0.0009746102	0.001129624	0.004571187	0.0001728342	0.0005295458	0.169505	0.796599	0.0338964
2709	1	-21.6447	-59.2532	37.6086	0.0004102041	0.0001441921	0.001729549	0.0005383712	0.0001109238	0.0009498177	0.253445	0.0733915	0.673164
2710	0	-22.6624	-55.4936	32.8312	0.002347255	0.0009746102	0.001129624	0.00507103	0.0001728342	0.0003363107	0.172147	0.808669	0.0191835
2711	1	-21.3398	-59.1332	37.7934	0.0008215704	6.665816e-05	0.0008347577	0.0008614894	0.0001109238	0.0009498177	0.309215	0.160192	0.530592
2712	0	-22.6548	-56.0444	33.3897	0.002128385	0.0003482349	0.001129624	0.004715898	0.0003015733	0.000689241	0.314198	0.66991	0.0158919
2713	1	-24.6442	-61.5823	36.9381	0.0008215704	0.0008056295	0.0001281861	0.001401186	0.0006396401	0.0009498177	0.0694008	0.80527	0.12533
2714	0	-22.1426	-57.1501	35.0075	0.002128385	0.0003744839	0.001129624	0.002671128	0.0003015733	0.0006255147	0.191423	0.801007	0.0075698
2715	1	-22.5105	-60.1299	37.6195	0.0005665408	0.0009823975	0.000263415	0.0006412393	0.000465635	0.0009498177	0.215328	0.395815	0.388857
2716	0	-18.6757	-55.3898	36.7141	0.0003518559	0.0003744839	0.001129624	0.002671128	0.0002266213	0.000280517	0.120234	0.87153	0.00823627
2717	1	-23.8013	-60.2145	36.4132	0.0005665408	0.0003838669	0.002273705	0.0006934162	0.0005542155	0.0009498177	0.217404	0.142879	0.639717
2718	0	-19.3287	-55.4992	36.1705	2.583314e-05	0.0003744839	0.002155351	0.002671128	0.0002266213	0.000280517	0.0416512	0.949377	0.00897195
2719	1	-23.2729	-59.1033	35.8304	0.0004619369	0.0003838669	0.002273705	0.001612256	0.0004104992	0.001029387	0.273306	0.132673	0.594022
2720	0	-22.705	-57.5948	34.8898	0.0009527778	0.001775076	0.001020334	0.002671128	0.0002266213	0.0007362772	0.469639	0.424377	0.105984
2721	1	-24.0558	-60.3221	36.2664	0.0006897621	0.0003838669	0.002868633	0.0004844077	0.0001544604	0.001029387	0.301068	0.0445684	0.654363
2722	0	-21.1376	-56.6939	35.5563	0.0009527778	0.0002058533	0.001731722	0.002671128	0.0002266213	0.0007362772	0.420579	0.484508	0.094913
2723	1	-26.2605	-60.5167	34.2562	0.0006897621	0.0009098918	0.002868633	0.000797959	0.0005578199	0.002373681	0.599039	0.0283473	0.372613
2724	0	-19.6648	-55.9601	36.2953	9.334346e-05	9.215963e-05	0.001731722	0.002671128	0.0002266213	0.0007583424	0.366142	0.55123	0.082628
2725	1	-21.6033	-58.1003	36.497	0.000866288	0.0009098918	0.0009709341	0.0006469413	0.0004159748	0.001503598	0.210276	0.0558321	0.733892
2726	0	-18.4738	-54.8354	36.3616	0.0006245401	7.192792e-05	0.000969326	0.003494014	3.953585e-05	0.0002885844	0.554739	0.320071	0.125189
2727	1	-20.8998	-57.7702	36.8704	0.0002030426	0.0009098918	0.0009709341	0.0006606184	0.0005850426	0.001503598	0.193573	0.0301578	0.776269
2728	0	-22.0162	-56.8369	34.8207	0.001449897	0.0002099893	0.000969326	0.00324839	9.04812e-05	0.001503081	0.116697	0.856968	0.0263353
2729	1	-22.1726	-58.1034	35.9309	0.0004001539	0.0009098918	0.0009709341	0.0001638592	0.0005850426	0.003012417	0.417859	0.0774382	0.504703
2730	0	-24.02	-58.4055	34.3855	0.001435181	0.00154824	0.001002921	0.002451385	9.04812e-05	0.001503081	0.255704	0.618252	0.126044
2731	1	-23.6081	-58.5751	34.967	0.0007705602	0.002232188	0.0001637997	0.0001638592	0.0009400798	0.003012417	0.408154	0.0988632	0.492982
2732	0	-22.3629	-57.476	35.1131	0.001268443	0.0006145918	0.001155653	0.002451385	0.0001016533	0.001503081	0.0456542	0.792731	0.161615
2733	1	-22.755	-58.3484	35.5934	0.0007705602	0.001019273	6.006862e-05	0.000674204	0.0009400798	0.003012417	0.437178	0.152281	0.41054
2734	0	-20.6984	-56.7993	36.1009	0.001268443	0.0006145918	0.001155653	0.002451385	0.0001016533	0.0002317594	0.236214	0.444402	0.319384
2735	1	-22.4783	-58.3464	35.8681	0.0007705602	0.0006781888	4.765454e-05	0.000674204	0.0009400798	0.003012417	0.380751	0.298826	0.320423
2736	0	-21.7044	-57.3123	35.6079	0.001268443	0.001249119	0.001155653	0.002451385	0.0001016533	0.0002317594	0.273	0.357877	0.369123
2737	1	-26.0154	-60.4686	34.4532	0.002419911	0.0009281147	4.765454e-05	0.0005960058	0.0009400798	0.003012417	0.383816	0.487021	0.129163
2738	0	-22.4728	-58.6712	36.1984	0.0006931972	0.0006412773	0.001155653	0.002451385	0.0005226004	0.0002338908	0.422578	0.221516	0.355906
2739	1	-25.1922	-60.3079	35.1157	0.001383297	0.0009281147	4.765454e-05	0.00182746	0.0009400798	0.001964891	0.0709055	0.746139	0.182955
2740	0	-21.6331	-57.5122	35.8791	0.000964701	0.0006412773	0.00173494	0.002451385	8.278151e-05	0.0002338908	0.641527	0.174017	0.184455
2741	1	-23.6601	-59.1104	35.4503	0.0006681876	0.0009281147	0.0003321116	0.00182746	0.0009400798	0.001964891	0.135985	0.344543	0.519473
2742	0	-21.274	-57.4215	36.1475	0.0007570371	0.0006450629	0.00173494	0.002451385	8.278151e-05	9.228465e-05	0.562714	0.275492	0.161794
2743	1	-26.0973	-60.7712	34.6739	0.0006681876	0.0009281147	0.0005712037	0.002631225	0.0009400798	0.00192132	0.513189	0.292481	0.19433
2744	0	-19.9057	-56.7979	36.8922	0.0008618469	0.0006450629	0.0006717519	0.002451385	8.278151e-05	9.228465e-05	0.0722476	0.896167	0.0315857
2745	1	-24.3404	-59.9674	35.627	0.0006681876	0.0009281147	0.0006671784	0.002806276	0.0009400798	0.0004235293	0.379035	0.216023	0.404942
2746	0	-18.9119	-56.2012	37.2893	0.0002611556	0.0006450629	0.0007613475	0.002451385	8.278151e-05	9.228465e-05	0.085702	0.88317	0.0311276
2747	1	-26.9719	-59.0008	32.0289	0.0006681876	0.0009281147	0.002649631	0.005454777	0.0009400798	0.0004235293	0.287748	0.404836	0.307416
2748	0	-22.9914	-59.3054	36.314	0.001805036	6.559456e-05	0.0007613475	0.002451385	0.0004132921	5.252015e-05	0.384072	0.450547	0.165381
2749	1	-21.7061	-55.1488	33.4427	0.0003037829	0.0001703207	0.002649631	0.005454777	0.0002426486	0.0004235293	0.274622	0.644518	0.0808597
2750	0	-20.5614	-57.9879	37.4265	0.0001148375	0.0002697972	0.0007568915	0.002451385	0.0004132921	0.0001111599	0.0554025	0.33016	0.614437
2751	1	-21.9603	-54.9069	32.9466	0.001255035	8.989163e-06	0.002624973	0.005454777	0.0001158403	0.0004235293	0.0524989	0.811257	0.136244
2752	0	-18.9456	-55.4868	36.5412	0.0001148375	0.0002697972	0.001502827	0.002451385	9.050578e-05	0.000827408	0.135558	0.807832	0.0566094
2753	1	-21.3608	-54.4258	33.065	0.001255035	0.0005331738	0.001822158	0.005454777	4.604257e-05	0.0006196639	0.0361173	0.870152	0.0937311
2754	0	-19.0085	-55.4872	36.4787	1.396063e-05	0.0002697972	0.001502827	0.002451385	9.050578e-05	0.001008795	0.0053414	0.946339	0.0483198
2755	1	-22.5681	-55.366	32.7979	0.001255035	0.0005331738	0.001822158	0.005454777	0.0002049632	0.0008044422	0.0682637	0.86655	0.0651861
2756	0	-20.3768	-54.6483	34.2715	1.244355e-05	0.0002697972	0.001223813	0.005586283	7.685134e-05	0.001008795	0.0457546	0.540336	0.413909
2757	1	-19.159	-53.5137	34.3546	0.0001827429	0.0003000154	0.001822158	0.005454777	0.0001049325	0.000206355	0.0682637	0.86655	0.0651861
2758	0	-19.3482	-56.7608	37.4127	2.802832e-05	0.0001216968	0.001182854	0.001716965	7.685134e-05	0.001008795	0.0737782	0.87128	0.0549417
2759	1	-19.0396	-55.2571	36.2175	0.0001827429	0.0003000154	0.0006913572	0.003436254	0.00022973	0.0008332724	0.0945829	0.865241	0.0401759
2760	0	-19.7481	-56.2378	36.4898	8.344104e-05	0.001008201	0.0004067077	0.003016684	7.685134e-05	0.0007311338	0.0737782	0.87128	0.0549417
2761	1	-20.9343	-56.9173	35.983	0.0001827429	0.0005201262	0.0003974865	0.003821139	0.0002204156	0.0008332724	0.00555842	0.294705	0.699737
2762	0	-19.7508	-55.0741	35.3233	9.575835e-05	0.0003233317	0.001048564	0.00419384	3.807912e-05	0.001124731	0.0747777	0.461385	0.463837
2763	1	-20.7884	-55.7664	34.978	0.0001827429	0.0003259293	0.0003974865	0.005220082	0.0002916639	0.0008508408	0.00259546	0.851463	0.145941
2764	0	-22.9888	-57.0699	34.0812	0.00070374	0.0003233317	0.001402169	0.00419384	0.0006751502	0.001124731	0.0510393	0.873123	0.0758374
2765	1	-22.6123	-58.5632	35.9509	0.0001827429	0.0003259293	0.0003974865	0.002986986	0.0006521635	0.001471204	0.0151799	0.321685	0.663135
2766	0	-21.7508	-55.819	34.0682	0.001761458	0.0001918621	0.001121135	0.00419384	4.661883e-05	0.001124731	0.130063	0.676681	0.193256
2767	1	-29.1526	-61.52	32.3674	0.004272839	0.0005025508	0.0003974865	0.002986986	0.0007124944	0.0017563	0.00658326	0.31981	0.673607
2768	0	-20.6548	-56.2629	35.6081	0.0004905397	0.0001023289	0.002118592	0.002601034	2.045238e-05	0.001124731	0.110178	0.573223	0.316599
2769	1	-23.1055	-58.1586	35.0531	0.0002072049	0.0005025508	0.001749342	0.002986986	0.0007124944	0.001013453	0.188333	0.447948	0.363719
2770	0	-24.319	-58.1408	33.8217	0.0004905397	0.002700305	0.001766767	0.002601034	7.347679e-05	0.001124731	0.678406	0.307045	0.0145492
2771	1	-25.6552	-60.69	35.0348	0.0007577677	0.001847348	0.0002706961	0.002593849	0.0007124944	0.001013453	0.188333	0.447948	0.363719
2772	0	-20.6762	-57.3259	36.6497	0.0004905397	0.0001428006	0.0006840938	0.002601034	7.395679e-05	0.001124731	0.678406	0.307045	0.0145492
2773	1	-25.5776	-60.9242	35.3466	0.0007577677	0.001847348	0.0002706961	0.002593849	0.0007124944	0.0006121621	0.161089	0.300585	0.538327
2774	0	-20.314	-57.1671	36.8531	3.236259e-05	0.0005178542	0.0009136667	0.002362876	0.0002095131	0.0008190659	0.67709	0.30645	0.0164599
2775	1	-23.9771	-59.1467	35.1696	0.0007577677	0.001847348	0.001297217	0.002411763	0.0005786212	0.0001294274	0.244587	0.456388	0.299025
2776	0	-21.0895	-57.0896	36.0001	5.963151e-05	0.0005178542	0.001476618	0.00259514	0.0002095131	0.001094512	0.415649	0.249798	0.334553
2777	1	-23.1645	-58.6341	35.4695	0.001839341	0.0009586389	0.001297217	0.002220352	0.0001910796	0.0001294274	0.267786	0.364059	0.368155
2778	0	-23.2716	-59.4806	36.209	0.0002444016	0.001898013	0.0002740894	0.00259514	0.0002095131	0.0004632416	0.560899	0.249331	0.18977
2779	1	-24.7091	-58.3101	33.601	0.0002183938	0.002764217	0.003301459	0.002494379	0.0001330729	0.0001294274	0.227383	0.687593	0.0850248
2780	0	-20.8519	-56.2815	35.4296	0.0002277681	0.001438112	0.00176623	0.00259514	0.0002095131	0.0004506977	0.209127	0.633184	0.157688
2781	1	-25.7145	-58.7319	33.0174	0.0005921343	0.002764217	0.003301459	0.002706359	0.0001330729	0.0002947908	0.537293	0.297617	0.16509
2782	0	-22.5095	-55.2	32.6905	0.001905878	0.0005312986	0.00176623	0.005459944	9.874222e-05	0.0004506977	0.151602	0.579131	0.269267
2783	1	-23.2765	-58.3072	35.0307	0.0005921343	0.0006271789	0.003301459	0.002142179	0.0001330729	0.0004048129	0.0530927	0.56255	0.384358
2784	0	-22.283	-56.0684	33.7854	0.001253181	0.001128039	0.0004808425	0.005459944	3.093076e-05	0.0004506977	0.127381	0.486606	0.386013
2785	1	-26.1158	-59.9135	33.7977	0.0005216384	0.0006271789	0.003301459	0.002142179	0.0005292046	0.001666106	0.0473506	0.131397	0.821252
2786	0	-25.2046	-56.943	31.7385	0.001253181	0.001128039	0.003211613	0.005288593	3.093076e-05	0.000525758	0.156564	0.294172	0.549264
2787	1	-25.619	-59.7643	34.1454	5.864329e-05	0.0008749673	0.00306924	0.002142179	0.0005292046	0.001666106	0.270081	0.0926936	0.637225
2788	0	-18.5673	-54.6253	36.058	5.552964e-05	0.0003246475	0.001261993	0.003635867	7.491701e-05	0.000525758	0.151928	0.315071	0.533001
2789	1	-23.4256	-57.9246	34.4989	5.864329e-05	0.0007542676	0.00306924	0.003232938	0.0003827992	0.0003873933	0.0972137	0.243541	0.659245
2790	0	-19.387	-54.993	35.6059	0.000309123	0.0003246475	0.001261993	0.003635867	0.000403125	0.000525758	0.0692555	0.867518	0.0632266
2791	1	-23.2268	-56.728	33.5012	0.0001781403	0.002050994	0.00318186	0.003232938	4.685478e-05	0.0004785814	0.428228	0.477696	0.094076
2792	0	-25.7449	-60.7566	35.0117	0.0003109593	0.0003246475	0.001261993	0.002720087	0.001500372	0.001107264	0.0692555	0.867518	0.0632266
2793	1	-26.1716	-58.5948	32.4233	0.001065967	0.002251594	0.00318186	0.003232938	0.0003457985	0.0004785814	0.409953	0.457309	0.132738
2794	0	-20.3052	-57.0021	36.697	0.0002072892	5.191816e-05	0.0007909223	0.002720087	0.0006895728	0.0005965312	0.0811682	0.856414	0.0624174
2795	1	-22.8874	-59.1647	36.2774	0.001065967	0.0002064638	0.001799766	0.001705501	0.0003401067	0.0004785814	0.409953	0.457309	0.132738
2796	0	-18.9213	-55.8079	36.8867	0.0002072892	0.0003145678	0.0007909223	0.002720087	0.000356699	0.0004226271	0.0434141	0.923201	0.0333849
2797	1	-21.4627	-58.1054	36.6427	0.001021534	0.0002064638	0.001799766	0.001705501	6.698285e-05	0.0003259707	0.268082	0.529725	0.202194
2798	0	-20.1572	-55.1107	34.9534	0.0001034958	0.0003145678	0.0007909223	0.005564003	0.000356699	0.0001706381	0.395888	0.469554	0.134557
2799	1	-21.2731	-54.5772	33.3042	0.000881619	0.001757116	0.001281951	0.005086589	6.698285e-05	0.0003487373	0.136531	0.760494	0.102975
2800	0	-20.4856	-54.9515	34.4659	0.0001034958	0.0008423631	0.0007909223	0.005564003	0.000356699	0.0002703325	0.140636	0.667953	0.191411
2801	1	-22.2641	-56.5933	34.3292	0.0002303066	0.001757116	0.0006107851	0.005086589	7.021082e-05	0.0003487373	0.266126	0.128655	0.605219
2802	0	-22.5446	-55.7354	33.1908	0.0001034958	0.002483502	0.0007909223	0.005564003	0.000356699	0.0002703325	0.0569187	0.865613	0.0774687
2803	1	-20.612	-55.231	34.619	0.0002303066	0.0001726807	0.001594506	0.005086589	0.0002978951	0.0003487373	0.0612299	0.249846	0.688924
2804	0	-25.0598	-57.4688	32.409	0.002331551	0.002483502	0.0007909223	0.00424792	0.000356699	0.0003644467	0.0643446	0.777761	0.157895
2805	1	-21.0549	-55.3352	34.2802	0.0002303066	0.0001726807	0.001594506	0.005086589	0.0002978951	0.0007847526	0.0998698	0.407514	0.492616
2806	0	-25.573	-59.1851	33.6121	0.002331551	0.002483502	0.001174601	0.002355484	0.0003171043	0.0003644467	0.131101	0.525168	0.343731
2807	1	-24.3236	-58.0611	33.7375	0.0001171731	0.0002948322	0.001594506	0.004491873	0.0002978951	0.002068996	0.0998698	0.407514	0.492616
2808	0	-24.4876	-56.341	31.8534	0.001873767	0.00211363	0.001174601	0.005519106	0.0002446653	0.0003644467	0.116425	0.68767	0.195905
2809	1	-22.3081	-56.9874	34.6793	8.77502e-05	0.001201328	0.002573547	0.003387135	0.0002978951	0.000105497	0.0998698	0.407514	0.492616
2810	0	-26.8378	-60.4226	33.5848	0.00287041	0.00211363	0.001174601	0.002575672	0.0002622994	6.51321e-05	0.404358	0.222705	0.372938
2811	1	-19.2081	-55.4604	36.2522	4.13269e-05	0.0003124869	0.001484351	0.003387135	0.0002978951	0.000105497	0.0800769	0.524937	0.394986
2812	0	-21.9931	-57.4224	35.4293	0.0002431034	0.00211363	0.001174601	0.002575672	0.0002622994	0.0003185086	0.593585	0.326924	0.0794903
2813	1	-20.5936	-56.464	35.8704	3.075352e-05	0.0003124869	0.002131651	0.003241827	0.0002978951	0.000105497	0.201161	0.336584	0.462256
2814	0	-22.4918	-58.6451	36.1533	0.001375532	0.0006130999	0.0006109923	0.002575672	0.0002622994	0.0003185086	0.719094	0.184608	0.0962978
2815	1	-21.626	-59.0224	37.3964	1.806317e-05	0.0003124869	0.0001803807	0.003241827	0.0002978951	0.000105497	0.406405	0.250106	0.343489
2816	0	-23.0921	-57.6224	34.5303	0.0009853023	0.001607002	0.0002224183	0.004514103	0.0001975425	0.0003185086	0.262093	0.702809	0.0350982
2817	1	-20.0702	-54.9752	34.905	1.806317e-05	0.0008482982	0.0009324369	0.004861689	0.0002978951	0.000404218	0.310751	0.426606	0.262643
2818	0	-23.3886	-57.5355	34.1469	0.0009853023	0.001607002	0.0002224183	0.005007607	0.0001975425	0.0003185086	0.234468	0.727666	0.0378654
2819	1	-22.8329	-57.3576	34.5247	0.0001234504	0.0006476936	0.0009324369	0.004405763	0.0005269887	0.001215796	0.437594	0.348097	0.214309
2820	0	-22.0218	-57.3341	35.3123	0.0003091511	0.0008011891	0.0004279297	0.004157377	0.0008243182	0.0003185086	0.234468	0.727666	0.0378654
2821	1	-25.0372	-57.0918	32.0546	0.001031753	0.0006476936	0.002764416	0.005314793	5.681452e-05	0.001215796	0.332802	0.448533	0.218665
2822	0	-20.874	-55.832	34.958	0.0009248566	0.0008011891	0.0005492852	0.004157377	0.0001530009	0.0007086806	0.27336	0.682494	0.0441462
2823	1	-18.6003	-54.8461	36.2459	0.0002994941	0.0006476936	0.0006561269	0.003304348	1.261872e-05	0.0007166265	0.0273633	0.918591	0.0540458
2824	0	-23.4626	-58.0505	34.5879	0.0009248566	0.0005425919	0.0005492852	0.004157377	0.0008879507	0.0007086806	0.352839	0.607843	0.0393175
2825	1	-20.218	-55.3744	35.1564	0.0007059823	0.0006476936	0.002395252	0.002819714	2.809401e-05	0.0004423849	0.0367838	0.861397	0.101819
2826	0	-21.9756	-57.0971	35.1216	0.0004000794	8.186253e-05	0.0008479862	0.004157377	0.0008879507	0.0007086806	0.352839	0.607843	0.0393175
2827	1	-22.7997	-57.7844	34.9846	0.0004406943	0.0006476936	0.002389276	0.002819714	0.0001537215	0.0008090805	0.805176	0.157011	0.037813
2828	0	-20.1158	-56.0991	35.9833	0.0004000794	0.0002952064	0.001701265	0.002649549	0.0002201062	0.0007086806	0.095952	0.591864	0.312184
2829	1	-21.0869	-56.2593	35.1725	0.0004406943	0.0001703102	0.001761717	0.003828083	0.0002153187	0.0006022887	0.734449	0.143219	0.122331
2830	0	-19.9952	-56.3508	36.3557	0.0004000794	0.0005334368	0.0015917	0.002649549	0.0002201062	0.0001007138	0.333329	0.633155	0.0335166
2831	1	-19.3243	-54.5253	35.2009	0.0004406943	0.0001703102	0.001761717	0.003828083	0.0002153187	0.0005656353	0.0682459	0.774674	0.157081
2832	0	-21.0781	-55.3248	34.2467	0.0004845775	0.0005334368	0.002521467	0.004208459	0.0002201062	0.0002418244	0.338834	0.588854	0.0723124
2833	1	-20.9061	-56.063	35.1569	0.0002805819	3.516092e-05	0.001761717	0.003828083	0.0002153187	0.0009175294	0.516473	0.24706	0.236467
2834	0	-18.201	-53.8562	35.6552	0.0004845775	7.632993e-05	0.0007241776	0.004695039	1.470272e-05	0.0004022378	0.338834	0.588854	0.0723124
2835	1	-22.8045	-56.3575	33.553	0.001624716	3.516092e-05	0.001761717	0.004667092	0.0002906462	0.000723358	0.351193	0.336391	0.312417
2836	0	-24.5879	-58.8563	34.2683	0.0004845775	3.749894e-05	0.002308844	0.003224635	0.0002061046	0.001920445	0.503319	0.0685433	0.428138
2837	1	-21.6937	-55.8877	34.194	0.001624716	0.0004853222	0.001244362	0.004667092	0.0001551325	0.0001011602	0.351193	0.336391	0.312417
2838	0	-25.197	-58.7901	33.5932	0.0004845775	0.001993865	0.001130139	0.003315902	0.0002061046	0.001920445	0.150422	0.301625	0.547953
2839	1	-19.3775	-54.3408	34.9633	0.0005218555	0.0004853222	0.001244362	0.004667092	0.0001551325	0.0002138367	0.487309	0.50907	0.00362115
2840	0	-21.071	-55.9347	34.8637	0.0008603457	0.001993865	0.001130139	0.002947758	9.418779e-06	0.0004742652	0.341518	0.544104	0.114378
2841	1	-20.6705	-55.9996	35.3291	0.0005218555	0.0004853222	0.0004067464	0.004667092	2.110061e-05	0.0007146756	0.532554	0.400563	0.066883
2842	0	-19.2518	-55.4062	36.1544	0.0008603457	0.0004352296	0.001130139	0.002947758	6.578447e-06	0.0003745803	0.416609	0.376857	0.206535
2843	1	-22.0276	-56.6238	34.5961	0.001105344	0.0004853222	0.0004067464	0.004667092	0.000381023	0.0007146756	0.215988	0.756886	0.0271257
2844	0	-18.9571	-55.2017	36.2447	0.0008603457	0.0001302296	0.001103851	0.002947758	6.578447e-06	0.0005897063	0.336415	0.496807	0.166778
2845	1	-19.827	-56.92	37.093	0.001054858	6.88652e-05	0.0004067464	0.002666813	4.313687e-05	0.0003061615	0.412918	0.566769	0.0203122
2846	0	-19.9268	-56.1959	36.269	0.0007805625	0.0001523855	0.001655004	0.002947758	6.578447e-06	6.48268e-05	0.124139	0.314284	0.561577
2847	1	-21.008	-57.4078	36.3998	0.0004940496	0.00146264	0.0004067464	0.002666813	0.0001023815	0.0003061615	0.412918	0.566769	0.0203122
2848	0	-20.2609	-57.199	36.9382	0.0007805625	0.0001523855	0.00104172	0.002364937	2.396136e-05	0.0003823333	0.577967	0.152833	0.2692
2849	1	-20.691	-58.4325	37.7415	0.0004940496	7.205092e-05	0.0004067464	0.001798466	0.0001023815	0.0008382954	0.301695	0.683464	0.0148409
2850	0	-22.5353	-58.2688	35.7334	0.0007805625	0.0002122673	0.001884866	0.002617627	0.0004187788	0.0003823333	0.576029	0.166949	0.257023
2851	1	-20.9007	-55.1365	34.2358	0.0004940496	0.0006362971	0.00226839	0.003971598	0.0001192161	0.0007343866	0.301695	0.683464	0.0148409
2852	0	-21.7105	-58.4832	36.7727	8.662859e-05	0.0002122673	0.00174389	0.001804764	8.468726e-05	0.001026637	0.646261	0.0653796	0.28836
2853	1	-20.6376	-55.3498	34.7122	0.0004940496	0.0006362971	0.001476789	0.003971598	0.0002976396	0.0007343866	0.334134	0.651715	0.0141515
2854	0	-23.765	-59.1125	35.3475	0.0003104844	0.0002102795	0.00174389	0.001804764	8.468726e-05	0.00263903	0.658466	0.0666143	0.27492
2855	1	-18.0442	-54.0311	35.987	0.0002274622	0.0006362971	0.0008109771	0.003971598	7.063103e-05	0.0002531667	0.279809	0.70834	0.0118507
2856	0	-21.6256	-57.9638	36.3382	0.0004669705	0.0002102795	0.00174389	0.001804764	6.058868e-05	0.001231526	0.330617	0.130559	0.538823
2857	1	-19.2864	-55.1146	35.8282	0.0001129943	0.0006362971	0.0008109771	0.003971598	0.0003894031	0.0002531667	0.171087	0.671634	0.157279
2858	0	-21.9308	-58.6345	36.7037	0.0004669705	5.210816e-05	0.002052237	0.0009643251	0.0002804533	0.001231526	0.276075	0.339289	0.384635
2859	1	-19.3518	-54.4448	35.093	0.0001129943	9.342121e-05	0.001195183	0.00498018	0.0003894031	0.0003495225	0.156754	0.615369	0.227877
2860	0	-21.4561	-59.1239	37.6678	0.0004669705	0.0004766831	0.0009289416	0.0004444081	0.0002582834	0.001231526	0.560555	0.14179	0.297655
2861	1	-19.7791	-54.1901	34.411	0.0006144463	1.52163e-05	0.001195183	0.005885536	0.00014433	0.0001437455	0.156754	0.615369	0.227877
2862	0	-27.141	-62.3355	35.1945	0.003011062	0.001351521	0.0009289416	0.0004444081	2.262112e-05	0.001231526	0.118862	0.669838	0.211299
2863	1	-21.9299	-55.2614	33.3315	6.257612e-05	1.52163e-05	0.001195183	0.00711969	0.0001659998	0.0008291739	0.358655	0.468727	0.172618
2864	0	-23.466	-60.4588	36.9928	0.000696558	0.001351521	0.0009289416	0.0004444081	2.262112e-05	0.001231526	0.0584853	0.329589	0.611925
