Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu_morpho
5046	0	-61.3456	-61.3437	-0.00187913	0.001879127
5047	1	-62.4355	-62.4327	-0.00278637	0.002786369
5048	0	-61.3464	-61.3445	-0.0019099	0.001909901
5049	1	-61.745	-61.7426	-0.00240324	0.002403236
5050	0	-61.4118	-61.4101	-0.00170078	0.001700778
5051	1	-61.4358	-61.4336	-0.00212201	0.002122011
5052	0	-61.4469	-61.4453	-0.00165861	0.001658606
5053	1	-61.612	-61.6096	-0.00230225	0.002302247
5054	0	-61.4469	-61.4453	-0.00165861	0.001658606
5055	1	-61.4878	-61.4862	-0.00161862	0.001618616
5056	0	-62.2204	-62.2177	-0.00268153	0.002681535
5057	1	-61.5417	-61.5394	-0.00223993	0.002239929
5058	0	-62.2204	-62.2177	-0.00268153	0.002681535
5059	1	-61.3462	-61.3444	-0.00186636	0.001866359
5060	0	-61.346	-61.3441	-0.00190427	0.001904272
5061	1	-61.3462	-61.3444	-0.00186636	0.001866359
5062	0	-63.0438	-63.0427	-0.00107336	0.001073364
5063	1	-61.3462	-61.3444	-0.00186636	0.001866359
5064	0	-63.0438	-63.0427	-0.00107336	0.001073364
5065	1	-61.3462	-61.3444	-0.00186636	0.001866359
5066	0	-62.012	-62.0107	-0.00134057	0.001340572
5067	1	-61.3948	-61.3927	-0.00205899	0.002058993
5068	0	-61.9184	-61.9171	-0.00137612	0.001376125
5069	1	-61.3468	-61.3449	-0.00191471	0.001914708
5070	0	-61.6759	-61.6744	-0.00148905	0.00148905
5071	1	-62.6006	-62.5994	-0.00116888	0.001168879
5072	0	-63.6707	-63.6698	-0.000965147	0.0009651466
5073	1	-62.6006	-62.5994	-0.00116888	0.001168879
5074	0	-61.571	-61.5695	-0.00155362	0.001553625
5075	1	-61.5185	-61.5163	-0.00221728	0.002217278
5076	0	-61.3455	-61.3436	-0.0018911	0.001891102
5077	1	-61.4056	-61.4035	-0.00207746	0.002077455
5078	0	-61.3543	-61.3523	-0.00195864	0.001958638
5079	1	-61.4056	-61.4035	-0.00207746	0.002077455
5080	0	-61.3543	-61.3523	-0.00195864	0.001958638
5081	1	-61.4056	-61.4035	-0.00207746	0.002077455
5082	0	-61.3543	-61.3523	-0.00195864	0.001958638
5083	1	-61.6826	-61.6811	-0.00148536	0.001485364
5084	0	-64.2928	-64.2893	-0.00349702	0.003497024
5085	1	-61.9926	-61.99	-0.00255886	0.002558863
5086	0	-64.2928	-64.2893	-0.00349702	0.003497024
5087	1	-62.7042	-62.703	-0.00114468	0.001144682
5088	0	-61.6173	-61.615	-0.00230672	0.002306718
5089	1	-62.032	-62.0294	-0.00258117	0.002581167
5090	0	-61.6173	-61.615	-0.00230672	0.002306718
5091	1	-61.3661	-61.3643	-0.00178169	0.001781691
5092	0	-61.6173	-61.615	-0.00230672	0.002306718
5093	1	-62.0947	-62.092	-0.00261564	0.002615645
5094	0	-61.6173	-61.615	-0.00230672	0.002306718
5095	1	-62.4397	-62.4385	-0.00120934	0.001209337
5096	0	-61.3565	-61.3547	-0.0018097	0.001809699
5097	1	-61.768	-61.7656	-0.00241911	0.002419109
5098	0	-63.4593	-63.4583	-0.000998921	0.0009989207
5099	1	-61.768	-61.7656	-0.00241911	0.002419109
5100	0	-61.5389	-61.5373	-0.0015768	0.001576796
5101	1	-61.768	-61.7656	-0.00241911	0.002419109
5102	0	-61.5389	-61.5373	-0.0015768	0.001576796
5103	1	-61.768	-61.7656	-0.00241911	0.002419109
5104	0	-61.5389	-61.5373	-0.0015768	0.001576796
5105	1	-61.768	-61.7656	-0.00241911	0.002419109
5106	0	-64.7106	-64.707	-0.00363264	0.00363264
5107	1	-62.9718	-62.9688	-0.00301847	0.003018469
5108	0	-64.7106	-64.707	-0.00363264	0.00363264
5109	1	-61.6827	-61.6803	-0.00235805	0.002358051
5110	0	-64.7106	-64.707	-0.00363264	0.00363264
5111	1	-61.6827	-61.6803	-0.00235805	0.002358051
5112	0	-62.6734	-62.6705	-0.00289354	0.002893535
5113	1	-61.3527	-61.3507	-0.00195166	0.001951662
5114	0	-61.3941	-61.3921	-0.00205775	0.00205775
5115	1	-62.4668	-62.4656	-0.00120226	0.001202258
5116	0	-61.6138	-61.6115	-0.00230378	0.002303777
5117	1	-61.5826	-61.5803	-0.0022772	0.002277197
5118	0	-61.642	-61.6405	-0.00150842	0.001508421
5119	1	-61.5288	-61.5273	-0.00158449	0.00158449
5120	0	-61.642	-61.6405	-0.00150842	0.001508421
5121	1	-61.7316	-61.7301	-0.0014596	0.001459598
5122	0	-63.419	-63.418	-0.00100563	0.00100563
5123	1	-61.3538	-61.3519	-0.00195671	0.00195671
5124	0	-62.3284	-62.3256	-0.00273527	0.002735267
5125	1	-61.3538	-61.3519	-0.00195671	0.00195671
5126	0	-61.4032	-61.4015	-0.0017129	0.001712899
5127	1	-61.3538	-61.3519	-0.00195671	0.00195671
5128	0	-61.65	-61.6485	-0.00150372	0.001503721
5129	1	-62.1671	-62.1658	-0.00128801	0.001288008
5130	0	-61.976	-61.9734	-0.00254929	0.00254929
5131	1	-61.8278	-61.8264	-0.00141413	0.00141413
5132	0	-61.976	-61.9734	-0.00254929	0.00254929
5133	1	-61.8278	-61.8264	-0.00141413	0.00141413
5134	0	-61.976	-61.9734	-0.00254929	0.00254929
5135	1	-62.0003	-61.9978	-0.00256328	0.002563277
5136	0	-61.976	-61.9734	-0.00254929	0.00254929
5137	1	-61.4595	-61.4579	-0.00164549	0.001645493
5138	0	-62.5247	-62.5219	-0.00282747	0.002827466
5139	1	-61.4595	-61.4579	-0.00164549	0.001645493
5140	0	-61.8804	-61.8779	-0.00249209	0.002492092
5141	1	-61.9519	-61.9494	-0.00253523	0.002535232
5142	0	-61.4169	-61.4148	-0.00209507	0.002095073
5143	1	-61.4005	-61.3988	-0.00171689	0.001716894
5144	0	-61.3485	-61.3467	-0.00184619	0.001846193
5145	1	-61.6877	-61.6854	-0.00236186	0.00236186
5146	0	-61.3485	-61.3467	-0.00184619	0.001846193
5147	1	-61.6877	-61.6854	-0.00236186	0.00236186
5148	0	-61.3485	-61.3467	-0.00184619	0.001846193
5149	1	-61.6877	-61.6854	-0.00236186	0.00236186
5150	0	-61.3485	-61.3467	-0.00184619	0.001846193
5151	1	-61.6877	-61.6854	-0.00236186	0.00236186
5152	0	-61.5742	-61.5726	-0.00155146	0.001551462
5153	1	-61.3785	-61.3767	-0.00175433	0.001754331
5154	0	-61.4644	-61.4628	-0.00164061	0.001640609
5155	1	-61.3774	-61.3754	-0.00202459	0.002024587
5156	0	-61.4644	-61.4628	-0.00164061	0.001640609
5157	1	-62.993	-62.9899	-0.00302699	0.003026986
5158	0	-62.631	-62.6282	-0.002875	0.002874997
5159	1	-61.5741	-61.5718	-0.00226971	0.002269705
5160	0	-62.0422	-62.0396	-0.00258687	0.002586867
5161	1	-64.3055	-64.302	-0.00350124	0.003501245
5162	0	-61.932	-61.9295	-0.00252343	0.00252343
5163	1	-64.3055	-64.302	-0.00350124	0.003501245
5164	0	-61.932	-61.9295	-0.00252343	0.00252343
5165	1	-63.0893	-63.0863	-0.00306537	0.003065368
5166	0	-61.4292	-61.4271	-0.00211298	0.002112975
5167	1	-62.4558	-62.453	-0.00279584	0.002795835
5168	0	-61.4292	-61.4271	-0.00211298	0.002112975
5169	1	-61.4607	-61.4585	-0.00215382	0.002153819
5170	0	-61.733	-61.7315	-0.0014589	0.001458896
5171	1	-61.6903	-61.6888	-0.00148115	0.001481155
5172	0	-61.5782	-61.5766	-0.00154874	0.001548738
5173	1	-61.7056	-61.7041	-0.00147301	0.001473007
5174	0	-62.341	-62.3382	-0.00274138	0.002741376
5175	1	-62.2368	-62.2355	-0.00126644	0.00126644
5176	0	-62.3033	-62.3006	-0.00272301	0.002723009
5177	1	-61.7027	-61.7003	-0.0023729	0.002372897
5178	0	-62.5846	-62.5835	-0.00117274	0.001172737
5179	1	-61.7027	-61.7003	-0.0023729	0.002372897
5180	0	-62.5846	-62.5835	-0.00117274	0.001172737
5181	1	-61.3968	-61.3951	-0.0017226	0.001722597
5182	0	-61.9055	-61.903	-0.0025075	0.002507503
5183	1	-62.3624	-62.3596	-0.00275169	0.002751693
5184	0	-61.9055	-61.903	-0.0025075	0.002507503
5185	1	-61.6163	-61.614	-0.00230585	0.002305847
5186	0	-61.4126	-61.4105	-0.00208859	0.002088589
5187	1	-61.3805	-61.3787	-0.00175047	0.001750468
5188	0	-61.8675	-61.8661	-0.001397	0.001396995
5189	1	-61.6452	-61.6437	-0.00150652	0.001506518
5190	0	-61.6625	-61.661	-0.00149653	0.001496534
5191	1	-61.6452	-61.6437	-0.00150652	0.001506518
5192	0	-61.4299	-61.4282	-0.00167792	0.001677924
5193	1	-62.1164	-62.1138	-0.00262734	0.002627337
5194	0	-61.4299	-61.4282	-0.00167792	0.001677924
5195	1	-62.1164	-62.1138	-0.00262734	0.002627337
5196	0	-61.3503	-61.3484	-0.00193996	0.001939964
5197	1	-61.5374	-61.5358	-0.00157792	0.001577924
5198	0	-61.3503	-61.3484	-0.00193996	0.001939964
5199	1	-61.5973	-61.5958	-0.00153603	0.001536034
5200	0	-61.3503	-61.3484	-0.00193996	0.001939964
5201	1	-61.4074	-61.4057	-0.00170692	0.001706919
5202	0	-61.5885	-61.5862	-0.00228235	0.002282345
5203	1	-61.3661	-61.3643	-0.00178166	0.001781659
5204	0	-61.5885	-61.5862	-0.00228235	0.002282345
5205	1	-63.3876	-63.3844	-0.00317977	0.003179766
5206	0	-61.5885	-61.5862	-0.00228235	0.002282345
5207	1	-63.0519	-63.0489	-0.00305057	0.003050566
5208	0	-63.4142	-63.4132	-0.00100643	0.001006435
5209	1	-63.6599	-63.6566	-0.00327932	0.003279318
5210	0	-61.3544	-61.3525	-0.00181746	0.001817459
5211	1	-61.7765	-61.7741	-0.0024249	0.002424904
5212	0	-62.2751	-62.2739	-0.00125504	0.001255042
5213	1	-61.3479	-61.346	-0.0019249	0.001924899
5214	0	-61.7599	-61.7575	-0.00241357	0.00241357
5215	1	-61.5277	-61.5255	-0.00222638	0.002226379
5216	0	-61.381	-61.3793	-0.00174946	0.001749459
5217	1	-62.0155	-62.0142	-0.0013393	0.001339296
5218	0	-62.0348	-62.0322	-0.00258273	0.002582735
5219	1	-62.4278	-62.4266	-0.00121246	0.001212463
5220	0	-62.0348	-62.0322	-0.00258273	0.002582735
5221	1	-61.4964	-61.4943	-0.00219439	0.002194387
5222	0	-62.0348	-62.0322	-0.00258273	0.002582735
5223	1	-61.4964	-61.4943	-0.00219439	0.002194387
5224	0	-61.4592	-61.4576	-0.00164577	0.001645767
5225	1	-61.3475	-61.3457	-0.00185329	0.001853288
5226	0	-61.5099	-61.5083	-0.00159963	0.001599627
5227	1	-61.3523	-61.3505	-0.0018258	0.001825796
5228	0	-61.5099	-61.5083	-0.00159963	0.001599627
5229	1	-61.4026	-61.4009	-0.00171385	0.001713849
5230	0	-65.6971	-65.6964	-0.000726244	0.0007262442
5231	1	-61.9204	-61.9178	-0.00251647	0.002516467
5232	0	-62.6653	-62.6641	-0.00115362	0.001153619
5233	1	-61.8092	-61.8078	-0.00142249	0.001422486
5234	0	-61.8426	-61.8412	-0.00140764	0.001407641
5235	1	-61.865	-61.8636	-0.00139804	0.001398044
5236	0	-63.2974	-63.2943	-0.00314584	0.003145839
5237	1	-63.0066	-63.0055	-0.00108066	0.001080663
5238	0	-61.4196	-61.4179	-0.00169061	0.001690606
5239	1	-62.7147	-62.7136	-0.00114229	0.001142287
5240	0	-61.3456	-61.3437	-0.00187851	0.001878508
5241	1	-62.7147	-62.7136	-0.00114229	0.001142287
5242	0	-61.3455	-61.3436	-0.00189026	0.001890263
5243	1	-62.3812	-62.3784	-0.00276069	0.002760694
5244	0	-61.3455	-61.3436	-0.00189026	0.001890263
5245	1	-62.1964	-62.1951	-0.00127879	0.001278791
5246	0	-61.3679	-61.3659	-0.00200199	0.002001994
5247	1	-62.1964	-62.1951	-0.00127879	0.001278791
5248	0	-61.4421	-61.4399	-0.00213041	0.002130413
5249	1	-62.1964	-62.1951	-0.00127879	0.001278791
5250	0	-61.4421	-61.4399	-0.00213041	0.002130413
5251	1	-61.3531	-61.3513	-0.00182235	0.00182235
5252	0	-62.2681	-62.2654	-0.00270557	0.002705566
5253	1	-61.3531	-61.3513	-0.00182235	0.00182235
5254	0	-61.4285	-61.4268	-0.00167958	0.001679575
5255	1	-61.3531	-61.3513	-0.00182235	0.00182235
5256	0	-61.5856	-61.5841	-0.00154372	0.00154372
5257	1	-61.6354	-61.6339	-0.00151235	0.001512346
5258	0	-61.8999	-61.8985	-0.00138357	0.001383574
5259	1	-61.375	-61.373	-0.00201931	0.002019308
5260	0	-61.9199	-61.9186	-0.00137553	0.001375526
5261	1	-61.4268	-61.4251	-0.00168162	0.001681619
5262	0	-61.3883	-61.3865	-0.00173643	0.001736434
5263	1	-61.5306	-61.5284	-0.00222924	0.002229238
5264	0	-61.3883	-61.3865	-0.00173643	0.001736434
5265	1	-61.8124	-61.8099	-0.00244879	0.002448787
5266	0	-61.3883	-61.3865	-0.00173643	0.001736434
5267	1	-61.8001	-61.7976	-0.00244067	0.002440665
5268	0	-61.3883	-61.3865	-0.00173643	0.001736434
5269	1	-61.403	-61.4009	-0.00207311	0.002073107
5270	0	-62.9914	-62.9903	-0.00108367	0.001083672
5271	1	-61.403	-61.4009	-0.00207311	0.002073107
5272	0	-61.4905	-61.4883	-0.00218795	0.002187946
5273	1	-61.3637	-61.3617	-0.00199039	0.001990393
5274	0	-61.3486	-61.3467	-0.00184568	0.001845685
5275	1	-63.4553	-63.4543	-0.00099957	0.0009995702
5276	0	-61.4967	-61.4951	-0.0016108	0.001610799
5277	1	-63.4553	-63.4543	-0.00099957	0.0009995702
5278	0	-61.3474	-61.3455	-0.00192036	0.001920363
5279	1	-63.4553	-63.4543	-0.00099957	0.0009995702
5280	0	-63.2859	-63.2827	-0.00314144	0.003141445
5281	1	-62.4265	-62.4253	-0.00121282	0.001212823
5282	0	-61.3987	-61.397	-0.00171967	0.001719671
5283	1	-62.7964	-62.7934	-0.00294612	0.002946118
5284	0	-61.8639	-61.8625	-0.00139851	0.001398515
5285	1	-61.8228	-61.8213	-0.00141638	0.001416384
5286	0	-61.3787	-61.3767	-0.00202747	0.002027465
5287	1	-62.1125	-62.1112	-0.00130572	0.001305716
5288	0	-64.3119	-64.3084	-0.00350337	0.00350337
5289	1	-61.4984	-61.4968	-0.00160933	0.001609334
5290	0	-61.3626	-61.3606	-0.00198717	0.00198717
5291	1	-61.346	-61.3441	-0.00187033	0.00187033
5292	0	-61.5685	-61.567	-0.00155538	0.001555375
5293	1	-61.4881	-61.4865	-0.00161833	0.001618329
5294	0	-61.3455	-61.3436	-0.00189245	0.001892452
5295	1	-61.3698	-61.3678	-0.00200683	0.002006832
5296	0	-61.4316	-61.4299	-0.00167584	0.001675838
5297	1	-61.3698	-61.3678	-0.00200683	0.002006832
5298	0	-61.4701	-61.4684	-0.00163506	0.001635063
5299	1	-61.3698	-61.3678	-0.00200683	0.002006832
5300	0	-62.1857	-62.1845	-0.00128212	0.00128212
5301	1	-61.3698	-61.3678	-0.00200683	0.002006832
5302	0	-61.4152	-61.4131	-0.00209256	0.002092564
5303	1	-62.8488	-62.8458	-0.00296804	0.002968038
5304	0	-61.3539	-61.3521	-0.00181928	0.001819277
5305	1	-61.5997	-61.5974	-0.00229196	0.002291959
5306	0	-61.6486	-61.6471	-0.00150457	0.001504575
5307	1	-61.5997	-61.5974	-0.00229196	0.002291959
5308	0	-61.3459	-61.3441	-0.00187105	0.001871055
5309	1	-61.5012	-61.499	-0.00219943	0.00219943
5310	0	-61.3564	-61.3546	-0.00180992	0.001809924
5311	1	-62.8294	-62.8265	-0.00295999	0.002959988
5312	0	-61.6239	-61.6224	-0.00151929	0.00151929
5313	1	-62.8294	-62.8265	-0.00295999	0.002959988
5314	0	-61.6239	-61.6224	-0.00151929	0.00151929
5315	1	-61.5312	-61.5296	-0.00158267	0.001582668
5316	0	-64.442	-64.4412	-0.000859235	0.0008592346
5317	1	-61.5438	-61.5423	-0.0015731	0.001573103
5318	0	-63.2994	-63.2984	-0.00102617	0.001026168
5319	1	-61.3718	-61.3698	-0.00201176	0.002011759
5320	0	-61.9238	-61.9224	-0.001374	0.001374004
5321	1	-61.3718	-61.3698	-0.00201176	0.002011759
5322	0	-61.9238	-61.9224	-0.001374	0.001374004
5323	1	-61.3718	-61.3698	-0.00201176	0.002011759
5324	0	-61.9238	-61.9224	-0.001374	0.001374004
5325	1	-61.4922	-61.49	-0.00218979	0.002189791
5326	0	-61.4355	-61.4334	-0.00212166	0.002121658
5327	1	-61.3491	-61.3471	-0.0019328	0.001932798
5328	0	-61.3614	-61.3594	-0.00198359	0.001983589
5329	1	-61.3491	-61.3471	-0.0019328	0.001932798
5330	0	-61.3614	-61.3594	-0.00198359	0.001983589
5331	1	-61.3491	-61.3471	-0.0019328	0.001932798
5332	0	-61.3614	-61.3594	-0.00198359	0.001983589
5333	1	-61.499	-61.4974	-0.00160883	0.001608828
5334	0	-61.3966	-61.3946	-0.00206223	0.002062228
5335	1	-61.5947	-61.5931	-0.00153776	0.001537763
5336	0	-61.9941	-61.9928	-0.00134711	0.001347115
5337	1	-62.0825	-62.0799	-0.00260903	0.002609034
5338	0	-63.1167	-63.1136	-0.00307614	0.003076137
5339	1	-62.0825	-62.0799	-0.00260903	0.002609034
5340	0	-61.4434	-61.4417	-0.00166247	0.001662468
5341	1	-63.0388	-63.0378	-0.00107433	0.001074333
5342	0	-61.4434	-61.4417	-0.00166247	0.001662468
5343	1	-61.5386	-61.5363	-0.00223696	0.002236956
5344	0	-61.4434	-61.4417	-0.00166247	0.001662468
5345	1	-61.5971	-61.5948	-0.00228971	0.002289712
5346	0	-61.4334	-61.4317	-0.00167373	0.00167373
5347	1	-61.754	-61.7516	-0.00240946	0.002409457
5348	0	-61.9681	-61.9656	-0.00254471	0.002544715
5349	1	-62.7756	-62.7745	-0.00112871	0.001128714
5350	0	-61.5359	-61.5343	-0.00157908	0.001579076
5351	1	-62.3616	-62.3588	-0.00275133	0.002751327
5352	0	-61.5359	-61.5343	-0.00157908	0.001579076
5353	1	-61.4204	-61.4187	-0.00168953	0.001689529
5354	0	-63.5275	-63.5265	-0.000987749	0.0009877489
5355	1	-61.3504	-61.3485	-0.00183531	0.001835312
5356	0	-63.5275	-63.5265	-0.000987749	0.0009877489
5357	1	-61.3504	-61.3485	-0.00183531	0.001835312
5358	0	-61.3498	-61.348	-0.00183828	0.001838282
5359	1	-61.3504	-61.3485	-0.00183531	0.001835312
5360	0	-61.4048	-61.4027	-0.00207616	0.002076164
5361	1	-61.3504	-61.3485	-0.00183531	0.001835312
5362	0	-62.5743	-62.5732	-0.00117523	0.001175234
5363	1	-61.4148	-61.4131	-0.00169677	0.001696766
5364	0	-61.7294	-61.7279	-0.0014607	0.001460701
5365	1	-61.3752	-61.3734	-0.00176105	0.001761051
5366	0	-61.4044	-61.4023	-0.0020754	0.002075399
5367	1	-61.4551	-61.4529	-0.00214695	0.002146948
5368	0	-62.2275	-62.2262	-0.00126924	0.001269241
5369	1	-64.7009	-64.6972	-0.00362953	0.003629535
5370	0	-61.8816	-61.8791	-0.0024928	0.002492799
5371	1	-64.7009	-64.6972	-0.00362953	0.003629535
5372	0	-61.3637	-61.3619	-0.00178796	0.001787965
5373	1	-61.9487	-61.9461	-0.00253331	0.002533313
5374	0	-61.3637	-61.3619	-0.00178796	0.001787965
5375	1	-61.9487	-61.9461	-0.00253331	0.002533313
5376	0	-61.3637	-61.3619	-0.00178796	0.001787965
5377	1	-61.9487	-61.9461	-0.00253331	0.002533313
5378	0	-61.3637	-61.3619	-0.00178796	0.001787965
5379	1	-61.9487	-61.9461	-0.00253331	0.002533313
5380	0	-62.6801	-62.6772	-0.00289643	0.00289643
5381	1	-61.8185	-61.8161	-0.00245279	0.002452787
5382	0	-61.3568	-61.3548	-0.00196825	0.001968252
5383	1	-61.3456	-61.3437	-0.00189491	0.00189491
5384	0	-61.5548	-61.5526	-0.00225223	0.00225223
5385	1	-61.3494	-61.3475	-0.0019348	0.001934795
5386	0	-61.5548	-61.5526	-0.00225223	0.00225223
5387	1	-61.3494	-61.3475	-0.0019348	0.001934795
5388	0	-61.5548	-61.5526	-0.00225223	0.00225223
5389	1	-61.484	-61.4824	-0.00162206	0.001622056
5390	0	-61.5548	-61.5526	-0.00225223	0.00225223
5391	1	-61.484	-61.4824	-0.00162206	0.001622056
5392	0	-61.5548	-61.5526	-0.00225223	0.00225223
5393	1	-61.469	-61.4668	-0.00216367	0.002163665
5394	0	-61.3477	-61.3459	-0.00185175	0.001851748
5395	1	-61.3728	-61.371	-0.00176617	0.001766173
5396	0	-61.3544	-61.3524	-0.00195913	0.001959131
5397	1	-62.2623	-62.261	-0.00125883	0.001258827
5398	0	-61.3571	-61.3552	-0.00196958	0.00196958
5399	1	-62.2623	-62.261	-0.00125883	0.001258827
5400	0	-61.3571	-61.3552	-0.00196958	0.00196958
5401	1	-61.8951	-61.8926	-0.00250112	0.002501115
5402	0	-61.3571	-61.3552	-0.00196958	0.00196958
5403	1	-61.8039	-61.8025	-0.00142488	0.001424876
5404	0	-61.3571	-61.3552	-0.00196958	0.00196958
5405	1	-61.8039	-61.8025	-0.00142488	0.001424876
5406	0	-61.3571	-61.3552	-0.00196958	0.00196958
5407	1	-61.9611	-61.9598	-0.00135948	0.001359484
5408	0	-61.5145	-61.5129	-0.00159588	0.001595876
5409	1	-61.9705	-61.9691	-0.00135594	0.00135594
5410	0	-61.9883	-61.9869	-0.00134929	0.001349289
5411	1	-61.9705	-61.9691	-0.00135594	0.00135594
5412	0	-61.9883	-61.9869	-0.00134929	0.001349289
5413	1	-61.5614	-61.5591	-0.00225825	0.002258251
5414	0	-61.4255	-61.4239	-0.00168314	0.001683138
5415	1	-61.5614	-61.5591	-0.00225825	0.002258251
5416	0	-61.4964	-61.4942	-0.00219431	0.002194305
5417	1	-61.5614	-61.5591	-0.00225825	0.002258251
5418	0	-61.4906	-61.4884	-0.00218806	0.002188063
5419	1	-61.5614	-61.5591	-0.00225825	0.002258251
5420	0	-61.4122	-61.4105	-0.0017003	0.001700304
5421	1	-61.4277	-61.4256	-0.00211093	0.002110933
5422	0	-62.9349	-62.9338	-0.00109504	0.001095037
5423	1	-62.3934	-62.3906	-0.0027665	0.002766502
5424	0	-61.7272	-61.7248	-0.00239065	0.00239065
5425	1	-61.8389	-61.8375	-0.00140929	0.001409285
5426	0	-61.4551	-61.4534	-0.00165001	0.001650012
5427	1	-62.5368	-62.534	-0.00283295	0.002832949
5428	0	-61.3459	-61.3439	-0.00190215	0.001902147
5429	1	-61.3835	-61.3815	-0.00203754	0.00203754
5430	0	-62.038	-62.0354	-0.00258452	0.002584516
5431	1	-61.3495	-61.3476	-0.00193558	0.001935585
5432	0	-62.549	-62.5478	-0.00118146	0.001181459
5433	1	-61.3495	-61.3476	-0.00193558	0.001935585
5434	0	-61.3458	-61.3439	-0.00190209	0.001902095
5435	1	-61.5122	-61.5106	-0.00159776	0.001597763
5436	0	-61.3465	-61.3446	-0.0018636	0.001863596
5437	1	-61.3458	-61.3439	-0.00190073	0.001900734
5438	0	-61.3457	-61.3438	-0.00187698	0.001876983
5439	1	-61.8202	-61.8188	-0.00141753	0.001417531
5440	0	-63.1941	-63.191	-0.00310626	0.003106257
5441	1	-61.9726	-61.9701	-0.00254735	0.002547348
5442	0	-62.5434	-62.5405	-0.00283593	0.002835925
5443	1	-61.9726	-61.9701	-0.00254735	0.002547348
5444	0	-61.7693	-61.7678	-0.00144106	0.00144106
5445	1	-62.3132	-62.3104	-0.00272785	0.002727845
5446	0	-61.7693	-61.7678	-0.00144106	0.00144106
5447	1	-61.5887	-61.5865	-0.00228257	0.002282566
5448	0	-62.7115	-62.7086	-0.00291001	0.002910007
5449	1	-61.8476	-61.8451	-0.00247151	0.002471513
5450	0	-61.6269	-61.6253	-0.0015175	0.0015175
5451	1	-61.3643	-61.3625	-0.00178634	0.001786342
5452	0	-61.9693	-61.9668	-0.00254542	0.002545424
5453	1	-61.577	-61.5747	-0.00227229	0.002272286
5454	0	-61.4246	-61.4225	-0.00210649	0.002106487
5455	1	-61.3466	-61.3448	-0.00186179	0.001861791
5456	0	-61.4246	-61.4225	-0.00210649	0.002106487
5457	1	-62.1624	-62.1611	-0.00128951	0.001289508
5458	0	-61.3455	-61.3436	-0.00189096	0.001890956
5459	1	-61.3872	-61.3852	-0.00204492	0.002044916
5460	0	-61.4825	-61.4803	-0.0021791	0.0021791
5461	1	-61.3872	-61.3852	-0.00204492	0.002044916
5462	0	-61.3463	-61.3444	-0.00190955	0.001909549
5463	1	-61.4957	-61.4935	-0.00219357	0.002193567
5464	0	-61.4765	-61.4744	-0.00217242	0.00217242
5465	1	-61.3465	-61.3446	-0.00191161	0.001911612
5466	0	-63.1014	-63.1003	-0.00106231	0.001062311
5467	1	-61.3761	-61.3743	-0.00175913	0.001759133
5468	0	-61.5618	-61.5596	-0.00225868	0.002258684
5469	1	-61.7894	-61.7869	-0.00243355	0.002433551
5470	0	-61.5618	-61.5596	-0.00225868	0.002258684
5471	1	-61.7894	-61.7869	-0.00243355	0.002433551
5472	0	-61.5618	-61.5596	-0.00225868	0.002258684
5473	1	-62.4005	-62.3993	-0.00121979	0.001219786
5474	0	-61.3702	-61.3685	-0.00177175	0.001771751
5475	1	-61.9816	-61.9802	-0.00135178	0.001351778
5476	0	-61.8116	-61.8092	-0.00244829	0.002448286
5477	1	-62.8125	-62.8095	-0.00295288	0.00295288
5478	0	-61.8116	-61.8092	-0.00244829	0.002448286
5479	1	-61.4615	-61.4594	-0.00215484	0.002154842
5480	0	-61.8116	-61.8092	-0.00244829	0.002448286
5481	1	-61.4265	-61.4244	-0.00210913	0.002109132
5482	0	-61.5255	-61.5239	-0.00158713	0.00158713
5483	1	-61.4265	-61.4244	-0.00210913	0.002109132
5484	0	-61.3471	-61.3452	-0.00191775	0.001917747
5485	1	-61.4265	-61.4244	-0.00210913	0.002109132
5486	0	-61.3456	-61.3437	-0.00189715	0.001897151
5487	1	-61.4265	-61.4244	-0.00210913	0.002109132
5488	0	-61.8304	-61.829	-0.00141301	0.001413012
5489	1	-61.7322	-61.7307	-0.0014593	0.001459302
5490	0	-61.8304	-61.829	-0.00141301	0.001413012
5491	1	-61.8112	-61.8087	-0.00244799	0.002447988
5492	0	-61.361	-61.3592	-0.00179548	0.001795482
5493	1	-65.287	-65.2832	-0.00381167	0.003811673
5494	0	-61.3836	-61.3818	-0.00174476	0.001744755
5495	1	-62.3677	-62.3649	-0.00275425	0.002754247
5496	0	-61.3836	-61.3818	-0.00174476	0.001744755
5497	1	-62.3086	-62.3059	-0.00272561	0.00272561
5498	0	-61.3836	-61.3818	-0.00174476	0.001744755
5499	1	-62.2315	-62.2288	-0.00268721	0.00268721
5500	0	-61.5785	-61.577	-0.0015485	0.0015485
5501	1	-61.4521	-61.4499	-0.0021432	0.002143198
5502	0	-64.2236	-64.2202	-0.00347402	0.003474025
5503	1	-61.4521	-61.4499	-0.0021432	0.002143198
5504	0	-62.0936	-62.091	-0.00261507	0.002615066
5505	1	-61.4521	-61.4499	-0.0021432	0.002143198
5506	0	-61.4479	-61.4457	-0.00213793	0.002137926
5507	1	-61.7026	-61.7002	-0.00237285	0.002372849
5508	0	-61.8321	-61.8296	-0.00246156	0.002461564
5509	1	-61.3692	-61.3674	-0.00177412	0.001774124
5510	0	-61.3545	-61.3527	-0.00181692	0.001816923
5511	1	-62.3611	-62.3599	-0.00123055	0.001230545
5512	0	-61.3545	-61.3527	-0.00181692	0.001816923
