Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu_morpho
1838	0	-61.452	-61.4498	-0.00214311	0.002143111
1839	1	-61.3496	-61.3477	-0.00183957	0.001839571
1840	0	-62.1654	-62.1642	-0.00128852	0.001288523
1841	1	-61.3496	-61.3477	-0.00183957	0.001839571
1842	0	-61.3975	-61.3954	-0.00206376	0.002063755
1843	1	-61.973	-61.9704	-0.00254753	0.002547532
1844	0	-61.4302	-61.4281	-0.00211436	0.002114357
1845	1	-61.8737	-61.8723	-0.0013944	0.001394401
1846	0	-61.3686	-61.3668	-0.00177564	0.001775642
1847	1	-61.8737	-61.8723	-0.0013944	0.001394401
1848	0	-63.5021	-63.4989	-0.00322214	0.003222142
1849	1	-61.401	-61.3992	-0.00171624	0.001716238
1850	0	-61.4362	-61.4346	-0.00167049	0.001670492
1851	1	-61.401	-61.3992	-0.00171624	0.001716238
1852	0	-64.0739	-64.0705	-0.00342362	0.003423618
1853	1	-61.401	-61.3992	-0.00171624	0.001716238
1854	0	-64.0739	-64.0705	-0.00342362	0.003423618
1855	1	-61.401	-61.3992	-0.00171624	0.001716238
1856	0	-61.9562	-61.9536	-0.00253774	0.002537741
1857	1	-62.5892	-62.5863	-0.00285648	0.002856479
1858	0	-61.7865	-61.7851	-0.00143293	0.001432926
1859	1	-61.819	-61.8176	-0.00141807	0.001418073
1860	0	-61.9279	-61.9265	-0.00137237	0.001372369
1861	1	-62.8544	-62.8514	-0.00297037	0.002970372
1862	0	-61.5076	-61.5053	-0.00220608	0.002206079
1863	1	-62.8544	-62.8514	-0.00297037	0.002970372
1864	0	-62.3725	-62.3698	-0.00275656	0.002756564
1865	1	-61.7505	-61.7481	-0.00240707	0.002407072
1866	0	-63.2006	-63.1975	-0.00310877	0.003108773
1867	1	-61.7505	-61.7481	-0.00240707	0.002407072
1868	0	-63.2006	-63.1975	-0.00310877	0.003108773
1869	1	-61.7505	-61.7481	-0.00240707	0.002407072
1870	0	-61.4387	-61.4366	-0.00212598	0.002125975
1871	1	-61.7505	-61.7481	-0.00240707	0.002407072
1872	0	-61.4387	-61.4366	-0.00212598	0.002125975
1873	1	-61.3634	-61.3616	-0.0017886	0.0017886
1874	0	-61.3455	-61.3436	-0.00188392	0.001883919
1875	1	-61.3464	-61.3445	-0.00186447	0.001864468
1876	0	-62.3897	-62.3885	-0.0012227	0.001222702
1877	1	-62.4188	-62.4176	-0.00121486	0.001214859
1878	0	-61.3455	-61.3436	-0.00188141	0.001881405
1879	1	-61.6299	-61.6284	-0.00151567	0.001515669
1880	0	-61.3455	-61.3436	-0.00188141	0.001881405
1881	1	-61.6299	-61.6284	-0.00151567	0.001515669
1882	0	-61.3455	-61.3436	-0.00188141	0.001881405
1883	1	-61.6299	-61.6284	-0.00151567	0.001515669
1884	0	-61.3455	-61.3436	-0.00188141	0.001881405
1885	1	-61.6299	-61.6284	-0.00151567	0.001515669
1886	0	-61.6041	-61.6018	-0.00229567	0.002295665
1887	1	-61.4634	-61.4612	-0.00215705	0.002157047
1888	0	-61.407	-61.4053	-0.00170745	0.001707447
1889	1	-61.6566	-61.6543	-0.00233815	0.002338151
1890	0	-61.4362	-61.4341	-0.00212266	0.002122661
1891	1	-61.6566	-61.6543	-0.00233815	0.002338151
1892	0	-61.4362	-61.4341	-0.00212266	0.002122661
1893	1	-62.0176	-62.015	-0.00257306	0.00257306
1894	0	-61.804	-61.8025	-0.00142486	0.00142486
1895	1	-61.5059	-61.5037	-0.00220441	0.002204408
1896	0	-61.4021	-61.4004	-0.00171452	0.001714523
1897	1	-61.5059	-61.5037	-0.00220441	0.002204408
1898	0	-62.2146	-62.2133	-0.00127319	0.001273187
1899	1	-61.5059	-61.5037	-0.00220441	0.002204408
1900	0	-61.5242	-61.5226	-0.00158813	0.001588134
1901	1	-61.3621	-61.3603	-0.00179223	0.001792228
1902	0	-61.5242	-61.5226	-0.00158813	0.001588134
1903	1	-61.3621	-61.3603	-0.00179223	0.001792228
1904	0	-62.821	-62.8181	-0.00295646	0.002956462
1905	1	-62.7518	-62.7488	-0.00292723	0.002927229
1906	0	-61.8719	-61.8694	-0.00248679	0.002486795
1907	1	-62.3481	-62.3469	-0.00123416	0.001234156
1908	0	-61.3566	-61.3548	-0.00180931	0.001809308
1909	1	-62.3638	-62.3626	-0.00122979	0.00122979
1910	0	-61.5324	-61.5309	-0.00158172	0.001581717
1911	1	-62.2416	-62.2403	-0.001265	0.001264999
1912	0	-61.5324	-61.5309	-0.00158172	0.001581717
1913	1	-62.2463	-62.245	-0.00126359	0.001263593
1914	0	-61.5324	-61.5309	-0.00158172	0.001581717
1915	1	-61.9267	-61.9241	-0.00252025	0.002520249
1916	0	-61.3649	-61.3631	-0.00178468	0.001784679
1917	1	-61.9267	-61.9241	-0.00252025	0.002520249
1918	0	-61.3649	-61.3631	-0.00178468	0.001784679
1919	1	-61.9267	-61.9241	-0.00252025	0.002520249
1920	0	-61.3649	-61.3631	-0.00178468	0.001784679
1921	1	-61.6237	-61.6214	-0.00231193	0.002311934
1922	0	-61.4336	-61.4315	-0.00211909	0.002119094
1923	1	-61.4075	-61.4054	-0.00208056	0.002080559
1924	0	-61.4336	-61.4315	-0.00211909	0.002119094
1925	1	-61.4075	-61.4054	-0.00208056	0.002080559
1926	0	-61.4327	-61.4305	-0.00211778	0.002117776
1927	1	-61.4545	-61.4528	-0.00165065	0.001650645
1928	0	-61.4327	-61.4305	-0.00211778	0.002117776
1929	1	-61.3488	-61.3469	-0.00193095	0.001930953
1930	0	-61.4327	-61.4305	-0.00211778	0.002117776
1931	1	-61.3488	-61.3469	-0.00193095	0.001930953
1932	0	-61.5769	-61.5753	-0.00154962	0.001549625
1933	1	-61.3488	-61.3469	-0.00193095	0.001930953
1934	0	-61.5769	-61.5753	-0.00154962	0.001549625
1935	1	-61.3488	-61.3469	-0.00193095	0.001930953
1936	0	-61.8045	-61.8031	-0.00142459	0.001424594
1937	1	-61.5656	-61.5641	-0.00155738	0.001557379
1938	0	-61.8902	-61.8877	-0.00249812	0.002498115
1939	1	-61.9857	-61.9831	-0.00255488	0.002554885
1940	0	-61.8961	-61.8936	-0.00250173	0.002501732
1941	1	-62.2407	-62.2394	-0.00126527	0.001265272
1942	0	-61.6289	-61.6265	-0.00231613	0.002316127
1943	1	-61.6451	-61.6436	-0.0015066	0.001506603
1944	0	-61.3958	-61.3941	-0.00172408	0.001724078
1945	1	-62.2314	-62.2301	-0.00126807	0.001268066
1946	0	-62.618	-62.6152	-0.00286926	0.00286926
1947	1	-61.8338	-61.8313	-0.00246266	0.002462656
1948	0	-61.89	-61.8886	-0.00138762	0.001387625
1949	1	-62.2775	-62.2747	-0.00271024	0.002710237
1950	0	-61.5644	-61.5622	-0.00226104	0.002261044
1951	1	-61.6168	-61.6145	-0.00230624	0.002306244
1952	0	-61.4615	-61.4594	-0.00215482	0.002154824
1953	1	-61.6168	-61.6145	-0.00230624	0.002306244
1954	0	-62.3562	-62.3534	-0.00274871	0.002748708
1955	1	-61.9287	-61.9262	-0.00252146	0.002521457
1956	0	-61.661	-61.6586	-0.00234153	0.002341532
1957	1	-62.5564	-62.5536	-0.00284181	0.002841809
1958	0	-62.7831	-62.7802	-0.00294054	0.002940542
1959	1	-62.5564	-62.5536	-0.00284181	0.002841809
1960	0	-62.0903	-62.0877	-0.00261329	0.002613287
1961	1	-61.466	-61.4644	-0.00163899	0.001638985
1962	0	-62.0903	-62.0877	-0.00261329	0.002613287
1963	1	-61.3612	-61.3594	-0.00179472	0.001794718
1964	0	-61.603	-61.6015	-0.00153238	0.00153238
1965	1	-61.4281	-61.426	-0.00211148	0.002111482
1966	0	-61.416	-61.4139	-0.0020938	0.002093797
1967	1	-61.7913	-61.7889	-0.00243485	0.002434855
1968	0	-61.4227	-61.421	-0.0016867	0.001686696
1969	1	-62.4191	-62.4164	-0.00277868	0.00277868
1970	0	-61.4227	-61.421	-0.0016867	0.001686696
1971	1	-61.347	-61.345	-0.00191655	0.001916547
1972	0	-61.4227	-61.421	-0.0016867	0.001686696
1973	1	-62.2569	-62.2556	-0.00126042	0.001260423
1974	0	-61.4227	-61.421	-0.0016867	0.001686696
1975	1	-61.513	-61.5114	-0.00159711	0.001597114
1976	0	-61.3738	-61.3718	-0.0020165	0.002016499
1977	1	-61.513	-61.5114	-0.00159711	0.001597114
1978	0	-62.7043	-62.7014	-0.0029069	0.002906899
1979	1	-64.5367	-64.5331	-0.00357686	0.003576855
1980	0	-61.6703	-61.6688	-0.00149218	0.001492175
1981	1	-64.5367	-64.5331	-0.00357686	0.003576855
1982	0	-61.6703	-61.6688	-0.00149218	0.001492175
1983	1	-61.3561	-61.3541	-0.00196572	0.001965722
1984	0	-61.6703	-61.6688	-0.00149218	0.001492175
1985	1	-61.7321	-61.7306	-0.00145933	0.001459325
1986	0	-61.9673	-61.9659	-0.00135715	0.00135715
1987	1	-61.6524	-61.6509	-0.00150235	0.001502353
1988	0	-61.5245	-61.5229	-0.00158792	0.001587916
1989	1	-61.4503	-61.4486	-0.00165506	0.001655059
1990	0	-62.1969	-62.1956	-0.00127863	0.001278632
1991	1	-62.1458	-62.1432	-0.00264296	0.002642959
1992	0	-61.3661	-61.3643	-0.00178174	0.001781736
1993	1	-62.1458	-62.1432	-0.00264296	0.002642959
1994	0	-61.3661	-61.3643	-0.00178174	0.001781736
1995	1	-61.4177	-61.416	-0.00169297	0.001692967
1996	0	-61.6795	-61.6771	-0.00235566	0.002355662
1997	1	-61.46	-61.4579	-0.00215304	0.002153041
1998	0	-61.9523	-61.951	-0.00136285	0.001362854
1999	1	-61.46	-61.4579	-0.00215304	0.002153041
2000	0	-61.9902	-61.9877	-0.00255751	0.002557506
2001	1	-61.3526	-61.3507	-0.00195151	0.00195151
2002	0	-61.3597	-61.3579	-0.00179935	0.001799353
2003	1	-61.3526	-61.3507	-0.00195151	0.00195151
2004	0	-62.3147	-62.3119	-0.00272858	0.002728582
2005	1	-62.7557	-62.7528	-0.00292891	0.002928912
2006	0	-62.3147	-62.3119	-0.00272858	0.002728582
2007	1	-62.1865	-62.1852	-0.00128189	0.001281888
2008	0	-62.2026	-62.2013	-0.00127688	0.001276885
2009	1	-61.7854	-61.784	-0.00143342	0.001433419
2010	0	-61.67	-61.6685	-0.00149233	0.001492332
2011	1	-61.4615	-61.4594	-0.00215485	0.002154846
2012	0	-61.5373	-61.535	-0.0022357	0.0022357
2013	1	-61.4615	-61.4594	-0.00215485	0.002154846
2014	0	-61.5373	-61.535	-0.0022357	0.0022357
2015	1	-61.5655	-61.564	-0.00155745	0.001557447
2016	0	-61.539	-61.5368	-0.00223741	0.002237409
2017	1	-61.5232	-61.5216	-0.00158893	0.001588926
2018	0	-61.3455	-61.3436	-0.00188925	0.001889248
2019	1	-64.3009	-64.3	-0.000876907	0.0008769067
2020	0	-61.3455	-61.3436	-0.00188925	0.001889248
2021	1	-64.3009	-64.3	-0.000876907	0.0008769067
2022	0	-61.5124	-61.5101	-0.00221102	0.002211021
2023	1	-61.6393	-61.637	-0.00232453	0.002324528
2024	0	-61.4425	-61.4408	-0.00166348	0.001663485
2025	1	-61.5223	-61.5201	-0.00222109	0.002221092
2026	0	-61.4425	-61.4408	-0.00166348	0.001663485
2027	1	-61.5223	-61.5201	-0.00222109	0.002221092
2028	0	-61.6977	-61.6954	-0.00236928	0.002369285
2029	1	-61.35	-61.3481	-0.00193843	0.001938432
2030	0	-61.4061	-61.4044	-0.00170876	0.001708762
2031	1	-61.6665	-61.665	-0.0014943	0.001494305
2032	0	-61.5961	-61.5938	-0.00228889	0.002288886
2033	1	-62.3587	-62.356	-0.00274995	0.002749947
2034	0	-61.8826	-61.8812	-0.00139067	0.001390669
2035	1	-62.9203	-62.9173	-0.00299752	0.002997518
2036	0	-61.3481	-61.3463	-0.00184874	0.001848739
2037	1	-62.9203	-62.9173	-0.00299752	0.002997518
2038	0	-61.9679	-61.9654	-0.0025446	0.002544599
2039	1	-61.787	-61.7856	-0.00143267	0.001432673
2040	0	-61.9679	-61.9654	-0.0025446	0.002544599
2041	1	-61.8467	-61.8453	-0.00140588	0.001405875
2042	0	-61.5857	-61.5834	-0.00227991	0.00227991
2043	1	-61.6251	-61.6228	-0.00231308	0.002313079
2044	0	-61.3457	-61.3439	-0.00187508	0.001875077
2045	1	-61.6251	-61.6228	-0.00231308	0.002313079
2046	0	-62.0045	-62.002	-0.00256567	0.002565671
2047	1	-61.6251	-61.6228	-0.00231308	0.002313079
2048	0	-61.3706	-61.3686	-0.00200878	0.002008778
2049	1	-61.6251	-61.6228	-0.00231308	0.002313079
2050	0	-61.4716	-61.4695	-0.00216679	0.00216679
2051	1	-61.8381	-61.8356	-0.00246542	0.002465422
2052	0	-61.4716	-61.4695	-0.00216679	0.00216679
2053	1	-61.8381	-61.8356	-0.00246542	0.002465422
2054	0	-61.4716	-61.4695	-0.00216679	0.00216679
2055	1	-61.4269	-61.4248	-0.00210971	0.002109711
2056	0	-61.4716	-61.4695	-0.00216679	0.00216679
2057	1	-61.551	-61.5487	-0.00224869	0.002248689
2058	0	-61.5091	-61.5075	-0.00160031	0.001600314
2059	1	-61.551	-61.5487	-0.00224869	0.002248689
2060	0	-61.8431	-61.8406	-0.00246861	0.002468614
2061	1	-62.2678	-62.2651	-0.00270544	0.002705436
2062	0	-61.3519	-61.3501	-0.00182761	0.001827607
2063	1	-62.2678	-62.2651	-0.00270544	0.002705436
2064	0	-61.6153	-61.6138	-0.00152462	0.00152462
2065	1	-61.5021	-61.4999	-0.00220042	0.002200419
2066	0	-61.4196	-61.4179	-0.00169063	0.001690629
2067	1	-61.5021	-61.4999	-0.00220042	0.002200419
2068	0	-61.4196	-61.4179	-0.00169063	0.001690629
2069	1	-61.7103	-61.7079	-0.00237848	0.002378475
2070	0	-61.4196	-61.4179	-0.00169063	0.001690629
2071	1	-61.7103	-61.7079	-0.00237848	0.002378475
2072	0	-61.3969	-61.3952	-0.00172235	0.001722351
2073	1	-61.7103	-61.7079	-0.00237848	0.002378475
2074	0	-61.3663	-61.3645	-0.00178125	0.001781249
2075	1	-61.7103	-61.7079	-0.00237848	0.002378475
2076	0	-61.4368	-61.4351	-0.00166988	0.001669883
2077	1	-63.4225	-63.4193	-0.00319278	0.003192781
2078	0	-61.3702	-61.3684	-0.00177188	0.001771877
2079	1	-62.0223	-62.0197	-0.00257574	0.002575743
2080	0	-61.3702	-61.3684	-0.00177188	0.001771877
2081	1	-61.502	-61.4998	-0.00220023	0.002200232
2082	0	-61.3702	-61.3684	-0.00177188	0.001771877
2083	1	-63.3618	-63.3586	-0.00317012	0.003170115
2084	0	-61.364	-61.362	-0.00199121	0.001991205
2085	1	-61.4394	-61.4378	-0.00166687	0.00166687
2086	0	-61.364	-61.362	-0.00199121	0.001991205
2087	1	-61.4394	-61.4378	-0.00166687	0.00166687
2088	0	-61.36	-61.3582	-0.00179835	0.001798353
2089	1	-61.662	-61.6605	-0.00149683	0.001496832
2090	0	-61.36	-61.3582	-0.00179835	0.001798353
2091	1	-63.6552	-63.6542	-0.000967551	0.0009675511
2092	0	-61.8657	-61.8632	-0.00248292	0.002482918
2093	1	-61.3955	-61.3938	-0.00172453	0.001724533
2094	0	-62.4167	-62.4139	-0.00277754	0.002777536
2095	1	-62.491	-62.4898	-0.00119602	0.001196017
2096	0	-62.2538	-62.2525	-0.00126135	0.00126135
2097	1	-62.491	-62.4898	-0.00119602	0.001196017
2098	0	-62.8642	-62.8612	-0.00297443	0.002974427
2099	1	-62.9167	-62.9156	-0.00109878	0.001098776
2100	0	-67.649	-67.6445	-0.00448099	0.00448099
2101	1	-62.1942	-62.1915	-0.00266815	0.002668147
2102	0	-67.649	-67.6445	-0.00448099	0.00448099
2103	1	-62.1942	-62.1915	-0.00266815	0.002668147
2104	0	-61.3483	-61.3464	-0.00184788	0.00184788
2105	1	-62.1942	-62.1915	-0.00266815	0.002668147
2106	0	-61.3483	-61.3464	-0.00184788	0.00184788
2107	1	-62.1942	-62.1915	-0.00266815	0.002668147
2108	0	-62.447	-62.4442	-0.00279174	0.002791735
2109	1	-61.767	-61.7656	-0.00144214	0.001442143
2110	0	-62.447	-62.4442	-0.00279174	0.002791735
2111	1	-61.8571	-61.8557	-0.00140141	0.001401411
2112	0	-63.0623	-63.0593	-0.0030547	0.003054702
2113	1	-61.3455	-61.3436	-0.00188449	0.001884486
2114	0	-61.7274	-61.7259	-0.00146171	0.001461713
2115	1	-61.6097	-61.6082	-0.00152811	0.001528108
2116	0	-62.1614	-62.1588	-0.00265114	0.002651136
2117	1	-61.744	-61.7425	-0.00145337	0.00145337
2118	0	-62.8643	-62.8632	-0.00110966	0.001109657
2119	1	-61.6132	-61.6117	-0.0015259	0.001525904
2120	0	-61.3992	-61.3974	-0.00171894	0.001718942
2121	1	-61.7324	-61.73	-0.00239435	0.002394345
2122	0	-61.6648	-61.6633	-0.00149526	0.001495262
2123	1	-61.7324	-61.73	-0.00239435	0.002394345
2124	0	-61.861	-61.8596	-0.00139977	0.001399769
2125	1	-61.7324	-61.73	-0.00239435	0.002394345
2126	0	-61.3713	-61.3693	-0.00201051	0.002010509
2127	1	-62.7365	-62.7354	-0.00113738	0.001137384
2128	0	-61.3713	-61.3693	-0.00201051	0.002010509
2129	1	-61.5576	-61.5553	-0.00225477	0.002254773
2130	0	-61.6481	-61.6458	-0.00233149	0.002331492
2131	1	-61.5062	-61.5046	-0.0016027	0.001602703
2132	0	-61.6481	-61.6458	-0.00233149	0.002331492
2133	1	-61.3562	-61.3542	-0.00196603	0.001966027
2134	0	-61.6481	-61.6458	-0.00233149	0.002331492
2135	1	-61.6133	-61.611	-0.00230339	0.002303389
2136	0	-61.6481	-61.6458	-0.00233149	0.002331492
2137	1	-62.1966	-62.1939	-0.00266937	0.002669373
2138	0	-61.6481	-61.6458	-0.00233149	0.002331492
2139	1	-61.542	-61.5398	-0.00224025	0.002240249
2140	0	-61.6208	-61.6192	-0.00152123	0.001521226
2141	1	-62.6526	-62.6497	-0.00288445	0.002884453
2142	0	-61.7127	-61.7103	-0.00238022	0.002380216
2143	1	-62.6526	-62.6497	-0.00288445	0.002884453
2144	0	-61.4762	-61.4741	-0.00217209	0.00217209
2145	1	-61.5834	-61.5818	-0.00154525	0.001545245
2146	0	-61.4762	-61.4741	-0.00217209	0.00217209
2147	1	-61.3455	-61.3436	-0.00188566	0.001885665
2148	0	-61.7715	-61.7691	-0.00242147	0.002421468
2149	1	-61.3455	-61.3436	-0.00188566	0.001885665
2150	0	-61.7715	-61.7691	-0.00242147	0.002421468
2151	1	-61.3455	-61.3436	-0.00188566	0.001885665
2152	0	-61.3458	-61.3439	-0.00190146	0.001901455
2153	1	-63.8388	-63.8355	-0.00334263	0.003342627
2154	0	-61.3458	-61.3439	-0.00190146	0.001901455
2155	1	-61.9968	-61.9955	-0.00134611	0.001346115
2156	0	-61.613	-61.6107	-0.00230312	0.002303116
2157	1	-62.3282	-62.3255	-0.00273518	0.00273518
2158	0	-61.3485	-61.3467	-0.00184604	0.001846044
2159	1	-61.5553	-61.5537	-0.00156473	0.001564727
2160	0	-61.3485	-61.3467	-0.00184604	0.001846044
2161	1	-61.8476	-61.8462	-0.00140547	0.001405472
2162	0	-61.5977	-61.5954	-0.00229026	0.002290261
2163	1	-61.4984	-61.4962	-0.00219649	0.00219649
2164	0	-61.5977	-61.5954	-0.00229026	0.002290261
2165	1	-61.4251	-61.4234	-0.00168367	0.00168367
2166	0	-61.5977	-61.5954	-0.00229026	0.002290261
2167	1	-61.6776	-61.6753	-0.00235426	0.002354265
2168	0	-61.3869	-61.3848	-0.00204418	0.002044178
2169	1	-61.6776	-61.6753	-0.00235426	0.002354265
2170	0	-61.3869	-61.3848	-0.00204418	0.002044178
2171	1	-61.3583	-61.3565	-0.00180354	0.001803544
2172	0	-64.4917	-64.4908	-0.000853174	0.0008531741
2173	1	-61.3577	-61.3557	-0.00197156	0.001971565
2174	0	-61.3467	-61.3448	-0.0018613	0.001861298
2175	1	-61.435	-61.4329	-0.00212105	0.002121049
2176	0	-61.3745	-61.3725	-0.00201806	0.002018057
2177	1	-61.9124	-61.9099	-0.00251168	0.002511682
2178	0	-61.7906	-61.7892	-0.00143099	0.001430995
2179	1	-61.9124	-61.9099	-0.00251168	0.002511682
2180	0	-61.7906	-61.7892	-0.00143099	0.001430995
2181	1	-61.9124	-61.9099	-0.00251168	0.002511682
2182	0	-61.5883	-61.586	-0.00228216	0.002282162
2183	1	-61.5944	-61.5921	-0.00228739	0.002287392
2184	0	-61.4408	-61.4387	-0.00212877	0.002128774
2185	1	-61.5385	-61.5363	-0.00223691	0.002236915
2186	0	-61.5242	-61.5226	-0.00158811	0.001588108
2187	1	-61.5385	-61.5363	-0.00223691	0.002236915
2188	0	-61.5242	-61.5226	-0.00158811	0.001588108
2189	1	-64.3741	-64.3705	-0.00352385	0.003523854
2190	0	-61.5242	-61.5226	-0.00158811	0.001588108
2191	1	-61.3678	-61.3658	-0.0020016	0.002001603
2192	0	-61.5242	-61.5226	-0.00158811	0.001588108
2193	1	-64.3677	-64.3642	-0.00352176	0.003521762
2194	0	-61.5242	-61.5226	-0.00158811	0.001588108
2195	1	-64.3677	-64.3642	-0.00352176	0.003521762
2196	0	-61.5242	-61.5226	-0.00158811	0.001588108
2197	1	-64.3677	-64.3642	-0.00352176	0.003521762
2198	0	-61.3686	-61.3668	-0.00177565	0.001775649
2199	1	-62.857	-62.854	-0.00297144	0.00297144
2200	0	-61.3686	-61.3668	-0.00177565	0.001775649
2201	1	-61.4899	-61.4883	-0.00161673	0.001616732
2202	0	-61.444	-61.4423	-0.00166182	0.001661824
2203	1	-63.4183	-63.4152	-0.00319123	0.003191229
2204	0	-61.3483	-61.3464	-0.00184773	0.001847733
2205	1	-61.503	-61.5014	-0.00160538	0.001605375
2206	0	-61.3483	-61.3464	-0.00184773	0.001847733
2207	1	-61.4456	-61.444	-0.00166001	0.001660014
2208	0	-61.4067	-61.405	-0.00170783	0.00170783
2209	1	-61.3464	-61.3445	-0.00191079	0.001910795
2210	0	-61.9314	-61.9289	-0.00252307	0.002523073
2211	1	-61.3972	-61.3952	-0.0020633	0.002063299
2212	0	-62.4845	-62.4817	-0.00280911	0.002809112
2213	1	-62.7741	-62.7711	-0.0029367	0.002936698
2214	0	-61.5908	-61.5892	-0.00154033	0.001540327
2215	1	-62.7741	-62.7711	-0.0029367	0.002936698
2216	0	-61.5491	-61.5475	-0.00156923	0.001569231
2217	1	-62.7741	-62.7711	-0.0029367	0.002936698
2218	0	-62.1545	-62.1519	-0.00264753	0.00264753
2219	1	-62.319	-62.3162	-0.00273067	0.002730672
2220	0	-62.1545	-62.1519	-0.00264753	0.00264753
2221	1	-62.319	-62.3162	-0.00273067	0.002730672
2222	0	-61.762	-61.7596	-0.00241501	0.002415008
2223	1	-61.6963	-61.6949	-0.00147791	0.00147791
2224	0	-61.762	-61.7596	-0.00241501	0.002415008
2225	1	-61.6963	-61.6949	-0.00147791	0.00147791
2226	0	-61.762	-61.7596	-0.00241501	0.002415008
2227	1	-61.6963	-61.6949	-0.00147791	0.00147791
2228	0	-61.4653	-61.4636	-0.00163975	0.001639749
2229	1	-61.9462	-61.9448	-0.00136522	0.001365217
2230	0	-62.2149	-62.2122	-0.00267875	0.002678749
2231	1	-61.9462	-61.9448	-0.00136522	0.001365217
2232	0	-61.4468	-61.4447	-0.00213653	0.002136535
2233	1	-63.0233	-63.0222	-0.00107737	0.001077373
2234	0	-61.6568	-61.6553	-0.0014998	0.001499796
2235	1	-62.0657	-62.0631	-0.00259988	0.002599877
2236	0	-61.6568	-61.6553	-0.0014998	0.001499796
2237	1	-61.461	-61.4594	-0.00164397	0.001643971
2238	0	-61.6568	-61.6553	-0.0014998	0.001499796
2239	1	-61.4099	-61.4082	-0.00170348	0.001703481
2240	0	-62.003	-62.0016	-0.00134387	0.001343871
2241	1	-61.4761	-61.4739	-0.00217189	0.002171893
2242	0	-62.003	-62.0016	-0.00134387	0.001343871
2243	1	-61.5169	-61.5153	-0.00159395	0.001593953
2244	0	-62.9363	-62.9352	-0.00109475	0.001094753
2245	1	-61.4046	-61.4025	-0.00207578	0.00207578
2246	0	-61.4042	-61.4024	-0.00171153	0.001711535
2247	1	-61.8913	-61.8888	-0.00249882	0.00249882
2248	0	-61.463	-61.4613	-0.00164204	0.001642038
2249	1	-61.379	-61.3769	-0.00202802	0.002028025
2250	0	-61.463	-61.4613	-0.00164204	0.001642038
2251	1	-61.5405	-61.539	-0.00157556	0.001575562
2252	0	-61.4046	-61.4026	-0.00207585	0.002075852
2253	1	-64.7953	-64.7916	-0.00365948	0.003659482
2254	0	-61.6782	-61.6767	-0.00148776	0.001487762
2255	1	-62.5277	-62.5249	-0.00282885	0.002828849
2256	0	-61.786	-61.7836	-0.00243128	0.002431284
2257	1	-62.5277	-62.5249	-0.00282885	0.002828849
2258	0	-61.786	-61.7836	-0.00243128	0.002431284
2259	1	-62.3849	-62.3821	-0.00276246	0.002762462
2260	0	-61.786	-61.7836	-0.00243128	0.002431284
2261	1	-61.6228	-61.6213	-0.00151997	0.001519971
2262	0	-61.786	-61.7836	-0.00243128	0.002431284
2263	1	-61.3887	-61.3867	-0.00204776	0.002047757
2264	0	-61.786	-61.7836	-0.00243128	0.002431284
2265	1	-61.3991	-61.3974	-0.00171897	0.001718968
2266	0	-61.786	-61.7836	-0.00243128	0.002431284
2267	1	-61.3991	-61.3974	-0.00171897	0.001718968
2268	0	-62.4314	-62.4302	-0.00121153	0.001211528
2269	1	-62.0458	-62.0444	-0.00132852	0.001328523
2270	0	-61.3877	-61.3857	-0.00204588	0.002045878
2271	1	-62.0458	-62.0444	-0.00132852	0.001328523
2272	0	-61.3877	-61.3857	-0.00204588	0.002045878
2273	1	-61.4431	-61.441	-0.00213177	0.002131773
2274	0	-61.3877	-61.3857	-0.00204588	0.002045878
2275	1	-63.0096	-63.0066	-0.00303367	0.003033671
2276	0	-62.2007	-62.198	-0.00267147	0.002671472
2277	1	-61.4976	-61.4954	-0.00219559	0.002195595
2278	0	-63.2644	-63.2634	-0.00103236	0.001032357
2279	1	-61.4976	-61.4954	-0.00219559	0.002195595
2280	0	-61.7628	-61.7604	-0.00241555	0.002415554
2281	1	-62.256	-62.2547	-0.00126069	0.001260686
2282	0	-61.7628	-61.7604	-0.00241555	0.002415554
2283	1	-62.256	-62.2547	-0.00126069	0.001260686
2284	0	-61.4303	-61.4282	-0.00211457	0.002114569
2285	1	-62.256	-62.2547	-0.00126069	0.001260686
2286	0	-63.0728	-63.0697	-0.00305883	0.00305883
2287	1	-61.3497	-61.3477	-0.00193638	0.001936379
2288	0	-63.0728	-63.0697	-0.00305883	0.00305883
2289	1	-61.3497	-61.3477	-0.00193638	0.001936379
2290	0	-61.3661	-61.3644	-0.00178157	0.001781565
2291	1	-61.3497	-61.3477	-0.00193638	0.001936379
2292	0	-61.8385	-61.836	-0.00246568	0.002465682
2293	1	-61.3497	-61.3477	-0.00193638	0.001936379
2294	0	-61.7616	-61.7592	-0.00241472	0.002414716
2295	1	-61.3497	-61.3477	-0.00193638	0.001936379
2296	0	-61.7616	-61.7592	-0.00241472	0.002414716
2297	1	-61.3478	-61.346	-0.00185091	0.001850913
2298	0	-62.1941	-62.1914	-0.0026681	0.0026681
2299	1	-61.3478	-61.346	-0.00185091	0.001850913
2300	0	-61.3656	-61.3636	-0.00199589	0.001995887
2301	1	-61.3478	-61.346	-0.00185091	0.001850913
2302	0	-61.3656	-61.3636	-0.00199589	0.001995887
2303	1	-63.4936	-63.4926	-0.000993272	0.0009932717
2304	0	-61.7121	-61.7097	-0.00237979	0.002379785
2305	1	-62.4236	-62.4209	-0.0027808	0.002780801
