Iteration	Posterior	Likelihood	Prior	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
17	-17.7943	-54.643	36.8487	0.0001488159	2.648628e-06	0.001582478	0.002904019	5.059267e-05	0.0001724725	0.0248498	0.587451	0.3877
18	-18.0608	-54.0708	36.01	0.0001741317	2.18958e-06	0.001796179	0.003552003	0.0001107782	0.0003052181	0.109953	0.630228	0.259819
19	-19.278	-55.5395	36.2615	0.0001538626	2.001799e-06	0.002364034	0.002690893	6.813077e-05	0.0003379037	0.167154	0.533932	0.298913
20	-18.9915	-54.8165	35.825	6.240836e-05	1.4665e-06	0.002422554	0.003228581	5.053031e-05	0.0004130508	0.189708	0.519474	0.290819
21	-17.8412	-54.4273	36.5861	4.428208e-05	2.139391e-06	0.00163576	0.003228581	3.537183e-05	0.0002529337	0.345988	0.381929	0.272083
22	-17.5895	-54.6258	37.0363	4.428208e-05	1.850193e-06	0.001095119	0.003241242	2.349991e-05	0.0002136059	0.0547916	0.296881	0.648327
23	-17.3101	-53.1724	35.8623	5.297614e-05	1.899215e-06	0.0009723371	0.00481896	3.866314e-05	0.0002457642	0.0296851	0.619063	0.351252
24	-18.0772	-53.4418	35.3646	9.208306e-05	1.578204e-06	0.001531779	0.00481896	4.606601e-05	0.0002807245	0.0919273	0.461357	0.446716
25	-17.7195	-53.0228	35.3033	6.355874e-05	1.229183e-06	0.001531779	0.00481896	3.786174e-05	0.0003966453	0.114186	0.695398	0.190416
26	-18.5356	-53.2604	34.7248	4.032861e-05	7.614702e-07	0.00220214	0.00481896	3.374761e-05	0.000498585	0.0573519	0.930959	0.0116888
27	-19.4153	-53.3565	33.9412	3.630784e-05	5.004427e-07	0.00220214	0.006006658	2.636112e-05	0.0003310851	0.111244	0.866084	0.0226725
28	-18.3656	-54.0165	35.6509	4.177024e-05	4.871996e-07	0.00220214	0.003690835	1.725623e-05	0.0004501337	0.371412	0.564681	0.0639064
29	-17.004	-53.0073	36.0033	6.583594e-05	7.587889e-07	0.001462394	0.003934888	1.220048e-05	0.000473051	0.079429	0.868327	0.0522439
30	-19.0301	-53.2265	34.1965	4.207318e-05	7.587889e-07	0.001251827	0.006460172	2.600022e-05	0.000493735	0.136815	0.834038	0.0291469
31	-17.4912	-53.6682	36.177	2.348853e-05	5.773268e-07	0.001802898	0.003380064	2.472643e-05	0.000493735	0.174652	0.797479	0.0278692
32	-17.6847	-53.3554	35.6707	1.532652e-05	5.918906e-07	0.002149114	0.003875844	2.063553e-05	0.0003156427	0.140639	0.856512	0.00284884
33	-17.5103	-53.7655	36.2552	4.574219e-05	4.272404e-07	0.001119615	0.003875844	3.082771e-05	0.0005525002	0.497889	0.498849	0.00326214
34	-17.6207	-54.0801	36.4594	4.574219e-05	3.515282e-07	0.0008351845	0.003844916	2.398761e-05	0.0006118661	0.495282	0.496238	0.00848037
35	-18.1489	-54.2128	36.0639	4.311358e-05	2.305422e-07	0.001972746	0.00336203	2.187079e-05	0.0004710523	0.47535	0.516511	0.00813908
36	-19.314	-54.7233	35.4093	2.710808e-05	2.71259e-07	0.002353332	0.003653386	2.269487e-05	0.0006568593	0.554317	0.437235	0.00844762
37	-19.9812	-55.8172	35.836	9.254838e-06	2.71259e-07	0.001697236	0.003423417	2.269487e-05	0.00101149	0.790589	0.193629	0.0157818
38	-20.3805	-55.7982	35.4177	9.254838e-06	3.019674e-07	0.002413294	0.002979573	5.153936e-05	0.001248857	0.15602	0.804712	0.0392679
39	-19.1788	-55.4102	36.2314	3.544412e-06	1.89463e-07	0.002114742	0.002612161	8.287088e-05	0.0008420054	0.15602	0.804712	0.0392679
40	-19.3292	-54.7788	35.4496	3.544412e-06	2.985058e-07	0.002286775	0.003839387	9.92459e-05	0.000432505	0.513077	0.344551	0.142372
41	-18.3413	-54.0608	35.7195	2.894292e-06	2.789329e-07	0.001890718	0.003839387	0.0001488738	0.0004322319	0.320257	0.609655	0.0700879
42	-18.2215	-55.478	37.2564	2.07072e-06	2.316053e-07	0.001449539	0.002523528	9.20156e-05	0.0002689088	0.450336	0.419644	0.13002
43	-18.914	-55.91	36.996	2.181266e-06	1.195961e-07	0.001804295	0.002523528	7.248739e-05	0.0002689088	0.548762	0.295136	0.156102
44	-17.0186	-53.4139	36.3953	2.181266e-06	1.057876e-07	0.00113692	0.004021525	5.150131e-05	0.0002323199	0.151175	0.5655	0.283325
45	-18.0052	-54.7661	36.7609	2.181266e-06	9.486429e-08	0.0005372212	0.004063074	8.471419e-05	0.0002868015	0.225407	0.352146	0.422447
46	-19.9155	-54.8618	34.9463	2.181266e-06	1.111523e-07	0.002580536	0.004430211	8.471419e-05	0.0002117653	0.2359	0.321988	0.442112
47	-18.8196	-53.8256	35.006	1.389289e-06	2.457655e-07	0.002580536	0.004361665	6.285596e-05	0.0002259913	0.0590713	0.830538	0.11039
48	-18.9207	-54.4152	35.4946	1.389289e-06	2.972035e-07	0.002580536	0.003489587	0.0001028828	0.0004291358	0.0913855	0.868051	0.0405638
49	-20.8308	-57.0474	36.2165	2.197348e-06	2.972035e-07	0.002525384	0.00277002	7.807854e-05	0.0002986769	0.6116	0.116926	0.271474
50	-19.6678	-55.6832	36.0154	1.186159e-06	4.233232e-07	0.002707041	0.00277002	7.016702e-05	0.0003846869	0.316139	0.543534	0.140326
51	-22.5017	-55.9716	33.4699	1.186159e-06	4.233232e-07	0.00296201	0.005805207	0.000131164	0.0003096856	0.722322	0.208531	0.0691461
52	-20.4024	-55.5249	35.1225	8.831965e-07	5.923305e-07	0.00296201	0.003668187	0.00014135	0.0003096856	0.51623	0.440792	0.0429781
53	-20.0941	-55.7705	35.6765	6.884626e-07	5.923305e-07	0.002305366	0.003544491	0.0002089044	0.0003096856	0.596519	0.23257	0.170911
54	-20.5843	-54.9888	34.4045	9.809556e-07	5.923305e-07	0.002305366	0.005233051	0.0001345726	0.0003322632	0.596519	0.23257	0.170911
55	-18.0591	-54.3863	36.3272	1.051335e-06	2.941571e-07	0.001361313	0.003542335	0.0001902046	0.0004370383	0.149081	0.490477	0.360442
56	-18.5179	-54.3045	35.7866	2.211461e-07	2.941571e-07	0.000958284	0.004364752	0.0002347577	0.000669694	0.0941528	0.600977	0.30487
57	-20.9905	-56.278	35.2875	1.972745e-07	2.984477e-07	0.000958284	0.004178075	0.0003428919	0.001390565	0.10386	0.501853	0.394287
58	-21.3797	-56.3394	34.9597	1.880605e-07	1.744988e-07	0.001152433	0.004405975	0.0003428919	0.001390565	0.0881229	0.42581	0.486067
59	-20.3493	-57.2682	36.9189	1.652243e-07	2.320631e-07	0.001233724	0.002127145	0.0004837727	0.0009256844	0.0821042	0.708345	0.209551
60	-18.7877	-55.2466	36.4589	1.025786e-07	1.782511e-07	0.001233724	0.003239267	0.0002207559	0.0006686726	0.0695898	0.383809	0.546601
61	-18.2466	-54.909	36.6624	1.025786e-07	2.061626e-07	0.001166457	0.003239267	0.0003072933	0.0003874975	0.182448	0.57062	0.246931
62	-19.2978	-55.3085	36.0107	1.242208e-07	2.113187e-07	0.001714533	0.003061704	0.0003072933	0.0008557147	0.0424741	0.9311	0.026426
63	-20.8954	-55.1676	34.2723	1.109251e-07	1.932425e-07	0.002583939	0.004605212	0.0003530134	0.0006345368	0.0871206	0.878348	0.0345313
64	-19.0276	-55.4692	36.4417	1.171783e-07	2.584043e-07	0.001968159	0.002609392	0.0002282929	0.0005787071	0.0871206	0.878348	0.0345313
65	-19.169	-55.6327	36.4637	1.363042e-07	1.685337e-07	0.002066126	0.002609392	0.0002266386	0.0004540612	0.180739	0.73495	0.0843116
66	-19.522	-54.4414	34.9194	7.078884e-08	1.195386e-07	0.002371278	0.004314462	0.0002266386	0.0004315419	0.174661	0.710236	0.115102
67	-18.1149	-54.8832	36.7683	7.078884e-08	1.628091e-07	0.001641557	0.002936544	0.0001103519	0.0002758044	0.335402	0.443566	0.221031
68	-18.5558	-55.3312	36.7755	7.51227e-08	5.002284e-07	0.001641557	0.002852556	0.0001848014	0.0002758044	0.481981	0.426568	0.0914517
69	-17.9398	-53.6816	35.7418	2.183221e-07	4.947923e-07	0.001641557	0.004195937	0.0001848014	0.0002626092	0.147583	0.70193	0.150487
70	-19.513	-54.7755	35.2625	2.12365e-07	3.055886e-07	0.001816386	0.004180239	0.0003217096	0.0005836958	0.3186	0.561104	0.120295
71	-18.6823	-55.115	36.4328	2.12365e-07	4.473909e-07	0.001384831	0.003175126	0.0003071611	0.0005285733	0.3186	0.561104	0.120295
72	-21.8627	-57.0676	35.2049	1.667315e-07	4.434015e-07	0.0007132245	0.004309696	0.0005341878	0.00141889	0.3186	0.561104	0.120295
73	-19.842	-56.5156	36.6736	1.338645e-07	2.199615e-07	0.0007061846	0.002951735	0.0003587536	0.001069376	0.3186	0.561104	0.120295
74	-20.105	-57.4431	37.3381	1.338645e-07	4.505738e-07	0.0009642877	0.00196491	0.0003531466	0.0009482558	0.255892	0.450665	0.293443
75	-19.1734	-56.1803	37.0069	1.191758e-07	4.215622e-07	0.001524384	0.002207783	0.0002412573	0.0006834481	0.0834461	0.754949	0.161605
76	-18.152	-54.721	36.569	1.136963e-07	6.867994e-07	0.001524384	0.003076677	0.0002756605	0.0003434411	0.0645026	0.770552	0.164945
77	-18.8182	-55.0508	36.2326	6.863538e-08	8.352964e-07	0.001402958	0.003367663	0.0003564857	0.0005259537	0.274659	0.59745	0.127891
78	-18.7164	-54.4714	35.755	1.212622e-07	1.054663e-06	0.001110931	0.004292014	0.0003386108	0.0005259537	0.302988	0.570987	0.126024
79	-19.4982	-56.32	36.8217	1.597075e-07	2.135985e-06	0.001110931	0.002710588	0.0003012906	0.0007706245	0.446818	0.367334	0.185848
80	-20.0248	-57.0779	37.0532	1.529365e-07	2.135985e-06	0.001439739	0.002099032	0.0002861718	0.0007706245	0.248057	0.410037	0.341906
81	-21.4638	-58.4985	37.0347	9.504098e-08	3.307316e-06	0.001443846	0.00143706	0.0005830656	0.001154256	0.248057	0.410037	0.341906
82	-20.2455	-57.3136	37.0681	7.53914e-08	3.82849e-06	0.001067068	0.00143706	0.0002383006	0.001832332	0.322008	0.337723	0.340269
83	-20.0684	-57.6553	37.5869	1.11381e-07	3.82849e-06	0.0008669283	0.001416753	0.0002896922	0.001333599	0.263229	0.458614	0.278157
84	-20.7012	-57.9912	37.29	1.914279e-07	5.974752e-06	0.001127079	0.001056291	0.0004091976	0.00169438	0.186768	0.615872	0.19736
85	-20.6178	-58.1153	37.4975	1.669382e-07	1.480124e-05	0.001128902	0.001577585	0.0004091976	0.0008953998	0.186768	0.615872	0.19736
86	-20.3974	-57.9344	37.537	1.885127e-07	1.800181e-05	0.0008988356	0.001577585	0.0004455422	0.001034995	0.0937246	0.519489	0.386787
87	-19.9709	-57.5283	37.5575	3.517185e-07	1.194909e-05	0.000714625	0.001829411	0.0003574969	0.001034995	0.034153	0.824903	0.140944
88	-19.3749	-55.0757	35.7007	4.234544e-07	1.766645e-05	0.0008244762	0.004158053	0.0003028832	0.001034995	0.034153	0.824903	0.140944
89	-19.8953	-55.4256	35.5304	5.004346e-07	1.761284e-05	0.001239122	0.004008018	0.0003028832	0.0009896541	0.105471	0.459269	0.43526
90	-20.509	-55.1519	34.6429	3.531987e-07	1.467211e-05	0.001763497	0.004962727	0.0004297194	0.0005289591	0.105471	0.459269	0.43526
91	-20.0685	-55.8451	35.7767	3.531987e-07	8.985656e-06	0.001135649	0.003707244	0.0004297194	0.0009588467	0.275015	0.514629	0.210356
92	-20.3006	-56.4273	36.1267	4.413141e-07	1.266478e-05	0.001556096	0.003064728	0.0005924946	0.0005638702	0.144029	0.552719	0.303251
93	-22.8701	-57.9387	35.0686	4.812202e-07	1.707999e-05	0.002958549	0.00293023	0.0005924946	0.0006533227	0.121875	0.621519	0.256605
94	-21.5323	-57.4414	35.9091	4.812202e-07	1.587549e-05	0.002277014	0.002584477	0.000605344	0.0005871138	0.144726	0.73805	0.117225
95	-19.7395	-54.9155	35.176	5.9128e-07	2.359911e-05	0.00110037	0.004682717	0.0004636248	0.000742917	0.146992	0.749608	0.1034
96	-20.0232	-54.7895	34.7663	9.36345e-07	6.299256e-05	0.001585883	0.0046235	0.0002656015	0.001002242	0.12086	0.794122	0.0850176
97	-20.1813	-55.4051	35.2238	9.36345e-07	0.0001501613	0.002268009	0.003506633	0.000225542	0.0008011008	0.227075	0.649037	0.123888
98	-19.7284	-54.3885	34.6602	9.36345e-07	0.0001501613	0.001219191	0.005424082	0.0001596686	0.0007237213	0.377219	0.458941	0.16384
99	-18.6891	-53.8566	35.1675	1.454298e-06	0.0001501613	0.001410465	0.00487427	0.0001209701	0.0004674329	0.400458	0.441816	0.157726
100	-18.3012	-53.6198	35.3186	1.454298e-06	0.0001631099	0.0009404943	0.00538776	0.0001209701	0.0002165223	0.181645	0.603064	0.215291
101	-17.6725	-53.2394	35.5669	1.986159e-06	0.0001631099	0.001036347	0.005146196	6.163796e-05	0.0001014752	0.0218447	0.932688	0.0454673
102	-17.2976	-54.6424	37.3448	1.986159e-06	0.0001631099	0.001036347	0.00280715	9.417619e-05	0.0001197542	0.0227884	0.960666	0.0165458
103	-17.765	-54.7369	36.9719	2.825592e-06	0.0001461237	0.001503075	0.002782973	0.0001081504	0.0001592633	0.127789	0.779427	0.0927832
104	-17.7888	-55.217	37.4282	5.08237e-06	0.0001461237	0.0009234173	0.002782973	0.0001107491	0.0001468525	0.359854	0.572049	0.0680968
105	-18.1964	-55.8959	37.6995	4.356429e-06	0.0001585743	0.0006596475	0.002782973	7.825174e-05	8.225599e-05	0.249854	0.558055	0.192092
106	-18.7802	-56.8171	38.0369	2.313416e-06	0.0001051033	0.0006600931	0.002363984	0.0001180074	8.225599e-05	0.249854	0.558055	0.192092
107	-19.0407	-53.8207	34.78	2.406173e-06	0.0001051033	0.001417396	0.005744525	0.0001185242	0.0001356187	0.249854	0.558055	0.192092
108	-20.7467	-54.2714	33.5247	2.631237e-06	0.0001051033	0.001137838	0.007543016	0.0001097489	0.0002408434	0.175101	0.690278	0.134621
109	-21.7357	-55.2799	33.5442	3.822042e-06	0.0001681983	0.0009330809	0.007543016	0.0002251314	0.0002408434	0.364818	0.427378	0.207803
110	-21.3623	-55.7787	34.4165	5.116583e-06	0.0001169639	0.0006343246	0.006847571	0.0001466034	0.0002408434	0.425617	0.186586	0.387797
111	-17.9355	-54.9337	36.9982	3.067731e-06	0.0001189249	0.0007722782	0.003115798	0.0001466034	0.0005119803	0.181599	0.552355	0.266046
112	-17.9519	-54.8951	36.9433	7.028529e-06	0.0001187527	0.001307794	0.002708781	0.0001466034	0.0004503895	0.228537	0.695122	0.0763412
113	-19.2852	-56.3937	37.1086	4.775904e-06	0.0001239954	0.001057927	0.002636103	0.0002279901	0.000475773	0.389594	0.2427	0.367706
114	-18.8943	-56.0438	37.1495	5.054896e-06	9.122854e-05	0.0009951082	0.002660779	0.0003477928	0.0003738868	0.24424	0.505055	0.250705
115	-20.2654	-57.1205	36.8551	5.054896e-06	6.679313e-05	0.001540261	0.002660779	0.0002430639	0.0003367957	0.459604	0.114279	0.426117
116	-19.2823	-56.0002	36.718	4.986061e-06	0.0001008373	0.001540261	0.003045518	0.0001879813	0.0001496716	0.386718	0.212769	0.400512
117	-18.8599	-55.1369	36.2769	4.986061e-06	0.0001008373	0.001509913	0.003667405	0.000161278	0.0001525031	0.300995	0.239517	0.459488
118	-19.4205	-56.3243	36.9037	4.986061e-06	9.828173e-05	0.001288993	0.00272726	0.0002499441	0.0004207243	0.338779	0.22657	0.434651
119	-21.0306	-56.7408	35.7102	4.986061e-06	0.0001213277	0.001288993	0.003569726	0.0002820373	0.001059201	0.375179	0.143469	0.481352
120	-22.7368	-58.0231	35.2863	6.252791e-06	8.739589e-05	0.001288993	0.002855282	0.0002820373	0.002351941	0.221978	0.331759	0.446263
121	-21.7248	-57.2139	35.4892	1.028902e-05	0.0001164376	0.001708759	0.002855282	0.0002944313	0.00162563	0.175028	0.395551	0.429421
122	-21.8161	-58.0234	36.2074	1.600628e-05	7.247348e-05	0.001708759	0.001926611	0.0005214145	0.001441181	0.221807	0.373122	0.405071
123	-21.9942	-58.1606	36.1664	8.75952e-06	7.07123e-05	0.001708759	0.001540111	0.0005227281	0.001888051	0.152545	0.514768	0.332687
124	-22.3086	-58.1479	35.8393	1.678728e-05	4.856397e-05	0.001258024	0.002344051	0.0005746741	0.001918121	0.14384	0.542458	0.313702
125	-23.7047	-58.6736	34.9689	1.678728e-05	8.849251e-05	0.0008777679	0.003395212	0.0002785509	0.002623606	0.085825	0.6524	0.261775
126	-22.8245	-58.6541	35.8296	3.272591e-05	7.481874e-05	0.0009268722	0.002073147	0.0004414563	0.002623606	0.0843832	0.665343	0.250274
127	-22.3915	-58.269	35.8776	4.110017e-05	7.481874e-05	0.001928278	0.001871507	0.0005508002	0.001644409	0.247397	0.317832	0.43477
128	-22.8342	-58.9913	36.1571	4.110017e-05	0.0001083077	0.001710793	0.001559564	0.0006869343	0.001644409	0.199625	0.593261	0.207113
129	-22.7432	-59.0226	36.2794	4.87508e-05	0.0002447637	0.002165111	0.00108416	0.0004665239	0.0015844	0.199625	0.593261	0.207113
130	-20.4669	-57.3693	36.9024	4.432421e-05	0.0002503883	0.001617778	0.0009763468	0.0003187136	0.0015844	0.173324	0.232049	0.594627
131	-20.5484	-57.8043	37.2559	8.530461e-05	0.0002503883	0.001665382	0.001006788	0.0002129662	0.00111617	0.164201	0.103514	0.732285
132	-22.0318	-58.5967	36.5649	5.255893e-05	0.0002726061	0.002559607	0.001012338	0.0002129662	0.00111617	0.246048	0.0455557	0.708396
133	-21.0881	-57.6444	36.5563	8.259645e-05	0.0006308219	0.001870231	0.0009900545	0.0001901645	0.001473486	0.246048	0.0455557	0.708396
134	-21.8826	-58.1636	36.2811	8.445277e-05	0.000799737	0.001745684	0.0009900545	0.000255275	0.001716382	0.5737	0.0418082	0.384492
135	-21.5486	-58.0934	36.5448	6.290519e-05	0.000799737	0.001745684	0.0006512579	0.0001105719	0.001881961	0.328381	0.126463	0.545155
136	-22.3484	-58.1493	35.8009	4.365633e-05	0.0009614118	0.001856912	0.0009770411	0.0001429779	0.002227586	0.328381	0.126463	0.545155
137	-22.4749	-58.3255	35.8506	3.367991e-05	0.0009620261	0.001856912	0.00110419	5.25814e-05	0.002136224	0.328381	0.126463	0.545155
138	-22.7457	-58.3636	35.6179	3.137666e-05	0.0003102896	0.002801521	0.00110419	6.146786e-05	0.002136224	0.245374	0.0798377	0.674788
139	-23.4575	-59.4895	36.032	1.431826e-05	0.0002868033	0.002280863	0.0007158659	6.146786e-05	0.002552828	0.724117	0.035279	0.240604
140	-21.9303	-58.1667	36.2364	1.584605e-05	0.0003082288	0.002280863	0.001028902	5.798176e-05	0.001957304	0.479016	0.0169823	0.504002
141	-22.2184	-57.9279	35.7095	1.590731e-05	0.0005045947	0.002280863	0.001539701	2.882882e-05	0.001957304	0.145268	0.0195895	0.835142
142	-23.2212	-58.2435	35.0224	2.18155e-05	0.0004029972	0.002534208	0.002377401	2.827559e-05	0.001846884	0.14688	0.0087111	0.844409
143	-22.7187	-57.7855	35.0668	2.098294e-05	0.0002007117	0.003018051	0.002854815	2.109435e-05	0.001038723	0.0620351	0.119468	0.818497
144	-18.712	-54.6595	35.9474	1.924319e-05	0.0002007117	0.001798433	0.003114834	2.472788e-05	0.0008630688	0.0371494	0.702789	0.260062
145	-17.9298	-54.5523	36.6226	1.342463e-05	0.0002333405	0.001006308	0.003291527	1.567948e-05	0.0005918043	0.0693243	0.407523	0.523153
146	-19.4704	-54.6207	35.1503	1.147413e-05	0.0002333405	0.001865502	0.003992182	3.181497e-05	0.000912596	0.0832306	0.489271	0.427498
147	-19.6496	-54.9186	35.269	4.78155e-06	0.0003665473	0.001865502	0.003672617	4.065581e-05	0.0009440888	0.0832306	0.489271	0.427498
148	-19.1212	-54.2684	35.1471	5.847798e-06	0.0003081198	0.001706645	0.00446838	5.527514e-05	0.000506752	0.112966	0.306808	0.580226
149	-17.9274	-53.7293	35.8019	8.39054e-06	0.0001241079	0.001706645	0.003764712	9.765068e-05	0.000506752	0.0467099	0.746191	0.207099
150	-18.4414	-54.5293	36.088	8.39054e-06	0.0001095783	0.001885159	0.003058268	0.000103204	0.0006755219	0.0537182	0.858148	0.0881337
151	-18.7754	-54.5007	35.7254	7.660077e-06	0.0001561163	0.002046308	0.003380351	0.0001210656	0.0005952817	0.0517399	0.713495	0.234765
152	-19.0047	-54.5119	35.5072	6.298363e-06	0.0001002825	0.002046308	0.003787379	0.0002439436	0.0004033253	0.104762	0.6736	0.221638
153	-19.2142	-54.8951	35.6809	4.603627e-06	6.946069e-05	0.002046308	0.003572964	0.0002990775	0.0003716562	0.149863	0.639665	0.210472
154	-20.2672	-55.1764	34.9092	5.217222e-06	9.450363e-05	0.001173577	0.004834366	0.0004619858	0.0007876554	0.149863	0.639665	0.210472
155	-20.608	-55.5564	34.9485	5.217222e-06	5.922259e-05	0.001173577	0.004834366	0.0003943479	0.000839997	0.508927	0.372055	0.119017
156	-19.3401	-55.0508	35.7108	3.35898e-06	4.995485e-05	0.001173577	0.003943009	0.0003004399	0.0008552543	0.272036	0.551533	0.176431
157	-18.6776	-54.9725	36.2949	3.967361e-06	6.903021e-05	0.0009032441	0.003943009	0.0003004399	0.0003541229	0.170598	0.345874	0.483528
158	-20.0546	-56.9595	36.9048	2.65196e-06	0.0001512522	0.0009032441	0.002849324	0.000632072	0.000250229	0.150549	0.496236	0.353215
159	-19.6284	-56.9291	37.3007	3.269658e-06	0.0001535954	0.0006603801	0.002849324	0.0004413565	0.0001713782	0.3294	0.397072	0.273527
160	-20.2298	-57.2009	36.9711	5.73586e-06	0.0001367619	0.001114032	0.002934195	0.0004413565	7.138871e-05	0.269059	0.324334	0.406606
161	-19.9061	-56.2403	36.3341	1.05277e-05	8.27043e-05	0.001040211	0.003874976	0.0004413565	7.355632e-05	0.278492	0.320149	0.401359
162	-18.3055	-54.9271	36.6217	1.502569e-05	8.27043e-05	0.0009805557	0.003693027	0.0003078109	7.411615e-05	0.0874744	0.835216	0.0773101
163	-18.5687	-55.6355	37.0669	3.261087e-05	6.280577e-05	0.0007056053	0.003353036	0.0003486035	7.759733e-05	0.093252	0.835338	0.07141
164	-18.4512	-54.5919	36.1407	0.0001062459	4.846413e-05	0.0007659046	0.004375592	0.0003486035	0.0001274154	0.0981022	0.83087	0.071028
165	-19.6703	-54.8968	35.2266	0.000129059	6.551649e-05	0.001591594	0.004686603	0.0003486035	0.0001274154	0.3689	0.503895	0.127205
166	-20.7303	-54.81	34.0797	0.0001081772	4.037099e-05	0.00159764	0.006418478	0.0001805653	7.955388e-05	0.3689	0.503895	0.127205
167	-18.6092	-55.357	36.7478	0.0001081772	4.037099e-05	0.0005538055	0.004054617	0.0001516736	8.219228e-05	0.432206	0.453349	0.114445
168	-19.8388	-54.8678	35.029	9.620056e-05	4.111241e-05	0.0006636367	0.006087962	0.0001516736	0.0001624915	0.482435	0.361715	0.155849
169	-21.0308	-55.9712	34.9405	8.039265e-05	3.107463e-05	0.0006636367	0.00625518	0.0001242349	0.0001624915	0.680508	0.115056	0.204436
170	-20.2742	-54.9483	34.6741	9.753749e-05	3.655775e-05	0.000776857	0.00625518	0.000213804	0.0002799429	0.307893	0.314255	0.377851
171	-18.5685	-55.4232	36.8547	0.0001162163	8.111229e-05	0.001005027	0.003171485	0.0002140993	0.000265318	0.307893	0.314255	0.377851
172	-18.3873	-55.0225	36.6351	5.571283e-05	8.98098e-05	0.001300027	0.003171485	0.0001372892	0.0003816125	0.307893	0.314255	0.377851
173	-18.2389	-55.1612	36.9223	8.930381e-05	0.000119112	0.0008195597	0.003171485	0.0002405723	0.0003263283	0.0795796	0.511657	0.408764
174	-19.7436	-54.2476	34.504	8.930381e-05	0.0001353079	0.001148268	0.005865614	0.0001944553	0.0004457651	0.0718384	0.461885	0.466277
175	-20.0695	-54.9826	34.9131	0.0001084959	0.0002202484	0.001148268	0.004940841	0.0002743375	0.00065998	0.0802302	0.363596	0.556174
176	-18.8597	-54.3645	35.5048	7.354937e-05	0.0002667143	0.001518928	0.003989942	0.000190797	0.0005507601	0.0577208	0.542145	0.400134
177	-18.6896	-54.2514	35.5618	0.0001257406	0.0003807471	0.001349525	0.003989942	0.0001206388	0.0005507601	0.017341	0.496249	0.48641
178	-19.798	-55.0302	35.2322	0.000197998	0.0002857026	0.001729595	0.004011924	0.0003086618	0.0004076508	0.0188876	0.451321	0.529791
179	-19.5196	-55.0603	35.5407	0.0001369558	0.000293036	0.001485117	0.004011924	0.0004308699	0.0001865589	0.0439577	0.651035	0.305008
180	-19.3342	-54.8444	35.5102	0.0003862872	0.0003599801	0.001485117	0.003657242	0.0003883837	0.0003067301	0.0623077	0.922807	0.014885
181	-19.7075	-55.908	36.2005	0.0004715442	0.0006134209	0.001384019	0.002732615	0.0001870203	0.0003067301	0.423819	0.474933	0.101248
