Iteration	Posterior	Likelihood	Prior	prob_rate_12	prob_rate_13	prob_rate_21	prob_rate_23	prob_rate_31	prob_rate_32	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
463	21.3207	25.5265	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.642625	0.0283805	0.328994
464	21.8164	26.0222	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.366195	0.0937274	0.540078
465	21.366	25.5718	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.59951	0.0562601	0.34423
466	21.7667	25.9725	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.444883	0.0412228	0.513894
467	21.6987	25.9045	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.447966	0.0719168	0.480117
468	21.953	26.1588	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.285837	0.0950456	0.619118
469	21.8063	26.0121	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.349219	0.116121	0.53466
470	21.175	25.3808	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.444979	0.270653	0.284368
471	21.9484	26.1542	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.238588	0.145118	0.616294
472	22.2205	26.4263	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.118765	0.0722376	0.808997
473	22.1387	26.3445	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.097652	0.156875	0.745473
474	21.8387	26.0445	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.221107	0.226632	0.552261
475	21.8025	26.0083	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.213248	0.25412	0.532632
476	22.2823	26.4881	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.0636284	0.0758236	0.860548
477	22.2823	26.4881	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.0636284	0.0758236	0.860548
478	21.8972	26.103	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.189109	0.225354	0.585536
479	22.0778	26.2836	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.118025	0.180563	0.701412
480	21.9009	26.1067	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.191005	0.221282	0.587713
481	20.9912	25.197	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.0769066	0.686456	0.236638
482	21.3726	25.5784	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.102538	0.550972	0.34649
483	21.3726	25.5784	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.102538	0.550972	0.34649
484	22.2603	26.4661	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.098396	0.0597539	0.84185
485	21.3895	25.5953	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.239516	0.408076	0.352407
486	21.5936	25.7994	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.293756	0.274032	0.432212
487	22.2427	26.4485	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.0894395	0.0834339	0.827127
488	22.2303	26.4361	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.165453	0.0175854	0.816961
489	21.993	26.1988	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.313185	0.0424069	0.644408
490	22.3386	26.5444	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.0701994	0.0193893	0.910411
491	21.6395	25.8453	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.405387	0.142107	0.452506
492	21.3581	25.5639	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.429388	0.229087	0.341525
493	20.5182	24.724	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.296057	0.556491	0.147451
494	21.0196	25.2254	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.666171	0.0903915	0.243437
495	21.5885	25.7943	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.501901	0.0681019	0.429997
496	22.0092	26.2151	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.143379	0.201682	0.654939
497	20.6359	24.8417	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.243221	0.590909	0.16587
498	20.7305	24.9363	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.541316	0.276358	0.182327
499	21.4335	25.6393	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.318065	0.313674	0.368261
500	21.4387	25.6445	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.317092	0.312714	0.370194
501	21.1827	25.3885	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.611315	0.102099	0.286585
502	20.8418	25.0476	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.148848	0.647356	0.203796
503	21.7822	25.988	-4.2058	0	1	0	1	1	0	8.665209e-05	0	0.002051081	0	0	0.02451206	0.381192	0.0968992	0.521909
504	22.3784	26.5841	-4.20569	0	1	0	1	1	0	8.650431e-05	0	0.002051081	0	0	0.02451206	0.042127	0.0107087	0.947164
505	25.8151	26.5589	-0.743802	0	1	0	1	1	0	8.650431e-05	0	0.002051081	0	0	0.02005648	0.0659064	0.0104428	0.923651
506	25.3859	26.1297	-0.743802	0	1	0	1	1	0	8.650431e-05	0	0.002051081	0	0	0.02005648	0.0789138	0.319791	0.601296
507	25.3254	26.0692	-0.743802	0	1	0	1	1	0	8.650431e-05	0	0.002051081	0	0	0.02005648	0.154842	0.279157	0.566001
508	25.1054	25.8491	-0.743673	0	1	0	1	1	0	8.633831e-05	0	0.002051081	0	0	0.02005648	0.14483	0.401034	0.454136
509	24.6775	25.4212	-0.743673	0	1	0	1	1	0	8.633831e-05	0	0.002051081	0	0	0.02005648	0.417041	0.286927	0.296032
510	28.0486	28.4776	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.209973	0.0624559	0.727571
511	27.454	27.883	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.461296	0.137212	0.401492
512	27.9445	28.3735	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.114363	0.229987	0.65565
513	27.5633	27.9923	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.255117	0.297047	0.447836
514	27.8603	28.2893	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.138911	0.258359	0.60273
515	27.65	28.079	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.247814	0.26376	0.488427
516	26.5645	26.9935	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.531352	0.303698	0.16495
517	27.0589	27.4879	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.612414	0.117135	0.270451
518	27.9159	28.3449	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0868506	0.27597	0.63718
519	26.8144	27.2434	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.696506	0.0917213	0.211773
520	26.4403	26.8693	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.722832	0.13148	0.145687
521	27.3437	27.7727	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.315949	0.324494	0.359557
522	27.4581	27.8871	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.375274	0.221588	0.403138
523	27.4581	27.8871	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.375274	0.221588	0.403138
524	27.2949	27.7239	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.5815	0.0760835	0.342417
525	27.6415	28.0705	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.456057	0.0596705	0.484273
526	27.7663	28.1953	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.384021	0.0673509	0.548628
527	27.481	27.91	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.288704	0.29884	0.412455
528	27.7875	28.2165	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.392264	0.0473313	0.560405
529	27.8563	28.2853	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.356653	0.0430345	0.600313
530	27.7295	28.1585	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.334287	0.136889	0.528823
531	27.8042	28.2332	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.110293	0.319882	0.569824
532	27.422	27.851	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0752579	0.535926	0.388816
533	27.8507	28.2797	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.115548	0.28748	0.596972
534	28.0098	28.4388	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.135476	0.164594	0.69993
535	26.085	26.514	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0197655	0.878117	0.102117
536	27.876	28.3049	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0746331	0.313144	0.612223
537	26.5521	26.9811	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0357659	0.801313	0.162921
538	25.668	26.097	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0398514	0.892847	0.067302
539	26.8568	27.2858	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.123416	0.655628	0.220956
540	27.7983	28.2273	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0308036	0.402712	0.566484
541	27.254	27.683	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.378905	0.292388	0.328707
542	27.5755	28.0045	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.108542	0.438129	0.453329
543	27.5755	28.0045	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.108542	0.438129	0.453329
544	27.9567	28.3857	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.158911	0.177392	0.663697
545	26.3589	26.7879	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.409064	0.456637	0.134299
546	25.8818	26.3108	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.160006	0.756654	0.0833402
547	27.3949	27.8239	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.469991	0.151577	0.378432
548	27.7279	28.1569	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.418857	0.0531774	0.527966
549	27.7661	28.1951	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.34351	0.107981	0.548509
550	27.3962	27.8252	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0897916	0.531285	0.378924
551	27.2679	27.6969	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.37856	0.288147	0.333292
552	26.9539	27.3829	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.27656	0.479951	0.243489
553	27.7937	28.2226	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.184892	0.251253	0.563855
554	27.042	27.471	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0871954	0.64689	0.265915
555	27.042	27.471	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0871954	0.64689	0.265915
556	27.5466	27.9756	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.180166	0.379426	0.440408
557	27.8963	28.3253	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.267538	0.107675	0.624787
558	27.3641	27.7931	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.318585	0.31445	0.366965
559	27.6516	28.0806	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.424683	0.0861414	0.489175
560	28.17	28.599	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.148378	0.0300965	0.821526
561	28.2581	28.687	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0944016	0.00846879	0.89713
562	27.9388	28.3678	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.342699	0.0053488	0.651953
563	28.1212	28.5501	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.214368	0.00328336	0.782348
564	28.2091	28.6381	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.142118	0.00358532	0.854297
565	28.2808	28.7098	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0813926	0.000807671	0.9178
566	28.3415	28.7705	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0244411	0.000344047	0.975215
567	28.3412	28.7702	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0244326	0.000691144	0.974876
568	27.6617	28.0907	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.459423	0.0464172	0.49416
569	27.8759	28.3049	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.35223	0.0355871	0.612183
570	27.9285	28.3575	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.317252	0.0375088	0.64524
571	27.9347	28.3637	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.319226	0.0315181	0.649256
572	27.9242	28.3532	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.315886	0.0416514	0.642463
573	27.8371	28.2661	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.289543	0.121574	0.588884
574	27.9633	28.3923	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0997089	0.232167	0.668124
575	27.9856	28.4146	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0718097	0.245016	0.683174
576	28.0582	28.4872	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0772154	0.188182	0.734602
577	27.9181	28.3471	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.297673	0.0637561	0.638571
578	27.9181	28.3471	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.297673	0.0637561	0.638571
579	27.9181	28.3471	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.297673	0.0637561	0.638571
580	27.4503	27.8793	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.560086	0.0399347	0.39998
581	27.1619	27.5909	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.648275	0.0519435	0.299781
582	27.3803	27.8093	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.603658	0.0233816	0.37296
583	27.3736	27.8026	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.606057	0.0234745	0.370468
584	27.3453	27.7743	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.589146	0.0507227	0.360131
585	28.1603	28.5893	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0447237	0.141679	0.813597
586	27.7221	28.1511	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0288556	0.446215	0.52493
587	26.9996	27.4286	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0452587	0.699868	0.254873
588	27.1209	27.5499	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.277277	0.434981	0.287742
589	27.4813	27.9103	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.397568	0.189858	0.412574
590	27.5595	27.9885	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.34857	0.2053	0.446131
591	26.6942	27.1232	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.584801	0.227399	0.1878
592	26.5268	26.9558	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.825331	0.0158236	0.158846
593	27.5845	28.0135	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.496994	0.0455681	0.457438
594	27.9525	28.3815	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.309164	0.0299269	0.66091
595	26.747	27.176	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.640488	0.161533	0.197979
596	27.4563	27.8853	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.467003	0.130612	0.402385
597	26.4489	26.8779	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.40683	0.446229	0.146942
598	26.0952	26.5241	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.285618	0.611221	0.103162
599	26.8422	27.2712	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.249125	0.533127	0.217748
600	28.0243	28.4533	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.126646	0.16325	0.710103
601	28.0421	28.4711	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.128924	0.1482	0.722875
602	27.5454	27.9744	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.352392	0.207728	0.43988
603	26.9985	27.4275	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.203949	0.541468	0.254583
604	27.7711	28.2001	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.281446	0.167249	0.551305
605	27.18	27.609	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.435776	0.258959	0.305265
606	27.0568	27.4858	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.385237	0.344901	0.269862
607	27.682	28.111	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.460468	0.0352362	0.504296
608	27.9121	28.3411	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.316379	0.0488698	0.634751
609	28.0623	28.4913	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.227234	0.0350999	0.737666
610	28.0227	28.4517	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.218392	0.0726459	0.708962
611	27.5654	27.9944	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.290455	0.260775	0.448771
612	27.5741	28.0031	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.390923	0.156381	0.452695
613	27.1844	27.6134	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.420128	0.273284	0.306589
614	27.5467	27.9757	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.285975	0.273548	0.440477
615	26.1338	26.5628	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.456301	0.436471	0.107228
616	27.8826	28.3116	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.333119	0.0505948	0.616286
617	28.0914	28.5204	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0187027	0.221876	0.759421
618	28.0923	28.5213	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0186526	0.221282	0.760066
619	28.0013	28.4303	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00330989	0.302717	0.693974
620	27.7168	28.1458	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0303665	0.447493	0.52214
621	27.8549	28.2839	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0348635	0.365671	0.599466
622	27.4609	27.8899	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.153914	0.441828	0.404258
623	27.8399	28.2688	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.209435	0.200049	0.590516
624	26.3826	26.8116	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.833698	0.0287882	0.137514
625	27.3063	27.7353	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.531856	0.121783	0.346361
626	25.6671	26.096	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.758977	0.173788	0.0672353
627	27.0679	27.4969	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.531902	0.195224	0.272874
628	27.4869	27.9159	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.36511	0.219975	0.414915
629	27.5595	27.9885	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.317288	0.236544	0.446168
630	27.0796	27.5086	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.567012	0.156898	0.27609
631	27.6972	28.1262	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.382204	0.10576	0.512036
632	27.9194	28.3484	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.287103	0.0734642	0.639433
633	27.7643	28.1933	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.340531	0.111939	0.54753
634	26.8989	27.3279	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.579171	0.190385	0.230445
635	27.7092	28.1382	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.41505	0.0667733	0.518177
636	26.3253	26.7543	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.749551	0.120588	0.129862
637	26.8887	27.3177	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.264704	0.507183	0.228113
638	27.5067	27.9357	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.491067	0.0857483	0.423185
639	28.0125	28.4415	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00570379	0.292487	0.70181
640	27.774	28.203	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0452106	0.401896	0.552894
641	28.3056	28.7346	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00978066	0.0493775	0.940842
642	28.3056	28.7346	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00978066	0.0493775	0.940842
643	28.3451	28.7741	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00777233	0.0135107	0.978717
644	28.2575	28.6865	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0121355	0.0912441	0.89662
645	28.2233	28.6523	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0117272	0.121817	0.866456
646	28.0344	28.4634	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00896762	0.273693	0.717339
647	28.0225	28.4514	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0269907	0.264193	0.708817
648	27.8315	28.2605	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0444947	0.369891	0.585614
649	27.9815	28.4105	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.034317	0.285282	0.680401
650	27.9815	28.4105	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.034317	0.285282	0.680401
651	27.8541	28.283	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0152579	0.38578	0.598962
652	27.3685	27.7974	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0082042	0.623237	0.368559
653	27.3685	27.7974	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.0082042	0.623237	0.368559
654	27.4	27.8289	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00170147	0.617945	0.380353
655	27.3843	27.8132	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00898868	0.616584	0.374428
656	27.8999	28.3289	-0.428995	0	1	0	1	1	0	8.633831e-05	0	0.001646079	0	0	0.02005648	0.00535823	0.367551	0.627091
