Iteration	Posterior	Likelihood	Prior	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
604	-18.7646	-54.3803	35.6157	0.0003498871	0.0004397435	0.0005948857	0.004790962	0.00010565	0.0001668258	0.123063	0.745724	0.131213
605	-21.8374	-55.9775	34.1401	0.0004089585	0.000141124	0.002271414	0.004790962	0.000567822	0.0001668258	0.115964	0.751761	0.132275
606	-21.177	-55.3254	34.1484	0.0003487942	5.79054e-05	0.002271414	0.004796394	0.0003922603	0.0004696377	0.0966125	0.626309	0.277079
607	-23.092	-56.076	32.984	0.002125902	5.79054e-05	0.002271414	0.004796394	0.000113841	0.0004696377	0.157106	0.316031	0.526863
608	-21.6588	-55.9321	34.2733	0.002125902	0.0001682304	0.0005412038	0.00495681	6.292051e-05	0.0003206105	0.0911097	0.442343	0.466548
609	-22.7841	-56.4516	33.6675	0.002125902	0.0002239837	0.00292886	0.003293135	6.292051e-05	0.0003206105	0.106101	0.682097	0.211802
610	-23.2017	-56.4682	33.2666	0.002125902	0.001232596	0.002459003	0.003293135	4.772876e-06	0.000355983	0.337761	0.515594	0.146645
611	-22.5577	-58.3773	35.8196	0.0005583489	0.001232596	0.0003726954	0.002716269	1.30418e-06	0.001304366	0.207398	0.665518	0.127084
612	-23.0558	-57.9942	34.9384	0.001403684	0.001232596	0.001128765	0.002473333	3.820804e-06	0.001077475	0.372557	0.264112	0.363331
613	-21.0557	-56.9725	35.9168	0.001403684	0.0007891457	0.001128765	0.002278314	1.832602e-06	0.0004586761	0.129075	0.427042	0.443882
614	-20.9168	-56.8749	35.9581	0.000667086	0.0007891457	0.001128765	0.002278314	3.233151e-07	0.001143657	0.169537	0.560908	0.269554
615	-24.7918	-58.735	33.9431	0.000667086	0.002503614	0.001128765	0.002463951	6.372618e-06	0.001830805	0.261788	0.595813	0.1424
616	-22.7967	-59.033	36.2363	0.0007513862	0.000176164	0.0004120204	0.002463951	1.491103e-05	0.001830805	0.278071	0.632872	0.0890578
617	-25.6036	-59.6688	34.0652	0.001381271	0.000176164	0.0004120204	0.004312141	0.0003311046	0.001830805	0.299697	0.190349	0.509954
618	-29.2442	-62.2833	33.0391	0.001381271	0.001530436	0.0002554763	0.004312141	0.001196346	0.001088459	0.299697	0.190349	0.509954
619	-22.906	-57.5748	34.6688	0.0005501672	0.001195799	0.0003474829	0.004312141	0.000544973	0.0007161484	0.252748	0.648175	0.0990767
620	-22.9435	-60.7778	37.8343	0.0006529377	2.497338e-05	0.0003474829	0.001422314	0.000544973	0.000599879	0.174864	0.635605	0.18953
621	-18.1238	-53.0829	34.9591	9.609376e-05	2.497338e-05	0.001322063	0.005425351	0.0001293399	0.0002952537	0.0367167	0.902064	0.0612197
622	-24.2582	-61.019	36.7608	1.65725e-05	0.0001432342	0.001746849	0.002063641	0.0007085585	0.0002952537	0.842531	0.0600385	0.09743
623	-20.632	-57.9532	37.3212	1.65725e-05	0.0001432342	0.0008795988	0.002063641	0.0006138575	0.0005360077	0.178062	0.70255	0.119388
624	-19.8473	-57.4958	37.6484	0.0001471075	0.0003044818	0.0008795988	0.002063641	0.0002446406	0.0001922736	0.229454	0.470157	0.300388
625	-19.1071	-55.0347	35.9276	8.696899e-05	6.013636e-05	0.0008795988	0.004048868	0.0002446406	0.000726252	0.249461	0.423959	0.32658
626	-23.2198	-58.9316	35.7118	0.0003580991	0.0004114366	0.002070236	0.002171502	0.0005867361	0.000726252	0.277807	0.358503	0.363689
627	-19.7387	-55.0472	35.3085	0.0002372554	0.0004114366	0.0009907216	0.004305402	0.0001722383	0.000726252	0.297564	0.379979	0.322457
628	-19.1683	-54.7205	35.5522	0.0002372554	0.0004034239	0.0009907216	0.004305402	0.000183848	0.0004089906	0.172579	0.351133	0.476287
629	-23.2388	-56.5851	33.3463	0.001537796	0.0001135996	0.0009907216	0.005739286	0.000256821	0.0007305568	0.2024	0.239014	0.558586
630	-20.1308	-55.7641	35.6333	0.0001320532	0.0004153648	0.001254691	0.003635839	0.000256821	0.0007305568	0.0518901	0.279502	0.668608
631	-19.817	-56.8912	37.0742	0.0001320532	0.0005830776	0.001254691	0.002154563	0.000256821	0.0001895922	0.0244567	0.660417	0.315126
632	-20.4437	-57.1528	36.7091	0.0001320532	0.0006767725	0.001623552	0.002154563	0.000264221	0.0001895922	0.0996202	0.580143	0.320237
633	-19.6498	-54.4463	34.7965	3.994654e-05	0.0006767725	0.001623552	0.004472415	0.000264221	0.0004254268	0.179441	0.622183	0.198375
634	-23.4833	-56.1514	32.6681	3.994654e-05	0.003801429	0.001623552	0.004209694	0.000264221	0.0003028467	0.0964762	0.685091	0.218433
635	-22.5688	-58.2761	35.7073	3.994654e-05	0.002092781	0.001623552	0.001710329	0.0001631441	0.0007002638	0.167659	0.486504	0.345837
636	-20.5362	-58.02	37.4838	0.0002708665	0.0003461489	0.001025719	0.001710329	7.708792e-05	0.0006135126	0.311163	0.282838	0.405999
637	-21.7466	-58.6846	36.9381	0.0002708665	0.0004648167	0.001757902	0.001252552	0.0001933737	0.0008065216	0.0521927	0.755052	0.192755
638	-20.6295	-57.5298	36.9003	0.0002708665	0.0004648167	0.0008336529	0.001252552	0.0002067399	0.001765993	0.0340532	0.492634	0.473313
639	-20.7892	-57.7295	36.9403	0.0003897347	0.001220136	0.0004235138	0.0005691771	0.0003745987	0.001765993	0.0405343	0.396071	0.563395
640	-27.7108	-61.1219	33.411	0.0003897347	0.002840328	0.001441703	0.001181037	0.0003745987	0.003058035	0.527344	0.190885	0.28177
641	-25.0803	-59.172	34.0917	7.247464e-05	0.002840328	0.002225702	0.001387526	0.0002318336	0.001651577	0.13458	0.145121	0.720299
642	-21.4103	-58.2624	36.8521	0.0009985037	0.0008893233	0.00052076	0.0004892164	0.0003072809	0.001651577	0.389974	0.0917614	0.518265
643	-23.9978	-59.1596	35.1618	0.0009985037	0.0008893233	0.0004983891	0.002867793	0.0003072809	0.001470895	0.389974	0.0917614	0.518265
644	-22.9082	-57.7181	34.8099	0.0009985037	0.000111067	0.0007936459	0.003854826	0.0002561381	0.001470895	0.506858	0.289744	0.203398
645	-22.9415	-56.4085	33.467	0.003110328	5.131651e-05	0.001516842	0.003854826	0.0002561381	0.0004239558	0.273525	0.60477	0.121705
646	-23.4087	-57.8294	34.4207	0.003110328	5.131651e-05	0.001543905	0.002576851	0.0002561381	0.0004474511	0.267092	0.590548	0.14236
647	-24.7604	-58.8298	34.0694	0.003110328	9.97437e-05	0.001543905	0.002576851	0.0002561381	0.0008511342	0.602993	0.319892	0.0771144
648	-20.3715	-56.6852	36.3136	0.0004900552	0.0002860826	0.001543905	0.002438188	0.0001799971	0.0006114491	0.571548	0.36156	0.0668921
649	-23.6421	-58.6678	35.0257	0.0004900552	4.367749e-05	0.001543905	0.002595706	0.000514744	0.002019262	0.0621374	0.820136	0.117726
650	-23.3767	-60.355	36.9784	0.0005226001	5.15108e-05	0.0008446926	0.001343195	0.0009049846	0.00102719	0.0444053	0.835643	0.119952
651	-22.3577	-58.2617	35.904	0.0005977315	5.15108e-05	0.0008446926	0.002800272	0.0007555198	0.00102719	0.0255465	0.419333	0.55512
652	-25.3434	-60.0239	34.6805	0.002463813	5.15108e-05	0.0005613084	0.002800272	0.000706587	0.001068052	0.0235605	0.109933	0.866507
653	-18.2782	-55.7859	37.5077	0.0002182584	1.389454e-05	0.000185154	0.0005983794	0.000706587	0.00229061	0.0427457	0.107773	0.849481
654	-19.1554	-56.9518	37.7964	0.0002910589	4.780033e-06	0.0001843306	0.0008544387	0.000706587	0.00160006	0.122692	0.309337	0.567971
655	-19.7149	-57.1702	37.4553	0.001134718	3.859203e-06	0.0001843306	0.0003488969	0.0002981277	0.002110359	0.110386	0.378608	0.511006
656	-20.9792	-57.666	36.6868	0.00147321	6.304918e-06	0.0001843306	0.0001274501	0.001167777	0.002110359	0.0715368	0.548218	0.380246
657	-20.6834	-57.9198	37.2364	0.0002178256	6.304918e-06	0.001104505	8.476552e-05	0.001025332	0.001923271	0.0765176	0.516762	0.406721
658	-23.0049	-58.4073	35.4024	0.003465631	0.0002859665	0.0002192213	0.0001101889	0.0007181874	0.001923271	0.226912	0.337987	0.435101
659	-19.015	-56.2736	37.2586	0.0006225493	0.0005623577	0.0001734393	0.0001858485	0.0004193893	0.002369932	0.202489	0.0556965	0.741814
660	-20.8099	-57.9342	37.1243	0.0006225493	0.0003191111	0.001225912	0.0001858485	0.0004193893	0.001733531	0.426935	0.0400216	0.533043
661	-21.3703	-57.5273	36.157	0.0006225493	0.0003191111	0.001276619	0.0003926815	0.000492979	0.002647374	0.100313	0.0628323	0.836855
662	-21.1201	-57.7706	36.6506	0.0001410477	0.0002144503	0.001276619	0.0003926815	0.000443886	0.002647374	0.372903	0.187857	0.439241
663	-23.2116	-59.312	36.1005	8.324205e-05	0.0008755243	0.001276619	0.00165252	0.0007376034	0.001198551	0.341709	0.255794	0.402497
664	-21.2484	-58.8017	37.5532	0.0006271032	0.0001017773	0.0003364161	0.0005521232	0.0007376034	0.001599243	0.823669	0.0685175	0.107814
665	-24.8183	-59.8166	34.9983	0.0008049095	0.0007840679	0.001351912	0.0005521232	0.0006712041	0.003078307	0.6896	0.0192488	0.291151
666	-20.9485	-58.8648	37.9163	0.0007175484	0.0006331493	0.0001577479	0.0005521232	0.0002470902	0.001179276	0.224481	0.0210883	0.75443
667	-26.6812	-61.1369	34.4557	0.0003195836	0.001633153	0.000755879	0.0001236264	0.00147739	0.003631229	0.556565	0.0522849	0.39115
668	-22.738	-58.4352	35.6973	0.0003195836	0.00109435	0.000755879	2.787778e-05	0.0009705932	0.003174685	0.430137	0.0665083	0.503355
669	-23.4449	-58.8067	35.3618	0.0006501328	0.00109435	0.0002268817	2.787778e-05	0.001201549	0.003573884	0.26991	0.0850517	0.645039
670	-22.4324	-61.3087	38.8763	0.0001733972	0.0008337222	0.0002268817	1.989112e-05	0.0001928743	0.0008046234	0.321466	0.101298	0.577237
671	-25.4473	-61.774	36.3267	0.002439099	0.0005945064	0.0002268817	0.0001722162	0.001295562	0.0008046234	0.165913	0.242209	0.591877
672	-21.4902	-59.4205	37.9304	0.0004736599	0.0001071861	0.001208819	0.0007572222	0.0001173972	0.0008046234	0.165913	0.242209	0.591877
673	-23.1759	-60.6731	37.4972	0.001095604	4.276941e-05	0.001208819	0.0007572222	0.0001173972	0.0008046234	0.377776	0.433549	0.188676
674	-20.8399	-56.5071	35.6673	0.001431865	6.5064e-06	0.001208819	0.002858337	7.142944e-05	0.0008046234	0.499974	0.339538	0.160489
675	-23.1968	-59.3918	36.195	0.001431865	7.359547e-05	0.00129252	0.00123293	7.142944e-05	0.001600043	0.515235	0.349902	0.134863
676	-26.2598	-60.6822	34.4224	0.004077382	7.389904e-05	0.00129252	0.00123293	0.0002282118	0.001078868	0.182045	0.433275	0.38468
677	-26.4898	-60.4862	33.9963	0.004077382	0.0001152858	0.00129252	0.001095124	0.0003508701	0.001600946	0.339298	0.349977	0.310725
678	-21.7981	-58.2775	36.4794	0.001284335	0.0001461135	0.001106267	0.001095124	0.0001035258	0.001600946	0.145642	0.396182	0.458176
679	-23.2157	-58.7014	35.4857	0.001408074	0.0003590036	0.001106267	0.001101244	0.000346504	0.002294166	0.304569	0.322484	0.372947
680	-24.7561	-60.9327	36.1765	0.001408074	0.001311333	0.0008261041	0.0007764647	0.000346504	0.00105768	0.743612	0.0800089	0.176379
681	-22.6761	-59.3815	36.7055	0.001408074	0.001311333	0.0001836326	9.148423e-05	0.0009062816	0.001144576	0.47309	0.0509021	0.476008
682	-27.9178	-65.0086	37.0907	0.001408074	0.001311333	0.0002383253	0.0003777012	0.0008259351	0.0003881604	0.148666	0.0200857	0.831249
683	-24.5763	-61.7704	37.1941	0.0003230848	0.001311333	0.0008767123	0.0003772075	0.0008259351	0.0007021732	0.148666	0.0200857	0.831249
684	-25.1018	-61.0683	35.9664	0.001085021	0.00137023	0.001811831	0.0007419806	0.0002853154	0.0007021732	0.0826034	0.0216443	0.895752
685	-19.7413	-57.6061	37.8648	0.0001857698	0.0004449806	0.0003574447	0.0007419806	0.0002004483	0.001622624	0.171361	0.126012	0.702626
686	-19.8259	-57.0441	37.2182	0.0008126353	0.0005839655	0.0002242283	0.0003969338	0.0007451013	0.001622624	0.171361	0.126012	0.702626
687	-19.407	-56.6957	37.2887	0.0003560745	0.0002959705	0.0002944581	0.0003969338	0.0004036324	0.002547676	0.113789	0.351899	0.534311
688	-21.7057	-58.0573	36.3516	0.0007171991	0.0007414854	0.000853299	0.0003969338	0.000244223	0.002547676	0.0110616	0.36884	0.620099
689	-21.3139	-57.671	36.3571	0.0004913487	9.490912e-05	0.000853299	0.001262331	0.000244223	0.002547676	0.123123	0.283202	0.593675
690	-20.4264	-57.2538	36.8274	0.0004913487	9.490912e-05	0.000853299	0.001262331	0.0002221607	0.001964428	0.123123	0.283202	0.593675
691	-22.6178	-58.0392	35.4214	0.001026684	9.490912e-05	0.000853299	0.001919298	0.0003624694	0.002441397	0.114092	0.118607	0.767301
692	-25.4892	-59.7498	34.2606	0.001574963	9.343382e-05	0.003036755	0.001919298	0.0003624694	0.001205082	0.100043	0.22714	0.672817
693	-22.94	-58.3475	35.4075	3.914701e-05	9.343382e-05	0.003036755	0.001686229	0.000257469	0.001602873	0.098232	0.241129	0.660639
694	-20.8891	-57.5349	36.6459	3.914701e-05	0.0007690933	0.001051165	0.001777143	0.000257469	0.001228094	0.105642	0.255659	0.638699
695	-19.3959	-56.3563	36.9604	9.109003e-05	0.0007690933	0.000188081	0.0005440901	0.0008892432	0.002235642	0.114494	0.0207386	0.864767
696	-19.1492	-56.2527	37.1034	9.109003e-05	0.0007690933	4.334195e-05	0.0005047568	0.0008892432	0.002235642	0.237251	0.0178636	0.744885
697	-19.9208	-56.7009	36.7801	0.0002142608	0.0008906458	4.334195e-05	0.0005307423	0.001034674	0.002235642	0.237251	0.0178636	0.744885
698	-21.3294	-57.6706	36.3412	0.0006859964	0.0001088449	4.334195e-05	0.001531894	0.001034674	0.002109445	0.237251	0.0178636	0.744885
699	-21.2778	-57.7879	36.51	0.0006859964	0.0001422192	3.315924e-05	0.001531894	0.001034674	0.00186897	0.239081	0.0178208	0.743098
700	-22.59	-59.1623	36.5722	0.0001821652	0.001312611	1.361127e-05	0.001531894	0.0003076035	0.00186897	0.618603	0.0461098	0.335287
701	-22.2546	-58.4979	36.2433	0.001346212	0.0002572375	9.507972e-05	0.00120224	0.000870515	0.00186897	0.618603	0.0461098	0.335287
702	-22.9845	-58.8486	35.8641	0.001346212	0.0008145571	0.0006140687	0.0006139548	0.000870515	0.00186897	0.40452	0.25295	0.34253
703	-22.9309	-58.8184	35.8875	0.0003983206	0.0001389178	0.002192616	0.000974462	0.0005248676	0.00186897	0.365059	0.269712	0.365229
704	-21.872	-57.8891	36.0171	0.0003983206	0.0003087099	0.002192616	0.000974462	0.0003084623	0.001748768	0.177937	0.131463	0.690601
705	-23.8437	-58.7008	34.8571	0.0003669719	0.0008035935	0.002192616	0.002003923	0.0003084623	0.001748768	0.233714	0.502482	0.263803
706	-26.4214	-61.3817	34.9604	0.0003669719	0.0008035935	0.0007598841	0.002003923	0.001592957	0.001764066	0.327431	0.21172	0.460849
707	-21.2127	-57.7396	36.5269	0.0001675293	0.0008035935	0.0005502899	0.001373346	0.0006163831	0.001764066	0.125196	0.218669	0.656135
708	-19.902	-56.953	37.051	0.0003100521	0.0008035935	0.0001466367	0.0009598849	0.0006163831	0.001764066	0.0611892	0.106873	0.831937
709	-20.4988	-57.25	36.7512	0.001242638	1.018541e-05	0.0003933631	0.0009598849	0.0006163831	0.001764066	0.0611892	0.106873	0.831937
710	-19.9297	-57.4726	37.5429	0.0003687431	0.0001019733	0.0003125405	0.0009598849	0.0006163831	0.001608069	0.201504	0.351948	0.446548
711	-22.0066	-57.8026	35.7961	0.001651419	0.0001298414	0.0003125405	0.0003995648	0.0007200919	0.00300236	0.162381	0.283616	0.554003
712	-19.0481	-56.2365	37.1884	0.0002267717	9.142744e-05	0.0002290793	0.0001906003	0.0006835686	0.00300236	0.00460679	0.340031	0.655362
713	-20.5185	-57.0284	36.5099	0.00110843	0.0001145836	0.0001975005	0.0001906003	0.0006835686	0.00300236	0.0423174	0.415332	0.54235
714	-22.0783	-58.2429	36.1646	0.00161049	0.0002276221	0.00053073	0.0007555486	0.000426129	0.002190958	0.121438	0.501188	0.377374
715	-21.6809	-57.5585	35.8776	0.0001106543	0.001142215	0.001233866	0.001080253	0.0003529411	0.002190958	0.123555	0.0694042	0.80704
716	-25.1874	-59.2207	34.0333	0.0001106543	0.002997708	0.001233866	0.001598468	0.0003529411	0.002190958	0.288667	0.0495654	0.661768
717	-24.6471	-60.1378	35.4907	0.000885751	0.0004121946	0.000252418	0.001598468	0.001269066	0.002190958	0.765567	0.0211828	0.21325
718	-23.5147	-58.9992	35.4845	0.0008355154	0.0003662087	0.0001068221	0.001598468	0.001269066	0.002440759	0.397759	0.0544171	0.547824
719	-23.4701	-58.9422	35.4721	0.0003064871	0.001009569	0.000187529	0.0006872696	0.001269066	0.003172853	0.361202	0.141323	0.497475
720	-25.9611	-60.1448	34.1836	0.001678515	0.0008687316	0.0008898161	0.0004120837	0.001269066	0.003172853	0.223981	0.087634	0.688385
721	-19.5698	-57.8729	38.3031	0.0003242077	0.0002854069	3.810503e-05	0.0005918689	0.0005859075	0.001163642	0.317823	0.124351	0.557826
722	-20.5172	-58.6606	38.1434	0.001138017	0.0002854069	0.0001190168	0.000195022	0.00029364	0.001163642	0.336613	0.0725825	0.590804
723	-23.0586	-58.5643	35.5057	0.001349059	0.0002854069	0.0008316087	9.942565e-05	0.001296567	0.002727426	0.148444	0.0756424	0.775913
724	-21.9769	-58.3532	36.3763	0.000266131	0.0002854069	0.0007941273	9.942565e-05	0.001296567	0.002727426	0.352903	0.192848	0.454249
725	-19.629	-57.7671	38.1381	5.495642e-05	0.0002854069	0.0007941273	0.0001453144	0.0004937195	0.00142799	0.215085	0.373961	0.410955
726	-19.9679	-57.5431	37.5752	8.857033e-06	0.0004495923	0.0007941273	0.0004181426	0.0008273002	0.00142799	0.098482	0.0854795	0.816038
727	-21.5781	-57.5285	35.9504	7.587579e-06	0.0004495923	0.001388128	0.00144909	0.0004817664	0.002240987	0.0885969	0.177275	0.734128
728	-21.1196	-57.4682	36.3485	7.587579e-06	0.0005264325	0.0006089099	0.002134867	0.0003614283	0.00186553	0.0223002	0.244247	0.733452
729	-19.9735	-57.2729	37.2994	2.314618e-06	0.0005567318	0.000782867	0.001088586	0.0001345476	0.001715932	0.05587	0.281231	0.662899
730	-23.5383	-58.8368	35.2985	6.61885e-06	0.0005567318	0.00161365	0.001088586	0.0006379963	0.002952636	0.118394	0.271965	0.609641
731	-20.5139	-57.1874	36.6735	1.99568e-05	0.0005567318	0.0007172253	0.001051568	0.0006379963	0.002103021	0.0943181	0.21666	0.689022
732	-20.7164	-57.4414	36.725	6.017018e-05	0.000186411	0.000927604	0.001051568	0.0006914943	0.002103021	0.120711	0.330893	0.548397
733	-19.9617	-57.4742	37.5125	0.0001732606	0.0003833947	0.0002913292	0.001051568	0.0005542748	0.00155286	0.120711	0.330893	0.548397
734	-20.8665	-58.1994	37.3329	0.0004324862	0.0002154702	0.000264408	0.001051568	0.0007210928	0.00155286	0.120967	0.577081	0.301952
735	-21.4791	-58.122	36.6429	0.0004324862	0.0006884342	0.0005375822	0.001051568	0.0008629788	0.00155286	0.104106	0.194434	0.701461
736	-21.8663	-59.5053	37.639	0.0004324862	0.0003504927	0.000746327	0.0002942948	0.0008629788	0.001157276	0.312015	0.386643	0.301342
737	-23.2733	-58.9014	35.6281	0.0008335904	0.0003504927	0.0007988806	0.0005102155	0.0008629788	0.003075836	0.355725	0.300719	0.343556
738	-21.5882	-58.3873	36.7991	0.0008335904	0.0003504927	0.0007988806	0.0005352768	0.0008629788	0.001543597	0.0711068	0.433566	0.495327
739	-19.5756	-57.707	38.1314	9.242584e-05	0.0001048933	0.000407111	0.0007705581	0.0002915695	0.001543597	0.532909	0.104534	0.362557
740	-22.791	-59.1409	36.35	0.001671979	7.766306e-05	0.000407111	0.001553172	0.0002494236	0.001543597	0.532909	0.104534	0.362557
741	-20.9013	-57.6099	36.7087	0.0001811132	0.0001745206	0.001056879	0.001396291	0.0002171682	0.002015279	0.532909	0.104534	0.362557
742	-22.69	-59.5057	36.8157	0.0003812238	0.00116072	0.001056879	0.001190172	0.0002156722	0.0008987889	0.359291	0.525487	0.115222
743	-21.9013	-58.7591	36.8577	0.0003571445	0.001037343	0.0005415784	0.0008792425	0.0002156722	0.001818439	0.0898381	0.650604	0.259558
744	-22.9601	-59.0302	36.0701	5.280843e-05	0.0004431341	0.0004883584	0.0008379749	0.0005864609	0.003454403	0.184016	0.583284	0.2327
745	-21.8629	-58.3846	36.5217	0.0004772393	0.0004431341	0.0001888509	0.0003552129	0.001197161	0.002620313	0.0527322	0.736803	0.210465
746	-21.8792	-58.7484	36.8692	0.0005884521	0.001656625	0.0004218645	0.0002715635	0.0004853062	0.001410837	0.0195657	0.579601	0.400833
747	-23.926	-60.5799	36.6539	0.0005884521	0.001656625	0.001001425	0.0002980333	0.0003985916	0.001168663	0.0419534	0.734507	0.223539
748	-21.8294	-59.1581	37.3287	0.0008538929	0.001514928	0.0002305833	7.660821e-05	0.0003985916	0.001168663	0.0918979	0.418444	0.489658
749	-22.3091	-58.6526	36.3436	0.0008172557	0.001794059	0.0008313557	4.736956e-05	0.0003985916	0.001622513	0.108287	0.31473	0.576983
750	-20.1561	-57.4836	37.3275	0.0008217398	0.0005589313	0.0003437961	0.0003003023	0.0005975865	0.001622513	0.0836801	0.470448	0.445871
751	-18.6915	-56.3743	37.6828	0.0007856612	0.0003425994	0.0003437961	9.542736e-05	0.0005975865	0.001622513	0.0350537	0.0196551	0.945291
752	-20.5883	-58.0847	37.4964	0.0006050957	0.0003425994	0.001098418	6.999333e-05	0.000288764	0.001622513	0.0225486	0.369384	0.608067
753	-21.1101	-57.8816	36.7714	0.001532937	8.162119e-05	0.0009033783	0.0002867121	0.0005333394	0.001622513	0.0318765	0.293855	0.674269
754	-20.6741	-58.6883	38.0142	0.000279405	8.162119e-05	0.0004394551	0.0003826926	0.0005553343	0.001622513	0.0899284	0.829009	0.0810631
755	-21.4529	-58.0659	36.613	0.00110487	1.795596e-05	0.0005984322	0.0006303063	0.0002084864	0.002604336	0.0418167	0.385489	0.572694
756	-22.2183	-58.5147	36.2964	0.00110487	0.0001671698	0.0005984322	0.001348744	0.0002352586	0.002117426	0.179618	0.49606	0.324322
757	-24.4172	-57.439	33.0218	0.00110487	0.0006190831	0.0005984322	0.006150246	0.000199703	0.001114119	0.132867	0.366945	0.500188
758	-20.9259	-55.4209	34.495	0.00110487	0.0004723385	0.001091374	0.004228616	0.000199703	0.0007934413	0.138418	0.611022	0.25056
759	-20.4895	-55.3911	34.9015	0.0001632353	0.0009069705	0.001091374	0.004228616	0.0001834671	0.0007934413	0.449842	0.390164	0.159994
760	-19.6431	-54.1382	34.4952	0.0001102583	0.002096263	0.00118386	0.004228616	4.395406e-05	0.0002271626	0.101651	0.862196	0.0361537
761	-20.4677	-54.3692	33.9016	0.0001102583	0.002096263	0.0017842	0.004228616	4.395406e-05	0.0003908304	0.200959	0.748489	0.0505519
762	-22.15	-57.5522	35.4021	0.0004634838	0.001392615	0.0017842	0.002432887	8.72015e-05	0.0005624172	0.449672	0.176811	0.373517
763	-20.8143	-56.4585	35.6442	0.001112559	0.0003546864	0.0017842	0.002432887	7.873854e-05	0.0006481989	0.254062	0.567893	0.178045
764	-21.797	-57.4387	35.6417	0.001112559	0.001314284	0.001003493	0.002432887	0.0001443324	0.0004069349	0.25536	0.360543	0.384098
765	-28.009	-60.0169	32.008	0.0004004328	0.004761642	0.002981918	0.002432887	0.0002026673	0.000311705	0.249611	0.245032	0.505357
766	-30.8093	-62.3455	31.5362	0.00168899	0.004761642	0.0007311924	0.002432887	0.0007140951	0.001369649	0.288964	0.254639	0.456397
767	-26.9908	-61.4964	34.5056	0.00168899	0.001099991	0.0006962025	0.0006935642	0.0001415079	0.003556479	0.448815	0.197393	0.353792
768	-24.4859	-59.9695	35.4836	0.00278309	0.0006673358	0.0007943874	0.0004176315	0.0001415079	0.001814017	0.513799	0.0207188	0.465482
769	-23.4452	-57.6808	34.2357	0.00278309	0.003970447	0.0002117137	0.0004176315	0.0001365506	0.0007046894	0.84344	0.0216686	0.134892
770	-27.2643	-60.5429	33.2785	0.00278309	0.002834206	0.0002117137	0.001536678	0.0001365506	0.001953729	0.181127	0.0662489	0.752624
771	-27.7571	-61.8447	34.0876	0.001381408	0.002834206	0.0002117137	0.001504429	6.199126e-05	0.002420914	0.523765	0.201955	0.27428
772	-22.3067	-58.6294	36.3227	0.0005261777	0.0004104465	0.000711302	0.001504429	6.199126e-05	0.002323641	0.194639	0.341527	0.463834
773	-22.001	-58.281	36.28	0.0005261777	6.89363e-05	0.000711302	0.001504429	6.199126e-05	0.002720192	0.0310097	0.0584706	0.91052
774	-22.2576	-58.7302	36.4725	0.0004306521	0.0004489944	0.000711302	0.001504429	3.232027e-05	0.002217476	0.173092	0.326375	0.500533
775	-22.4316	-58.5213	36.0897	0.0002231522	0.0004489944	0.0008271865	0.001504429	0.0001769977	0.002657115	0.122721	0.522405	0.354874
776	-23.5073	-59.6168	36.1095	0.0001482866	0.00175945	0.0001835426	0.001504429	0.0002246922	0.001991997	0.139434	0.512453	0.348113
777	-21.9398	-58.5807	36.6408	0.0004366865	0.001328026	0.0008511782	0.0002368078	0.0002838534	0.001991997	0.139434	0.512453	0.348113
778	-18.818	-57.0928	38.2748	0.0004366865	8.646078e-05	9.035965e-05	0.0001361861	0.0002838534	0.001991997	0.158558	0.547728	0.293714
779	-21.9437	-59.1762	37.2326	0.001983503	3.753694e-05	0.0001638839	0.0001361861	0.0001686557	0.001877243	0.158558	0.547728	0.293714
780	-21.9553	-58.4661	36.5108	0.001983503	0.0002733729	0.0008158493	0.0002200193	0.0003022062	0.001700979	0.0790751	0.304182	0.616743
781	-19.7328	-57.1533	37.4205	0.0002651187	0.0008308261	0.0006051869	0.0002200193	0.0005029351	0.001700979	0.0790751	0.304182	0.616743
782	-21.4433	-57.8122	36.3689	0.0002651187	0.001699458	0.0005202716	0.000789782	0.0005029351	0.001700979	0.0997332	0.122402	0.777865
783	-21.7244	-57.8981	36.1737	0.000608756	0.000481247	0.0005202716	0.00214428	0.0002742842	0.001700979	0.0997332	0.122402	0.777865
784	-27.1184	-61.0796	33.9612	0.001528518	0.002595462	0.000200938	0.002294668	0.0002568329	0.001700979	0.34956	0.151575	0.498865
785	-25.1464	-59.7451	34.5987	0.0003496071	0.002757863	0.00139884	0.002294668	0.0004397329	0.0005161853	0.35331	0.142474	0.504217
786	-23.8354	-59.5064	35.6709	0.001215182	0.0003551269	0.0003422394	0.002294668	0.0001852353	0.001984417	0.48761	0.112886	0.399504
787	-23.3819	-57.7206	34.3387	0.0003201228	0.001532564	0.002594458	0.003301932	8.566054e-05	0.0002567103	0.351992	0.081489	0.566519
788	-24.1247	-59.1735	35.0488	0.0003201228	0.002209049	0.0004245275	0.003301932	8.566054e-05	0.0008363121	0.351992	0.081489	0.566519
789	-26.5087	-60.3846	33.8759	0.0003201228	0.001958803	0.0003857308	0.003301932	0.0006949575	0.00202563	0.21343	0.0989137	0.687657
790	-23.7964	-57.856	34.0595	0.0008170147	0.001958803	0.001292844	0.003301932	0.0001796332	0.0009005715	0.478292	0.162992	0.358716
791	-18.4879	-54.1223	35.6344	0.0003962762	0.0002458299	0.001292844	0.003953284	0.0001796332	0.0003560034	0.0685368	0.664539	0.266924
