Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
492	0	-424.701	-416.704	-7.99628	538371.8	14.29689	0.998268	0.999557	1.00044	1.00173	2.87696
493	1	-432.512	-416.347	-16.1649	598823.7	8.128708	0.998358	0.99958	1.00042	1.00164	3.924456
494	0	-427.597	-414.588	-13.0091	765204.8	10.90592	0.998547	0.999628	1.00037	1.00145	3.474107
495	1	-425.542	-415.261	-10.2814	149127.9	9.821809	0.99671	0.999157	1.00084	1.00329	3.25015
496	0	-429.8	-422.307	-7.49341	855359.1	9.760033	0.998626	0.999649	1.00035	1.00137	2.964996
497	1	-419.316	-405.437	-13.8795	860566.8	9.602541	0.99863	0.99965	1.00035	1.00137	3.62604
498	0	-430.337	-419.907	-10.4301	623455.9	10.80228	0.998391	0.999588	1.00041	1.00161	3.241441
499	1	-425.735	-411.033	-14.7021	405999.9	9.555788	0.998006	0.99949	1.00051	1.002	3.713991
500	0	-436.851	-424.819	-12.0318	658310.2	8.186725	0.998434	0.999599	1.0004	1.00157	3.419033
501	1	-428.656	-412.362	-16.2939	895421.6	7.642712	0.998657	0.999657	1.00034	1.00134	3.937405
502	0	-435.831	-423.617	-12.2139	828479.9	8.068896	0.998604	0.999643	1.00036	1.0014	3.435161
503	1	-420.837	-410.543	-10.2934	338053.6	12.50612	0.997815	0.999441	1.00056	1.00219	3.14811
504	0	-428.658	-412.543	-16.1155	626665.2	8.101915	0.998395	0.999589	1.00041	1.00161	3.918546
505	1	-416.481	-411.627	-4.85406	863719.7	11.84403	0.998633	0.99965	1.00035	1.00137	2.724473
506	0	-433.687	-416.472	-17.2142	992230.3	6.420178	0.998724	0.999674	1.00033	1.00128	3.972659
507	1	-415.028	-408.848	-6.17997	822165	12.23644	0.998598	0.999642	1.00036	1.0014	2.826948
508	0	-424.985	-418.677	-6.30815	236224.9	12.23475	0.997386	0.999331	1.00067	1.00262	2.83747
509	1	-423.93	-412.129	-11.8003	451461.7	8.595125	0.998109	0.999516	1.00048	1.00189	3.407054
510	0	-417.933	-415.059	-2.87398	92458.09	11.21015	0.995823	0.998929	1.00106	1.00418	2.551285
511	1	-416.365	-408.936	-7.42882	416899.3	10.30049	0.998032	0.999496	1.0005	1.00197	2.965328
512	0	-413.742	-411.545	-2.19767	179806.1	10.36401	0.997004	0.999233	1.00076	1.003	2.460761
513	1	-427.997	-416.276	-11.721	732409.9	11.48423	0.998515	0.99962	1.00038	1.00149	3.325396
514	0	-432.194	-423.189	-9.00467	653119.6	9.183392	0.998428	0.999598	1.0004	1.00157	3.109459
515	1	-431.77	-417.843	-13.9264	495002.8	7.769251	0.998194	0.999538	1.00046	1.00181	3.635043
516	0	-419.111	-412.677	-6.43358	244381.7	8.688285	0.99743	0.999342	1.00066	1.00257	2.791623
517	1	-417.275	-403.11	-14.1649	165846	6.861303	0.99688	0.999201	1.0008	1.00312	3.57957
518	0	-417.746	-410.1	-7.64531	498837.4	11.02386	0.998201	0.99954	1.00046	1.0018	2.980433
519	1	-414.4	-406.405	-7.99453	801375.5	11.79659	0.99858	0.999637	1.00036	1.00142	2.991225
520	0	-414.219	-409.972	-4.2472	60106.02	10.06657	0.99482	0.998671	1.00132	1.00519	2.647519
521	1	-421.198	-410.612	-10.5859	482708.8	8.422726	0.998171	0.999532	1.00047	1.00183	3.257318
522	0	-420.156	-411.517	-8.63963	838737.5	9.194496	0.998612	0.999645	1.00035	1.00139	3.070097
523	1	-413.933	-406.499	-7.43436	154018	9.797874	0.996763	0.999171	1.00083	1.00324	2.959779
524	0	-430.947	-422.537	-8.41027	494449.9	10.85397	0.998193	0.999538	1.00046	1.00181	3.053472
525	1	-414.167	-407.891	-6.27606	882731.7	9.449591	0.998647	0.999654	1.00035	1.00135	2.827265
526	0	-427.333	-415.237	-12.0958	679414.4	8.779269	0.998458	0.999606	1.00039	1.00154	3.444726
527	1	-417.247	-407.573	-9.67333	663904.7	9.866953	0.99844	0.999601	1.0004	1.00156	3.18807
528	0	-423.463	-412.458	-11.0051	290231.3	6.742393	0.997642	0.999396	1.0006	1.00236	3.092014
529	1	-424.967	-410.786	-14.1807	868132.9	8.971165	0.998636	0.999651	1.00035	1.00136	3.67871
530	0	-424.161	-410.717	-13.4445	102084.7	8.708324	0.996024	0.998981	1.00101	1.00398	3.59855
531	1	-427.028	-414.669	-12.3591	510214.7	10.9477	0.998221	0.999545	1.00045	1.00178	3.412232
532	0	-415.129	-409.829	-5.30027	788145.3	11.86393	0.998569	0.999634	1.00037	1.00143	2.761847
533	1	-422.015	-410.895	-11.1197	743707.1	11.34754	0.998526	0.999623	1.00038	1.00147	3.280056
534	0	-421.671	-409.268	-12.4021	434562.9	6.376044	0.998072	0.999507	1.00049	1.00193	3.21113
535	1	-417.597	-413.008	-4.58905	468315.9	12.54051	0.998143	0.999525	1.00047	1.00186	2.691283
536	0	-417.376	-406.498	-10.8788	868175.6	8.223875	0.998636	0.999651	1.00035	1.00136	3.280657
537	1	-429.507	-415.667	-13.8404	739380.7	6.294378	0.998522	0.999622	1.00038	1.00148	3.416308
538	0	-418.508	-410.019	-8.48884	310156.2	6.933724	0.997719	0.999416	1.00058	1.00228	2.771454
539	1	-422.934	-413.9	-9.0344	79858.08	10.61158	0.995506	0.998848	1.00115	1.0045	3.116369
540	0	-421.395	-414.115	-7.27976	22966.6	9.16506	0.991625	0.997845	1.00213	1.0084	2.920678
541	1	-411.611	-407.178	-4.43308	776070.9	11.83484	0.998557	0.999631	1.00037	1.00144	2.689008
542	0	-408.814	-406.977	-1.8365	897787.3	12.76828	0.998659	0.999657	1.00034	1.00134	2.47065
543	1	-423.602	-415.135	-8.4678	857400.1	10.77395	0.998628	0.999649	1.00035	1.00137	3.060311
544	0	-421.719	-413.395	-8.32367	142248	11.47079	0.996632	0.999137	1.00086	1.00337	3.029986
545	1	-413.301	-405.138	-8.16338	285366.5	9.112661	0.997622	0.999391	1.00061	1.00238	3.014825
546	0	-422.683	-414.884	-7.79813	641508.2	10.47505	0.998413	0.999594	1.0004	1.00159	3.000777
547	1	-416.826	-405.754	-11.072	235818	10.19736	0.997384	0.99933	1.00067	1.00262	3.322044
548	0	-424.461	-413.583	-10.8786	237782.2	7.844346	0.997394	0.999333	1.00066	1.00261	3.250261
549	1	-414.348	-410.396	-3.9521	683721.9	10.91877	0.998463	0.999607	1.00039	1.00154	2.64385
550	0	-423.248	-412.534	-10.7141	440894.5	11.05542	0.998086	0.99951	1.00049	1.00191	3.257468
551	1	-415.81	-408.496	-7.31402	180266.2	9.847013	0.997008	0.999234	1.00076	1.003	2.948556
552	0	-418.589	-411.051	-7.53793	496698	8.543589	0.998197	0.999539	1.00046	1.0018	2.906681
553	1	-424.234	-414.113	-10.121	810854.3	9.080538	0.998589	0.999639	1.00036	1.00141	3.228951
554	0	-431.04	-416.979	-14.0609	716172.8	9.12856	0.998498	0.999616	1.00038	1.0015	3.661574
555	1	-425.6	-419.17	-6.43013	111631.1	10.58554	0.996198	0.999026	1.00097	1.00381	2.870846
556	0	-439.327	-418.357	-20.9694	650136.8	7.460941	0.998424	0.999597	1.0004	1.00158	4.558402
557	1	-431.025	-420.753	-10.2721	724962.2	6.853949	0.998508	0.999618	1.00038	1.00149	3.010495
558	0	-440.223	-422.35	-17.8731	451618	5.689502	0.998109	0.999516	1.00048	1.00189	3.923557
559	1	-436.262	-423.824	-12.438	325868.1	12.5996	0.997774	0.99943	1.00057	1.00223	3.312985
560	0	-413.291	-406.572	-6.71881	168085.9	8.497214	0.996901	0.999206	1.00079	1.0031	2.8061
561	1	-425.402	-414.674	-10.7285	100394.6	12.12994	0.995991	0.998973	1.00102	1.00401	3.204727
562	0	-415.36	-408.642	-6.71764	349370.8	8.925358	0.99785	0.99945	1.00055	1.00215	2.843521
563	1	-421.874	-415.137	-6.7367	11735.15	11.14336	0.988291	0.996979	1.00297	1.01176	2.896718
564	0	-418.619	-414.805	-3.81477	341897.6	9.607507	0.997827	0.999444	1.00055	1.00217	2.578249
565	1	-425.648	-422.097	-3.55067	450994.3	12.00826	0.998108	0.999516	1.00048	1.00189	2.613779
566	0	-425.894	-413.945	-11.9499	356800.4	15.75525	0.997873	0.999456	1.00054	1.00213	3.04653
567	1	-430.197	-414.549	-15.6479	759620.6	6.462458	0.998542	0.999627	1.00037	1.00146	3.736514
568	0	-414.375	-409.274	-5.10037	425169	12.38043	0.998051	0.999501	1.0005	1.00195	2.735724
569	1	-416.529	-408.099	-8.43041	588512.8	11.93109	0.998344	0.999576	1.00042	1.00166	3.02314
570	0	-429.011	-415.693	-13.3173	771740.3	6.891505	0.998553	0.99963	1.00037	1.00145	3.461053
571	1	-430.058	-420.177	-9.88106	98634.8	7.324036	0.995956	0.998963	1.00103	1.00405	3.049941
572	0	-436.648	-421.435	-15.2122	20542.61	7.672043	0.991145	0.997721	1.00225	1.00888	3.79708
573	1	-422.908	-410.539	-12.3692	278506.8	7.254076	0.997592	0.999384	1.00061	1.00241	3.380617
574	0	-434.287	-416.365	-17.9221	793213.5	5.800595	0.998573	0.999635	1.00036	1.00143	3.96303
575	1	-430.109	-418.483	-11.6264	59014.83	9.81415	0.994772	0.998659	1.00133	1.00524	3.387263
576	0	-426.779	-411.764	-15.0149	983292.6	7.77516	0.998718	0.999672	1.00033	1.00128	3.77535
577	1	-425.52	-414.778	-10.7416	341496.6	12.73176	0.997826	0.999444	1.00055	1.00218	3.170323
578	0	-423.086	-411.51	-11.5756	618037.7	14.13984	0.998384	0.999587	1.00041	1.00162	3.138492
579	1	-417.617	-414.102	-3.51497	612249.2	11.72641	0.998376	0.999585	1.00041	1.00162	2.611526
580	0	-427.158	-412.613	-14.545	690915.4	10.20348	0.998471	0.999609	1.00039	1.00153	3.662243
581	1	-432.035	-418.734	-13.301	740014.9	9.070764	0.998523	0.999622	1.00038	1.00148	3.579297
582	0	-426.553	-413.76	-12.7936	480569.8	13.17777	0.998167	0.999531	1.00047	1.00183	3.298193
583	1	-422.719	-418.591	-4.12749	592356.3	12.86275	0.998349	0.999578	1.00042	1.00165	2.648058
584	0	-423.403	-414.191	-9.21198	473261	7.956475	0.998153	0.999527	1.00047	1.00185	3.051039
585	1	-423.056	-411.021	-12.035	624855.9	8.483767	0.998392	0.999589	1.00041	1.00161	3.431332
586	0	-416.368	-410.341	-6.02655	107044.2	10.5288	0.996118	0.999005	1.00099	1.00389	2.832219
587	1	-427.001	-418.56	-8.44048	624722.8	8.852321	0.998392	0.999589	1.00041	1.00161	3.032621
588	0	-423.409	-416.385	-7.02438	349358.9	12.68698	0.99785	0.99945	1.00055	1.00215	2.880063
589	1	-419.279	-408.488	-10.7909	232574.5	16.75115	0.997366	0.999326	1.00067	1.00264	2.905075
590	0	-428.97	-415.398	-13.5721	781816.1	9.829082	0.998563	0.999632	1.00037	1.00144	3.584869
591	1	-410.786	-407.995	-2.79059	426277	11.57653	0.998054	0.999502	1.0005	1.00195	2.548683
592	0	-423.279	-410.68	-12.5982	229325.9	8.452558	0.997347	0.999321	1.00068	1.00266	3.496981
593	1	-412.506	-406.952	-5.55415	13577.65	12.04053	0.989113	0.997193	1.00277	1.01093	2.779988
594	0	-420.442	-412.286	-8.15621	838032.6	11.86459	0.998612	0.999645	1.00035	1.00139	3.002549
595	1	-421.17	-411.455	-9.71521	949303.6	11.45762	0.998696	0.999666	1.00033	1.0013	3.151841
596	0	-424.301	-411.982	-12.3193	839598.2	9.312432	0.998613	0.999645	1.00035	1.00139	3.468983
597	1	-426.899	-414.301	-12.5974	917650.7	12.09842	0.998673	0.999661	1.00034	1.00133	3.360978
598	0	-421.525	-414.237	-7.28786	259433.5	7.526747	0.997506	0.999361	1.00064	1.0025	2.737582
599	1	-429.671	-418.089	-11.582	560119.4	9.074349	0.998302	0.999566	1.00043	1.0017	3.389812
600	0	-413.863	-407.337	-6.52579	464470.7	12.95391	0.998136	0.999523	1.00048	1.00187	2.831147
601	1	-431.042	-417.242	-13.7998	435891.5	5.806868	0.998075	0.999508	1.00049	1.00193	3.254774
602	0	-429.608	-419.234	-10.3737	706826.1	11.72193	0.998488	0.999613	1.00039	1.00151	3.196646
603	1	-432.149	-414.909	-17.2403	587613.8	7.230649	0.998342	0.999576	1.00042	1.00166	4.051139
604	0	-427.115	-416.152	-10.9628	562033.2	9.390014	0.998305	0.999566	1.00043	1.0017	3.323361
605	1	-433.031	-418.779	-14.2516	807338.2	6.071883	0.998586	0.999638	1.00036	1.00142	3.420947
606	0	-432.804	-419.692	-13.1118	179766.7	9.105052	0.997004	0.999233	1.00076	1.003	3.557962
607	1	-420.854	-408.748	-12.1068	941407.6	9.497855	0.99869	0.999665	1.00033	1.00131	3.443483
608	0	-433.174	-419.839	-13.3349	569660.3	9.96965	0.998316	0.999569	1.00043	1.00168	3.554713
609	1	-413.272	-414.839	1.56675	259298.7	12.77681	0.997505	0.999361	1.00064	1.0025	2.204231
610	0	-420.338	-410.218	-10.1198	752286.9	9.471601	0.998535	0.999625	1.00037	1.00147	3.234156
611	1	-422.909	-422.068	-0.841084	585069.7	12.36082	0.998339	0.999575	1.00042	1.00166	2.39157
612	0	-415.942	-406.805	-9.13779	20014.76	11.38299	0.99103	0.997691	1.00228	1.009	3.104145
613	1	-411.225	-407.59	-3.63505	559837.4	15.50551	0.998302	0.999566	1.00043	1.0017	2.528565
614	0	-418.793	-410.6	-8.19326	143567.6	13.18141	0.996647	0.999141	1.00085	1.00336	2.94892
615	1	-418.322	-411.431	-6.89091	433166	12.01703	0.998069	0.999506	1.00049	1.00193	2.891689
616	0	-414.865	-406.51	-8.35508	509826.4	11.19947	0.99822	0.999545	1.00045	1.00178	3.040507
617	1	-421.575	-413.435	-8.14013	328118.4	9.6757	0.997782	0.999432	1.00057	1.00222	3.029823
618	0	-415.803	-409.127	-6.6762	6904.916	11.36622	0.984745	0.996052	1.00387	1.01534	2.888169
619	1	-419.364	-415.502	-3.86209	794430	12.58264	0.998574	0.999635	1.00036	1.00143	2.632624
620	0	-427.242	-415.367	-11.8755	202843.7	12.12923	0.997179	0.999278	1.00072	1.00282	3.29933
621	1	-414.85	-409.097	-5.75293	899710.8	10.95368	0.99866	0.999657	1.00034	1.00134	2.808808
622	0	-420.21	-411.323	-8.88714	757671.4	9.794164	0.99854	0.999627	1.00037	1.00146	3.108031
623	1	-412.676	-406.212	-6.46456	755378.6	12.34083	0.998538	0.999626	1.00037	1.00146	2.84712
624	0	-411.972	-407.007	-4.96523	696422.7	11.68256	0.998477	0.999611	1.00039	1.00152	2.735635
625	1	-416.336	-410.839	-5.49749	290889.9	9.886672	0.997644	0.999397	1.0006	1.00236	2.765607
626	0	-414.283	-406.49	-7.79271	287601.8	10.62939	0.997631	0.999394	1.0006	1.00237	2.999201
627	1	-422.92	-420.042	-2.87802	109669.5	19.46659	0.996164	0.999017	1.00098	1.00384	2.320133
628	0	-419.641	-409.586	-10.0555	992530.2	11.14005	0.998724	0.999674	1.00033	1.00128	3.194674
629	1	-419.117	-409.583	-9.53441	635667.5	9.498721	0.998406	0.999592	1.00041	1.00159	3.172653
630	0	-412.656	-410.832	-1.82379	568170.7	14.24816	0.998314	0.999569	1.00043	1.00169	2.446363
631	1	-416.535	-409.933	-6.60156	783966.2	10.05802	0.998565	0.999633	1.00037	1.00144	2.88123
632	0	-414.418	-409.178	-5.2405	748728.7	10.98714	0.998531	0.999624	1.00037	1.00147	2.762166
633	1	-430.899	-416.033	-14.866	756400.8	9.210016	0.998539	0.999626	1.00037	1.00146	3.746676
634	0	-432.708	-419.566	-13.1421	867267.3	9.248708	0.998635	0.999651	1.00035	1.00137	3.558727
635	1	-427.907	-416.511	-11.3959	806190.4	11.14569	0.998585	0.999638	1.00036	1.00142	3.314715
636	0	-422.191	-412.064	-10.1268	74117.33	10.36368	0.995335	0.998804	1.00119	1.00467	3.225836
637	1	-424.673	-413.111	-11.5613	553840.9	7.935573	0.998293	0.999563	1.00044	1.00171	3.344716
638	0	-416.997	-409.424	-7.57279	694436.8	8.958006	0.998475	0.99961	1.00039	1.00153	2.941341
639	1	-433.046	-422.737	-10.3091	353539.5	9.415351	0.997863	0.999453	1.00055	1.00214	3.253893
640	0	-426.111	-414.954	-11.157	964615.7	9.350356	0.998706	0.999669	1.00033	1.00129	3.344144
641	1	-422.999	-416.181	-6.81786	170608	11.20557	0.996924	0.999212	1.00078	1.00308	2.903164
642	0	-412.502	-408.874	-3.62726	635857	12.2428	0.998406	0.999592	1.00041	1.00159	2.618269
643	1	-420.372	-413.544	-6.82808	35426.11	10.19025	0.993255	0.998267	1.00172	1.00676	2.905773
644	0	-414.185	-409.074	-5.11151	409368.3	12.47101	0.998014	0.999492	1.00051	1.00199	2.734584
645	1	-424.943	-417.688	-7.25512	136191.7	10.93454	0.996558	0.999118	1.00088	1.00345	2.946176
646	0	-416.772	-413.835	-2.93634	687514.4	15.11281	0.998467	0.999608	1.00039	1.00153	2.497218
647	1	-421.401	-416.284	-5.11711	87877.83	12.37673	0.995715	0.998902	1.00109	1.00429	2.737157
648	0	-422.147	-417.097	-5.0502	925500.2	10.73311	0.998679	0.999662	1.00034	1.00132	2.742623
649	1	-422.457	-412.981	-9.47657	185167.4	11.18081	0.997048	0.999244	1.00075	1.00296	3.141299
650	0	-425.292	-424.613	-0.67899	383479.8	11.94247	0.997948	0.999475	1.00052	1.00205	2.37364
651	1	-430.548	-418.145	-12.4027	176088.2	7.201251	0.996973	0.999225	1.00077	1.00303	3.378042
652	0	-411.919	-412.192	0.273354	791134.3	14.80842	0.998571	0.999635	1.00036	1.00143	2.29057
653	1	-413.839	-409.297	-4.54258	191412	10.4325	0.997096	0.999256	1.00074	1.00291	2.688898
654	0	-413.607	-406.316	-7.29116	248133.9	16.99825	0.997449	0.999347	1.00065	1.00255	2.682479
655	1	-416.387	-410.706	-5.68098	315477	15.62229	0.997738	0.999421	1.00058	1.00226	2.65498
656	0	-416.496	-410.459	-6.03673	709869.2	9.361702	0.998492	0.999614	1.00038	1.00151	2.797182
657	1	-409.386	-407.264	-2.12167	6036.027	12.42567	0.983687	0.995774	1.00413	1.01641	2.495001
658	0	-434.452	-423.147	-11.3057	670452.6	9.05523	0.998448	0.999603	1.0004	1.00155	3.359191
659	1	-410.983	-403.479	-7.50463	876924.6	9.521307	0.998643	0.999653	1.00035	1.00136	2.959701
660	0	-415.917	-415.284	-0.632698	190007.7	17.00238	0.997085	0.999254	1.00074	1.00292	2.290631
661	1	-421.353	-409.301	-12.0521	513001.3	9.835394	0.998226	0.999546	1.00045	1.00178	3.430056
662	0	-418.045	-413.983	-4.06158	803853.6	9.938549	0.998583	0.999638	1.00036	1.00142	2.623024
663	1	-419.054	-408.634	-10.4204	731571.7	9.065807	0.998514	0.99962	1.00038	1.00149	3.26164
664	0	-419.058	-412.561	-6.49628	741553.7	8.723335	0.998524	0.999623	1.00038	1.00148	2.80202
665	1	-432.1	-420.679	-11.4204	98515.11	11.19318	0.995953	0.998963	1.00103	1.00405	3.314532
666	0	-424.044	-414.981	-9.06269	789119.6	8.849375	0.998569	0.999634	1.00037	1.00143	3.102767
667	1	-428.555	-416.533	-12.0222	117916.7	8.653661	0.996301	0.999052	1.00094	1.0037	3.43418
668	0	-426.588	-415.622	-10.9661	228698.8	9.444308	0.997343	0.99932	1.00068	1.00266	3.323601
669	1	-426.336	-412.699	-13.6367	120192.9	6.580537	0.996336	0.999061	1.00093	1.00367	3.451051
670	0	-420.189	-409.893	-10.296	269819.5	10.70461	0.997554	0.999374	1.00062	1.00245	3.232316
671	1	-426.747	-417.868	-8.8792	482973.5	9.590059	0.998172	0.999532	1.00047	1.00183	3.10514
672	0	-410.81	-403.852	-6.95772	584586.8	10.97507	0.998338	0.999575	1.00042	1.00166	2.918585
673	1	-429.647	-419.55	-10.0971	78292.37	8.801486	0.995461	0.998836	1.00116	1.00455	3.217916
674	0	-413.5	-411.594	-1.90568	973074.9	13.70757	0.998712	0.999671	1.00033	1.00129	2.463584
675	1	-424.79	-412.176	-12.6141	176594.7	8.053581	0.996977	0.999226	1.00077	1.00303	3.483983
676	0	-417.781	-411.647	-6.13444	798177.3	19.74557	0.998578	0.999636	1.00036	1.00142	2.473228
677	1	-429.459	-414.311	-15.1483	574952.9	8.385759	0.998324	0.999571	1.00043	1.00168	3.799304
678	0	-422.527	-411.929	-10.5979	491028.8	10.48524	0.998187	0.999536	1.00046	1.00181	3.267742
679	1	-413.957	-407.367	-6.58988	235974.9	13.9693	0.997385	0.99933	1.00067	1.00262	2.793681
680	0	-424.955	-413.059	-11.8965	750299.4	8.438325	0.998533	0.999625	1.00037	1.00147	3.41347
681	1	-425.425	-425.623	0.197523	153555.6	12.41035	0.996758	0.99917	1.00083	1.00325	2.308172
682	0	-423.45	-412.233	-11.2168	129336.6	7.632395	0.996468	0.999095	1.0009	1.00354	3.271961
683	1	-424.97	-413.685	-11.2852	762806.7	7.801731	0.998545	0.999628	1.00037	1.00146	3.298186
684	0	-425.423	-412.266	-13.1565	827214.7	8.743139	0.998603	0.999643	1.00036	1.0014	3.565541
685	1	-443.211	-428.336	-14.8746	598658.8	7.162521	0.998358	0.99958	1.00042	1.00164	3.71766
686	0	-431.067	-419.028	-12.0396	300265	9.234729	0.997681	0.999407	1.00059	1.00232	3.439621
687	1	-431.227	-418.648	-12.5786	829108.9	10.06651	0.998604	0.999643	1.00036	1.0014	3.475148
688	0	-424.537	-414.44	-10.0971	910394.2	9.18511	0.998668	0.999659	1.00034	1.00133	3.22845
689	1	-441.252	-424.372	-16.8796	732511.1	8.936611	0.998515	0.99962	1.00038	1.00149	3.981456
690	0	-406.211	-402.618	-3.59226	998571.9	12.91705	0.998728	0.999675	1.00032	1.00127	2.605411
691	1	-434.391	-420.344	-14.047	231107.1	7.077314	0.997357	0.999323	1.00067	1.00265	3.592089
692	0	-412.902	-409.007	-3.89485	875360.6	11.28881	0.998642	0.999653	1.00035	1.00136	2.642987
693	1	-427.638	-421.044	-6.59479	452757.7	9.674707	0.998112	0.999517	1.00048	1.00189	2.870075
694	0	-417.639	-413.551	-4.08796	219728.1	11.9559	0.99729	0.999306	1.00069	1.00271	2.65898
695	1	-420.826	-416.149	-4.67714	148462.3	10.33384	0.996703	0.999155	1.00084	1.0033	2.699157
696	0	-409.184	-409.811	0.627233	847076.7	12.81637	0.998619	0.999647	1.00035	1.00138	2.278075
697	1	-434.491	-417.411	-17.0802	174291.9	6.351572	0.996957	0.999221	1.00078	1.00305	3.940809
698	0	-407.025	-406.158	-0.866872	270776.8	11.4077	0.997558	0.999375	1.00062	1.00244	2.378231
699	1	-427.286	-413.038	-14.2479	600560	7.776359	0.99836	0.999581	1.00042	1.00164	3.676762
700	0	-408.637	-409.013	0.376036	356926	13.76758	0.997873	0.999456	1.00054	1.00213	2.296714
701	1	-438.177	-421.003	-17.1737	724784.8	7.700682	0.998507	0.999618	1.00038	1.00149	4.052899
702	0	-411.584	-403.844	-7.73943	504277.7	10.13452	0.998211	0.999542	1.00046	1.00179	2.994921
703	1	-436.02	-422.486	-13.5346	825209.3	6.881866	0.998601	0.999642	1.00036	1.0014	3.491037
704	0	-413.299	-405.275	-8.02432	223546.9	8.707257	0.997313	0.999312	1.00069	1.00269	2.976062
705	1	-421.778	-417.539	-4.23963	377616	10.55694	0.997932	0.999471	1.00053	1.00207	2.663214
706	0	-415.678	-409.079	-6.59937	207814.9	10.46107	0.997213	0.999286	1.00071	1.00279	2.886249
707	1	-423.136	-413.125	-10.0117	289419.9	8.674824	0.997638	0.999396	1.0006	1.00236	3.202835
708	0	-420	-412.024	-7.97558	586796.3	13.26681	0.998341	0.999576	1.00042	1.00166	2.928305
709	1	-423.628	-415.609	-8.01951	679725.3	11.14827	0.998459	0.999606	1.00039	1.00154	3.011726
710	0	-420.581	-410.22	-10.3616	978790.3	8.051313	0.998715	0.999672	1.00033	1.00129	3.204094
711	1	-435.708	-420.206	-15.5023	349774.3	7.186246	0.997852	0.99945	1.00055	1.00215	3.80726
712	0	-420.697	-411.04	-9.65636	971363.9	12.42184	0.998711	0.99967	1.00033	1.00129	3.101581
713	1	-425.008	-413.1	-11.908	342424.2	9.291089	0.997829	0.999444	1.00055	1.00217	3.424996
714	0	-411.958	-406.208	-5.7498	205945.9	11.14471	0.9972	0.999283	1.00071	1.0028	2.808148
715	1	-419.22	-411.809	-7.4113	309820	12.40663	0.997717	0.999416	1.00058	1.00228	2.921413
716	0	-428.042	-415.521	-12.5217	170372.3	7.27969	0.996922	0.999212	1.00078	1.00308	3.404942
717	1	-418.829	-412.179	-6.65036	664443.4	10.20622	0.998441	0.999601	1.0004	1.00156	2.888564
718	0	-427.412	-417.822	-9.58993	423446	11.6429	0.998047	0.9995	1.0005	1.00195	3.133209
719	1	-418.62	-412.096	-6.52456	921737.8	12.17181	0.998676	0.999662	1.00034	1.00132	2.856974
720	0	-422.293	-414.277	-8.01597	214951.4	13.1426	0.99726	0.999298	1.0007	1.00274	2.937325
721	1	-415.528	-408.623	-6.90488	89236.17	11.11572	0.995748	0.99891	1.00108	1.00426	2.912175
722	0	-417.261	-410.257	-7.00429	942063.2	8.998726	0.998691	0.999665	1.00033	1.00131	2.880583
723	1	-417.02	-413.313	-3.70743	730265.8	10.9011	0.998513	0.99962	1.00038	1.00149	2.621112
724	0	-426.287	-419.938	-6.34839	475374.8	8.169188	0.998157	0.999529	1.00047	1.00184	2.722429
725	1	-420.278	-410.809	-9.46858	902244.8	10.84087	0.998662	0.999658	1.00034	1.00134	3.151349
726	0	-421.776	-411.118	-10.6582	13147.99	8.520556	0.988936	0.997147	1.00281	1.01111	3.270825
727	1	-420.414	-416.092	-4.32288	753027.6	13.92195	0.998536	0.999625	1.00037	1.00147	2.632978
728	0	-437.154	-420.546	-16.6082	956851.3	10.28	0.998701	0.999668	1.00033	1.0013	3.858181
729	1	-424.12	-420.274	-3.84666	897117.9	11.03855	0.998658	0.999657	1.00034	1.00134	2.636056
730	0	-429.532	-413.4	-16.1321	664247.7	6.995218	0.998441	0.999601	1.0004	1.00156	3.879621
731	1	-423.512	-410.336	-13.1761	415386.1	7.740844	0.998028	0.999496	1.0005	1.00197	3.536569
732	0	-419.265	-413.181	-6.08373	952242	11.13552	0.998698	0.999667	1.00033	1.0013	2.838174
733	1	-423.18	-413.122	-10.0582	121376.1	12.70712	0.996354	0.999066	1.00093	1.00365	3.118051
734	0	-418.806	-410.291	-8.51534	881760.2	14.54378	0.998647	0.999654	1.00035	1.00135	2.899265
735	1	-424.829	-414.578	-10.2514	961950.8	11.04864	0.998704	0.999669	1.00033	1.0013	3.21588
736	0	-414.971	-408.781	-6.19021	787538.3	8.998445	0.998568	0.999634	1.00037	1.00143	2.790096
737	1	-423.811	-408.601	-15.2107	656767.7	6.910505	0.998432	0.999599	1.0004	1.00157	3.738114
738	0	-419.214	-410.72	-8.49431	552052.5	12.05439	0.99829	0.999563	1.00044	1.00171	3.023619
739	1	-427.792	-414.693	-13.0991	383671	10.1023	0.997949	0.999475	1.00052	1.00205	3.525244
740	0	-407.233	-404.019	-3.21441	115491.1	9.735382	0.996262	0.999042	1.00095	1.00374	2.524907
741	1	-420.815	-411.101	-9.71382	485041.5	10.05906	0.998175	0.999533	1.00047	1.00183	3.190649
742	0	-425.795	-424.708	-1.08714	541059.9	11.99851	0.998272	0.999558	1.00044	1.00173	2.408512
743	1	-412.557	-407.315	-5.24195	757473.3	10.97381	0.99854	0.999627	1.00037	1.00146	2.762246
744	0	-421.017	-411.631	-9.3857	80859.1	11.21493	0.995533	0.998855	1.00114	1.00447	3.131997
745	1	-421.19	-416.038	-5.15204	390381.8	14.16924	0.997966	0.99948	1.00052	1.00204	2.683059
