Iteration	Posterior	Likelihood	Prior	prob_rate_12	prob_rate_13	prob_rate_21	prob_rate_23	prob_rate_31	prob_rate_32	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
180	-34.198	-58.9114	24.7134	0	0	1	0	0	0	0.0003204132	0.001963452	0	0.001126327	0.0008684641	0.002282579	0.450885	0.28701	0.262104
181	-41.1615	-55.7511	14.5896	1	1	1	0	0	0	0	0	0	9.662144e-05	0.0005438272	0.001818949	0.369992	0.235518	0.39449
182	-48.7559	-56.4788	7.72295	1	1	1	1	0	0	0	0	0	0	0.0009123202	0.001818949	0.321598	0.451369	0.227033
183	-45.3471	-57.6728	12.3257	0	1	1	1	0	0	0.002531889	0	0	0	0.0006554765	0.002185806	0.353637	0.396712	0.249651
184	-42.3028	-56.1005	13.7977	0	1	1	1	0	0	0.0006373832	0	0	0	0.0006554765	0.002185806	0.160051	0.515527	0.324422
185	-48.0745	-55.9466	7.87211	1	1	1	1	0	0	0	0	0	0	0.0005500199	0.001989279	0.534401	0.208075	0.257524
186	-36.7894	-56.8971	20.1077	0	1	0	1	0	0	0.000297871	0	0.001086009	0	0.0005500199	0.001989279	0.327158	0.127383	0.545459
187	-41.9004	-56.2706	14.3703	1	1	1	0	0	0	0	0	0	0.0006025503	0.0005500199	0.00158912	0.327158	0.127383	0.545459
188	-47.4621	-55.2442	7.78207	1	1	1	1	0	0	0	0	0	0	0.0003850634	0.002270122	0.167064	0.200473	0.632463
189	-48.3257	-55.8953	7.56963	1	1	1	1	0	0	0	0	0	0	0.000658475	0.002270122	0.338578	0.406284	0.255139
190	-48.6192	-56.0533	7.43408	1	1	1	1	0	0	0	0	0	0	0.0008329358	0.002270122	0.338578	0.406284	0.255139
191	-31.236	-57.2002	25.9642	0	1	0	0	0	0	0.001109163	0	0.001077637	0.0005765048	0.0003854349	0.001802704	0.0278518	0.0210002	0.951148
192	-42.108	-56.599	14.4909	1	1	1	0	0	0	0	0	0	0.0005262168	0.0003854349	0.001674761	0.429551	0.16359	0.406859
193	-37.0859	-57.276	20.1901	1	1	0	0	0	0	0	0	0.000774096	0.000538219	0.0003854349	0.002119366	0.507643	0.19333	0.299026
194	-37.692	-58.2898	20.5978	1	1	0	0	0	0	0	0	0.000460946	0.0009985335	0.0002496131	0.001583317	0.461115	0.36187	0.177015
195	-42.2849	-57.0349	14.75	0	1	1	1	0	0	7.523601e-05	0	0	0	0.0003885232	0.001789222	0.785579	0.0764319	0.137989
196	-34.9718	-56.236	21.2642	0	1	1	0	0	0	6.831996e-05	0	0	0.0003395262	0.0004588138	0.001568005	0.20593	0.283052	0.511019
197	-40.3512	-59.6542	19.3031	0	1	1	0	0	0	0.003230268	0	0	9.119502e-05	0.0003035521	0.001333715	0.552792	0.15941	0.287797
198	-47.572	-59.7889	12.2169	0	0	1	1	1	0	0.002023664	0.002155829	0	0	0	0.001333715	0.467627	0.225377	0.306996
199	-48.0308	-59.8521	11.8213	0	0	1	1	1	0	0.002313118	0.002155829	0	0	0	0.001553316	0.351109	0.209178	0.439713
200	-34.7075	-59.1233	24.4158	0	0	0	0	1	0	0.003132139	0.002053212	2.789009e-05	0.0001095285	0	0.001621438	0.441254	0.262883	0.295863
201	-41.0055	-58.2134	17.2079	0	0	0	1	1	0	0.004041845	0.003018075	2.091346e-05	0	0	0.0005745252	0.284068	0.525462	0.190469
202	-42.8996	-57.7545	14.8549	0	0	1	0	1	0	0.006163673	0.003356679	0	0.0002496994	0	0.0009136715	0.154663	0.361509	0.483828
203	-36.1526	-57.2535	21.101	0	0	0	0	1	0	0.006163673	0.003895245	9.935253e-05	0.0004451845	0	0.0006070968	0.366222	0.0710421	0.562736
204	-47.41	-57.5641	10.1541	0	0	0	1	1	0	0.006198274	0.009187292	0.0006304712	0	0	0.0007178083	0.312659	0.117654	0.569687
205	-49.3877	-59.4671	10.0795	0	0	1	1	0	0	0.006198274	0.009187292	0	0	0.0007264998	0.0007178083	0.246965	0.0780416	0.674993
206	-50.4878	-60.5126	10.0248	0	0	1	1	1	0	0.006198274	0.001620791	0	0	0	0.0005154386	0.319459	0.239563	0.440978
207	-42.084	-61.328	19.244	0	0	1	0	1	0	0.00227857	0.001620791	0	0.000619974	0	0.0005154386	0.436047	0.326994	0.236959
208	-35.8465	-61.0185	25.172	0	0	0	0	1	0	0.002606312	0.00169445	0.0003765003	0.0005706564	0	0.000723072	0.315963	0.396621	0.287416
209	-35.8714	-60.1083	24.2369	0	0	0	0	1	0	0.002076609	0.00329715	0.0008628292	0.0001647273	0	0.0007731567	0.315963	0.396621	0.287416
210	-40.0013	-56.8358	16.8345	0	0	1	0	1	0	0.002533481	0.004737102	0	6.743449e-05	0	0.0007979277	0.597014	0.193128	0.209858
211	-40.9815	-57.3545	16.373	0	0	1	0	1	0	0.002533481	0.004733646	0	0.0006648718	0	0.0007979277	0.463647	0.182312	0.354041
212	-41.681	-58.5116	16.8306	0	0	1	0	1	0	0.001640692	0.004733646	0	0.0004007933	0	0.001365764	0.296368	0.226491	0.477141
213	-41.3911	-59.595	18.2038	0	0	1	0	1	0	0.001640692	0.002794679	0	0.001121944	0	0.0008161783	0.620331	0.341854	0.0378147
214	-40.2661	-58.6006	18.3345	0	0	1	0	1	0	0.002905559	0.001999658	0	0.000326325	0	0.0009737889	0.620331	0.341854	0.0378147
215	-40.5592	-58.9028	18.3435	0	0	1	0	1	0	0.00179855	0.003166474	0	0.000254887	0	0.0009737889	0.38081	0.167244	0.451947
216	-49.1429	-55.8282	6.6853	0	0	1	1	1	0	0.005463748	0.006194993	0	0	0	0.0009737889	0.359274	0.283894	0.356832
217	-42.1139	-55.8171	13.7032	0	0	1	0	1	0	0.005463748	0.005571745	0	0.000156761	0	0.0009737889	0.409233	0.162924	0.427843
218	-49.0624	-55.8592	6.79681	0	0	1	1	1	0	0.005584668	0.005930562	0	0	0	0.0009737889	0.352535	0.264119	0.383346
219	-41.0203	-56.711	15.6908	0	0	0	1	1	0	0.005584668	0.002911898	0.0001375885	0	0	0.0009737889	0.698295	0.0775804	0.224125
220	-35.3189	-57.664	22.3451	0	0	0	0	1	0	0.002959776	0.004119337	0.0002680467	0.0004205974	0	0.001841604	0.523426	0.0581235	0.418451
221	-40.7223	-56.6746	15.9523	0	0	0	1	1	0	0.003693634	0.003996336	0.0001933975	0	0	0.001387987	0.476883	0.0385776	0.48454
222	-48.3622	-55.9284	7.56622	0	0	1	1	1	0	0.003693634	0.006417135	0	0	0	0.001387987	0.450082	0.0926092	0.457309
223	-46.8004	-56.9103	10.1099	0	0	1	1	1	0	0.003592153	0.00324479	0	0	0	0.001387987	0.517681	0.125258	0.357061
224	-38.4757	-56.8892	18.4136	0	0	0	1	0	0	0.003592153	0.009634562	0.0002911543	0	4.09362e-05	0.001110543	0.562323	0.0498244	0.387852
225	-47.3379	-55.5511	8.21317	0	0	1	1	1	0	0.003592153	0.006266569	0	0	0	0.0008073796	0.769588	0.0848765	0.145536
226	-41.6148	-56.0949	14.4801	0	0	0	1	1	0	0.003592153	0.006266569	0.0003110816	0	0	0.0009963189	0.568804	0.118607	0.312589
227	-34.982	-56.0205	21.0384	0	0	0	0	1	0	0.004634567	0.005243698	0.0003110816	0.0001779973	0	0.0009236858	0.568804	0.118607	0.312589
228	-41.0241	-56.1721	15.1481	0	0	1	1	0	0	0.004099936	0.005243698	0	0	0.0001206187	0.000842154	0.55598	0.108415	0.335604
229	-34.7358	-58.2436	23.5078	0	0	1	0	0	0	0.004099936	0.002040118	0	0.0005883322	6.313006e-05	0.001321334	0.637889	0.124387	0.237724
230	-43.2531	-58.6545	15.4014	0	0	1	0	1	0	0.004670827	0.002064028	0	0.001924165	0	0.001321334	0.637889	0.124387	0.237724
231	-42.7262	-58.9022	16.1761	0	0	1	0	1	0	0.003351003	0.002402185	0	0.001908803	0	0.001321334	0.498506	0.0807842	0.42071
232	-34.4763	-58.3563	23.8801	0	0	1	0	0	0	0.003351003	0.002340887	0	0.0005757181	4.482264e-05	0.001321334	0.438527	0.237272	0.324201
233	-27.7853	-56.2915	28.5063	0	0	0	0	0	0	0.001652972	0.001846872	0.001040678	0.00482822	3.703733e-05	0.0008396377	0.275118	0.526944	0.197939
234	-39.7184	-58.499	18.7807	1	1	0	0	0	0	0	0	0.000852989	0.002083945	0.0001058208	0.002588323	0.156773	0.623956	0.219272
235	-46.5333	-60.1695	13.6362	1	0	1	1	0	0	0	0.001084343	0	0	8.427812e-05	0.002517791	0.0711011	0.687349	0.24155
236	-48.6262	-56.7026	8.07635	1	1	1	1	0	0	0	0	0	0	0.0001633704	0.002113059	0.0328531	0.317598	0.649549
237	-49.3816	-57.4579	8.07635	1	1	1	1	0	0	0	0	0	0	0.0001633704	0.002113059	0.263578	0.431231	0.305191
238	-36.3743	-57.1525	20.7782	1	1	0	0	0	0	0	0	0.0005468455	0.000236895	0.0001633704	0.002113059	0.270294	0.0798209	0.649885
239	-36.2787	-56.1882	19.9095	1	1	0	0	0	0	0	0	0.0002889149	0.0006650558	0.0007017096	0.002522633	0.270294	0.0798209	0.649885
240	-31.1008	-57.2507	26.1499	0	0	1	0	0	0	0.0006194597	0.0006527645	0	0.0003323838	0.0007017096	0.002406089	0.607068	0.151362	0.24157
241	-35.1325	-55.8388	20.7063	0	1	1	0	0	0	0.0004979701	0	0	3.474571e-05	0.0007842548	0.001835772	0.233725	0.254162	0.512113
242	-41.78	-55.5241	13.7441	1	0	1	1	0	0	0	0.0002612491	0	0	0.0007842548	0.002502031	0.241135	0.230517	0.528348
243	-47.6264	-55.5162	7.88983	1	1	1	1	0	0	0	0	0	0	0.0007842548	0.001732236	0.209507	0.240124	0.550369
244	-36.2396	-56.681	20.4414	0	1	1	0	0	0	0.0002780504	0	0	0.0008141381	0.0005877937	0.001813761	0.102396	0.491088	0.406516
245	-41.86	-55.9627	14.1028	1	0	1	1	0	0	0	3.138667e-06	0	0	0.00117367	0.001909162	0.103738	0.295318	0.600943
246	-47.8697	-55.6206	7.75086	1	1	1	1	0	0	0	0	0	0	0.0008971069	0.001798242	0.104948	0.360904	0.534148
247	-38.6564	-58.5265	19.8701	1	0	0	1	0	0	0	0.0004872709	0.00149315	0	0.0007408462	0.001507688	0.143644	0.36467	0.491687
248	-30.9373	-58.0849	27.1476	0	1	0	0	0	0	0.0001012645	0	0.0007294567	0.001061785	2.813508e-05	0.001507688	0.123774	0.314226	0.562
249	-44.3005	-57.9792	13.6787	1	1	0	1	0	0	0	0	0.0007168452	0	0.0001221417	0.002792736	0.384216	0.0668994	0.548884
250	-36.7433	-57.8288	21.0855	1	0	1	0	0	0	0	0.0003869376	0	0.0003685624	0.0001611304	0.001748061	0.384216	0.0668994	0.548884
251	-41.6707	-57.7187	16.048	1	0	0	0	1	0	0	0.001840464	0.001356573	0.004203067	0	0.001748061	0.599166	0.259286	0.141548
252	-40.8586	-58.601	17.7423	1	0	0	0	1	0	0	0.001691241	0.001356573	0.002171624	0	0.001748061	0.648335	0.266974	0.0846913
253	-36.9155	-55.5168	18.6012	1	0	0	0	1	0	0	0.0002901542	0.001334271	0.003693265	0	0.0005443777	0.597378	0.0914485	0.311174
254	-37.6829	-55.4818	17.7989	1	0	0	0	1	0	0	0.00103825	0.001591984	0.003935524	0	0.0003289778	0.546106	0.105801	0.348093
255	-30.0351	-54.3369	24.3019	0	0	0	0	1	0	0.0003036728	0.001093566	0.001591984	0.003935524	0	0.0001661273	0.339644	0.488759	0.171597
256	-38.961	-57.3875	18.4265	0	1	0	0	1	0	0.0008483393	0	0.002602392	0.002552155	0	8.400126e-05	0.56988	0.311795	0.118325
257	-38.7069	-56.4488	17.7418	0	1	0	0	1	0	0.0001828352	0	0.003302011	0.003399262	0	8.400126e-05	0.280475	0.385148	0.334377
258	-31.7519	-61.9736	30.2218	0	0	0	0	0	0	0.0005233761	0.0006272156	0.003302011	0.002337328	0.00107018	0.0001774181	0.331062	0.550914	0.118024
259	-37.6045	-56.6324	19.0278	1	1	0	0	0	0	0	0	0.002736774	0.002337328	6.113082e-05	0.0001777414	0.335885	0.558939	0.105176
260	-43.6447	-53.7349	10.0903	1	1	0	0	1	0	0	0	0.002736774	0.005146878	0	0.0003665805	0.113033	0.775434	0.111533
261	-32.7678	-57.9755	25.2077	0	0	0	0	1	0	5.547154e-05	0.0003036467	0.00268679	0.002115769	0	0.0007633098	0.0900491	0.155151	0.7548
262	-41.1317	-58.5818	17.4501	0	0	0	0	1	1	0.0008305374	0.0003865755	0.001411375	0.004715141	0	0	0.41444	0.176214	0.409347
263	-41.0288	-57.1943	16.1654	0	1	0	0	1	0	0.00143942	0	0.001411375	0.004715141	0	0.001431095	0.39603	0.181754	0.422216
264	-32.1799	-56.2285	24.0486	0	0	0	0	1	0	0.0002932367	0.0001986011	0.0007975988	0.0046963	0	0.001431095	0.191438	0.348467	0.460095
265	-42.7051	-53.7391	11.034	1	1	0	0	1	0	0	0	0.001855897	0.0046963	0	0.0004833992	0.292307	0.36837	0.339323
266	-37.4676	-56.64	19.1724	0	1	0	0	1	0	0.0001539476	0	0.001848186	0.002477759	0	0.0006469827	0.468525	0.151408	0.380067
267	-32.6431	-57.8274	25.1843	0	1	0	0	0	0	0.0002874117	0	0.001602337	0.002391921	0.0003568274	0.001316721	0.449055	0.186671	0.364274
268	-47.2356	-58.4833	11.2477	1	1	0	0	1	0	0	0	0.002434076	0.001781332	0	0.002545141	0.145712	0.101799	0.752489
269	-48.2361	-55.3351	7.099	1	1	1	1	0	0	0	0	0	0	0.0009891846	0.002545141	0.184773	0.0654378	0.749789
270	-29.2306	-56.3786	27.148	0	1	0	0	0	0	0.0002551612	0	0.0005584846	0.0003811939	0.0003781103	0.00185481	0.188219	0.0480114	0.76377
271	-38.2697	-58.1344	19.8647	1	1	0	0	0	0	0	0	0.002025244	0.0005733244	0.0002877263	0.001349597	0.274621	0.189533	0.535846
272	-32.1269	-57.9531	25.8262	0	0	1	0	0	0	0.001395862	0.0004827514	0	0.0005733244	0.0002877263	0.002389358	0.294237	0.247374	0.458389
273	-35.9288	-56.5839	20.6552	0	0	1	1	0	0	0.0001710365	0.0003704482	0	0	0.0002877263	0.002389358	0.165539	0.459916	0.374545
274	-43.2679	-57.5068	14.2389	0	1	1	1	0	0	0.0003996262	0	0	0	0.0001217976	0.002389358	0.16681	0.0569915	0.776198
275	-48.2641	-56.0704	7.80627	1	1	1	1	0	0	0	0	0	0	0.0002346771	0.002389358	0.128242	0.275027	0.596732
276	-35.0081	-55.9856	20.9775	1	0	1	0	0	0	0	0.0003976876	0	0.0002151913	0.0004004709	0.001790332	0.128242	0.275027	0.596732
277	-43.0788	-56.1817	13.1029	0	1	1	1	0	0	0.0006569449	0	0	0	0.0007969537	0.002918918	0.32814	0.142362	0.529499
278	-47.5093	-55.6235	8.11422	1	1	1	1	0	0	0	0	0	0	0.0007408175	0.001486876	0.184907	0.080221	0.734872
279	-35.1147	-55.7974	20.6828	0	0	1	1	0	0	3.93882e-05	0.0001361024	0	0	0.0002956295	0.002711883	0.184907	0.080221	0.734872
280	-34.7067	-55.6109	20.9042	0	1	0	1	0	0	0.0004874098	0	0.0001184086	0	0.0004404103	0.00185179	0.175586	0.081329	0.743085
281	-28.6385	-56.4365	27.7981	0	0	0	1	0	0	0.0003592246	0.0001528515	0.0001076125	0	0.0003476321	0.001623813	0.141379	0.296114	0.562507
282	-39.2284	-58.8194	19.591	1	1	0	0	0	0	0	0	9.275727e-05	0.002075293	0.000261428	0.002158718	0.360866	0.302801	0.336333
283	-48.6437	-56.6338	7.9901	1	1	1	1	0	0	0	0	0	0	0.0002287195	0.002158718	0.372703	0.279931	0.347366
284	-35.8493	-56.0238	20.1744	0	1	1	0	0	0	3.182987e-05	0	0	0.0004568396	0.0006499601	0.002698626	0.161955	0.373978	0.464067
285	-47.8036	-55.1996	7.39592	1	1	1	1	0	0	0	0	0	0	0.0006499601	0.002502208	0.0792461	0.369891	0.550863
286	-41.4768	-55.6165	14.1397	1	0	1	1	0	0	0	0.0001116258	0	0	0.0004246365	0.002502208	0.0948258	0.442611	0.462563
287	-37.6185	-58.4449	20.8264	0	0	1	1	0	0	0.0006658746	0.0003115028	0	0	0.0009566176	0.001064202	0.134624	0.392007	0.473369
288	-34.645	-56.0224	21.3774	1	0	0	1	0	0	0	9.286709e-05	9.035747e-06	0	0.0005806758	0.001606407	0.281171	0.325623	0.393206
289	-42.3005	-55.9756	13.6751	1	1	0	1	0	0	0	0	9.035747e-06	0	0.001211196	0.002416104	0.18232	0.204496	0.613185
290	-35.848	-56.0369	20.189	0	1	0	1	0	0	6.350399e-05	0	0.0001329786	0	0.001205993	0.002416104	0.213226	0.0696452	0.717129
291	-41.7227	-55.56	13.8373	1	1	1	0	0	0	0	0	0	0.00034965	0.0006618764	0.002416104	0.198214	0.264704	0.537083
292	-33.75	-55.1241	21.3741	1	1	0	0	0	0	0	0	2.81852e-05	6.567597e-06	0.0005178863	0.001740602	0.0543705	0.161225	0.784405
293	-41.269	-55.5921	14.3231	1	1	0	1	0	0	0	0	0.0002457038	0	0.0008161352	0.001740602	0.11927	0.125264	0.755465
294	-26.7228	-58.2814	31.5587	0	0	0	0	0	0	0.0002125065	0.001703524	0.0006122606	0.001886679	0.0001613122	0.001740602	0.13419	0.0158452	0.849965
295	-37.0442	-57.3456	20.3014	1	1	0	0	0	0	0	0	0.0007610477	0.00137236	6.913105e-05	0.001471375	0.327843	0.00834077	0.663816
296	-30.9171	-57.5268	26.6097	1	0	0	0	0	0	0	0.0002408553	0.0006188104	0.001665138	0.0001244178	0.001471375	0.393094	0.00426677	0.602639
297	-45.147	-59.1178	13.9708	1	1	1	0	0	0	0	0	0	0.0008209068	9.0113e-05	0.002344827	0.393094	0.00426677	0.602639
298	-44.0865	-58.5636	14.477	1	1	1	0	0	0	0	0	0	0.0001725885	8.688551e-05	0.002344827	0.43647	0.00975341	0.553777
299	-33.2099	-58.6841	25.4741	0	0	1	0	0	0	6.545093e-05	0.002061988	0	0.0005348101	0.0001784365	0.002741448	0.165099	0.0187347	0.816167
300	-48.4698	-59.2144	10.7446	1	1	0	0	1	0	0	0	0.00266878	0.00199789	0	0.002741448	0.388677	0.0224347	0.588888
301	-41.8143	-56.378	14.5637	1	1	1	0	0	0	0	0	0	0.0002423503	0.0008430532	0.001407353	0.388677	0.0224347	0.588888
302	-42.1128	-56.4954	14.3826	1	0	1	1	0	0	0	0.0001130583	0	0	0.00109848	0.001514258	0.296765	0.143863	0.559372
303	-32.7383	-58.5127	25.7745	0	0	1	0	0	0	0.0008638841	0.00173089	0	7.449276e-05	0.001149416	0.001376916	0.266279	0.129085	0.604636
304	-37.3979	-57.3603	19.9624	1	1	0	0	0	0	0	0	0.0005080351	0.0004590821	0.001275538	0.001867492	0.177577	0.13546	0.686963
305	-48.2367	-56.1043	7.86764	1	1	1	1	0	0	0	0	0	0	0.0009114823	0.001633572	0.300138	0.276583	0.42328
306	-38.55	-58.1571	19.6071	1	0	1	0	0	0	0	0.001883795	0	0.0003865583	0.0009114823	0.001385641	0.33745	0.169404	0.493146
307	-41.5828	-56.307	14.7242	1	0	1	1	0	0	0	0.0004452358	0	0	0.0004552827	0.001385641	0.0630346	0.239568	0.697398
308	-37.548	-59.6403	22.0924	1	1	0	0	0	0	0	0	8.038547e-05	0.0001643054	0.0001683768	0.0009557759	0.265097	0.0871022	0.647801
309	-42.975	-56.3595	13.3845	1	0	1	1	0	0	0	0.001502381	0	0	0.000389762	0.002118281	0.248285	0.137498	0.614217
310	-36.0064	-56.4239	20.4176	1	0	0	1	0	0	0	0.0009475988	6.871506e-05	0	0.000389762	0.002118281	0.134327	0.44819	0.417483
311	-37.5436	-57.722	20.1784	1	1	0	0	0	0	0	0	0.0001145948	0.0005146407	0.001084622	0.002118281	0.19473	0.64973	0.15554
312	-45.3626	-58.567	13.2044	1	1	1	0	0	0	0	0	0	0.0006306959	0.001379079	0.002232435	0.0604319	0.807868	0.1317
313	-38.7321	-58.5827	19.8506	1	0	1	0	0	0	0	0.0005192247	0	0.0004256819	0.001379079	0.001930059	0.279506	0.562719	0.157775
314	-50.1281	-57.4298	7.30168	1	1	1	1	0	0	0	0	0	0	0.001343408	0.001930059	0.492554	0.297308	0.210138
315	-43.1916	-56.9954	13.8038	1	1	1	0	0	0	0	0	0	0.0001972622	0.001343408	0.001930059	0.378347	0.228372	0.39328
316	-35.3936	-56.065	20.6714	0	1	1	0	0	0	6.371555e-05	0	0	0.0001889972	0.001014936	0.001930059	0.262873	0.264282	0.472845
317	-28.6316	-60.2185	31.5869	0	0	0	0	0	0	9.349637e-05	6.813833e-05	0.001432758	0.001617378	0.0009463562	0.002122407	0.832157	0.0282351	0.139607
318	-43.1957	-56.9845	13.7888	0	1	1	1	0	0	9.349637e-05	0	0	0	0.0009463562	0.002450147	0.83505	0.0300126	0.134937
319	-43.961	-57.6157	13.6547	1	1	1	0	0	0	0	0	0	0.0008076381	0.0004048749	0.002450147	0.823758	0.0320673	0.144175
320	-46.4624	-58.5121	12.0497	1	0	1	1	0	0	0	0.002712297	0	0	0.0005659484	0.002450147	0.832301	0.0323998	0.1353
321	-37.4985	-60.9048	23.4063	0	0	0	1	0	0	0.002967088	0.002736364	0.0004094322	0	0.000857459	0.001273169	0.715742	0.14835	0.135908
322	-49.7896	-58.0092	8.21957	1	1	1	1	0	0	0	0	0	0	0.0008189318	0.001273169	0.715742	0.14835	0.135908
323	-33.4241	-59.4829	26.0588	0	1	0	0	0	0	0.001388526	0	0.0005481249	0.0005772305	0.0008519741	0.001463796	0.661227	0.176801	0.161972
324	-48.6035	-56.7496	8.14614	1	1	1	1	0	0	0	0	0	0	0.0005010633	0.001685542	0.661227	0.176801	0.161972
325	-40.6901	-58.8154	18.1253	1	1	0	0	0	0	0	0	0.0006973703	0.002849752	0.0006758786	0.002251645	0.241107	0.396055	0.362838
326	-48.214	-55.6152	7.40118	1	1	1	1	0	0	0	0	0	0	0.0006758786	0.002469525	0.563655	0.0749177	0.361427
327	-43.4232	-57.8676	14.4444	1	0	1	1	0	0	0	0.0005326127	0	0	0.0008207585	0.001292902	0.372203	0.415415	0.212382
328	-37.8229	-57.9162	20.0933	0	0	1	1	0	0	0.0006006086	0.000321111	0	0	0.00125767	0.001762306	0.162978	0.621029	0.215993
329	-34.4105	-58.6839	24.2733	0	0	1	0	0	0	0.001710253	0.001585677	0	0.0004276034	0.0006495683	0.002754481	0.140349	0.5348	0.324851
330	-39.2412	-58.8751	19.6339	1	1	0	0	0	0	0	0	0.001423492	0.001207458	0.0007298075	0.001172233	0.460521	0.104757	0.434723
331	-35.8105	-61.7206	25.9101	0	1	0	0	0	0	0.000553715	0	0.001423492	0.001207458	0.001120442	0.000715901	0.128552	0.217457	0.653991
332	-31.9798	-58.2427	26.2629	0	0	0	1	0	0	0.000553715	0.0003086689	0.0005529554	0	0.0001300037	0.003021672	0.078972	0.0879389	0.833089
333	-36.8727	-58.2562	21.3835	0	0	1	1	0	0	0.0002448752	0.0002306415	0	0	0.0001300037	0.001675673	0.371259	0.160371	0.46837
334	-41.8415	-56.9166	15.0751	1	1	0	1	0	0	0	0	9.50524e-06	0	0.0002189991	0.001606038	0.371259	0.160371	0.46837
335	-40.8405	-55.7887	14.9482	1	1	0	1	0	0	0	0	8.104248e-06	0	0.0003837443	0.001606038	0.184073	0.208116	0.607811
336	-45.9225	-59.3387	13.4162	1	1	1	0	0	0	0	0	0	0.001834581	0.0008448267	0.001290244	0.0792331	0.659138	0.261629
337	-47.0382	-55.1472	8.10902	1	1	1	1	0	0	0	0	0	0	0.0005018568	0.001732525	0.1166	0.131313	0.752087
338	-34.2957	-55.599	21.3034	1	0	0	1	0	0	0	0.0001037905	3.539128e-05	0	0.000512581	0.001732525	0.334113	0.130485	0.535401
339	-48.2891	-55.7171	7.42795	1	1	1	1	0	0	0	0	0	0	0.0006894683	0.002421478	0.465267	0.212762	0.321971
340	-47.7913	-55.1587	7.36747	1	1	1	1	0	0	0	0	0	0	0.0007673082	0.002421478	0.274414	0.125487	0.600099
341	-42.4058	-56.0469	13.641	1	0	1	1	0	0	0	5.739155e-05	0	0	0.001201385	0.002421478	0.261754	0.165833	0.572413
342	-48.9785	-56.0087	7.0302	1	1	1	1	0	0	0	0	0	0	0.001201385	0.002421478	0.261754	0.165833	0.572413
343	-36.5309	-56.6279	20.097	0	1	0	1	0	0	0.0002937582	0	0.0002504672	0	0.001287132	0.002105586	0.301469	0.0392671	0.659263
344	-48.9074	-56.4182	7.51079	1	1	1	1	0	0	0	0	0	0	0.001305252	0.001699081	0.304147	0.0307327	0.66512
345	-36.5105	-56.4456	19.9352	1	0	1	0	0	0	0	0.0004124976	0	3.177525e-05	0.001305252	0.002395694	0.2684	0.0852758	0.646324
346	-43.7559	-56.7079	12.952	1	0	1	1	0	0	0	0.0009831074	0	0	0.00118822	0.002395694	0.218311	0.255982	0.525707
347	-42.7298	-56.5172	13.7875	1	1	0	1	0	0	0	0	0.0002010691	0	0.0009980564	0.002292657	0.585332	0.12867	0.285998
348	-50.152	-56.8263	6.67428	1	1	1	1	0	0	0	0	0	0	0.0009398824	0.003141064	0.585332	0.12867	0.285998
349	-49.0611	-56.8067	7.74562	1	1	1	1	0	0	0	0	0	0	0.0002461928	0.002455906	0.550655	0.180291	0.269054
350	-45.7537	-56.0185	10.2648	0	1	0	0	1	1	0.0001755766	0	0.0007364706	0.007113507	0	0	0.108787	0.72717	0.164043
351	-46.1108	-55.9562	9.84547	1	1	0	0	1	0	0	0	0.0007364706	0.007113507	0	0.000715299	0.663699	0.148575	0.187726
352	-37.9267	-55.3657	17.439	0	1	0	0	1	0	0.0002957648	0	0.0009953575	0.005309027	0	0.0007576704	0.456528	0.128984	0.414487
353	-37.6254	-55.3429	17.7175	1	0	0	0	1	0	0	0.0003358057	0.0007490847	0.005309027	0	0.0006054975	0.661554	0.131826	0.20662
354	-44.6004	-57.419	12.8186	1	1	0	0	1	0	0	0	0.0003192545	0.003992361	0	0.0004270855	0.759702	0.0623435	0.177955
355	-40.4014	-56.3499	15.9484	1	0	0	0	1	0	0	0.0004669393	0.001100497	0.007500007	0	0.0002088585	0.712138	0.0746835	0.213178
356	-37.4486	-57.6017	20.1531	1	1	0	0	0	0	0	0	0.0007105056	0.002791235	0.0001144256	0.0002486156	0.490244	0.051413	0.458343
357	-43.7139	-55.486	11.7721	1	1	0	0	1	0	0	0	0.000655518	0.005174943	0	0.0002552085	0.473867	0.0801836	0.445949
358	-32.074	-56.5004	24.4263	0	0	0	0	1	0	0.0001673942	0.0002871617	0.001589323	0.0038721	0	0.001014691	0.473867	0.0801836	0.445949
359	-38.6746	-59.2118	20.5372	1	0	0	1	0	0	0	0.000165944	0.001589323	0	0.0003254792	0.001289585	0.473867	0.0801836	0.445949
360	-41.6204	-56.0468	14.4263	1	0	1	1	0	0	0	0.0006195838	0	0	0.0003254792	0.001724469	0.120753	0.133999	0.745248
361	-32.5089	-58.7461	26.2373	1	0	0	0	0	0	0	0.0009626552	0.0002071238	0.001495827	0.0003186821	0.00161567	0.279151	0.366329	0.35452
362	-41.3418	-55.788	14.4462	1	0	1	1	0	0	0	0.000259069	0	0	0.0003787696	0.002006099	0.0574085	0.46865	0.473941
363	-40.7919	-55.1121	14.3202	1	0	1	1	0	0	0	0.00012433	0	0	0.0006757419	0.002006099	0.0387925	0.31668	0.644528
364	-38.5018	-58.0126	19.5108	1	0	1	0	0	0	0	0.000839563	0	1.325053e-05	0.001832497	0.002006099	0.0169847	0.138653	0.844362
365	-47.834	-55.6241	7.79016	1	1	1	1	0	0	0	0	0	0	0.000638675	0.002006099	0.0710497	0.58001	0.348941
