Iteration	Posterior	Likelihood	Prior	mu_morpho
1287	-62.8946	-62.8916	-0.00298698	0.002986977
1288	-61.9853	-61.9839	-0.00135041	0.001350406
1289	-61.3539	-61.3521	-0.00181914	0.001819142
1290	-61.3539	-61.3521	-0.00181914	0.001819142
1291	-61.3577	-61.3558	-0.00197165	0.001971647
1292	-61.7678	-61.7654	-0.00241894	0.002418943
1293	-63.2465	-63.2434	-0.00312643	0.003126427
1294	-61.5402	-61.538	-0.00223851	0.002238512
1295	-61.5402	-61.538	-0.00223851	0.002238512
1296	-61.5402	-61.538	-0.00223851	0.002238512
1297	-61.351	-61.3492	-0.00183194	0.001831942
1298	-62.1098	-62.1085	-0.00130664	0.001306638
1299	-61.6548	-61.6525	-0.00233674	0.002336739
1300	-61.3456	-61.3437	-0.00187942	0.001879422
1301	-61.3729	-61.3711	-0.00176586	0.00176586
1302	-61.758	-61.7565	-0.00144652	0.001446516
1303	-61.4426	-61.4409	-0.00166333	0.001663328
1304	-61.3899	-61.3879	-0.00205006	0.002050059
1305	-62.3651	-62.3623	-0.00275299	0.002752995
1306	-61.7213	-61.7189	-0.00238642	0.002386419
1307	-62.0243	-62.0217	-0.00257685	0.002576854
1308	-62.2763	-62.2736	-0.00270969	0.002709687
1309	-61.7298	-61.7274	-0.00239249	0.002392493
1310	-62.1684	-62.1671	-0.00128757	0.001287573
1311	-61.3799	-61.3779	-0.00203011	0.002030111
1312	-61.4203	-61.4186	-0.00168973	0.00168973
1313	-61.4203	-61.4186	-0.00168973	0.00168973
1314	-61.9244	-61.9219	-0.00251892	0.002518916
1315	-63.8126	-63.8093	-0.00333345	0.003333452
1316	-61.3488	-61.347	-0.00184402	0.001844021
1317	-61.4569	-61.4547	-0.00214917	0.002149167
1318	-61.4569	-61.4547	-0.00214917	0.002149167
1319	-61.4732	-61.471	-0.00216857	0.002168567
1320	-61.4732	-61.471	-0.00216857	0.002168567
1321	-62.4345	-62.4317	-0.00278589	0.002785891
1322	-62.4345	-62.4317	-0.00278589	0.002785891
1323	-62.2768	-62.2741	-0.00270993	0.002709933
1324	-61.3787	-61.3769	-0.00175395	0.001753954
1325	-61.469	-61.4668	-0.00216372	0.002163723
1326	-61.7976	-61.7952	-0.00243902	0.002439023
1327	-61.4798	-61.4777	-0.00217616	0.002176156
1328	-61.4798	-61.4777	-0.00217616	0.002176156
1329	-61.4798	-61.4777	-0.00217616	0.002176156
1330	-61.4798	-61.4777	-0.00217616	0.002176156
1331	-61.3684	-61.3666	-0.00177614	0.001776143
1332	-61.3684	-61.3666	-0.00177614	0.001776143
1333	-62.2329	-62.2316	-0.00126761	0.001267609
1334	-62.2329	-62.2316	-0.00126761	0.001267609
1335	-61.348	-61.3462	-0.00184955	0.001849548
1336	-61.348	-61.3462	-0.00184955	0.001849548
1337	-61.5007	-61.4985	-0.00219893	0.002198934
1338	-62.3905	-62.3877	-0.00276513	0.002765127
1339	-61.3858	-61.3841	-0.00174068	0.001740681
1340	-61.3554	-61.3535	-0.00196328	0.001963281
1341	-61.3554	-61.3535	-0.00196328	0.001963281
1342	-61.7797	-61.7773	-0.00242705	0.002427051
1343	-63.8559	-63.8525	-0.00334859	0.003348586
1344	-62.7893	-62.7863	-0.00294314	0.002943136
1345	-62.2852	-62.284	-0.00125209	0.001252085
1346	-61.6035	-61.6012	-0.00229516	0.002295155
1347	-61.6035	-61.6012	-0.00229516	0.002295155
1348	-62.0562	-62.0549	-0.00132487	0.001324875
1349	-61.3502	-61.3483	-0.00193939	0.001939389
1350	-62.0182	-62.0156	-0.00257341	0.002573411
1351	-62.1815	-62.1789	-0.0026616	0.002661604
1352	-62.669	-62.6678	-0.00115276	0.001152763
1353	-61.5591	-61.5569	-0.0022562	0.002256198
1354	-61.5591	-61.5569	-0.0022562	0.002256198
1355	-61.5676	-61.566	-0.00155602	0.001556024
1356	-61.5676	-61.566	-0.00155602	0.001556024
1357	-61.5676	-61.566	-0.00155602	0.001556024
1358	-61.5676	-61.566	-0.00155602	0.001556024
1359	-61.3486	-61.3468	-0.00184537	0.001845368
1360	-61.4677	-61.4656	-0.00216223	0.002162234
1361	-61.8266	-61.8241	-0.00245802	0.00245802
1362	-62.673	-62.6701	-0.00289336	0.002893357
1363	-62.673	-62.6701	-0.00289336	0.002893357
1364	-62.163	-62.1617	-0.0012893	0.001289299
1365	-61.958	-61.9566	-0.0013607	0.001360699
1366	-63.6523	-63.649	-0.00327661	0.003276613
1367	-62.6749	-62.672	-0.00289417	0.002894171
1368	-61.4883	-61.4861	-0.0021856	0.002185602
1369	-62.2638	-62.2611	-0.00270345	0.002703448
1370	-61.3647	-61.3629	-0.00178519	0.001785192
1371	-61.3647	-61.3629	-0.00178519	0.001785192
1372	-61.9077	-61.9063	-0.00138042	0.001380417
1373	-61.9077	-61.9063	-0.00138042	0.001380417
1374	-61.6514	-61.6491	-0.00233406	0.002334062
1375	-61.6514	-61.6491	-0.00233406	0.002334062
1376	-61.3858	-61.3838	-0.0020421	0.002042098
1377	-61.4494	-61.4472	-0.00213983	0.002139831
1378	-62.348	-62.3452	-0.00274476	0.002744756
1379	-62.348	-62.3452	-0.00274476	0.002744756
1380	-61.6375	-61.6352	-0.00232307	0.002323065
1381	-61.6038	-61.6015	-0.0022954	0.002295403
1382	-61.6038	-61.6015	-0.0022954	0.002295403
1383	-61.8046	-61.8032	-0.00142455	0.001424547
1384	-62.2821	-62.2809	-0.001253	0.001252996
1385	-61.3688	-61.367	-0.00177506	0.001775059
1386	-61.5051	-61.5029	-0.00220351	0.002203508
1387	-61.3478	-61.3459	-0.00185145	0.001851447
1388	-61.3681	-61.3663	-0.0017768	0.001776796
1389	-61.7903	-61.7889	-0.00143115	0.001431154
1390	-61.7903	-61.7889	-0.00143115	0.001431154
1391	-61.909	-61.9076	-0.00137992	0.001379916
1392	-62.4295	-62.4267	-0.00278355	0.002783549
1393	-62.4295	-62.4267	-0.00278355	0.002783549
1394	-61.5757	-61.5734	-0.00227114	0.002271135
1395	-61.5757	-61.5734	-0.00227114	0.002271135
1396	-61.4304	-61.4283	-0.00211462	0.002114623
1397	-61.4304	-61.4283	-0.00211462	0.002114623
1398	-61.4656	-61.4634	-0.0021597	0.002159699
1399	-61.6783	-61.6768	-0.00148774	0.001487741
1400	-61.6783	-61.6768	-0.00148774	0.001487741
1401	-61.5534	-61.5512	-0.00225094	0.002250937
1402	-61.5534	-61.5512	-0.00225094	0.002250937
1403	-61.7097	-61.7073	-0.00237805	0.002378045
1404	-61.4251	-61.4234	-0.00168369	0.001683694
1405	-62.729	-62.7279	-0.00113906	0.001139062
1406	-61.7672	-61.7648	-0.00241858	0.002418578
1407	-61.3528	-61.351	-0.00182386	0.001823857
1408	-62.0115	-62.0089	-0.00256962	0.002569615
1409	-63.3891	-63.3859	-0.00318033	0.003180333
1410	-61.6901	-61.6877	-0.00236359	0.002363592
1411	-61.6901	-61.6877	-0.00236359	0.002363592
1412	-62.3304	-62.3276	-0.00273623	0.002736225
1413	-61.8346	-61.8332	-0.00141113	0.001411129
1414	-61.4492	-61.4475	-0.0016562	0.001656199
1415	-61.4131	-61.4114	-0.00169902	0.001699024
1416	-61.5196	-61.5173	-0.00221832	0.002218315
1417	-61.5196	-61.5173	-0.00221832	0.002218315
1418	-61.5196	-61.5173	-0.00221832	0.002218315
1419	-61.5196	-61.5173	-0.00221832	0.002218315
1420	-61.5196	-61.5173	-0.00221832	0.002218315
1421	-61.353	-61.3511	-0.00195328	0.001953276
1422	-61.353	-61.3511	-0.00195328	0.001953276
1423	-61.353	-61.3511	-0.00195328	0.001953276
1424	-61.4935	-61.4913	-0.00219123	0.002191231
1425	-61.4935	-61.4913	-0.00219123	0.002191231
1426	-61.4935	-61.4913	-0.00219123	0.002191231
1427	-61.4935	-61.4913	-0.00219123	0.002191231
1428	-61.4935	-61.4913	-0.00219123	0.002191231
1429	-61.4935	-61.4913	-0.00219123	0.002191231
1430	-61.4253	-61.4232	-0.00210742	0.002107422
1431	-61.4253	-61.4232	-0.00210742	0.002107422
1432	-61.4253	-61.4232	-0.00210742	0.002107422
1433	-61.4253	-61.4232	-0.00210742	0.002107422
1434	-62.4914	-62.4886	-0.00281228	0.002812284
1435	-61.8991	-61.8966	-0.00250361	0.00250361
1436	-62.8803	-62.8773	-0.00298109	0.002981088
1437	-61.5	-61.4978	-0.00219817	0.002198167
1438	-61.8786	-61.8772	-0.00139233	0.001392331
1439	-61.3953	-61.3936	-0.00172494	0.001724941
1440	-61.8403	-61.8378	-0.00246684	0.002466841
1441	-61.8403	-61.8378	-0.00246684	0.002466841
1442	-61.4164	-61.4143	-0.00209435	0.002094349
1443	-61.3641	-61.3621	-0.00199173	0.001991725
1444	-62.3975	-62.3947	-0.00276846	0.00276846
1445	-61.557	-61.5555	-0.00156349	0.001563487
1446	-61.7489	-61.7475	-0.00145095	0.001450948
1447	-63.0154	-63.0143	-0.00107892	0.001078919
1448	-63.0154	-63.0143	-0.00107892	0.001078919
1449	-63.0056	-63.0045	-0.00108086	0.001080857
1450	-62.9726	-62.9715	-0.00108742	0.001087421
1451	-61.346	-61.3442	-0.00186933	0.001869334
1452	-61.346	-61.3442	-0.00186933	0.001869334
1453	-61.346	-61.3442	-0.00186933	0.001869334
1454	-61.346	-61.3442	-0.00186933	0.001869334
1455	-61.346	-61.3442	-0.00186933	0.001869334
1456	-61.346	-61.3442	-0.00186933	0.001869334
1457	-61.896	-61.8946	-0.00138516	0.001385158
1458	-61.896	-61.8946	-0.00138516	0.001385158
1459	-61.693	-61.6906	-0.00236574	0.002365744
1460	-61.7422	-61.7407	-0.00145429	0.001454287
1461	-61.7422	-61.7407	-0.00145429	0.001454287
1462	-61.7422	-61.7407	-0.00145429	0.001454287
1463	-61.8132	-61.8118	-0.00142065	0.001420648
1464	-61.617	-61.6147	-0.00230642	0.002306419
1465	-61.4849	-61.4827	-0.00218179	0.002181792
1466	-61.4849	-61.4827	-0.00218179	0.002181792
1467	-61.4849	-61.4827	-0.00218179	0.002181792
1468	-61.3798	-61.3777	-0.00202974	0.002029736
1469	-61.3798	-61.3777	-0.00202974	0.002029736
1470	-62.2038	-62.2025	-0.00127652	0.001276517
1471	-61.4656	-61.4639	-0.00163944	0.001639442
1472	-61.4656	-61.4639	-0.00163944	0.001639442
1473	-61.4656	-61.4639	-0.00163944	0.001639442
1474	-63.3906	-63.3874	-0.00318088	0.003180875
1475	-64.0917	-64.0882	-0.00342964	0.003429639
1476	-65.7848	-65.7808	-0.00396021	0.003960207
1477	-65.7848	-65.7808	-0.00396021	0.003960207
1478	-65.7848	-65.7808	-0.00396021	0.003960207
1479	-63.22	-63.2169	-0.00311627	0.003116273
1480	-63.4536	-63.4504	-0.00320428	0.00320428
1481	-62.1488	-62.1475	-0.00129387	0.001293868
1482	-62.1488	-62.1475	-0.00129387	0.001293868
1483	-64.2456	-64.2447	-0.000884021	0.0008840212
1484	-64.2456	-64.2447	-0.000884021	0.0008840212
1485	-62.9668	-62.9638	-0.00301644	0.003016438
1486	-61.6142	-61.6119	-0.00230413	0.002304131
1487	-61.6142	-61.6119	-0.00230413	0.002304131
1488	-61.6142	-61.6119	-0.00230413	0.002304131
1489	-61.6142	-61.6119	-0.00230413	0.002304131
1490	-61.6142	-61.6119	-0.00230413	0.002304131
1491	-61.3896	-61.3875	-0.00204933	0.002049333
1492	-63.6651	-63.6642	-0.000966011	0.000966011
1493	-63.2872	-63.2862	-0.00102831	0.001028313
1494	-61.5667	-61.5644	-0.00226307	0.002263074
1495	-61.4668	-61.4652	-0.0016382	0.001638201
1496	-61.4668	-61.4652	-0.0016382	0.001638201
1497	-61.4486	-61.4469	-0.00165683	0.001656834
1498	-61.4486	-61.4469	-0.00165683	0.001656834
1499	-61.5721	-61.5706	-0.00155288	0.001552877
1500	-61.9064	-61.9039	-0.00250803	0.002508031
1501	-61.9064	-61.9039	-0.00250803	0.002508031
1502	-61.9064	-61.9039	-0.00250803	0.002508031
1503	-61.9064	-61.9039	-0.00250803	0.002508031
1504	-61.9064	-61.9039	-0.00250803	0.002508031
1505	-61.4479	-61.4458	-0.00213799	0.002137992
1506	-61.3492	-61.3473	-0.00193373	0.001933734
1507	-61.3492	-61.3473	-0.00193373	0.001933734
1508	-62.2907	-62.2895	-0.00125049	0.001250489
1509	-61.9972	-61.9946	-0.00256149	0.002561491
1510	-61.9972	-61.9946	-0.00256149	0.002561491
1511	-61.9972	-61.9946	-0.00256149	0.002561491
1512	-61.3892	-61.3875	-0.00173486	0.00173486
1513	-61.4132	-61.4111	-0.00208951	0.002089507
1514	-61.4132	-61.4111	-0.00208951	0.002089507
1515	-61.4132	-61.4111	-0.00208951	0.002089507
1516	-61.3455	-61.3436	-0.00188726	0.001887257
1517	-61.3861	-61.3843	-0.00174029	0.001740288
1518	-61.3861	-61.3843	-0.00174029	0.001740288
1519	-61.6094	-61.6071	-0.00230012	0.002300122
1520	-61.6094	-61.6071	-0.00230012	0.002300122
1521	-61.6094	-61.6071	-0.00230012	0.002300122
1522	-61.6094	-61.6071	-0.00230012	0.002300122
1523	-61.6094	-61.6071	-0.00230012	0.002300122
1524	-64.6774	-64.6737	-0.00362204	0.003622042
1525	-62.0633	-62.0607	-0.00259856	0.002598558
1526	-61.8494	-61.8469	-0.00247264	0.002472641
1527	-61.8483	-61.8469	-0.00140521	0.001405207
1528	-61.391	-61.3893	-0.00173185	0.001731846
1529	-61.391	-61.3893	-0.00173185	0.001731846
1530	-63.0994	-63.0963	-0.00306933	0.003069333
1531	-63.0994	-63.0963	-0.00306933	0.003069333
1532	-61.4168	-61.4151	-0.00169423	0.001694228
1533	-62.6738	-62.6709	-0.00289371	0.00289371
1534	-61.4042	-61.4022	-0.00207519	0.002075195
1535	-61.4042	-61.4022	-0.00207519	0.002075195
1536	-61.9401	-61.9375	-0.00252823	0.002528226
1537	-61.4569	-61.4547	-0.0021492	0.002149202
1538	-61.4569	-61.4547	-0.0021492	0.002149202
1539	-61.4569	-61.4547	-0.0021492	0.002149202
1540	-63.2647	-63.2637	-0.0010323	0.001032299
1541	-63.2647	-63.2637	-0.0010323	0.001032299
1542	-63.0749	-63.0738	-0.00106737	0.001067367
1543	-63.0749	-63.0738	-0.00106737	0.001067367
1544	-63.0749	-63.0738	-0.00106737	0.001067367
1545	-61.3552	-61.3533	-0.00181447	0.001814466
1546	-61.9439	-61.9413	-0.00253049	0.002530487
1547	-61.9439	-61.9413	-0.00253049	0.002530487
1548	-61.9077	-61.9063	-0.00138044	0.001380444
1549	-61.9077	-61.9063	-0.00138044	0.001380444
1550	-61.9077	-61.9063	-0.00138044	0.001380444
1551	-61.4904	-61.4882	-0.0021879	0.002187903
1552	-61.4904	-61.4882	-0.0021879	0.002187903
1553	-61.3489	-61.3471	-0.00184352	0.001843522
1554	-61.4094	-61.4073	-0.0020836	0.002083596
1555	-61.4626	-61.4605	-0.00215617	0.002156172
1556	-62.3997	-62.3985	-0.00122	0.001219997
1557	-62.1408	-62.1381	-0.00264028	0.002640282
1558	-61.5653	-61.5637	-0.00155764	0.001557637
1559	-61.4369	-61.4352	-0.00166971	0.001669711
1560	-61.4369	-61.4352	-0.00166971	0.001669711
1561	-61.4369	-61.4352	-0.00166971	0.001669711
1562	-61.9269	-61.9243	-0.00252037	0.002520369
1563	-61.9269	-61.9243	-0.00252037	0.002520369
1564	-61.9269	-61.9243	-0.00252037	0.002520369
1565	-61.9269	-61.9243	-0.00252037	0.002520369
1566	-61.9269	-61.9243	-0.00252037	0.002520369
1567	-61.6895	-61.6871	-0.00236317	0.00236317
1568	-65.6538	-65.6499	-0.0039216	0.003921601
1569	-63.7404	-63.7371	-0.00330801	0.003308006
1570	-63.7404	-63.7371	-0.00330801	0.003308006
1571	-61.4128	-61.4107	-0.0020889	0.002088904
1572	-71.3056	-71.3001	-0.00540579	0.005405788
1573	-61.3623	-61.3605	-0.00179161	0.001791614
1574	-61.3623	-61.3605	-0.00179161	0.001791614
1575	-61.6256	-61.6233	-0.00231347	0.00231347
1576	-61.4777	-61.476	-0.00162788	0.001627876
1577	-61.4777	-61.476	-0.00162788	0.001627876
1578	-61.3602	-61.3582	-0.00197992	0.001979917
1579	-61.3602	-61.3582	-0.00197992	0.001979917
1580	-61.3602	-61.3582	-0.00197992	0.001979917
1581	-61.4893	-61.4872	-0.00218671	0.002186713
1582	-62.6737	-62.6725	-0.00115167	0.001151673
1583	-63.0188	-63.0177	-0.00107825	0.001078255
1584	-63.0188	-63.0177	-0.00107825	0.001078255
1585	-62.5574	-62.5563	-0.00117937	0.001179373
1586	-62.4926	-62.4914	-0.00119562	0.001195618
1587	-62.4926	-62.4914	-0.00119562	0.001195618
1588	-61.4084	-61.4067	-0.00170548	0.001705477
1589	-62.495	-62.4922	-0.00281392	0.00281392
1590	-62.495	-62.4922	-0.00281392	0.00281392
1591	-61.5128	-61.5106	-0.00221145	0.00221145
1592	-61.4775	-61.4759	-0.00162803	0.001628031
1593	-61.4775	-61.4759	-0.00162803	0.001628031
1594	-61.4775	-61.4759	-0.00162803	0.001628031
1595	-61.4775	-61.4759	-0.00162803	0.001628031
1596	-63.2932	-63.2901	-0.00314424	0.003144244
1597	-61.564	-61.5617	-0.00226064	0.002260639
1598	-61.564	-61.5617	-0.00226064	0.002260639
1599	-61.5345	-61.5323	-0.00223304	0.002233037
1600	-61.5345	-61.5323	-0.00223304	0.002233037
1601	-61.5345	-61.5323	-0.00223304	0.002233037
1602	-61.7596	-61.7572	-0.00241333	0.002413329
1603	-61.8476	-61.8452	-0.00247153	0.002471529
1604	-61.8476	-61.8452	-0.00247153	0.002471529
1605	-61.731	-61.7295	-0.00145989	0.001459888
1606	-61.4322	-61.4305	-0.00167518	0.001675179
1607	-61.7232	-61.7208	-0.00238778	0.002387777
1608	-61.4368	-61.4347	-0.00212348	0.00212348
1609	-61.4368	-61.4347	-0.00212348	0.00212348
1610	-61.8117	-61.8103	-0.00142134	0.001421344
1611	-61.8117	-61.8103	-0.00142134	0.001421344
1612	-62.6705	-62.6693	-0.00115241	0.001152411
1613	-62.0599	-62.0573	-0.00259669	0.00259669
1614	-61.4071	-61.405	-0.00207989	0.002079885
1615	-61.3886	-61.3869	-0.00173592	0.001735918
1616	-61.3464	-61.3445	-0.00190992	0.00190992
1617	-61.3698	-61.3678	-0.00200688	0.002006876
1618	-61.3698	-61.3678	-0.00200688	0.002006876
1619	-61.3698	-61.3678	-0.00200688	0.002006876
1620	-61.727	-61.7256	-0.00146191	0.001461907
1621	-61.7634	-61.761	-0.00241598	0.00241598
1622	-61.7634	-61.761	-0.00241598	0.00241598
1623	-61.3482	-61.3462	-0.0019266	0.001926603
1624	-61.3482	-61.3462	-0.0019266	0.001926603
1625	-61.3482	-61.3462	-0.0019266	0.001926603
1626	-61.6458	-61.6443	-0.0015062	0.001506195
1627	-61.3532	-61.3513	-0.0019542	0.001954195
1628	-61.3481	-61.3462	-0.00192641	0.00192641
1629	-61.5289	-61.5267	-0.00222759	0.002227588
1630	-61.5878	-61.5856	-0.00228178	0.002281778
1631	-62.6572	-62.6543	-0.00288645	0.002886451
1632	-61.882	-61.8795	-0.00249309	0.002493086
1633	-61.9188	-61.9174	-0.00137598	0.001375982
1634	-61.4377	-61.436	-0.00166882	0.001668825
1635	-61.7413	-61.7389	-0.00240062	0.002400618
1636	-61.4249	-61.4233	-0.00168386	0.001683865
1637	-63.0497	-63.0467	-0.00304969	0.003049688
1638	-63.0497	-63.0467	-0.00304969	0.003049688
1639	-61.4229	-61.4208	-0.00210406	0.002104065
1640	-61.5591	-61.5569	-0.00225621	0.002256213
1641	-61.5591	-61.5569	-0.00225621	0.002256213
1642	-61.5591	-61.5569	-0.00225621	0.002256213
1643	-61.6161	-61.6138	-0.00230566	0.002305664
1644	-61.567	-61.5648	-0.00226338	0.002263377
1645	-61.567	-61.5648	-0.00226338	0.002263377
1646	-61.567	-61.5648	-0.00226338	0.002263377
1647	-61.567	-61.5648	-0.00226338	0.002263377
1648	-62.3085	-62.3057	-0.00272554	0.002725544
1649	-61.4003	-61.3982	-0.00206859	0.002068591
1650	-61.4003	-61.3982	-0.00206859	0.002068591
1651	-61.4003	-61.3982	-0.00206859	0.002068591
1652	-61.3668	-61.365	-0.00177999	0.001779993
1653	-61.3668	-61.365	-0.00177999	0.001779993
1654	-61.5686	-61.5663	-0.00226476	0.002264763
1655	-61.4579	-61.4558	-0.00215044	0.002150442
1656	-61.3475	-61.3457	-0.00185332	0.001853321
1657	-61.5761	-61.5739	-0.00227154	0.002271537
1658	-61.5761	-61.5739	-0.00227154	0.002271537
1659	-61.5761	-61.5739	-0.00227154	0.002271537
1660	-61.3684	-61.3664	-0.00200337	0.002003369
1661	-61.3684	-61.3664	-0.00200337	0.002003369
1662	-61.3684	-61.3664	-0.00200337	0.002003369
1663	-61.3684	-61.3664	-0.00200337	0.002003369
1664	-61.3721	-61.3701	-0.00201242	0.002012416
1665	-61.4403	-61.4382	-0.00212813	0.002128125
1666	-61.3948	-61.3931	-0.00172569	0.001725687
1667	-61.4886	-61.4864	-0.00218585	0.002185852
1668	-61.3472	-61.3453	-0.00191896	0.001918964
1669	-61.3472	-61.3453	-0.00191896	0.001918964
1670	-61.4327	-61.4311	-0.00167454	0.001674537
1671	-61.4681	-61.4659	-0.0021626	0.002162598
1672	-61.432	-61.4299	-0.00211684	0.002116837
1673	-61.432	-61.4299	-0.00211684	0.002116837
1674	-62.2206	-62.2193	-0.00127136	0.001271358
1675	-61.6093	-61.6078	-0.00152836	0.001528356
1676	-61.7829	-61.7815	-0.00143459	0.001434588
1677	-62.0131	-62.0118	-0.00134017	0.001340168
1678	-62.1929	-62.1916	-0.00127988	0.001279879
1679	-61.3701	-61.3681	-0.00200766	0.002007657
1680	-61.4656	-61.4635	-0.00215976	0.002159757
1681	-61.5935	-61.592	-0.00153853	0.001538527
1682	-61.6839	-61.6824	-0.00148465	0.001484647
1683	-61.3696	-61.3679	-0.00177315	0.00177315
1684	-61.4204	-61.4183	-0.00210036	0.002100361
1685	-61.5152	-61.513	-0.00221394	0.002213941
1686	-61.5152	-61.513	-0.00221394	0.002213941
1687	-61.5152	-61.513	-0.00221394	0.002213941
1688	-61.6446	-61.6422	-0.00232869	0.002328691
1689	-61.6812	-61.6788	-0.00235695	0.002356954
1690	-62.178	-62.1767	-0.00128456	0.001284558
1691	-61.3502	-61.3483	-0.00183639	0.001836391
1692	-61.7477	-61.7463	-0.00145152	0.001451524
1693	-61.5234	-61.5218	-0.00158878	0.001588782
1694	-61.8999	-61.8974	-0.00250409	0.002504087
1695	-61.3455	-61.3436	-0.00188735	0.00188735
1696	-61.4439	-61.4422	-0.00166192	0.001661917
1697	-61.4439	-61.4422	-0.00166192	0.001661917
1698	-61.3884	-61.3867	-0.00173622	0.001736224
1699	-61.8139	-61.8125	-0.00142035	0.001420347
1700	-61.8139	-61.8125	-0.00142035	0.001420347
1701	-62.7205	-62.7176	-0.00291387	0.002913874
1702	-62.7205	-62.7176	-0.00291387	0.002913874
1703	-61.3474	-61.3456	-0.00185433	0.001854333
1704	-62.7551	-62.7522	-0.00292865	0.002928652
1705	-61.3488	-61.347	-0.00184406	0.001844065
1706	-62.2732	-62.2705	-0.0027081	0.002708104
1707	-62.2732	-62.2705	-0.0027081	0.002708104
1708	-61.389	-61.3873	-0.00173517	0.001735168
1709	-61.3866	-61.3849	-0.00173928	0.001739285
1710	-61.6467	-61.6452	-0.00150564	0.001505637
1711	-61.439	-61.4369	-0.00212637	0.002126365
1712	-61.6069	-61.6054	-0.0015299	0.001529904
1713	-61.6631	-61.6607	-0.00234313	0.002343132
1714	-61.4191	-61.417	-0.00209843	0.002098426
1715	-61.3631	-61.3613	-0.00178943	0.001789427
1716	-61.3501	-61.3482	-0.00193893	0.001938928
1717	-61.9162	-61.9137	-0.00251396	0.002513964
1718	-62.9537	-62.9526	-0.00109123	0.001091227
1719	-62.7854	-62.7842	-0.00112659	0.001126588
1720	-61.382	-61.3803	-0.00174758	0.001747583
1721	-61.7905	-61.789	-0.00143107	0.00143107
1722	-62.2092	-62.2079	-0.00127484	0.001274844
1723	-61.5266	-61.525	-0.00158624	0.001586236
1724	-61.4093	-61.4073	-0.00208346	0.002083464
1725	-61.4548	-61.4527	-0.00214667	0.002146675
1726	-61.4548	-61.4527	-0.00214667	0.002146675
1727	-61.9387	-61.9373	-0.00136814	0.001368137
1728	-61.443	-61.4414	-0.00166287	0.001662866
1729	-61.443	-61.4414	-0.00166287	0.001662866
1730	-61.443	-61.4414	-0.00166287	0.001662866
1731	-61.443	-61.4414	-0.00166287	0.001662866
1732	-62.3036	-62.3024	-0.00124677	0.001246768
1733	-61.3648	-61.3628	-0.00199362	0.001993617
1734	-61.3541	-61.3521	-0.00195794	0.001957938
1735	-61.3541	-61.3521	-0.00195794	0.001957938
1736	-61.3541	-61.3521	-0.00195794	0.001957938
1737	-61.3541	-61.3521	-0.00195794	0.001957938
1738	-61.3462	-61.3443	-0.0018668	0.001866799
1739	-61.5335	-61.5313	-0.00223209	0.00223209
1740	-61.9456	-61.9442	-0.00136547	0.001365467
1741	-62.0961	-62.0948	-0.00131122	0.00131122
1742	-62.0961	-62.0948	-0.00131122	0.00131122
1743	-61.6292	-61.6268	-0.00231636	0.002316359
1744	-61.3652	-61.3632	-0.00199459	0.001994587
1745	-61.5914	-61.5891	-0.00228487	0.002284873
1746	-61.5914	-61.5891	-0.00228487	0.002284873
1747	-61.5914	-61.5891	-0.00228487	0.002284873
1748	-61.5914	-61.5891	-0.00228487	0.002284873
1749	-61.6415	-61.6392	-0.00232626	0.002326258
1750	-61.6415	-61.6392	-0.00232626	0.002326258
1751	-61.8209	-61.8184	-0.00245432	0.002454321
1752	-61.3935	-61.3918	-0.00172776	0.001727757
1753	-61.6192	-61.6169	-0.00230821	0.002308213
1754	-62.7367	-62.7338	-0.0029208	0.002920804
1755	-62.4073	-62.4045	-0.0027731	0.002773096
1756	-61.8769	-61.8755	-0.00139306	0.001393057
1757	-61.9425	-61.9412	-0.00136664	0.001366639
1758	-61.7184	-61.716	-0.0023843	0.002384303
1759	-61.7184	-61.716	-0.0023843	0.002384303
1760	-61.7184	-61.716	-0.0023843	0.002384303
1761	-61.7184	-61.716	-0.0023843	0.002384303
1762	-61.6929	-61.6905	-0.00236566	0.002365663
1763	-61.6929	-61.6905	-0.00236566	0.002365663
1764	-61.6929	-61.6905	-0.00236566	0.002365663
1765	-61.6929	-61.6905	-0.00236566	0.002365663
1766	-61.4265	-61.4248	-0.00168196	0.00168196
1767	-61.4265	-61.4248	-0.00168196	0.00168196
1768	-61.6158	-61.6135	-0.0023054	0.002305404
1769	-62.9349	-62.9319	-0.00300348	0.00300348
1770	-65.2243	-65.2205	-0.00379257	0.003792571
1771	-61.9083	-61.9058	-0.00250917	0.002509174
1772	-61.575	-61.5727	-0.00227053	0.002270528
1773	-61.575	-61.5727	-0.00227053	0.002270528
1774	-61.575	-61.5727	-0.00227053	0.002270528
1775	-61.575	-61.5727	-0.00227053	0.002270528
1776	-61.575	-61.5727	-0.00227053	0.002270528
1777	-61.7311	-61.7296	-0.00145984	0.001459838
1778	-61.3538	-61.352	-0.00181966	0.001819663
1779	-61.3538	-61.352	-0.00181966	0.001819663
1780	-61.3538	-61.352	-0.00181966	0.001819663
1781	-61.9769	-61.9756	-0.00135352	0.001353523
1782	-61.4901	-61.4884	-0.00161662	0.00161662
1783	-61.4901	-61.4884	-0.00161662	0.00161662
1784	-61.9298	-61.9284	-0.00137162	0.001371622
1785	-61.9298	-61.9284	-0.00137162	0.001371622
1786	-61.9298	-61.9284	-0.00137162	0.001371622
1787	-62.033	-62.0317	-0.00133303	0.001333032
1788	-62.033	-62.0317	-0.00133303	0.001333032
