Iteration	Posterior	Likelihood	Prior	mu_morpho
2591	-61.9055	-61.903	-0.0025075	0.002507503
2592	-61.9055	-61.903	-0.0025075	0.002507503
2593	-61.4126	-61.4105	-0.00208859	0.002088589
2594	-61.8675	-61.8661	-0.001397	0.001396995
2595	-61.6625	-61.661	-0.00149653	0.001496534
2596	-61.4299	-61.4282	-0.00167792	0.001677924
2597	-61.4299	-61.4282	-0.00167792	0.001677924
2598	-61.3503	-61.3484	-0.00193996	0.001939964
2599	-61.3503	-61.3484	-0.00193996	0.001939964
2600	-61.3503	-61.3484	-0.00193996	0.001939964
2601	-61.5885	-61.5862	-0.00228235	0.002282345
2602	-61.5885	-61.5862	-0.00228235	0.002282345
2603	-61.5885	-61.5862	-0.00228235	0.002282345
2604	-63.4142	-63.4132	-0.00100643	0.001006435
2605	-61.3544	-61.3525	-0.00181746	0.001817459
2606	-62.2751	-62.2739	-0.00125504	0.001255042
2607	-61.7599	-61.7575	-0.00241357	0.00241357
2608	-61.381	-61.3793	-0.00174946	0.001749459
2609	-62.0348	-62.0322	-0.00258273	0.002582735
2610	-62.0348	-62.0322	-0.00258273	0.002582735
2611	-62.0348	-62.0322	-0.00258273	0.002582735
2612	-61.4592	-61.4576	-0.00164577	0.001645767
2613	-61.5099	-61.5083	-0.00159963	0.001599627
2614	-61.5099	-61.5083	-0.00159963	0.001599627
2615	-65.6971	-65.6964	-0.000726244	0.0007262442
2616	-62.6653	-62.6641	-0.00115362	0.001153619
2617	-61.8426	-61.8412	-0.00140764	0.001407641
2618	-63.2974	-63.2943	-0.00314584	0.003145839
2619	-61.4196	-61.4179	-0.00169061	0.001690606
2620	-61.3456	-61.3437	-0.00187851	0.001878508
2621	-61.3455	-61.3436	-0.00189026	0.001890263
2622	-61.3455	-61.3436	-0.00189026	0.001890263
2623	-61.3679	-61.3659	-0.00200199	0.002001994
2624	-61.4421	-61.4399	-0.00213041	0.002130413
2625	-61.4421	-61.4399	-0.00213041	0.002130413
2626	-62.2681	-62.2654	-0.00270557	0.002705566
2627	-61.4285	-61.4268	-0.00167958	0.001679575
2628	-61.5856	-61.5841	-0.00154372	0.00154372
2629	-61.8999	-61.8985	-0.00138357	0.001383574
2630	-61.9199	-61.9186	-0.00137553	0.001375526
2631	-61.3883	-61.3865	-0.00173643	0.001736434
2632	-61.3883	-61.3865	-0.00173643	0.001736434
2633	-61.3883	-61.3865	-0.00173643	0.001736434
2634	-61.3883	-61.3865	-0.00173643	0.001736434
2635	-62.9914	-62.9903	-0.00108367	0.001083672
2636	-61.4905	-61.4883	-0.00218795	0.002187946
2637	-61.3486	-61.3467	-0.00184568	0.001845685
2638	-61.4967	-61.4951	-0.0016108	0.001610799
2639	-61.3474	-61.3455	-0.00192036	0.001920363
2640	-63.2859	-63.2827	-0.00314144	0.003141445
2641	-61.3987	-61.397	-0.00171967	0.001719671
2642	-61.8639	-61.8625	-0.00139851	0.001398515
2643	-61.3787	-61.3767	-0.00202747	0.002027465
2644	-64.3119	-64.3084	-0.00350337	0.00350337
2645	-61.3626	-61.3606	-0.00198717	0.00198717
2646	-61.5685	-61.567	-0.00155538	0.001555375
2647	-61.3455	-61.3436	-0.00189245	0.001892452
2648	-61.4316	-61.4299	-0.00167584	0.001675838
2649	-61.4701	-61.4684	-0.00163506	0.001635063
2650	-62.1857	-62.1845	-0.00128212	0.00128212
2651	-61.4152	-61.4131	-0.00209256	0.002092564
2652	-61.3539	-61.3521	-0.00181928	0.001819277
2653	-61.6486	-61.6471	-0.00150457	0.001504575
2654	-61.3459	-61.3441	-0.00187105	0.001871055
2655	-61.3564	-61.3546	-0.00180992	0.001809924
2656	-61.6239	-61.6224	-0.00151929	0.00151929
2657	-61.6239	-61.6224	-0.00151929	0.00151929
2658	-64.442	-64.4412	-0.000859235	0.0008592346
2659	-63.2994	-63.2984	-0.00102617	0.001026168
2660	-61.9238	-61.9224	-0.001374	0.001374004
2661	-61.9238	-61.9224	-0.001374	0.001374004
2662	-61.9238	-61.9224	-0.001374	0.001374004
2663	-61.4355	-61.4334	-0.00212166	0.002121658
2664	-61.3614	-61.3594	-0.00198359	0.001983589
2665	-61.3614	-61.3594	-0.00198359	0.001983589
2666	-61.3614	-61.3594	-0.00198359	0.001983589
2667	-61.3966	-61.3946	-0.00206223	0.002062228
2668	-61.9941	-61.9928	-0.00134711	0.001347115
2669	-63.1167	-63.1136	-0.00307614	0.003076137
2670	-61.4434	-61.4417	-0.00166247	0.001662468
2671	-61.4434	-61.4417	-0.00166247	0.001662468
2672	-61.4434	-61.4417	-0.00166247	0.001662468
2673	-61.4334	-61.4317	-0.00167373	0.00167373
2674	-61.9681	-61.9656	-0.00254471	0.002544715
2675	-61.5359	-61.5343	-0.00157908	0.001579076
2676	-61.5359	-61.5343	-0.00157908	0.001579076
2677	-63.5275	-63.5265	-0.000987749	0.0009877489
2678	-63.5275	-63.5265	-0.000987749	0.0009877489
2679	-61.3498	-61.348	-0.00183828	0.001838282
2680	-61.4048	-61.4027	-0.00207616	0.002076164
2681	-62.5743	-62.5732	-0.00117523	0.001175234
2682	-61.7294	-61.7279	-0.0014607	0.001460701
2683	-61.4044	-61.4023	-0.0020754	0.002075399
2684	-62.2275	-62.2262	-0.00126924	0.001269241
2685	-61.8816	-61.8791	-0.0024928	0.002492799
2686	-61.3637	-61.3619	-0.00178796	0.001787965
2687	-61.3637	-61.3619	-0.00178796	0.001787965
2688	-61.3637	-61.3619	-0.00178796	0.001787965
2689	-61.3637	-61.3619	-0.00178796	0.001787965
2690	-62.6801	-62.6772	-0.00289643	0.00289643
2691	-61.3568	-61.3548	-0.00196825	0.001968252
2692	-61.5548	-61.5526	-0.00225223	0.00225223
2693	-61.5548	-61.5526	-0.00225223	0.00225223
2694	-61.5548	-61.5526	-0.00225223	0.00225223
2695	-61.5548	-61.5526	-0.00225223	0.00225223
2696	-61.5548	-61.5526	-0.00225223	0.00225223
2697	-61.3477	-61.3459	-0.00185175	0.001851748
2698	-61.3544	-61.3524	-0.00195913	0.001959131
2699	-61.3571	-61.3552	-0.00196958	0.00196958
2700	-61.3571	-61.3552	-0.00196958	0.00196958
2701	-61.3571	-61.3552	-0.00196958	0.00196958
2702	-61.3571	-61.3552	-0.00196958	0.00196958
2703	-61.3571	-61.3552	-0.00196958	0.00196958
2704	-61.5145	-61.5129	-0.00159588	0.001595876
2705	-61.9883	-61.9869	-0.00134929	0.001349289
2706	-61.9883	-61.9869	-0.00134929	0.001349289
2707	-61.4255	-61.4239	-0.00168314	0.001683138
2708	-61.4964	-61.4942	-0.00219431	0.002194305
2709	-61.4906	-61.4884	-0.00218806	0.002188063
2710	-61.4122	-61.4105	-0.0017003	0.001700304
2711	-62.9349	-62.9338	-0.00109504	0.001095037
2712	-61.7272	-61.7248	-0.00239065	0.00239065
2713	-61.4551	-61.4534	-0.00165001	0.001650012
2714	-61.3459	-61.3439	-0.00190215	0.001902147
2715	-62.038	-62.0354	-0.00258452	0.002584516
2716	-62.549	-62.5478	-0.00118146	0.001181459
2717	-61.3458	-61.3439	-0.00190209	0.001902095
2718	-61.3465	-61.3446	-0.0018636	0.001863596
2719	-61.3457	-61.3438	-0.00187698	0.001876983
2720	-63.1941	-63.191	-0.00310626	0.003106257
2721	-62.5434	-62.5405	-0.00283593	0.002835925
2722	-61.7693	-61.7678	-0.00144106	0.00144106
2723	-61.7693	-61.7678	-0.00144106	0.00144106
2724	-62.7115	-62.7086	-0.00291001	0.002910007
2725	-61.6269	-61.6253	-0.0015175	0.0015175
2726	-61.9693	-61.9668	-0.00254542	0.002545424
2727	-61.4246	-61.4225	-0.00210649	0.002106487
2728	-61.4246	-61.4225	-0.00210649	0.002106487
2729	-61.3455	-61.3436	-0.00189096	0.001890956
2730	-61.4825	-61.4803	-0.0021791	0.0021791
2731	-61.3463	-61.3444	-0.00190955	0.001909549
2732	-61.4765	-61.4744	-0.00217242	0.00217242
2733	-63.1014	-63.1003	-0.00106231	0.001062311
2734	-61.5618	-61.5596	-0.00225868	0.002258684
2735	-61.5618	-61.5596	-0.00225868	0.002258684
2736	-61.5618	-61.5596	-0.00225868	0.002258684
2737	-61.3702	-61.3685	-0.00177175	0.001771751
2738	-61.8116	-61.8092	-0.00244829	0.002448286
2739	-61.8116	-61.8092	-0.00244829	0.002448286
2740	-61.8116	-61.8092	-0.00244829	0.002448286
2741	-61.5255	-61.5239	-0.00158713	0.00158713
2742	-61.3471	-61.3452	-0.00191775	0.001917747
2743	-61.3456	-61.3437	-0.00189715	0.001897151
2744	-61.8304	-61.829	-0.00141301	0.001413012
2745	-61.8304	-61.829	-0.00141301	0.001413012
2746	-61.361	-61.3592	-0.00179548	0.001795482
2747	-61.3836	-61.3818	-0.00174476	0.001744755
2748	-61.3836	-61.3818	-0.00174476	0.001744755
2749	-61.3836	-61.3818	-0.00174476	0.001744755
2750	-61.5785	-61.577	-0.0015485	0.0015485
2751	-64.2236	-64.2202	-0.00347402	0.003474025
2752	-62.0936	-62.091	-0.00261507	0.002615066
2753	-61.4479	-61.4457	-0.00213793	0.002137926
2754	-61.8321	-61.8296	-0.00246156	0.002461564
2755	-61.3545	-61.3527	-0.00181692	0.001816923
2756	-61.3545	-61.3527	-0.00181692	0.001816923
2757	-61.3545	-61.3527	-0.00181692	0.001816923
2758	-61.3545	-61.3527	-0.00181692	0.001816923
2759	-61.3545	-61.3527	-0.00181692	0.001816923
2760	-61.5426	-61.5411	-0.001574	0.001574002
2761	-61.3462	-61.3443	-0.00186735	0.001867352
2762	-61.7327	-61.7312	-0.00145904	0.001459041
2763	-61.3857	-61.3839	-0.00174097	0.001740974
2764	-61.4117	-61.4097	-0.00208723	0.002087229
2765	-61.4117	-61.4097	-0.00208723	0.002087229
2766	-61.4117	-61.4097	-0.00208723	0.002087229
2767	-61.4971	-61.4949	-0.00219506	0.00219506
2768	-61.472	-61.4703	-0.00163326	0.001633264
2769	-61.699	-61.6966	-0.00237017	0.002370173
2770	-61.699	-61.6966	-0.00237017	0.002370173
2771	-61.699	-61.6966	-0.00237017	0.002370173
2772	-62.1371	-62.1358	-0.00129763	0.001297628
2773	-63.2645	-63.2635	-0.00103234	0.00103234
2774	-61.8272	-61.8258	-0.00141443	0.001414426
2775	-61.3493	-61.3474	-0.00184148	0.001841483
2776	-61.691	-61.6887	-0.0023643	0.002364304
2777	-61.691	-61.6887	-0.0023643	0.002364304
2778	-61.4119	-61.4098	-0.00208741	0.002087409
2779	-61.4258	-61.4241	-0.00168278	0.001682785
2780	-61.3457	-61.3438	-0.00189973	0.001899726
2781	-61.408	-61.406	-0.00208138	0.00208138
2782	-61.9884	-61.9858	-0.00255645	0.002556455
2783	-61.6908	-61.6884	-0.00236412	0.002364115
2784	-61.6908	-61.6884	-0.00236412	0.002364115
2785	-61.3654	-61.3636	-0.00178338	0.00178338
2786	-62.0172	-62.0159	-0.0013387	0.001338697
2787	-61.3797	-61.3777	-0.0020296	0.002029596
2788	-61.3571	-61.3551	-0.0019694	0.001969395
2789	-62.142	-62.1394	-0.00264095	0.00264095
2790	-61.9171	-61.9157	-0.00137667	0.00137667
2791	-61.3719	-61.3701	-0.0017681	0.0017681
2792	-61.3719	-61.3701	-0.0017681	0.0017681
2793	-61.3719	-61.3701	-0.0017681	0.0017681
2794	-61.8595	-61.857	-0.002479	0.002479003
2795	-62.1706	-62.1679	-0.00265591	0.002655907
2796	-61.7653	-61.7638	-0.00144298	0.001442982
2797	-61.536	-61.5338	-0.0022345	0.002234496
2798	-61.5181	-61.5165	-0.00159295	0.001592954
2799	-61.3464	-61.3445	-0.00190992	0.001909915
2800	-61.3665	-61.3647	-0.00178061	0.001780609
2801	-61.4675	-61.4659	-0.00163752	0.001637523
2802	-61.5859	-61.5844	-0.00154355	0.001543553
2803	-61.5363	-61.5347	-0.00157878	0.001578783
2804	-61.5363	-61.5347	-0.00157878	0.001578783
2805	-61.9726	-61.97	-0.0025473	0.002547298
2806	-64.6867	-64.6831	-0.00362503	0.003625028
2807	-61.9789	-61.9764	-0.002551	0.002551003
2808	-61.3846	-61.3826	-0.00203975	0.002039752
2809	-61.3616	-61.3596	-0.00198423	0.001984231
2810	-61.3616	-61.3596	-0.00198423	0.001984231
2811	-61.9467	-61.9453	-0.00136505	0.001365045
2812	-61.9093	-61.9068	-0.00250979	0.002509791
2813	-61.3754	-61.3737	-0.00176049	0.001760486
2814	-61.8343	-61.8329	-0.0014113	0.001411295
2815	-62.4334	-62.4306	-0.00278536	0.002785358
2816	-61.3575	-61.3555	-0.00197069	0.001970694
2817	-61.3939	-61.3922	-0.00172712	0.001727118
2818	-61.3511	-61.3491	-0.00194414	0.001944137
2819	-61.9018	-61.9004	-0.00138283	0.001382828
2820	-61.5545	-61.5529	-0.00156531	0.00156531
2821	-61.54	-61.5384	-0.00157601	0.001576008
2822	-61.54	-61.5384	-0.00157601	0.001576008
2823	-61.54	-61.5384	-0.00157601	0.001576008
2824	-61.7883	-61.7858	-0.00243281	0.002432811
2825	-61.7883	-61.7858	-0.00243281	0.002432811
2826	-61.3474	-61.3455	-0.00192066	0.001920664
2827	-61.3474	-61.3455	-0.00192066	0.001920664
2828	-61.3474	-61.3455	-0.00192066	0.001920664
2829	-61.6057	-61.6034	-0.00229701	0.002297014
2830	-61.6057	-61.6034	-0.00229701	0.002297014
2831	-62.8169	-62.8139	-0.00295473	0.002954732
2832	-61.3456	-61.3437	-0.00187953	0.00187953
2833	-61.3456	-61.3437	-0.00187953	0.00187953
2834	-61.4082	-61.4061	-0.00208158	0.002081584
2835	-61.6821	-61.6798	-0.00235764	0.002357642
2836	-61.7355	-61.7331	-0.00239651	0.00239651
2837	-61.7578	-61.7553	-0.00241206	0.002412063
2838	-61.3473	-61.3454	-0.00191979	0.001919789
2839	-61.9858	-61.9833	-0.00255497	0.002554967
2840	-62.6317	-62.6305	-0.00116148	0.001161476
2841	-62.2532	-62.252	-0.0012615	0.001261504
2842	-61.7025	-61.7001	-0.00237279	0.002372788
2843	-61.5737	-61.5714	-0.00226934	0.00226934
2844	-61.5737	-61.5714	-0.00226934	0.00226934
2845	-62.9868	-62.9838	-0.00302451	0.003024512
2846	-63.3125	-63.3094	-0.00315156	0.00315156
2847	-61.8548	-61.8534	-0.00140238	0.001402383
2848	-62.8832	-62.8821	-0.00110571	0.00110571
2849	-62.5184	-62.5172	-0.00118907	0.001189069
2850	-61.5557	-61.5541	-0.00156443	0.001564428
2851	-62.3367	-62.3339	-0.00273928	0.002739285
2852	-62.3367	-62.3339	-0.00273928	0.002739285
2853	-62.3367	-62.3339	-0.00273928	0.002739285
2854	-62.3367	-62.3339	-0.00273928	0.002739285
2855	-62.3887	-62.3859	-0.00276427	0.002764268
2856	-61.6775	-61.6752	-0.00235419	0.002354193
2857	-62.8304	-62.8275	-0.0029604	0.002960397
2858	-61.8972	-61.8958	-0.00138467	0.00138467
2859	-61.4755	-61.4733	-0.00217125	0.002171254
2860	-62.5312	-62.5284	-0.00283041	0.002830412
2861	-62.1786	-62.1774	-0.00128435	0.001284346
2862	-61.6706	-61.6691	-0.00149198	0.001491983
2863	-61.6706	-61.6691	-0.00149198	0.001491983
2864	-61.6706	-61.6691	-0.00149198	0.001491983
2865	-61.4622	-61.4605	-0.00164282	0.001642817
2866	-61.9731	-61.9718	-0.00135494	0.001354944
2867	-62.6308	-62.6279	-0.00287489	0.002874885
2868	-61.9258	-61.9244	-0.0013732	0.001373204
2869	-61.3456	-61.3437	-0.00189693	0.001896935
2870	-61.3456	-61.3437	-0.00189693	0.001896935
2871	-61.3763	-61.3743	-0.0020223	0.0020223
2872	-61.3763	-61.3743	-0.0020223	0.0020223
2873	-61.3763	-61.3743	-0.0020223	0.0020223
2874	-61.3763	-61.3743	-0.0020223	0.0020223
2875	-61.9739	-61.9714	-0.00254808	0.00254808
2876	-61.9739	-61.9714	-0.00254808	0.00254808
2877	-61.9739	-61.9714	-0.00254808	0.00254808
2878	-61.3625	-61.3607	-0.00179105	0.001791047
2879	-62.9097	-62.9067	-0.00299319	0.002993194
2880	-61.4078	-61.4061	-0.0017064	0.001706396
2881	-61.8311	-61.8286	-0.00246093	0.002460929
2882	-65.2248	-65.221	-0.00379272	0.003792722
2883	-61.41	-61.4083	-0.00170322	0.001703217
2884	-62.1647	-62.1634	-0.00128876	0.001288761
2885	-61.39	-61.3879	-0.00205015	0.002050149
2886	-62.6953	-62.6924	-0.002903	0.002902995
2887	-61.3593	-61.3575	-0.00180048	0.001800479
2888	-61.4793	-61.4776	-0.00162639	0.001626391
2889	-61.6769	-61.6746	-0.00235372	0.002353725
2890	-61.8845	-61.8831	-0.0013899	0.001389901
2891	-61.8845	-61.8831	-0.0013899	0.001389901
2892	-62.2574	-62.2547	-0.00270024	0.002700243
2893	-62.2574	-62.2547	-0.00270024	0.002700243
2894	-62.2633	-62.2606	-0.00270319	0.002703191
2895	-62.1227	-62.1214	-0.00130235	0.001302352
2896	-63.1379	-63.1348	-0.00308443	0.003084432
2897	-63.1379	-63.1348	-0.00308443	0.003084432
2898	-62.1586	-62.1574	-0.00129069	0.001290691
2899	-61.4942	-61.492	-0.00219194	0.002191939
2900	-61.4942	-61.492	-0.00219194	0.002191939
2901	-64.0559	-64.0525	-0.00341748	0.003417485
2902	-61.3858	-61.3841	-0.00174072	0.001740718
2903	-63.3583	-63.3552	-0.00316882	0.003168815
2904	-62.2416	-62.2389	-0.00269228	0.00269228
2905	-61.7073	-61.7059	-0.00147209	0.001472087
2906	-61.7073	-61.7059	-0.00147209	0.001472087
2907	-61.7454	-61.7439	-0.00145268	0.001452681
2908	-61.3492	-61.3472	-0.00193332	0.001933316
2909	-61.4893	-61.4871	-0.00218668	0.002186684
2910	-61.371	-61.3689	-0.00200968	0.002009678
2911	-61.346	-61.3442	-0.0018696	0.001869595
2912	-61.3624	-61.3606	-0.00179142	0.001791418
2913	-61.3964	-61.3944	-0.00206187	0.00206187
2914	-61.4578	-61.4562	-0.00164718	0.001647185
2915	-61.4578	-61.4562	-0.00164718	0.001647185
2916	-61.4189	-61.4173	-0.00169141	0.001691411
2917	-61.3462	-61.3443	-0.00186684	0.001866837
2918	-61.4315	-61.4298	-0.00167597	0.001675966
2919	-61.3527	-61.3507	-0.00195168	0.001951685
2920	-61.9376	-61.9362	-0.00136857	0.001368566
2921	-61.3502	-61.3482	-0.00193933	0.001939332
2922	-61.4448	-61.4427	-0.002134	0.002134002
2923	-61.8536	-61.8522	-0.0014029	0.001402902
2924	-61.5548	-61.5525	-0.00225219	0.002252191
2925	-61.5548	-61.5525	-0.00225219	0.002252191
2926	-62.3681	-62.3654	-0.00275446	0.002754465
2927	-61.3506	-61.3488	-0.00183408	0.001834075
2928	-61.3506	-61.3488	-0.00183408	0.001834075
2929	-61.3506	-61.3488	-0.00183408	0.001834075
2930	-61.3506	-61.3488	-0.00183408	0.001834075
2931	-62.1253	-62.1226	-0.00263207	0.002632073
2932	-63.9419	-63.9385	-0.00337844	0.003378441
2933	-61.5584	-61.5562	-0.00225555	0.002255554
2934	-61.5584	-61.5562	-0.00225555	0.002255554
2935	-61.5584	-61.5562	-0.00225555	0.002255554
2936	-61.6171	-61.6148	-0.00230654	0.002306545
2937	-61.6171	-61.6148	-0.00230654	0.002306545
2938	-61.6171	-61.6148	-0.00230654	0.002306545
2939	-61.6171	-61.6148	-0.00230654	0.002306545
2940	-62.8688	-62.8658	-0.00297633	0.002976332
2941	-61.3456	-61.3437	-0.00189586	0.001895864
2942	-61.3456	-61.3437	-0.00189586	0.001895864
2943	-61.3456	-61.3437	-0.00189586	0.001895864
2944	-61.3456	-61.3437	-0.00189586	0.001895864
2945	-61.4666	-61.4644	-0.00216085	0.002160846
2946	-61.5311	-61.5295	-0.00158274	0.001582741
2947	-61.9621	-61.9596	-0.00254122	0.002541219
2948	-61.8413	-61.8399	-0.00140823	0.001408226
2949	-61.7007	-61.6992	-0.00147559	0.001475593
2950	-61.4048	-61.4027	-0.00207605	0.002076053
2951	-61.372	-61.3703	-0.00176776	0.001767756
2952	-61.372	-61.3703	-0.00176776	0.001767756
2953	-61.372	-61.3703	-0.00176776	0.001767756
2954	-61.4189	-61.4168	-0.00209813	0.002098131
2955	-61.4189	-61.4168	-0.00209813	0.002098131
2956	-61.5039	-61.5023	-0.00160466	0.001604657
2957	-61.3488	-61.3469	-0.00193098	0.001930982
2958	-61.3912	-61.3894	-0.00173157	0.001731571
2959	-61.3912	-61.3894	-0.00173157	0.001731571
2960	-61.4634	-61.4617	-0.00164161	0.001641607
2961	-61.4324	-61.4307	-0.00167493	0.001674927
2962	-63.0195	-63.0165	-0.00303763	0.003037633
2963	-63.0195	-63.0165	-0.00303763	0.003037633
2964	-63.0195	-63.0165	-0.00303763	0.003037633
2965	-63.0195	-63.0165	-0.00303763	0.003037633
2966	-61.357	-61.3551	-0.0019692	0.001969197
2967	-62.6852	-62.6841	-0.00114901	0.001149011
2968	-61.6645	-61.6621	-0.00234421	0.00234421
2969	-61.7663	-61.7639	-0.00241796	0.002417956
2970	-62.276	-62.2747	-0.00125479	0.001254789
2971	-62.276	-62.2747	-0.00125479	0.001254789
2972	-62.276	-62.2747	-0.00125479	0.001254789
2973	-62.276	-62.2747	-0.00125479	0.001254789
2974	-62.4968	-62.494	-0.00281472	0.002814725
2975	-61.3616	-61.3598	-0.00179365	0.001793646
2976	-61.3616	-61.3598	-0.00179365	0.001793646
2977	-61.3616	-61.3598	-0.00179365	0.001793646
2978	-61.3616	-61.3598	-0.00179365	0.001793646
2979	-62.5415	-62.5387	-0.00283509	0.002835094
2980	-61.9832	-61.9818	-0.00135118	0.001351182
2981	-63.4936	-63.4904	-0.00321904	0.003219039
2982	-63.4936	-63.4904	-0.00321904	0.003219039
2983	-61.6435	-61.6412	-0.00232785	0.002327854
2984	-62.5481	-62.5452	-0.00283804	0.002838044
2985	-62.5481	-62.5452	-0.00283804	0.002838044
2986	-61.6851	-61.6836	-0.00148399	0.001483989
2987	-61.6851	-61.6836	-0.00148399	0.001483989
2988	-61.6851	-61.6836	-0.00148399	0.001483989
2989	-61.8655	-61.8641	-0.00139785	0.001397853
2990	-61.8353	-61.8329	-0.00246367	0.002463666
2991	-61.9014	-61.8989	-0.002505	0.002505003
2992	-61.9014	-61.8989	-0.002505	0.002505003
2993	-61.3916	-61.3895	-0.00205313	0.002053127
2994	-61.3916	-61.3895	-0.00205313	0.002053127
2995	-61.3916	-61.3895	-0.00205313	0.002053127
2996	-61.5626	-61.5603	-0.00225935	0.00225935
2997	-62.3506	-62.3478	-0.00274602	0.002746023
2998	-62.3506	-62.3478	-0.00274602	0.002746023
2999	-61.3469	-61.345	-0.00185917	0.001859169
3000	-61.3483	-61.3464	-0.00192751	0.001927513
3001	-61.3483	-61.3464	-0.00192751	0.001927513
3002	-61.3483	-61.3464	-0.00192751	0.001927513
3003	-61.3483	-61.3464	-0.00192751	0.001927513
3004	-61.3553	-61.3534	-0.00196285	0.001962849
3005	-61.527	-61.5254	-0.00158594	0.001585939
3006	-62.0475	-62.045	-0.00258985	0.002589847
3007	-62.0475	-62.045	-0.00258985	0.002589847
3008	-61.9872	-61.9859	-0.00134968	0.00134968
3009	-61.6676	-61.6661	-0.00149369	0.001493688
3010	-61.3695	-61.3675	-0.00200597	0.002005973
3011	-61.5313	-61.5297	-0.00158259	0.001582586
3012	-61.6249	-61.6226	-0.00231291	0.002312907
3013	-61.6249	-61.6226	-0.00231291	0.002312907
3014	-61.4015	-61.3994	-0.00207061	0.00207061
3015	-61.4477	-61.4456	-0.00213769	0.002137688
3016	-61.4477	-61.4456	-0.00213769	0.002137688
3017	-62.0595	-62.0581	-0.00132374	0.001323737
3018	-61.372	-61.3703	-0.00176771	0.001767714
3019	-61.6053	-61.603	-0.00229665	0.002296645
3020	-61.6053	-61.603	-0.00229665	0.002296645
3021	-61.6053	-61.603	-0.00229665	0.002296645
3022	-61.6053	-61.603	-0.00229665	0.002296645
3023	-61.5438	-61.5415	-0.00224192	0.002241923
3024	-61.5438	-61.5415	-0.00224192	0.002241923
3025	-61.5844	-61.5829	-0.00154452	0.001544524
3026	-61.5844	-61.5829	-0.00154452	0.001544524
3027	-61.6454	-61.6431	-0.00232935	0.002329349
3028	-61.3464	-61.3445	-0.00186444	0.001864441
3029	-61.3464	-61.3445	-0.00186444	0.001864441
3030	-61.3464	-61.3445	-0.00186444	0.001864441
3031	-61.3464	-61.3445	-0.00186444	0.001864441
3032	-61.3709	-61.3689	-0.00200954	0.002009545
3033	-61.3709	-61.3689	-0.00200954	0.002009545
3034	-61.3535	-61.3515	-0.00195522	0.001955221
3035	-61.4044	-61.4023	-0.0020754	0.002075405
3036	-61.4044	-61.4023	-0.0020754	0.002075405
3037	-61.4044	-61.4023	-0.0020754	0.002075405
3038	-62.5679	-62.5651	-0.00284698	0.002846982
3039	-62.5679	-62.5651	-0.00284698	0.002846982
3040	-61.3726	-61.3708	-0.00176661	0.001766612
3041	-61.5534	-61.5511	-0.00225092	0.002250918
3042	-62.1399	-62.1386	-0.00129675	0.001296746
3043	-62.4215	-62.4203	-0.00121415	0.001214145
3044	-61.3535	-61.3517	-0.00182079	0.001820791
3045	-61.5377	-61.5361	-0.00157771	0.001577709
3046	-61.5219	-61.5197	-0.00222069	0.002220689
3047	-62.0237	-62.0211	-0.00257653	0.002576527
3048	-62.1566	-62.1553	-0.00129134	0.001291342
3049	-62.3014	-62.2987	-0.00272206	0.002722056
3050	-61.6906	-61.6891	-0.00148101	0.001481007
3051	-61.5581	-61.5565	-0.00156273	0.001562728
3052	-61.4656	-61.464	-0.00163938	0.001639377
3053	-61.4656	-61.464	-0.00163938	0.001639377
3054	-61.9599	-61.9585	-0.00135997	0.001359969
3055	-61.4777	-61.4755	-0.00217371	0.002173712
3056	-61.3616	-61.3596	-0.0019842	0.001984201
3057	-61.3616	-61.3596	-0.0019842	0.001984201
3058	-61.3616	-61.3596	-0.0019842	0.001984201
3059	-61.3616	-61.3596	-0.0019842	0.001984201
3060	-61.3616	-61.3596	-0.0019842	0.001984201
3061	-61.3616	-61.3596	-0.0019842	0.001984201
3062	-61.3616	-61.3596	-0.0019842	0.001984201
3063	-62.7475	-62.7464	-0.00113493	0.001134932
3064	-61.5153	-61.513	-0.00221397	0.002213974
3065	-61.5153	-61.513	-0.00221397	0.002213974
3066	-61.5153	-61.513	-0.00221397	0.002213974
3067	-61.4466	-61.4445	-0.00213633	0.002136326
3068	-61.4466	-61.4445	-0.00213633	0.002136326
3069	-61.9236	-61.9211	-0.00251844	0.002518439
3070	-63.2648	-63.2617	-0.00313342	0.00313342
3071	-63.2648	-63.2617	-0.00313342	0.00313342
3072	-61.7016	-61.6992	-0.0023721	0.002372104
3073	-63.6337	-63.6305	-0.00326994	0.003269943
3074	-63.6337	-63.6305	-0.00326994	0.003269943
3075	-61.6143	-61.612	-0.00230418	0.002304179
3076	-62.4485	-62.4472	-0.00120703	0.001207029
3077	-62.4485	-62.4472	-0.00120703	0.001207029
3078	-63.8394	-63.8384	-0.000939862	0.0009398621
3079	-62.9751	-62.9741	-0.00108691	0.001086914
3080	-61.6181	-61.6157	-0.0023073	0.002307297
3081	-61.731	-61.7286	-0.00239336	0.002393359
3082	-61.731	-61.7286	-0.00239336	0.002393359
3083	-61.731	-61.7286	-0.00239336	0.002393359
3084	-61.3943	-61.3926	-0.00172642	0.001726424
3085	-61.3943	-61.3926	-0.00172642	0.001726424
3086	-61.5274	-61.5258	-0.00158565	0.001585651
3087	-62.3566	-62.3539	-0.00274894	0.00274894
3088	-62.3566	-62.3539	-0.00274894	0.00274894
3089	-61.7073	-61.7049	-0.0023763	0.002376297
3090	-61.3528	-61.351	-0.00182385	0.001823847
3091	-61.3528	-61.351	-0.00182385	0.001823847
