Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2510	-431.148	-417.606	-13.5419	526963.1	3.361489	2.331812	13.1995	0.345532	0.512699	0.631367	0.778083	0.71387	0.118062	0.107227	0.060842	0.99825	0.999552	1.00045	1.00175	3.096973
2520	-421.586	-415.304	-6.28127	404327.8	0.7424892	0.6202283	13.04595	0.204318	0.428064	0.614783	0.825551	0.233956	0.600958	0.0597311	0.105355	0.998002	0.999489	1.00051	1.002	2.582829
2530	-422.385	-412.605	-9.77983	605886.5	1.232471	1.078514	10.85073	0.23442	0.438776	0.601881	0.796348	0.20061	0.711355	0.0405059	0.0475296	0.998367	0.999582	1.00042	1.00163	2.899173
2540	-422.931	-416.73	-6.20085	381159.9	2.181466	1.640207	11.75628	0.295657	0.48211	0.620315	0.787863	0.268575	0.53243	0.0522249	0.146769	0.997942	0.999473	1.00053	1.00206	2.568168
2550	-429.629	-422	-7.6293	927848.4	2.385439	1.793241	15.9773	0.303647	0.485569	0.619444	0.783031	0.152003	0.651933	0.0448713	0.151193	0.998681	0.999663	1.00034	1.00132	2.557655
2560	-421.096	-409.381	-11.7155	676752.2	2.640293	1.273311	13.33045	0.366157	0.56062	0.693593	0.841948	0.241235	0.59122	0.123036	0.044509	0.998455	0.999605	1.00039	1.00155	2.965359
2570	-415.841	-409.708	-6.1334	310605.3	3.83155	1.488981	12.41082	0.437132	0.615238	0.730354	0.857276	0.726758	0.066552	0.150118	0.0565723	0.99772	0.999417	1.00058	1.00228	2.54873
2580	-414.233	-405.587	-8.64593	452563.1	1.795582	3.101832	13.5432	0.18865	0.335134	0.459323	0.638128	0.0152395	0.748032	0.0245021	0.212227	0.998111	0.999517	1.00048	1.00189	2.720304
2590	-425.948	-406.258	-19.6902	139927	3.373333	2.882203	9.39861	0.316438	0.474165	0.589558	0.738821	0.372296	0.395436	0.0482275	0.184041	0.996604	0.99913	1.00087	1.0034	3.886041
2600	-422.117	-412.57	-9.54717	577344.5	4.291805	7.169458	11.70852	0.233331	0.34478	0.432218	0.562125	0.0488196	0.256693	0.353708	0.34078	0.998328	0.999572	1.00043	1.00167	2.78854
2610	-431.859	-420.548	-11.3105	2679.64	6.599986	11.42973	9.953522	0.247795	0.340498	0.411413	0.518036	0.0742391	0.232742	0.554758	0.138261	0.975553	0.993622	1.00616	1.02466	2.888254
2620	-436.013	-416.105	-19.9081	132250.5	9.849857	9.624627	10.30053	0.370272	0.470039	0.540732	0.639934	0.525725	0.0407961	0.111972	0.321507	0.996507	0.999105	1.00089	1.0035	3.714649
2630	-429.892	-413.915	-15.9773	481803.8	28.6917	25.69449	11.03566	0.442336	0.505186	0.548509	0.610279	0.0904348	0.298035	0.371263	0.240267	0.998169	0.999532	1.00047	1.00183	2.987474
2640	-433.736	-411.143	-22.5933	404025.5	24.93306	33.03813	7.217572	0.35226	0.410947	0.452612	0.513883	0.140399	0.557915	0.109281	0.192406	0.998001	0.999489	1.00051	1.002	3.599226
2650	-434.124	-417.726	-16.3986	787925.1	10.33863	11.53448	10.81158	0.347623	0.440898	0.507797	0.603497	0.290959	0.0260733	0.176323	0.506645	0.998568	0.999634	1.00037	1.00143	3.33062
2660	-435.379	-416.068	-19.3109	329750.2	16.14698	14.5023	8.52583	0.414893	0.497089	0.554174	0.634593	0.236358	0.348958	0.267356	0.147328	0.997787	0.999434	1.00056	1.00221	3.596487
2670	-430.674	-413.001	-17.673	699270.7	14.16902	15.24049	8.912702	0.37123	0.453504	0.511758	0.595283	0.117883	0.217291	0.632429	0.032396	0.99848	0.999611	1.00039	1.00152	3.426136
2680	-434.297	-419.072	-15.2257	339923.7	8.014439	10.55578	10.27191	0.303404	0.400658	0.472324	0.576525	0.270305	0.246069	0.0206701	0.462956	0.997821	0.999442	1.00056	1.00218	3.269582
2690	-433.265	-413.571	-19.6944	746796	6.754178	10.02671	10.79025	0.274048	0.372973	0.447408	0.557075	0.133175	0.0934474	0.345427	0.42795	0.998529	0.999624	1.00038	1.00147	3.684192
2700	-423.678	-404.806	-18.8721	835592.8	7.608115	6.810527	6.391733	0.370222	0.484664	0.56563	0.676641	0.435872	0.364841	0.151936	0.0473505	0.99861	0.999644	1.00035	1.00139	3.561943
2710	-426.134	-414.364	-11.7699	679967.2	8.793661	8.049755	10.27751	0.375647	0.482597	0.558095	0.662618	0.116607	0.419664	0.156113	0.307616	0.998459	0.999606	1.00039	1.00154	2.949989
2720	-412.514	-410.724	-1.79021	518057.9	14.10881	18.08412	16.36979	0.336063	0.413169	0.468612	0.549634	0.343413	0.354783	0.127915	0.173889	0.998235	0.999548	1.00045	1.00177	2.012627
2730	-415.915	-413.425	-2.49028	692291.8	10.26046	13.20033	16.34823	0.320274	0.408772	0.473144	0.566877	0.109114	0.100914	0.2716	0.518373	0.998473	0.999609	1.00039	1.00153	2.109121
2740	-415.249	-403.581	-11.6679	182754.4	11.74411	8.777223	9.773982	0.433606	0.533378	0.601739	0.69475	0.684257	0.0393016	0.263864	0.0125766	0.997028	0.999239	1.00076	1.00297	2.8946
2750	-418.499	-404.269	-14.2293	121420.2	12.62956	20.48584	9.149884	0.286594	0.359486	0.41312	0.493345	0.180194	0.000417743	0.135327	0.684061	0.996355	0.999066	1.00093	1.00365	3.009997
2760	-425.497	-409.891	-15.6053	483665.5	10.78679	21.2961	10.7826	0.246131	0.316685	0.369764	0.450728	0.104663	0.00351895	0.373397	0.518421	0.998173	0.999533	1.00047	1.00183	3.163634
2770	-421.971	-410.595	-11.3762	948771.6	5.577515	10.01242	10.25189	0.234733	0.332035	0.40754	0.521437	0.0371116	0.429224	0.187857	0.345808	0.998695	0.999666	1.00033	1.00131	2.923651
2780	-423.498	-411.544	-11.9543	892568.5	8.746627	13.83922	11.02141	0.275426	0.361764	0.426238	0.522301	0.112731	0.564785	0.0258253	0.296659	0.998655	0.999656	1.00034	1.00135	2.911247
2790	-435.282	-412.468	-22.8148	837819.1	24.73588	31.41631	12.94852	0.360863	0.420779	0.463207	0.525393	0.432719	0.0102503	0.287425	0.269606	0.998612	0.999645	1.00035	1.00139	3.438395
2800	-431.317	-409.054	-22.2624	308748.5	26.11721	29.34027	8.833051	0.389052	0.450218	0.493126	0.555415	0.491164	0.344167	0.0527194	0.111949	0.997713	0.999415	1.00058	1.00229	3.649975
2810	-434.292	-413.385	-20.9066	743512.3	20.62683	28.65177	8.599574	0.33561	0.398409	0.443341	0.509646	0.0970716	0.127708	0.0711163	0.704104	0.998526	0.999623	1.00038	1.00147	3.5659
2820	-436.058	-422.517	-13.5411	586436.4	8.586357	11.61916	9.137548	0.302112	0.395532	0.464336	0.564862	0.432965	0.0910171	0.380101	0.0959163	0.998341	0.999576	1.00042	1.00166	3.07543
2830	-427.492	-409.203	-18.2897	552812.5	8.648197	9.951499	9.067285	0.331971	0.431451	0.503504	0.606538	0.124276	0.329845	0.196022	0.349857	0.998291	0.999563	1.00044	1.00171	3.614136
2840	-430.358	-414.183	-16.1752	327159.2	12.54968	17.92915	10.72067	0.309949	0.387477	0.443957	0.527358	0.364755	0.155403	0.0313441	0.448498	0.997779	0.999432	1.00057	1.00222	3.233453
2850	-428.546	-408.691	-19.8555	893810.6	16.33874	21.20572	6.701558	0.339998	0.411831	0.463304	0.538716	0.0375557	0.429298	0.34594	0.187206	0.998656	0.999656	1.00034	1.00134	3.422763
2860	-436.883	-417.702	-19.1817	129314.2	14.30244	21.27907	7.187897	0.307761	0.379624	0.431894	0.509441	0.10658	0.116126	0.746642	0.0306524	0.996467	0.999095	1.0009	1.00354	3.432858
2870	-432.698	-415.617	-17.081	642736.8	11.82104	14.38011	7.747356	0.337919	0.423054	0.484348	0.573193	0.0250365	0.416806	0.0552337	0.502924	0.998415	0.999595	1.0004	1.00159	3.339702
2880	-427.576	-412.708	-14.8672	567642.8	6.716108	11.90569	8.518789	0.244843	0.335814	0.405479	0.510555	0.15648	0.277158	0.244718	0.321644	0.998313	0.999569	1.00043	1.00169	3.215972
2890	-434.852	-415.195	-19.657	368625.2	5.646378	3.882782	9.702553	0.393599	0.532393	0.628311	0.751634	0.343122	0.538904	0.0389685	0.0790046	0.997907	0.999464	1.00053	1.00209	3.829126
2900	-447.92	-426.397	-21.5224	397369.2	5.664793	5.003834	7.02884	0.351656	0.48105	0.573522	0.698118	0.180558	0.33261	0.277409	0.209423	0.997984	0.999484	1.00051	1.00202	4.097451
2910	-447.174	-426.8	-20.374	712507.1	5.543143	7.316817	8.065236	0.283011	0.395665	0.48031	0.602294	0.026544	0.449664	0.328273	0.195519	0.998495	0.999615	1.00038	1.00151	3.938437
2920	-442.533	-423.198	-19.3344	511079.6	12.02653	13.2834	7.855193	0.357603	0.445253	0.507752	0.597347	0.190848	0.239134	0.477868	0.0921499	0.998223	0.999545	1.00045	1.00178	3.647393
2930	-431.936	-412.298	-19.6383	139701.8	8.959668	13.55221	8.054793	0.284384	0.371688	0.43654	0.532668	0.108051	0.149298	0.180769	0.561883	0.996601	0.999129	1.00087	1.0034	3.727327
2940	-435.998	-414.366	-21.632	647072.5	12.53193	7.457847	5.565837	0.482805	0.584491	0.652316	0.741882	0.528318	0.405915	0.0435945	0.0221727	0.99842	0.999596	1.0004	1.00158	3.695606
2950	-427.42	-414.856	-12.5638	414559.5	11.63396	15.09994	12.44829	0.324714	0.408224	0.468733	0.557083	0.58655	0.082179	0.141179	0.190091	0.998027	0.999495	1.0005	1.00197	2.893001
2960	-433.659	-414.579	-19.0805	926624	20.49488	24.28364	11.14695	0.368108	0.435253	0.482758	0.551895	0.0546641	0.110431	0.506772	0.328134	0.99868	0.999662	1.00034	1.00132	3.349938
2970	-424.526	-409.497	-15.029	569449.9	8.575775	10.96403	9.356438	0.312277	0.408014	0.478135	0.579821	0.11911	0.696274	0.0844672	0.100149	0.998316	0.999569	1.00043	1.00168	3.248432
2980	-425.81	-409.999	-15.811	50227.68	8.654739	12.62314	8.900594	0.289175	0.379249	0.446042	0.544575	0.133661	0.117271	0.649636	0.0994317	0.994334	0.998546	1.00144	1.00568	3.30819
2990	-425.58	-411.586	-13.9944	88097	9.882447	16.17438	10.85878	0.274864	0.355538	0.415597	0.505487	0.011013	0.129404	0.453701	0.405882	0.995721	0.998903	1.00109	1.00429	3.068571
3000	-426.981	-415.355	-11.6262	566695.2	11.59902	12.30236	10.63963	0.363639	0.453996	0.518244	0.609813	0.26629	0.303035	0.403414	0.0272606	0.998312	0.999568	1.00043	1.00169	2.870335
3010	-430.235	-411.956	-18.2794	714831.3	15.54019	20.77902	7.927154	0.331951	0.404516	0.456716	0.533387	0.122108	0.108634	0.17238	0.596878	0.998497	0.999616	1.00038	1.0015	3.378462
3020	-427.951	-413.413	-14.538	437301.6	11.48344	15.04265	8.13866	0.322342	0.406004	0.466703	0.55541	0.0632805	0.0980361	0.406675	0.432008	0.998078	0.999508	1.00049	1.00192	3.052858
3030	-432.725	-416.927	-15.7981	709340.1	18.53027	13.37593	10.52505	0.46803	0.549602	0.604997	0.681406	0.0540443	0.760626	0.103549	0.0817809	0.998491	0.999614	1.00039	1.00151	3.190142
3040	-430.637	-414.913	-15.7247	697353.4	10.76472	20.73164	9.971291	0.250226	0.321795	0.375542	0.457332	0.282712	0.0435497	0.0651053	0.608632	0.998478	0.999611	1.00039	1.00152	3.196289
3050	-423.01	-412.156	-10.8533	558755	9.930536	10.52441	13.24858	0.355205	0.451894	0.520977	0.619029	0.360064	0.173399	0.285373	0.181164	0.9983	0.999565	1.00043	1.0017	2.779646
3060	-420.171	-411.219	-8.95186	233422	12.96374	17.17951	10.22089	0.325748	0.404703	0.461792	0.545446	0.0359584	0.372977	0.309524	0.281541	0.99737	0.999327	1.00067	1.00263	2.543766
3070	-423.042	-412.125	-10.9176	59145.63	11.08417	14.3935	13.44564	0.322302	0.407569	0.469465	0.55979	0.0495681	0.369495	0.198625	0.382312	0.994778	0.99866	1.00133	1.00523	2.739639
3080	-417.122	-408.889	-8.23266	692901.5	5.544623	9.291916	13.95418	0.245008	0.345967	0.423804	0.540083	0.0916134	0.275099	0.0535698	0.579718	0.998473	0.99961	1.00039	1.00153	2.604149
3090	-421.848	-414.854	-6.99424	521511.8	5.523395	7.873252	11.96986	0.270364	0.379462	0.462163	0.582768	0.0673022	0.434976	0.300955	0.196767	0.99824	0.99955	1.00045	1.00176	2.554701
3100	-426.952	-414.406	-12.5469	716121.6	5.392395	10.77374	9.449807	0.217384	0.310557	0.383781	0.49582	0.13135	0.292373	0.0873815	0.488895	0.998498	0.999616	1.00038	1.0015	3.022078
3110	-425.979	-415.561	-10.4183	322244.8	5.856561	10.24859	16.28051	0.240819	0.337525	0.412136	0.524351	0.575302	0.016405	0.193567	0.214726	0.997762	0.999427	1.00057	1.00224	2.642455
3120	-423.861	-413.624	-10.2378	951474.9	6.628461	6.576686	11.3329	0.342517	0.459606	0.543929	0.660758	0.505996	0.000445285	0.305529	0.188029	0.998697	0.999667	1.00033	1.0013	2.838197
3130	-420.46	-408.735	-11.7258	124813.7	16.30692	19.68813	9.622866	0.354471	0.428469	0.481194	0.557885	0.309533	0.00110776	0.605867	0.0834927	0.996404	0.999079	1.00092	1.0036	2.734973
3140	-428.074	-415.323	-12.7516	248539.8	10.90973	14.26404	12.81178	0.320249	0.40586	0.468081	0.558932	0.263115	0.459906	0.0266329	0.250346	0.997451	0.999348	1.00065	1.00255	2.906219
3150	-424.967	-415.854	-9.11276	357433.5	13.48322	20.46857	9.931354	0.301535	0.374618	0.427975	0.507277	0.0493816	0.311405	0.241019	0.398194	0.997875	0.999456	1.00054	1.00213	2.506122
3160	-426.294	-411.547	-14.7469	634181	7.204015	14.60529	13.48215	0.226697	0.30904	0.372572	0.469978	0.17465	0.0100926	0.00211693	0.813141	0.998404	0.999592	1.00041	1.0016	3.049556
3170	-422.729	-410.019	-12.7101	191218.9	30.66002	39.02372	13.31381	0.367962	0.422103	0.460287	0.516298	0.024832	0.786156	0.112212	0.0767995	0.997095	0.999256	1.00074	1.00291	2.546927
3180	-428.546	-411.824	-16.7213	276612.9	17.34813	28.18508	9.356732	0.298365	0.36163	0.407628	0.476403	8.35237e-05	0.371462	0.245457	0.382998	0.997584	0.999382	1.00062	1.00242	3.151496
3190	-420.123	-411.483	-8.63988	190103.8	13.81995	19.13097	10.68352	0.320155	0.395494	0.450047	0.53039	0.000146562	0.401534	0.514404	0.0839156	0.997086	0.999254	1.00074	1.00292	2.506211
3200	-433.47	-418.675	-14.7954	915227.9	8.947597	15.77093	9.818591	0.257954	0.339033	0.400079	0.492178	0.25101	0.109115	0.502539	0.137336	0.998672	0.99966	1.00034	1.00133	3.171628
3210	-429.526	-415.816	-13.7098	668303.4	4.907034	7.108192	11.23653	0.261529	0.374862	0.461571	0.587928	0.0621254	0.327417	0.231472	0.378985	0.998446	0.999602	1.0004	1.00156	3.158755
3220	-427.072	-414.989	-12.0826	532372.6	5.920054	10.08268	9.219279	0.245526	0.34314	0.418202	0.530687	0.0158457	0.201	0.510129	0.273025	0.998258	0.999555	1.00044	1.00174	2.965648
3230	-430.512	-418.566	-11.9465	827828.7	6.387391	10.32885	8.818924	0.257296	0.35446	0.428438	0.538625	0.0651895	0.0164653	0.423242	0.495103	0.998603	0.999643	1.00036	1.0014	2.919701
3240	-425.629	-410.115	-15.514	947052.6	8.558857	9.223841	7.775019	0.343486	0.445868	0.519534	0.623883	0.337682	0.186637	0.3778	0.0978816	0.998694	0.999666	1.00033	1.00131	3.248971
3250	-427.583	-412.682	-14.9015	301905.7	13.84909	11.53234	8.453696	0.422008	0.512072	0.574322	0.660819	0.486263	0.0455672	0.368692	0.0994778	0.997688	0.999408	1.00059	1.00231	3.136434
3260	-426.941	-410.947	-15.9939	505977.1	16.16018	29.08793	8.810536	0.276683	0.33875	0.384308	0.45303	0.0649036	0.272217	0.185863	0.477016	0.998214	0.999543	1.00046	1.00179	3.054652
3270	-420.797	-408.411	-12.3861	946134.2	7.591936	7.737157	9.808167	0.346463	0.456238	0.535103	0.645436	0.383697	0.27319	0.319866	0.0232461	0.998694	0.999666	1.00033	1.00131	3.021719
3280	-420.189	-404.377	-15.812	911808.1	10.37217	9.395217	8.682736	0.388026	0.48797	0.558105	0.655662	0.603431	0.130304	0.0615953	0.20467	0.998669	0.99966	1.00034	1.00133	3.319544
3290	-417.827	-408.461	-9.36624	592478	4.867134	6.166651	11.03613	0.282116	0.402543	0.4933	0.622633	0.13026	0.440092	0.0202047	0.409444	0.998349	0.999578	1.00042	1.00165	2.781254
3300	-415.59	-406.477	-9.11274	268294.6	3.400678	3.273154	11.49076	0.29999	0.451509	0.564188	0.713718	0.278875	0.684063	0.000165725	0.036896	0.997547	0.999372	1.00063	1.00246	2.795117
3310	-417.105	-407.381	-9.72403	157085.6	8.893376	7.050756	11.06105	0.403492	0.514487	0.591515	0.695879	0.286069	0.355708	0.242868	0.115354	0.996795	0.999179	1.00082	1.00321	2.76922
3320	-422.547	-407.976	-14.5708	113119.4	10.04737	7.363137	8.472673	0.426943	0.534378	0.608033	0.707221	0.758737	0.0171512	0.125936	0.0981759	0.996223	0.999032	1.00096	1.00378	3.192742
3330	-411.593	-405.373	-6.21999	133434.9	8.53427	10.34877	13.63513	0.321632	0.419644	0.49106	0.593886	0.305757	0.0151576	0.186782	0.492304	0.996522	0.999109	1.00089	1.00348	2.436499
3340	-420.722	-410.342	-10.3797	248648.9	6.165433	9.0572	13.14261	0.271192	0.374279	0.452166	0.566552	0.285904	0.0358977	0.432186	0.246013	0.997452	0.999348	1.00065	1.00255	2.787283
3350	-413.573	-409.03	-4.54301	175578	4.236173	8.947798	13.88019	0.199935	0.299044	0.378811	0.501604	0.00916479	0.0519287	0.0714419	0.867465	0.996968	0.999224	1.00077	1.00304	2.352542
3360	-417.282	-409.058	-8.22424	687781.3	6.551299	9.029635	12.40948	0.284945	0.388477	0.465911	0.578733	0.131738	0.612045	0.0592543	0.196963	0.998468	0.999608	1.00039	1.00153	2.634545
3370	-408.665	-399.748	-8.91742	152571	3.73779	5.717006	10.01252	0.239092	0.361275	0.457147	0.596916	0.0739608	0.0895017	0.717862	0.118676	0.996748	0.999167	1.00083	1.00326	2.736166
3380	-411.118	-401.547	-9.57105	512442.8	12.92655	11.77982	11.39902	0.399806	0.490323	0.553544	0.642204	0.0558559	0.66091	0.267121	0.0161133	0.998225	0.999546	1.00045	1.00178	2.678028
3390	-433.943	-417.267	-16.6759	592086.7	13.57252	15.57311	7.549721	0.35616	0.438084	0.496496	0.580794	0.361428	0.335034	0.23335	0.0701885	0.998349	0.999578	1.00042	1.00165	3.226764
3400	-427.522	-420.17	-7.35186	83283.42	8.963601	4.491243	13.57357	0.488578	0.610284	0.68995	0.789953	0.602495	0.107002	0.15469	0.135814	0.995599	0.998872	1.00112	1.00441	2.560834
3410	-435.315	-413.957	-21.3584	927209	17.4792	17.37345	8.928052	0.39775	0.474575	0.528339	0.605075	0.124262	0.00455332	0.716503	0.154682	0.99868	0.999663	1.00034	1.00132	3.778084
3420	-427.65	-411.134	-16.5165	338264	17.10672	26.29709	9.160551	0.308488	0.373836	0.421187	0.491661	0.142366	0.0865327	0.022177	0.748924	0.997815	0.999441	1.00056	1.00219	3.147824
3430	-425.824	-411.089	-14.735	180694.5	22.53832	25.21979	9.5325	0.384057	0.449676	0.495812	0.562675	0.127004	0.314065	0.354004	0.204927	0.997011	0.999235	1.00076	1.00299	2.922412
3440	-438.137	-416.461	-21.6763	612366.5	23.95671	32.41358	7.3869	0.346489	0.405759	0.447934	0.510052	0.00710434	0.209439	0.688996	0.0944606	0.998376	0.999585	1.00041	1.00162	3.513265
3450	-430.265	-416.889	-13.3759	454988.9	20.97064	14.95185	10.92605	0.477264	0.554414	0.606708	0.67904	0.26818	0.398462	0.311763	0.0215949	0.998116	0.999518	1.00048	1.00189	2.920206
3460	-428.869	-409.284	-19.5856	282939.9	7.70198	11.13305	10.02579	0.285084	0.380008	0.450744	0.554808	0.0609819	0.050527	0.675283	0.213208	0.997611	0.999389	1.00061	1.00239	3.707149
3470	-422.934	-407.647	-15.2873	921035.5	12.06434	15.8051	11.20359	0.324647	0.406524	0.465822	0.552533	0.138609	0.158331	0.421244	0.281817	0.998676	0.999661	1.00034	1.00132	3.15928
3480	-427.984	-408.988	-18.9962	834976.6	7.287286	8.818367	7.644367	0.313241	0.417956	0.494775	0.604901	0.116395	0.696424	0.0789964	0.108185	0.998609	0.999644	1.00035	1.00139	3.71223
3490	-431.037	-415.87	-15.1672	775465.8	5.177416	5.80984	8.782602	0.305496	0.428904	0.520217	0.647992	0.032768	0.0714978	0.88688	0.00885427	0.998557	0.999631	1.00037	1.00144	3.349045
3500	-433.657	-414.348	-19.3085	338873.1	5.29148	5.80984	6.16312	0.310479	0.433866	0.524811	0.651713	0.0261733	0.135201	0.79914	0.0394862	0.997817	0.999441	1.00056	1.00218	3.631091
3510	-421.804	-407.17	-14.634	916308.7	5.511477	9.192647	8.642539	0.245461	0.346893	0.425088	0.541809	0.0229701	0.154753	0.0311502	0.791127	0.998672	0.999661	1.00034	1.00133	3.24048
3520	-426.099	-413.395	-12.7035	545666.1	7.142314	8.768414	7.498039	0.30957	0.414537	0.491737	0.602577	0.124568	0.257253	0.371065	0.247114	0.99828	0.99956	1.00044	1.00172	2.866861
3530	-435.083	-420.223	-14.8594	355300	6.773831	8.893517	10.36527	0.294995	0.399306	0.476781	0.588962	0.218124	0.263752	0.412312	0.105812	0.997868	0.999455	1.00054	1.00213	3.259795
3540	-420.274	-408.274	-12.0004	147538.5	3.674411	6.121567	8.981218	0.226226	0.344301	0.437999	0.57656	0.0690872	0.00755856	0.656984	0.266371	0.996693	0.999153	1.00084	1.00331	3.013396
3550	-426.019	-412.937	-13.082	348371.5	11.05859	11.3787	9.803042	0.366954	0.4602	0.526391	0.620256	0.349848	0.022024	0.265891	0.362237	0.997847	0.999449	1.00055	1.00215	3.020126
3560	-434.169	-416.114	-18.0549	522020	9.871814	10.07785	8.259756	0.362017	0.460229	0.530137	0.628844	0.170919	0.521028	0.290411	0.0176421	0.998241	0.99955	1.00045	1.00176	3.569583
3570	-420.484	-407.743	-12.7403	7607.86	1.306066	4.485509	13.37264	0.115388	0.2275	0.333934	0.507054	0.0431337	0.132811	0.497443	0.326612	0.985465	0.99624	1.00368	1.01461	3.025762
3580	-432.281	-413.68	-18.6008	238997.1	4.968015	5.142043	8.549978	0.315975	0.44508	0.539858	0.670346	0.0293931	0.703949	0.107481	0.159177	0.997401	0.999335	1.00066	1.0026	3.753855
3590	-429.214	-416.239	-12.9754	6048.288	6.093163	11.40222	9.756958	0.232224	0.324187	0.395412	0.503529	0.0721818	0.19692	0.65251	0.0783885	0.983703	0.995778	1.00413	1.01639	3.059125
3600	-421.21	-417.693	-3.51698	842400	15.53568	26.08538	12.64981	0.288139	0.353555	0.401411	0.473198	0.293689	0.0888285	0.399873	0.217609	0.998615	0.999646	1.00035	1.00139	2.052757
3610	-426.094	-413.184	-12.91	574748.5	15.90218	15.14322	15.79476	0.401965	0.483286	0.540083	0.6206	0.659263	0.0626043	0.172704	0.105429	0.998324	0.999571	1.00043	1.00168	2.729749
3620	-424.184	-412.19	-11.9937	782237.9	10.23994	12.45502	11.98049	0.33071	0.421319	0.486886	0.581689	0.412889	0.131622	0.276501	0.178988	0.998563	0.999633	1.00037	1.00144	2.894391
3630	-423.536	-409.069	-14.4663	329453.6	4.532318	10.75301	11.69679	0.187037	0.277454	0.350625	0.465119	0.0258988	0.101418	0.0310343	0.841648	0.997786	0.999433	1.00056	1.00222	3.176572
3640	-419.42	-409.708	-9.71174	205366.9	6.151434	8.552546	10.93788	0.280155	0.385909	0.465356	0.58109	0.448511	0.0124713	0.41071	0.128307	0.997196	0.999282	1.00072	1.00281	2.779085
3650	-435.964	-419.536	-16.4287	618200.7	7.979792	11.39092	8.058978	0.28901	0.383087	0.452979	0.55569	0.247876	0.00582506	0.237746	0.508553	0.998384	0.999587	1.00041	1.00162	3.368127
3660	-427.805	-415.017	-12.7876	651657.8	14.19553	11.38791	8.404112	0.431049	0.521	0.582913	0.66861	0.0393352	0.289666	0.649801	0.0211981	0.998426	0.999597	1.0004	1.00158	2.87908
3670	-436.443	-418.102	-18.3411	173799	10.82796	8.347638	9.309654	0.422192	0.524827	0.595502	0.691742	0.277562	0.382309	0.260803	0.0793268	0.996953	0.99922	1.00078	1.00305	3.60767
3680	-429.544	-415.681	-13.8628	727354.8	8.167753	4.650214	10.00977	0.457879	0.581973	0.664707	0.770208	0.492734	0.447359	0.0271754	0.0327315	0.99851	0.999619	1.00038	1.00149	3.196524
3690	-433.974	-420.404	-13.5699	322902.3	3.541397	2.014368	11.22836	0.37806	0.549876	0.667933	0.808333	0.393841	0.203299	0.372313	0.0305472	0.997764	0.999428	1.00057	1.00224	3.204128
3700	-417.257	-405.745	-11.5118	17130.23	3.606355	3.118456	11.92336	0.320106	0.473771	0.58591	0.732055	0.587154	0.193496	0.021607	0.197743	0.990305	0.997503	1.00246	1.00973	2.989509
3710	-423.411	-409.981	-13.4301	984057.5	2.535972	4.512777	10.57666	0.200366	0.330171	0.437245	0.595296	0.194197	0.198849	0.0104273	0.596526	0.998719	0.999672	1.00033	1.00128	3.199993
3720	-451.125	-428.73	-22.3953	878406.1	5.444302	4.75322	6.244579	0.350675	0.482549	0.576816	0.703276	0.152972	0.263412	0.504344	0.0792719	0.998644	0.999653	1.00035	1.00136	4.1593
3730	-442.536	-422.471	-20.0651	924827.3	4.317989	5.594473	9.160156	0.271579	0.396314	0.491287	0.626509	0.00690511	0.235156	0.665236	0.0927026	0.998679	0.999662	1.00034	1.00132	3.900828
3740	-430.357	-411.232	-19.1241	878010.8	7.623398	9.586681	8.210333	0.308945	0.410159	0.48456	0.591934	0.0662492	0.732685	0.173915	0.027151	0.998644	0.999653	1.00035	1.00136	3.731742
3750	-428.331	-410.89	-17.4415	660194.4	4.259892	6.788164	8.998368	0.23984	0.354164	0.443434	0.57503	0.0312031	0.119761	0.344994	0.504042	0.998436	0.9996	1.0004	1.00156	3.605023
3760	-421.179	-411.052	-10.1273	856090.5	16.26319	14.92907	13.50772	0.410729	0.492127	0.548764	0.628767	0.385957	0.39342	0.137445	0.0831771	0.998627	0.999649	1.00035	1.00137	2.63657
3770	-431.857	-416.775	-15.0821	1679.338	9.754985	18.53832	10.05243	0.24876	0.323931	0.380614	0.466808	0.014768	0.0807231	0.66823	0.236279	0.969155	0.991908	1.00775	1.03119	3.163414
3780	-422.769	-410.105	-12.664	55232.31	10.04101	15.2148	10.10083	0.289242	0.372367	0.433794	0.524951	0.408742	0.067342	0.262618	0.261298	0.994597	0.998613	1.00138	1.00541	2.953668
3790	-432.993	-424.255	-8.7389	35825.06	9.328722	13.18012	8.567596	0.298433	0.386964	0.452191	0.548124	0.249656	0.279973	0.332895	0.137476	0.993292	0.998277	1.00171	1.00672	2.457861
3800	-408.576	-404.905	-3.67141	512899.7	6.127038	17.48005	14.0492	0.172854	0.244584	0.302095	0.393758	0.077894	0.0293226	0.205424	0.68736	0.998226	0.999546	1.00045	1.00178	2.214034
3810	-424.112	-416.647	-7.46468	91199.12	7.158869	14.47638	15.09376	0.226852	0.309522	0.37332	0.471104	0.139202	0.233846	0.00129696	0.625655	0.995794	0.998922	1.00107	1.00421	2.468144
3820	-426.448	-418.42	-8.02707	563084.2	5.26734	7.053074	11.41261	0.277829	0.39202	0.478222	0.602532	0.126218	0.0369859	0.368173	0.468623	0.998307	0.999567	1.00043	1.00169	2.651287
