Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
5010	-414.791	-406.394	-8.39662	763990.6	1.487992	1.805658	10.71167	0.216135	0.393704	0.539558	0.730585	0.412503	0.131618	0.22797	0.227909	0.998546	0.999628	1.00037	1.00145	2.761364
5020	-424.744	-411.384	-13.3602	50044.56	2.574629	3.357172	9.978806	0.240013	0.388325	0.505708	0.668636	0.0647791	0.218022	0.331801	0.385398	0.994324	0.998543	1.00145	1.00569	3.215459
5030	-426.077	-411.32	-14.7568	138552.5	1.93541	3.273386	8.374878	0.194222	0.33889	0.460366	0.635316	0.019169	0.22878	0.0523915	0.699659	0.996587	0.999126	1.00087	1.00342	3.354517
5040	-428.059	-413.107	-14.9525	486712.8	1.271822	3.269498	7.338769	0.13898	0.272242	0.394964	0.583028	0.0512052	0.0791191	0.0922078	0.777468	0.998179	0.999534	1.00046	1.00182	3.298263
5050	-427.096	-417.601	-9.49535	276540.7	4.571186	8.995632	11.53075	0.212746	0.312839	0.392356	0.513613	0.0501797	0.171414	0.108649	0.669758	0.997584	0.999382	1.00062	1.00242	2.768075
5060	-429.196	-424.14	-5.05606	731332.4	2.635666	5.003381	15.28818	0.194206	0.318325	0.421154	0.575039	0.0750468	0.255487	0.427997	0.24147	0.998514	0.99962	1.00038	1.00149	2.39584
5070	-422.49	-415.857	-6.63376	706067.8	4.501389	6.305817	11.58833	0.262014	0.380822	0.471883	0.603498	0.246842	0.0911699	0.252388	0.409601	0.998488	0.999613	1.00039	1.00151	2.544388
5080	-431.053	-421.166	-9.88697	256358.1	5.051133	5.112544	9.350325	0.32076	0.450069	0.544641	0.674432	0.121381	0.39828	0.275308	0.20503	0.997491	0.999358	1.00064	1.00251	2.798725
5090	-430.554	-415.194	-15.3603	577303.7	6.473254	7.908985	9.747646	0.304795	0.414217	0.49504	0.610668	0.285633	0.0403984	0.600504	0.0734642	0.998328	0.999572	1.00043	1.00167	3.335601
5100	-426.964	-413.644	-13.3197	947944.3	7.816587	10.30981	10.41203	0.301844	0.40005	0.472512	0.577838	0.237483	0.522043	0.0273145	0.213159	0.998695	0.999666	1.00033	1.00131	3.087035
5110	-437.139	-420.665	-16.4732	485951.8	10.37959	12.45451	9.632902	0.333977	0.424546	0.489961	0.584414	0.205028	0.00580259	0.198132	0.591038	0.998177	0.999534	1.00047	1.00182	3.36495
5120	-433.338	-413.959	-19.3796	705799.7	14.35978	12.03349	9.702341	0.422792	0.511231	0.572363	0.657476	0.434639	0.410808	0.0603107	0.0942425	0.998487	0.999613	1.00039	1.00151	3.626732
5130	-421.717	-408.737	-12.9805	38856.78	5.88147	8.943502	8.161272	0.263203	0.366569	0.44517	0.561072	0.0468313	0.176159	0.58132	0.19569	0.993559	0.998346	1.00164	1.00646	3.007601
5140	-423.164	-411.906	-11.2575	477432.1	5.724335	6.244181	11.52967	0.316627	0.436614	0.524621	0.647706	0.367507	0.193957	0.343971	0.0945656	0.998161	0.99953	1.00047	1.00184	2.934784
5150	-426.428	-410.736	-15.6923	894329.7	2.83227	5.427844	12.24847	0.196075	0.31664	0.416	0.56533	0.202978	0.0336552	0.494042	0.269325	0.998656	0.999656	1.00034	1.00134	3.306104
5160	-434.918	-414.101	-20.8165	796683.8	5.110203	5.86331	7.388123	0.301037	0.424016	0.51533	0.643518	0.142794	0.254607	0.372798	0.229802	0.998576	0.999636	1.00036	1.00142	4.011474
5170	-426.222	-407.064	-19.1574	99643.51	5.786267	5.738635	6.959466	0.333474	0.457063	0.54661	0.669897	0.655907	0.0130432	0.0262457	0.304804	0.995976	0.998969	1.00103	1.00403	3.741136
5180	-429.215	-414.032	-15.183	290788.1	6.829992	7.733806	8.749352	0.321157	0.431472	0.512051	0.626188	0.0365968	0.286	0.318455	0.358948	0.997644	0.999397	1.0006	1.00236	3.309152
5190	-431.656	-415.232	-16.424	412759.9	6.518157	5.940605	8.803167	0.356334	0.477549	0.564001	0.682004	0.446059	0.217286	0.333521	0.00313473	0.998022	0.999494	1.0005	1.00198	3.475568
5200	-436.232	-414.988	-21.2436	635125.1	2.981797	6.086765	12.17952	0.190395	0.305009	0.399712	0.543841	0.0352483	0.11678	0.266787	0.581184	0.998405	0.999592	1.00041	1.0016	3.759807
5210	-420.054	-410.771	-9.28373	679916.4	1.460019	1.866694	9.149702	0.209883	0.384998	0.530151	0.722275	0.0166013	0.782253	0.163759	0.0373866	0.998459	0.999606	1.00039	1.00154	2.795043
5220	-424.275	-416.873	-7.40191	857611.1	2.786546	5.697947	13.61995	0.187498	0.30471	0.402167	0.550252	0.0461564	0.0579367	0.206249	0.689658	0.998628	0.999649	1.00035	1.00137	2.599865
5230	-429.831	-419.136	-10.6943	958123.4	7.97753	12.6963	12.14368	0.270256	0.359713	0.42687	0.52693	0.172768	0.299166	0.0863238	0.441743	0.998702	0.999668	1.00033	1.0013	2.799213
5240	-424.919	-408.841	-16.0777	598606.4	11.18406	12.87358	10.64208	0.345793	0.434897	0.49883	0.590805	0.211022	0.239169	0.536422	0.0133865	0.998358	0.99958	1.00042	1.00164	3.287169
5250	-421.76	-412.129	-9.63088	803848.9	9.01799	12.11984	11.516	0.305808	0.397594	0.464999	0.563479	0.0988917	0.141905	0.526063	0.23314	0.998583	0.999638	1.00036	1.00142	2.714234
5260	-425.489	-414.959	-10.5307	586028.9	8.086854	9.283603	11.34277	0.328606	0.431009	0.505364	0.611458	0.0326896	0.0736657	0.690323	0.203322	0.99834	0.999575	1.00042	1.00166	2.827192
5270	-424.215	-408.218	-15.9975	413263.9	6.542529	6.72055	8.988234	0.335568	0.45187	0.536023	0.653212	0.300932	0.359924	0.202958	0.136186	0.998023	0.999494	1.0005	1.00198	3.419874
5280	-427.537	-412.302	-15.2349	416039.9	7.175194	8.907373	11.1689	0.307876	0.412177	0.488962	0.5994	0.205726	0.281266	0.287955	0.225052	0.99803	0.999496	1.0005	1.00197	3.261394
5290	-426.174	-410.973	-15.2011	386642.8	7.041481	9.206485	9.53643	0.297814	0.400684	0.476907	0.587309	0.284402	0.300037	0.0371352	0.378426	0.997957	0.999477	1.00052	1.00204	3.301846
5300	-427.073	-413.207	-13.8654	346383.9	5.788995	5.145353	9.067235	0.352194	0.48025	0.571751	0.695329	0.642043	0.123214	0.0866929	0.148049	0.997841	0.999448	1.00055	1.00216	3.210724
5310	-435.368	-419.723	-15.6448	883498.7	12.46696	13.22447	11.24466	0.367457	0.454985	0.51709	0.605757	0.254604	0.296619	0.286334	0.162443	0.998648	0.999654	1.00035	1.00135	3.208907
5320	-444.209	-426.737	-17.4724	970742.6	32.92031	28.20588	13.31374	0.457695	0.517246	0.558115	0.616309	0.0225362	0.81362	0.0940164	0.0698272	0.99871	0.99967	1.00033	1.00129	2.968906
5330	-433.318	-422.442	-10.8755	842019.4	10.97704	19.15349	11.52666	0.26795	0.342666	0.398298	0.482134	0.107468	0.182336	0.376836	0.33336	0.998615	0.999646	1.00035	1.00139	2.744149
5340	-416.893	-405.386	-11.5078	65563.31	6.161548	9.962791	15.0372	0.255609	0.354178	0.429392	0.541358	0.3131	0.0267113	0.178329	0.481859	0.99504	0.998728	1.00126	1.00497	2.775464
5350	-412.185	-407.757	-4.42827	239275.2	4.961163	10.15378	15.46877	0.210562	0.305536	0.380808	0.496301	0.148051	0.177756	0.264535	0.409658	0.997403	0.999335	1.00066	1.0026	2.301674
5360	-416.851	-412.415	-4.43578	388135.3	4.331798	7.348727	12.93493	0.231539	0.341769	0.428339	0.557298	0.159306	0.448541	0.379794	0.0123586	0.99796	0.999478	1.00052	1.00204	2.362468
5370	-423.513	-413.568	-9.94414	124464.6	4.059827	5.16606	10.37004	0.270649	0.399156	0.497179	0.63593	0.0838073	0.457745	0.109886	0.348562	0.996399	0.999077	1.00092	1.00361	2.847801
5380	-430.796	-419.935	-10.8611	831301.7	2.357472	1.890684	12.71888	0.294804	0.474188	0.607588	0.772837	0.205703	0.238473	0.514561	0.0412634	0.998606	0.999644	1.00036	1.00139	2.925906
5390	-428.566	-415.158	-13.4082	835755.1	5.431648	4.051081	10.03262	0.376813	0.514858	0.611477	0.737311	0.549709	0.321122	0.0911041	0.038065	0.99861	0.999645	1.00035	1.00139	3.184219
5400	-424.467	-412.128	-12.3383	978786.1	2.273164	4.142336	11.70436	0.192774	0.325693	0.436737	0.600575	0.0593275	0.390812	0.201219	0.348641	0.998715	0.999672	1.00033	1.00129	3.070178
5410	-430.373	-419.338	-11.0352	266927.3	3.250586	2.748763	10.07254	0.31487	0.475031	0.592311	0.743254	0.181242	0.529488	0.231866	0.0574044	0.997541	0.999371	1.00063	1.00246	2.982813
5420	-431.167	-414.78	-16.387	240617.5	3.49377	1.489156	10.12756	0.414237	0.595802	0.715391	0.848717	0.516931	0.239406	0.21561	0.0280534	0.99741	0.999337	1.00066	1.00259	3.52174
5430	-411.067	-405.293	-5.77367	496997	1.202351	0.846176	10.06565	0.250315	0.466508	0.634447	0.824683	0.119709	0.522443	0.0904767	0.267371	0.998198	0.999539	1.00046	1.0018	2.499273
5440	-420.361	-413.593	-6.76847	394329	2.511614	1.329453	10.62718	0.349945	0.543926	0.678921	0.831983	0.569613	0.359862	0.0147064	0.0558188	0.997977	0.999482	1.00052	1.00202	2.60196
5450	-423.262	-412.226	-11.036	849276.5	5.01666	3.04259	11.63087	0.403323	0.552835	0.654805	0.781526	0.826882	0.101743	0.0588349	0.01254	0.998621	0.999647	1.00035	1.00138	2.946871
5460	-425.504	-408.558	-16.946	80107.42	9.12236	11.83557	7.193819	0.312798	0.405512	0.473333	0.571993	0.130157	0.485466	0.1178	0.266578	0.995513	0.998849	1.00114	1.00449	3.326145
5470	-426.315	-413.577	-12.7381	471726.3	5.1242	7.815204	11.81198	0.255776	0.364663	0.448211	0.571095	0.21743	0.473604	0.0188401	0.290127	0.99815	0.999527	1.00047	1.00185	3.044574
5480	-428.011	-418.099	-9.91243	231881.3	8.517245	10.61612	8.573331	0.316519	0.413536	0.484431	0.586882	0.0326464	0.115892	0.827141	0.0243204	0.997362	0.999325	1.00067	1.00264	2.634912
5490	-434.69	-415.404	-19.2854	144530.5	18.21101	26.39131	9.960574	0.322405	0.387654	0.434648	0.504224	0.022182	0.294052	0.302405	0.381361	0.996658	0.999144	1.00085	1.00335	3.422281
5500	-436.102	-415.055	-21.0472	960798.2	23.60372	32.56032	9.770207	0.341956	0.401152	0.44334	0.505575	0.0399684	0.0374931	0.739252	0.183287	0.998704	0.999668	1.00033	1.0013	3.489671
5510	-432.027	-412.495	-19.5319	940733.5	14.15408	20.52706	8.752181	0.312216	0.385249	0.438286	0.516769	0.115555	0.136538	0.390302	0.357605	0.99869	0.999665	1.00033	1.00131	3.576277
5520	-434.785	-415.166	-19.6188	90989.09	4.130491	7.340617	10.12284	0.222682	0.332298	0.419128	0.549298	0.140386	0.203894	0.525864	0.129855	0.995789	0.998921	1.00107	1.00422	3.77712
5530	-431.866	-415.975	-15.8908	656676.7	3.910562	5.743249	9.346554	0.247314	0.36978	0.465094	0.60329	0.0669384	0.132646	0.683988	0.116427	0.998432	0.999599	1.0004	1.00157	3.446319
5540	-424.621	-412.103	-12.5185	286102	5.682841	7.59967	16.58119	0.282267	0.39322	0.476589	0.597071	0.218755	0.131291	0.509195	0.140759	0.997625	0.999392	1.00061	1.00238	2.771017
5550	-426.861	-414.12	-12.7408	862144	5.762559	10.57954	12.94663	0.232749	0.327706	0.40139	0.512916	0.00922513	0.167877	0.353894	0.469004	0.998631	0.99965	1.00035	1.00137	2.967931
5560	-431.161	-416.241	-14.9201	834571.9	6.385105	11.32	9.566239	0.242619	0.33545	0.406764	0.514291	0.0395994	0.194474	0.446906	0.319021	0.998609	0.999644	1.00036	1.00139	3.257091
5570	-435.299	-415.133	-20.1659	348609.9	13.0842	18.74367	6.899795	0.311239	0.387269	0.442582	0.524307	0.0979085	0.142364	0.127599	0.632129	0.997848	0.999449	1.00055	1.00215	3.585938
5580	-431.227	-412.847	-18.3804	388695.3	14.68511	15.61931	6.162443	0.37528	0.456562	0.514004	0.596316	0.542046	0.0833718	0.108917	0.265665	0.997962	0.999479	1.00052	1.00204	3.1687
5590	-426.435	-413.979	-12.4562	364671.6	10.19454	6.767482	11.17869	0.446921	0.556137	0.630112	0.728296	0.46565	0.127756	0.07176	0.334834	0.997896	0.999462	1.00054	1.00211	3.004503
5600	-424.001	-410.82	-13.1811	203859.5	5.609731	6.864881	12.30825	0.29615	0.411844	0.497961	0.620617	0.287089	0.00479853	0.672582	0.0355309	0.997186	0.99928	1.00072	1.00282	3.063864
5610	-421.325	-412.519	-8.80548	693694	5.210747	6.818306	13.05155	0.280924	0.396715	0.48395	0.609236	0.295161	0.0263629	0.563367	0.115109	0.998474	0.99961	1.00039	1.00153	2.694398
5620	-420.756	-417.494	-3.26247	643612.3	6.677393	8.543494	14.4439	0.298636	0.40469	0.4833	0.596649	0.213973	0.26101	0.17996	0.345057	0.998416	0.999595	1.0004	1.00158	2.241117
5630	-414.236	-411.099	-3.13677	843126.8	4.754172	12.18634	11.98291	0.17866	0.263426	0.332218	0.440906	0.037078	0.0180384	0.272852	0.672032	0.998616	0.999646	1.00035	1.00138	2.203214
5640	-420.172	-406.62	-13.5521	247674.6	13.72594	18.79973	12.45099	0.321915	0.397828	0.452763	0.533579	0.105399	0.478652	0.089596	0.326353	0.997447	0.999346	1.00065	1.00256	2.925764
5650	-417.805	-404.238	-13.5662	895241.6	7.018845	15.68669	11.15253	0.211024	0.289797	0.351171	0.446316	0.0201537	0.0646502	0.0587331	0.856463	0.998657	0.999657	1.00034	1.00134	3.053123
5660	-431.877	-424.268	-7.60949	393718.6	10.24725	17.77127	10.91692	0.266265	0.343454	0.401091	0.487898	0.0548241	0.63095	0.0125566	0.301669	0.997975	0.999482	1.00052	1.00203	2.464477
5670	-429.863	-415.462	-14.4011	777352.5	17.17263	20.08933	9.397941	0.363192	0.436351	0.488272	0.563608	0.416689	0.296918	0.207631	0.0787627	0.998559	0.999631	1.00037	1.00144	2.99336
5680	-435.421	-420.466	-14.9545	56096.74	14.35522	10.98098	9.261506	0.441419	0.532004	0.594036	0.679411	0.288484	0.561548	0.128884	0.0210847	0.994638	0.998624	1.00137	1.00537	3.176816
5690	-426.152	-415.251	-10.901	956804.5	11.16638	13.1491	10.12229	0.341327	0.429718	0.493284	0.584982	0.0685945	0.614375	0.0400956	0.276935	0.998701	0.999668	1.00033	1.0013	2.789025
5700	-421.044	-411.055	-9.98882	574257.5	8.10088	7.895294	8.115352	0.358728	0.467219	0.544572	0.652328	0.400563	0.00561826	0.448434	0.145385	0.998323	0.999571	1.00043	1.00168	2.619728
5710	-426.928	-414.291	-12.6371	451149.9	18.52734	23.28104	11.59511	0.351804	0.420548	0.469518	0.541108	0.0587532	0.114273	0.5653	0.261673	0.998108	0.999516	1.00048	1.00189	2.794828
5720	-422.371	-414.319	-8.05207	108267.4	7.952262	13.95494	11.18397	0.25375	0.339102	0.403754	0.501228	0.0865597	0.383327	0.0517378	0.478376	0.99614	0.999011	1.00098	1.00387	2.566381
5730	-412.538	-402.583	-9.9553	939201.7	9.142112	9.242953	10.36564	0.359329	0.461161	0.533753	0.635864	0.325551	0.432899	0.165996	0.0755544	0.998689	0.999665	1.00033	1.00131	2.76046
5740	-429.104	-410.934	-18.1698	589833.5	14.16117	13.51556	7.935649	0.395452	0.481103	0.541074	0.62588	0.589393	0.00630196	0.28011	0.124195	0.998345	0.999577	1.00042	1.00166	3.474188
5750	-424.933	-404.8	-20.1327	379675.6	19.44181	21.53211	10.06281	0.379989	0.45051	0.500198	0.572021	0.21034	0.444784	0.177839	0.167038	0.997938	0.999472	1.00053	1.00206	3.539231
5760	-429.012	-412.131	-16.8807	977255.5	16.98439	19.41731	11.27831	0.367416	0.441575	0.494121	0.570179	0.462838	0.0909098	0.443898	0.00235414	0.998714	0.999671	1.00033	1.00129	3.222097
5770	-417.873	-410.719	-7.15377	976813.1	10.11807	12.20682	13.91192	0.331628	0.422999	0.489093	0.584542	0.24873	0.028958	0.431765	0.290547	0.998714	0.999671	1.00033	1.00129	2.474094
5780	-427.309	-411.641	-15.6679	774306.5	8.866359	17.83875	9.009287	0.235803	0.311689	0.369468	0.457898	0.0731126	0.0541875	0.151656	0.721044	0.998556	0.999631	1.00037	1.00144	3.234206
5790	-429.42	-415.027	-14.3923	473254.6	11.46206	15.40131	12.49627	0.317441	0.400279	0.460517	0.548805	0.320342	0.0277287	0.231923	0.420007	0.998153	0.999527	1.00047	1.00185	3.036573
5800	-434.204	-419.814	-14.3901	520409.1	4.904721	5.16821	8.03353	0.312199	0.441103	0.536017	0.667031	0.220012	0.664789	0.0713542	0.0438445	0.998239	0.999549	1.00045	1.00176	3.228413
5810	-421.958	-407.268	-14.6903	354482.3	6.915848	8.427278	10.29986	0.309049	0.415717	0.494222	0.606715	0.369723	0.122962	0.109055	0.39826	0.997866	0.999454	1.00054	1.00214	3.24822
5820	-420.645	-408.601	-12.0442	330311.4	8.36675	5.670564	10.28175	0.428235	0.546717	0.627484	0.733804	0.560589	0.0242502	0.0942677	0.320893	0.997789	0.999434	1.00056	1.00221	3.003982
5830	-419.969	-407.478	-12.4909	126013.8	5.159696	7.396456	11.60577	0.265841	0.377556	0.462648	0.586626	0.111155	0.152106	0.639279	0.0974595	0.996422	0.999083	1.00091	1.00358	3.034147
5840	-427.387	-413.182	-14.2047	877103.9	9.148249	10.98271	11.21954	0.327225	0.42279	0.492154	0.59205	0.19297	0.317243	0.0626678	0.42712	0.998643	0.999653	1.00035	1.00136	3.13117
5850	-431.037	-414.174	-16.8631	789063.1	11.99283	11.53883	10.27105	0.384714	0.476725	0.541458	0.632667	0.445257	0.0673129	0.142603	0.344828	0.998569	0.999634	1.00037	1.00143	3.380714
5860	-426.869	-411.174	-15.6947	976737.8	13.58919	14.09547	10.66481	0.376429	0.461321	0.521291	0.606848	0.366593	0.0557319	0.287475	0.2902	0.998714	0.999671	1.00033	1.00129	3.216419
5870	-428.315	-416.582	-11.7328	461778.6	13.03848	16.13364	17.96091	0.339335	0.420331	0.478541	0.563207	0.382376	0.224993	0.252864	0.139767	0.99813	0.999522	1.00048	1.00187	2.557432
5880	-426.494	-414.745	-11.7486	431405.6	15.62349	10.72375	11.46159	0.468659	0.557969	0.618392	0.700674	0.376391	0.493417	0.0576083	0.0725837	0.998065	0.999505	1.00049	1.00194	2.853752
5890	-441.37	-421.769	-19.6014	100602.7	7.327997	5.670458	8.029609	0.394003	0.515226	0.599568	0.712231	0.603367	0.101602	0.0165052	0.278526	0.995995	0.998974	1.00102	1.00401	3.840666
5900	-433.818	-421.478	-12.3397	396046	2.698383	6.582072	11.16639	0.165753	0.273282	0.364692	0.507703	0.343338	0.00637066	0.0756725	0.574619	0.997981	0.999483	1.00052	1.00202	3.063144
5910	-429.007	-416.562	-12.4453	348496	2.208443	7.70992	7.376634	0.123817	0.216396	0.299598	0.436995	0.0670337	0.0189211	0.522064	0.391981	0.997848	0.999449	1.00055	1.00215	2.890548
5920	-434.764	-423.974	-10.7901	459400.5	2.435944	3.978962	9.803456	0.20891	0.345852	0.458007	0.620497	0.278254	0.090833	0.186549	0.444364	0.998125	0.99952	1.00048	1.00188	2.949777
5930	-435.159	-422.524	-12.6356	601557.5	2.794504	2.577601	9.519072	0.290903	0.454568	0.577204	0.736169	0.405486	0.244988	0.0637019	0.285825	0.998362	0.999581	1.00042	1.00164	3.146658
5940	-429.803	-419.943	-9.85956	562485.7	6.898623	7.369003	13.47874	0.332047	0.444317	0.525737	0.64007	0.468995	0.0806397	0.280907	0.169458	0.998306	0.999567	1.00043	1.0017	2.743111
5950	-427.811	-412.465	-15.3468	105185.4	2.800469	3.774318	8.254571	0.240622	0.383084	0.495576	0.653575	0.477323	0.141918	0.0260751	0.354684	0.996083	0.998996	1.001	1.00392	3.403403
5960	-419.213	-409.565	-9.64729	854746.7	2.611063	4.967771	10.05671	0.193542	0.317909	0.421056	0.575427	0.0455914	0.113931	0.697666	0.142811	0.998625	0.999648	1.00035	1.00138	2.828944
5970	-435.732	-419.166	-16.5657	18721.19	3.848088	9.532644	7.515655	0.175869	0.269627	0.346876	0.46845	0.119184	0.0246409	0.0211602	0.835015	0.990725	0.997612	1.00236	1.00931	3.417538
5980	-443.192	-422.992	-20.1995	850296.4	9.049563	12.36828	9.034639	0.302945	0.393934	0.460852	0.558833	0.371803	0.156992	0.158741	0.312464	0.998622	0.999648	1.00035	1.00138	3.794938
5990	-438.259	-423.033	-15.2256	135059.4	5.597049	10.01312	8.452136	0.235409	0.332749	0.408239	0.522067	0.291995	0.110998	0.370577	0.22643	0.996543	0.999114	1.00088	1.00346	3.290283
6000	-450.439	-426.397	-24.042	424333.5	4.425603	5.204279	9.846861	0.28804	0.416573	0.513115	0.648363	0.163037	0.584764	0.038394	0.213805	0.998049	0.999501	1.0005	1.00195	4.263851
6010	-450.744	-431.019	-19.7248	782520.3	5.594796	6.796849	9.044432	0.2972	0.413352	0.49975	0.622649	0.102119	0.25256	0.409292	0.236029	0.998563	0.999633	1.00037	1.00144	3.841876
6020	-436.115	-418.444	-17.6708	426641.9	2.779203	6.833607	8.482281	0.165825	0.271762	0.36164	0.502509	0.161749	0.269295	0.0772043	0.491751	0.998055	0.999502	1.0005	1.00195	3.650705
6030	-434.593	-414.515	-20.078	332413.1	8.579043	8.359118	7.766003	0.362382	0.468301	0.543667	0.648876	0.332999	0.0771664	0.416937	0.172897	0.997796	0.999436	1.00056	1.00221	3.846607
6040	-427.534	-415.12	-12.4143	590536.6	13.50286	13.1453	9.419787	0.388885	0.475833	0.5369	0.623345	0.48841	0.169029	0.0696934	0.272867	0.998346	0.999577	1.00042	1.00165	2.895845
6050	-426.559	-414.034	-12.5249	8238.263	10.67875	11.77884	10.16536	0.351564	0.44393	0.510029	0.604518	0.254913	0.221623	0.120733	0.402731	0.986031	0.996388	1.00354	1.01404	2.968167
6060	-441.894	-421.179	-20.7142	10120.58	7.777423	14.32382	7.278441	0.244924	0.328941	0.392936	0.489957	0.0260815	0.0460052	0.0874343	0.840479	0.987393	0.996745	1.0032	1.01266	3.840182
6070	-433.708	-418.559	-15.1488	539428.1	19.5258	15.68862	9.306621	0.448155	0.525752	0.578953	0.653361	0.05187	0.753135	0.124684	0.0703115	0.99827	0.999557	1.00044	1.00173	3.092408
6080	-423.07	-415.904	-7.16589	767255.6	17.41121	20.5859	12.95594	0.361625	0.434035	0.48545	0.560145	0.229574	0.0772473	0.160609	0.53257	0.998549	0.999629	1.00037	1.00145	2.370046
6090	-425.123	-409.936	-15.1874	789067.1	6.280821	8.350401	12.5306	0.288746	0.395683	0.475538	0.591154	0.0294851	0.0367252	0.822292	0.111498	0.998569	0.999634	1.00037	1.00143	3.195994
6100	-429.411	-412.427	-16.9844	61622.78	8.796327	10.67595	8.325001	0.323107	0.419849	0.490256	0.591713	0.150509	0.614641	0.0612012	0.173649	0.994884	0.998688	1.0013	1.00513	3.448376
6110	-426.861	-411.626	-15.2344	676632	9.335627	11.64671	11.16561	0.321189	0.414493	0.48242	0.580779	0.0569771	0.81988	0.0484812	0.0746617	0.998455	0.999605	1.00039	1.00155	3.217611
6120	-422.464	-410.76	-11.7045	18150.61	14.17578	23.52532	12.74732	0.286893	0.355413	0.405679	0.481018	0.369296	0.0343059	0.481377	0.115021	0.990581	0.997574	1.00239	1.00945	2.728445
6130	-430.249	-418.088	-12.1602	237224	18.37049	17.40704	16.67278	0.410181	0.486407	0.539483	0.614935	0.317686	0.364609	0.0675596	0.250146	0.997391	0.999332	1.00067	1.00261	2.609189
6140	-425.502	-416.771	-8.73134	667459.6	8.56225	7.949101	10.90969	0.371292	0.478976	0.555183	0.660794	0.657353	0.105155	0.159205	0.0782873	0.998445	0.999602	1.0004	1.00156	2.672546
6150	-429.981	-425.004	-4.97672	393241.7	2.319397	2.690739	13.64407	0.248271	0.408401	0.534172	0.703211	0.509108	0.109105	0.34178	0.0400063	0.997974	0.999482	1.00052	1.00203	2.446912
6160	-426.582	-412.576	-14.0059	877204.4	1.44581	1.412579	11.04006	0.235596	0.427303	0.580375	0.770406	0.342341	0.517368	0.06858	0.0717113	0.998643	0.999653	1.00035	1.00136	3.275563
6170	-420.898	-421.824	0.926897	194249.6	2.906374	4.521152	16.51897	0.22381	0.356029	0.462059	0.615534	0.0712807	0.719092	0.0842788	0.125348	0.997117	0.999262	1.00074	1.00289	1.996205
6180	-420.586	-408.529	-12.0567	188118.3	6.300537	8.334787	20.78246	0.289759	0.396792	0.476661	0.592218	0.443945	0.125432	0.174518	0.256106	0.997071	0.99925	1.00075	1.00293	2.500289
6190	-421.152	-412.441	-8.71065	636758.2	5.411181	10.45275	12.44738	0.222464	0.317216	0.391422	0.504457	0.167802	0.0984479	0.218458	0.515292	0.998408	0.999593	1.00041	1.00159	2.670803
6200	-414.106	-405.344	-8.76284	692803.8	7.315318	9.149368	16.24876	0.30764	0.410808	0.486749	0.596148	0.179644	0.369612	0.187006	0.263739	0.998473	0.99961	1.00039	1.00153	2.539951
6210	-421.061	-408.267	-12.7949	502989.2	4.78425	7.513713	12.79956	0.247813	0.358052	0.443295	0.569043	0.123785	0.109927	0.61187	0.154418	0.998208	0.999542	1.00046	1.00179	3.010696
6220	-433.753	-416.073	-17.68	827386.3	15.18699	13.96698	10.12855	0.406765	0.490701	0.549184	0.631672	0.598437	0.0289821	0.196944	0.175636	0.998603	0.999643	1.00036	1.0014	3.410719
6230	-422.965	-407.088	-15.8776	775174.1	8.83494	10.57969	7.757183	0.325812	0.422892	0.493435	0.594913	0.348331	0.36074	0.0662289	0.2247	0.998557	0.999631	1.00037	1.00144	3.272963
6240	-423.604	-408.909	-14.6945	214491.4	4.785543	4.608798	8.563889	0.325043	0.459251	0.557056	0.689674	0.368135	0.188415	0.133708	0.309742	0.997257	0.999298	1.0007	1.00275	3.305909
6250	-428.052	-415.219	-12.8332	580650.2	4.093584	3.495393	8.049696	0.332148	0.479737	0.586454	0.726427	0.302001	0.613382	0.0755477	0.00906903	0.998332	0.999573	1.00043	1.00167	3.067213
6260	-432.737	-418.12	-14.6168	55222.55	2.544802	3.185869	9.839456	0.24452	0.395795	0.514973	0.678862	0.244229	0.0601194	0.687746	0.00790594	0.994596	0.998613	1.00138	1.00541	3.346422
6270	-440.443	-419.676	-20.7668	123414.8	4.472152	3.800878	6.697043	0.339901	0.483057	0.586004	0.721724	0.274273	0.623598	0.0265157	0.0756133	0.996384	0.999074	1.00092	1.00362	3.995035
6280	-431.131	-416.691	-14.4404	136737.7	3.831952	4.70272	8.74044	0.272536	0.405647	0.507111	0.649391	0.286993	0.391359	0.226166	0.0954824	0.996565	0.99912	1.00088	1.00344	3.292904
6290	-445.41	-425.519	-19.8915	531688.1	4.767104	5.243383	7.57305	0.303392	0.431655	0.526764	0.658878	0.441211	0.0850545	0.421474	0.0522601	0.998257	0.999554	1.00044	1.00174	3.906931
6300	-424.435	-412.389	-12.0463	556147.1	2.477393	4.875119	10.5103	0.187371	0.311768	0.415845	0.57227	0.00928971	0.0929867	0.605729	0.291995	0.998296	0.999564	1.00043	1.0017	3.067142
6310	-429.005	-412.992	-16.0138	208187.1	6.88938	10.83149	8.805573	0.265472	0.361011	0.43323	0.540495	0.00541371	0.1906	0.686272	0.117714	0.997216	0.999287	1.00071	1.00279	3.369248
6320	-426.621	-414.209	-12.4117	742079.3	6.0167	9.357035	9.985654	0.260714	0.362084	0.439242	0.553433	0.0375167	0.243593	0.173115	0.545775	0.998525	0.999623	1.00038	1.00148	3.025846
