Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
210	-425.146	-415.668	-9.47816	8348.904	10.95705	0.986123	0.996413	1.00352	1.01395	3.148793
220	-431.654	-419.475	-12.1788	6079.753	11.07334	0.983745	0.995789	1.00412	1.01635	3.388971
230	-422.654	-414.445	-8.20903	36254.74	10.56691	0.993332	0.998287	1.0017	1.00668	3.039105
240	-419.91	-410.727	-9.18258	4004.004	10.40773	0.979984	0.994798	1.00506	1.02016	3.134059
250	-428.1	-413.731	-14.3688	204582.2	8.176681	0.997191	0.999281	1.00072	1.00281	3.704343
260	-417.698	-408.43	-9.2682	675903	10.82566	0.998454	0.999605	1.00039	1.00155	3.133268
270	-418.649	-413.653	-4.9961	354188.3	11.98821	0.997865	0.999454	1.00054	1.00214	2.734456
280	-421.553	-409.829	-11.7238	870471.2	7.955114	0.998638	0.999652	1.00035	1.00136	3.366634
290	-427.591	-422.838	-4.75356	186991.5	11.64426	0.997062	0.999248	1.00075	1.00294	2.717806
300	-433.397	-414.28	-19.1168	340236.1	9.646354	0.997822	0.999443	1.00056	1.00218	4.16717
310	-424.927	-414.035	-10.8924	125525.6	10.24841	0.996415	0.999081	1.00091	1.00359	3.303058
320	-420.7	-412.053	-8.64662	467809	10.48521	0.998142	0.999525	1.00047	1.00186	3.081649
330	-422.798	-411.735	-11.0628	499648.6	9.283428	0.998202	0.99954	1.00046	1.0018	3.334012
340	-417.006	-407.994	-9.01158	804714.1	11.549	0.998583	0.999638	1.00036	1.00142	3.087093
350	-421.208	-411.156	-10.0522	668417.4	12.44547	0.998446	0.999602	1.0004	1.00156	3.132161
360	-408.54	-405.323	-3.21657	521393.5	14.77815	0.99824	0.99955	1.00045	1.00176	2.527256
370	-411.425	-408.59	-2.83458	489912.7	13.05102	0.998185	0.999536	1.00046	1.00182	2.544648
380	-414.002	-406.352	-7.64941	220518	8.496344	0.997294	0.999307	1.00069	1.00271	2.915539
390	-415.264	-409.892	-5.37234	969252.8	10.86835	0.998709	0.99967	1.00033	1.00129	2.773667
400	-417.98	-420.854	2.87421	837065	14.6052	0.998611	0.999645	1.00035	1.00139	2.115925
410	-423.941	-414.517	-9.42361	935794	8.970594	0.998686	0.999664	1.00034	1.00131	3.14842
420	-435.604	-422.962	-12.6414	992047.3	10.05502	0.998724	0.999674	1.00033	1.00128	3.481851
430	-436.778	-421.475	-15.3028	873303.7	7.80975	0.99864	0.999652	1.00035	1.00136	3.813364
440	-424.962	-418.68	-6.28132	577727.4	11.06366	0.998328	0.999572	1.00043	1.00167	2.856456
450	-427.518	-418.804	-8.71343	263261.7	11.64716	0.997524	0.999366	1.00063	1.00248	3.057771
460	-425.424	-415.394	-10.0297	408107	10.38086	0.998011	0.999491	1.00051	1.00199	3.216075
470	-419.045	-410.376	-8.66889	630220.3	11.48355	0.998399	0.999591	1.00041	1.0016	3.059654
480	-421.685	-421.493	-0.191912	227106.8	12.35476	0.997334	0.999317	1.00068	1.00267	2.338987
490	-414.528	-413.135	-1.39369	633201	11.2907	0.998403	0.999592	1.00041	1.0016	2.421477
500	-429.11	-416.668	-12.4416	328349.2	7.765691	0.997783	0.999433	1.00057	1.00222	3.443653
510	-435.881	-423.249	-12.6314	979145.6	7.046172	0.998716	0.999672	1.00033	1.00128	3.3873
520	-428.851	-413.436	-15.4156	455265.3	6.852764	0.998117	0.999518	1.00048	1.00188	3.760792
530	-441.653	-424.973	-16.6805	168286.7	8.239607	0.996903	0.999207	1.00079	1.0031	3.985782
540	-420.206	-408.687	-11.5186	284826.5	10.18786	0.997619	0.999391	1.00061	1.00238	3.366142
550	-425.68	-412.695	-12.9848	841066.1	8.590478	0.998614	0.999646	1.00035	1.00139	3.544807
560	-434.036	-419.645	-14.3904	530962	8.410474	0.998256	0.999554	1.00045	1.00174	3.708994
570	-432.631	-417.648	-14.9828	130534.5	8.435738	0.996484	0.999099	1.0009	1.00352	3.779243
580	-422.308	-414.774	-7.53463	641780.2	7.648873	0.998414	0.999594	1.0004	1.00159	2.792382
590	-416.355	-411.748	-4.60708	555591	11.86937	0.998295	0.999564	1.00044	1.00171	2.703363
600	-420.641	-411.595	-9.04549	698367.1	16.11769	0.998479	0.999611	1.00039	1.00152	2.839894
610	-422.494	-408.312	-14.1818	996533.2	7.294195	0.998727	0.999674	1.00032	1.00127	3.634373
620	-420.791	-412.513	-8.27765	18904.33	9.254435	0.99077	0.997624	1.00235	1.00926	3.032973
630	-419.268	-411.869	-7.39905	223091.9	12.01537	0.99731	0.999311	1.00069	1.00269	2.934028
640	-436.341	-418.277	-18.0641	68921.66	6.704424	0.995162	0.998759	1.00123	1.00485	4.135747
650	-407.628	-403.056	-4.57154	651991	10.82161	0.998426	0.999597	1.0004	1.00157	2.699367
660	-418.11	-406.589	-11.5213	133508.3	7.449522	0.996523	0.999109	1.00089	1.00348	3.290633
670	-429.217	-418.385	-10.8328	327742.6	8.566025	0.997781	0.999432	1.00057	1.00222	3.293293
680	-423.701	-410.779	-12.9213	997520.4	9.13946	0.998728	0.999675	1.00032	1.00127	3.53659
690	-425.252	-415.388	-9.86404	145712.4	8.635925	0.996672	0.999148	1.00085	1.00333	3.183893
700	-423.39	-413.391	-9.99959	608591.6	11.46915	0.998371	0.999583	1.00042	1.00163	3.176161
710	-421.435	-417.559	-3.87599	443371	12.60314	0.998092	0.999512	1.00049	1.00191	2.633382
720	-429.805	-420.614	-9.19148	957783.3	8.314716	0.998701	0.999668	1.00033	1.0013	3.083295
730	-422.748	-413.019	-9.72932	610434.1	8.328756	0.998374	0.999584	1.00042	1.00163	3.149021
740	-420.864	-416.252	-4.61166	415723.8	12.84805	0.998029	0.999496	1.0005	1.00197	2.686064
750	-423.825	-409.578	-14.2473	960159.4	6.759969	0.998703	0.999668	1.00033	1.0013	3.575782
760	-424.9	-416.026	-8.87419	830096.1	10.64871	0.998605	0.999643	1.00036	1.0014	3.100584
770	-425.515	-416.276	-9.23943	25467.74	9.044116	0.992046	0.997954	1.00202	1.00798	3.130619
780	-430.843	-416.316	-14.5267	297133.3	13.19598	0.997669	0.999403	1.00059	1.00233	3.428155
790	-422.733	-412.823	-9.91052	699140.1	10.16141	0.99848	0.999611	1.00039	1.00152	3.208732
800	-416.859	-406.922	-9.93631	678105.8	10.45348	0.998457	0.999605	1.00039	1.00154	3.205417
810	-423.072	-412.87	-10.2021	181792.2	8.04326	0.99702	0.999237	1.00076	1.00298	3.183575
820	-421.453	-418.364	-3.08916	592335.2	12.17937	0.998349	0.999578	1.00042	1.00165	2.574691
830	-437.56	-424.815	-12.7449	476526	6.927671	0.998159	0.999529	1.00047	1.00184	3.384239
840	-432.653	-424.25	-8.40209	366231.4	10.59503	0.9979	0.999463	1.00054	1.0021	3.057007
850	-415.131	-416.963	1.8319	345313.7	10.57118	0.997838	0.999447	1.00055	1.00216	2.089217
860	-414.432	-408.877	-5.55577	634576.8	12.76861	0.998405	0.999592	1.00041	1.0016	2.76193
870	-420.797	-412.17	-8.62636	881878.7	9.79991	0.998647	0.999654	1.00035	1.00135	3.081455
880	-414.497	-409.327	-5.17058	438172.2	9.907531	0.99808	0.999509	1.00049	1.00192	2.733386
890	-432.287	-419.506	-12.781	425094.2	9.547695	0.998051	0.999501	1.0005	1.00195	3.513164
900	-431.381	-416.398	-14.9829	16669.17	7.92465	0.990172	0.997468	1.0025	1.00986	3.77563
910	-438.367	-420.403	-17.9642	319079.9	6.36118	0.997751	0.999424	1.00057	1.00225	4.081368
920	-437.416	-422.238	-15.178	117497.6	8.989684	0.996294	0.99905	1.00094	1.00371	3.789224
930	-433.018	-416.353	-16.6648	371098	10.86559	0.997914	0.999466	1.00053	1.00209	3.812935
940	-426.271	-416.786	-9.48451	999880.4	10.71153	0.998729	0.999675	1.00032	1.00127	3.156327
950	-422.311	-413.202	-9.1097	154970.2	8.603269	0.996773	0.999173	1.00082	1.00323	3.094525
960	-419.519	-418.539	-0.980246	206041.8	14.28218	0.997201	0.999283	1.00071	1.0028	2.386507
970	-426.53	-421.596	-4.93446	828145.1	13.85637	0.998604	0.999643	1.00036	1.0014	2.679278
980	-427.275	-420.341	-6.93378	789348.4	8.952051	0.99857	0.999634	1.00037	1.00143	2.869598
990	-424.734	-414.931	-9.80336	359545.5	8.064304	0.997881	0.999458	1.00054	1.00212	3.135988
1000	-432.445	-417.852	-14.5925	786123.8	7.175305	0.998567	0.999633	1.00037	1.00143	3.679569
1010	-437.608	-420.212	-17.3957	140744.8	6.655407	0.996614	0.999133	1.00086	1.00339	4.030866
1020	-413.08	-407.731	-5.34875	887216.8	14.29286	0.998651	0.999655	1.00034	1.00135	2.691942
1030	-425.46	-410.504	-14.9558	873396.7	7.923921	0.99864	0.999652	1.00035	1.00136	3.772197
1040	-413.849	-407.454	-6.39496	389268.6	9.977738	0.997963	0.999479	1.00052	1.00204	2.858811
1050	-417	-407.766	-9.23422	344619.6	11.05698	0.997836	0.999446	1.00055	1.00217	3.123562
1060	-429.978	-417.331	-12.6471	952836.3	8.948911	0.998698	0.999667	1.00033	1.0013	3.507819
1070	-434.039	-422.665	-11.3734	80142.11	7.604418	0.995514	0.99885	1.00114	1.00449	3.289384
1080	-409.893	-407.554	-2.33892	753549.3	11.38041	0.998536	0.999626	1.00037	1.00146	2.506818
1090	-413.242	-406.765	-6.4763	202798.3	16.86367	0.997179	0.999278	1.00072	1.00282	2.641607
1100	-412.448	-409.501	-2.94752	639595.8	9.249554	0.998411	0.999594	1.00041	1.00159	2.456539
1110	-422.025	-415.771	-6.25306	19782.68	11.77936	0.990977	0.997677	1.00229	1.00905	2.843957
1120	-418.769	-413.211	-5.5586	132368.1	13.096	0.996508	0.999105	1.00089	1.0035	2.751895
1130	-422.242	-407.948	-14.2937	475310.3	9.646888	0.998157	0.999528	1.00047	1.00184	3.667154
1140	-429.372	-411.439	-17.933	162720.4	7.37312	0.996851	0.999193	1.0008	1.00315	4.150265
1150	-437.778	-412.633	-25.1454	77882.94	7.667459	0.995449	0.998833	1.00116	1.00456	5.092396
1160	-423.126	-409.184	-13.942	402387.5	8.926654	0.997997	0.999487	1.00051	1.002	3.652922
1170	-430.234	-422.81	-7.42379	1239.766	11.87213	0.964134	0.99055	1.00899	1.03633	2.940589
1180	-427.308	-413.96	-13.3481	336698.4	7.274731	0.99781	0.99944	1.00056	1.00219	3.517913
1190	-415.478	-414.809	-0.668936	10131.73	12.34134	0.9874	0.996746	1.0032	1.01266	2.377494
1200	-433.394	-420.414	-12.9805	910283.5	8.45556	0.998668	0.999659	1.00034	1.00133	3.54227
1210	-429.091	-416.201	-12.8892	585181.4	10.68707	0.998339	0.999575	1.00042	1.00166	3.475533
1220	-427.58	-418.448	-9.13222	893486.4	9.050614	0.998656	0.999656	1.00034	1.00135	3.119001
1230	-435.465	-420.326	-15.1384	128052.7	9.061377	0.99645	0.99909	1.00091	1.00355	3.782222
1240	-408.899	-408.205	-0.693645	40984.89	14.42864	0.993728	0.998389	1.0016	1.00629	2.363723
1250	-414.868	-409.903	-4.96538	397378.7	14.82502	0.997984	0.999484	1.00051	1.00202	2.643647
1260	-425.583	-414.953	-10.6296	76657.9	10.70595	0.995413	0.998824	1.00117	1.00459	3.263432
1270	-424.783	-410.825	-13.9579	641388.6	10.42466	0.998413	0.999594	1.0004	1.00159	3.591868
1280	-422.116	-407.686	-14.4295	867470	7.825044	0.998636	0.999651	1.00035	1.00137	3.702168
1290	-424.506	-411.338	-13.1683	891439.2	6.200379	0.998654	0.999656	1.00034	1.00135	3.28265
1300	-427.994	-414.342	-13.6521	947586.5	9.156475	0.998695	0.999666	1.00033	1.00131	3.616165
1310	-422.991	-413.303	-9.68737	986534.9	11.22688	0.998721	0.999673	1.00033	1.00128	3.158451
1320	-426.224	-411.509	-14.7158	574068.7	7.924544	0.998323	0.999571	1.00043	1.00168	3.741922
1330	-424.141	-408.333	-15.8083	366776.1	12.11592	0.997902	0.999463	1.00054	1.0021	3.624782
1340	-415.202	-408.99	-6.21249	20083.94	13.5525	0.991045	0.997695	1.00228	1.00898	2.784145
1350	-413.434	-408.931	-4.50305	570689.2	11.30913	0.998318	0.99957	1.00043	1.00168	2.696906
1360	-415.437	-416.415	0.977199	799303.6	11.05655	0.998579	0.999637	1.00036	1.00142	2.200012
1370	-438.637	-425.765	-12.8723	152761.8	9.227725	0.99675	0.999167	1.00083	1.00325	3.529909
1380	-429.531	-417.662	-11.8686	881500.9	7.176831	0.998646	0.999654	1.00035	1.00135	3.300185
1390	-416.595	-410.004	-6.59158	347330.8	14.18484	0.997844	0.999448	1.00055	1.00216	2.783933
1400	-420.186	-407.934	-12.2524	831228.8	9.997998	0.998606	0.999644	1.00036	1.00139	3.445173
1410	-417.074	-411.616	-5.45851	682728.1	9.372866	0.998462	0.999607	1.00039	1.00154	2.736117
1420	-422.186	-411.069	-11.1163	937818.3	10.01238	0.998688	0.999664	1.00033	1.00131	3.331197
1430	-411.923	-408.86	-3.06275	385139.2	12.216	0.997953	0.999476	1.00052	1.00205	2.572322
1440	-411.577	-409.491	-2.08602	123768.6	16.75376	0.996389	0.999075	1.00092	1.00362	2.385322
1450	-431.542	-419.765	-11.7771	336861.1	8.897373	0.997811	0.99944	1.00056	1.00219	3.410088
1460	-411.444	-406.243	-5.20138	705962.3	9.880273	0.998488	0.999613	1.00039	1.00151	2.735395
1470	-418.796	-411.869	-6.92719	416836.4	8.852977	0.998032	0.999496	1.0005	1.00197	2.861723
1480	-413.676	-411.297	-2.37956	692833	13.48969	0.998473	0.99961	1.00039	1.00153	2.502538
1490	-411.507	-409.104	-2.40393	853574.3	13.76414	0.998625	0.999648	1.00035	1.00138	2.49871
1500	-421.065	-414.044	-7.02025	838695.6	9.853937	0.998612	0.999645	1.00035	1.00139	2.918885
1510	-416.156	-412.666	-3.48996	178046.2	11.97062	0.996989	0.999229	1.00077	1.00301	2.608901
1520	-421.428	-414.145	-7.28282	57693.29	12.23099	0.994713	0.998643	1.00135	1.0053	2.917263
1530	-421.246	-411.511	-9.73577	253607.3	9.241313	0.997477	0.999354	1.00064	1.00253	3.19028
1540	-431.422	-413.822	-17.6002	201802.4	7.816604	0.997172	0.999276	1.00072	1.00283	4.107465
1550	-426.205	-413.069	-13.1364	940763.2	8.239131	0.99869	0.999665	1.00033	1.00131	3.555647
1560	-431.792	-420.22	-11.5725	39328.42	8.823885	0.993598	0.998356	1.00163	1.00642	3.385949
1570	-423.383	-412.285	-11.0986	132265.2	8.608921	0.996507	0.999105	1.00089	1.0035	3.325913
1580	-421.66	-409.265	-12.3955	815266.8	7.199216	0.998593	0.99964	1.00036	1.00141	3.376759
1590	-419.844	-413.816	-6.02795	550314.3	10.20236	0.998287	0.999562	1.00044	1.00171	2.827503
1600	-438.819	-420.285	-18.5344	221526.9	10.13694	0.997301	0.999309	1.00069	1.0027	4.059851
1610	-430.495	-417.646	-12.8489	710322.6	11.11227	0.998492	0.999614	1.00038	1.00151	3.447129
1620	-424.488	-417.617	-6.87104	986850	10.13686	0.998721	0.999673	1.00033	1.00128	2.909268
1630	-418.541	-410.523	-8.01754	543781.4	7.943402	0.998277	0.999559	1.00044	1.00172	2.899189
1640	-427.124	-415.335	-11.7888	699463.1	11.20812	0.998481	0.999611	1.00039	1.00152	3.346643
1650	-427.134	-416.557	-10.5764	471852.4	7.501417	0.99815	0.999527	1.00047	1.00185	3.171058
1660	-430.957	-420.985	-9.97177	307943.2	9.043902	0.99771	0.999414	1.00058	1.00229	3.211587
1670	-421.833	-414.937	-6.89615	257125.3	11.13801	0.997494	0.999359	1.00064	1.00251	2.911099
1680	-411.459	-403.188	-8.27099	123362.7	8.332839	0.996383	0.999073	1.00092	1.00362	2.974311
1690	-418.556	-411.095	-7.46096	710120.5	9.586448	0.998492	0.999614	1.00038	1.00151	2.957147
1700	-415.152	-413.772	-1.37961	588676.5	11.67503	0.998344	0.999576	1.00042	1.00166	2.428587
1710	-414.596	-411.162	-3.43431	85763.99	10.73528	0.995663	0.998888	1.00111	1.00434	2.592128
1720	-414.115	-406.768	-7.34722	80135.03	11.62679	0.995513	0.99885	1.00114	1.00449	2.941005
1730	-419.973	-416.937	-3.03589	297627.1	12.62531	0.997671	0.999404	1.00059	1.00233	2.566459
1740	-415.128	-412.166	-2.96129	480141	14.31232	0.998166	0.999531	1.00047	1.00184	2.524336
1750	-415.182	-409.273	-5.90889	495413.3	13.72904	0.998195	0.999538	1.00046	1.00181	2.754767
1760	-424.495	-412.883	-11.6122	640933.6	11.21914	0.998413	0.999594	1.00041	1.00159	3.33031
1770	-426.379	-409.709	-16.6702	345422	6.439991	0.997838	0.999447	1.00055	1.00216	3.891136
1780	-413.191	-405.791	-7.40024	1569.527	10.02621	0.9681	0.991624	1.00801	1.03226	2.960239
1790	-418.443	-407.188	-11.2555	942875.4	7.819316	0.998691	0.999665	1.00033	1.00131	3.296023
1800	-441.65	-419.131	-22.5182	588925.3	4.318904	0.998344	0.999576	1.00042	1.00166	4.20171
1810	-428.604	-416.838	-11.7661	113795.2	8.248783	0.996234	0.999035	1.00096	1.00377	3.389805
1820	-428.202	-415.136	-13.0661	872532.6	8.002912	0.99864	0.999652	1.00035	1.00136	3.537758
1830	-414.915	-410.219	-4.69652	510422.3	10.88266	0.998221	0.999545	1.00045	1.00178	2.711646
1840	-427.811	-414.715	-13.0954	531331.5	7.455587	0.998257	0.999554	1.00044	1.00174	3.502519
1850	-426.972	-411.699	-15.2726	344365.4	11.45169	0.997835	0.999446	1.00055	1.00217	3.637377
1860	-426.298	-415.07	-11.228	526757.7	10.76383	0.998249	0.999552	1.00045	1.00175	3.316928
1870	-428.722	-418.59	-10.1315	393254.3	8.883278	0.997974	0.999482	1.00052	1.00203	3.224685
1880	-427.285	-414.347	-12.9377	503034.6	10.83749	0.998208	0.999542	1.00046	1.00179	3.471547
1890	-431.231	-418.602	-12.6285	14272.53	12.18956	0.98938	0.997262	1.0027	1.01066	3.357216
1900	-422.984	-409.922	-13.0618	517965.3	10.16257	0.998234	0.999548	1.00045	1.00177	3.518799
1910	-409.339	-404.25	-5.08945	322647.6	12.10574	0.997763	0.999428	1.00057	1.00224	2.740273
1920	-420.104	-415.186	-4.91813	592888.7	12.1655	0.99835	0.999578	1.00042	1.00165	2.725105
1930	-426.839	-415.728	-11.111	132456.8	10.70438	0.99651	0.999106	1.00089	1.00349	3.308456
1940	-429.795	-417.104	-12.6907	220668.3	10.55027	0.997295	0.999308	1.00069	1.00271	3.464077
1950	-422.017	-415.545	-6.47219	394095.4	9.758177	0.997976	0.999482	1.00052	1.00203	2.860302
1960	-419.954	-410.529	-9.42454	489283.4	8.981233	0.998183	0.999535	1.00046	1.00182	3.148912
1970	-420.11	-412.634	-7.47598	544237.2	11.47915	0.998278	0.999559	1.00044	1.00172	2.955881
1980	-424.998	-410.392	-14.606	543655.6	9.745942	0.998277	0.999559	1.00044	1.00172	3.694479
1990	-423.914	-412.438	-11.4759	427376.6	8.849134	0.998056	0.999503	1.0005	1.00195	3.375462
2000	-421.635	-415.963	-5.67177	705130.7	10.79793	0.998487	0.999613	1.00039	1.00151	2.800924
2010	-414.425	-409.06	-5.36502	308853.9	9.434017	0.997714	0.999415	1.00058	1.00229	2.729923
2020	-418.017	-412.035	-5.98257	775457	8.498036	0.998557	0.999631	1.00037	1.00144	2.719547
2030	-425.984	-416.544	-9.43974	35427.95	11.54078	0.993255	0.998267	1.00172	1.00676	3.124498
2040	-426.938	-417.952	-8.98647	68362.07	8.136522	0.995143	0.998754	1.00124	1.00487	3.042139
2050	-426.208	-418.933	-7.27558	912371.7	9.26787	0.99867	0.99966	1.00034	1.00133	2.925329
2060	-426.1	-416.554	-9.54641	946961.9	9.618473	0.998694	0.999666	1.00033	1.00131	3.174894
2070	-419.061	-414.532	-4.52878	929735.2	11.1345	0.998682	0.999663	1.00034	1.00132	2.698529
2080	-418.112	-415.745	-2.36678	717649.8	13.74819	0.9985	0.999616	1.00038	1.0015	2.496356
2090	-425.26	-416.897	-8.36297	55544.06	8.29959	0.994612	0.998617	1.00137	1.0054	2.982213
2100	-414.759	-409.023	-5.73625	450934.4	8.881668	0.998108	0.999516	1.00048	1.00189	2.729764
2110	-418.216	-408.578	-9.63837	379527.1	8.917564	0.997937	0.999472	1.00053	1.00206	3.170474
2120	-424.914	-411.348	-13.5664	280021.3	11.28777	0.997599	0.999385	1.00061	1.0024	3.499798
2130	-427.715	-413.228	-14.487	921730.2	6.521626	0.998676	0.999662	1.00034	1.00132	3.568905
2140	-425.31	-414.386	-10.9244	748046.4	8.786909	0.998531	0.999624	1.00037	1.00147	3.311513
2150	-431.385	-419.883	-11.5014	996331.9	7.97932	0.998727	0.999674	1.00032	1.00127	3.340509
2160	-425.916	-415.319	-10.5976	673126.5	9.873321	0.998451	0.999604	1.0004	1.00155	3.281649
2170	-429.474	-416.975	-12.4988	205127.5	9.735245	0.997195	0.999282	1.00072	1.00281	3.478581
2180	-435.997	-420.13	-15.8674	292330.4	6.671912	0.99765	0.999399	1.0006	1.00235	3.803598
2190	-432.566	-420.948	-11.6174	824707	9.442284	0.998601	0.999642	1.00036	1.0014	3.392584
2200	-433.957	-420.311	-13.6456	957663.1	9.969771	0.998701	0.999668	1.00033	1.0013	3.585871
2210	-424.169	-415.571	-8.59825	614184.1	13.78984	0.998379	0.999585	1.00041	1.00162	2.947339
2220	-421.968	-410.555	-11.4125	171129.5	7.615897	0.996929	0.999214	1.00078	1.00307	3.295793
2230	-432.481	-419.983	-12.4988	624467.7	10.80618	0.998392	0.999589	1.00041	1.00161	3.432739
2240	-409.197	-406.647	-2.54995	178427.5	13.61119	0.996992	0.99923	1.00077	1.00301	2.512671
2250	-418.232	-408.161	-10.0708	749429.8	13.87816	0.998532	0.999625	1.00037	1.00147	3.048596
2260	-422.26	-414.593	-7.66657	644016.4	8.784506	0.998417	0.999595	1.0004	1.00158	2.940588
2270	-420.912	-415.175	-5.7371	350124.1	11.84875	0.997853	0.999451	1.00055	1.00215	2.798944
2280	-412.681	-408.621	-4.06029	408944.8	10.87255	0.998013	0.999492	1.00051	1.00199	2.653015
2290	-427.831	-413.29	-14.5411	778834.4	6.524771	0.99856	0.999632	1.00037	1.00144	3.577812
2300	-420.689	-411.219	-9.46966	520134.1	9.949664	0.998238	0.999549	1.00045	1.00176	3.167122
2310	-419.734	-415.395	-4.33916	514568.8	11.90241	0.998229	0.999547	1.00045	1.00177	2.680501
2320	-423.555	-414.395	-9.16064	949795.8	8.641655	0.998696	0.999667	1.00033	1.0013	3.102786
2330	-424.45	-415.238	-9.21167	307816	9.929893	0.99771	0.999414	1.00058	1.00229	3.141235
2340	-416.52	-405.548	-10.9725	292286.8	9.809498	0.99765	0.999399	1.0006	1.00235	3.320712
2350	-424.253	-413.745	-10.5078	398612.9	11.72949	0.997987	0.999485	1.00051	1.00201	3.207702
2360	-427.119	-410.767	-16.3521	598215.2	7.560944	0.998357	0.99958	1.00042	1.00164	3.9429
2370	-422.079	-413.428	-8.65099	845831.6	10.77633	0.998618	0.999647	1.00035	1.00138	3.077267
2380	-408.305	-401.635	-6.67025	41485.85	10.23043	0.993766	0.998399	1.00159	1.00625	2.890842
2390	-419.581	-415.351	-4.22918	813643	9.582857	0.998591	0.99964	1.00036	1.00141	2.619793
2400	-421.444	-412.375	-9.06897	879418.7	9.380406	0.998645	0.999653	1.00035	1.00136	3.121479
2410	-426.794	-412.488	-14.3063	378117.5	10.42372	0.997934	0.999471	1.00053	1.00207	3.625349
2420	-413.742	-408.97	-4.77216	98817.15	8.6614	0.995959	0.998964	1.00103	1.00405	2.597282
2430	-421.074	-414.075	-6.99936	352937.5	14.41212	0.997861	0.999453	1.00055	1.00214	2.801568
2440	-419.51	-413.095	-6.41541	956105.5	9.702908	0.9987	0.999668	1.00033	1.0013	2.852564
2450	-415.716	-409.702	-6.01392	663370.1	11.41846	0.99844	0.999601	1.0004	1.00156	2.829292
2460	-432.512	-416.347	-16.1649	598823.7	8.128708	0.998358	0.99958	1.00042	1.00164	3.924456
2470	-425.542	-415.261	-10.2814	149127.9	9.821809	0.99671	0.999157	1.00084	1.00329	3.25015
2480	-419.316	-405.437	-13.8795	860566.8	9.602541	0.99863	0.99965	1.00035	1.00137	3.62604
2490	-425.735	-411.033	-14.7021	405999.9	9.555788	0.998006	0.99949	1.00051	1.002	3.713991
2500	-428.656	-412.362	-16.2939	895421.6	7.642712	0.998657	0.999657	1.00034	1.00134	3.937405
2510	-420.837	-410.543	-10.2934	338053.6	12.50612	0.997815	0.999441	1.00056	1.00219	3.14811
2520	-416.481	-411.627	-4.85406	863719.7	11.84403	0.998633	0.99965	1.00035	1.00137	2.724473
2530	-415.028	-408.848	-6.17997	822165	12.23644	0.998598	0.999642	1.00036	1.0014	2.826948
2540	-423.93	-412.129	-11.8003	451461.7	8.595125	0.998109	0.999516	1.00048	1.00189	3.407054
2550	-416.365	-408.936	-7.42882	416899.3	10.30049	0.998032	0.999496	1.0005	1.00197	2.965328
2560	-427.997	-416.276	-11.721	732409.9	11.48423	0.998515	0.99962	1.00038	1.00149	3.325396
2570	-431.77	-417.843	-13.9264	495002.8	7.769251	0.998194	0.999538	1.00046	1.00181	3.635043
2580	-417.275	-403.11	-14.1649	165846	6.861303	0.99688	0.999201	1.0008	1.00312	3.57957
