Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2490	-430.337	-419.907	-10.4301	623455.9	10.80228	0.998391	0.999588	1.00041	1.00161	3.241441
2500	-436.851	-424.819	-12.0318	658310.2	8.186725	0.998434	0.999599	1.0004	1.00157	3.419033
2510	-435.831	-423.617	-12.2139	828479.9	8.068896	0.998604	0.999643	1.00036	1.0014	3.435161
2520	-428.658	-412.543	-16.1155	626665.2	8.101915	0.998395	0.999589	1.00041	1.00161	3.918546
2530	-433.687	-416.472	-17.2142	992230.3	6.420178	0.998724	0.999674	1.00033	1.00128	3.972659
2540	-424.985	-418.677	-6.30815	236224.9	12.23475	0.997386	0.999331	1.00067	1.00262	2.83747
2550	-417.933	-415.059	-2.87398	92458.09	11.21015	0.995823	0.998929	1.00106	1.00418	2.551285
2560	-413.742	-411.545	-2.19767	179806.1	10.36401	0.997004	0.999233	1.00076	1.003	2.460761
2570	-432.194	-423.189	-9.00467	653119.6	9.183392	0.998428	0.999598	1.0004	1.00157	3.109459
2580	-419.111	-412.677	-6.43358	244381.7	8.688285	0.99743	0.999342	1.00066	1.00257	2.791623
2590	-417.746	-410.1	-7.64531	498837.4	11.02386	0.998201	0.99954	1.00046	1.0018	2.980433
2600	-414.219	-409.972	-4.2472	60106.02	10.06657	0.99482	0.998671	1.00132	1.00519	2.647519
2610	-420.156	-411.517	-8.63963	838737.5	9.194496	0.998612	0.999645	1.00035	1.00139	3.070097
2620	-430.947	-422.537	-8.41027	494449.9	10.85397	0.998193	0.999538	1.00046	1.00181	3.053472
2630	-427.333	-415.237	-12.0958	679414.4	8.779269	0.998458	0.999606	1.00039	1.00154	3.444726
2640	-423.463	-412.458	-11.0051	290231.3	6.742393	0.997642	0.999396	1.0006	1.00236	3.092014
2650	-424.161	-410.717	-13.4445	102084.7	8.708324	0.996024	0.998981	1.00101	1.00398	3.59855
2660	-415.129	-409.829	-5.30027	788145.3	11.86393	0.998569	0.999634	1.00037	1.00143	2.761847
2670	-421.671	-409.268	-12.4021	434562.9	6.376044	0.998072	0.999507	1.00049	1.00193	3.21113
2680	-417.376	-406.498	-10.8788	868175.6	8.223875	0.998636	0.999651	1.00035	1.00136	3.280657
2690	-418.508	-410.019	-8.48884	310156.2	6.933724	0.997719	0.999416	1.00058	1.00228	2.771454
2700	-421.395	-414.115	-7.27976	22966.6	9.16506	0.991625	0.997845	1.00213	1.0084	2.920678
2710	-408.814	-406.977	-1.8365	897787.3	12.76828	0.998659	0.999657	1.00034	1.00134	2.47065
2720	-421.719	-413.395	-8.32367	142248	11.47079	0.996632	0.999137	1.00086	1.00337	3.029986
2730	-422.683	-414.884	-7.79813	641508.2	10.47505	0.998413	0.999594	1.0004	1.00159	3.000777
2740	-424.461	-413.583	-10.8786	237782.2	7.844346	0.997394	0.999333	1.00066	1.00261	3.250261
2750	-423.248	-412.534	-10.7141	440894.5	11.05542	0.998086	0.99951	1.00049	1.00191	3.257468
2760	-418.589	-411.051	-7.53793	496698	8.543589	0.998197	0.999539	1.00046	1.0018	2.906681
2770	-431.04	-416.979	-14.0609	716172.8	9.12856	0.998498	0.999616	1.00038	1.0015	3.661574
2780	-439.327	-418.357	-20.9694	650136.8	7.460941	0.998424	0.999597	1.0004	1.00158	4.558402
2790	-440.223	-422.35	-17.8731	451618	5.689502	0.998109	0.999516	1.00048	1.00189	3.923557
2800	-413.291	-406.572	-6.71881	168085.9	8.497214	0.996901	0.999206	1.00079	1.0031	2.8061
2810	-415.36	-408.642	-6.71764	349370.8	8.925358	0.99785	0.99945	1.00055	1.00215	2.843521
2820	-418.619	-414.805	-3.81477	341897.6	9.607507	0.997827	0.999444	1.00055	1.00217	2.578249
2830	-425.894	-413.945	-11.9499	356800.4	15.75525	0.997873	0.999456	1.00054	1.00213	3.04653
2840	-414.375	-409.274	-5.10037	425169	12.38043	0.998051	0.999501	1.0005	1.00195	2.735724
2850	-429.011	-415.693	-13.3173	771740.3	6.891505	0.998553	0.99963	1.00037	1.00145	3.461053
2860	-436.648	-421.435	-15.2122	20542.61	7.672043	0.991145	0.997721	1.00225	1.00888	3.79708
2870	-434.287	-416.365	-17.9221	793213.5	5.800595	0.998573	0.999635	1.00036	1.00143	3.96303
2880	-426.779	-411.764	-15.0149	983292.6	7.77516	0.998718	0.999672	1.00033	1.00128	3.77535
2890	-423.086	-411.51	-11.5756	618037.7	14.13984	0.998384	0.999587	1.00041	1.00162	3.138492
2900	-427.158	-412.613	-14.545	690915.4	10.20348	0.998471	0.999609	1.00039	1.00153	3.662243
2910	-426.553	-413.76	-12.7936	480569.8	13.17777	0.998167	0.999531	1.00047	1.00183	3.298193
2920	-423.403	-414.191	-9.21198	473261	7.956475	0.998153	0.999527	1.00047	1.00185	3.051039
2930	-416.368	-410.341	-6.02655	107044.2	10.5288	0.996118	0.999005	1.00099	1.00389	2.832219
2940	-423.409	-416.385	-7.02438	349358.9	12.68698	0.99785	0.99945	1.00055	1.00215	2.880063
2950	-428.97	-415.398	-13.5721	781816.1	9.829082	0.998563	0.999632	1.00037	1.00144	3.584869
2960	-423.279	-410.68	-12.5982	229325.9	8.452558	0.997347	0.999321	1.00068	1.00266	3.496981
2970	-420.442	-412.286	-8.15621	838032.6	11.86459	0.998612	0.999645	1.00035	1.00139	3.002549
2980	-424.301	-411.982	-12.3193	839598.2	9.312432	0.998613	0.999645	1.00035	1.00139	3.468983
2990	-421.525	-414.237	-7.28786	259433.5	7.526747	0.997506	0.999361	1.00064	1.0025	2.737582
3000	-413.863	-407.337	-6.52579	464470.7	12.95391	0.998136	0.999523	1.00048	1.00187	2.831147
3010	-429.608	-419.234	-10.3737	706826.1	11.72193	0.998488	0.999613	1.00039	1.00151	3.196646
3020	-427.115	-416.152	-10.9628	562033.2	9.390014	0.998305	0.999566	1.00043	1.0017	3.323361
3030	-432.804	-419.692	-13.1118	179766.7	9.105052	0.997004	0.999233	1.00076	1.003	3.557962
3040	-433.174	-419.839	-13.3349	569660.3	9.96965	0.998316	0.999569	1.00043	1.00168	3.554713
3050	-420.338	-410.218	-10.1198	752286.9	9.471601	0.998535	0.999625	1.00037	1.00147	3.234156
3060	-415.942	-406.805	-9.13779	20014.76	11.38299	0.99103	0.997691	1.00228	1.009	3.104145
3070	-418.793	-410.6	-8.19326	143567.6	13.18141	0.996647	0.999141	1.00085	1.00336	2.94892
3080	-414.865	-406.51	-8.35508	509826.4	11.19947	0.99822	0.999545	1.00045	1.00178	3.040507
3090	-415.803	-409.127	-6.6762	6904.916	11.36622	0.984745	0.996052	1.00387	1.01534	2.888169
3100	-427.242	-415.367	-11.8755	202843.7	12.12923	0.997179	0.999278	1.00072	1.00282	3.29933
3110	-420.21	-411.323	-8.88714	757671.4	9.794164	0.99854	0.999627	1.00037	1.00146	3.108031
3120	-411.972	-407.007	-4.96523	696422.7	11.68256	0.998477	0.999611	1.00039	1.00152	2.735635
3130	-414.283	-406.49	-7.79271	287601.8	10.62939	0.997631	0.999394	1.0006	1.00237	2.999201
3140	-419.641	-409.586	-10.0555	992530.2	11.14005	0.998724	0.999674	1.00033	1.00128	3.194674
3150	-412.656	-410.832	-1.82379	568170.7	14.24816	0.998314	0.999569	1.00043	1.00169	2.446363
3160	-414.418	-409.178	-5.2405	748728.7	10.98714	0.998531	0.999624	1.00037	1.00147	2.762166
3170	-432.708	-419.566	-13.1421	867267.3	9.248708	0.998635	0.999651	1.00035	1.00137	3.558727
3180	-422.191	-412.064	-10.1268	74117.33	10.36368	0.995335	0.998804	1.00119	1.00467	3.225836
3190	-416.997	-409.424	-7.57279	694436.8	8.958006	0.998475	0.99961	1.00039	1.00153	2.941341
3200	-426.111	-414.954	-11.157	964615.7	9.350356	0.998706	0.999669	1.00033	1.00129	3.344144
3210	-412.502	-408.874	-3.62726	635857	12.2428	0.998406	0.999592	1.00041	1.00159	2.618269
3220	-414.185	-409.074	-5.11151	409368.3	12.47101	0.998014	0.999492	1.00051	1.00199	2.734584
3230	-416.772	-413.835	-2.93634	687514.4	15.11281	0.998467	0.999608	1.00039	1.00153	2.497218
3240	-422.147	-417.097	-5.0502	925500.2	10.73311	0.998679	0.999662	1.00034	1.00132	2.742623
3250	-425.292	-424.613	-0.67899	383479.8	11.94247	0.997948	0.999475	1.00052	1.00205	2.37364
3260	-411.919	-412.192	0.273354	791134.3	14.80842	0.998571	0.999635	1.00036	1.00143	2.29057
3270	-413.607	-406.316	-7.29116	248133.9	16.99825	0.997449	0.999347	1.00065	1.00255	2.682479
3280	-416.496	-410.459	-6.03673	709869.2	9.361702	0.998492	0.999614	1.00038	1.00151	2.797182
3290	-434.452	-423.147	-11.3057	670452.6	9.05523	0.998448	0.999603	1.0004	1.00155	3.359191
3300	-415.917	-415.284	-0.632698	190007.7	17.00238	0.997085	0.999254	1.00074	1.00292	2.290631
3310	-418.045	-413.983	-4.06158	803853.6	9.938549	0.998583	0.999638	1.00036	1.00142	2.623024
3320	-419.058	-412.561	-6.49628	741553.7	8.723335	0.998524	0.999623	1.00038	1.00148	2.80202
3330	-424.044	-414.981	-9.06269	789119.6	8.849375	0.998569	0.999634	1.00037	1.00143	3.102767
3340	-426.588	-415.622	-10.9661	228698.8	9.444308	0.997343	0.99932	1.00068	1.00266	3.323601
3350	-420.189	-409.893	-10.296	269819.5	10.70461	0.997554	0.999374	1.00062	1.00245	3.232316
3360	-410.81	-403.852	-6.95772	584586.8	10.97507	0.998338	0.999575	1.00042	1.00166	2.918585
3370	-413.5	-411.594	-1.90568	973074.9	13.70757	0.998712	0.999671	1.00033	1.00129	2.463584
3380	-417.781	-411.647	-6.13444	798177.3	19.74557	0.998578	0.999636	1.00036	1.00142	2.473228
3390	-422.527	-411.929	-10.5979	491028.8	10.48524	0.998187	0.999536	1.00046	1.00181	3.267742
3400	-424.955	-413.059	-11.8965	750299.4	8.438325	0.998533	0.999625	1.00037	1.00147	3.41347
3410	-423.45	-412.233	-11.2168	129336.6	7.632395	0.996468	0.999095	1.0009	1.00354	3.271961
3420	-425.423	-412.266	-13.1565	827214.7	8.743139	0.998603	0.999643	1.00036	1.0014	3.565541
3430	-431.067	-419.028	-12.0396	300265	9.234729	0.997681	0.999407	1.00059	1.00232	3.439621
3440	-424.537	-414.44	-10.0971	910394.2	9.18511	0.998668	0.999659	1.00034	1.00133	3.22845
3450	-406.211	-402.618	-3.59226	998571.9	12.91705	0.998728	0.999675	1.00032	1.00127	2.605411
3460	-412.902	-409.007	-3.89485	875360.6	11.28881	0.998642	0.999653	1.00035	1.00136	2.642987
3470	-417.639	-413.551	-4.08796	219728.1	11.9559	0.99729	0.999306	1.00069	1.00271	2.65898
3480	-409.184	-409.811	0.627233	847076.7	12.81637	0.998619	0.999647	1.00035	1.00138	2.278075
3490	-407.025	-406.158	-0.866872	270776.8	11.4077	0.997558	0.999375	1.00062	1.00244	2.378231
3500	-408.637	-409.013	0.376036	356926	13.76758	0.997873	0.999456	1.00054	1.00213	2.296714
3510	-411.584	-403.844	-7.73943	504277.7	10.13452	0.998211	0.999542	1.00046	1.00179	2.994921
3520	-413.299	-405.275	-8.02432	223546.9	8.707257	0.997313	0.999312	1.00069	1.00269	2.976062
3530	-415.678	-409.079	-6.59937	207814.9	10.46107	0.997213	0.999286	1.00071	1.00279	2.886249
3540	-420	-412.024	-7.97558	586796.3	13.26681	0.998341	0.999576	1.00042	1.00166	2.928305
3550	-420.581	-410.22	-10.3616	978790.3	8.051313	0.998715	0.999672	1.00033	1.00129	3.204094
3560	-420.697	-411.04	-9.65636	971363.9	12.42184	0.998711	0.99967	1.00033	1.00129	3.101581
3570	-411.958	-406.208	-5.7498	205945.9	11.14471	0.9972	0.999283	1.00071	1.0028	2.808148
3580	-428.042	-415.521	-12.5217	170372.3	7.27969	0.996922	0.999212	1.00078	1.00308	3.404942
3590	-427.412	-417.822	-9.58993	423446	11.6429	0.998047	0.9995	1.0005	1.00195	3.133209
3600	-422.293	-414.277	-8.01597	214951.4	13.1426	0.99726	0.999298	1.0007	1.00274	2.937325
3610	-417.261	-410.257	-7.00429	942063.2	8.998726	0.998691	0.999665	1.00033	1.00131	2.880583
3620	-426.287	-419.938	-6.34839	475374.8	8.169188	0.998157	0.999529	1.00047	1.00184	2.722429
3630	-421.776	-411.118	-10.6582	13147.99	8.520556	0.988936	0.997147	1.00281	1.01111	3.270825
3640	-437.154	-420.546	-16.6082	956851.3	10.28	0.998701	0.999668	1.00033	1.0013	3.858181
3650	-429.532	-413.4	-16.1321	664247.7	6.995218	0.998441	0.999601	1.0004	1.00156	3.879621
3660	-419.265	-413.181	-6.08373	952242	11.13552	0.998698	0.999667	1.00033	1.0013	2.838174
3670	-418.806	-410.291	-8.51534	881760.2	14.54378	0.998647	0.999654	1.00035	1.00135	2.899265
3680	-414.971	-408.781	-6.19021	787538.3	8.998445	0.998568	0.999634	1.00037	1.00143	2.790096
3690	-419.214	-410.72	-8.49431	552052.5	12.05439	0.99829	0.999563	1.00044	1.00171	3.023619
3700	-407.233	-404.019	-3.21441	115491.1	9.735382	0.996262	0.999042	1.00095	1.00374	2.524907
3710	-425.795	-424.708	-1.08714	541059.9	11.99851	0.998272	0.999558	1.00044	1.00173	2.408512
3720	-421.017	-411.631	-9.3857	80859.1	11.21493	0.995533	0.998855	1.00114	1.00447	3.131997
3730	-421.415	-411.935	-9.47967	282488.7	10.6983	0.997609	0.999388	1.00061	1.00239	3.156213
3740	-421.886	-411.242	-10.6443	995095.6	11.16738	0.998726	0.999674	1.00033	1.00127	3.246336
3750	-421.62	-411.421	-10.199	908902.1	8.079756	0.998667	0.999659	1.00034	1.00133	3.186394
3760	-417.909	-412.999	-4.90958	449715.1	10.11943	0.998105	0.999515	1.00048	1.0019	2.715181
3770	-424.056	-412.421	-11.6351	614585.6	8.867846	0.998379	0.999585	1.00041	1.00162	3.393735
3780	-420.892	-408.059	-12.8328	740954.1	13.18069	0.998524	0.999622	1.00038	1.00148	3.300949
3790	-428.071	-411.69	-16.3817	541238.8	12.86316	0.998273	0.999558	1.00044	1.00173	3.600704
3800	-427.669	-415.818	-11.851	90549.18	10.33664	0.995779	0.998918	1.00108	1.00423	3.393255
3810	-424.498	-417.537	-6.96076	332477.7	12.76319	0.997796	0.999436	1.00056	1.00221	2.872171
3820	-426.5	-416.229	-10.2717	868438.6	9.528449	0.998636	0.999651	1.00035	1.00136	3.250328
3830	-414.659	-406.586	-8.07356	588005.9	11.16807	0.998343	0.999576	1.00042	1.00166	3.016115
3840	-412.294	-409.278	-3.01523	87581.04	12.95781	0.995708	0.9989	1.00109	1.0043	2.560079
3850	-418.927	-405.422	-13.5048	513019.5	8.837394	0.998226	0.999546	1.00045	1.00178	3.604835
3860	-424.902	-412.661	-12.2415	564112.5	11.84439	0.998308	0.999567	1.00043	1.00169	3.348174
3870	-432.018	-417.922	-14.0965	905131	7.855682	0.998664	0.999658	1.00034	1.00134	3.660982
3880	-425.307	-419.251	-6.05573	214246.9	12.54382	0.997255	0.999297	1.0007	1.00275	2.808139
3890	-416.274	-410.135	-6.13964	955011.5	15.28697	0.9987	0.999667	1.00033	1.0013	2.700768
3900	-425.968	-412.044	-13.9236	279845.4	7.556518	0.997598	0.999385	1.00061	1.0024	3.621395
3910	-426.945	-417.431	-9.5142	93575.79	10.83218	0.995848	0.998936	1.00106	1.00416	3.155806
3920	-428.445	-420.927	-7.51796	580634.9	8.618885	0.998332	0.999573	1.00043	1.00167	2.910819
3930	-424.02	-413.775	-10.2449	936425.5	8.324556	0.998687	0.999664	1.00034	1.00131	3.210647
3940	-418.8	-412.488	-6.3119	162613.7	11.60295	0.99685	0.999193	1.0008	1.00315	2.852392
3950	-421.037	-415.457	-5.57957	568819.7	15.27111	0.998315	0.999569	1.00043	1.00169	2.664863
3960	-425.788	-413.273	-12.5155	762810.2	10.36043	0.998545	0.999628	1.00037	1.00146	3.456473
3970	-435.652	-420.809	-14.8427	226225.8	7.777121	0.997329	0.999316	1.00068	1.00267	3.753282
3980	-419.98	-409.519	-10.4612	813922.2	12.28696	0.998591	0.99964	1.00036	1.00141	3.174005
3990	-419.586	-411.541	-8.04418	418970.2	11.29712	0.998037	0.999498	1.0005	1.00196	3.010336
4000	-408.417	-408.766	0.34914	400479.9	13.04851	0.997992	0.999486	1.00051	1.00201	2.300699
4010	-430.016	-415.971	-14.0447	641384.5	8.040216	0.998413	0.999594	1.0004	1.00159	3.661216
4020	-434.238	-418.41	-15.8287	762958.5	9.626524	0.998545	0.999628	1.00037	1.00146	3.827538
4030	-435.438	-418.861	-16.577	846440.1	7.457568	0.998619	0.999647	1.00035	1.00138	3.969577
4040	-430.544	-419.39	-11.1543	291938	9.664526	0.997648	0.999398	1.0006	1.00235	3.341487
4050	-418.93	-416.936	-1.99406	705116.5	11.32492	0.998487	0.999613	1.00039	1.00151	2.475387
4060	-433.186	-416.723	-16.4626	203883	9.884232	0.997186	0.99928	1.00072	1.00282	3.874871
4070	-419.569	-415.166	-4.40283	544744.8	10.64354	0.998278	0.99956	1.00044	1.00172	2.680581
4080	-424.35	-418.091	-6.25868	580287.7	11.75557	0.998332	0.999573	1.00043	1.00167	2.84492
4090	-422.471	-418.547	-3.9237	137561.8	14.03545	0.996575	0.999123	1.00087	1.00343	2.600718
4100	-425.635	-415.092	-10.5428	747254.3	9.093155	0.99853	0.999624	1.00038	1.00147	3.275611
4110	-417.634	-419.64	2.00615	749173.1	14.6115	0.998532	0.999625	1.00037	1.00147	2.17531
4120	-420.688	-419.6	-1.08758	260449.9	12.79473	0.99751	0.999363	1.00064	1.00249	2.411933
4130	-423.552	-416.406	-7.14573	531037.3	9.682265	0.998256	0.999554	1.00044	1.00174	2.927242
4140	-427.999	-424.253	-3.74646	217757	10.30071	0.997277	0.999303	1.00069	1.00273	2.607843
4150	-420.217	-413.261	-6.95623	660284.8	9.714096	0.998436	0.9996	1.0004	1.00156	2.908637
4160	-423.274	-414.317	-8.95616	257008.7	10.38618	0.997494	0.999358	1.00064	1.00251	3.112591
4170	-413.307	-409.013	-4.29391	426001.8	13.23311	0.998053	0.999502	1.0005	1.00195	2.651713
4180	-414.063	-414.024	-0.0389587	149298.9	14.87883	0.996712	0.999158	1.00084	1.00329	2.310295
4190	-411.549	-407.132	-4.41623	614986.3	11.66797	0.99838	0.999586	1.00041	1.00162	2.688719
4200	-419.835	-414.941	-4.89417	314744.1	12.95842	0.997735	0.99942	1.00058	1.00227	2.705067
4210	-420.94	-413.495	-7.4445	570693.6	10.03045	0.998318	0.99957	1.00043	1.00168	2.964707
4220	-418.538	-410.882	-7.65584	708284.9	9.350773	0.99849	0.999614	1.00039	1.00151	2.969715
4230	-407.367	-402.324	-5.04356	455.8969	13.73001	0.941112	0.984174	1.01457	1.06014	2.691704
4240	-414.641	-407.608	-7.0326	300022.3	11.88824	0.99768	0.999406	1.00059	1.00232	2.907191
4250	-421.78	-413.519	-8.26153	91651.73	11.98839	0.995804	0.998924	1.00107	1.0042	3.006836
4260	-417.061	-411.498	-5.56316	286799.2	10.79639	0.997627	0.999393	1.00061	1.00237	2.790856
4270	-418.51	-412.572	-5.93802	208231.1	10.49647	0.997216	0.999287	1.00071	1.00279	2.823454
4280	-422.028	-413.032	-8.99577	589813.7	11.20626	0.998345	0.999577	1.00042	1.00166	3.097502
4290	-427.364	-419.961	-7.40301	273754.8	8.59983	0.997572	0.999378	1.00062	1.00243	2.895852
4300	-417.747	-408.245	-9.50205	851147.5	9.395778	0.998623	0.999648	1.00035	1.00138	3.167889
4310	-418.355	-413.735	-4.6197	260313.3	10.96432	0.99751	0.999363	1.00064	1.00249	2.705454
4320	-417.749	-409.26	-8.48938	198871	14.17215	0.997151	0.999271	1.00073	1.00285	2.918431
4330	-410.311	-409.302	-1.00876	148366.8	12.70452	0.996702	0.999155	1.00084	1.0033	2.405897
4340	-408.483	-406.351	-2.132	751759.9	12.36948	0.998534	0.999625	1.00037	1.00147	2.495987
4350	-417.459	-411.962	-5.49714	384856.7	9.668422	0.997952	0.999476	1.00052	1.00205	2.756324
4360	-412.834	-409.197	-3.63789	155965.1	9.530601	0.996783	0.999176	1.00082	1.00322	2.55428
4370	-408.441	-405.559	-2.88269	760134.4	11.34818	0.998542	0.999627	1.00037	1.00146	2.554175
4380	-418.231	-410.228	-8.00354	497076.8	9.22762	0.998198	0.999539	1.00046	1.0018	3.002285
4390	-425.025	-414.732	-10.2927	462458	9.001281	0.998131	0.999522	1.00048	1.00187	3.24608
4400	-415.561	-407.357	-8.20441	296917	13.10844	0.997668	0.999403	1.00059	1.00233	2.953324
4410	-420.682	-410.414	-10.2687	947597.3	10.74266	0.998695	0.999666	1.00033	1.00131	3.228516
4420	-414.46	-405.685	-8.77514	719840.7	13.58675	0.998502	0.999617	1.00038	1.0015	2.971367
4430	-420.461	-412.313	-8.14853	786532.7	13.20276	0.998567	0.999634	1.00037	1.00143	2.944485
4440	-424.291	-415.102	-9.18887	904647	9.375856	0.998664	0.999658	1.00034	1.00134	3.134171
4450	-412.021	-404.886	-7.13495	189925	9.617377	0.997085	0.999254	1.00074	1.00292	2.924148
4460	-413.859	-407.618	-6.24121	339508.9	10.56134	0.997819	0.999442	1.00056	1.00218	2.852843
4470	-424.268	-413.332	-10.9353	48037.63	8.295769	0.994206	0.998513	1.00148	1.00581	3.291923
4480	-415.666	-412.27	-3.39621	383791.5	14.07978	0.997949	0.999475	1.00052	1.00205	2.561827
4490	-418.736	-414.159	-4.57631	8276.08	11.42389	0.986062	0.996397	1.00353	1.01401	2.703383
4500	-418.352	-412.305	-6.0468	834914.4	12.15776	0.998609	0.999644	1.00035	1.00139	2.818075
4510	-428.588	-413.302	-15.2861	556787.9	6.370361	0.998297	0.999564	1.00043	1.0017	3.662261
4520	-432.725	-415.576	-17.1482	855806.5	6.381845	0.998626	0.999649	1.00035	1.00137	3.956411
4530	-436.343	-420.956	-15.3865	661195	9.173408	0.998437	0.9996	1.0004	1.00156	3.804836
4540	-419.425	-411.318	-8.10748	618920.3	12.00464	0.998385	0.999587	1.00041	1.00162	2.993386
4550	-417.805	-414.108	-3.69753	294225	9.756461	0.997658	0.9994	1.0006	1.00234	2.575853
4560	-412.848	-413.635	0.786549	618305.5	12.44938	0.998384	0.999587	1.00041	1.00162	2.261318
4570	-425.502	-413.681	-11.8215	902138.3	12.30001	0.998662	0.999658	1.00034	1.00134	3.283864
4580	-415.667	-408.03	-7.63653	620788.1	10.36031	0.998387	0.999587	1.00041	1.00161	2.985545
4590	-420.395	-412.341	-8.05441	144018.9	10.22904	0.996653	0.999143	1.00085	1.00335	3.02614
4600	-423.294	-413.338	-9.95571	560545.3	11.3343	0.998303	0.999566	1.00043	1.0017	3.178021
4610	-421.213	-415.518	-5.69479	912889.5	10.70135	0.99867	0.99966	1.00034	1.00133	2.802453
4620	-412.013	-411.53	-0.483305	791179	13.58466	0.998571	0.999635	1.00036	1.00143	2.361099
4630	-418.027	-412.564	-5.46343	828171.6	9.68103	0.998604	0.999643	1.00036	1.0014	2.753434
4640	-421.201	-409.845	-11.356	964029	7.735359	0.998706	0.999669	1.00033	1.00129	3.3009
4650	-425.103	-413.596	-11.5065	730202.7	8.098479	0.998513	0.99962	1.00038	1.00149	3.349445
4660	-426.709	-418.82	-7.88928	616927.4	9.266039	0.998382	0.999586	1.00041	1.00162	2.991474
4670	-412.981	-409.214	-3.76688	587304.9	9.786087	0.998342	0.999576	1.00042	1.00166	2.58476
4680	-417.915	-414.033	-3.88189	321943.2	11.11226	0.997761	0.999427	1.00057	1.00224	2.640179
4690	-417.558	-406.732	-10.8265	570675.5	8.114771	0.998318	0.99957	1.00043	1.00168	3.266694
4700	-421.592	-411.361	-10.2304	6417.146	10.72862	0.984177	0.995903	1.00401	1.01591	3.225406
4710	-426.079	-421.585	-4.49389	763077.9	11.02656	0.998545	0.999628	1.00037	1.00146	2.694585
4720	-423.994	-412.117	-11.8769	633817.8	12.00774	0.998404	0.999592	1.00041	1.0016	3.307185
4730	-413.981	-407.259	-6.72196	368218	9.149962	0.997906	0.999464	1.00053	1.0021	2.85892
4740	-423.072	-417.155	-5.91687	603483.3	15.13182	0.998364	0.999582	1.00042	1.00164	2.693542
4750	-417.186	-410.228	-6.95812	937316.7	14.48597	0.998687	0.999664	1.00034	1.00131	2.795061
4760	-419.656	-409.878	-9.77814	5471.444	8.262399	0.982868	0.995559	1.00434	1.01724	3.149878
4770	-418.337	-408.74	-9.59685	86142.67	9.167964	0.995672	0.998891	1.0011	1.00433	3.173568
4780	-427.349	-415.621	-11.7283	244239.5	10.72729	0.997429	0.999342	1.00066	1.00257	3.365082
4790	-424.565	-413.307	-11.2577	309498.6	10.38509	0.997716	0.999415	1.00058	1.00229	3.334222
4800	-426.953	-412.328	-14.6241	50215.28	9.719869	0.994333	0.998545	1.00144	1.00568	3.697695
4810	-429.099	-414.429	-14.6701	334222	10.43042	0.997802	0.999438	1.00056	1.0022	3.659799
4820	-426.835	-417.628	-9.20671	875097.4	9.434432	0.998642	0.999653	1.00035	1.00136	3.137147
4830	-431.011	-419.193	-11.8186	364438.6	11.53038	0.997895	0.999461	1.00054	1.00211	3.331229
4840	-424.858	-414.496	-10.3613	749384.1	7.496826	0.998532	0.999625	1.00037	1.00147	3.141739
4850	-428.649	-417.1	-11.5492	520496.4	11.69846	0.998239	0.999549	1.00045	1.00176	3.298292
4860	-430.334	-418.47	-11.8637	639675.5	12.12094	0.998411	0.999594	1.00041	1.00159	3.298886
4870	-420.057	-413.555	-6.50197	916320.6	12.56389	0.998672	0.999661	1.00034	1.00133	2.84305
4880	-425.352	-412.759	-12.5933	618686.5	12.17293	0.998384	0.999587	1.00041	1.00162	3.355485
4890	-421.731	-413.074	-8.65683	951560.2	9.395942	0.998697	0.999667	1.00033	1.0013	3.077936
4900	-435.676	-420.838	-14.8375	512603.9	13.34988	0.998225	0.999546	1.00045	1.00178	3.438272
4910	-424.741	-421.059	-3.68191	94542.77	11.35351	0.995869	0.998941	1.00105	1.00414	2.624641
4920	-425.708	-416.629	-9.07991	244468.1	9.929871	0.99743	0.999342	1.00066	1.00257	3.127966
4930	-414.324	-407.918	-6.40609	434636.4	12.0213	0.998073	0.999507	1.00049	1.00193	2.851236
4940	-419.562	-412.434	-7.12808	21787.8	12.28203	0.991402	0.997787	1.00219	1.00862	2.902899
4950	-414.941	-408.863	-6.07792	498117.6	13.13032	0.9982	0.999539	1.00046	1.0018	2.790308
4960	-422.619	-409.38	-13.2391	688781.9	13.5703	0.998469	0.999608	1.00039	1.00153	3.301214
4970	-416.599	-407.07	-9.52835	468464.4	8.128501	0.998143	0.999525	1.00047	1.00186	3.107998
4980	-412.949	-406.703	-6.24576	617500	10.79405	0.998383	0.999586	1.00041	1.00162	2.85408
4990	-418.267	-411.087	-7.18021	895525.8	13.43923	0.998657	0.999657	1.00034	1.00134	2.860695
5000	-421.641	-408.865	-12.7751	29047.05	10.61646	0.992552	0.998085	1.0019	1.00747	3.468626
5010	-423.255	-416.077	-7.17778	932357.9	12.90616	0.998684	0.999663	1.00034	1.00132	2.883437
5020	-421.442	-413.59	-7.85182	979989.7	10.62982	0.998716	0.999672	1.00033	1.00128	3.004758
5030	-415.272	-411.832	-3.4394	394707	11.23137	0.997977	0.999483	1.00052	1.00202	2.601987
5040	-417.715	-417.467	-0.247111	380679.3	12.24185	0.997941	0.999473	1.00053	1.00206	2.342165
5050	-414.995	-407.914	-7.08094	39629.22	13.48488	0.993622	0.998362	1.00162	1.00639	2.851271
5060	-427.793	-418.836	-8.95735	130069.1	10.07819	0.996478	0.999098	1.0009	1.00353	3.115374
5070	-425.404	-418.155	-7.24875	670602.8	11.87785	0.998448	0.999603	1.0004	1.00155	2.925678
