Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1722	0	-435.653	-409.156	-26.4978	631930.3	13.21018	13.20409	7.971768	0.382396	0.469447	0.530773	0.617814	0.498329	0.382807	3.81639e-05	0.118825	0.998401	0.999591	1.00041	1.0016	4.536865
1723	1	-426.849	-425.346	-1.50332	639941.7	3.457413	4.215355	13.4967	0.267087	0.405403	0.511497	0.659296	0.0226222	0.0934833	0.757584	0.12631	0.998411	0.999594	1.00041	1.00159	2.172181
1724	0	-425.614	-410.454	-15.1599	288001.5	13.07019	16.59238	9.804136	0.33445	0.41453	0.472205	0.556332	0.0825201	0.548888	0.261838	0.106754	0.997632	0.999394	1.0006	1.00237	3.158381
1725	1	-415.089	-416.442	1.35269	72780.81	4.803026	6.284781	16.23955	0.276248	0.395666	0.486082	0.61557	0.825458	0.0184926	0.0597703	0.0962792	0.995292	0.998793	1.0012	1.00472	1.950568
1726	0	-437.001	-417.634	-19.3666	96198.45	30.08919	33.24538	12.79144	0.397959	0.455515	0.495754	0.554156	0.0383055	0.787681	0.00824198	0.165771	0.995905	0.99895	1.00104	1.0041	3.125865
1727	1	-428.873	-411.969	-16.9041	252435.4	7.083173	6.221005	11.9567	0.368737	0.487287	0.571185	0.685462	0.401376	0.28344	0.0440027	0.271181	0.997471	0.999353	1.00065	1.00253	3.384279
1728	0	-423.251	-412.114	-11.1367	777611.4	25.23758	22.91553	11.21996	0.433888	0.500429	0.5464	0.611882	0.366223	0.0985998	0.474099	0.0610777	0.998559	0.999631	1.00037	1.00144	2.607957
1729	1	-421.878	-409.69	-12.1881	85720	5.342528	5.453401	8.979726	0.3232	0.449405	0.541536	0.66853	0.24544	0.350208	0.27556	0.128793	0.995662	0.998888	1.00111	1.00434	3.023086
1730	0	-412.742	-414.508	1.76637	516227.8	7.933596	9.745733	16.94748	0.315305	0.41582	0.489389	0.595321	0.204294	0.00202842	0.153431	0.640246	0.998231	0.999548	1.00045	1.00177	1.880516
1731	1	-420.935	-407.289	-13.6461	915904.2	4.782816	5.307673	9.255535	0.302182	0.429864	0.524632	0.656501	0.134593	0.343443	0.45375	0.0682135	0.998672	0.99966	1.00034	1.00133	3.200042
1732	0	-415.784	-409.433	-6.35062	87049.77	13.23667	14.94152	14.79805	0.358178	0.441523	0.500905	0.586408	0.603722	0.0166473	0.368552	0.0110791	0.995695	0.998896	1.0011	1.00431	2.357839
1733	1	-428.722	-411.051	-17.6714	213271.4	7.341315	7.262985	10.5037	0.349699	0.462137	0.542745	0.654854	0.319339	0.139446	0.511426	0.0297892	0.997249	0.999296	1.0007	1.00275	3.533722
1734	0	-420.668	-414.741	-5.9266	607486.8	3.646937	4.956269	17.74138	0.254672	0.384543	0.485172	0.628645	0.189694	0.260743	0.495023	0.0545392	0.99837	0.999583	1.00042	1.00163	2.357347
1735	1	-417.683	-407.543	-10.1408	121804.4	7.923529	6.034724	11.69443	0.402692	0.520519	0.602145	0.711364	0.651438	0.0767969	0.233117	0.0386491	0.99636	0.999067	1.00093	1.00364	2.818153
1736	0	-413.286	-412.539	-0.747166	288697.8	6.743001	12.31781	14.77764	0.240261	0.32969	0.398348	0.5023	0.00364745	0.28957	0.0879388	0.618844	0.997635	0.999395	1.0006	1.00237	2.040802
1737	1	-430.242	-415.659	-14.5831	358346.3	7.21804	6.286232	7.632505	0.371575	0.489516	0.572835	0.686274	0.504827	0.396173	0.0193252	0.0796748	0.997877	0.999457	1.00054	1.00212	3.167476
1738	0	-426.031	-414.512	-11.5196	860823.4	11.21421	14.59682	9.75461	0.322415	0.407171	0.468678	0.558479	0.274093	0.0797177	0.37666	0.269529	0.99863	0.99965	1.00035	1.00137	2.824604
1739	1	-422.402	-414.434	-7.96819	774023.8	6.520027	9.429134	14.33468	0.276636	0.378175	0.454521	0.566518	0.19857	0.0214007	0.504531	0.275498	0.998556	0.999631	1.00037	1.00145	2.565437
1740	0	-428.647	-414.619	-14.0287	258625.9	25.65905	39.72708	9.71337	0.321223	0.375341	0.414115	0.471787	0.212621	0.320113	0.0849832	0.382283	0.997502	0.99936	1.00064	1.0025	2.673935
1741	1	-423.029	-411.301	-11.7274	192530.3	5.225003	8.746143	9.355964	0.242397	0.345765	0.425763	0.545137	0.136933	0.0465545	0.2226	0.593913	0.997105	0.999259	1.00074	1.0029	2.955061
1742	0	-424.899	-412.253	-12.6462	45924.69	14.662	23.27091	11.72587	0.296503	0.365472	0.41584	0.491017	0.340432	0.0460817	0.406474	0.207012	0.994075	0.998479	1.00151	1.00594	2.826824
1743	1	-421.75	-409.684	-12.0656	871273	8.521332	15.13565	13.08015	0.254645	0.337071	0.399335	0.493353	0.200218	0.135469	0.00642119	0.657893	0.998639	0.999652	1.00035	1.00136	2.853939
1744	0	-424.253	-415.64	-8.61298	674537.1	4.732364	13.09349	11.36007	0.168904	0.249908	0.316094	0.421637	0.0925239	0.0679317	0.133106	0.706439	0.998453	0.999604	1.00039	1.00155	2.654184
1745	1	-419.63	-409.493	-10.1374	711512.4	12.25314	17.68034	13.11246	0.307034	0.38503	0.441951	0.526078	0.136081	0.147852	0.506872	0.209194	0.998493	0.999615	1.00038	1.00151	2.6577
1746	0	-437.141	-416.611	-20.5293	539917.4	7.999389	7.639408	7.938055	0.361673	0.471471	0.549609	0.658065	0.290059	0.307835	0.196964	0.205142	0.998271	0.999558	1.00044	1.00173	3.923227
1747	1	-431.83	-422.437	-9.39342	837651.6	10.68003	7.230051	11.43137	0.446496	0.55302	0.625291	0.721748	0.140161	0.406696	0.396271	0.0568723	0.998612	0.999645	1.00035	1.00139	2.721979
1748	0	-415.136	-406.874	-8.26171	284185.9	7.663826	8.525845	10.83407	0.331174	0.437128	0.513973	0.622945	0.0849611	0.417965	0.304194	0.19288	0.997617	0.99939	1.00061	1.00239	2.631031
1749	1	-427.445	-413.671	-13.774	604374.5	5.562778	9.856277	14.25434	0.236604	0.334659	0.410665	0.525106	0.0804117	0.407753	0.0332008	0.478634	0.998365	0.999582	1.00042	1.00164	2.979033
1750	0	-422.865	-407.418	-15.4473	449531.1	6.447889	9.88288	11.63342	0.266467	0.365767	0.440925	0.552062	0.228879	0.175111	0.0512685	0.544741	0.998105	0.999515	1.00048	1.0019	3.254893
1751	1	-422.052	-408.781	-13.2711	432555.3	7.227031	14.47333	12.01992	0.228716	0.311507	0.375305	0.472979	0.314759	0.247718	0.244234	0.193289	0.998068	0.999506	1.00049	1.00193	3.007811
1752	0	-418.536	-409.871	-8.66471	236737.4	6.3007	7.774151	10.72721	0.301557	0.411727	0.493304	0.610089	0.555814	0.158491	0.0204905	0.265205	0.997389	0.999332	1.00067	1.00261	2.686022
1753	1	-419.941	-407.256	-12.6844	51406.99	8.627384	13.61997	12.47782	0.275197	0.362126	0.42707	0.523803	0.0966497	0.0246382	0.317104	0.561608	0.994399	0.998563	1.00143	1.00561	2.937566
1754	0	-416.529	-412.817	-3.71287	597184.3	3.064451	6.595454	15.2063	0.184968	0.295297	0.386765	0.527304	0.175674	0.378871	0.0538196	0.391635	0.998356	0.999579	1.00042	1.00165	2.296543
1755	1	-421.468	-411.911	-9.55672	241404.3	11.55533	15.15447	11.66813	0.322416	0.405811	0.466308	0.554739	0.244697	0.157554	0.091857	0.505893	0.997414	0.999338	1.00066	1.00259	2.659245
1756	0	-424.21	-410.193	-14.0176	978409.7	4.098225	6.414026	9.305258	0.240518	0.357462	0.448846	0.583009	0.00654194	0.492509	0.0299027	0.471046	0.998715	0.999671	1.00033	1.00129	3.23627
1757	1	-423.21	-414.547	-8.66241	206986.3	8.621253	10.78675	12.07644	0.316473	0.412849	0.483267	0.585104	0.418331	0.253331	0.063701	0.264637	0.997207	0.999285	1.00071	1.0028	2.64297
1758	0	-418.795	-408.093	-10.7017	885991.5	2.801954	6.031257	11.67068	0.181563	0.295378	0.390508	0.536366	0.0804346	0.387981	0.389865	0.141719	0.99865	0.999655	1.00034	1.00135	2.91052
1759	1	-427.513	-411.463	-16.0493	647552.9	8.246371	7.039512	9.197828	0.384454	0.496701	0.575458	0.683023	0.548018	0.26869	0.164038	0.0192537	0.998421	0.999596	1.0004	1.00158	3.403737
1760	0	-426.733	-412.196	-14.5375	444040.9	2.548216	2.464898	12.67773	0.277667	0.443464	0.569416	0.733214	0.0786077	0.785553	0.0395968	0.096242	0.998093	0.999512	1.00049	1.00191	3.211573
1761	1	-442.564	-430.176	-12.3877	351745	22.06803	19.88175	11.57479	0.429591	0.500635	0.549761	0.619503	0.127812	0.0326499	0.574379	0.265159	0.997858	0.999452	1.00055	1.00214	2.772317
1762	0	-432.261	-418.506	-13.7551	984754	2.571864	3.4156	9.097196	0.237608	0.384873	0.501726	0.664529	0.0244478	0.266408	0.681223	0.0279213	0.998719	0.999673	1.00033	1.00128	3.253711
1763	1	-422.753	-414.675	-8.07781	6411.813	11.6417	11.1258	11.65642	0.384361	0.47779	0.543525	0.635983	0.358025	0.113397	0.0806057	0.447973	0.984171	0.995901	1.00401	1.01592	2.566221
1764	0	-426.83	-412.268	-14.5621	106301.1	3.299758	4.164454	8.744249	0.259301	0.397911	0.505072	0.654986	0.0307483	0.207472	0.516206	0.245573	0.996104	0.999002	1.00099	1.0039	3.319184
1765	1	-418.81	-411.95	-6.8597	119592.7	7.879672	9.135918	12.57878	0.325327	0.428444	0.503479	0.610622	0.702867	0.0311804	0.224492	0.0414607	0.996327	0.999059	1.00094	1.00368	2.512059
1766	0	-426.187	-415.926	-10.2605	581168.2	5.713546	7.005145	10.09493	0.296921	0.411705	0.49708	0.61879	0.0921262	0.173295	0.573994	0.160586	0.998333	0.999574	1.00043	1.00167	2.839702
1767	1	-426.668	-417.193	-9.47468	22977.37	4.032617	2.864353	11.70143	0.358807	0.514946	0.625012	0.763856	0.623942	0.00490685	0.342039	0.0291118	0.991627	0.997846	1.00213	1.0084	2.821454
1768	0	-435.156	-417.316	-17.84	514450	9.621103	10.17712	8.217459	0.353762	0.451841	0.521975	0.621407	0.17941	0.547414	0.261375	0.0118011	0.998228	0.999547	1.00045	1.00177	3.544057
1769	1	-423.068	-411.507	-11.5605	529485.3	1.868994	3.659994	8.595749	0.17687	0.313257	0.430322	0.603789	0.165852	0.00290972	0.815138	0.0161009	0.998254	0.999553	1.00045	1.00175	2.987548
1770	0	-431.67	-413.768	-17.9014	955699.2	9.87715	14.43042	11.51185	0.295067	0.380191	0.442936	0.535649	0.450855	0.283426	0.109177	0.156542	0.9987	0.999668	1.00033	1.0013	3.405152
1771	1	-416.266	-407.279	-8.98755	33928.69	5.359279	6.381844	13.55646	0.297909	0.416944	0.50549	0.630825	0.134165	0.532325	0.292606	0.040904	0.993108	0.998229	1.00175	1.00691	2.694547
1772	0	-427.256	-415.468	-11.7881	493873.1	5.365401	13.78274	12.90045	0.18236	0.263112	0.328014	0.430477	0.123944	0.02851	0.145652	0.701894	0.998192	0.999537	1.00046	1.00181	2.874532
1773	1	-423.079	-415.094	-7.98539	463027.9	8.222871	9.054156	12.29864	0.337185	0.440483	0.515099	0.620988	0.278057	0.200756	0.418724	0.102463	0.998133	0.999522	1.00048	1.00187	2.602805
1774	0	-428.76	-412.069	-16.6905	477290.3	5.568328	8.833851	9.143376	0.253761	0.357271	0.436602	0.554185	0.0548561	0.358353	0.139797	0.446993	0.998161	0.999529	1.00047	1.00184	3.483559
1775	1	-418.741	-412.693	-6.04766	992500.9	4.717513	7.168773	12.06905	0.252104	0.364648	0.45144	0.57876	0.135075	0.0938911	0.210769	0.560265	0.998724	0.999674	1.00033	1.00128	2.48871
1776	0	-431.245	-411.445	-19.7996	636147.3	9.461272	9.654828	8.140103	0.35961	0.459641	0.530942	0.631475	0.491952	0.161081	0.160056	0.186911	0.998407	0.999592	1.00041	1.00159	3.79041
1777	1	-424.675	-408.204	-16.4704	256652.5	2.701296	2.863311	6.679877	0.270013	0.427949	0.548967	0.710236	0.275337	0.150709	0.169022	0.404932	0.997492	0.999358	1.00064	1.00251	3.390499
1778	0	-445.986	-425.415	-20.5714	614107.4	6.947086	9.289172	8.804921	0.29322	0.395672	0.471818	0.582429	0.115407	0.0686938	0.0456288	0.770271	0.998378	0.999585	1.00041	1.00162	3.903719
1779	1	-432.492	-416.52	-15.9714	202256.1	3.442135	3.316419	10.09555	0.30075	0.451602	0.563713	0.712642	0.127222	0.40885	0.38306	0.0808678	0.997175	0.999277	1.00072	1.00283	3.464446
1780	0	-417.033	-410.825	-6.20811	200641.7	6.195105	7.965954	11.17499	0.293604	0.402651	0.48384	0.600755	0.0685272	0.206607	0.491753	0.233113	0.997164	0.999274	1.00072	1.00284	2.470541
1781	1	-434.593	-420.616	-13.9767	561175.5	2.853806	2.488898	11.57801	0.300025	0.465455	0.588227	0.745686	0.238417	0.0731923	0.611914	0.0764772	0.998304	0.999566	1.00043	1.0017	3.225704
1782	0	-428.342	-419.208	-9.13423	78920.44	6.702467	8.730892	18.54269	0.295765	0.400868	0.478911	0.591749	0.0394498	0.284665	0.323984	0.351901	0.995479	0.998841	1.00115	1.00453	2.461603
1783	1	-428.918	-414.556	-14.3624	51843.46	4.264817	0.8663053	12.04476	0.52413	0.704734	0.810595	0.913691	0.865802	0.0147922	0.012264	0.107142	0.994423	0.998569	1.00142	1.00559	3.235015
1784	0	-421.558	-407.131	-14.427	490168.2	10.06256	13.91334	8.325632	0.305974	0.392519	0.455944	0.549075	0.123214	0.29661	0.101932	0.478245	0.998185	0.999536	1.00046	1.00182	3.087133
1785	1	-433.469	-408.084	-25.3846	229161.9	4.837649	8.010867	5.697338	0.240368	0.347386	0.430555	0.55428	0.100259	0.0377484	0.65592	0.206073	0.997346	0.999321	1.00068	1.00266	4.524951
1786	0	-426.583	-414.82	-11.7631	839234.9	20.56801	15.20354	12.80337	0.468577	0.545825	0.598362	0.671284	0.479002	0.315706	0.114043	0.0912479	0.998613	0.999645	1.00035	1.00139	2.74658
1787	1	-438.789	-420.438	-18.3508	443239	7.652082	10.59169	7.745064	0.29228	0.389311	0.46133	0.566658	0.258285	0.284809	0.163559	0.293347	0.998091	0.999512	1.00049	1.00191	3.606182
1788	0	-423.218	-407.259	-15.9584	551856	14.38667	23.0398	10.69594	0.294084	0.36334	0.413984	0.489642	0.0243508	0.258631	0.409476	0.307542	0.998289	0.999562	1.00044	1.00171	3.149038
1789	1	-423.911	-410.456	-13.4548	170921.3	11.37165	10.01058	13.80843	0.399214	0.496036	0.563612	0.657557	0.833534	0.0581413	0.0305159	0.077809	0.996927	0.999213	1.00078	1.00308	2.939434
1790	0	-434.275	-418.405	-15.8706	935833.9	9.597507	10.7728	10.29626	0.342399	0.438483	0.507622	0.60642	0.117277	0.45894	0.218026	0.205757	0.998686	0.999664	1.00034	1.00131	3.314114
1791	1	-426.006	-416.576	-9.43015	144132.3	9.125711	9.982735	9.663784	0.344411	0.443516	0.51477	0.6161	0.325795	0.0451345	0.213242	0.415828	0.996654	0.999143	1.00085	1.00335	2.674226
1792	0	-429.213	-416.086	-13.1261	195018.6	8.540033	5.492251	10.4677	0.439466	0.55828	0.638699	0.74376	0.703325	0.274357	0.013467	0.00885023	0.997123	0.999263	1.00073	1.00288	3.106982
1793	1	-414.098	-407.973	-6.12437	14585.07	8.919261	9.889537	14.7162	0.340586	0.440161	0.511914	0.614082	0.223554	0.138068	0.152614	0.485763	0.989495	0.997292	1.00267	1.01054	2.407921
1794	0	-415.94	-405.743	-10.1962	262672.4	5.578978	6.047216	10.19245	0.316038	0.437512	0.526658	0.651066	0.0286725	0.386322	0.491639	0.0933668	0.997521	0.999365	1.00063	1.00248	2.846159
1795	1	-425.274	-416.551	-8.72363	437632.5	11.97509	16.5573	11.65741	0.314053	0.394333	0.452758	0.538702	0.711779	0.0316563	0.2454	0.0111645	0.998079	0.999509	1.00049	1.00192	2.572173
1796	0	-419.998	-410.8	-9.19804	601004.8	4.81796	6.54119	12.35011	0.270637	0.388059	0.477332	0.605988	0.283775	0.235054	0.272004	0.209167	0.998361	0.999581	1.00042	1.00164	2.748391
1797	1	-426.997	-412.544	-14.4528	848687.4	10.12289	6.769674	11.15492	0.445002	0.55438	0.628546	0.727049	0.473121	0.363238	0.162911	0.000729727	0.998621	0.999647	1.00035	1.00138	3.184652
1798	0	-428.203	-411.816	-16.3869	120793.1	4.133322	6.387024	9.954673	0.242811	0.360087	0.451543	0.585553	0.0600123	0.087844	0.695148	0.156996	0.996345	0.999063	1.00093	1.00366	3.473662
1799	1	-433.731	-421.917	-11.8139	793841	9.27635	12.54564	10.72177	0.306072	0.396523	0.462911	0.560016	0.489417	0.0367221	0.207136	0.266724	0.998574	0.999635	1.00036	1.00143	2.907385
1800	0	-441.28	-425.846	-15.4342	275889.8	1.868359	5.007066	8.288193	0.144831	0.260192	0.362938	0.524759	0.132745	0.135788	0.00507871	0.726388	0.997581	0.999381	1.00062	1.00242	3.411884
1801	1	-433.821	-420.491	-13.33	695818.2	9.90717	9.113559	8.740363	0.382223	0.48369	0.555103	0.654491	0.41461	0.231853	0.01755	0.335986	0.998477	0.99961	1.00039	1.00152	3.045885
1802	0	-435.669	-411.71	-23.9586	743196	2.199804	3.761034	5.913321	0.198736	0.337178	0.452254	0.619604	0.0778875	0.225203	0.484215	0.212695	0.998526	0.999623	1.00038	1.00147	4.435336
1803	1	-437.689	-424.483	-13.2053	994267.3	6.629756	9.051687	11.29676	0.287174	0.390639	0.467897	0.580338	0.217623	0.318617	0.228848	0.234911	0.998726	0.999674	1.00033	1.00128	3.079349
1804	0	-440.23	-420.478	-19.7524	126392	2.645019	5.162266	8.191223	0.191012	0.313244	0.414808	0.567594	0.0835731	0.0476731	0.294563	0.574191	0.996427	0.999085	1.00091	1.00358	3.923033
1805	1	-432.188	-421.85	-10.3378	979480.3	7.612128	7.72685	11.09542	0.347355	0.45716	0.536003	0.64625	0.0712664	0.0526061	0.650871	0.225257	0.998716	0.999672	1.00033	1.00128	2.830023
1806	0	-436.976	-417.582	-19.3948	435778	4.486763	6.55672	7.046415	0.25541	0.372146	0.462078	0.592972	0.0415862	0.56261	0.00517938	0.390625	0.998075	0.999508	1.00049	1.00193	3.791178
1807	1	-424.938	-416.565	-8.37258	784853.2	4.6299	2.650745	10.70596	0.404461	0.56043	0.666263	0.795359	0.324836	0.219117	0.269295	0.186753	0.998566	0.999633	1.00037	1.00144	2.721813
1808	0	-433.801	-416.351	-17.4502	278406.3	8.66167	7.909052	8.051498	0.375144	0.482866	0.558924	0.664119	0.162184	0.645464	0.00480493	0.187547	0.997592	0.999384	1.00061	1.00241	3.529288
1809	1	-433.676	-417.742	-15.9338	53079.8	3.813543	6.363737	9.817483	0.227794	0.344214	0.436353	0.572794	0.0674068	0.195287	0.708031	0.0292752	0.994488	0.998585	1.0014	1.00552	3.435701
1810	0	-436.07	-417.395	-18.6757	731858.8	11.72502	9.767528	7.313004	0.412001	0.509042	0.576329	0.669276	0.319916	0.195371	0.201903	0.28281	0.998515	0.99962	1.00038	1.00149	3.57203
1811	1	-427.989	-409.67	-18.3185	847365.4	5.19865	5.020538	7.012697	0.330501	0.460464	0.554807	0.683381	0.0809276	0.641592	0.0844908	0.19299	0.998619	0.999647	1.00035	1.00138	3.646063
1812	0	-436.363	-418.645	-17.7172	366678.9	12.40524	11.2346	10.47302	0.398706	0.491077	0.555609	0.645922	0.107049	0.142425	0.663273	0.087253	0.997902	0.999463	1.00054	1.0021	3.453541
1813	1	-430.36	-417.102	-13.2576	842361.9	6.294198	6.992783	11.6308	0.319479	0.434285	0.518282	0.636558	0.392204	0.281794	0.0214081	0.304594	0.998615	0.999646	1.00035	1.00139	3.092937
1814	0	-426.12	-413.903	-12.2176	458958.4	11.68852	11.34502	12.23978	0.381526	0.474324	0.539714	0.631878	0.0444452	0.00492848	0.760269	0.190357	0.998124	0.99952	1.00048	1.00188	2.90209
1815	1	-423.372	-410.594	-12.7783	754724.6	10.50409	8.889456	8.135707	0.402036	0.503448	0.574064	0.671398	0.813629	0.000210773	0.0924207	0.0937398	0.998537	0.999626	1.00037	1.00146	2.92395
1816	0	-418.477	-412.171	-6.3061	524889	13.10514	19.92099	12.23379	0.300116	0.374073	0.428135	0.508489	0.165613	0.570392	0.027248	0.236747	0.998246	0.999551	1.00045	1.00176	2.337401
1817	1	-428.014	-408.174	-19.8403	310353.1	12.9398	13.41048	8.847587	0.374046	0.460837	0.522222	0.60969	0.57578	0.033022	0.357054	0.0341447	0.997719	0.999416	1.00058	1.00228	3.70501
1818	0	-421.743	-408.856	-12.8867	973344.2	19.71871	15.6464	10.23114	0.451321	0.528802	0.581862	0.655989	0.511401	0.184316	0.217644	0.086639	0.998712	0.999671	1.00033	1.00129	2.877803
1819	1	-429.71	-416.934	-12.7763	300603.9	7.918315	11.37139	10.13982	0.28758	0.381702	0.4517	0.554628	0.3021	0.337992	0.268769	0.0911395	0.997683	0.999407	1.00059	1.00232	3.024
1820	0	-420.189	-414.502	-5.6878	247096.5	20.09573	20.93244	15.4621	0.394353	0.465293	0.515001	0.586462	0.146087	0.000797273	0.693837	0.159279	0.997444	0.999346	1.00065	1.00256	2.2157
1821	1	-421.582	-406.683	-14.8988	694086.3	8.968016	12.04954	9.21083	0.305578	0.397589	0.465174	0.563905	0.0159705	0.585581	0.146677	0.251772	0.998475	0.99961	1.00039	1.00153	3.216576
1822	0	-432.492	-416.228	-16.2649	542804.3	17.60252	20.15553	10.36156	0.368693	0.441613	0.493245	0.568023	0.0653653	0.630211	0.0909344	0.21349	0.998275	0.999559	1.00044	1.00173	3.182343
1823	1	-418.353	-407.204	-11.1495	391976.1	4.442168	6.207291	9.152342	0.261664	0.381187	0.47285	0.605216	0.200853	0.30923	0.22974	0.260177	0.99797	0.999481	1.00052	1.00203	2.919066
1824	0	-435.187	-419.585	-15.602	413220	12.1668	18.51353	9.785975	0.296824	0.37319	0.429182	0.512392	0.0957223	0.144672	0.185422	0.574183	0.998023	0.999494	1.0005	1.00198	3.193143
1825	1	-416.895	-406.202	-10.6928	851572.4	5.88629	6.353308	13.98023	0.320206	0.439353	0.526511	0.648336	0.292472	0.349336	0.193164	0.165027	0.998623	0.999648	1.00035	1.00138	2.797873
1826	0	-436.31	-423.598	-12.7112	531891.2	7.77961	11.91825	11.03414	0.275583	0.367621	0.43656	0.538757	0.102094	0.00912556	0.747596	0.141184	0.998258	0.999554	1.00044	1.00174	3.005876
1827	1	-429.713	-417.472	-12.2408	864054.7	8.628534	10.03786	12.05599	0.329835	0.428994	0.500902	0.603881	0.0614263	0.744082	0.0339779	0.160514	0.998633	0.99965	1.00035	1.00137	2.946118
1828	0	-421.505	-412.544	-8.9612	45139.74	12.33422	6.35956	12.27239	0.509195	0.614023	0.682754	0.771463	0.843923	0.0964598	0.0310919	0.0285254	0.994024	0.998466	1.00152	1.00599	2.671024
1829	1	-434.619	-420.501	-14.1172	738125.8	8.803741	13.24532	7.404464	0.284513	0.372681	0.438197	0.535233	0.586406	0.222164	0.0223269	0.169102	0.998521	0.999622	1.00038	1.00148	2.957681
1830	0	-435.075	-417.101	-17.9737	53498.24	9.743806	15.95493	8.975871	0.274181	0.355322	0.415772	0.506248	0.134405	0.0241189	0.167769	0.673707	0.99451	0.998591	1.0014	1.0055	3.501431
1831	1	-428.316	-413.906	-14.4106	245768.7	14.89069	15.21737	11.02197	0.384114	0.466002	0.523641	0.605894	0.481098	0.350574	0.123839	0.0444883	0.997437	0.999344	1.00065	1.00257	3.065844
1832	0	-433.963	-411.301	-22.6612	407229.4	9.451691	13.90214	10.01196	0.291821	0.378286	0.442186	0.53664	0.0135192	0.638873	0.333466	0.0141413	0.998009	0.999491	1.00051	1.00199	3.970056
1833	1	-418.994	-407.319	-11.6744	558936.5	21.91104	30.49121	17.48404	0.337472	0.398505	0.442113	0.506476	0.620136	0.0797822	0.0618727	0.23821	0.9983	0.999565	1.00043	1.0017	2.445644
1834	0	-433.68	-417.131	-16.5489	727482.9	14.33057	15.81708	7.637374	0.366587	0.447693	0.505238	0.588001	0.566889	0.00191527	0.114083	0.317113	0.99851	0.999619	1.00038	1.00149	3.207555
1835	1	-428.397	-415.153	-13.2434	351547	13.68337	22.07584	10.63535	0.290758	0.361314	0.413038	0.490365	0.0664164	0.0384947	0.599823	0.295266	0.997857	0.999452	1.00055	1.00214	2.910889
1836	0	-424.309	-409.573	-14.7361	51946.59	12.62373	17.46838	11.70128	0.316263	0.394683	0.451646	0.535486	0.0526758	0.329208	0.027829	0.590287	0.994428	0.99857	1.00142	1.00558	3.07287
1837	1	-444.682	-425.846	-18.836	77033.96	12.5889	15.61951	9.095963	0.337143	0.419313	0.478449	0.564447	0.149701	0.423642	0.119521	0.307135	0.995424	0.998827	1.00117	1.00458	3.567987
1838	0	-433.987	-412.47	-21.5171	901741.6	18.44879	23.2858	9.081047	0.350719	0.419475	0.468472	0.540136	0.0191409	0.637664	0.114783	0.228413	0.998662	0.999658	1.00034	1.00134	3.714501
1839	1	-429.376	-414.185	-15.1914	696878.5	5.785385	9.378833	11.30225	0.252202	0.353122	0.430454	0.545508	0.0562919	0.0399958	0.788065	0.115647	0.998478	0.999611	1.00039	1.00152	3.259477
1840	0	-436.588	-413.944	-22.6432	288440.9	18.49846	13.68659	14.12382	0.462749	0.543932	0.599197	0.675641	0.626387	0.317962	0.0300521	0.0255993	0.997634	0.999394	1.0006	1.00237	3.496167
1841	1	-419.157	-415.192	-3.96528	251059.3	9.753432	15.4633	20.00528	0.279898	0.36228	0.423483	0.514754	0.122275	0.0990601	0.542468	0.236196	0.997464	0.999351	1.00065	1.00254	2.084965
1842	0	-447.03	-425.717	-21.3134	26658.46	5.12539	5.909166	7.29876	0.300438	0.423052	0.514133	0.642116	0.0170508	0.3759	0.514937	0.0921123	0.992226	0.998001	1.00198	1.0078	4.075264
1843	1	-421.578	-411.973	-9.60525	683254.6	11.62863	14.46848	13.37724	0.332773	0.417757	0.479097	0.568228	0.366342	0.00726304	0.555245	0.0711506	0.998463	0.999607	1.00039	1.00154	2.639354
1844	0	-429.514	-416.655	-12.8589	389975	3.312647	5.179864	9.642468	0.229798	0.355975	0.456167	0.602146	0.0176103	0.516155	0.0329463	0.433289	0.997965	0.999479	1.00052	1.00204	3.138707
1845	1	-425.519	-413.177	-12.3418	546040.8	13.41797	16.79178	13.95845	0.338468	0.41808	0.4753	0.558661	0.443164	0.18103	0.023262	0.352544	0.99828	0.99956	1.00044	1.00172	2.788266
1846	0	-419.288	-413.663	-5.62478	749373.7	8.298729	12.86525	11.69034	0.276562	0.365673	0.432272	0.531215	0.0675724	0.385889	0.544204	0.00233462	0.998532	0.999625	1.00037	1.00147	2.370279
1847	1	-423.318	-409.545	-13.7733	77688.19	9.810902	10.80723	11.95727	0.347172	0.443021	0.511804	0.609902	0.234913	0.653287	0.036373	0.0754272	0.995443	0.998832	1.00116	1.00456	3.06124
1848	0	-423.547	-413.293	-10.254	610489.9	6.306599	9.38906	8.904465	0.270147	0.371689	0.448415	0.561363	0.105946	0.0537704	0.838819	0.00146406	0.998374	0.999584	1.00042	1.00163	2.746902
1849	1	-441.788	-418.962	-22.8253	839722.7	26.40443	24.81819	9.374392	0.428257	0.492741	0.537384	0.601226	0.42818	0.0718151	0.0221999	0.477805	0.998613	0.999645	1.00035	1.00139	3.742267
1850	0	-412.708	-407.967	-4.74075	609159.9	3.421218	5.300064	11.84979	0.232726	0.358038	0.457179	0.601568	0.397776	0.0746351	0.107825	0.419764	0.998372	0.999584	1.00042	1.00163	2.403822
