Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
418	0	-426.493	-423.808	-2.68481	4070.065	2.221477	3.46675	13.4402	0.209902	0.353781	0.47187	0.640504	0.0100549	0.387294	0.239905	0.362746	0.980147	0.994841	1.00502	1.01999	2.274526
419	1	-439.693	-421.998	-17.6954	661281.3	5.564595	9.945483	9.457758	0.235297	0.332906	0.408629	0.522783	0.0135304	0.197563	0.756455	0.0324517	0.998437	0.9996	1.0004	1.00156	3.573609
420	0	-428.534	-415.446	-13.0872	451432.7	3.813248	3.457839	8.78263	0.31746	0.466	0.574758	0.718452	0.0418621	0.472601	0.348694	0.136843	0.998109	0.999516	1.00048	1.00189	3.154525
421	1	-434.985	-421.97	-13.0152	919537.4	0.9644773	2.99917	7.480946	0.118589	0.249393	0.375864	0.573789	0.0669054	0.412022	0.0757315	0.445341	0.998675	0.999661	1.00034	1.00133	3.065166
422	0	-443.264	-422.455	-20.8098	437097.5	6.175091	9.893135	7.37968	0.257191	0.356114	0.431515	0.543624	0.0195295	0.196673	0.330823	0.452975	0.998078	0.999508	1.00049	1.00192	3.941225
423	1	-431.813	-419.98	-11.8335	995458.2	4.472415	5.304486	9.223353	0.287368	0.41498	0.510869	0.645477	0.11714	0.180535	0.483971	0.218355	0.998726	0.999674	1.00033	1.00127	3.006323
424	0	-435.847	-419.133	-16.7142	808703.8	6.799848	8.030374	9.6329	0.313536	0.422275	0.502092	0.615869	0.133091	0.283447	0.0936719	0.489791	0.998587	0.999639	1.00036	1.00141	3.473055
425	1	-437.649	-424.804	-12.845	351267.5	2.456319	2.571728	9.234963	0.264938	0.428201	0.554001	0.720018	0.29202	0.31031	0.151607	0.246063	0.997856	0.999451	1.00055	1.00215	3.167743
426	0	-431.151	-419.163	-11.9885	874662.6	8.156485	8.666725	8.683906	0.343242	0.448243	0.523817	0.630484	0.133673	0.484834	0.168653	0.212841	0.998641	0.999653	1.00035	1.00136	2.913182
427	1	-447.239	-425.828	-21.4106	7304.23	4.276424	5.965939	7.38783	0.259803	0.381096	0.474333	0.608758	0.0874703	0.162951	0.53405	0.215528	0.985167	0.996162	1.00376	1.01491	4.101769
428	0	-426.508	-410.535	-15.9738	922818.8	9.097874	12.53	10.18887	0.301824	0.392307	0.458886	0.556469	0.13836	0.258206	0.25227	0.351163	0.998677	0.999662	1.00034	1.00132	3.314981
429	1	-426.054	-416.567	-9.48626	33716.43	2.709035	2.884126	9.893145	0.269635	0.42719	0.547964	0.709093	0.0452012	0.405577	0.314251	0.234971	0.993086	0.998223	1.00176	1.00693	2.828118
430	0	-432.748	-414.842	-17.9067	494241.6	11.456	16.17057	7.809594	0.308165	0.389268	0.448503	0.535798	0.106809	0.316735	0.0627432	0.513713	0.998193	0.999538	1.00046	1.00181	3.43278
431	1	-417.565	-412.293	-5.272	477642.9	1.238091	4.314658	11.35452	0.113426	0.226543	0.334689	0.510654	0.0713232	0.0332088	0.132936	0.762532	0.998161	0.99953	1.00047	1.00184	2.468007
432	0	-432.929	-412.663	-20.2652	125642.8	5.335473	6.096419	6.116013	0.30443	0.425595	0.515299	0.641372	0.0139012	0.688273	0.132267	0.165559	0.996416	0.999082	1.00091	1.00359	3.770218
433	1	-424.004	-411.082	-12.9218	341223.3	6.19353	7.710577	13.47796	0.299051	0.409571	0.491561	0.609043	0.391907	0.127394	0.197305	0.283394	0.997825	0.999443	1.00055	1.00218	2.973043
434	0	-431.687	-411.327	-20.3598	351254.4	9.851597	9.077927	10.96698	0.381547	0.483206	0.55478	0.654397	0.260397	0.60875	0.0943159	0.0365375	0.997856	0.999451	1.00055	1.00215	3.711564
435	1	-420.776	-409.903	-10.8723	937141.1	5.464235	9.538806	10.7152	0.238065	0.337553	0.414646	0.530461	0.106586	0.0573487	0.294195	0.54187	0.998687	0.999664	1.00034	1.00131	2.883164
436	0	-434.794	-417.345	-17.4483	45696.34	7.308101	9.200292	8.588606	0.306437	0.40937	0.485196	0.594528	0.0763084	0.279347	0.144825	0.49952	0.99406	0.998475	1.00151	1.00595	3.544701
437	1	-435.229	-418.415	-16.8141	346933.9	8.565144	12.92036	7.954728	0.282771	0.371849	0.438149	0.536346	0.160418	0.556386	0.0830513	0.200144	0.997843	0.999448	1.00055	1.00216	3.382742
438	0	-438.132	-422.453	-15.6784	409637.1	9.635906	13.15955	10.57459	0.306157	0.394791	0.459793	0.555042	0.0814396	0.285538	0.424583	0.208439	0.998015	0.999492	1.00051	1.00199	3.263747
439	1	-430.633	-416.875	-13.758	377355.8	10.91945	12.20402	10.8495	0.350222	0.441255	0.50644	0.599823	0.132561	0.357052	0.398037	0.11235	0.997932	0.999471	1.00053	1.00207	3.074014
440	0	-434.705	-422.759	-11.946	169643.6	12.31561	15.02998	11.15155	0.3393	0.422814	0.482872	0.57002	0.319137	0.401539	0.0261982	0.253125	0.996916	0.99921	1.00079	1.00309	2.866246
441	1	-421.549	-407.894	-13.6541	112344.2	12.04292	16.1988	11.7974	0.319531	0.400567	0.459392	0.545666	0.0241767	0.67309	0.234597	0.068137	0.99621	0.999029	1.00097	1.00379	2.99306
442	0	-440.566	-417.128	-23.4374	591571.7	11.9462	11.51258	5.952213	0.384173	0.476296	0.541121	0.632474	0.324437	0.335421	0.152696	0.187446	0.998348	0.999577	1.00042	1.00165	4.059853
443	1	-430.082	-413.634	-16.4472	351727.2	32.93936	40.0684	10.91847	0.380149	0.433409	0.470819	0.525535	0.267541	0.313593	0.385934	0.0329316	0.997858	0.999452	1.00055	1.00214	2.861905
444	0	-430.079	-412.484	-17.5949	27093.18	9.36895	14.50863	9.38255	0.282268	0.367006	0.42995	0.523544	0.419975	0.0842049	0.040711	0.455109	0.992288	0.998017	1.00196	1.00773	3.475884
445	1	-427.401	-412.475	-14.9268	592568.1	44.44647	53.10691	12.81179	0.393532	0.440016	0.472491	0.519975	0.225055	0.0784327	0.38372	0.312792	0.998349	0.999578	1.00042	1.00165	2.511054
446	0	-422.952	-412.616	-10.3354	904805.9	11.12816	9.708523	9.122816	0.399672	0.497682	0.566056	0.66092	0.586655	0.0219934	0.315102	0.0762501	0.998664	0.999658	1.00034	1.00134	2.716562
447	1	-433.245	-415.194	-18.0513	987025	24.03168	43.64238	8.274764	0.287791	0.339412	0.376807	0.433062	0.123039	0.252896	0.270971	0.353094	0.998721	0.999673	1.00033	1.00128	2.992812
448	0	-426.241	-415.227	-11.0141	503802.9	4.555325	8.61921	7.91192	0.218148	0.320481	0.401476	0.524276	0.351684	0.0126128	0.0154544	0.620248	0.99821	0.999542	1.00046	1.00179	2.751588
449	1	-417.338	-402.34	-14.9979	27810.6	14.63633	21.67911	11.65209	0.30955	0.380824	0.432606	0.509399	0.176079	0.0331863	0.273508	0.517226	0.992388	0.998043	1.00194	1.00763	3.043815
450	0	-429.539	-419.882	-9.65721	111059.4	9.892554	8.427988	10.29316	0.396908	0.500808	0.573317	0.673113	0.510712	0.0635895	0.0258245	0.399874	0.996188	0.999023	1.00097	1.00382	2.730477
451	1	-435.387	-418.128	-17.2586	220538.1	8.410756	18.21609	8.287285	0.222254	0.296698	0.353889	0.442115	0.136391	0.500768	0.0292388	0.333603	0.997295	0.999307	1.00069	1.00271	3.393654
452	0	-423.144	-417.236	-5.90714	253705	7.424482	6.012715	12.89755	0.386733	0.505803	0.589089	0.70128	0.548085	0.0266325	0.263296	0.161986	0.997478	0.999354	1.00064	1.00252	2.462951
453	1	-425.499	-413.124	-12.3752	568575.8	6.758156	10.80648	8.714312	0.261778	0.357284	0.429678	0.537419	0.153231	0.135832	0.0829984	0.627939	0.998315	0.999569	1.00043	1.00169	2.951422
454	0	-426.477	-420.419	-6.05754	407773.1	3.398895	6.209782	9.046508	0.210098	0.326066	0.419651	0.55991	0.0270979	0.242206	0.374538	0.356158	0.99801	0.999491	1.00051	1.00199	2.361768
455	1	-423.888	-415.962	-7.92519	657666.7	15.29199	24.15831	13.32913	0.299	0.366843	0.416288	0.490064	0.0878502	0.198894	0.460951	0.252305	0.998433	0.999599	1.0004	1.00157	2.414459
456	0	-426.061	-415.241	-10.8199	616904.7	4.94297	9.429615	11.12767	0.220471	0.319249	0.397022	0.51519	0.12494	0.210067	0.216372	0.448621	0.998382	0.999586	1.00041	1.00162	2.881854
457	1	-429.64	-414.789	-14.8504	166761.3	14.29001	18.63548	10.14764	0.33324	0.409367	0.46416	0.544391	0.00837431	0.827542	0.0233587	0.140725	0.996889	0.999203	1.00079	1.00311	3.09404
458	0	-419.21	-410.338	-8.87176	576169.8	8.786292	11.74339	12.90165	0.3055	0.398513	0.466867	0.566614	0.123704	0.0678446	0.492919	0.315532	0.998326	0.999572	1.00043	1.00168	2.63773
459	1	-429.999	-416.291	-13.7086	270448.5	17.74053	19.74922	14.7547	0.374862	0.448271	0.500122	0.575013	0.477651	0.100141	0.258646	0.163562	0.997557	0.999375	1.00062	1.00245	2.794368
460	0	-432.392	-413.059	-19.3324	261789.2	25.97399	30.04267	9.918166	0.382571	0.443258	0.485918	0.547993	0.161131	0.575825	0.143371	0.119674	0.997517	0.999364	1.00063	1.00249	3.313228
461	1	-426.216	-417.87	-8.34686	145075.7	7.457437	11.26486	10.4548	0.275967	0.370233	0.440904	0.545425	0.160261	0.573051	0.253584	0.0131042	0.996665	0.999146	1.00085	1.00334	2.605174
462	0	-422.965	-409.636	-13.3292	594381.6	15.08338	18.12648	11.40096	0.351896	0.428679	0.483481	0.563089	0.0113337	0.509655	0.244056	0.234956	0.998352	0.999578	1.00042	1.00165	2.933076
463	1	-422.578	-413.525	-9.05346	704980	10.15853	13.85416	10.36641	0.308958	0.395668	0.45911	0.552123	0.0609172	0.0332983	0.791741	0.114043	0.998487	0.999613	1.00039	1.00151	2.619193
464	0	-413.77	-405.916	-7.85403	628334	11.9269	14.49852	10.3322	0.338495	0.423325	0.484372	0.57287	0.0665859	0.375318	0.3091	0.248996	0.998397	0.99959	1.00041	1.0016	2.478532
465	1	-423.897	-408.454	-15.4427	422276.1	13.77012	10.82161	14.59156	0.433446	0.525141	0.588146	0.675028	0.657088	0.110731	0.170568	0.0616134	0.998045	0.9995	1.0005	1.00196	3.009943
466	0	-422.32	-410.128	-12.1925	985366.6	7.239104	8.871306	11.00249	0.310642	0.415112	0.49188	0.602115	0.261974	0.287358	0.328962	0.121706	0.99872	0.999673	1.00033	1.00128	2.99195
467	1	-432.099	-418.661	-13.4378	203411.2	9.45449	15.10255	9.422469	0.277214	0.360391	0.422314	0.514728	0.334538	0.238528	0.209075	0.217858	0.997183	0.999279	1.00072	1.00282	3.026773
468	0	-430.139	-412.98	-17.1595	74350.47	9.309787	9.097577	9.470403	0.366864	0.469071	0.541622	0.643241	0.354158	0.234328	0.194471	0.217042	0.995342	0.998805	1.00119	1.00467	3.486042
469	1	-430.962	-415.428	-15.5335	571896.9	12.16415	12.78322	9.825777	0.368006	0.456778	0.519756	0.609513	0.15777	0.345423	0.0266918	0.470116	0.99832	0.99957	1.00043	1.00168	3.24441
470	0	-431.989	-414.834	-17.1549	312290.7	8.672003	9.339583	8.097847	0.344377	0.44622	0.519457	0.623227	0.167145	0.423569	0.250618	0.158668	0.997726	0.999418	1.00058	1.00228	3.477071
471	1	-418.865	-407.572	-11.2932	426138.9	10.86774	10.41606	10.39866	0.37982	0.476023	0.543857	0.639098	0.500978	0.142729	0.0927965	0.263497	0.998053	0.999502	1.0005	1.00195	2.861937
472	0	-435.589	-417.259	-18.3304	642566.1	7.960282	11.30205	9.310366	0.28983	0.384226	0.454332	0.557274	0.078829	0.347184	0.0255294	0.548458	0.998415	0.999595	1.0004	1.00159	3.605571
473	1	-416.986	-410.816	-6.16988	739187.1	9.629752	19.31662	10.33894	0.239355	0.312765	0.368391	0.453447	0.110138	0.0895334	0.101412	0.698916	0.998522	0.999622	1.00038	1.00148	2.29159
474	0	-442.474	-419.106	-23.3682	895450.8	5.240991	6.601317	6.42165	0.287415	0.404795	0.492804	0.618439	0.266182	0.0834026	0.4159	0.234515	0.998657	0.999657	1.00034	1.00134	4.308673
475	1	-414.366	-405.663	-8.7026	820040.2	6.814865	10.72484	14.99093	0.264794	0.360708	0.433264	0.541026	0.0759396	0.278329	0.167249	0.478483	0.998597	0.999641	1.00036	1.0014	2.581296
476	0	-441.6	-421.65	-19.9496	441800	3.966156	4.821314	7.958603	0.276093	0.408088	0.508347	0.648925	0.308885	0.213309	0.240095	0.237711	0.998088	0.999511	1.00049	1.00191	3.936537
477	1	-426.014	-412.781	-13.233	847094.3	9.5387	11.80025	8.748977	0.323868	0.416639	0.484062	0.58163	0.199592	0.665165	0.125914	0.00932929	0.998619	0.999647	1.00035	1.00138	3.008817
478	0	-434.219	-418.908	-15.3118	778270.5	2.505313	2.821833	11.47918	0.257017	0.415188	0.538142	0.703256	0.202297	0.182314	0.449293	0.166096	0.99856	0.999632	1.00037	1.00144	3.346995
479	1	-423.888	-411.587	-12.3013	43162.61	15.58387	13.75345	14.2753	0.416646	0.500616	0.558868	0.640691	0.560956	0.17791	0.247458	0.0136753	0.993888	0.998431	1.00156	1.00612	2.777094
480	0	-429.534	-418.89	-10.6433	778270.5	6.040775	5.821151	13.2784	0.341347	0.464049	0.552459	0.673832	0.446721	0.0285924	0.386401	0.138286	0.99856	0.999632	1.00037	1.00144	2.827437
481	1	-426.58	-410.692	-15.8883	815231.5	13.45921	13.29066	8.541054	0.385836	0.472511	0.533471	0.619908	0.475677	0.252023	0.218574	0.053726	0.998593	0.99964	1.00036	1.00141	3.241535
482	0	-432.998	-423.83	-9.16831	865994.5	3.927337	8.919397	8.666354	0.187527	0.285401	0.365237	0.489356	0.0246514	0.00558653	0.763597	0.206165	0.998634	0.999651	1.00035	1.00137	2.632253
483	1	-421.985	-407.969	-14.0163	273050.1	13.16702	13.93125	9.134687	0.370817	0.456323	0.516893	0.60344	0.154757	0.476574	0.265856	0.102813	0.997569	0.999378	1.00062	1.00243	3.051885
484	0	-431.618	-415.491	-16.1264	13124.17	4.051889	6.98093	13.63725	0.226178	0.338295	0.426936	0.559104	0.039986	0.211076	0.504776	0.244163	0.988926	0.997144	1.00281	1.01112	3.220454
485	1	-424.437	-411.783	-12.6541	773365.4	12.28367	11.40037	11.17816	0.393246	0.485329	0.549835	0.640372	0.351455	0.313178	0.234906	0.10046	0.998555	0.99963	1.00037	1.00145	2.962084
486	0	-421.831	-409.697	-12.1338	790346.5	3.032708	5.048519	10.44902	0.217062	0.343348	0.44511	0.594566	0.240841	0.0588539	0.246466	0.453839	0.998571	0.999634	1.00036	1.00143	3.069237
487	1	-418.839	-407.796	-11.0429	886649.8	8.748196	11.04639	12.87023	0.315577	0.411004	0.480751	0.581771	0.248675	0.0746538	0.526499	0.150172	0.99865	0.999655	1.00034	1.00135	2.812811
488	0	-419.508	-408.133	-11.3756	681538.4	6.797001	6.769964	12.20657	0.343486	0.459244	0.542557	0.658186	0.174527	0.608137	0.155241	0.0620947	0.998461	0.999606	1.00039	1.00154	2.911759
489	1	-435.632	-418.639	-16.9931	709566.6	15.46434	22.02573	10.06646	0.319354	0.390129	0.441299	0.516913	0.152031	0.0606962	0.410592	0.376681	0.998491	0.999614	1.00039	1.00151	3.261777
490	0	-419.216	-409.641	-9.57525	159401.6	8.809479	13.61703	12.46823	0.27981	0.366848	0.431683	0.528025	0.0966476	0.0902637	0.242454	0.570634	0.996818	0.999185	1.00081	1.00319	2.687142
491	1	-424.67	-411.619	-13.0509	638145.6	23.73783	30.56796	11.72381	0.356446	0.417187	0.460273	0.523486	0.124299	0.130742	0.253065	0.491895	0.998409	0.999593	1.00041	1.00159	2.721723
492	0	-427.566	-420.408	-7.15759	353811.4	8.296372	13.52992	10.2522	0.267873	0.354858	0.420166	0.517794	0.18071	0.279165	0.135384	0.404741	0.997864	0.999453	1.00055	1.00214	2.451342
493	1	-440.437	-423.699	-16.7384	505801.9	11.1482	16.15303	9.11418	0.302081	0.383196	0.442638	0.530474	0.186334	0.340745	0.176396	0.296525	0.998213	0.999543	1.00046	1.00179	3.347508
494	0	-423.973	-407.341	-16.632	614767.5	11.5068	25.09623	7.84132	0.231937	0.296856	0.345872	0.421276	0.207741	0.147408	0.00286242	0.641988	0.998379	0.999585	1.00041	1.00162	3.158114
495	1	-425.039	-406.521	-18.5181	412183.7	6.636766	5.427373	7.713942	0.376747	0.50107	0.588475	0.70569	0.448915	0.149809	0.373246	0.0280295	0.998021	0.999494	1.0005	1.00198	3.706118
496	0	-430.199	-413.077	-17.1225	598096.1	15.71116	13.40907	9.776786	0.424019	0.508475	0.566869	0.648584	0.406807	0.0335464	0.0483121	0.511335	0.998357	0.99958	1.00042	1.00164	3.364644
497	1	-422.172	-408.124	-14.0479	19724.4	1.357311	2.308082	8.635209	0.178708	0.338139	0.47652	0.670991	0.0328815	0.105904	0.836726	0.0244882	0.990964	0.997674	1.0023	1.00907	3.300117
498	0	-421.903	-408.116	-13.7877	363544.8	11.05816	19.58528	9.445683	0.265629	0.339545	0.394628	0.477757	0.0180027	0.20232	0.149178	0.6305	0.997893	0.999461	1.00054	1.00211	3.000045
499	1	-420.245	-407.484	-12.7609	155754.2	1.312363	3.330895	10.4673	0.140834	0.273739	0.395576	0.582158	0.177637	0.042428	0.624619	0.155316	0.996781	0.999176	1.00082	1.00322	3.161791
500	0	-419.823	-407.08	-12.7434	638316.9	13.31347	20.90339	9.193777	0.294717	0.36706	0.420042	0.499043	0.204622	0.0273795	0.43629	0.331708	0.998409	0.999593	1.00041	1.00159	2.838249
501	1	-424.975	-410.511	-14.4641	115870.4	2.024001	3.878731	11.15425	0.1823	0.316804	0.431089	0.600417	0.0600278	0.320091	0.234161	0.38572	0.996268	0.999044	1.00095	1.00374	3.284213
502	0	-423.118	-406.354	-16.7634	342544.2	19.17347	30.87463	9.94249	0.303636	0.364362	0.408343	0.47403	0.322532	0.00477838	0.148277	0.524413	0.997829	0.999444	1.00055	1.00217	3.114405
503	1	-431.148	-417.606	-13.5419	526963.1	3.361489	2.331812	13.1995	0.345532	0.512699	0.631367	0.778083	0.71387	0.118062	0.107227	0.060842	0.99825	0.999552	1.00045	1.00175	3.096973
504	0	-430.999	-409.455	-21.5438	520425.5	21.44851	26.3271	9.122671	0.362573	0.427443	0.473414	0.540547	0.580864	0.0297522	0.247337	0.142047	0.998239	0.999549	1.00045	1.00176	3.649888
505	1	-421.586	-415.304	-6.28127	404327.8	0.7424892	0.6202283	13.04595	0.204318	0.428064	0.614783	0.825551	0.233956	0.600958	0.0597311	0.105355	0.998002	0.999489	1.00051	1.002	2.582829
506	0	-427.079	-406.902	-20.1763	483.1922	16.66209	24.55127	8.724196	0.315712	0.383131	0.431877	0.504153	0.143549	0.0757586	0.446694	0.333999	0.942781	0.984645	1.01417	1.0584	3.575261
507	1	-422.385	-412.605	-9.77983	605886.5	1.232471	1.078514	10.85073	0.23442	0.438776	0.601881	0.796348	0.20061	0.711355	0.0405059	0.0475296	0.998367	0.999582	1.00042	1.00163	2.899173
508	0	-428.918	-410.168	-18.7505	241048.3	8.337705	9.21272	7.071962	0.337352	0.439921	0.513996	0.619217	0.219637	0.111831	0.227793	0.440738	0.997412	0.999338	1.00066	1.00259	3.610528
509	1	-422.931	-416.73	-6.20085	381159.9	2.181466	1.640207	11.75628	0.295657	0.48211	0.620315	0.787863	0.268575	0.53243	0.0522249	0.146769	0.997942	0.999473	1.00053	1.00206	2.568168
510	0	-419.872	-411.34	-8.53269	85906.46	3.972132	3.915489	12.01375	0.307916	0.450399	0.555668	0.697475	0.335271	0.266539	0.394777	0.00341259	0.995667	0.998889	1.0011	1.00434	2.728604
511	1	-429.629	-422	-7.6293	927848.4	2.385439	1.793241	15.9773	0.303647	0.485569	0.619444	0.783031	0.152003	0.651933	0.0448713	0.151193	0.998681	0.999663	1.00034	1.00132	2.557655
512	0	-433.329	-418.023	-15.3056	632537.4	3.455222	4.965783	11.81915	0.243694	0.372867	0.474055	0.619477	0.194398	0.229263	0.491307	0.0850308	0.998402	0.999591	1.00041	1.0016	3.299763
513	1	-421.096	-409.381	-11.7155	676752.2	2.640293	1.273311	13.33045	0.366157	0.56062	0.693593	0.841948	0.241235	0.59122	0.123036	0.044509	0.998455	0.999605	1.00039	1.00155	2.965359
514	0	-425.669	-409.604	-16.0651	426084.6	5.562653	5.884931	9.761154	0.319919	0.442606	0.532391	0.657153	0.149104	0.578357	0.0472348	0.225304	0.998053	0.999502	1.0005	1.00195	3.437664
515	1	-415.841	-409.708	-6.1334	310605.3	3.83155	1.488981	12.41082	0.437132	0.615238	0.730354	0.857276	0.726758	0.066552	0.150118	0.0565723	0.99772	0.999417	1.00058	1.00228	2.54873
516	0	-419.84	-413.597	-6.24207	140047.1	8.87824	7.170112	13.43864	0.399891	0.510406	0.587273	0.691714	0.448332	0.0664134	0.101554	0.383701	0.996605	0.99913	1.00087	1.0034	2.46214
517	1	-414.233	-405.587	-8.64593	452563.1	1.795582	3.101832	13.5432	0.18865	0.335134	0.459323	0.638128	0.0152395	0.748032	0.0245021	0.212227	0.998111	0.999517	1.00048	1.00189	2.720304
518	0	-414.507	-409.963	-4.54385	463936.1	8.893173	11.54609	12.75786	0.311371	0.405059	0.473671	0.573446	0.109402	0.0852025	0.763477	0.0419192	0.998134	0.999523	1.00048	1.00187	2.302197
519	1	-425.948	-406.258	-19.6902	139927	3.373333	2.882203	9.39861	0.316438	0.474165	0.589558	0.738821	0.372296	0.395436	0.0482275	0.184041	0.996604	0.99913	1.00087	1.0034	3.886041
520	0	-421.815	-412.143	-9.67187	456825.6	8.813107	9.372265	10.44269	0.347675	0.449288	0.522217	0.625417	0.0746487	0.471518	0.0908073	0.363026	0.99812	0.999519	1.00048	1.00188	2.73679
521	1	-422.117	-412.57	-9.54717	577344.5	4.291805	7.169458	11.70852	0.233331	0.34478	0.432218	0.562125	0.0488196	0.256693	0.353708	0.34078	0.998328	0.999572	1.00043	1.00167	2.78854
522	0	-424.486	-413.021	-11.4646	357406.2	8.042175	13.18975	10.49525	0.26553	0.3534	0.419519	0.518404	0.167445	0.241068	0.0931187	0.498369	0.997875	0.999456	1.00054	1.00213	2.87965
523	1	-431.859	-420.548	-11.3105	2679.64	6.599986	11.42973	9.953522	0.247795	0.340498	0.411413	0.518036	0.0742391	0.232742	0.554758	0.138261	0.975553	0.993622	1.00616	1.02466	2.888254
524	0	-421.623	-411.077	-10.5461	989452.7	4.021403	5.612366	8.79657	0.25632	0.380329	0.476064	0.61378	0.00399561	0.584416	0.0467116	0.364876	0.998722	0.999673	1.00033	1.00128	2.839425
525	1	-436.013	-416.105	-19.9081	132250.5	9.849857	9.624627	10.30053	0.370272	0.470039	0.540732	0.639934	0.525725	0.0407961	0.111972	0.321507	0.996507	0.999105	1.00089	1.0035	3.714649
526	0	-422.632	-410.338	-12.2941	61831.16	4.91129	6.664449	9.25435	0.271792	0.388396	0.476933	0.604601	0.351159	0.0910606	0.31128	0.246501	0.994893	0.99869	1.0013	1.00512	3.037879
527	1	-429.892	-413.915	-15.9773	481803.8	28.6917	25.69449	11.03566	0.442336	0.505186	0.548509	0.610279	0.0904348	0.298035	0.371263	0.240267	0.998169	0.999532	1.00047	1.00183	2.987474
528	0	-429.575	-417.049	-12.5262	287724.1	3.964436	2.974448	9.561154	0.349087	0.503941	0.61407	0.754403	0.587303	0.141095	0.00327674	0.268325	0.997631	0.999394	1.0006	1.00237	3.119329
529	1	-433.736	-411.143	-22.5933	404025.5	24.93306	33.03813	7.217572	0.35226	0.410947	0.452612	0.513883	0.140399	0.557915	0.109281	0.192406	0.998001	0.999489	1.00051	1.002	3.599226
530	0	-421.105	-411.638	-9.4664	621109.8	4.225293	6.61076	11.37571	0.242115	0.357777	0.447959	0.580467	0.303511	0.161199	0.399819	0.135471	0.998388	0.999588	1.00041	1.00161	2.790717
531	1	-434.124	-417.726	-16.3986	787925.1	10.33863	11.53448	10.81158	0.347623	0.440898	0.507797	0.603497	0.290959	0.0260733	0.176323	0.506645	0.998568	0.999634	1.00037	1.00143	3.33062
532	0	-428.759	-412.663	-16.0956	24486.67	7.931355	12.03463	9.71981	0.27814	0.369859	0.438426	0.539973	0.0238599	0.473865	0.149305	0.352971	0.991889	0.997914	1.00206	1.00813	3.354218
533	1	-435.379	-416.068	-19.3109	329750.2	16.14698	14.5023	8.52583	0.414893	0.497089	0.554174	0.634593	0.236358	0.348958	0.267356	0.147328	0.997787	0.999434	1.00056	1.00221	3.596487
534	0	-425.74	-416.752	-8.9877	281649.6	5.738539	10.85749	16.39526	0.228019	0.321643	0.394524	0.505271	0.391722	0.0147046	0.114088	0.479485	0.997606	0.999387	1.00061	1.0024	2.546448
535	1	-430.674	-413.001	-17.673	699270.7	14.16902	15.24049	8.912702	0.37123	0.453504	0.511758	0.595283	0.117883	0.217291	0.632429	0.032396	0.99848	0.999611	1.00039	1.00152	3.426136
536	0	-423.556	-410.259	-13.2967	752342	7.769141	7.70825	11.21777	0.352802	0.462538	0.541061	0.650567	0.30148	0.299975	0.342967	0.0555787	0.998535	0.999625	1.00037	1.00147	3.091769
537	1	-434.297	-419.072	-15.2257	339923.7	8.014439	10.55578	10.27191	0.303404	0.400658	0.472324	0.576525	0.270305	0.246069	0.0206701	0.462956	0.997821	0.999442	1.00056	1.00218	3.269582
538	0	-433.443	-410.5	-22.943	888624.6	8.78701	8.896876	9.353659	0.356673	0.460178	0.534077	0.637909	0.384944	0.260914	0.143164	0.210978	0.998652	0.999655	1.00034	1.00135	4.11434
539	1	-433.265	-413.571	-19.6944	746796	6.754178	10.02671	10.79025	0.274048	0.372973	0.447408	0.557075	0.133175	0.0934474	0.345427	0.42795	0.998529	0.999624	1.00038	1.00147	3.684192
540	0	-431.671	-415.482	-16.1887	34965.77	5.392434	5.178835	8.67219	0.334011	0.462406	0.555372	0.682193	0.333983	0.473128	0.13743	0.0554598	0.993211	0.998256	1.00173	1.00681	3.468678
541	1	-423.678	-404.806	-18.8721	835592.8	7.608115	6.810527	6.391733	0.370222	0.484664	0.56563	0.676641	0.435872	0.364841	0.151936	0.0473505	0.99861	0.999644	1.00035	1.00139	3.561943
542	0	-434.24	-409.771	-24.4697	44104.71	3.479784	4.653435	5.165705	0.254273	0.387186	0.490311	0.636586	0.2035	0.00982678	0.563678	0.222995	0.993954	0.998448	1.00154	1.00606	4.299609
543	1	-426.134	-414.364	-11.7699	679967.2	8.793661	8.049755	10.27751	0.375647	0.482597	0.558095	0.662618	0.116607	0.419664	0.156113	0.307616	0.998459	0.999606	1.00039	1.00154	2.949989
544	0	-432.504	-418.468	-14.0363	516166.2	1.759862	4.162245	8.754999	0.155411	0.281492	0.392861	0.563735	0.149977	0.00422015	0.826686	0.0191167	0.998231	0.999548	1.00045	1.00177	3.277051
545	1	-412.514	-410.724	-1.79021	518057.9	14.10881	18.08412	16.36979	0.336063	0.413169	0.468612	0.549634	0.343413	0.354783	0.127915	0.173889	0.998235	0.999548	1.00045	1.00177	2.012627
546	0	-424.277	-411.189	-13.0881	438911	1.984462	3.989281	11.65843	0.176323	0.308471	0.421626	0.590725	0.0338911	0.097609	0.597444	0.271056	0.998082	0.999509	1.00049	1.00192	3.140034
547	1	-415.915	-413.425	-2.49028	692291.8	10.26046	13.20033	16.34823	0.320274	0.408772	0.473144	0.566877	0.109114	0.100914	0.2716	0.518373	0.998473	0.999609	1.00039	1.00153	2.109121
