Iteration	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	pi[1]	pi[2]	pi[3]	pi[4]	psi[1]	psi[2]	psi[3]	psi[4]	q_hidden[1]	q_hidden[2]	q_obs[1]	q_obs[2]
84000	-526.7204	-544.1331	17.41277	-0.190329	-0.289821	-0.00594554	0.0797585	2.64932e-06	0.000458318	0.699808	1.233	0.190332	0.290279	0.705753	1.15324	0.228758	0.380556	0.242784	0.147903	0.0845201	0.0606558	0.0190578	0.00970528	0.00976657	0.0728814	0.0140362	0.00881215
85000	-550.5345	-545.2096	-5.324971	-26.3289	-0.179486	-0.027202	0.14449	0.164389	0.0807564	1.01481	1.61467	26.4932	0.260242	1.04201	1.47018	0.316394	0.248585	0.0649681	0.370052	0.192961	0.0491195	0.0299145	0.00220601	0.000940357	0.0701351	0.0201837	0.0132264
86000	-525.7616	-537.7111	11.94957	-0.473204	-0.20038	0.174423	0.1124	8.88077e-06	6.96892e-05	2.76451	1.62862	0.473213	0.20045	2.59009	1.51622	0.0991714	0.229587	0.0594672	0.611775	0.0909511	0.0476879	0.00058643	0.00308252	0.0265381	0.0880527	0.0173896	0.00935837
87000	-529.4241	-541.7568	12.3327	-0.721126	-0.282894	0.0858437	0.0973643	4.51536e-06	0.00293455	2.08851	1.36803	0.72113	0.285828	2.00267	1.27067	0.353929	0.595263	0.0121136	0.0386945	0.121335	0.0451581	0.0150741	0.00601118	0.000309334	0.0695498	0.012181	0.00883047
88000	-535.1298	-553.0963	17.96656	-2.39607	0.116675	-0.00921815	0.0227443	0.000210525	0.116683	0.735698	1.01174	2.39628	7.27992e-06	0.744916	0.988999	0.354499	0.294544	0.231439	0.119518	0.0248118	0.717178	0.0210522	0.0152257	0.0148241	4.11421e-05	0.000745197	0.0164337
89000	-528.7472	-534.2687	5.521545	-0.346177	-0.231526	0.0487883	0.0849393	3.74636e-06	0.275606	2.49512	1.36283	0.34618	0.507132	2.44633	1.27789	0.532435	0.0367185	0.0413133	0.389533	0.0561569	0.0442827	0.0068329	0.00534819	0.00415652	0.091417	0.0114947	0.020807
90000	-531.287	-535.2847	3.997718	-0.511276	-0.388018	0.116613	0.151547	0.000414717	0.00207637	1.43229	1.43269	0.511691	0.390094	1.31568	1.28114	0.107467	0.0666155	0.195339	0.630578	0.0494802	0.058297	0.00612383	0.00140231	0.0133847	0.119913	0.0221397	0.0105126
91000	-540.3477	-533.8319	-6.51579	-0.39439	-0.285068	0.207777	0.170676	0.667756	0.00144674	1.09076	1.41984	1.06215	0.286515	0.882988	1.24916	0.428126	0.257921	0.0237544	0.290199	0.0353769	0.0378647	0.0101113	0.00191116	0.0120924	0.172743	0.0280499	0.00869029
92000	-523.1008	-542.3937	19.29281	-1.13872	-0.304322	0.0962164	0.0477404	1.73862e-06	1.2525e-05	0.853816	0.92891	1.13872	0.304334	0.757599	0.881169	0.0588536	0.54237	0.0640405	0.334736	0.19772	0.0374789	0.027746	0.00914198	0.00215369	0.0743888	0.0138128	0.0165096
93000	-522.1218	-541.4707	19.34891	-1.02582	-0.134178	0.158813	0.164215	2.09852e-06	3.67731e-06	2.02934	1.19151	1.02583	0.134181	1.87053	1.02729	0.297418	0.400473	0.0433433	0.258766	0.0923092	0.0260469	0.0079655	0.0083442	0.00383863	0.0920756	0.00513379	0.0117668
94000	-535.1716	-534.0603	-1.111223	-0.800468	-0.330838	0.111646	0.15433	0.248286	0.00111	1.06537	1.09562	1.04875	0.331948	0.953721	0.941292	0.171794	0.0830338	0.300176	0.444996	0.103966	0.0454309	0.0123142	0.00436332	0.000955803	0.146794	0.00764524	0.00665101
95000	-529.9441	-555.8791	25.93501	-0.16923	-8.78323e-05	0.0396518	0.0354031	0.00176607	7.9297e-06	1.31187	1.40437	0.170996	9.5762e-05	1.27222	1.36897	0.177356	0.336061	0.00716634	0.479417	0.180082	0.0175746	0.0191755	0.0152346	0.00600428	0.0112606	0.0127945	0.00948051
96000	-541.5087	-543.2395	1.730867	-24.2378	-0.339676	0.200307	0.109999	0.000188779	0.00834209	1.20339	1.24309	24.238	0.348018	1.00309	1.13309	0.058858	0.270782	0.510362	0.159997	0.294984	0.0524673	0.0168319	0.00235486	0.00512091	0.094987	0.0131724	0.0154335
97000	-528.796	-535.2129	6.416931	-0.530193	-0.235926	0.0696958	0.143246	8.40773e-05	0.0014686	1.57367	1.33633	0.530278	0.237394	1.50397	1.19309	0.0388686	0.302545	0.145328	0.513259	0.0421123	0.0410562	0.00575606	0.00998302	0.0110207	0.119731	0.00628465	0.0286138
98000	-537.1656	-536.1453	-1.020258	-0.295978	-0.452985	0.0719773	0.0738647	0.150767	0.0152386	2.49726	1.20318	0.446745	0.468223	2.42528	1.12932	0.176684	0.150984	0.110872	0.56146	0.0660283	0.0812015	0.00233216	0.00496674	0.00731666	0.0774459	0.0123459	0.012419
99000	-539.3548	-535.7024	-3.652342	-0.412743	-0.243326	0.0856378	0.146981	0.00445969	0.0226594	2.1245	1.16946	0.417202	0.265986	2.03886	1.02248	0.172714	0.357172	0.291154	0.17896	0.0549783	0.0407805	0.00280157	0.00340759	0.0521672	0.117204	0.0123858	0.0286241
100000	-543.1699	-543.3068	0.1369839	-27.6299	-0.450379	0.153534	0.204506	1.01136e-06	0.0246061	2.26341	0.98333	27.6299	0.474985	2.10988	0.778824	0.160555	0.0317645	0.456017	0.351664	0.324572	0.0196876	0.00710931	0.00917036	0.00474706	0.150255	0.00507468	0.033325
101000	-525.036	-533.4812	8.4452	-0.438864	-0.277595	0.18117	0.109755	5.38093e-06	0.0010067	2.08884	1.34799	0.438869	0.278601	1.90767	1.23823	0.104347	0.0285387	0.361332	0.505782	0.0556805	0.0584566	0.0058436	0.00242988	0.0109266	0.136247	0.0062898	0.0184663
102000	-530.5008	-542.7824	12.28161	-2.82848	-0.451306	0.0723803	0.161425	9.05974e-05	4.84543e-06	0.982172	2.65436	2.82857	0.451311	0.909792	2.49294	0.162126	0.182703	0.33335	0.321822	0.267877	0.0407814	0.0223571	0.00167269	0.00474343	0.0799564	0.007574	0.0144157
103000	-525.6407	-534.5801	8.93942	-0.506939	-0.364343	0.180042	0.162425	7.77627e-06	0.00184732	0.883713	2.79558	0.506946	0.36619	0.703671	2.63316	0.143171	0.0673436	0.248675	0.540811	0.100633	0.0336155	0.0163725	0.00145266	0.00494458	0.114727	0.0221063	0.00659944
104000	-523.1705	-535.3182	12.14776	-0.721253	-0.469547	0.132218	0.20997	1.09071e-06	0.000118897	0.787855	0.75219	0.721254	0.469666	0.655637	0.542219	0.0273158	0.35472	0.26634	0.351624	0.168472	0.0938788	0.00618363	0.00373564	0.00673192	0.165808	0.00441477	0.0192613
105000	-536.8423	-543.4985	6.656217	-2.61427	-0.264249	-0.0118867	0.130906	0.000956004	0.00135925	1.35771	0.775784	2.61523	0.265608	1.3696	0.644878	0.246678	0.0648594	0.162855	0.525608	0.147991	0.0657778	0.0152147	0.010348	0.0065353	0.079733	0.0108952	0.0174226
106000	-534.9664	-542.6395	7.673119	-0.796843	-0.11744	-0.0043195	0.143443	5.07088e-05	0.0141543	1.33864	1.07907	0.796894	0.131594	1.34296	0.935631	0.0462172	0.138572	0.125733	0.689478	0.108081	0.0564553	0.0210085	0.0106629	0.0040409	0.0711304	0.00970013	0.0440953
107000	-531.8075	-541.6127	9.805224	-0.570462	-0.363252	0.0728746	0.0680358	1.41386e-05	0.0177178	1.18753	1.83758	0.570476	0.38097	1.11466	1.76955	0.507988	0.083341	0.10385	0.304821	0.137003	0.0797586	0.00657463	0.00596056	0.00949793	0.0585903	0.0127797	0.00788687
108000	-534.2235	-540.4988	6.275333	-0.688538	-0.237264	0.105476	0.0687571	0.0367632	0.000307086	0.568762	1.42801	0.725301	0.237571	0.463286	1.35926	0.0369712	0.00426278	0.464826	0.49394	0.213221	0.0287912	0.0317085	0.00605951	0.015957	0.072084	0.0179388	0.00873402
109000	-526.966	-545.6204	18.65435	-0.180568	-0.206915	-0.0558693	0.0724564	0.000805059	7.14681e-06	0.620388	1.17942	0.181374	0.206922	0.676257	1.10697	0.36253	0.128435	0.00996023	0.499076	0.0193724	0.0433489	0.0333339	0.0102229	0.0194316	0.0433643	0.00612219	0.0107296
110000	-534.3012	-544.8241	10.5229	-25.1777	-0.152678	0.0549995	0.0277983	0.000628187	3.14705e-06	1.10162	1.65568	25.1784	0.152681	1.04662	1.62789	0.246346	0.399087	0.242791	0.111776	0.588481	0.0628417	0.0182284	0.00887394	0.0250497	0.0307701	0.0104799	0.0129797
111000	-550.707	-553.1271	2.420014	-1.13565	-1.73973	0.00730775	0.0475096	0.0302579	0.0236796	0.506381	0.524247	1.16591	1.76341	0.499074	0.476737	0.0673768	0.0301048	0.479963	0.422556	0.439073	0.0615179	0.021543	0.0219909	0.00882322	0.0539716	0.00836979	0.0151381
112000	-535.7736	-540.6175	4.843906	-0.573073	-0.228105	0.061179	0.13766	0.126227	0.000732755	0.886982	0.552631	0.6993	0.228838	0.825803	0.414971	0.024123	0.295565	0.166312	0.514	0.0747636	0.0600768	0.0152044	0.0122905	0.0121447	0.0980407	0.00612236	0.0140365
113000	-540.722	-536.673	-4.048947	-1.05532	-0.13544	0.178481	0.0628973	0.000421472	0.996272	1.11161	2.07526	1.05574	1.13171	0.933131	2.01236	0.0993157	0.440904	0.223093	0.236688	0.187052	0.0201078	0.0104848	0.000545217	0.00704958	0.110794	0.0290378	0.00954726
114000	-537.5758	-539.1715	1.595665	-1.55634	-0.185953	0.0818651	0.124492	0.00239753	0.157968	1.11873	2.20969	1.55874	0.343922	1.03686	2.08519	0.0481289	0.746645	0.027719	0.177507	0.0808216	0.0365729	0.0125881	0.00231745	0.00589452	0.0640007	0.00996516	0.0124955
115000	-538.5312	-539.9608	1.429615	-9.67316	-0.174158	0.14767	0.117886	2.81251e-05	0.0168872	1.60065	1.56835	9.67319	0.191046	1.45298	1.45047	0.0459929	0.364055	0.0632736	0.526678	0.129008	0.0307547	0.0176808	0.00878785	0.0140465	0.111112	0.00325857	0.0397712
116000	-533.9562	-536.8295	2.873283	-0.833261	-0.230893	0.191007	0.143919	1.01678e-05	0.182616	1.106	1.29945	0.833271	0.413509	0.914992	1.15553	0.131368	0.0626529	0.53134	0.27464	0.12348	0.0194393	0.0192452	0.0045662	0.00840422	0.128824	0.0236929	0.0103509
117000	-512.0309	-553.6294	41.59849	4.28378e-05	0.00242397	-0.0771954	0.0518101	4.38835e-05	0.00243277	0.834236	0.739801	1.04567e-06	8.80097e-06	0.911432	0.687991	0.122148	0.161548	0.0330864	0.683218	0.0580437	0.13599	0.0404515	0.0195258	0.00585269	6.66793e-05	0.00220988	0.0130213
118000	-536.6894	-528.8093	-7.880072	-0.464115	-0.155797	0.188839	0.202039	0.0839639	0.46487	1.02869	1.16967	0.548078	0.620667	0.839856	0.967629	0.0293473	0.0463125	0.0500199	0.87432	0.068138	0.0366753	0.00375201	0.00297072	0.00184798	0.169881	0.00830115	0.0129229
119000	-537.7162	-548.9358	11.21959	-9.04686	-0.204739	0.0493882	0.00642455	0.000848681	6.44705e-05	0.724415	1.24146	9.04771	0.204803	0.675027	1.23504	0.423353	0.143031	0.0175212	0.416095	0.155109	0.0649926	0.0342984	0.0142991	0.0177364	0.0164308	0.0418536	0.00585189
120000	-531.9102	-544.2475	12.33737	-0.340451	-0.165498	0.0598933	0.0106504	2.01494e-05	0.0670907	0.870806	1.40231	0.340471	0.232589	0.810913	1.39166	0.142325	0.153944	0.428058	0.275674	0.0115134	0.045481	0.0302612	0.00599437	0.00461371	0.0383343	0.0108388	0.0152789
121000	-537.5678	-534.0066	-3.56119	-0.517461	-0.330427	0.178479	0.182862	0.20193	0.00242174	1.88093	0.76246	0.719391	0.332849	1.70245	0.579598	0.22647	0.133146	0.0537868	0.586597	0.0397797	0.0333409	0.00468837	0.0117545	0.00849169	0.148866	0.00924782	0.0285042
122000	-539.3644	-548.1515	8.787092	-5.51114	-0.301415	-0.0105382	0.0949602	2.99939e-05	0.0318819	0.777762	1.02054	5.51117	0.333297	0.788301	0.925577	0.251523	0.206325	0.0284809	0.513671	0.529931	0.0467392	0.0208413	0.0136626	0.0153775	0.0254596	0.00262491	0.0118527
123000	-528.2894	-541.851	13.5616	-0.703453	-0.215999	0.180955	0.189729	0.000340245	6.62119e-06	0.684483	0.894062	0.703793	0.216006	0.503528	0.704333	0.123087	0.0911252	0.327296	0.458492	0.1478	0.0438825	0.0133853	0.0131902	0.00135404	0.102322	0.0258857	0.0209153
124000	-540.4537	-544.2047	3.750938	-0.975189	-1.02091	0.0308621	0.141482	0.000620442	0.0114664	0.999449	0.740671	0.975809	1.03237	0.968587	0.599189	0.0222655	0.0230053	0.0930028	0.861726	0.0884836	0.178245	0.0219822	0.0114571	0.00569277	0.110903	0.00330968	0.0131314
125000	-534.6937	-533.7861	-0.9076114	-0.431106	-0.208534	0.0604262	0.159227	0.183751	0.00105784	1.48786	1.01476	0.614856	0.209591	1.42744	0.855536	0.196118	0.00581176	0.152091	0.645979	0.087369	0.0339537	0.00700277	0.00986924	0.0132132	0.128471	0.00295309	0.0275222
126000	-540.1289	-549.106	8.977101	-0.0720047	-10.3342	0.00178392	0.0184672	0.0483761	4.94002e-05	0.887876	1.7244	0.120381	10.3342	0.886092	1.70593	0.181831	0.0351567	0.24576	0.537252	0.0721329	0.291901	0.0297995	0.00763037	4.68525e-05	0.00878547	0.0243477	0.00720942
127000	-532.8317	-540.2874	7.455718	-0.413005	-0.170987	0.0209303	0.0875516	0.000290329	0.0194377	1.60774	1.29386	0.413295	0.190425	1.58681	1.20631	0.120849	0.0191021	0.141347	0.718703	0.0660274	0.0403299	0.0123097	0.0141053	0.000748762	0.0597518	0.00310788	0.0366409
128000	-538.1685	-541.9787	3.81019	-0.379772	-0.239647	0.0911733	0.154127	0.280204	7.28629e-05	1.66231	1.5781	0.659976	0.23972	1.57114	1.42397	0.0755966	0.0697328	0.545285	0.309386	0.0898946	0.0471811	0.0193357	0.00729945	0.00624167	0.0716154	0.00846607	0.029783
129000	-536.525	-539.5041	2.979091	-0.524917	-0.214111	0.137316	0.170971	6.0166e-06	0.0332559	1.57657	1.00891	0.524923	0.247366	1.43925	0.837939	0.2239	0.203972	0.152049	0.420079	0.137284	0.0343439	0.00536629	0.0117049	0.0766817	0.110936	0.0100627	0.0126406
130000	-536.0461	-546.1762	10.13013	-5.77616	-0.287871	0.0482013	0.00375358	1.0453e-05	0.00225153	0.740463	1.79486	5.77618	0.290122	0.692262	1.79111	0.00593194	0.601779	0.0621311	0.330158	0.384512	0.0701152	0.020412	0.00073051	0.0110522	0.0631776	0.00335917	0.00727101
131000	-533.604	-540.1673	6.563294	-0.381476	-0.501855	0.147386	0.106847	0.000118461	1.59323e-05	1.16357	0.812796	0.381595	0.501871	1.01618	0.705949	0.0454979	0.11823	0.0419304	0.794342	0.11095	0.122709	0.0194293	0.00312092	0.0550039	0.129162	0.0321114	0.0137813
132000	-536.4626	-535.2581	-1.204499	-0.385256	-0.245739	0.0743841	0.160399	0.00436356	0.239032	1.15492	1.78617	0.38962	0.484772	1.08054	1.62577	0.516773	0.276766	0.0346495	0.171812	0.117204	0.0344996	0.00794081	0.00393959	0.00524164	0.102576	0.0176342	0.0103094
133000	-543.9413	-545.3995	1.458203	-1.446	-0.222712	0.0750475	0.0543319	0.872613	0.000990037	0.485583	1.59889	2.31861	0.223702	0.410536	1.54456	0.109437	0.447088	0.112765	0.330711	0.28933	0.0475741	0.0308929	0.00803036	0.0232557	0.0584973	0.00230389	0.0155689
134000	-537.9998	-546.8073	8.807549	-1.07456	-0.232103	0.120609	0.00135531	0.0121628	0.000670103	0.649814	1.78842	1.08672	0.232774	0.529205	1.78706	0.105798	0.0239314	0.397544	0.472727	0.24918	0.0255299	0.0291351	0.0090141	0.00766049	0.0291952	0.0220367	0.00592181
135000	-532.3329	-545.5728	13.23995	-0.846149	-1.09445	0.108266	0.105377	0.000205958	1.92503e-05	0.598009	1.0096	0.846355	1.09447	0.489743	0.904218	0.0654865	0.0252328	0.790538	0.118743	0.231146	0.154946	0.0177892	0.00252515	0.00136928	0.0865038	0.00410571	0.0131427
136000	-532.0663	-551.0789	19.01263	-2.52894	-0.335099	0.0719616	0.0524493	2.2389e-06	0.000260212	1.3804	1.38134	2.52894	0.335359	1.30843	1.3289	0.197999	0.408819	0.242252	0.15093	0.0513643	0.145915	0.0159379	0.0115057	6.69732e-05	0.0045508	0.00934984	0.0149562
137000	-524.4981	-549.5588	25.06071	-0.0684294	-9.90974	0.0545246	0.0146796	1.26745e-06	3.31395e-06	1.29305	1.00152	0.0684307	9.90975	1.23853	0.986843	0.0636385	0.0709721	0.0547262	0.810663	0.0667549	0.230781	0.0258852	0.0159249	0.000387242	0.000437876	0.00362275	0.014189
138000	-533.6329	-539.3199	5.687035	-0.184793	-0.261285	0.0937964	0.0617913	0.641698	3.82009e-05	1.51149	2.22592	0.826491	0.261323	1.41769	2.16413	0.212959	0.128161	0.2156	0.44328	0.0545922	0.0574532	0.0202106	0.0046736	0.00139284	0.0489377	0.0168194	0.00924641
139000	-550.7306	-547.7785	-2.952017	-34.5562	-0.174232	0.0856407	0.135306	6.86361	9.95973e-05	1.30185	2.14844	41.4198	0.174332	1.21621	2.01313	0.157597	0.729542	0.0175307	0.0953306	0.22304	0.033047	0.0215149	0.00910954	0.0151109	0.0672424	0.0100366	0.00473959
140000	-530.3115	-541.992	11.68051	-0.980877	-0.21308	0.0520804	0.0234603	0.00157343	8.71813e-06	1.98172	2.97454	0.98245	0.213089	1.92964	2.95108	0.02467	0.148061	0.0835932	0.743676	0.0340021	0.0289024	0.0136113	0.00262165	0.0159345	0.0322693	0.022539	0.0146641
141000	-529.5141	-539.5852	10.07111	-1.38499	-0.20081	0.0530414	0.0938785	2.24502e-06	0.0134521	1.01768	2.29367	1.38499	0.214263	0.964643	2.1998	0.447059	0.0675351	0.320783	0.164622	0.0432524	0.0165741	0.0200371	0.00514623	0.0123592	0.0876451	0.00831953	0.010468
142000	-540.0207	-535.7642	-4.256439	-0.408978	-0.201272	0.172861	0.230691	0.158496	0.0387455	1.41723	1.10543	0.567474	0.240017	1.24437	0.874734	0.0664137	0.052694	0.098603	0.782289	0.0660726	0.0486115	0.00142062	0.00641022	0.00425166	0.129204	0.017634	0.0210285
143000	-536.2709	-534.6967	-1.574174	-0.95905	-0.367886	0.202829	0.197602	0.00982992	0.0048164	0.448155	1.05899	0.96888	0.372702	0.245327	0.861391	0.0544055	0.428397	0.321099	0.196099	0.23486	0.0463929	0.00510663	0.00505902	0.00640525	0.189289	0.0117709	0.00996314
144000	-527.1661	-537.3566	10.19049	-0.764455	-0.22811	0.11083	0.159824	0.00596713	3.89116e-06	1.14442	0.806551	0.770423	0.228114	1.03359	0.646726	0.366498	0.183737	0.287782	0.161983	0.19029	0.0571105	0.00538901	0.0037848	0.000263315	0.127523	0.00274277	0.0150858
145000	-523.7979	-534.0442	10.24633	-0.592894	-0.33611	0.114884	0.154099	0.000245071	5.83071e-06	0.678093	1.28917	0.593139	0.336116	0.563209	1.13507	0.218605	0.301864	0.237794	0.241737	0.130513	0.0496107	0.0162056	0.00296033	0.009718	0.15234	0.0125	0.0134564
146000	-542.2824	-541.0768	-1.205608	-0.309221	-0.181529	0.124229	0.138454	0.0754467	0.0714444	1.42097	2.51138	0.384668	0.252973	1.29674	2.37293	0.332349	0.12779	0.221709	0.318152	0.0582113	0.0427834	0.0226363	0.00109473	0.0038335	0.0599051	0.0310824	0.014117
147000	-538.4875	-546.4183	7.930738	-0.0565389	-0.638511	0.0632317	0.0599019	0.113889	3.76307e-05	2.18579	0.761638	0.170428	0.638549	2.12256	0.701736	0.353038	0.0126972	0.0931086	0.541157	0.0744985	0.122347	0.0106941	0.0103321	0.0176267	0.0458799	0.0157362	0.0142629
148000	-543.6511	-546.1721	2.520968	-20.9518	-0.192778	0.16174	0.106456	2.2267	1.48301e-05	0.738617	0.718689	23.1785	0.192793	0.576877	0.612233	0.171936	0.210027	0.339021	0.279016	0.154142	0.0480626	0.0525973	0.011743	0.0100577	0.0900221	0.0111293	0.0105245
149000	-525.7631	-530.5313	4.768202	-0.671804	-0.332134	0.241627	0.24486	1.61203e-06	0.00553184	0.727322	0.743862	0.671806	0.337666	0.485695	0.499002	0.179696	0.0973732	0.309853	0.413077	0.125817	0.0535999	0.00537664	0.00239697	0.00372443	0.234239	0.0134223	0.00789423
150000	-537.7916	-544.9165	7.124936	-4.19309	-0.391282	0.0280781	0.0814963	0.337218	1.04409e-05	0.583156	1.52457	4.53031	0.391293	0.555078	1.44307	0.159907	0.0636336	0.227133	0.549326	0.0401268	0.077472	0.0256953	0.00342206	0.012008	0.0465655	0.0182281	0.0140857
151000	-540.4988	-547.4399	6.941141	-4.92103	-0.129159	0.140663	0.126698	0.0251464	8.083e-05	0.859401	1.20644	4.94618	0.129239	0.718738	1.07974	0.387297	0.231581	0.0191751	0.361946	0.2254	0.0359777	0.0351815	0.0157047	0.00137341	0.0784282	0.000201776	0.02227
152000	-517.6274	-538.9806	21.35323	-0.249262	-0.188638	-0.00567397	0.0738143	2.16245e-06	7.36014e-06	1.05472	1.45772	0.249264	0.188646	1.06039	1.3839	0.0998041	0.0499608	0.270621	0.579614	0.0465136	0.0495595	0.0165301	0.00539054	0.00122798	0.0702763	0.00908612	0.0201993
153000	-525.9981	-537.8332	11.83512	-0.509045	-0.398999	0.0945961	0.101999	6.05911e-05	3.42141e-05	1.40249	3.4959	0.509106	0.399033	1.30789	3.3939	0.315286	0.18088	0.155483	0.348351	0.120989	0.0214787	0.00278023	0.00251435	0.0130207	0.0826254	0.0106303	0.00542613
154000	-528.8652	-546.6	17.73475	-0.6804	-0.28241	0.0265082	0.0264822	0.000278315	1.34588e-06	0.416379	3.34474	0.680679	0.282412	0.389871	3.31826	0.322	0.0680291	0.0629485	0.547022	0.130557	0.0322293	0.0393746	0.00582388	0.0179741	0.0520268	0.00962782	0.00453485
155000	-527.3906	-540.3598	12.96924	-0.266919	-0.195172	0.0580603	0.0329434	7.13972e-05	0.000295576	1.10205	3.5302	0.26699	0.195467	1.04399	3.49726	0.222736	0.35208	0.218212	0.206972	0.0768575	0.0421806	0.0146387	0.00225229	0.024396	0.0452184	0.00993039	0.00934461
156000	-535.2155	-538.3406	3.125063	-9.0456	-0.255447	0.093429	0.111226	2.40491e-06	0.228736	1.57957	3.52908	9.0456	0.484183	1.48614	3.41786	0.186068	0.0136571	0.15917	0.641104	0.0892556	0.0291112	0.0105527	0.000515204	0.0220727	0.0692486	0.00893547	0.00983982
157000	-545.7117	-540.6584	-5.053314	-17.7992	-0.261139	0.110503	0.0755892	1.16022e-05	0.341214	1.85684	2.61798	17.7992	0.602353	1.74634	2.54239	0.179462	0.2502	0.0358951	0.534444	0.626494	0.0288612	0.00557227	0.000151421	0.00703288	0.0828519	0.0336405	0.0279967
158000	-538.3127	-535.7241	-2.588584	-0.606244	-0.334261	0.137307	0.135007	0.357598	0.00275207	1.74467	1.84669	0.963842	0.337013	1.60736	1.71169	0.256417	0.277256	0.078343	0.387984	0.118531	0.0414798	0.000176532	0.00596327	0.00934653	0.109446	0.0107819	0.00608291
159000	-547.0411	-547.8827	0.8416111	-37.2203	-0.121543	-0.0511954	0.0793851	0.0507087	0.0512456	0.987397	0.971253	37.271	0.172789	1.03859	0.891868	0.18278	0.0881028	0.314433	0.414684	0.142998	0.0305217	0.0154979	0.0124819	0.00418969	0.0339368	0.00190172	0.0210143
160000	-554.6559	-552.168	-2.487886	0.162527	-0.901896	0.125186	0.0742328	11.9409	0.00545277	1.10648	0.861921	11.7784	0.907348	0.98129	0.787688	0.0723597	0.181138	0.177461	0.569042	0.0555386	0.146546	0.0200994	0.0160038	0.0102446	0.0304927	0.00217785	0.0125284
161000	-532.181	-535.7097	3.528684	-0.222556	-0.395902	0.0681143	0.188445	0.168195	1.28496e-05	1.5041	0.53269	0.390751	0.395915	1.43599	0.344245	0.134846	0.204015	0.125808	0.535331	0.0996546	0.0795471	0.00154744	0.00734578	0.00945075	0.154891	0.00905247	0.015329
162000	-536.3308	-543.1109	6.780039	-9.97704	-0.184683	0.0138793	0.0990481	0.000123094	0.000160848	0.958372	1.5851	9.97716	0.184844	0.944492	1.48605	0.0529058	0.0784251	0.00762243	0.861047	0.856477	0.0657299	0.0149767	0.00732207	0.00280515	0.0497164	0.0257562	0.0182873
163000	-528.7289	-537.1687	8.439779	-0.724118	-0.26474	0.0986461	0.108908	7.12426e-05	0.00578999	0.873323	1.59509	0.724189	0.27053	0.774677	1.48618	0.0217626	0.300576	0.245058	0.432603	0.0736779	0.0323419	0.0228056	0.0057834	0.0222029	0.0792074	0.0140424	0.00775894
164000	-538.6072	-546.1245	7.517326	-5.01043	-0.40061	0.0547911	0.0435177	0.163195	2.31519e-05	0.652374	0.993277	5.17362	0.400633	0.597583	0.94976	0.0450426	0.273057	0.0674724	0.614428	0.277355	0.0627874	0.0277342	0.0153502	0.0200546	0.0294931	0.0119293	0.0132378
165000	-527.1448	-542.12	14.97519	-0.309568	-0.745683	0.084901	0.115096	1.8823e-06	0.000317713	1.75077	0.790637	0.30957	0.746001	1.66587	0.675541	0.00344941	0.449178	0.292532	0.25484	0.0702225	0.0389806	0.0130136	0.00917515	0.00430176	0.0976973	0.0079912	0.0115442
166000	-537.5045	-542.4173	4.912724	-0.597859	-0.228169	0.114524	0.0988255	0.092192	1.45718e-05	0.789296	1.19698	0.690051	0.228183	0.674771	1.09815	0.640346	0.221094	0.00709935	0.13146	0.176757	0.0276986	0.0281962	0.0123493	0.053484	0.0849474	0.0191539	0.00590462
167000	-533.364	-541.3705	8.006512	-1.13792	-0.14126	0.157067	0.12197	0.000125788	0.00744865	0.810125	1.90315	1.13805	0.148709	0.653059	1.78118	0.0154705	0.153264	0.361882	0.469383	0.0936228	0.0332918	0.0218767	0.00762097	0.00199835	0.0833797	0.0112443	0.020048
168000	-532.6773	-538.0614	5.384166	-0.525578	-0.334811	0.0763567	0.0885139	0.0446875	1.55623e-05	1.76741	2.18513	0.570266	0.334826	1.69105	2.09662	0.337906	0.210426	0.164653	0.287015	0.0583619	0.0329329	0.0106468	0.00228759	0.00032635	0.0706097	0.0444453	0.0158584
169000	-531.9667	-534.2041	2.237378	-0.462455	-0.398127	0.125912	0.139443	0.453349	3.78902e-05	0.911398	2.08168	0.915804	0.398165	0.785486	1.94223	0.0171448	0.177173	0.55347	0.252212	0.0696518	0.0422046	0.0127802	0.000327072	0.00209807	0.119499	0.00939074	0.0107893
170000	-543.7173	-540.6444	-3.072902	-8.66624	-0.189177	0.116357	0.138286	0.00128128	0.222162	0.576165	2.50236	8.66752	0.411339	0.459808	2.36408	0.302944	0.0944591	0.304854	0.297742	0.0921928	0.0189329	0.0422046	0.00558614	0.000123561	0.130062	0.0094658	0.0115684
171000	-531.1416	-540.9168	9.775221	-10.7493	-0.193251	0.0741117	0.0648887	0.0207929	1.25343e-06	1.16969	3.09057	10.7701	0.193252	1.09558	3.02568	0.228048	0.106826	0.461171	0.203955	0.331806	0.0328712	0.0172151	0.00415162	0.00138928	0.0426281	0.0111679	0.00842581
172000	-531.3975	-544.4558	13.0583	-0.477359	-0.384347	0.0743894	0.0468289	0.000159658	8.8086e-05	0.830338	3.30386	0.477519	0.384435	0.755949	3.25703	0.167634	0.00368125	0.487701	0.340984	0.0309262	0.0709163	0.0198263	0.000383363	0.00152352	0.0398596	0.0426932	0.00299522
