Iteration	Posterior	Likelihood	Prior	m_b[2][1][1]	m_b[2][1][2]	m_b[2][1][3]	m_b[2][1][4]	m_b[2][1][5]	m_b[2][1][6]	m_b[2][1][7]	m_b[2][2][1]	m_b[2][2][2]	m_b[2][2][3]	m_b[2][2][4]	m_b[2][2][5]	m_b[2][2][6]	m_b[2][2][7]	m_b[2][3][1]	m_b[2][3][2]	m_b[2][3][3]	m_b[2][3][4]	m_b[2][3][5]	m_b[2][3][6]	m_b[2][3][7]	m_b[2][4][1]	m_b[2][4][2]	m_b[2][4][3]	m_b[2][4][4]	m_b[2][4][5]	m_b[2][4][6]	m_b[2][4][7]	m_b[2][5][1]	m_b[2][5][2]	m_b[2][5][3]	m_b[2][5][4]	m_b[2][5][5]	m_b[2][5][6]	m_b[2][5][7]	m_b[2][6][1]	m_b[2][6][2]	m_b[2][6][3]	m_b[2][6][4]	m_b[2][6][5]	m_b[2][6][6]	m_b[2][6][7]	m_b[2][7][1]	m_b[2][7][2]	m_b[2][7][3]	m_b[2][7][4]	m_b[2][7][5]	m_b[2][7][6]	m_b[2][7][7]	m_d[2][1][1]	m_d[2][1][2]	m_d[2][1][3]	m_d[2][1][4]	m_d[2][1][5]	m_d[2][1][6]	m_d[2][1][7]	m_d[2][2][1]	m_d[2][2][2]	m_d[2][2][3]	m_d[2][2][4]	m_d[2][2][5]	m_d[2][2][6]	m_d[2][2][7]	m_d[2][3][1]	m_d[2][3][2]	m_d[2][3][3]	m_d[2][3][4]	m_d[2][3][5]	m_d[2][3][6]	m_d[2][3][7]	m_d[2][4][1]	m_d[2][4][2]	m_d[2][4][3]	m_d[2][4][4]	m_d[2][4][5]	m_d[2][4][6]	m_d[2][4][7]	m_d[2][5][1]	m_d[2][5][2]	m_d[2][5][3]	m_d[2][5][4]	m_d[2][5][5]	m_d[2][5][6]	m_d[2][5][7]	m_d[2][6][1]	m_d[2][6][2]	m_d[2][6][3]	m_d[2][6][4]	m_d[2][6][5]	m_d[2][6][6]	m_d[2][6][7]	m_d[2][7][1]	m_d[2][7][2]	m_d[2][7][3]	m_d[2][7][4]	m_d[2][7][5]	m_d[2][7][6]	m_d[2][7][7]	m_e[2][1][1]	m_e[2][1][2]	m_e[2][1][3]	m_e[2][1][4]	m_e[2][1][5]	m_e[2][1][6]	m_e[2][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	r_b[2][1][1]	r_b[2][1][2]	r_b[2][1][3]	r_b[2][1][4]	r_b[2][1][5]	r_b[2][1][6]	r_b[2][1][7]	r_b[2][2][1]	r_b[2][2][2]	r_b[2][2][3]	r_b[2][2][4]	r_b[2][2][5]	r_b[2][2][6]	r_b[2][2][7]	r_b[2][3][1]	r_b[2][3][2]	r_b[2][3][3]	r_b[2][3][4]	r_b[2][3][5]	r_b[2][3][6]	r_b[2][3][7]	r_b[2][4][1]	r_b[2][4][2]	r_b[2][4][3]	r_b[2][4][4]	r_b[2][4][5]	r_b[2][4][6]	r_b[2][4][7]	r_b[2][5][1]	r_b[2][5][2]	r_b[2][5][3]	r_b[2][5][4]	r_b[2][5][5]	r_b[2][5][6]	r_b[2][5][7]	r_b[2][6][1]	r_b[2][6][2]	r_b[2][6][3]	r_b[2][6][4]	r_b[2][6][5]	r_b[2][6][6]	r_b[2][6][7]	r_b[2][7][1]	r_b[2][7][2]	r_b[2][7][3]	r_b[2][7][4]	r_b[2][7][5]	r_b[2][7][6]	r_b[2][7][7]	r_d[2][1][1]	r_d[2][1][2]	r_d[2][1][3]	r_d[2][1][4]	r_d[2][1][5]	r_d[2][1][6]	r_d[2][1][7]	r_d[2][2][1]	r_d[2][2][2]	r_d[2][2][3]	r_d[2][2][4]	r_d[2][2][5]	r_d[2][2][6]	r_d[2][2][7]	r_d[2][3][1]	r_d[2][3][2]	r_d[2][3][3]	r_d[2][3][4]	r_d[2][3][5]	r_d[2][3][6]	r_d[2][3][7]	r_d[2][4][1]	r_d[2][4][2]	r_d[2][4][3]	r_d[2][4][4]	r_d[2][4][5]	r_d[2][4][6]	r_d[2][4][7]	r_d[2][5][1]	r_d[2][5][2]	r_d[2][5][3]	r_d[2][5][4]	r_d[2][5][5]	r_d[2][5][6]	r_d[2][5][7]	r_d[2][6][1]	r_d[2][6][2]	r_d[2][6][3]	r_d[2][6][4]	r_d[2][6][5]	r_d[2][6][6]	r_d[2][6][7]	r_d[2][7][1]	r_d[2][7][2]	r_d[2][7][3]	r_d[2][7][4]	r_d[2][7][5]	r_d[2][7][6]	r_d[2][7][7]	r_e[2][1]	r_e[2][2]	r_e[2][3]	r_e[2][4]	r_e[2][5]	r_e[2][6]	r_e[2][7]	r_w[2][1]	r_w[2][2]	r_w[2][3]	r_w[2][4]	r_w[2][5]	r_w[2][6]	r_w[2][7]	rho_b	rho_d	rho_e	rho_w
0	-198.4319	-186.0971	-12.33484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1000	1	1	1	1	1	1	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	100	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1
20	-184.6516	-162.4055	-22.24609	4.95497	0.502968	1.23619	1.86955	3.0383	1	295.575	0.699132	4.95497	0.534684	0.66348	0.780057	1	4.26989	1.71832	0.743218	4.95497	0.265615	0.314539	1	2.32492	2.5987	0.922246	0.369208	4.95497	0.227551	1	2.24278	4.22328	1.08429	0.437214	0.316299	4.95497	1	2.50284	1	1	1	1	1	1	1	212.642	3.07183	1.67259	1.61349	1.80059	1	23.3572	1.5478	4.56142	2.98252	2.45305	1.95015	0	0.0582756	1.18424	1.5478	4.43152	4.00192	3.70729	0	0.431445	0.774325	1.15051	1.5478	6.16746	5.69399	0	0.574987	0.636863	1.03898	1.6012	1.5478	6.63503	0	0.584842	0.5063	0.962488	1.47828	1.72259	1.5478	0	0.5553	0	0	0	0	0	0	0	0.224464	1.66183	2.21472	2.25268	2.13889	0	0.637296	0.815561	0.778291	0.333415	0.0199731	0.000159608	1000	0.379188	0.570313	0.564222	1.3678	3.10936	0.877056	0	0.46792	0.169441	0.0171996	0.0422732	0.0639316	0.103899	0.0341963	10.1076	0.0239077	0.169441	0.0182842	0.0226886	0.0266751	0.0341963	0.146014	0.0587603	0.0254153	0.169441	0.00908305	0.0107561	0.0341963	0.0795036	0.0888658	0.0315374	0.0126256	0.169441	0.0077814	0.0341963	0.0766947	0.144421	0.0370787	0.0149511	0.0108162	0.169441	0.0341963	0.0855878	0.0341963	0.0341963	0.0341963	0.0341963	0.0341963	0.0341963	0.0341963	7.27157	0.105045	0.0571963	0.0551755	0.0615733	0.0341963	0.798731	0.0681587	0.200866	0.131338	0.108023	0.0858768	0	0.00256622	0.0521491	0.0681587	0.195146	0.176229	0.163254	0	0.0189991	0.0340982	0.050664	0.0681587	0.27159	0.250741	0	0.0253201	0.0280449	0.0457526	0.0705104	0.0681587	0.29218	0	0.0257541	0.0222954	0.0423841	0.0650974	0.0758559	0.0681587	0	0.0244532	0	0	0	0	0	0	0	0.00988451	0.0731802	0.0975273	0.0991989	0.0941881	0	0.0280639	0.0690048	0.0658513	0.0282103	0.00168993	1.35045e-05	84.6101	0.0320831	0.0690288	0.0682915	0.165554	0.376346	0.106156	0	0.0566355	0.0341963	0.04403597	0.08461015	0.1210367
40	-172.845	-162.5501	-10.29494	1	0.799198	0.799377	0.799431	0.799482	1	1.2227	0.799198	1	0.799215	0.799268	0.799301	1	1.22209	0.799377	0.799215	1	0.798878	0.799007	1	1.22179	0.799431	0.799268	0.798878	1	0.798646	1	1.22177	0.799482	0.799301	0.799007	0.798646	1	1	1.22184	1	1	1	1	1	1	1	1.2227	1.22209	1.22179	1.22177	1.22184	1	1.52902	0.963718	7.14226	3.25	2.26248	1.47887	0	0.00725848	1.36805	0.963718	6.76991	5.60421	4.86365	0	0.296569	0.622512	1.29672	0.963718	12.4917	10.773	0	0.504993	0.433361	1.07344	2.39269	0.963718	14.3033	0	0.521151	0.283267	0.931596	2.06348	2.7397	0.963718	0	0.473419	0	0	0	0	0	0	0	0.0378949	1.54832	2.63646	2.72081	2.47161	0	0.262094	1	1	1	1	1	1000	1	1	1	1	1.28971	1.28971	0	1	0.0318499	0.0254544	0.0254601	0.0254618	0.0254634	0.0318499	0.0389427	0.0254544	0.0318499	0.0254549	0.0254566	0.0254576	0.0318499	0.0389234	0.0254601	0.0254549	0.0318499	0.0254442	0.0254483	0.0318499	0.038914	0.0254618	0.0254566	0.0254442	0.0318499	0.0254368	0.0318499	0.0389131	0.0254634	0.0254576	0.0254483	0.0254368	0.0318499	0.0318499	0.0389156	0.0318499	0.0318499	0.0318499	0.0318499	0.0318499	0.0318499	0.0318499	0.0389427	0.0389234	0.038914	0.0389131	0.0389156	0.0318499	0.048699	0.014992	0.111108	0.0505583	0.0351961	0.0230059	0	0.000112916	0.0212819	0.014992	0.105315	0.0871813	0.0756609	0	0.00461354	0.00968405	0.0201724	0.014992	0.194326	0.167588	0	0.00785587	0.00674154	0.0166989	0.0372217	0.014992	0.222509	0	0.00810723	0.00440661	0.0144923	0.0321003	0.0426198	0.014992	0	0.00736469	0	0	0	0	0	0	0	0.000589508	0.0240863	0.0410138	0.042326	0.0384494	0	0.00407724	0.0103628	0.0103628	0.0103628	0.0103628	0.0103628	10.3628	0.0103628	0.152604	0.152604	0.152604	0.196815	0.196815	0	0.152604	0.03184987	0.0155564	0.01036283	0.1526039
60	-172.4185	-160.0946	-12.32392	1.29868	0.18719	0.400835	0.568958	0.85832	1	238.476	0.738558	1.29868	0.197137	0.236664	0.271429	1	6.59575	1.5815	0.777806	1.29868	0.109018	0.125796	1	3.94205	2.24483	0.93376	0.43013	1.29868	0.0956355	1	3.82379	3.38651	1.07092	0.496327	0.37733	1.29868	1	4.19602	1	1	1	1	1	1	1	60.4425	1.67171	0.999124	0.969152	1.06349	1	9.31416	0.287113	1.58927	0.811086	0.595233	0.413939	0	0.0452501	1.30699	0.287113	1.51821	1.29188	1.14456	0	1.07681	0.667022	1.24855	0.287113	2.56218	2.25782	0	1.69675	0.489509	1.06242	2.10709	0.287113	2.87645	0	1.74302	0.340416	0.941263	1.85679	2.36554	0.287113	0	1.60569	0	0	0	0	0	0	0	0.0550232	1.30937	2.06321	2.11948	1.95249	0	0.287113	1.97333	1.96931	1.96547	1.96432	1.96274	1000	1.96568	1.95371	1.94979	5.66887	12.6077	12.5977	0	1.94624	0.0359706	0.00518476	0.0111023	0.0157589	0.0237736	0.0276979	6.60528	0.0204565	0.0359706	0.00546028	0.00655509	0.00751799	0.0276979	0.182688	0.0438041	0.0215435	0.0359706	0.00301955	0.00348427	0.0276979	0.109186	0.0621769	0.0258631	0.0119137	0.0359706	0.0026489	0.0276979	0.105911	0.093799	0.0296623	0.0137472	0.0104512	0.0359706	0.0276979	0.116221	0.0276979	0.0276979	0.0276979	0.0276979	0.0276979	0.0276979	0.0276979	1.67413	0.0463028	0.0276736	0.0268434	0.0294565	0.0276979	0.257982	0.0161606	0.0894542	0.0456531	0.0335035	0.0232991	0	0.00254696	0.0735655	0.0161606	0.0854547	0.0727151	0.064423	0	0.0606095	0.0375443	0.0702764	0.0161606	0.144216	0.127085	0	0.0955038	0.0275527	0.0597996	0.118601	0.0161606	0.161905	0	0.0981084	0.0191608	0.0529803	0.104512	0.133148	0.0161606	0	0.0903787	0	0	0	0	0	0	0	0.00309705	0.0736999	0.116131	0.119298	0.109899	0	0.0161606	0.0448648	0.0447733	0.044686	0.0446599	0.0446238	22.7355	0.0446907	0.0984786	0.0982807	0.285745	0.635503	0.634997	0	0.0981021	0.02769786	0.05628639	0.02273552	0.0504059
80	-173.6545	-159.2142	-14.44024	4.8974	1.86016	2.57227	2.98579	3.55679	1	18.8179	0.761234	4.8974	1.90162	2.05547	2.17896	1	4.08725	1.05265	0.778201	4.8974	1.47753	1.57049	1	3.28282	1.22188	0.841162	0.604653	4.8974	1.39719	1	3.24051	1.45555	0.891698	0.642693	0.571773	4.8974	1	3.37129	1	1	1	1	1	1	1	45.9835	9.98763	8.02193	7.91853	8.23811	1	23.9515	1.1011	6.54178	3.24704	2.35262	1.61168	0	0.012653	1.32153	1.1011	6.23749	5.2723	4.64775	0	0.34326	0.655948	1.26006	1.1011	10.7568	9.4296	0	0.551148	0.475263	1.06508	2.17303	1.1011	12.1341	0	0.566809	0.325582	0.938911	1.90491	2.45126	1.1011	0	0.520383	0	0	0	0	0	0	0	0.0626341	1.69919	2.72827	2.80579	2.57597	0	0.349932	1.0204	1.05406	0.313225	2.587	71.1726	1000	1.72716	1	1	4.07168	9.43988	9.43988	0	1	0.0944491	0.0358742	0.0496077	0.0575827	0.0685947	0.0192856	0.362913	0.0146808	0.0944491	0.0366738	0.0396409	0.0420225	0.0192856	0.0788249	0.020301	0.0150081	0.0944491	0.0284951	0.0302878	0.0192856	0.0633111	0.0235646	0.0162223	0.0116611	0.0944491	0.0269456	0.0192856	0.062495	0.0280711	0.0171969	0.0123947	0.011027	0.0944491	0.0192856	0.0650173	0.0192856	0.0192856	0.0192856	0.0192856	0.0192856	0.0192856	0.0192856	0.886818	0.192617	0.154707	0.152713	0.158877	0.0192856	0.461918	0.0222544	0.132216	0.065626	0.0475489	0.0325737	0	0.00025573	0.0267095	0.0222544	0.126066	0.106559	0.0939358	0	0.00693764	0.0132574	0.0254671	0.0222544	0.217407	0.190582	0	0.0111393	0.00960555	0.0215263	0.0439192	0.0222544	0.245243	0	0.0114558	0.00658036	0.0189764	0.0385002	0.0495426	0.0222544	0	0.0105175	0	0	0	0	0	0	0	0.0012659	0.0343424	0.0551411	0.0567079	0.0520631	0	0.0070725	0.0183524	0.0189579	0.00563353	0.0465287	1.28008	17.9856	0.031064	0.0659081	0.0659081	0.268356	0.622164	0.622164	0	0.0659081	0.01928557	0.02021103	0.01798558	0.06590807
100	-168.5282	-161.3844	-7.143811	1	1	1	1	1	1	4.02782	1	1	1	1	1	1	4.02782	1	1	1	1	1	1	4.02782	1	1	1	1	1	1	4.02782	1	1	1	1	1	1	4.02782	1	1	1	1	1	1	1	4.02782	4.02782	4.02782	4.02782	4.02782	1	4.02782	1.86092	6.89735	4.12122	3.25195	2.46246	0	0.0222125	1.22749	1.86092	6.65999	5.88567	5.36461	0	0.25146	0.733434	1.18525	1.86092	9.94211	9.02467	0	0.356172	0.578734	1.04745	1.76935	1.86092	10.8629	0	0.363585	0.438232	0.954714	1.60608	1.93323	1.86092	0	0.341445	0	0	0	0	0	0	0	0.124814	1.41297	2.00136	2.04301	1.9186	0	0.442172	1	1	1	0.191483	0.191483	1000	1	1	1	5.49763	5.49763	5.49763	0	1	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0409975	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0409975	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0409975	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0409975	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0409975	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0101786	0.0409975	0.0409975	0.0409975	0.0409975	0.0409975	0.0101786	0.0409975	0.0481074	0.178306	0.106539	0.0840675	0.0636581	0	0.000574225	0.0317323	0.0481074	0.17217	0.152153	0.138683	0	0.00650059	0.0189603	0.0306403	0.0481074	0.257018	0.233301	0	0.00920756	0.0149611	0.027078	0.0457402	0.0481074	0.280823	0	0.0093992	0.0113289	0.0246807	0.0415194	0.0499767	0.0481074	0	0.00882683	0	0	0	0	0	0	0	0.00322662	0.0365273	0.051738	0.0528148	0.0495986	0	0.0114308	0.0288445	0.0288445	0.0288445	0.00552323	0.00552323	28.8445	0.0288445	0.0667205	0.0667205	0.366804	0.366804	0.366804	0	0.0667205	0.01017856	0.02585142	0.02884447	0.06672047
120	-175.1976	-163.6196	-11.578	1.24866	1.24866	1.24866	1.24866	1.24866	1	1.86952	1	1.24866	1.24866	1.24866	1.24866	1	1.86952	1	1	1.24866	1.24866	1.24866	1	1.86952	1	1	1	1.24866	1.24866	1	1.86952	1	1	1	1	1.24866	1	1.86952	1	1	1	1	1	1	1	2.33439	2.33439	2.33439	2.33439	2.33439	1	2.33439	0.853399	5.6883	3.01336	2.24979	1.59651	0	0.0712226	1.706	0.853399	5.44774	4.6772	4.17174	0	1.4207	0.903751	1.63386	0.853399	8.93358	7.92657	0	2.18314	0.674745	1.40276	2.67931	0.853399	9.96836	0	2.23937	0.478815	1.25117	2.37729	2.98965	0.853399	0	2.07225	0	0	0	0	0	0	0	0.237476	4.73702	7.2792	7.46668	6.90947	0	0.853399	2.77845	2.65858	0.996086	0.34586	0.00527489	1000	1.42179	1	1	6.66714	9.49664	9.49664	0	1	0.0677301	0.0677301	0.0677301	0.0677301	0.0677301	0.0542422	0.101407	0.0542422	0.0677301	0.0677301	0.0677301	0.0677301	0.0542422	0.101407	0.0542422	0.0542422	0.0677301	0.0677301	0.0677301	0.0542422	0.101407	0.0542422	0.0542422	0.0542422	0.0677301	0.0677301	0.0542422	0.101407	0.0542422	0.0542422	0.0542422	0.0542422	0.0677301	0.0542422	0.101407	0.0542422	0.0542422	0.0542422	0.0542422	0.0542422	0.0542422	0.0542422	0.126623	0.126623	0.126623	0.126623	0.126623	0.0542422	0.126623	0.0148224	0.0987985	0.0523382	0.039076	0.0277292	0	0.00123704	0.0296311	0.0148224	0.0946202	0.081237	0.0724578	0	0.0246757	0.015697	0.028378	0.0148224	0.155165	0.137674	0	0.0379183	0.0117195	0.0243641	0.0465362	0.0148224	0.173137	0	0.0388949	0.0083164	0.0217311	0.0412905	0.0519264	0.0148224	0	0.0359923	0	0	0	0	0	0	0	0.00412466	0.0822759	0.12643	0.129687	0.120009	0	0.0148224	0.00738699	0.00706829	0.00264827	0.000919528	1.40242e-05	2.65867	0.00378007	0.0468793	0.0468793	0.312551	0.445196	0.445196	0	0.0468793	0.05424218	0.01736871	0.002658671	0.04687932
140	-174.725	-162.7727	-11.95225	8.70771	4.2796	5.65816	6.43369	7.48078	1	12.2371	0.894813	8.70771	4.36163	4.66396	4.90437	1	3.2828	1.18305	0.911967	8.70771	3.50994	3.69912	1	2.7181	1.34521	0.975179	0.733887	8.70771	3.34534	1	2.68791	1.56414	1.02545	0.773443	0.699472	8.70771	1	2.78105	1	1	1	1	1	1	1	58.526	15.7006	12.9998	12.8554	13.3009	1	29.4775	1.4436	16.0222	7.82128	5.62413	3.81892	0	0.014009	2.38508	1.4436	15.2594	12.8463	11.2906	0	0.410483	1.16429	2.27153	1.4436	26.6759	23.3041	0	0.666702	0.837216	1.91231	3.97101	1.4436	30.1976	0	0.686126	0.56849	1.68073	3.46908	4.49526	1.4436	0	0.628591	0	0	0	0	0	0	0	0.0941076	2.75748	4.47867	4.60916	4.22265	0	0.305459	1	1	0.272156	0.0744315	0.0744315	1000	1	1.36623	1.36495	4.28098	5.75896	5.75683	0	1.36379	0.0802505	0.0394408	0.0521457	0.059293	0.068943	0.00921602	0.112777	0.00824662	0.0802505	0.0401969	0.0429831	0.0451988	0.00921602	0.0302544	0.010903	0.0084047	0.0802505	0.0323477	0.0340912	0.00921602	0.02505	0.0123975	0.00898727	0.00676352	0.0802505	0.0308308	0.00921602	0.0247718	0.0144152	0.00945054	0.00712807	0.00644635	0.0802505	0.00921602	0.0256302	0.00921602	0.00921602	0.00921602	0.00921602	0.00921602	0.00921602	0.00921602	0.539377	0.144697	0.119806	0.118475	0.122581	0.00921602	0.271665	0.0100608	0.111663	0.0545086	0.039196	0.026615	0	9.76325e-05	0.0166223	0.0100608	0.106346	0.0895289	0.0786868	0	0.00286076	0.00811423	0.0158309	0.0100608	0.185911	0.162412	0	0.00464642	0.00583478	0.0133274	0.027675	0.0100608	0.210455	0	0.00478179	0.00396195	0.0117134	0.024177	0.0313287	0.0100608	0	0.00438081	0	0	0	0	0	0	0	0.000655861	0.0192176	0.031213	0.0321224	0.0294288	0	0.00212882	0.000866657	0.000866657	0.000235866	6.45066e-05	6.45066e-05	0.866657	0.000866657	0.107653	0.107552	0.337323	0.453782	0.453614	0	0.107461	0.00921602	0.006969262	0.0008666575	0.07879578
160	-175.5172	-162.6248	-12.89245	2.38634	0.813033	1.24146	1.50831	1.89564	1	7.0138	0.844961	2.38634	0.836774	0.926245	0.999572	1	0.954504	1.29021	0.869634	2.38634	0.601996	0.651857	1	0.71699	1.56754	0.962618	0.625636	2.38634	0.559727	1	0.704953	1.97008	1.03882	0.677455	0.581707	2.38634	1	0.742312	1	1	1	1	1	1	1	6.74878	0.918437	0.689898	0.678315	0.714263	1	2.38634	0.471738	10.358	4.34604	2.91509	1.82419	0	0.0189074	3.41204	0.471738	9.76377	7.92636	6.7792	0	1.12969	1.43163	3.21629	0.471738	19.2083	16.307	0	2.03276	0.960262	2.61103	6.32741	0.471738	22.3252	0	2.10473	0.600909	2.23314	5.3717	7.35416	0.471738	0	1.89287	0	0	0	0	0	0	0	0.0573975	3.42943	6.17091	6.38938	5.74622	0	0.200587	2.22335	2.21802	2.21294	1.11894	1.11787	1000	2.21322	2.1442	2.15044	3.61467	13.0341	22.1243	0	2.32234	0.077311	0.0263401	0.0402198	0.0488651	0.0614135	0.0323973	0.227228	0.0273744	0.077311	0.0271092	0.0300078	0.0323834	0.0323973	0.0309233	0.0417993	0.0281738	0.077311	0.019503	0.0211184	0.0323973	0.0232285	0.0507841	0.0311862	0.0202689	0.077311	0.0181336	0.0323973	0.0228386	0.0638252	0.0336551	0.0219477	0.0188457	0.077311	0.0323973	0.0240489	0.0323973	0.0323973	0.0323973	0.0323973	0.0323973	0.0323973	0.0323973	0.218642	0.0297549	0.0223508	0.0219756	0.0231402	0.0323973	0.077311	0.00456701	0.100278	0.0420751	0.0282217	0.0176605	0	0.000183047	0.0330328	0.00456701	0.0945255	0.0767371	0.0656311	0	0.0109368	0.01386	0.0311377	0.00456701	0.18596	0.157872	0	0.0196797	0.00929654	0.025278	0.0612573	0.00456701	0.216136	0	0.0203764	0.00581755	0.0216196	0.0520047	0.0711974	0.00456701	0	0.0183253	0	0	0	0	0	0	0	0.000555679	0.0332011	0.0597421	0.0618571	0.0556306	0	0.00194194	0.00615429	0.00613954	0.00612548	0.00309725	0.0030943	2.76802	0.00612623	0.0854437	0.0856926	0.14404	0.519392	0.881626	0	0.0925425	0.0323973	0.009681249	0.002768025	0.03984881
180	-176.8514	-163.5507	-13.30067	1.44634	1.07387	1.07419	1.07428	1.07437	1	1.38278	0.74247	1.44634	1.0739	1.07399	1.07405	1	1.38187	0.742691	0.742491	1.44634	1.0733	1.07353	1	1.38143	0.742757	0.742556	0.742075	1.44634	1.07288	1	1.38139	0.742821	0.742597	0.742235	0.741788	1.44634	1	1.3815	1	1	1	1	1	1	1	1.99998	1.99866	1.99802	1.99796	1.99812	1	2.69161	6.75302	6.75302	6.75302	6.75302	6.75302	0	0.141904	1	6.75302	6.75302	6.75302	6.75302	0	0.141904	1	1	6.75302	6.75302	6.75302	0	0.141904	1	1	1	6.75302	6.75302	0	0.141904	1	1	1	1	6.75302	0	0.141904	0	0	0	0	0	0	0	0.958281	0.958281	0.958281	0.958281	0.958281	0	0.958281	0.480289	0.50375	1.13965	9.34357	964.538	1000	1.00712	1.12833	1.12792	7.55819	17.7287	17.7262	0	1.12755	0.0611361	0.0453917	0.0454052	0.0454093	0.0454131	0.0422694	0.0584493	0.0313837	0.0611361	0.045393	0.0453969	0.0453995	0.0422694	0.0584107	0.0313931	0.0313846	0.0611361	0.0453676	0.0453773	0.0422694	0.058392	0.0313959	0.0313874	0.031367	0.0611361	0.04535	0.0422694	0.0583903	0.0313986	0.0313891	0.0313738	0.0313549	0.0611361	0.0422694	0.0583951	0.0422694	0.0422694	0.0422694	0.0422694	0.0422694	0.0422694	0.0422694	0.0845378	0.0844819	0.0844549	0.0844524	0.0844595	0.0422694	0.113773	0.208904	0.208904	0.208904	0.208904	0.208904	0	0.00438978	0.0309348	0.208904	0.208904	0.208904	0.208904	0	0.00438978	0.0309348	0.0309348	0.208904	0.208904	0.208904	0	0.00438978	0.0309348	0.0309348	0.0309348	0.208904	0.208904	0	0.00438978	0.0309348	0.0309348	0.0309348	0.0309348	0.208904	0	0.00438978	0	0	0	0	0	0	0	0.0296443	0.0296443	0.0296443	0.0296443	0.0296443	0	0.0296443	0.0011649	0.0012218	0.00276414	0.022662	2.33941	2.42542	0.00244269	0.0412968	0.0412818	0.276629	0.64887	0.648776	0	0.0412683	0.04226937	0.03093484	0.002425416	0.03659994
