Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51
760	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	46	77	2	12	12	77	2	2	2	4	2	2	16	16	4	21	77	77	2	2	3	16	37	77	12	37	2	2	2	12	2	2	2	46	2	2	2	2	2	15	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	2	2	12	12	6	6	6	6	53	53
780	6	6	6	6	6	6	4	4	3	3	3	3	4	4	16	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	43	77	2	12	15	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	12	77	12	12	4	15	15	15	2	15	2	43	2	2	2	2	37	37	37	37	37	37	4	16	3	3	4	16	4	4	4	4	2	37	2	2	2	2	2	2	12	12	6	6	6	6	53	53
800	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	3	77	2	12	2	77	2	2	15	4	2	2	4	16	4	21	77	77	2	2	4	4	77	77	77	77	15	15	2	2	2	15	2	12	2	2	2	2	2	2	2	2	2	2	37	37	3	3	4	16	37	37	37	37	12	37	12	12	12	12	2	12	16	77	6	6	6	6	57	57
820	6	6	6	6	6	6	16	4	3	3	3	3	4	4	4	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	3	77	12	12	2	77	2	2	4	4	2	2	16	16	4	21	43	77	2	2	3	16	19	43	19	19	2	15	2	2	2	2	2	12	2	2	2	2	12	12	12	12	12	12	4	4	3	3	16	16	16	16	3	16	2	12	2	2	2	2	2	2	19	19	6	6	6	6	60	60
840	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	15	4	2	2	16	16	4	21	77	77	2	2	3	16	46	77	3	46	15	15	2	2	37	15	12	77	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	12	37	2	12	2	12	37	37	37	37	6	6	6	6	87	87
860	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	4	4	2	2	16	16	4	21	77	77	2	2	4	16	77	77	46	77	2	15	2	2	2	2	2	2	2	2	2	2	2	12	2	2	2	2	37	37	3	3	3	3	15	37	15	15	2	15	2	2	2	2	2	2	46	46	6	6	6	6	96	96
880	6	6	6	6	6	6	4	4	3	3	3	3	4	4	15	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	46	77	2	12	37	77	2	2	4	4	15	2	3	16	3	21	77	77	2	2	3	3	2	77	2	2	2	15	53	37	53	53	2	46	2	2	2	2	2	2	2	2	2	2	15	15	4	3	4	4	15	15	15	15	2	15	2	2	2	2	53	53	53	53	6	6	6	6	53	53
900	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	3	4	2	37	2	2	2	2	2	2	19	19	2	2	2	2	2	77	2	12	2	77	2	2	2	4	2	2	16	16	4	21	12	77	2	2	3	16	2	12	8	2	2	2	2	2	2	2	2	2	2	2	19	19	2	2	19	19	19	19	4	37	3	3	16	16	16	16	16	16	77	77	12	77	12	12	2	12	8	8	6	6	6	6	49	49
920	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	12	77	2	12	37	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	77	77	46	77	2	15	12	37	2	12	2	12	2	2	2	2	2	2	2	2	2	2	16	37	3	3	3	16	16	16	16	16	2	37	2	2	2	2	2	2	46	46	6	6	6	6	96	96
940	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	15	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	2	77	2	2	2	15	15	15	2	15	2	2	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	2	2	2	2	2	6	6	6	6	24	24
960	6	6	6	6	6	6	4	4	3	3	16	3	4	4	4	37	4	4	37	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	2	12	2	77	2	2	2	4	2	2	4	16	4	21	19	77	2	2	4	4	19	46	2	19	2	2	2	2	2	2	2	37	2	2	2	2	37	37	37	37	37	37	4	4	4	16	4	4	4	4	4	4	37	37	37	37	15	37	15	15	15	15	6	6	6	6	56	56
980	6	6	6	6	6	6	3	4	3	3	3	3	4	4	77	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	3	77	12	12	12	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	77	77	37	77	15	15	2	12	2	15	2	12	2	2	2	2	2	2	2	2	2	2	77	77	3	3	3	3	77	77	77	77	2	77	2	2	2	2	2	2	12	37	6	6	6	6	53	53
1000	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	19	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	19	77	19	19	2	15	2	19	2	2	12	2	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	37	37	37	37	2	37	2	2	2	12	2	2	19	19	6	6	6	6	60	60
1020	6	6	6	6	6	6	3	4	3	3	3	3	4	4	77	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	4	4	2	2	16	16	4	21	12	77	2	2	3	16	3	12	2	12	2	15	2	2	2	2	2	77	2	2	2	2	2	15	2	2	2	2	77	77	3	3	3	3	77	77	77	77	77	77	46	77	46	46	46	46	19	46	6	6	6	6	60	60
1040	6	6	6	6	6	6	16	4	3	3	3	3	4	4	16	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	3	12	2	77	2	2	4	4	15	2	4	16	21	21	46	77	2	2	4	21	46	46	2	46	2	15	2	2	2	2	46	77	2	2	2	2	2	2	2	2	2	2	4	16	3	3	16	16	16	16	16	16	2	37	2	2	46	46	46	46	46	46	6	6	6	6	96	96
1060	6	6	6	6	6	6	3	4	3	3	3	3	4	4	77	37	4	4	77	37	2	2	2	2	2	2	2	19	2	2	2	2	3	77	12	12	2	77	2	2	4	4	15	2	16	16	4	21	77	77	2	2	3	16	46	77	15	46	2	15	2	2	2	2	2	12	2	2	2	2	15	77	15	15	2	15	77	77	3	3	3	3	37	77	37	37	2	37	2	2	2	2	2	2	15	15	6	6	6	6	56	56
1080	6	6	6	6	6	6	3	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	15	77	3	12	2	77	2	2	4	4	2	2	16	16	4	21	77	77	2	2	4	16	2	77	2	2	2	15	2	2	2	2	2	37	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	3	15	37	15	15	2	15	2	2	2	2	2	2	2	2	6	6	6	6	24	24
1100	6	6	6	6	6	6	4	4	3	3	3	3	4	4	4	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	37	77	3	12	2	77	2	2	4	4	2	2	4	16	4	21	4	77	2	2	4	4	4	4	15	15	15	15	2	2	2	15	2	37	2	2	2	2	15	15	15	15	15	15	4	4	3	3	16	16	4	16	4	4	2	15	2	2	2	2	2	2	15	15	6	6	6	6	56	56
1120	6	6	6	6	6	6	16	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	2	77	2	2	4	4	2	2	4	16	4	21	15	77	2	2	4	4	15	15	15	15	15	15	2	2	2	15	2	77	2	2	2	2	2	2	2	2	2	2	3	37	3	3	16	16	4	16	4	4	2	15	2	2	2	2	2	2	15	15	6	6	6	6	56	56
1140	6	6	6	6	6	6	4	4	3	3	20	3	4	4	77	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	19	2	12	77	3	12	43	77	2	2	4	4	15	2	4	16	4	21	46	77	2	2	4	4	15	46	2	15	46	15	5	43	46	46	2	12	2	2	2	2	2	2	2	2	2	2	77	77	3	20	4	16	77	77	77	77	2	77	2	19	2	2	46	46	21	46	6	6	6	6	62	62
1160	6	6	6	6	6	6	4	4	16	3	3	3	4	4	77	37	4	4	15	37	2	2	2	2	2	2	2	19	2	2	2	2	77	77	2	12	46	77	2	2	4	4	19	2	16	16	4	21	3	77	2	2	16	16	16	16	2	37	2	46	15	46	15	15	2	77	2	2	2	2	2	15	2	2	2	2	37	77	16	16	3	16	37	37	37	37	2	37	2	2	2	2	15	15	2	15	6	6	6	6	24	24
1180	6	6	6	6	6	6	4	4	3	3	3	3	4	4	37	37	4	4	2	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	2	77	2	2	4	4	2	2	4	16	4	21	77	77	2	2	4	4	77	77	37	77	2	15	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	37	37	3	3	3	16	37	37	37	37	2	37	2	2	2	2	2	2	12	37	6	6	6	6	53	53
1200	6	6	6	6	6	6	4	4	3	3	3	3	4	4	15	37	4	4	12	37	2	2	2	2	2	2	2	19	2	2	2	2	2	77	2	12	12	77	2	2	15	4	2	2	16	16	4	21	43	77	2	2	3	16	12	43	2	12	2	15	2	12	2	2	2	2	2	2	2	2	2	12	2	2	2	2	15	15	3	3	4	16	15	15	15	15	2	15	2	2	2	2	2	2	2	2	6	6	6	6	24	24
