G,N,K,O,M,H,Z
0,nan,nan,nan,nan,nan,1
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
1,nan,nan,nan,nan,nan,1
