Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]	speciation[21]	speciation[22]	speciation[23]	speciation[24]	speciation[25]	speciation[26]	speciation[27]	speciation[28]	speciation[29]	speciation[30]	speciation[31]	speciation[32]	speciation[33]	speciation[34]	speciation[35]	speciation[36]	speciation[37]	speciation[38]	speciation[39]	speciation[40]	speciation[41]	speciation[42]	speciation[43]	speciation[44]	speciation[45]	speciation[46]	speciation[47]	speciation[48]	speciation[49]	speciation[50]	speciation[51]
28860	-1391.5	-1567.93	176.435	0.291098	0.28161	0.276134	0.259172	0.24222	0.239825	0.228976	0.222748	0.218009	0.211861	0.206514	0.21055	0.210652	0.204272	0.204904	0.204946	0.202194	0.211079	0.216744	0.213828	0.201215	0.180648	0.163958	0.152682	0.148255	0.13515	0.131549	0.122046	0.110965	0.104416	0.0955998	0.0931078	0.0910263	0.0874134	0.0850261	0.0839336	0.0860493	0.0864997	0.0898797	0.0947727	0.100821	0.113762	0.1175	0.113992	0.113167	0.106703	0.112705	0.106685	0.111948	0.112911	0.119768
28870	-1373.26	-1566.2	192.946	0.256931	0.254762	0.254862	0.249037	0.230872	0.228324	0.217793	0.200852	0.194301	0.192035	0.187448	0.177682	0.170333	0.172827	0.172549	0.1863	0.18679	0.188617	0.192356	0.183212	0.172359	0.157454	0.141405	0.128073	0.121728	0.114075	0.104167	0.100564	0.0926037	0.0820256	0.0753114	0.0711277	0.0677143	0.0641984	0.0637641	0.0662915	0.0700431	0.0767201	0.0802526	0.0796723	0.0827052	0.0816343	0.0893759	0.0954572	0.0901269	0.0928741	0.0898747	0.0885036	0.0870596	0.0896477	0.0953925
28880	-1379.67	-1568.97	189.304	0.200135	0.205757	0.20306	0.197776	0.18352	0.170524	0.166133	0.159639	0.152168	0.148339	0.146005	0.143537	0.150847	0.149906	0.147732	0.149546	0.139592	0.148405	0.152745	0.149938	0.139289	0.132087	0.118928	0.108994	0.100823	0.0953749	0.0880103	0.0800546	0.0743679	0.0667049	0.0638644	0.0597107	0.0536049	0.0547447	0.0552536	0.059311	0.0611802	0.0637983	0.0656074	0.071136	0.0756229	0.0787519	0.0741459	0.0761066	0.0732669	0.0744199	0.0760106	0.0741172	0.0725512	0.0735173	0.0749099
28890	-1392.3	-1567.49	175.19	0.217387	0.216986	0.209129	0.190666	0.182493	0.195456	0.170242	0.169434	0.154721	0.147444	0.143213	0.136403	0.134849	0.130574	0.146001	0.148054	0.145476	0.151216	0.15426	0.147162	0.134248	0.113875	0.0945583	0.089237	0.0805002	0.0640725	0.058751	0.0536342	0.0528736	0.0442725	0.0386559	0.0366984	0.0319015	0.0327743	0.0339319	0.034056	0.0377363	0.0463872	0.0464995	0.0460407	0.0461579	0.0459073	0.0471301	0.0483417	0.0487429	0.046002	0.0503481	0.0476848	0.0467097	0.046891	0.0550731
28900	-1310.4	-1566.45	256.045	0.219839	0.206816	0.199948	0.20748	0.209946	0.219168	0.220557	0.195363	0.186061	0.158859	0.150499	0.147631	0.145684	0.141698	0.145743	0.140201	0.146325	0.151028	0.143868	0.143999	0.131587	0.117814	0.0996305	0.0884846	0.079128	0.0774037	0.0688981	0.0686424	0.0578889	0.0518192	0.048557	0.0432283	0.0395178	0.0387511	0.0375721	0.040763	0.0432632	0.044864	0.0441194	0.0449422	0.0476686	0.0472779	0.0471822	0.0455699	0.0447496	0.0516522	0.0474232	0.050751	0.0496569	0.0517384	0.0543905
28910	-1352.38	-1566.13	213.751	0.251067	0.225888	0.224706	0.220024	0.211228	0.214194	0.210841	0.21363	0.207924	0.182239	0.178384	0.1765	0.171704	0.170878	0.166233	0.160752	0.160204	0.169822	0.166402	0.164087	0.159327	0.149351	0.135257	0.117665	0.111792	0.103904	0.103743	0.0931071	0.0924121	0.0868377	0.0804966	0.0780773	0.0697406	0.0721183	0.0732585	0.0675302	0.0674834	0.0737293	0.0764417	0.078345	0.076184	0.0758384	0.0788139	0.0802578	0.0792379	0.0782598	0.080722	0.0782331	0.0773197	0.07806	0.0738897
28920	-1373.83	-1566.21	192.379	0.206386	0.205549	0.213452	0.210119	0.199321	0.194248	0.191377	0.176923	0.156131	0.179511	0.159962	0.139106	0.143252	0.128323	0.129879	0.12945	0.118726	0.130763	0.138853	0.146589	0.128043	0.106982	0.0958379	0.092722	0.0868215	0.0756038	0.0669615	0.0611787	0.0529728	0.0470108	0.0467362	0.0453558	0.0449384	0.0440584	0.0405442	0.0408003	0.0434955	0.0467104	0.0511441	0.0530179	0.0576722	0.0528786	0.0531443	0.0527121	0.0544199	0.0536859	0.0500812	0.0523665	0.049746	0.0532138	0.0510387
28930	-1391.37	-1565.29	173.926	0.239142	0.240715	0.23627	0.243554	0.226342	0.205307	0.19681	0.19087	0.182891	0.169344	0.165461	0.165254	0.155964	0.148265	0.154619	0.153134	0.152231	0.149536	0.168584	0.157988	0.154578	0.137243	0.117863	0.112349	0.109564	0.0953417	0.0916139	0.0867607	0.0814562	0.0721091	0.0728368	0.0677885	0.0677257	0.0686718	0.0706203	0.0650523	0.0723964	0.0717907	0.0793237	0.0826324	0.0895202	0.0889007	0.0849141	0.0888201	0.08582	0.0801168	0.0788642	0.075571	0.0755383	0.0718014	0.0776702
28940	-1370.83	-1567.82	196.983	0.207142	0.203405	0.206928	0.193221	0.175072	0.173854	0.170737	0.161401	0.141319	0.13149	0.134942	0.138707	0.145273	0.143116	0.134753	0.134582	0.127583	0.117763	0.119018	0.117132	0.115521	0.109809	0.103346	0.0973923	0.0962279	0.0918004	0.0875849	0.0877219	0.08486	0.0761816	0.0666662	0.0624185	0.0613124	0.0614218	0.0627697	0.0604967	0.0604198	0.0600353	0.0699907	0.0747793	0.081236	0.0859358	0.0808576	0.0717791	0.0734828	0.0736188	0.072177	0.0718629	0.0760568	0.0769962	0.0771298
28950	-1372.18	-1566.11	193.928	0.212125	0.206127	0.203275	0.195676	0.180522	0.179493	0.168483	0.161817	0.152429	0.136814	0.140738	0.127072	0.127552	0.128344	0.121587	0.118441	0.112844	0.113863	0.116271	0.11428	0.100628	0.0871355	0.0819672	0.0837516	0.0784794	0.0696035	0.0687863	0.0633007	0.0637142	0.0625353	0.0613172	0.0589352	0.0566569	0.0500974	0.0472024	0.0463932	0.0454067	0.0439343	0.0483483	0.0486813	0.0542612	0.057163	0.0581748	0.0569795	0.0562293	0.054593	0.0586818	0.0587828	0.0588022	0.0622064	0.0597724
28960	-1384.68	-1565.54	180.857	0.187961	0.203842	0.231092	0.220133	0.206526	0.203154	0.195043	0.158889	0.14827	0.144194	0.157787	0.149874	0.128975	0.12413	0.128519	0.138559	0.130131	0.127098	0.117198	0.121241	0.114482	0.0943095	0.0893769	0.0799521	0.0896636	0.0812056	0.0742833	0.0620873	0.06184	0.0549409	0.0504814	0.047881	0.0414314	0.0375879	0.0374082	0.0416265	0.0397451	0.0413675	0.0442598	0.0424644	0.0425742	0.0514311	0.050369	0.0517245	0.0470949	0.0511356	0.057977	0.0535279	0.052096	0.0483984	0.0533122
28970	-1350.15	-1566.82	216.67	0.230174	0.219461	0.213617	0.206994	0.208728	0.175712	0.174366	0.165108	0.161398	0.150517	0.157146	0.141567	0.14497	0.134534	0.151259	0.149115	0.143285	0.140834	0.134605	0.128469	0.120699	0.104714	0.0952573	0.0946735	0.0832297	0.0814265	0.0834368	0.0790266	0.0710049	0.0641986	0.054807	0.0507661	0.0508748	0.0465502	0.0464237	0.0473644	0.0470586	0.049231	0.0540055	0.0545274	0.051078	0.0593135	0.0579387	0.0588193	0.0642915	0.0661512	0.0625748	0.0618698	0.0599121	0.063446	0.0653841
28980	-1411.76	-1566.41	154.65	0.210863	0.224668	0.196143	0.197841	0.201367	0.165495	0.152465	0.14317	0.135393	0.120625	0.110614	0.111635	0.114927	0.123147	0.110974	0.108332	0.109245	0.109381	0.10287	0.106681	0.104825	0.0974287	0.0855552	0.0744855	0.0739315	0.0646505	0.0607376	0.0617185	0.0551941	0.0445807	0.035832	0.0278708	0.0264635	0.0247007	0.0271306	0.0277065	0.0305812	0.0330201	0.0303102	0.0351195	0.0374945	0.0370853	0.0417736	0.0395362	0.0409602	0.0390967	0.0358753	0.0416319	0.0401547	0.0431206	0.0420826
28990	-1405.02	-1567.12	162.102	0.238023	0.220293	0.230926	0.217976	0.183428	0.167451	0.138527	0.136698	0.137482	0.126186	0.139099	0.141757	0.150988	0.143628	0.132483	0.133099	0.128035	0.125464	0.126743	0.103608	0.111705	0.102009	0.0925697	0.0881889	0.0852125	0.0695045	0.0697898	0.0688652	0.0670104	0.0550438	0.0494435	0.0446233	0.0436123	0.037107	0.0377434	0.0375729	0.0411818	0.0448992	0.0458077	0.0484531	0.0485235	0.0519345	0.0563213	0.0574938	0.0534391	0.0567126	0.0524075	0.0498346	0.0547719	0.0552413	0.0579228
29000	-1378.58	-1567.05	188.471	0.223966	0.214711	0.220944	0.216835	0.203683	0.197906	0.176496	0.165241	0.158169	0.152353	0.152697	0.146926	0.145037	0.137938	0.155059	0.159192	0.15653	0.15665	0.155854	0.148384	0.128807	0.115682	0.115911	0.103382	0.094789	0.0744886	0.0686921	0.0679087	0.0590785	0.0544851	0.048412	0.0442351	0.0406491	0.0359135	0.032215	0.032908	0.035955	0.0384363	0.0420453	0.0436066	0.0416379	0.0443258	0.0475499	0.0482686	0.052661	0.0521462	0.0519	0.0469328	0.0478528	0.0476721	0.0542503
29010	-1407.07	-1566.77	159.703	0.242667	0.209057	0.194441	0.206412	0.191198	0.173346	0.171955	0.148006	0.143796	0.149329	0.139977	0.138159	0.121824	0.126562	0.150064	0.147533	0.148719	0.154702	0.150488	0.133713	0.117507	0.11278	0.0919008	0.0826054	0.0703935	0.0650389	0.0573772	0.052081	0.0479391	0.0430977	0.0416222	0.0396578	0.0355635	0.0328156	0.0328341	0.0301286	0.0321963	0.0365776	0.0370648	0.0383106	0.0411998	0.0411405	0.0441155	0.0463079	0.0469844	0.0440535	0.0504933	0.048157	0.0466647	0.0507149	0.0463617
29020	-1391.04	-1566.51	175.468	0.23456	0.229271	0.218208	0.216474	0.211007	0.209071	0.205766	0.193257	0.177102	0.161042	0.157132	0.147702	0.140859	0.155105	0.143312	0.139937	0.156766	0.163758	0.155674	0.14374	0.128165	0.103918	0.0947031	0.0845091	0.072983	0.0667135	0.0580554	0.0524265	0.0495019	0.0393698	0.0402003	0.0345908	0.0337196	0.0322399	0.0310948	0.0347723	0.0361207	0.0349842	0.0388212	0.0390577	0.0417689	0.0399109	0.0433432	0.0452775	0.0493238	0.0506054	0.045494	0.0455919	0.0430046	0.0402211	0.0438872
29030	-1389.69	-1567.93	178.238	0.197021	0.20304	0.203457	0.194709	0.201732	0.198245	0.193044	0.192313	0.180732	0.168493	0.166462	0.159176	0.151856	0.153253	0.144992	0.131148	0.130442	0.142769	0.152724	0.143241	0.14356	0.12866	0.111251	0.09725	0.0848935	0.0797611	0.0765744	0.0720013	0.065031	0.0581669	0.0533896	0.0482578	0.0440701	0.0455451	0.044817	0.046077	0.0493172	0.0529287	0.0542372	0.0558415	0.0592631	0.0565986	0.0559593	0.0594375	0.0640001	0.0668836	0.0630212	0.060085	0.0586492	0.0618263	0.0625959
29040	-1390.66	-1570.28	179.616	0.228648	0.22885	0.219604	0.217227	0.210913	0.202367	0.194227	0.189681	0.183205	0.190058	0.186288	0.173168	0.175884	0.167936	0.162803	0.157803	0.151391	0.154935	0.154807	0.150804	0.139629	0.131388	0.118184	0.112225	0.107176	0.099221	0.090048	0.0841211	0.0750061	0.0700487	0.0680909	0.0615631	0.059928	0.0589209	0.0570193	0.0576816	0.0613412	0.065452	0.0671577	0.071947	0.0750235	0.0782146	0.0782152	0.0763542	0.0774646	0.0775124	0.0755308	0.0730079	0.0721616	0.0718974	0.067732
29050	-1399.71	-1566.9	167.192	0.218453	0.236166	0.239932	0.233023	0.215883	0.211349	0.217901	0.199214	0.190553	0.196454	0.179904	0.17703	0.173872	0.169614	0.165875	0.157368	0.151411	0.162803	0.154834	0.14798	0.141308	0.118148	0.101781	0.0937157	0.0850133	0.0728678	0.0656438	0.0574797	0.0521978	0.0513148	0.0462621	0.0407404	0.0401705	0.040393	0.0407604	0.0404619	0.0430513	0.0430581	0.0465878	0.047841	0.0520339	0.0545494	0.0555681	0.0592172	0.0585718	0.0580645	0.0531523	0.0497591	0.0492021	0.0463389	0.0491662
29060	-1374.43	-1565.34	190.912	0.238949	0.227546	0.219502	0.231638	0.216986	0.21154	0.211492	0.199858	0.196553	0.186286	0.172544	0.1719	0.164612	0.163122	0.15471	0.155268	0.160808	0.161705	0.159936	0.159527	0.145078	0.120418	0.107943	0.0936572	0.0827772	0.069491	0.0624249	0.060062	0.0518932	0.046959	0.0447261	0.0429765	0.0404182	0.0390103	0.0395921	0.0398959	0.0429097	0.0448375	0.0469159	0.0509216	0.0533394	0.058174	0.0562987	0.0568496	0.0546695	0.0544489	0.053906	0.048422	0.0485335	0.0482106	0.0501115
29070	-1327.82	-1566.55	238.736	0.205378	0.208213	0.200906	0.205362	0.190659	0.18923	0.187903	0.181729	0.178632	0.172995	0.160681	0.156342	0.148082	0.151667	0.147692	0.144139	0.14434	0.142716	0.144077	0.13153	0.118627	0.102135	0.0925909	0.0794745	0.073472	0.062535	0.0550289	0.0505852	0.048475	0.0445802	0.0426499	0.0408723	0.0391843	0.037689	0.0389983	0.0398945	0.040748	0.0427925	0.0447383	0.0467952	0.0482988	0.0500673	0.0510784	0.050077	0.0498115	0.0476913	0.0454768	0.0440698	0.0409526	0.0398842	0.0402482
29080	-1386.77	-1568.16	181.389	0.216422	0.2113	0.201841	0.20156	0.196551	0.194326	0.188687	0.187548	0.179189	0.165675	0.166749	0.159628	0.157252	0.167471	0.16377	0.159769	0.154539	0.163242	0.159093	0.139791	0.130517	0.112627	0.0940682	0.085894	0.0751581	0.0667481	0.0654768	0.0587127	0.0516215	0.0478584	0.0472407	0.0463086	0.0466132	0.0435649	0.0445734	0.0459014	0.0492423	0.0546907	0.0585155	0.0560784	0.0577178	0.0557826	0.0600156	0.0642081	0.0572729	0.0560361	0.0537068	0.0490954	0.046815	0.0460674	0.0474818
29090	-1361.48	-1574.17	212.691	0.162502	0.162608	0.15526	0.159296	0.155576	0.154502	0.153637	0.150185	0.14568	0.145731	0.149743	0.139949	0.138576	0.139813	0.139845	0.139607	0.13294	0.133197	0.130524	0.125797	0.119358	0.101966	0.0871673	0.0785424	0.0708248	0.0658558	0.0612446	0.0561447	0.0509907	0.0492538	0.0462902	0.0452261	0.0445486	0.0444999	0.0441125	0.0464669	0.0497953	0.0524558	0.0500024	0.0551958	0.0558103	0.0540075	0.0564951	0.0549766	0.0579315	0.0562168	0.0552597	0.0522924	0.0494654	0.0490909	0.0516762
29100	-1336.46	-1569.44	232.983	0.209794	0.215419	0.185941	0.179147	0.172349	0.168577	0.173473	0.172689	0.175743	0.170565	0.179846	0.172905	0.166669	0.169046	0.170985	0.155433	0.15081	0.150667	0.143371	0.132136	0.131081	0.117915	0.106296	0.0900103	0.0790149	0.0782986	0.0666131	0.0595525	0.0525112	0.0482585	0.047434	0.0468503	0.0480226	0.0470506	0.0474215	0.0497326	0.0545544	0.0522723	0.0515463	0.0515825	0.0511029	0.0515807	0.0538818	0.0542651	0.0564363	0.0604183	0.0614805	0.0614239	0.054763	0.0528726	0.0532645
29110	-1355.33	-1566.12	210.795	0.217332	0.230379	0.212518	0.229486	0.212213	0.200356	0.186297	0.172046	0.189295	0.197192	0.186053	0.180584	0.179806	0.166446	0.173826	0.167228	0.156153	0.160556	0.137601	0.124448	0.135665	0.115647	0.131079	0.124219	0.115322	0.0970998	0.0867677	0.0837607	0.0711076	0.055929	0.0555208	0.0516497	0.048503	0.0506888	0.0496954	0.049923	0.0512726	0.0594073	0.0606185	0.0581366	0.0565059	0.0544048	0.0548893	0.0585566	0.0605229	0.0653161	0.0619637	0.0644197	0.0743859	0.078706	0.0752966
29120	-1343.38	-1566.97	223.595	0.210799	0.227043	0.213601	0.225983	0.205577	0.203152	0.206577	0.212174	0.209365	0.19982	0.201498	0.198775	0.192166	0.191881	0.18212	0.175274	0.176035	0.164693	0.16202	0.171282	0.159408	0.158803	0.153914	0.149742	0.150433	0.140553	0.126922	0.120661	0.113145	0.0990103	0.099067	0.102764	0.100802	0.104682	0.107288	0.101017	0.098124	0.105465	0.103772	0.107202	0.108501	0.102601	0.101194	0.10659	0.103979	0.104808	0.108199	0.111896	0.113775	0.113631	0.112312
29130	-1420.3	-1568.15	147.851	0.25409	0.236416	0.228238	0.232293	0.232525	0.22535	0.232967	0.23817	0.229547	0.216682	0.210669	0.207902	0.201567	0.193972	0.180764	0.180945	0.174291	0.180451	0.195868	0.201427	0.190206	0.17213	0.156715	0.14084	0.135728	0.125548	0.119069	0.112796	0.108866	0.108864	0.106972	0.107315	0.101799	0.10306	0.0962207	0.102607	0.102718	0.103713	0.108588	0.111464	0.116029	0.120004	0.113781	0.112415	0.111613	0.115727	0.119361	0.116914	0.115369	0.10807	0.106127
29140	-1385.96	-1566.05	180.084	0.250489	0.256159	0.247949	0.252838	0.238617	0.231021	0.232071	0.233237	0.218602	0.210617	0.210325	0.200956	0.192172	0.174895	0.173404	0.181142	0.179746	0.176158	0.170941	0.155301	0.15951	0.147231	0.127047	0.119746	0.116048	0.112242	0.103521	0.0987361	0.0960845	0.0940503	0.0898425	0.089744	0.0841967	0.0814076	0.0784889	0.0783298	0.0829064	0.0866048	0.0818757	0.0824478	0.0838297	0.0955508	0.0940647	0.0889712	0.0921375	0.0930126	0.0931693	0.0894888	0.0898906	0.0904458	0.0967617
29150	-1302.93	-1565.5	262.57	0.219318	0.23573	0.23245	0.227319	0.232236	0.22551	0.228558	0.21425	0.211912	0.192524	0.200837	0.199004	0.185767	0.181689	0.166279	0.149391	0.149666	0.154083	0.151631	0.153165	0.140151	0.126956	0.123374	0.107377	0.0989725	0.104933	0.097294	0.0887987	0.0765184	0.0688198	0.0659701	0.0633231	0.0626677	0.0618954	0.0610399	0.0623396	0.0636286	0.0635241	0.0642158	0.0699951	0.0725972	0.0801519	0.0814527	0.0844618	0.0808305	0.0799243	0.0778341	0.0752958	0.0728243	0.0774251	0.0769357
29160	-1348.25	-1566.89	218.64	0.268901	0.244969	0.234549	0.231168	0.213232	0.207907	0.190529	0.18607	0.174926	0.177922	0.17279	0.166406	0.162929	0.165453	0.164137	0.163215	0.157596	0.163088	0.161199	0.146748	0.13565	0.127927	0.112981	0.108434	0.104256	0.0943332	0.0899722	0.0840385	0.0764438	0.0678568	0.0642276	0.0628435	0.0619656	0.059281	0.0619764	0.0634511	0.0650938	0.0676395	0.0726215	0.0766564	0.0758878	0.0811565	0.0837649	0.0836934	0.0861247	0.0861444	0.0867856	0.0846163	0.0849942	0.0851037	0.084496
29170	-1319.49	-1566.54	247.058	0.183067	0.192161	0.192554	0.205553	0.203047	0.202085	0.19293	0.174722	0.167554	0.147707	0.161125	0.150608	0.137387	0.137052	0.12737	0.118239	0.115205	0.121567	0.115285	0.114538	0.117031	0.1093	0.0915477	0.0856962	0.0798654	0.0715366	0.0681075	0.0644445	0.0519676	0.0479108	0.0499198	0.0547517	0.05026	0.0491614	0.0445294	0.0429956	0.0437476	0.0446933	0.0479153	0.0535242	0.0612906	0.0656089	0.0676639	0.0674086	0.0693128	0.0674232	0.0617696	0.065714	0.0661317	0.066627	0.0642848
29180	-1389.18	-1566.93	177.748	0.224824	0.230181	0.218375	0.221852	0.206267	0.195407	0.186595	0.189644	0.180254	0.184573	0.17113	0.168701	0.179602	0.173191	0.161291	0.147905	0.140719	0.140471	0.144769	0.148865	0.148938	0.143519	0.131579	0.128962	0.114705	0.105076	0.10205	0.0972182	0.0933404	0.0896127	0.0842395	0.0850758	0.0848459	0.0782831	0.0812928	0.0794728	0.0851343	0.0828903	0.0842774	0.0842862	0.0876916	0.0917532	0.0976507	0.0988953	0.104632	0.102472	0.103095	0.109831	0.112314	0.111969	0.115268
29190	-1351.3	-1565.73	214.434	0.233529	0.24639	0.221262	0.22391	0.214704	0.217158	0.19239	0.186854	0.168702	0.166644	0.162588	0.150634	0.16547	0.157361	0.137502	0.136487	0.127872	0.123432	0.129864	0.116761	0.108497	0.107669	0.0882663	0.0930412	0.0827715	0.0751255	0.0711562	0.0702419	0.0582735	0.0631374	0.06606	0.0586368	0.0515198	0.0449244	0.0427977	0.041026	0.0440717	0.0527675	0.051473	0.0587964	0.0536205	0.0530331	0.0577059	0.061673	0.0635434	0.0704586	0.0657535	0.0685059	0.0706321	0.0805885	0.0774248
29200	-1378.15	-1565.44	187.287	0.191909	0.212907	0.219685	0.228505	0.216161	0.202524	0.18789	0.195088	0.184744	0.166244	0.162238	0.16165	0.145223	0.157063	0.153746	0.140667	0.130593	0.133846	0.119192	0.11449	0.112761	0.101648	0.0923887	0.0913507	0.0925804	0.0910206	0.0885613	0.0758724	0.0714192	0.0658012	0.0601077	0.0572601	0.0503856	0.0520057	0.0467692	0.0448332	0.0463104	0.046537	0.0477536	0.0461588	0.0501345	0.0559563	0.0645329	0.0666809	0.0690975	0.0755942	0.0757823	0.0746808	0.0778336	0.0773936	0.0802634
29210	-1318.02	-1564.72	246.696	0.235639	0.2381	0.24006	0.265913	0.25277	0.23582	0.239925	0.23761	0.209779	0.18435	0.217037	0.19693	0.184595	0.18622	0.159717	0.164805	0.16004	0.15159	0.154009	0.147762	0.131175	0.119068	0.107361	0.118687	0.102909	0.103161	0.100635	0.0932327	0.0923832	0.0885396	0.0809612	0.0708593	0.0734313	0.0706299	0.0665432	0.0662556	0.0674671	0.0651559	0.0651124	0.0674789	0.0685551	0.0696968	0.072566	0.0771299	0.0854168	0.0868374	0.0932031	0.0939402	0.0871471	0.0924229	0.10297
29220	-1291.54	-1567.43	275.896	0.237535	0.224606	0.207125	0.217642	0.225009	0.238457	0.215211	0.201124	0.195262	0.198117	0.201401	0.189212	0.181944	0.186906	0.190805	0.192446	0.177069	0.178703	0.176305	0.165245	0.147353	0.132255	0.124527	0.116123	0.110727	0.11065	0.113704	0.101888	0.107175	0.0933448	0.0976391	0.093802	0.0883666	0.0898426	0.0822234	0.0805105	0.0831377	0.0874518	0.0903654	0.0849356	0.0877308	0.0921063	0.0875955	0.0911807	0.0987815	0.100746	0.0998608	0.101673	0.100787	0.0982367	0.101654
29230	-1210.45	-1567.88	357.423	0.25793	0.254643	0.252444	0.243238	0.249309	0.244856	0.239846	0.238702	0.239593	0.230253	0.223445	0.218624	0.217555	0.222768	0.223015	0.219534	0.217722	0.217841	0.217008	0.221149	0.214385	0.204821	0.193767	0.188587	0.186782	0.184585	0.179397	0.175371	0.17171	0.171191	0.167686	0.164935	0.162469	0.159796	0.158777	0.159598	0.158258	0.160665	0.162323	0.164457	0.168818	0.171094	0.171446	0.172803	0.169222	0.167839	0.175765	0.179414	0.181944	0.178528	0.174368
29240	-1259.8	-1565.84	306.045	0.233359	0.245346	0.217857	0.218819	0.210355	0.201065	0.198589	0.187635	0.192327	0.166369	0.171312	0.178471	0.161691	0.167995	0.157296	0.155207	0.155905	0.152028	0.147529	0.153825	0.128464	0.124427	0.11244	0.113269	0.106641	0.100047	0.100614	0.0950799	0.0948883	0.0860677	0.083156	0.0860503	0.0775146	0.0752675	0.0789091	0.080928	0.0849219	0.0878315	0.0859371	0.0867062	0.0868417	0.0958097	0.0921391	0.094063	0.102141	0.0971523	0.0962332	0.0907549	0.0794226	0.0839539	0.0972564
29250	-1263.74	-1565.81	302.074	0.223376	0.226344	0.216197	0.217934	0.202858	0.197669	0.193575	0.180628	0.172259	0.155194	0.159568	0.162963	0.155322	0.156638	0.149884	0.144453	0.144393	0.140806	0.143261	0.146663	0.146918	0.137028	0.121813	0.114126	0.108885	0.108142	0.103766	0.102483	0.0997961	0.0976025	0.0984698	0.0929076	0.0924505	0.0872866	0.0852217	0.0841349	0.0869558	0.09092	0.0869053	0.0886588	0.0925793	0.0964363	0.0991677	0.0968253	0.102544	0.106683	0.0991999	0.100498	0.0951483	0.0941692	0.0991899
29260	-1298.93	-1565.83	266.9	0.227968	0.224248	0.236482	0.237918	0.23476	0.19902	0.205274	0.183827	0.188424	0.185915	0.185372	0.175287	0.171846	0.176566	0.167315	0.135633	0.141634	0.148649	0.141742	0.138875	0.114655	0.119442	0.118854	0.0992397	0.0858384	0.0778697	0.0788929	0.0863697	0.0801017	0.0828053	0.0759893	0.0709378	0.0597479	0.0525083	0.0524433	0.0581401	0.061784	0.0590209	0.0608319	0.0664142	0.0642379	0.0641838	0.0665423	0.0723151	0.0750876	0.0830653	0.0808894	0.0831555	0.0725926	0.0689584	0.0801079
29270	-1268.42	-1566.77	298.352	0.191819	0.195738	0.171356	0.197507	0.184145	0.16675	0.163777	0.1519	0.135273	0.131807	0.136204	0.120903	0.122871	0.118487	0.1119	0.121652	0.114959	0.104858	0.11102	0.11427	0.110254	0.0969819	0.0876312	0.0742957	0.0707624	0.0617945	0.0595957	0.0628309	0.0627214	0.0607423	0.0581398	0.0535968	0.0459895	0.0437173	0.0449043	0.0421602	0.0370693	0.0392189	0.0377386	0.0394849	0.0443589	0.0451174	0.0454667	0.0495299	0.0497746	0.0513205	0.050565	0.0515568	0.0582683	0.0572756	0.0596699
29280	-1239.73	-1564.51	324.783	0.213915	0.205978	0.230717	0.239194	0.226085	0.214835	0.200473	0.177652	0.177247	0.154782	0.142678	0.136138	0.129074	0.118745	0.117669	0.126014	0.117111	0.11564	0.118529	0.104341	0.101004	0.0914026	0.0861986	0.0840392	0.073046	0.0692609	0.0714812	0.0706757	0.0672395	0.0620011	0.0580731	0.057256	0.0516001	0.0519703	0.0459057	0.0446751	0.0447724	0.0442623	0.044279	0.0473701	0.0477136	0.0526398	0.057116	0.0527174	0.0548298	0.0548644	0.0530669	0.0575553	0.0516551	0.0552459	0.0528349
29290	-1235.88	-1566.02	330.144	0.219681	0.22202	0.220823	0.232477	0.22147	0.197927	0.198296	0.18272	0.182354	0.178805	0.165081	0.165974	0.152687	0.149037	0.132757	0.131776	0.131892	0.123147	0.115138	0.104234	0.0921374	0.093756	0.0963101	0.0955103	0.0843388	0.0748009	0.0683767	0.0668059	0.0613533	0.0613221	0.0540736	0.0568495	0.0516633	0.0475339	0.0456094	0.0480975	0.0518463	0.0502684	0.0551796	0.050107	0.0522377	0.0562716	0.0648992	0.0613445	0.0608115	0.0598184	0.0554712	0.0538698	0.0557442	0.0515296	0.0507226
29300	-1191.83	-1567.5	375.671	0.225631	0.217195	0.216198	0.217231	0.215163	0.210853	0.210302	0.200709	0.205834	0.198027	0.195789	0.18986	0.187736	0.183815	0.177621	0.172118	0.166846	0.166003	0.160118	0.154186	0.149612	0.144406	0.139997	0.136534	0.137686	0.132678	0.132504	0.127406	0.122258	0.120719	0.112301	0.11365	0.112147	0.111238	0.108628	0.110504	0.111614	0.113742	0.112951	0.115699	0.118123	0.119452	0.118643	0.122239	0.119867	0.119787	0.119793	0.115409	0.115353	0.117426	0.115649
29310	-1228.29	-1568.31	340.019	0.200403	0.205842	0.200757	0.20362	0.207607	0.19923	0.192666	0.186869	0.188185	0.185913	0.177852	0.173197	0.169302	0.168943	0.173448	0.15923	0.15668	0.147689	0.147728	0.145098	0.134967	0.12949	0.12517	0.126307	0.12041	0.116062	0.113733	0.10956	0.105006	0.100914	0.100242	0.0994228	0.0986216	0.097527	0.0936006	0.0974537	0.0987934	0.103053	0.102769	0.105169	0.103965	0.104232	0.102138	0.104163	0.10025	0.0987717	0.0993404	0.100788	0.0989034	0.0995424	0.100588
