Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]	speciation[21]	speciation[22]	speciation[23]	speciation[24]	speciation[25]	speciation[26]	speciation[27]	speciation[28]	speciation[29]	speciation[30]	speciation[31]	speciation[32]	speciation[33]	speciation[34]	speciation[35]	speciation[36]	speciation[37]	speciation[38]	speciation[39]	speciation[40]	speciation[41]	speciation[42]	speciation[43]	speciation[44]	speciation[45]	speciation[46]	speciation[47]	speciation[48]	speciation[49]	speciation[50]	speciation[51]
3450	-1343.33	-1566.52	223.186	0.244564	0.245575	0.249715	0.25827	0.253446	0.240051	0.24076	0.248131	0.246442	0.234372	0.234649	0.240608	0.236122	0.224769	0.230513	0.234484	0.23133	0.22951	0.22702	0.226817	0.233749	0.239606	0.247755	0.250898	0.258167	0.268279	0.279325	0.301202	0.307986	0.311121	0.314756	0.312521	0.320623	0.319648	0.324011	0.323038	0.33182	0.339024	0.345549	0.348657	0.338221	0.336183	0.333356	0.340196	0.341585	0.356553	0.355929	0.354719	0.367983	0.380239	0.385124
3460	-1292.74	-1567.38	274.635	0.276368	0.273809	0.272215	0.267486	0.26915	0.265597	0.264866	0.264281	0.259602	0.257887	0.254432	0.255657	0.256243	0.257849	0.258528	0.25951	0.258978	0.254763	0.252637	0.251611	0.254118	0.256322	0.259342	0.260889	0.269331	0.271171	0.271158	0.280377	0.290739	0.294693	0.295797	0.297426	0.303321	0.310207	0.3039	0.304373	0.303932	0.30134	0.3044	0.313635	0.303931	0.305685	0.304946	0.307976	0.308046	0.31026	0.318595	0.320426	0.324597	0.328289	0.328908
3470	-1260.86	-1567.37	306.508	0.267985	0.275294	0.274745	0.271058	0.270986	0.27214	0.269039	0.269719	0.268125	0.267921	0.269544	0.272363	0.263195	0.265499	0.26272	0.26251	0.261523	0.257306	0.255481	0.257601	0.261102	0.25959	0.264284	0.26468	0.266887	0.268478	0.271147	0.274137	0.277158	0.281904	0.285885	0.288189	0.296005	0.294578	0.294935	0.294478	0.291979	0.289482	0.293692	0.293958	0.293327	0.292399	0.29425	0.294597	0.299938	0.30464	0.306873	0.311917	0.315754	0.316088	0.313822
3480	-1307.86	-1570.6	262.739	0.300028	0.28868	0.297519	0.293545	0.297059	0.297955	0.302677	0.295965	0.299425	0.299653	0.298988	0.298194	0.295929	0.288847	0.286518	0.280321	0.279531	0.274208	0.265558	0.259755	0.269269	0.27553	0.28064	0.293353	0.296078	0.303811	0.304028	0.308546	0.325196	0.331147	0.334264	0.323462	0.342502	0.350946	0.358217	0.353302	0.355178	0.34682	0.341145	0.344016	0.347822	0.346859	0.35476	0.365875	0.374431	0.376687	0.384541	0.399243	0.391167	0.395767	0.403545
3490	-1310.69	-1568.42	257.73	0.226072	0.2348	0.23629	0.241161	0.239252	0.230776	0.228533	0.237153	0.233339	0.236979	0.235271	0.247405	0.245721	0.236137	0.235944	0.218917	0.226665	0.212613	0.205443	0.205984	0.209338	0.205809	0.21256	0.229026	0.233425	0.249117	0.262498	0.271465	0.285323	0.293579	0.302006	0.297425	0.300549	0.32632	0.350758	0.330174	0.326517	0.308523	0.313238	0.320191	0.311052	0.32449	0.326669	0.332521	0.356286	0.363182	0.361671	0.371999	0.385964	0.377465	0.395508
3500	-1283.52	-1568.39	284.864	0.241392	0.236404	0.241354	0.242582	0.245771	0.24395	0.252842	0.256015	0.248928	0.245513	0.246705	0.24333	0.246351	0.240758	0.245604	0.248112	0.243545	0.242658	0.237765	0.234381	0.244021	0.247775	0.253349	0.254583	0.254743	0.255377	0.252703	0.261009	0.27413	0.284873	0.294685	0.290324	0.298152	0.309598	0.329965	0.316459	0.313173	0.30324	0.300667	0.299726	0.294147	0.30063	0.295768	0.310621	0.328145	0.336313	0.32933	0.348264	0.349044	0.345895	0.347239
3510	-1306.94	-1571.72	264.788	0.30093	0.29854	0.30197	0.2987	0.297756	0.312097	0.310531	0.317641	0.324715	0.30658	0.320241	0.293183	0.30195	0.292701	0.293714	0.29458	0.292333	0.289392	0.299079	0.284998	0.284872	0.302527	0.301515	0.316058	0.318582	0.326537	0.344155	0.350754	0.348747	0.380925	0.397562	0.397277	0.416478	0.441212	0.45006	0.484873	0.495221	0.483028	0.476808	0.444896	0.444907	0.405848	0.440532	0.461525	0.477711	0.506206	0.526922	0.544923	0.539183	0.536058	0.531571
3520	-1276.35	-1569.3	292.953	0.265818	0.272386	0.281243	0.275871	0.285142	0.28796	0.285805	0.280869	0.271934	0.273137	0.271082	0.270665	0.287318	0.285931	0.277144	0.275247	0.273412	0.272724	0.273422	0.270565	0.275161	0.286068	0.287335	0.287955	0.298795	0.306122	0.313397	0.321118	0.328981	0.33537	0.339461	0.336708	0.35004	0.366759	0.381161	0.379671	0.382142	0.383483	0.386837	0.38542	0.385087	0.379783	0.372722	0.382663	0.389632	0.401466	0.413967	0.433002	0.435307	0.426663	0.423728
3530	-1261.33	-1570.83	309.499	0.208046	0.20854	0.20515	0.207553	0.205738	0.206313	0.204064	0.205659	0.207738	0.205201	0.208429	0.20745	0.206034	0.205553	0.207178	0.205853	0.205838	0.205835	0.209795	0.211559	0.210707	0.211162	0.214717	0.217143	0.217279	0.219815	0.226306	0.229949	0.229013	0.232377	0.23181	0.230693	0.232991	0.237915	0.23921	0.241171	0.245254	0.242756	0.247278	0.247395	0.249234	0.256656	0.251803	0.253548	0.26116	0.25845	0.26185	0.268945	0.269716	0.266731	0.264993
3540	-1207.17	-1570.55	363.378	0.234003	0.233669	0.234205	0.23306	0.234611	0.235618	0.234641	0.235778	0.234469	0.233867	0.233978	0.235111	0.235616	0.235269	0.234086	0.234488	0.234262	0.234359	0.234628	0.234144	0.234743	0.23549	0.236403	0.23747	0.238022	0.238063	0.237095	0.238166	0.239345	0.23817	0.240296	0.239541	0.240831	0.242177	0.243088	0.244232	0.243889	0.244538	0.243996	0.244813	0.246069	0.246399	0.246735	0.24337	0.24476	0.24625	0.248061	0.249353	0.248358	0.24939	0.248126
3550	-1270.44	-1569.47	299.029	0.229294	0.222151	0.221216	0.222338	0.218166	0.226129	0.22498	0.227537	0.225043	0.228402	0.230181	0.227238	0.224005	0.220157	0.223966	0.227063	0.223624	0.222902	0.231378	0.224528	0.226492	0.22577	0.22814	0.232073	0.228552	0.230056	0.233911	0.234965	0.23475	0.23567	0.232162	0.228119	0.232511	0.246181	0.242396	0.24624	0.247335	0.246975	0.252704	0.261142	0.262532	0.270405	0.262643	0.270543	0.275322	0.269177	0.274181	0.284153	0.280471	0.271738	0.26495
3560	-1267.91	-1571.5	303.595	0.213254	0.211753	0.207353	0.20299	0.206443	0.208742	0.208615	0.210628	0.206773	0.211268	0.218546	0.211667	0.207081	0.206649	0.208987	0.206725	0.212762	0.210566	0.205287	0.209909	0.207762	0.21567	0.226151	0.218276	0.21786	0.214983	0.221716	0.217161	0.215541	0.211263	0.207805	0.220698	0.216053	0.214733	0.223401	0.233729	0.237587	0.245776	0.256389	0.249507	0.255107	0.252238	0.249157	0.257318	0.264504	0.261905	0.276334	0.278413	0.279511	0.277435	0.276189
3570	-1277.93	-1569.33	291.401	0.231015	0.233671	0.224882	0.239203	0.243166	0.228073	0.231452	0.229107	0.238467	0.236098	0.239202	0.23907	0.231886	0.229579	0.235236	0.237829	0.239435	0.244288	0.237876	0.234577	0.24573	0.241465	0.253189	0.26094	0.260583	0.253881	0.258761	0.260502	0.248101	0.251567	0.246329	0.254152	0.247307	0.256504	0.274137	0.283733	0.284002	0.288635	0.271445	0.296392	0.286352	0.290726	0.29653	0.28896	0.296202	0.308907	0.308603	0.309999	0.312201	0.311389	0.316473
3580	-1298.41	-1568.16	269.752	0.258319	0.253933	0.247945	0.237178	0.236944	0.234347	0.238712	0.252202	0.247515	0.232633	0.241415	0.253213	0.242512	0.238873	0.241597	0.229733	0.242235	0.231901	0.20755	0.211771	0.21914	0.247598	0.251232	0.264638	0.261489	0.288298	0.262037	0.25934	0.273375	0.264603	0.273027	0.262202	0.268009	0.269946	0.276646	0.272298	0.302714	0.313854	0.33078	0.319244	0.299689	0.308365	0.31388	0.334196	0.339181	0.341067	0.333516	0.337406	0.375782	0.376576	0.381645
3590	-1306.79	-1567.29	260.497	0.276786	0.278496	0.272537	0.27051	0.260956	0.244374	0.244667	0.253044	0.280148	0.265548	0.264457	0.24748	0.236443	0.228434	0.240698	0.255301	0.262069	0.263338	0.261898	0.246631	0.249331	0.243529	0.247103	0.265475	0.263776	0.260493	0.257367	0.249528	0.271807	0.293443	0.295254	0.3007	0.318276	0.346908	0.305548	0.321515	0.326038	0.324373	0.321512	0.318942	0.345094	0.354707	0.371799	0.400254	0.423789	0.406445	0.381636	0.393565	0.417788	0.388473	0.430716
3600	-1301.57	-1568.3	266.736	0.260662	0.275189	0.283534	0.272144	0.273054	0.270416	0.276565	0.278436	0.275603	0.265735	0.253781	0.239475	0.234745	0.238784	0.253409	0.252384	0.264167	0.275934	0.264933	0.26255	0.27455	0.268158	0.265059	0.260899	0.266624	0.266457	0.259513	0.272203	0.276562	0.295829	0.317955	0.330765	0.326228	0.341344	0.32284	0.312846	0.327621	0.335252	0.325594	0.313653	0.321158	0.336575	0.34524	0.373431	0.385872	0.410907	0.434732	0.430556	0.413648	0.420471	0.390976
3610	-1324.61	-1566.45	241.834	0.281523	0.289215	0.312152	0.344433	0.366921	0.400288	0.379246	0.341085	0.322696	0.310339	0.267227	0.267055	0.275183	0.273134	0.264685	0.250565	0.259458	0.259496	0.265447	0.278736	0.303967	0.30567	0.302483	0.304517	0.289582	0.291624	0.296678	0.323852	0.349431	0.344523	0.379454	0.383256	0.370337	0.37733	0.407204	0.43487	0.454399	0.391563	0.415851	0.417787	0.403448	0.418782	0.425671	0.474117	0.481426	0.502747	0.519749	0.540818	0.592363	0.539831	0.508887
3620	-1282.54	-1566.18	283.644	0.257762	0.249515	0.256697	0.260204	0.281726	0.294144	0.283673	0.278585	0.26971	0.252543	0.235149	0.230495	0.229292	0.217314	0.210642	0.212714	0.209705	0.22426	0.234306	0.241391	0.251063	0.244467	0.251894	0.249772	0.244454	0.260465	0.25718	0.260483	0.263567	0.266708	0.274525	0.290307	0.311449	0.318527	0.314634	0.317721	0.31862	0.32641	0.3151	0.313363	0.30113	0.314164	0.314649	0.344285	0.347474	0.348705	0.359136	0.374169	0.383508	0.380592	0.379179
3630	-1303.02	-1565.02	261.999	0.263816	0.275136	0.265231	0.284505	0.295679	0.309053	0.302631	0.268554	0.278761	0.263136	0.250184	0.247859	0.217966	0.20649	0.214408	0.218931	0.233473	0.231462	0.210887	0.21594	0.219422	0.223036	0.249938	0.245985	0.248922	0.243417	0.247066	0.24766	0.272663	0.255948	0.30277	0.298305	0.324247	0.322086	0.347047	0.345821	0.331722	0.362554	0.348169	0.345829	0.345541	0.340226	0.345427	0.3598	0.358214	0.371519	0.38497	0.40512	0.409431	0.440157	0.456858
3640	-1299.49	-1566.34	266.852	0.274938	0.268999	0.275784	0.277619	0.273066	0.2779	0.283138	0.282795	0.27549	0.262539	0.251248	0.244864	0.24222	0.240274	0.235216	0.234082	0.233827	0.231716	0.235697	0.23474	0.230448	0.227993	0.237105	0.23662	0.249873	0.243613	0.254035	0.261132	0.264175	0.27477	0.290315	0.296577	0.293916	0.291277	0.29112	0.293095	0.298825	0.32819	0.30761	0.313023	0.328837	0.33152	0.334433	0.32581	0.324638	0.321197	0.334916	0.353917	0.358386	0.355385	0.34915
3650	-1279.22	-1566.87	287.645	0.302948	0.30781	0.298751	0.306523	0.291726	0.291909	0.294529	0.273565	0.265105	0.272431	0.280966	0.283201	0.270759	0.2649	0.266434	0.252764	0.26073	0.254887	0.255334	0.260046	0.263792	0.26685	0.263489	0.263813	0.265811	0.27199	0.274703	0.284856	0.280262	0.292162	0.308519	0.317816	0.319496	0.325399	0.326381	0.347723	0.358097	0.3585	0.375928	0.371478	0.374722	0.369863	0.355243	0.372791	0.39212	0.392118	0.386347	0.404042	0.396044	0.431221	0.416554
3660	-1169.15	-1568.63	399.479	0.239654	0.240563	0.241014	0.2395	0.239087	0.239993	0.240221	0.236864	0.234903	0.236977	0.237448	0.236913	0.235804	0.23711	0.236013	0.235819	0.234257	0.233069	0.233346	0.23498	0.235867	0.237217	0.236961	0.235071	0.234381	0.235243	0.236493	0.236325	0.238491	0.240877	0.241813	0.242157	0.24171	0.241493	0.24285	0.243947	0.245992	0.244034	0.244759	0.246376	0.246028	0.246348	0.246056	0.247726	0.248564	0.2502	0.249373	0.248315	0.249362	0.250031	0.248724
3670	-1227.33	-1568.67	341.336	0.268273	0.261194	0.263008	0.270813	0.276129	0.276872	0.272559	0.265831	0.268345	0.268437	0.267245	0.269246	0.26587	0.266072	0.265748	0.264686	0.263361	0.261764	0.265649	0.268648	0.259458	0.254149	0.261611	0.264772	0.259602	0.258317	0.265589	0.266653	0.271085	0.276353	0.279269	0.276534	0.275007	0.280008	0.290053	0.300388	0.296962	0.291805	0.297899	0.301493	0.307935	0.303927	0.303536	0.308963	0.314864	0.311304	0.318705	0.319649	0.317492	0.313046	0.316051
3680	-1233.76	-1570.75	336.99	0.305503	0.297551	0.296431	0.305877	0.312031	0.313135	0.307152	0.31367	0.30935	0.311104	0.309534	0.306054	0.31216	0.315968	0.314749	0.304781	0.301642	0.300587	0.305153	0.294308	0.298004	0.293749	0.29825	0.297628	0.303124	0.300649	0.305355	0.305651	0.301511	0.314154	0.313276	0.322914	0.336204	0.331951	0.328575	0.33607	0.33359	0.328834	0.326095	0.327722	0.332067	0.34113	0.34352	0.348539	0.356904	0.353797	0.348643	0.344164	0.342554	0.343517	0.350692
3690	-1268.46	-1568.51	300.043	0.276266	0.268439	0.258155	0.259325	0.273459	0.261058	0.267996	0.264702	0.272872	0.263104	0.270965	0.266693	0.26231	0.255898	0.248797	0.252646	0.239914	0.2385	0.243143	0.258301	0.230806	0.242696	0.246562	0.256402	0.250735	0.247723	0.256177	0.258269	0.26282	0.282571	0.280611	0.28671	0.290305	0.294516	0.302036	0.31989	0.310169	0.302815	0.306324	0.300345	0.288779	0.284947	0.302154	0.29772	0.32206	0.332046	0.320543	0.308703	0.308751	0.314822	0.3177
3700	-1249.61	-1567.29	317.682	0.24419	0.246153	0.251212	0.25817	0.248736	0.247852	0.250912	0.261417	0.257504	0.253572	0.261057	0.251543	0.240765	0.23939	0.244566	0.2514	0.245517	0.246923	0.244087	0.23875	0.242746	0.249739	0.235435	0.235331	0.229571	0.231764	0.233971	0.236028	0.240352	0.251972	0.265462	0.262141	0.271185	0.271686	0.271608	0.271684	0.264788	0.264111	0.261869	0.251112	0.265181	0.265779	0.265758	0.274065	0.269035	0.275921	0.280071	0.287138	0.284195	0.282483	0.284819
3710	-1215.24	-1570.3	355.055	0.232935	0.23151	0.234545	0.234654	0.233928	0.22736	0.230306	0.230951	0.235273	0.239271	0.239953	0.234934	0.230998	0.227323	0.229907	0.238243	0.237166	0.236875	0.235274	0.233431	0.229545	0.228244	0.231045	0.225161	0.221989	0.223952	0.225804	0.226475	0.233139	0.234522	0.240039	0.236054	0.238632	0.24597	0.245179	0.238949	0.239892	0.242352	0.240301	0.238778	0.238494	0.239474	0.241656	0.2418	0.247407	0.24775	0.238638	0.241917	0.244423	0.249501	0.252948
3720	-1252.55	-1569.4	316.85	0.24184	0.237493	0.224509	0.234942	0.255688	0.268185	0.252657	0.257201	0.258763	0.261616	0.248045	0.246516	0.24948	0.262966	0.250003	0.251442	0.272664	0.287717	0.26253	0.259061	0.266586	0.267187	0.252704	0.24868	0.233779	0.229128	0.224147	0.232664	0.241649	0.243177	0.238087	0.25402	0.266855	0.251429	0.241995	0.258241	0.262299	0.265482	0.277983	0.289357	0.277195	0.262061	0.255807	0.263421	0.258885	0.269446	0.2718	0.288034	0.297236	0.30334	0.282565
3730	-1181.28	-1570.25	388.97	0.217127	0.216647	0.216399	0.215033	0.218329	0.222818	0.223927	0.221953	0.221688	0.221113	0.222231	0.215912	0.215471	0.215181	0.219093	0.220087	0.218867	0.222357	0.219576	0.221326	0.220117	0.218394	0.215093	0.21263	0.209672	0.212011	0.209845	0.213322	0.218946	0.216571	0.21799	0.216518	0.216325	0.216856	0.216786	0.21566	0.219757	0.216865	0.218194	0.223335	0.223234	0.224145	0.223407	0.220589	0.224886	0.222958	0.226485	0.227196	0.225468	0.230934	0.231093
3740	-1232.41	-1568.08	335.666	0.234059	0.229344	0.234313	0.226126	0.214078	0.220847	0.218807	0.234144	0.233256	0.228103	0.218815	0.212932	0.206311	0.203985	0.205662	0.215177	0.223341	0.224038	0.214188	0.214799	0.20984	0.206519	0.202547	0.202136	0.201405	0.203735	0.208002	0.214583	0.211618	0.210516	0.216076	0.218243	0.218001	0.225806	0.222751	0.20832	0.21592	0.215592	0.227618	0.225335	0.21974	0.223899	0.223591	0.234382	0.231048	0.23243	0.235665	0.228139	0.222813	0.227925	0.243348
3750	-1171.41	-1569.57	398.157	0.258937	0.256668	0.253872	0.250466	0.252687	0.250908	0.253532	0.256407	0.253893	0.256812	0.25668	0.256795	0.250485	0.248767	0.250794	0.249719	0.251136	0.248357	0.248676	0.249169	0.2439	0.242698	0.242681	0.244592	0.245514	0.250849	0.250285	0.249462	0.249857	0.24613	0.247913	0.249511	0.253598	0.25432	0.249305	0.25079	0.251237	0.248845	0.251051	0.254733	0.257017	0.260737	0.262356	0.265566	0.266547	0.265191	0.257027	0.257848	0.25405	0.249146	0.250797
3760	-1209.11	-1569.03	359.915	0.225521	0.227186	0.223645	0.223959	0.227848	0.222948	0.227105	0.235737	0.235321	0.236398	0.231585	0.231771	0.217918	0.216892	0.216071	0.21815	0.211257	0.21664	0.210684	0.220045	0.221795	0.216947	0.211556	0.208824	0.207255	0.204555	0.203226	0.202334	0.20625	0.213396	0.219129	0.218451	0.217846	0.213578	0.215558	0.223925	0.224815	0.228771	0.231926	0.230471	0.231296	0.235919	0.24479	0.241884	0.246148	0.250458	0.246007	0.232632	0.222106	0.207499	0.21321
3770	-1229.6	-1568.12	338.525	0.234953	0.235626	0.234278	0.252333	0.254347	0.262916	0.259042	0.257987	0.254289	0.252322	0.256088	0.251845	0.257445	0.254345	0.241384	0.236963	0.228679	0.234393	0.236882	0.242331	0.239222	0.242241	0.236934	0.231629	0.225975	0.223721	0.221465	0.217285	0.222022	0.228198	0.218804	0.217773	0.232807	0.244021	0.24842	0.250042	0.255335	0.257717	0.26617	0.256415	0.254779	0.252174	0.271673	0.26442	0.260572	0.268357	0.270903	0.269256	0.251076	0.237556	0.227461
3780	-1231.27	-1571.08	339.811	0.294671	0.305741	0.303659	0.272782	0.298793	0.286781	0.286148	0.29573	0.300885	0.289639	0.293294	0.293895	0.299685	0.292487	0.286102	0.291078	0.268571	0.262357	0.27137	0.267696	0.260324	0.265376	0.265302	0.250941	0.254153	0.241726	0.238849	0.234853	0.243487	0.243117	0.238627	0.247599	0.260975	0.272961	0.277604	0.289832	0.291778	0.296334	0.284874	0.286734	0.290634	0.289568	0.308302	0.312222	0.298124	0.299493	0.292373	0.273433	0.283763	0.275517	0.283941
3790	-1237.86	-1568.74	330.883	0.236965	0.228259	0.228615	0.227456	0.220125	0.223367	0.223538	0.227634	0.224625	0.21976	0.219592	0.221236	0.221552	0.230801	0.230461	0.225885	0.222256	0.219336	0.21556	0.219461	0.220616	0.209106	0.203733	0.209431	0.200638	0.203369	0.195316	0.194721	0.191908	0.192372	0.196489	0.197156	0.199626	0.209756	0.221058	0.220122	0.225127	0.227252	0.227468	0.223777	0.215505	0.219266	0.222482	0.234749	0.2273	0.226965	0.215664	0.220868	0.215957	0.220955	0.213776
3800	-1252.92	-1570.06	317.139	0.269012	0.263525	0.263925	0.26321	0.253528	0.258276	0.261514	0.262463	0.258962	0.270585	0.278512	0.273065	0.272996	0.271288	0.282668	0.278188	0.278465	0.273281	0.253067	0.257184	0.253479	0.249102	0.251556	0.236712	0.241228	0.236532	0.226626	0.212749	0.22652	0.227618	0.218658	0.233648	0.229958	0.231849	0.240309	0.252894	0.257572	0.264798	0.264765	0.247009	0.265399	0.27513	0.282482	0.284577	0.26002	0.279847	0.276255	0.267767	0.267937	0.254142	0.235504
3810	-1152.83	-1572.4	419.57	0.242799	0.244733	0.24416	0.240498	0.239964	0.240604	0.242312	0.242725	0.242004	0.242478	0.242576	0.242946	0.244726	0.244155	0.246505	0.248772	0.244503	0.239527	0.238519	0.240786	0.240031	0.236968	0.237261	0.235633	0.235975	0.234741	0.233689	0.231763	0.231366	0.232796	0.231799	0.23159	0.231386	0.235169	0.23663	0.238862	0.238904	0.238824	0.240831	0.241707	0.238484	0.238027	0.239932	0.240622	0.240924	0.240379	0.237409	0.235899	0.234678	0.235955	0.238847
3820	-1233.42	-1568.84	335.424	0.227048	0.232171	0.228112	0.219026	0.207403	0.212522	0.207187	0.207577	0.19718	0.202586	0.204429	0.2063	0.207474	0.206424	0.219236	0.208698	0.210017	0.204824	0.196945	0.19848	0.205246	0.19139	0.183384	0.18457	0.180412	0.168875	0.172377	0.163354	0.158167	0.150649	0.153973	0.158362	0.168938	0.165746	0.174426	0.18033	0.180858	0.197943	0.196121	0.186127	0.204649	0.187845	0.183568	0.184687	0.189065	0.187675	0.177462	0.18222	0.185796	0.193693	0.190774
3830	-1178.62	-1568.32	389.707	0.233988	0.232145	0.234525	0.231103	0.226687	0.226502	0.224181	0.222066	0.223901	0.224616	0.224174	0.226214	0.22333	0.224561	0.227088	0.223787	0.22056	0.219188	0.217497	0.219247	0.222039	0.218393	0.212786	0.214278	0.214725	0.21401	0.212401	0.210234	0.20863	0.205217	0.201006	0.199068	0.200776	0.204826	0.208645	0.208075	0.208475	0.209548	0.215851	0.218724	0.220062	0.219585	0.219256	0.214176	0.213252	0.216546	0.215795	0.217029	0.217292	0.21712	0.22307
3840	-1196.89	-1569.21	372.317	0.295752	0.296553	0.307635	0.304308	0.303292	0.302508	0.291816	0.289065	0.290236	0.282284	0.283362	0.28832	0.2799	0.282318	0.285198	0.287105	0.283303	0.27762	0.267719	0.270099	0.271709	0.272163	0.271237	0.271472	0.273078	0.272192	0.270171	0.260281	0.254723	0.248616	0.250486	0.247508	0.246208	0.243768	0.243565	0.254784	0.264173	0.270584	0.275537	0.268754	0.263943	0.27282	0.267761	0.268967	0.268258	0.271785	0.27103	0.270075	0.271562	0.273128	0.276121
3850	-1156.02	-1569.17	413.15	0.258303	0.26315	0.261231	0.258916	0.263854	0.261283	0.258888	0.257219	0.254428	0.255204	0.253234	0.249669	0.250245	0.249002	0.248328	0.251644	0.24954	0.247945	0.246077	0.244124	0.245788	0.241019	0.239216	0.236242	0.237402	0.236292	0.233652	0.231189	0.228589	0.225992	0.222026	0.219554	0.224158	0.22469	0.227371	0.228809	0.232435	0.23263	0.229821	0.231823	0.235153	0.2376	0.240604	0.234929	0.238726	0.238917	0.237692	0.234956	0.235937	0.235556	0.236225
3860	-1216.46	-1566.05	349.59	0.227485	0.234834	0.248853	0.228832	0.224758	0.222989	0.231461	0.233554	0.209376	0.194428	0.194621	0.188489	0.181466	0.187822	0.178642	0.183902	0.181246	0.17283	0.170198	0.176396	0.165135	0.159413	0.154708	0.153318	0.143211	0.132775	0.129413	0.1174	0.114632	0.102324	0.103466	0.108446	0.112605	0.121059	0.112913	0.114488	0.121891	0.127954	0.129631	0.126684	0.125218	0.13076	0.132249	0.1367	0.143602	0.14389	0.147528	0.14495	0.138799	0.131674	0.144766
3870	-1199.52	-1568.4	368.877	0.266142	0.259711	0.253424	0.254961	0.252904	0.247421	0.249911	0.248522	0.249259	0.233825	0.219843	0.220121	0.222626	0.223164	0.214865	0.211898	0.205729	0.196997	0.199915	0.194066	0.193924	0.185972	0.18404	0.180193	0.182315	0.183371	0.181449	0.169041	0.15799	0.144174	0.148324	0.153493	0.149041	0.146657	0.147287	0.15489	0.163157	0.166567	0.163518	0.166655	0.165801	0.168891	0.17415	0.172408	0.172764	0.174599	0.180371	0.183087	0.188102	0.178769	0.175007
3880	-1211.94	-1566.63	354.699	0.264278	0.247967	0.25135	0.250591	0.252114	0.250426	0.246951	0.250618	0.254564	0.235629	0.235043	0.235895	0.231376	0.226614	0.224837	0.228438	0.217456	0.220115	0.20843	0.210796	0.207209	0.198765	0.197807	0.19871	0.204679	0.210749	0.198099	0.185492	0.177256	0.175209	0.170873	0.180858	0.185513	0.181815	0.169156	0.171262	0.175852	0.181021	0.187427	0.193054	0.188372	0.187829	0.18089	0.182544	0.190308	0.186489	0.195236	0.202901	0.205738	0.207312	0.211784
3890	-1194.16	-1568.9	374.74	0.254101	0.242456	0.249139	0.246649	0.246407	0.242243	0.239636	0.241116	0.238312	0.225079	0.220391	0.226173	0.223416	0.222617	0.216529	0.211658	0.21394	0.212534	0.204589	0.199881	0.191664	0.187604	0.183387	0.172497	0.163169	0.162363	0.160004	0.151255	0.14646	0.150623	0.146715	0.140144	0.138724	0.137621	0.137961	0.140669	0.143963	0.148894	0.155319	0.157112	0.157599	0.166589	0.168672	0.172185	0.170041	0.167808	0.162664	0.163058	0.166234	0.166691	0.174678
3900	-1171.75	-1567.1	395.352	0.25871	0.250509	0.249071	0.252744	0.251624	0.249876	0.243831	0.239374	0.238598	0.231559	0.230582	0.228721	0.224779	0.226014	0.228463	0.228347	0.225641	0.227708	0.224467	0.224656	0.217112	0.206365	0.200764	0.192269	0.185752	0.182007	0.174883	0.169524	0.162467	0.160704	0.159714	0.15929	0.156141	0.154142	0.153258	0.162081	0.160577	0.165651	0.169606	0.171081	0.174927	0.176224	0.179079	0.179539	0.185502	0.18655	0.180779	0.17899	0.176179	0.178946	0.18516
3910	-1191.84	-1568.25	376.41	0.219097	0.214193	0.207175	0.212235	0.208584	0.214919	0.21339	0.210469	0.201776	0.196114	0.19806	0.196423	0.195871	0.199968	0.194581	0.194654	0.190927	0.190421	0.190976	0.189946	0.190378	0.183755	0.173673	0.172378	0.167219	0.163339	0.157649	0.155708	0.150292	0.143804	0.144243	0.144944	0.143548	0.140742	0.141022	0.144866	0.149008	0.146988	0.152434	0.158536	0.15869	0.157557	0.162697	0.160793	0.159689	0.159391	0.16203	0.16005	0.156408	0.156817	0.159004
3920	-1139.59	-1568.09	428.495	0.246812	0.246677	0.247203	0.245863	0.245441	0.244946	0.243644	0.244639	0.245858	0.24326	0.241886	0.238678	0.239355	0.24137	0.241938	0.242518	0.242798	0.243949	0.243868	0.243493	0.240063	0.239604	0.240028	0.235724	0.234561	0.232098	0.230712	0.228446	0.229887	0.226419	0.224088	0.222125	0.224097	0.223532	0.224238	0.224385	0.227148	0.229902	0.229881	0.229093	0.231424	0.232184	0.23248	0.234929	0.23513	0.231558	0.231922	0.229232	0.230143	0.230921	0.231537
3930	-1194.4	-1569.67	375.265	0.246858	0.246935	0.244778	0.236392	0.239387	0.239474	0.240807	0.234346	0.231197	0.227516	0.216181	0.209805	0.214659	0.216353	0.220278	0.222911	0.22457	0.227779	0.229351	0.223487	0.21639	0.213489	0.207823	0.204268	0.194327	0.195027	0.192026	0.186805	0.180894	0.173556	0.177206	0.177721	0.173733	0.176455	0.174396	0.175823	0.18279	0.187218	0.18968	0.187204	0.194047	0.190491	0.18922	0.19084	0.191083	0.195811	0.196411	0.194808	0.19669	0.194423	0.192522
