Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1635.83	-1637.93	2.09844	0.08312818
10	-1650.82	-1653.02	2.20281	0.07447159
20	-1786.46	-1788.42	1.95144	0.03447382
30	-1684.59	-1686.89	2.30622	0.05984229
40	-1689.7	-1692.01	2.30965	0.05803001
50	-1742.73	-1744.93	2.20212	0.04314402
60	-1626.83	-1628.84	2.01074	0.08936028
70	-1647.01	-1649.19	2.1805	0.07650398
80	-1588.32	-1589.22	0.901938	0.1519889
90	-1589.61	-1590.67	1.0618	0.1434768
100	-1629.87	-1628.74	-1.13681	0.265147
110	-1596.37	-1596.31	-0.0577779	0.2036296
120	-1591.94	-1593.16	1.22428	0.1347837
130	-1600.82	-1600.57	-0.257224	0.2146581
140	-1606.15	-1605.69	-0.458305	0.2259213
150	-1606.72	-1606.24	-0.478115	0.2270393
160	-1594.08	-1595.41	1.33041	0.1290615
170	-1594.65	-1596.01	1.35505	0.1277258
180	-1588.01	-1588.83	0.824569	0.1561041
190	-1670.72	-1673	2.28206	0.06522266
200	-1663.92	-1666.18	2.26144	0.06815337
210	-1675.8	-1678.09	2.29356	0.06316612
220	-1594.2	-1595.53	1.33571	0.1287744
230	-1591.92	-1592.12	0.198934	0.189621
240	-1614.28	-1613.56	-0.719887	0.2408104
250	-1624.4	-1626.38	1.98292	0.09122347
260	-1597.32	-1598.77	1.45507	0.1222669
270	-1588.16	-1589.03	0.869113	0.1537348
280	-1620.35	-1622.28	1.93214	0.09452329
290	-1609.75	-1611.51	1.7645	0.1047631
300	-1603.26	-1604.89	1.62556	0.1127738
310	-1640.28	-1642.41	2.13425	0.08036548
320	-1670.51	-1668.53	-1.9767	0.3166968
330	-1598.99	-1600.5	1.50907	0.1192902
340	-1661.7	-1663.96	2.25335	0.06915565
350	-1614.25	-1616.09	1.84281	0.100081
360	-1587.9	-1588.62	0.721968	0.1615639
370	-1648.15	-1646.6	-1.54542	0.2897844
380	-1651.28	-1653.48	2.20536	0.07423069
390	-1684.59	-1686.9	2.30623	0.05984108
400	-1590.7	-1590.99	0.290735	0.1846561
410	-1618.28	-1620.18	1.90368	0.0963238
420	-1642.88	-1645.03	2.1532	0.07883052
430	-1607.42	-1609.13	1.71862	0.1074448
440	-1598.93	-1600.44	1.5072	0.1193937
450	-1602.58	-1604.19	1.60851	0.1137371
460	-1588.19	-1589.06	0.874279	0.15346
470	-1607.42	-1609.14	1.71866	0.1074421
480	-1608.68	-1610.42	1.74394	0.1059699
490	-1644.4	-1646.57	2.16365	0.07795765
500	-1588.49	-1589.03	0.535106	0.1715322
510	-1791.89	-1793.8	1.91149	0.03355663
520	-1807.96	-1809.74	1.78221	0.03100567
530	-1661.86	-1664.11	2.25394	0.06908523
540	-1693.8	-1696.11	2.31041	0.05663816
550	-1618.19	-1620.09	1.90242	0.09640269
560	-1611.5	-1613.3	1.79643	0.1028715
570	-1588.53	-1589.47	0.938157	0.150062
580	-1612.75	-1614.57	1.818	0.1015805
590	-1623.27	-1625.24	1.96935	0.09211759
600	-1609.03	-1610.78	1.75083	0.1055662
610	-1588.61	-1589.56	0.94954	0.1494563
620	-1589.06	-1590.07	1.00665	0.146416
630	-1592.88	-1594.16	1.27464	0.1320744
640	-1651.5	-1653.7	2.20654	0.0741175
650	-1630.06	-1632.1	2.04475	0.08701583
660	-1592.1	-1593.33	1.23344	0.1342916
670	-1637.93	-1640.04	2.11589	0.08180257
680	-1622.53	-1624.49	1.96024	0.092712
690	-1686.86	-1689.17	2.30809	0.05902579
700	-1617.05	-1618.94	1.88595	0.09743034
710	-1598.85	-1598.68	-0.173586	0.2100167
720	-1659.72	-1661.96	2.24551	0.0700746
730	-1644.05	-1642.59	-1.45917	0.2845161
740	-1601.29	-1601.01	-0.276125	0.2157104
750	-1605.26	-1606.93	1.67233	0.110112
760	-1589.23	-1590.26	1.02499	0.1454389
770	-1590.83	-1591.11	0.280296	0.1852196
780	-1615.02	-1616.88	1.85507	0.09933319
790	-1589.47	-1590.52	1.0489	0.1441646
800	-1679.32	-1681.62	2.2997	0.06179974
810	-1712.97	-1715.26	2.29244	0.05073177
820	-1649.67	-1651.87	2.19639	0.07507102
830	-1612.48	-1614.29	1.81336	0.1018594
840	-1714.63	-1716.92	2.28931	0.05026135
850	-1667.67	-1669.94	2.27356	0.06651275
860	-1607.82	-1609.55	1.72691	0.1069632
870	-1598.15	-1599.63	1.48253	0.1207559
880	-1610.02	-1611.79	1.76953	0.1044668
890	-1589.42	-1590.46	1.04344	0.1444558
900	-1591.23	-1592.41	1.18239	0.1370317
910	-1619.01	-1618.15	-0.8557	0.2486535
920	-1609.28	-1608.71	-0.564037	0.2319061
930	-1587.97	-1588.78	0.808522	0.1569577
940	-1594.1	-1595.43	1.33136	0.12901
950	-1633.95	-1636.03	2.08191	0.08435384
960	-1606.96	-1608.67	1.70924	0.1079877
970	-1704.25	-1706.56	2.30485	0.05330058
980	-1591.3	-1591.54	0.243995	0.1871813
990	-1588.41	-1588.96	0.549829	0.1707451
1000	-1615.76	-1617.62	1.86647	0.09863455
1010	-1679.14	-1681.44	2.29942	0.06186891
1020	-1689.51	-1691.82	2.30957	0.0580972
1030	-1648.28	-1650.47	2.18825	0.07581331
1040	-1647.73	-1649.92	2.18494	0.07610984
1050	-1670.68	-1672.97	2.28196	0.06523847
1060	-1587.89	-1588.64	0.74481	0.1603479
1070	-1639.92	-1642.06	2.13158	0.08057772
1080	-1630.62	-1629.47	-1.15497	0.2662248
1090	-1630	-1632.05	2.04421	0.08705415
1100	-1640.76	-1642.9	2.13787	0.08007717
1110	-1649.34	-1651.53	2.19446	0.07524906
1120	-1768.47	-1770.54	2.07036	0.03774706
1130	-1694.74	-1697.05	2.31035	0.05632572
1140	-1647.99	-1650.17	2.18647	0.07597341
1150	-1609.38	-1611.14	1.75747	0.1051767
1160	-1635.45	-1637.54	2.09514	0.08337576
1170	-1593.42	-1594.72	1.30065	0.1306708
1180	-1588.84	-1589.82	0.98073	0.1477962
1190	-1588.69	-1589.66	0.961481	0.1488208
1200	-1612.29	-1614.11	1.81026	0.1020451
1210	-1613.57	-1615.4	1.83171	0.1007539
1220	-1596.59	-1598.02	1.42974	0.1236554
1230	-1597.9	-1597.77	-0.130817	0.2076526
1240	-1604.08	-1605.72	1.64516	0.1116622
1250	-1609.27	-1611.03	1.75538	0.1052996
1260	-1595.38	-1596.77	1.38465	0.1261164
1270	-1588.03	-1588.67	0.639606	0.1659524
1280	-1598.47	-1599.96	1.4928	0.1201895
1290	-1588.95	-1589.94	0.993567	0.1471127
1300	-1626.96	-1628.97	2.01219	0.08926202
1310	-1601.24	-1602.82	1.57368	0.1156941
1320	-1688.87	-1691.18	2.30928	0.05831834
1330	-1688.03	-1690.34	2.30883	0.05861437
