Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]	speciation[21]	speciation[22]	speciation[23]	speciation[24]	speciation[25]	speciation[26]	speciation[27]	speciation[28]	speciation[29]	speciation[30]	speciation[31]	speciation[32]	speciation[33]	speciation[34]	speciation[35]	speciation[36]	speciation[37]	speciation[38]	speciation[39]	speciation[40]	speciation[41]	speciation[42]	speciation[43]	speciation[44]	speciation[45]	speciation[46]	speciation[47]	speciation[48]	speciation[49]	speciation[50]	speciation[51]
15790	-1228.61	-1570.37	341.751	0.212641	0.202656	0.199579	0.196713	0.192443	0.188463	0.185704	0.186829	0.182218	0.184782	0.181842	0.180559	0.179463	0.180495	0.179283	0.175315	0.175447	0.178483	0.17198	0.157484	0.136199	0.116544	0.100553	0.0865386	0.0758722	0.066645	0.0576304	0.0513516	0.0441749	0.0375026	0.0332757	0.0309113	0.0287227	0.0271372	0.0266076	0.026875	0.0286766	0.0311774	0.0327213	0.0340808	0.0356644	0.0372245	0.0384817	0.0383804	0.0376055	0.0379431	0.0375167	0.0358219	0.0347909	0.0346757	0.0362495
15800	-1260.65	-1572.96	312.307	0.225647	0.222027	0.219376	0.214272	0.212219	0.203924	0.197999	0.196692	0.196828	0.197342	0.198957	0.197016	0.193394	0.197886	0.198627	0.203299	0.198609	0.19702	0.193026	0.17766	0.154233	0.131234	0.11069	0.0955396	0.0840892	0.0729293	0.0649275	0.0570198	0.0495084	0.0420211	0.0371906	0.0340316	0.0319394	0.0311908	0.0307673	0.0315248	0.0331567	0.0362849	0.0373975	0.0382539	0.0397988	0.0418118	0.0430882	0.0425297	0.0424126	0.0429932	0.0436953	0.0407663	0.0391834	0.0391728	0.0404179
15810	-1238.99	-1571.06	332.069	0.188244	0.184463	0.184638	0.180589	0.174821	0.170338	0.166852	0.16392	0.162739	0.160912	0.161919	0.164238	0.164453	0.166527	0.167956	0.168368	0.16416	0.167579	0.166393	0.153542	0.132047	0.109917	0.0918057	0.0787277	0.0693841	0.060025	0.0526826	0.045892	0.0401409	0.0342016	0.0307954	0.028758	0.0260349	0.0243649	0.0236905	0.024748	0.0263976	0.0288235	0.0305687	0.0314955	0.0332956	0.0346929	0.036214	0.0358151	0.0347222	0.0346603	0.0340445	0.0331273	0.0321127	0.0320678	0.0324498
15820	-1245.07	-1570.43	325.365	0.212138	0.204105	0.195241	0.191512	0.187519	0.180459	0.176115	0.175921	0.173117	0.172838	0.171421	0.172361	0.17239	0.175937	0.177541	0.174137	0.173422	0.17799	0.175882	0.160587	0.138026	0.116804	0.0964092	0.0838378	0.0724683	0.0629256	0.0539247	0.0461951	0.0402477	0.033472	0.0299804	0.0269735	0.0243956	0.0228029	0.0220809	0.0232406	0.0249054	0.0273535	0.0288655	0.029882	0.0315967	0.0331371	0.0339691	0.0337295	0.0339472	0.0336985	0.0329031	0.0315583	0.0298824	0.0300432	0.0316232
15830	-1242.79	-1570.57	327.781	0.212034	0.2046	0.198992	0.194907	0.189804	0.185046	0.18175	0.176341	0.174555	0.174241	0.17408	0.173498	0.174874	0.176393	0.177674	0.174006	0.172266	0.174772	0.175825	0.16425	0.14187	0.119327	0.100092	0.0861992	0.0744936	0.063836	0.0552203	0.0492821	0.0421961	0.034859	0.0309044	0.0283963	0.0259962	0.0242732	0.0236097	0.0245175	0.0262649	0.0285884	0.0305054	0.0316895	0.0332476	0.0350297	0.0360432	0.0359038	0.0352235	0.0350638	0.0338016	0.032462	0.0313878	0.0319052	0.0331223
15840	-1238.61	-1571.31	332.703	0.188295	0.183806	0.17934	0.176197	0.172833	0.169766	0.166156	0.163228	0.160642	0.159494	0.159365	0.158692	0.159079	0.161347	0.163822	0.160141	0.159044	0.161077	0.160005	0.150418	0.130135	0.110242	0.0939592	0.0800384	0.0700643	0.0601319	0.0523296	0.0461601	0.0398645	0.033915	0.0302148	0.0277853	0.0254371	0.0237156	0.0235266	0.0243295	0.0261626	0.0286125	0.0297183	0.0307756	0.0328092	0.0339339	0.0351993	0.0350416	0.0346837	0.0340566	0.0335115	0.0319239	0.030729	0.0306997	0.0321524
15850	-1257.67	-1570.75	313.087	0.207843	0.197604	0.191546	0.188949	0.183856	0.178567	0.176103	0.170966	0.167806	0.168371	0.166553	0.164832	0.166485	0.171292	0.171703	0.168773	0.166152	0.169583	0.168412	0.154174	0.13347	0.109171	0.0865328	0.0733621	0.0626354	0.0523474	0.044489	0.0385316	0.0322957	0.0268411	0.0231172	0.0208916	0.0189186	0.0177513	0.0174484	0.0179486	0.0194446	0.0213665	0.0227088	0.023563	0.0249318	0.0262133	0.0272704	0.0276425	0.027138	0.0265501	0.0256108	0.0240744	0.0231988	0.0237341	0.0249072
15860	-1275.93	-1572.86	296.931	0.181895	0.173761	0.175125	0.164583	0.163772	0.161761	0.156926	0.154542	0.152916	0.148479	0.146718	0.147156	0.148995	0.154953	0.153929	0.152547	0.151406	0.153951	0.149733	0.13882	0.118569	0.097745	0.0825663	0.0702981	0.0604764	0.051614	0.0438695	0.0381943	0.0321782	0.0270924	0.0239651	0.0217035	0.0193171	0.0181121	0.0177335	0.0183996	0.020203	0.022007	0.0230808	0.0234272	0.0248551	0.026466	0.0274471	0.0280067	0.0268963	0.0265998	0.0260209	0.0247817	0.023613	0.0233042	0.0245742
15870	-1245.74	-1570.28	324.534	0.206486	0.199791	0.195186	0.191449	0.185363	0.184131	0.180595	0.178926	0.176477	0.175262	0.170225	0.170105	0.169345	0.175531	0.177564	0.174595	0.171905	0.176045	0.176144	0.162277	0.141688	0.118946	0.0995302	0.0853335	0.0752365	0.0648379	0.0562597	0.0497634	0.0429448	0.0367966	0.0326488	0.0298529	0.0274433	0.0255494	0.0251884	0.0260777	0.0281491	0.0305621	0.0321497	0.0331921	0.035209	0.0369319	0.0379239	0.0378417	0.0374624	0.0365199	0.0359423	0.0343758	0.0333062	0.0338183	0.035572
15880	-1238.97	-1570.11	331.144	0.196212	0.191509	0.187613	0.182068	0.178273	0.176989	0.175031	0.171013	0.167678	0.166366	0.167714	0.163139	0.164193	0.164031	0.166067	0.16264	0.161613	0.162817	0.163265	0.155879	0.136163	0.118158	0.100373	0.0877757	0.0769659	0.0678436	0.0612367	0.0546298	0.0476392	0.0407231	0.0364532	0.0332899	0.0308947	0.0294291	0.0287147	0.0293759	0.0314797	0.034131	0.0359453	0.0371754	0.0385165	0.0404239	0.0417134	0.041572	0.041082	0.0408882	0.0404126	0.0390317	0.0372831	0.0375104	0.0392417
15890	-1228.55	-1570.81	342.26	0.216466	0.210041	0.204512	0.202629	0.198059	0.193598	0.191478	0.188473	0.187696	0.187476	0.187417	0.186933	0.186623	0.18484	0.187495	0.18589	0.185829	0.187437	0.185072	0.174889	0.154462	0.133643	0.116445	0.104375	0.0934649	0.0829047	0.0743082	0.0664275	0.0590333	0.0517399	0.0469682	0.043461	0.040394	0.0388243	0.0383075	0.0388026	0.0410443	0.043856	0.0452389	0.0471754	0.0491105	0.051347	0.0532477	0.0526548	0.0522073	0.0518785	0.051867	0.0499233	0.0486169	0.0486043	0.0500592
15900	-1271.9	-1570.13	298.224	0.198713	0.190158	0.188489	0.185224	0.178132	0.178544	0.178064	0.172839	0.170939	0.168843	0.167745	0.167097	0.16645	0.166301	0.170852	0.169829	0.168506	0.166776	0.165864	0.156699	0.136943	0.114662	0.0957828	0.0836009	0.0738005	0.0646776	0.0575557	0.0503026	0.0439227	0.0374336	0.0332498	0.0306428	0.0283054	0.0267625	0.0258362	0.0267283	0.0286301	0.0305653	0.0318488	0.0330407	0.0347537	0.0369322	0.0381432	0.0382054	0.0373642	0.0366636	0.0365694	0.0362329	0.034339	0.0342135	0.035898
15910	-1269.15	-1570.99	301.837	0.20578	0.203002	0.197657	0.191498	0.189284	0.18879	0.186621	0.183973	0.182591	0.18029	0.179685	0.180226	0.180395	0.182419	0.183519	0.181631	0.180712	0.181572	0.180712	0.169799	0.151716	0.130839	0.112105	0.0988523	0.0887622	0.07821	0.069841	0.0629046	0.0554442	0.0481552	0.043528	0.0405072	0.0379848	0.036298	0.0353093	0.0358257	0.03824	0.0409171	0.0427279	0.0441867	0.0466435	0.0489539	0.0501849	0.0503218	0.0501758	0.0491229	0.048253	0.045801	0.0444258	0.0444132	0.046083
15920	-1265.66	-1570.23	304.562	0.214387	0.211057	0.208782	0.204334	0.199141	0.196314	0.195013	0.19331	0.192062	0.189676	0.188693	0.190999	0.192665	0.193507	0.194336	0.190349	0.188236	0.188618	0.187176	0.177657	0.163542	0.145827	0.127031	0.114866	0.104015	0.0937574	0.0838355	0.0760334	0.0686714	0.0606554	0.0559094	0.0532747	0.0497535	0.0470271	0.0468879	0.0482219	0.0510773	0.0540774	0.0564872	0.0581833	0.0593099	0.0613911	0.0623975	0.0628993	0.0627311	0.0626645	0.0607408	0.058662	0.0574933	0.0572171	0.0585502
15930	-1258.68	-1572.48	313.794	0.179749	0.176916	0.173212	0.171383	0.16888	0.167181	0.165689	0.163582	0.16273	0.164029	0.16438	0.162955	0.164488	0.164019	0.165279	0.16406	0.163783	0.164758	0.163258	0.155688	0.14479	0.131577	0.117689	0.108668	0.0998878	0.0918428	0.0848455	0.0790722	0.0720865	0.0651662	0.0601778	0.0576273	0.0556609	0.0543229	0.0540576	0.0546731	0.0567036	0.0594282	0.0615009	0.0629058	0.0656201	0.0675796	0.0679225	0.068245	0.0667322	0.0663056	0.0653763	0.0633201	0.0625667	0.0618236	0.0637104
15940	-1259.62	-1570.55	310.933	0.203915	0.201185	0.198036	0.196323	0.194405	0.191984	0.189291	0.187671	0.187221	0.186411	0.18327	0.186045	0.185096	0.186973	0.189226	0.187296	0.186481	0.186097	0.18369	0.175517	0.160298	0.143817	0.129634	0.118745	0.109128	0.0997695	0.0903871	0.0826484	0.0758035	0.0685349	0.0645392	0.0614318	0.0587228	0.0565433	0.0551414	0.0563716	0.0588698	0.062796	0.0649631	0.0655785	0.0681907	0.0708069	0.0727051	0.0713804	0.0697311	0.069252	0.068632	0.0670424	0.0653613	0.065575	0.0669318
15950	-1269.89	-1570.69	300.808	0.193478	0.189038	0.184881	0.182092	0.17997	0.180031	0.177675	0.175046	0.174469	0.171839	0.173695	0.172341	0.172597	0.173856	0.176391	0.175666	0.173563	0.173794	0.173329	0.163897	0.14939	0.13158	0.116265	0.103643	0.0944985	0.0860132	0.0773146	0.0704974	0.0648785	0.0573132	0.0523506	0.0490874	0.0465494	0.0448004	0.0442821	0.0451432	0.0476819	0.0506288	0.052478	0.053975	0.0561415	0.0585949	0.0603446	0.0601597	0.0593405	0.0585008	0.057422	0.055535	0.054434	0.0547672	0.0558731
15960	-1300.1	-1571.08	270.98	0.2	0.195978	0.191849	0.19039	0.190238	0.188668	0.184413	0.183056	0.181107	0.181884	0.183255	0.182383	0.183296	0.184155	0.183972	0.180707	0.18053	0.182246	0.182062	0.170521	0.15333	0.134527	0.115416	0.101043	0.0915381	0.0806945	0.0716078	0.0654329	0.0578635	0.0510258	0.0464176	0.0437137	0.0409491	0.038486	0.0379909	0.03904	0.0416291	0.0441086	0.0467977	0.0481981	0.0499738	0.0521417	0.0535456	0.0538664	0.0525572	0.0519155	0.0511737	0.0496877	0.047459	0.0482265	0.0499321
15970	-1271.05	-1571.25	300.202	0.185396	0.180542	0.177	0.173968	0.172531	0.170456	0.168666	0.167323	0.165017	0.16366	0.165176	0.164214	0.162028	0.163797	0.165461	0.163956	0.162113	0.164173	0.162614	0.152715	0.135434	0.117611	0.102501	0.091063	0.0815637	0.072481	0.0651755	0.0590142	0.0520933	0.0457746	0.0414569	0.0387102	0.0366041	0.0346031	0.034008	0.035315	0.0377575	0.0404671	0.0419107	0.0428581	0.0448254	0.0471355	0.0481941	0.0477227	0.0470603	0.0462723	0.0454417	0.0438443	0.0433355	0.0435897	0.0446108
15980	-1263.71	-1572.75	309.042	0.177544	0.173966	0.172473	0.169025	0.167717	0.165943	0.164507	0.162716	0.162674	0.161231	0.161706	0.162487	0.163067	0.163706	0.164449	0.164704	0.16201	0.160034	0.159751	0.152308	0.140178	0.126705	0.114172	0.103243	0.0955401	0.087128	0.0795919	0.0739727	0.0673775	0.060567	0.0562133	0.0537973	0.0513778	0.0487466	0.0489899	0.0502889	0.0520507	0.0549319	0.0578257	0.0586929	0.0600957	0.0623652	0.0636443	0.0622447	0.0607999	0.0611103	0.061369	0.0594651	0.0583849	0.0583487	0.0590955
15990	-1269.69	-1575.1	305.409	0.224399	0.221874	0.220839	0.220172	0.218267	0.217279	0.215636	0.215285	0.21512	0.214086	0.21321	0.212298	0.212438	0.213881	0.214863	0.212833	0.211035	0.213058	0.212437	0.206961	0.193401	0.178253	0.162451	0.152491	0.144515	0.13529	0.126099	0.118431	0.111183	0.103459	0.098033	0.093802	0.0904275	0.088428	0.0881563	0.0902928	0.092999	0.0968579	0.0994096	0.0997386	0.102432	0.104713	0.107268	0.107164	0.105339	0.104591	0.102634	0.101007	0.0994504	0.098472	0.0995499
16000	-1304.2	-1571.31	267.109	0.196469	0.193837	0.192395	0.187782	0.186151	0.183804	0.183109	0.181536	0.180313	0.180278	0.180969	0.183563	0.181463	0.181148	0.180346	0.180338	0.179287	0.181452	0.183843	0.175962	0.163922	0.149419	0.133286	0.121325	0.112781	0.104684	0.0955352	0.090817	0.0830088	0.0772056	0.0720346	0.0687075	0.0662672	0.0653034	0.0638804	0.0654762	0.0676032	0.0703288	0.0721142	0.0741911	0.0767847	0.0784054	0.0792572	0.0789661	0.078991	0.0784056	0.0764866	0.0740003	0.0726619	0.0733687	0.0741561
16010	-1305.6	-1571.19	265.59	0.188369	0.186326	0.1842	0.184429	0.18187	0.180098	0.174874	0.17156	0.171195	0.171678	0.173132	0.173033	0.174133	0.176343	0.174227	0.173501	0.17653	0.177398	0.177094	0.167088	0.153512	0.134909	0.11858	0.106543	0.0961512	0.0876709	0.0786769	0.0725606	0.067243	0.0598494	0.054998	0.051556	0.0484606	0.0467466	0.0461385	0.0471176	0.0498954	0.0527489	0.0540665	0.0553893	0.057662	0.0606737	0.0614586	0.0617701	0.0610061	0.0609185	0.0603098	0.0575104	0.0554008	0.0551645	0.0572309
16020	-1342.31	-1571.5	229.194	0.207102	0.205421	0.20618	0.197638	0.194326	0.190462	0.189978	0.186813	0.188425	0.185273	0.182399	0.189634	0.18687	0.189091	0.189929	0.188135	0.186127	0.188289	0.187127	0.173512	0.154101	0.131047	0.115319	0.102716	0.0889404	0.0802392	0.0704657	0.0650222	0.0567104	0.0496001	0.0442188	0.040568	0.0377943	0.0367368	0.0354978	0.0361264	0.038964	0.0415045	0.0433145	0.043835	0.0470186	0.0491834	0.050582	0.0502637	0.049596	0.0500223	0.0487984	0.0466784	0.0439894	0.0459094	0.0477643
16030	-1301.6	-1571.62	270.023	0.215159	0.214445	0.211341	0.207359	0.202524	0.201603	0.197196	0.193904	0.191398	0.190179	0.188881	0.185137	0.187929	0.189789	0.192706	0.189096	0.187264	0.188934	0.190393	0.177953	0.158143	0.132403	0.110201	0.0941182	0.0820933	0.0711173	0.0616853	0.0539271	0.0469594	0.0397314	0.0354131	0.0325713	0.0300683	0.0280999	0.0273139	0.028195	0.0306575	0.0333923	0.0350786	0.0360962	0.0382079	0.0397835	0.0407751	0.0412248	0.0401384	0.0394171	0.0386822	0.0372996	0.0355707	0.0353573	0.036525
16040	-1264.93	-1571.12	306.182	0.21602	0.209862	0.202764	0.198847	0.195589	0.192114	0.19041	0.18871	0.186824	0.185706	0.184179	0.181483	0.182708	0.185275	0.184949	0.182472	0.182207	0.184204	0.182879	0.170141	0.14912	0.125497	0.106081	0.0912071	0.0800636	0.0692725	0.060006	0.0528012	0.0456062	0.0387525	0.0344346	0.0316325	0.0291242	0.0276676	0.0272191	0.027689	0.0297439	0.0321313	0.0337651	0.0350928	0.0372518	0.0393282	0.0403053	0.039937	0.0387507	0.0380475	0.0371629	0.0358591	0.0343126	0.0343286	0.0357713
16050	-1263.65	-1570.58	306.932	0.206281	0.202943	0.199086	0.193688	0.189799	0.188854	0.184652	0.183794	0.181635	0.179854	0.178565	0.17886	0.178656	0.179576	0.181979	0.178951	0.178103	0.179651	0.176702	0.165265	0.144354	0.123191	0.105189	0.0908958	0.0805463	0.0704734	0.0617688	0.0544977	0.0469975	0.0401426	0.0359122	0.0331895	0.0309781	0.0291941	0.0285237	0.0292479	0.0315549	0.0340279	0.0354635	0.0368538	0.0382946	0.0397069	0.0411216	0.0409551	0.039795	0.0393544	0.0382951	0.0363305	0.0351308	0.0354667	0.0367572
16060	-1266.45	-1570.75	304.297	0.198798	0.197124	0.193864	0.191328	0.190097	0.185503	0.184557	0.180038	0.180076	0.179851	0.178395	0.177601	0.178111	0.177068	0.177522	0.17546	0.174854	0.176934	0.174747	0.163552	0.143005	0.119969	0.100998	0.0871928	0.0759266	0.0657051	0.05668	0.0500027	0.0430174	0.0366981	0.0328153	0.0303705	0.0279688	0.0262633	0.0256451	0.0267329	0.0285309	0.0308407	0.0324154	0.0331691	0.0347404	0.0366514	0.037799	0.0375367	0.0365636	0.0361372	0.0352436	0.0338565	0.0323766	0.0321988	0.0334993
16070	-1259.37	-1571.2	311.828	0.208822	0.203251	0.200451	0.197212	0.195323	0.190345	0.187721	0.184847	0.18457	0.184022	0.184339	0.181867	0.181475	0.182403	0.183168	0.179825	0.17794	0.18101	0.176985	0.164722	0.144631	0.119272	0.100228	0.0854943	0.0731605	0.0628943	0.0545863	0.0473926	0.0410279	0.0343177	0.0302559	0.0277061	0.0255939	0.0243505	0.0238855	0.0245952	0.0266699	0.0288556	0.0301385	0.0308589	0.0321332	0.0335357	0.0347843	0.0345437	0.0337989	0.0339681	0.0332691	0.031289	0.0298628	0.0297018	0.0304871
16080	-1269.22	-1571.94	302.724	0.221373	0.215789	0.211534	0.206572	0.203564	0.199322	0.195805	0.194024	0.19205	0.193148	0.191002	0.189654	0.190808	0.192059	0.193396	0.187579	0.187382	0.191308	0.186746	0.173706	0.151762	0.129206	0.108921	0.0941458	0.0825664	0.0722084	0.0634224	0.0552286	0.0477363	0.0403405	0.035787	0.0328746	0.0306827	0.0287571	0.0281848	0.0292425	0.0317036	0.0340846	0.0355931	0.0371069	0.0383549	0.0397659	0.0403193	0.0410817	0.0397195	0.0400157	0.0391225	0.0371204	0.0357547	0.0356435	0.0370328
16090	-1245.93	-1570.32	324.394	0.211026	0.204519	0.199162	0.195002	0.192713	0.191094	0.188003	0.184392	0.181806	0.182716	0.18114	0.179571	0.178318	0.179254	0.181201	0.17935	0.176611	0.177497	0.1747	0.162178	0.141651	0.122758	0.103929	0.0908041	0.0799363	0.0694308	0.0604654	0.0534666	0.0461201	0.0393794	0.0353171	0.0327096	0.0302269	0.0286033	0.0277726	0.0288724	0.0304707	0.033208	0.0346678	0.0353389	0.036669	0.038673	0.0397446	0.0398965	0.0392032	0.0388969	0.0378909	0.0363255	0.034635	0.0343212	0.0356745
16100	-1247.57	-1571.36	323.793	0.22257	0.22018	0.216119	0.21255	0.209381	0.206917	0.203235	0.202522	0.202339	0.200302	0.19811	0.196291	0.195836	0.196727	0.193385	0.192302	0.192184	0.193881	0.191495	0.18189	0.161327	0.138905	0.120204	0.105432	0.0935776	0.0834328	0.0741172	0.0662068	0.058296	0.0512478	0.0468773	0.043087	0.0401304	0.0379257	0.0371467	0.0380146	0.0403969	0.0433349	0.0449987	0.04582	0.0475231	0.0497957	0.0511633	0.0508161	0.0498822	0.0494754	0.0484133	0.0466407	0.0447538	0.0446877	0.046007
16110	-1250.38	-1570.38	319.997	0.204913	0.202796	0.200237	0.197115	0.194201	0.193169	0.190087	0.189771	0.187378	0.185284	0.182638	0.180832	0.181112	0.179972	0.178567	0.177569	0.178325	0.17975	0.177614	0.167523	0.14952	0.129265	0.11027	0.0979331	0.0867143	0.0772163	0.0684718	0.0617863	0.0546394	0.0467184	0.0421784	0.0389792	0.0362856	0.0338303	0.0336428	0.0344098	0.0365193	0.0390728	0.0411972	0.0422916	0.0442505	0.0461551	0.046885	0.0466099	0.0455647	0.0451962	0.044125	0.0422609	0.0407105	0.040311	0.0420829
16120	-1230.61	-1573.32	342.703	0.169663	0.165343	0.162751	0.159749	0.159933	0.159686	0.156128	0.153685	0.152331	0.149219	0.14892	0.150665	0.148044	0.148262	0.147614	0.146782	0.144882	0.144638	0.143964	0.137414	0.123296	0.106268	0.0915828	0.0811684	0.0731631	0.0652696	0.0576758	0.0516739	0.0459535	0.0399158	0.036014	0.0336261	0.0309728	0.029182	0.0285463	0.029198	0.0308375	0.0330006	0.0344543	0.0354576	0.0370572	0.0390617	0.0404636	0.0397939	0.0384233	0.0375006	0.0371046	0.0356943	0.0348079	0.0345994	0.0352675
16130	-1228.11	-1570.84	342.726	0.197937	0.195928	0.195679	0.19699	0.195574	0.196068	0.191697	0.189128	0.187601	0.18299	0.182148	0.178715	0.177493	0.180227	0.179694	0.181618	0.180288	0.183191	0.18203	0.170403	0.149834	0.130938	0.115534	0.100981	0.0909016	0.0806987	0.0728578	0.0650742	0.0567188	0.0486803	0.043661	0.0409406	0.0380615	0.036	0.035859	0.0372544	0.0393549	0.0416518	0.0436806	0.0442436	0.0465632	0.0485622	0.0497003	0.049435	0.0484027	0.0475031	0.0468269	0.0447881	0.0435328	0.0435657	0.0453537
16140	-1202.22	-1570.9	368.683	0.192758	0.189841	0.183865	0.182047	0.179143	0.177449	0.176818	0.17531	0.176839	0.174981	0.17544	0.172819	0.174256	0.174406	0.175663	0.17602	0.175689	0.175307	0.17516	0.166302	0.152051	0.1377	0.123424	0.113979	0.105872	0.0971801	0.0888717	0.0834005	0.0757288	0.0679838	0.0619274	0.0590081	0.0564609	0.054997	0.0541179	0.0558691	0.0591632	0.0617826	0.06314	0.0637071	0.0654893	0.0667998	0.0683154	0.0679279	0.0676131	0.0672056	0.0659604	0.0642784	0.0631939	0.0626824	0.0638513
16150	-1210.61	-1571.53	360.924	0.190326	0.188598	0.185678	0.181708	0.180488	0.179568	0.179513	0.176448	0.175892	0.17557	0.175895	0.176773	0.176284	0.177418	0.17725	0.17689	0.175825	0.176017	0.174397	0.169875	0.158881	0.146374	0.13399	0.125281	0.117666	0.109961	0.103772	0.0972557	0.0910998	0.0848206	0.0808971	0.0775487	0.0745301	0.0728954	0.0721026	0.0732809	0.0754014	0.0778046	0.0801575	0.0812964	0.0826619	0.0842943	0.0847688	0.0843547	0.083904	0.0829747	0.082461	0.0804181	0.0786899	0.0791647	0.0807844
16160	-1241.18	-1570.07	328.887	0.197068	0.195285	0.193501	0.192701	0.192215	0.190507	0.190931	0.18723	0.185567	0.186016	0.186026	0.186298	0.186044	0.185407	0.185828	0.183685	0.183783	0.185166	0.184169	0.178057	0.166303	0.154011	0.142888	0.133759	0.125035	0.118376	0.111191	0.104958	0.0985683	0.0912322	0.0869923	0.0833601	0.0805633	0.0785469	0.0777697	0.0792404	0.081435	0.0841468	0.0861817	0.0868384	0.0880783	0.0900563	0.0912741	0.0915379	0.0894911	0.0891242	0.0885351	0.0870056	0.0854376	0.0846916	0.0852976
16170	-1246.67	-1571.35	324.686	0.187114	0.184677	0.17982	0.179895	0.17959	0.175481	0.174937	0.173244	0.171855	0.171432	0.173067	0.17155	0.172143	0.172013	0.171027	0.167668	0.170287	0.17222	0.169475	0.163674	0.152538	0.139917	0.1277	0.11887	0.110169	0.101412	0.0955396	0.0898495	0.0818779	0.0755075	0.0709989	0.0674702	0.0652093	0.0624266	0.062171	0.0628914	0.0654922	0.068586	0.0701629	0.0711693	0.0721078	0.0735579	0.0743865	0.0733506	0.0727805	0.0718281	0.0725151	0.0712601	0.0702751	0.0697083	0.0707336
16180	-1230.7	-1569.85	339.151	0.204815	0.202112	0.200845	0.198201	0.195842	0.193348	0.19268	0.191256	0.190292	0.190559	0.190808	0.190015	0.188483	0.190911	0.190743	0.188423	0.186627	0.188165	0.189701	0.182665	0.16994	0.156499	0.143412	0.134477	0.124994	0.116503	0.107982	0.100981	0.0929829	0.0852555	0.0808911	0.0782906	0.0746896	0.0719855	0.0716355	0.0727823	0.0755351	0.0791341	0.0803875	0.081227	0.0825944	0.0850174	0.0868257	0.0865889	0.0854431	0.0849255	0.0839504	0.0814148	0.0800954	0.0793788	0.0816998
16190	-1246.3	-1573.9	327.606	0.172274	0.169602	0.167175	0.165726	0.162926	0.161051	0.159642	0.156932	0.157726	0.158174	0.15871	0.15751	0.157201	0.157478	0.157017	0.155957	0.154711	0.156466	0.156627	0.150777	0.140401	0.128901	0.118313	0.109742	0.101689	0.0946272	0.0871341	0.081421	0.0753631	0.0689457	0.0646568	0.0619955	0.0593268	0.0572043	0.0560346	0.0576842	0.0600657	0.0627858	0.0639909	0.0647985	0.0663593	0.0677655	0.0682362	0.0681405	0.0669532	0.0671019	0.0661278	0.0649841	0.0640213	0.0645315	0.0657435
16200	-1232.8	-1571.11	338.311	0.228365	0.226304	0.224743	0.221821	0.218576	0.216118	0.214778	0.213488	0.213531	0.214301	0.215307	0.214692	0.213417	0.215007	0.215433	0.212683	0.211779	0.213291	0.212887	0.207707	0.195377	0.181777	0.169865	0.159295	0.149619	0.140557	0.133407	0.126212	0.118688	0.11118	0.104871	0.101072	0.0966821	0.0940994	0.0929802	0.0940488	0.0971614	0.100132	0.102327	0.10365	0.105455	0.107271	0.108466	0.108059	0.10789	0.107056	0.106719	0.104664	0.102668	0.102772	0.104399
16210	-1249.07	-1570.96	321.893	0.192534	0.191298	0.188808	0.189324	0.187202	0.185279	0.18402	0.183757	0.18382	0.182021	0.182131	0.180826	0.183309	0.183283	0.183389	0.18155	0.181319	0.182645	0.181367	0.176216	0.166483	0.152761	0.141684	0.13282	0.123879	0.116162	0.109434	0.103551	0.0975085	0.0918165	0.0861462	0.0840305	0.0803516	0.0777808	0.0763196	0.0774164	0.0798961	0.0820956	0.0836996	0.0849463	0.086676	0.087954	0.0893081	0.0901785	0.089728	0.0882857	0.0875995	0.0862361	0.0844212	0.0855595	0.0866921
16220	-1311.07	-1577.09	266.021	0.16021	0.156231	0.154169	0.151341	0.150223	0.150129	0.148367	0.148808	0.147661	0.146798	0.146416	0.146294	0.147372	0.146706	0.147273	0.147358	0.145793	0.146209	0.143097	0.138805	0.132376	0.12237	0.113193	0.105262	0.0988433	0.0923585	0.0870109	0.0829342	0.0773832	0.0718744	0.0674116	0.0643142	0.0614995	0.0600963	0.0593963	0.0602829	0.0624717	0.0653641	0.067267	0.0673851	0.0687305	0.0699256	0.0706597	0.0699794	0.0693456	0.0699082	0.068557	0.0665514	0.0660239	0.0653019	0.0664123
16230	-1305	-1570.51	265.51	0.216805	0.213283	0.213033	0.208121	0.205145	0.204216	0.202047	0.201239	0.200808	0.198349	0.198126	0.198763	0.193572	0.192846	0.193421	0.195568	0.197277	0.198925	0.196442	0.186846	0.175802	0.162193	0.148834	0.138032	0.129424	0.120793	0.111822	0.105298	0.0975733	0.0907949	0.0845143	0.0810468	0.0775091	0.0741528	0.0729811	0.0731708	0.0764574	0.0794834	0.0814707	0.083259	0.0857056	0.0886664	0.0896779	0.0889693	0.0862424	0.0870482	0.0855251	0.0837561	0.0824583	0.0820709	0.0839397
