Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1588.35	-1589.26	0.908323	0.1516492
10	-1587.91	-1588.61	0.700373	0.1627139
20	-1590.18	-1591.29	1.10905	0.1409549
30	-1588.17	-1588.77	0.600009	0.1680649
40	-1587.98	-1588.8	0.81461	0.1566338
50	-1591.02	-1592.19	1.16913	0.1377417
60	-1588.89	-1589.87	0.986159	0.1475072
70	-1588.38	-1588.94	0.554367	0.1705026
80	-1591.73	-1592.94	1.21254	0.1354143
90	-1588.59	-1589.11	0.518049	0.1724446
100	-1591.1	-1592.28	1.17411	0.137475
110	-1589.77	-1590.14	0.375015	0.1801159
120	-1587.91	-1588.61	0.702571	0.1625968
130	-1591.9	-1592.1	0.200007	0.1895629
140	-1593.03	-1593.16	0.12603	0.1935797
150	-1588.06	-1588.69	0.631755	0.1663711
160	-1587.9	-1588.67	0.765433	0.1592503
170	-1588.59	-1589.54	0.946884	0.1495976
180	-1589	-1590	0.999334	0.1468056
190	-1588.37	-1589.28	0.911322	0.1514897
200	-1588.54	-1589.07	0.526392	0.1719983
210	-1591.64	-1592.85	1.20722	0.1357
220	-1588.09	-1588.94	0.849132	0.1547976
230	-1588.61	-1589.56	0.94983	0.1494408
240	-1591.22	-1591.47	0.24996	0.1868587
250	-1593.37	-1593.47	0.105221	0.1947125
260	-1593.04	-1594.32	1.28223	0.1316648
270	-1592.47	-1593.73	1.2535	0.133213
280	-1591.06	-1591.32	0.262253	0.1861942
290	-1590.08	-1591.18	1.10122	0.1413729
300	-1587.89	-1588.62	0.724192	0.1614455
310	-1589.92	-1591	1.08804	0.1420766
320	-1588.11	-1588.72	0.617571	0.1671278
330	-1588.72	-1589.69	0.965208	0.1486225
340	-1588.8	-1589.78	0.975486	0.1480754
350	-1590.35	-1590.67	0.320952	0.1830264
360	-1595.53	-1596.92	1.39055	0.1257953
370	-1587.94	-1588.73	0.790653	0.1579083
380	-1593.76	-1595.08	1.31635	0.1298224
390	-1590.15	-1590.49	0.338225	0.1820958
400	-1588.07	-1588.7	0.628634	0.1665375
410	-1588.18	-1588.78	0.598678	0.168136
420	-1593.63	-1593.72	0.0896997	0.1955581
430	-1588.16	-1589.03	0.869027	0.1537394
440	-1588.79	-1589.28	0.489069	0.1739957
450	-1591.46	-1592.66	1.19652	0.1362738
460	-1590.06	-1591.16	1.09954	0.1414631
470	-1595.79	-1595.76	-0.0285123	0.2020225
480	-1588.66	-1589.61	0.956182	0.1491028
490	-1588.57	-1589.52	0.944007	0.1497507
500	-1587.91	-1588.69	0.774134	0.1587872
510	-1587.91	-1588.68	0.77277	0.1588598
520	-1588.95	-1589.95	0.994286	0.1470744
530	-1587.9	-1588.62	0.718593	0.1617436
540	-1590.91	-1591.19	0.27371	0.1855752
550	-1590.32	-1590.65	0.322875	0.1829227
560	-1589.5	-1589.91	0.402014	0.1786647
570	-1589.65	-1590.71	1.06497	0.1433078
580	-1588	-1588.82	0.821237	0.1562813
590	-1587.95	-1588.75	0.800446	0.1573873
600	-1588.08	-1588.71	0.624468	0.1667598
610	-1590.94	-1592.11	1.16381	0.1380267
620	-1587.9	-1588.61	0.711637	0.162114
630	-1587.95	-1588.75	0.799341	0.1574461
640	-1587.94	-1588.74	0.794103	0.1577248
650	-1587.9	-1588.66	0.757938	0.1596491
660	-1592.83	-1592.97	0.138786	0.1928861
670	-1588.22	-1588.81	0.588635	0.1686721
680	-1588.13	-1588.99	0.860786	0.1541777
690	-1588.12	-1588.73	0.613745	0.1673319
700	-1587.98	-1588.79	0.813204	0.1567086
710	-1591.24	-1592.42	1.18281	0.1370087
720	-1588.03	-1588.67	0.6417	0.1658407
730	-1589.37	-1590.41	1.03899	0.1446928
740	-1590.45	-1591.58	1.12964	0.139855
750	-1591.35	-1592.54	1.18985	0.1366316
760	-1588.83	-1589.81	0.979708	0.1478506
770	-1588.01	-1588.66	0.647871	0.1655117
780	-1588.27	-1588.85	0.576527	0.1693187
790	-1597.13	-1598.58	1.44875	0.122614
800	-1588.99	-1589.98	0.998023	0.1468754
810	-1590.33	-1590.65	0.322391	0.1829488
820	-1587.95	-1588.74	0.797352	0.1575519
830	-1588.5	-1589.44	0.933679	0.1503002
840	-1588.19	-1589.06	0.874996	0.1534219
850	-1588.98	-1589.44	0.463407	0.1753706
860	-1587.99	-1588.65	0.654898	0.1651371
870	-1587.93	-1588.72	0.786561	0.158126
880	-1597.29	-1597.18	-0.102207	0.2060747
890	-1587.89	-1588.62	0.724547	0.1614266
900	-1588.09	-1588.94	0.850278	0.1547366
910	-1587.89	-1588.63	0.74236	0.1604783
920	-1587.9	-1588.62	0.721751	0.1615754
930	-1588.19	-1588.79	0.595364	0.1683129
940	-1587.98	-1588.79	0.812007	0.1567723
950	-1589.46	-1589.87	0.406317	0.1784336
960	-1588.03	-1588.67	0.639892	0.1659371
970	-1589.22	-1590.24	1.02356	0.1455154
980	-1593.62	-1594.93	1.30981	0.1301761
990	-1589.5	-1589.9	0.402441	0.1786418
1000	-1588.61	-1589.55	0.948996	0.1494852
1010	-1591.52	-1591.75	0.227279	0.1880857
1020	-1588.29	-1589.18	0.895771	0.1523169
1030	-1591.02	-1591.28	0.26555	0.1860161
1040	-1589.13	-1590.15	1.01435	0.146006
1050	-1587.91	-1588.68	0.769125	0.1590538
1060	-1594.09	-1594.15	0.0631683	0.1970053
1070	-1587.96	-1588.76	0.802029	0.1573031
1080	-1587.94	-1588.62	0.682559	0.1636629
1090	-1592.08	-1593.32	1.23255	0.1343394
1100	-1588.57	-1589.51	0.943979	0.1497522
1110	-1588.65	-1589.16	0.509869	0.1728823
1120	-1592.28	-1593.52	1.24309	0.133773
1130	-1587.98	-1588.64	0.658504	0.1649448
1140	-1588.09	-1588.94	0.849759	0.1547642
1150	-1590.03	-1591.13	1.09757	0.1415679
1160	-1589.24	-1590.27	1.02621	0.1453738
1170	-1589.97	-1590.32	0.355653	0.1811574
1180	-1588.93	-1589.4	0.469271	0.1750563
1190	-1588.29	-1589.18	0.896101	0.1522993
1200	-1592.22	-1592.4	0.178534	0.1907273
1210	-1587.99	-1588.8	0.815938	0.1565632
1220	-1588.79	-1589.27	0.489507	0.1739723
1230	-1598.07	-1597.93	-0.138579	0.2080812
1240	-1588.35	-1589.26	0.907981	0.1516674
1250	-1588.19	-1589.07	0.875869	0.1533755
1260	-1587.96	-1588.63	0.671607	0.1642465
1270	-1591.78	-1592.99	1.21531	0.135266
1280	-1588.7	-1589.66	0.962088	0.1487885
1290	-1588.04	-1588.87	0.834815	0.1555591
1300	-1588.17	-1589.04	0.870508	0.1536606
1310	-1588.13	-1588.74	0.609655	0.1675501
1320	-1587.97	-1588.63	0.665684	0.1645622
1330	-1588.05	-1588.88	0.83674	0.1554567
1340	-1590.25	-1590.58	0.32953	0.1825641
1350	-1587.97	-1588.77	0.806959	0.1570408
1360	-1590.51	-1591.64	1.13358	0.1396443
1370	-1589.29	-1590.32	1.03071	0.1451341
1380	-1587.91	-1588.68	0.768517	0.1590861
