Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1735.25	-1737.48	2.23141	0.0448994
10	-1608.21	-1609.95	1.73474	0.1065071
20	-1618.42	-1617.58	-0.83937	0.2477062
30	-1675	-1677.29	2.29196	0.06348351
40	-1587.99	-1588.81	0.81759	0.1564753
50	-1672.67	-1674.95	2.28684	0.06442287
60	-1630.21	-1632.26	2.0463	0.08690715
70	-1634.09	-1636.18	2.0832	0.08425897
80	-1813.56	-1815.29	1.73348	0.03017265
90	-1895.78	-1896.58	0.808099	0.02048551
100	-1779.13	-1781.13	2.00247	0.03576362
110	-1829.57	-1831.15	1.58371	0.02793153
120	-1647.5	-1649.69	2.18354	0.07623477
130	-1610.47	-1609.87	-0.602457	0.2340919
140	-1597.83	-1597.7	-0.127637	0.2074771
150	-1588.53	-1589.05	0.529342	0.1718405
160	-1693.84	-1696.15	2.31041	0.05662501
170	-1669.54	-1671.82	2.27891	0.06571756
180	-1654.69	-1656.92	2.22297	0.07249882
190	-1617.74	-1619.64	1.89603	0.09680272
200	-1656.35	-1658.58	2.23085	0.07168259
210	-1631.03	-1633.08	2.05437	0.08633788
220	-1592.03	-1593.25	1.22935	0.1345117
230	-1605.22	-1604.8	-0.425241	0.2240588
240	-1627.3	-1626.23	-1.07351	0.261402
250	-1588.49	-1589.42	0.931006	0.1504425
260	-1598.53	-1600.02	1.49462	0.1200892
270	-1688.93	-1691.24	2.30931	0.05829845
280	-1656.39	-1658.63	2.23105	0.07166157
290	-1841.27	-1842.73	1.46473	0.02641627
300	-1880.54	-1881.55	1.00828	0.02197665
310	-1835.36	-1836.88	1.52583	0.02716954
320	-1868.25	-1869.41	1.16035	0.0232673
330	-1807.26	-1809.04	1.78822	0.03111275
340	-1744.05	-1746.24	2.19655	0.04284526
350	-1644.03	-1646.19	2.16112	0.07817113
360	-1691.18	-1693.49	2.31012	0.05752189
370	-1602.74	-1604.35	1.61254	0.11351
380	-1738.06	-1740.28	2.22089	0.04422819
390	-1588.13	-1588.74	0.61023	0.1675194
400	-1649.06	-1651.25	2.19284	0.07539647
410	-1601.98	-1603.57	1.59309	0.1146052
420	-1664.25	-1666.52	2.2626	0.06800447
430	-1593.9	-1595.22	1.3227	0.1294789
440	-1670.89	-1673.17	2.28249	0.06515328
450	-1724.78	-1727.04	2.26513	0.04751907
460	-1589.24	-1590.26	1.02528	0.1454238
470	-1594.47	-1595.82	1.34761	0.1281292
480	-1588.09	-1588.71	0.62193	0.1668952
490	-1603.7	-1603.33	-0.369385	0.2209219
500	-1591.49	-1591.72	0.229894	0.1879442
510	-1794.16	-1796.06	1.89416	0.03318042
520	-1774.3	-1776.34	2.03415	0.0366454
530	-1690.16	-1692.47	2.30982	0.05787309
540	-1691.93	-1694.24	2.31028	0.05726553
550	-1655.74	-1657.97	2.22798	0.07198282
560	-1603.82	-1605.46	1.63904	0.1120097
570	-1673.67	-1675.95	2.28912	0.06401781
580	-1715.33	-1717.62	2.28792	0.05006445
590	-1677.78	-1680.08	2.29719	0.06239342
600	-1683.07	-1685.38	2.30466	0.06039645
610	-1726.22	-1728.48	2.26099	0.04714532
620	-1701.89	-1704.2	2.30703	0.05403023
630	-1617.68	-1619.57	1.8951	0.0968607
