Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1588.47	-1589.4	0.928435	0.1505792
10	-1589.36	-1589.78	0.418054	0.1778033
20	-1587.94	-1588.62	0.679045	0.1638501
30	-1588.11	-1588.73	0.615619	0.1672319
40	-1587.97	-1588.63	0.66678	0.1645037
50	-1588.05	-1588.89	0.837971	0.1553912
60	-1587.98	-1588.64	0.659107	0.1649127
70	-1588	-1588.82	0.819409	0.1563786
80	-1587.95	-1588.75	0.799737	0.157425
90	-1588.26	-1588.84	0.579432	0.1691635
100	-1590.9	-1591.18	0.274289	0.185544
110	-1590.35	-1590.67	0.320462	0.1830528
120	-1588.55	-1589.49	0.940752	0.1499239
130	-1587.92	-1588.61	0.695292	0.1629846
140	-1588.04	-1588.88	0.83595	0.1554987
150	-1587.9	-1588.61	0.715622	0.1619018
160	-1588.02	-1588.85	0.829589	0.155837
170	-1587.89	-1588.62	0.730532	0.1611079
180	-1588	-1588.81	0.819272	0.1563858
190	-1587.91	-1588.68	0.771049	0.1589514
200	-1587.95	-1588.63	0.673069	0.1641686
210	-1588.81	-1589.78	0.976156	0.1480397
220	-1588.15	-1588.75	0.605756	0.1677582
230	-1590.56	-1591.69	1.1373	0.1394454
240	-1587.89	-1588.63	0.736832	0.1607725
250	-1588.68	-1589.64	0.959758	0.1489125
260	-1588.14	-1588.75	0.608016	0.1676376
270	-1589.2	-1589.63	0.436662	0.1768047
280	-1588.71	-1589.21	0.500303	0.1733942
290	-1589.07	-1589.52	0.452427	0.1759592
300	-1587.97	-1588.64	0.664559	0.1646221
310	-1587.96	-1588.76	0.801567	0.1573277
320	-1589.1	-1590.11	1.01094	0.1461877
330	-1588.26	-1589.15	0.890597	0.1525921
340	-1589.01	-1589.47	0.458866	0.1756139
350	-1587.9	-1588.65	0.752078	0.159961
360	-1588.26	-1588.84	0.579021	0.1691855
370	-1590.73	-1591.88	1.14947	0.1387942
380	-1588	-1588.82	0.82017	0.1563381
