Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
2308	0	-1553.71	-1570.82	17.1086	0.141166	0.125361	0.124589	0.122246	0.120448	0.140234	0.153966	0.157172	0.162901	0.168646	0.160846
2309	0	-1544.73	-1567.5	22.778	0.17422	0.180023	0.197932	0.203521	0.201534	0.217649	0.225842	0.220203	0.208408	0.20831	0.200149
2310	0	-1549.47	-1572.25	22.7827	0.132348	0.130608	0.14328	0.150669	0.156942	0.154602	0.16366	0.161798	0.167309	0.173413	0.20216
2311	0	-1552.09	-1568.61	16.5194	0.116232	0.120645	0.116113	0.113432	0.112834	0.109409	0.110553	0.110846	0.111861	0.124794	0.143324
2312	0	-1551.15	-1569.33	18.1869	0.181129	0.191755	0.19158	0.189945	0.199723	0.167063	0.174703	0.18209	0.184438	0.187569	0.189538
2313	0	-1550.39	-1573.27	22.8835	0.161604	0.156118	0.159527	0.183113	0.182142	0.182518	0.192722	0.18255	0.19003	0.181943	0.176415
2314	0	-1546.99	-1569.01	22.0171	0.153009	0.144569	0.147424	0.160471	0.158046	0.171717	0.171939	0.162259	0.165882	0.187327	0.189396
2315	0	-1552.55	-1569.09	16.5393	0.0707734	0.079739	0.0928443	0.0968021	0.0941311	0.0998031	0.105317	0.0918424	0.088003	0.0852828	0.0768916
2316	0	-1546.73	-1572.86	26.1281	0.0971292	0.104049	0.101372	0.0986713	0.102333	0.0986888	0.0959616	0.0952237	0.0940779	0.0870476	0.0889418
2317	0	-1552.19	-1572.15	19.9649	0.120849	0.132264	0.127173	0.130182	0.126986	0.133998	0.129389	0.131035	0.1295	0.126459	0.116356
2318	0	-1550.31	-1570.33	20.019	0.246179	0.25265	0.229185	0.243209	0.256577	0.270654	0.25885	0.263493	0.248109	0.230293	0.249977
2319	0	-1552.61	-1570.58	17.972	0.195003	0.221268	0.225477	0.236494	0.233574	0.256057	0.226491	0.210301	0.201181	0.178819	0.169916
2320	0	-1549.18	-1570.01	20.8368	0.245962	0.265203	0.275657	0.280304	0.301963	0.306548	0.279115	0.258499	0.275662	0.305141	0.311895
2321	0	-1554.15	-1570.56	16.4159	0.243168	0.28315	0.286707	0.280349	0.272066	0.268153	0.27649	0.253502	0.220072	0.219854	0.239236
2322	0	-1542.35	-1570.46	28.1173	0.212887	0.211962	0.212202	0.213293	0.230414	0.234889	0.245488	0.266059	0.262928	0.265884	0.278444
2323	0	-1548.54	-1569.99	21.452	0.172618	0.169599	0.186339	0.200877	0.190149	0.184357	0.17652	0.170648	0.178949	0.192332	0.207599
2324	0	-1553.96	-1570.62	16.6631	0.183291	0.188025	0.20113	0.226768	0.209576	0.196587	0.203804	0.196843	0.201192	0.207463	0.221023
2325	0	-1552.01	-1572.7	20.6871	0.147165	0.161093	0.153124	0.16687	0.163159	0.162382	0.16421	0.168543	0.164283	0.177314	0.169017
2326	0	-1544.66	-1569.41	24.7465	0.179997	0.183064	0.185082	0.18618	0.195955	0.217822	0.206559	0.19966	0.206079	0.198785	0.207578
2327	0	-1548.05	-1569.78	21.7331	0.114481	0.118114	0.128362	0.135168	0.124827	0.125791	0.128263	0.134828	0.135461	0.126697	0.12816
2328	0	-1546.59	-1568.76	22.1692	0.131558	0.145443	0.149983	0.167755	0.1602	0.157057	0.151809	0.160964	0.153289	0.154442	0.17564
2329	0	-1545.17	-1567.24	22.0691	0.141409	0.149132	0.1638	0.167587	0.16724	0.174837	0.177202	0.171494	0.167393	0.170388	0.160954
2330	0	-1543.64	-1568.04	24.3991	0.170001	0.176926	0.185521	0.195758	0.197551	0.190229	0.192249	0.190295	0.210356	0.227277	0.257022
2331	0	-1546.95	-1573.05	26.0994	0.110809	0.110561	0.105608	0.104322	0.102993	0.103812	0.107371	0.118492	0.119617	0.128853	0.122169
2332	0	-1544.4	-1567.27	22.8691	0.134294	0.136641	0.147474	0.1598	0.176784	0.173201	0.178057	0.180648	0.186779	0.191668	0.19156
2333	0	-1546.69	-1568.05	21.3582	0.151982	0.157064	0.157704	0.165602	0.167038	0.160897	0.173718	0.171419	0.16851	0.176481	0.158578
2334	0	-1545.82	-1569.05	23.2272	0.231437	0.239094	0.236485	0.265736	0.267547	0.248464	0.28163	0.273893	0.280431	0.304647	0.300836
2335	0	-1550.61	-1569.36	18.7483	0.1701	0.166845	0.193548	0.201719	0.220683	0.191055	0.193099	0.195892	0.208784	0.201478	0.200029
2336	0	-1547.56	-1568.6	21.0386	0.187199	0.219125	0.232458	0.21466	0.205943	0.195463	0.199243	0.209399	0.221344	0.229665	0.216716
2337	0	-1547.82	-1569.4	21.5784	0.104875	0.121327	0.128275	0.132189	0.151676	0.156131	0.148972	0.146587	0.143606	0.14077	0.131646
2338	0	-1552.19	-1569.62	17.4281	0.206773	0.230492	0.248323	0.225266	0.242187	0.285114	0.271499	0.279938	0.258096	0.283143	0.307607
2339	0	-1544.86	-1569.38	24.5165	0.192835	0.20275	0.202024	0.197499	0.226047	0.230975	0.21489	0.216482	0.213496	0.217895	0.194734
2340	0	-1543.9	-1567.58	23.6772	0.157375	0.160091	0.162397	0.180457	0.183037	0.186391	0.181413	0.172505	0.162018	0.161527	0.158663
2341	0	-1547.85	-1568.4	20.5497	0.143396	0.146059	0.147618	0.16053	0.167758	0.192386	0.188491	0.17025	0.179568	0.174814	0.160822
2342	0	-1549.2	-1567.83	18.631	0.144538	0.155203	0.156624	0.156639	0.183838	0.182189	0.196627	0.209556	0.20761	0.231775	0.225312
2343	0	-1554.44	-1570.14	15.7058	0.171308	0.185601	0.182416	0.185655	0.179164	0.182173	0.227549	0.245145	0.259412	0.272951	0.274348
2344	0	-1546.22	-1569.27	23.0512	0.125475	0.143145	0.14039	0.153543	0.160435	0.165779	0.160156	0.162553	0.156804	0.174092	0.176228
2345	0	-1551.73	-1568.75	17.0237	0.075045	0.0791962	0.0808065	0.0900825	0.0869316	0.0816508	0.0902755	0.0930611	0.102217	0.105592	0.0947079
2346	0	-1546.2	-1567.82	21.6147	0.122741	0.135011	0.130533	0.143319	0.136576	0.143613	0.131443	0.126069	0.122614	0.123483	0.120257
2347	0	-1544.08	-1568.37	24.2833	0.202697	0.217645	0.239049	0.251075	0.240913	0.236667	0.245601	0.269488	0.260768	0.239345	0.2516
2348	0	-1544.79	-1567.43	22.6394	0.127061	0.147961	0.157094	0.155114	0.163592	0.168101	0.173999	0.16521	0.15638	0.16676	0.166769
2349	0	-1546.95	-1569.27	22.3167	0.168402	0.167733	0.17077	0.16992	0.1834	0.178702	0.184415	0.159788	0.152996	0.161337	0.163707
2350	0	-1548.92	-1570.43	21.51	0.209449	0.207859	0.194603	0.2115	0.203249	0.190644	0.191068	0.181724	0.201234	0.199885	0.174549
2351	0	-1548.18	-1568.34	20.1659	0.193413	0.201886	0.217916	0.217209	0.196263	0.189467	0.190197	0.189416	0.189361	0.201696	0.214089
2352	0	-1546.43	-1569.65	23.2194	0.136869	0.156193	0.163323	0.162801	0.157875	0.153947	0.154894	0.158515	0.149832	0.144491	0.153598
2353	0	-1546.45	-1570.13	23.6832	0.182215	0.168669	0.18006	0.180688	0.196027	0.19575	0.185341	0.205235	0.198739	0.199809	0.207823
2354	0	-1550.76	-1572.43	21.6635	0.141546	0.152571	0.145606	0.158396	0.159246	0.177602	0.175962	0.17593	0.165027	0.168185	0.178131
2355	0	-1554.34	-1571.6	17.2613	0.180258	0.190552	0.183001	0.178401	0.161433	0.173126	0.164457	0.149058	0.136945	0.123512	0.136346
2356	0	-1553.52	-1569.33	15.8092	0.244619	0.267971	0.293405	0.275094	0.288241	0.285318	0.250815	0.253246	0.240924	0.237197	0.243706
2357	0	-1556.47	-1574.64	18.1664	0.251693	0.252736	0.240576	0.226931	0.229532	0.212124	0.20656	0.201343	0.187323	0.185883	0.187007
2358	0	-1549.41	-1568.35	18.9335	0.13999	0.154726	0.159421	0.146016	0.151734	0.158516	0.151642	0.133553	0.128872	0.132096	0.123231
2359	0	-1548.77	-1567.99	19.2198	0.140999	0.144393	0.139172	0.13379	0.128163	0.129571	0.120969	0.107925	0.110251	0.102684	0.107918
2360	0	-1545.52	-1568.4	22.8784	0.189375	0.184981	0.195396	0.191071	0.204823	0.202103	0.194636	0.178879	0.175118	0.174354	0.183797
2361	0	-1548.31	-1569.73	21.4263	0.134417	0.156171	0.161602	0.160312	0.157342	0.158861	0.159178	0.146505	0.135563	0.144217	0.151473
2362	0	-1545.35	-1566.76	21.4086	0.146822	0.174083	0.177358	0.186202	0.19655	0.186205	0.196039	0.190847	0.183082	0.177371	0.174286
2363	0	-1552.27	-1572.15	19.8845	0.254969	0.263026	0.271273	0.254882	0.246769	0.233298	0.223572	0.21015	0.224159	0.230236	0.230291
2364	0	-1544.05	-1570.86	26.8019	0.166598	0.166956	0.175304	0.172623	0.179861	0.177271	0.173754	0.166585	0.166981	0.156855	0.146442
2365	0	-1551.66	-1568.08	16.4172	0.16581	0.170123	0.16492	0.169425	0.191189	0.192753	0.214348	0.179621	0.182806	0.185782	0.180338
2366	0	-1549.46	-1570.58	21.127	0.136208	0.135857	0.137088	0.145825	0.160651	0.166085	0.165734	0.169892	0.165208	0.149795	0.14985
2367	0	-1544.7	-1569.29	24.5921	0.178037	0.17382	0.199168	0.201451	0.210914	0.229154	0.244015	0.254911	0.249309	0.226535	0.223634
2368	0	-1545.07	-1569.4	24.3297	0.227553	0.249337	0.250879	0.271771	0.27079	0.276456	0.264488	0.263188	0.280293	0.27288	0.253209
2369	0	-1547.49	-1571.12	23.6342	0.181429	0.188688	0.201354	0.196638	0.203934	0.190961	0.186581	0.185081	0.183959	0.187325	0.190926
2370	0	-1548.02	-1571.03	23.011	0.111385	0.111032	0.120982	0.117771	0.121478	0.125945	0.129352	0.121313	0.126251	0.130215	0.130746
2371	0	-1547	-1567.81	20.809	0.178333	0.189905	0.181214	0.174567	0.181081	0.196348	0.196002	0.2116	0.207141	0.189933	0.175631
2372	0	-1548.37	-1569.58	21.219	0.2454	0.252356	0.24098	0.242807	0.248102	0.26563	0.255213	0.220461	0.218157	0.203636	0.197624
2373	0	-1547.16	-1570.6	23.4339	0.224847	0.22264	0.221819	0.214628	0.222711	0.227626	0.233484	0.214079	0.199234	0.201401	0.216545
2374	0	-1549.45	-1568.33	18.8847	0.160303	0.179431	0.197464	0.193644	0.175485	0.163664	0.15362	0.161678	0.160501	0.167863	0.156825
2375	0	-1547.67	-1567.82	20.15	0.15743	0.1685	0.156205	0.148613	0.14405	0.138763	0.13164	0.131774	0.12779	0.122599	0.118984
2376	0	-1548.4	-1572.76	24.3547	0.202469	0.211653	0.216597	0.229431	0.222132	0.223995	0.206967	0.186206	0.203676	0.19631	0.193268
2377	0	-1550.59	-1568.92	18.3328	0.156552	0.165855	0.162094	0.15462	0.13477	0.124347	0.130801	0.136184	0.128385	0.120844	0.112737
2378	0	-1546.3	-1569.68	23.3766	0.188423	0.163737	0.170264	0.183918	0.172606	0.17676	0.179316	0.186988	0.182919	0.187696	0.182304
2379	0	-1545.48	-1568.18	22.7008	0.164564	0.164488	0.156903	0.156285	0.151861	0.149873	0.151846	0.150195	0.149438	0.154712	0.151134
2380	0	-1553.44	-1573.44	20.0042	0.293511	0.276214	0.275503	0.275611	0.271925	0.255045	0.277845	0.266502	0.277714	0.280453	0.289201
2381	0	-1543.19	-1567.65	24.4619	0.163896	0.167181	0.160635	0.171969	0.170164	0.16908	0.182348	0.183121	0.194515	0.185195	0.174148
2382	0	-1550.95	-1568.22	17.2746	0.137306	0.145929	0.152965	0.144803	0.170852	0.190341	0.170817	0.170185	0.16255	0.15017	0.158027
2383	0	-1543.98	-1569.79	25.8059	0.19442	0.208557	0.213499	0.222157	0.208442	0.223788	0.208617	0.216453	0.204851	0.202974	0.201569
2384	0	-1557.22	-1571.29	14.0653	0.136721	0.136688	0.136502	0.128372	0.116661	0.114363	0.105244	0.107562	0.120018	0.124048	0.111797
2385	0	-1545.22	-1568.15	22.9267	0.147724	0.156496	0.169427	0.158573	0.152442	0.158268	0.154629	0.161443	0.161216	0.152102	0.146794
2386	0	-1549	-1571.65	22.6559	0.150333	0.14944	0.156191	0.158016	0.170405	0.181909	0.1697	0.164368	0.150082	0.155013	0.155977
2387	0	-1546.43	-1567.48	21.0561	0.153338	0.182923	0.180672	0.191025	0.208216	0.20986	0.224087	0.232412	0.237834	0.246121	0.239063
2388	0	-1545.24	-1570.64	25.3981	0.263758	0.25762	0.279432	0.279953	0.268506	0.255256	0.233432	0.235894	0.246233	0.254225	0.263215
2389	0	-1545.85	-1568.17	22.3221	0.144556	0.160277	0.168553	0.169625	0.158258	0.163823	0.15779	0.15721	0.14491	0.157835	0.17246
2390	0	-1546.85	-1569.56	22.718	0.169309	0.17772	0.171089	0.188854	0.192039	0.191326	0.208932	0.208894	0.228011	0.226254	0.235655
2391	0	-1549.91	-1573.14	23.2249	0.297705	0.289846	0.292136	0.294872	0.340805	0.329799	0.335147	0.36	0.362181	0.360595	0.380811
2392	0	-1546.76	-1567.18	20.4259	0.150161	0.161638	0.171381	0.185978	0.194467	0.187588	0.21731	0.230867	0.219293	0.224344	0.219572
2393	0	-1546.33	-1568.53	22.2026	0.200828	0.226836	0.234326	0.226624	0.224719	0.25054	0.256771	0.24317	0.244663	0.231597	0.226706
2394	0	-1545.87	-1569.06	23.1862	0.100506	0.114006	0.11822	0.126223	0.121716	0.128031	0.126211	0.129322	0.123199	0.128227	0.121626
2395	0	-1550.44	-1571.63	21.1931	0.147275	0.146737	0.15609	0.165605	0.174022	0.177149	0.168284	0.162733	0.172964	0.155791	0.155588
2396	0	-1548.87	-1568.6	19.7272	0.120853	0.129784	0.144817	0.141967	0.163735	0.159701	0.183332	0.184046	0.1659	0.158819	0.156038
2397	0	-1548.15	-1570.61	22.4598	0.247862	0.275413	0.263049	0.282305	0.279815	0.28263	0.301038	0.307569	0.300244	0.268808	0.278552
2398	0	-1553.32	-1570.11	16.7904	0.252355	0.230842	0.239253	0.26114	0.292466	0.290767	0.308728	0.295661	0.287803	0.315746	0.341684
2399	0	-1547.28	-1569.62	22.3395	0.166754	0.178302	0.195308	0.199115	0.196259	0.19742	0.210138	0.219471	0.243381	0.271323	0.265148
2400	0	-1542.14	-1570.42	28.2779	0.163787	0.166105	0.159098	0.158567	0.175489	0.169099	0.172923	0.181487	0.185853	0.179315	0.183636
2401	0	-1542.06	-1569.4	27.3464	0.175636	0.191037	0.195366	0.187995	0.188868	0.188011	0.180831	0.1775	0.181595	0.189832	0.181495
2402	0	-1548.68	-1568.3	19.6189	0.144775	0.144709	0.139673	0.136506	0.130897	0.116816	0.11766	0.114325	0.11255	0.115171	0.108528
2403	0	-1556.51	-1570.13	13.6145	0.111676	0.109991	0.10477	0.100314	0.0973761	0.0968169	0.0817123	0.0767017	0.0715286	0.0727675	0.0817673
2404	0	-1545.34	-1568.31	22.9703	0.137005	0.140018	0.135047	0.134887	0.136769	0.127756	0.122064	0.131907	0.129752	0.122309	0.115695
2405	0	-1544.61	-1568.53	23.9192	0.144511	0.141017	0.143289	0.142381	0.133037	0.122534	0.122656	0.125128	0.125866	0.116906	0.120992
2406	0	-1549.2	-1569.79	20.5897	0.183887	0.196328	0.201046	0.206802	0.220813	0.237813	0.23843	0.236907	0.248774	0.217267	0.203925
2407	0	-1542.6	-1569.33	26.7333	0.186634	0.186314	0.192557	0.19931	0.213034	0.214153	0.213663	0.219106	0.211617	0.207482	0.209727
2408	0	-1546.24	-1568.78	22.5479	0.197811	0.196286	0.199901	0.180884	0.177734	0.176644	0.1998	0.206813	0.197497	0.202457	0.21937
2409	0	-1546.3	-1571	24.7019	0.115962	0.125986	0.126692	0.122753	0.124112	0.123682	0.119388	0.117838	0.112729	0.115157	0.116876
2410	0	-1545.72	-1571.67	25.9439	0.162865	0.162673	0.169179	0.163108	0.154709	0.148388	0.135187	0.148448	0.14549	0.138558	0.135864
2411	0	-1547.53	-1570.69	23.1572	0.141621	0.146143	0.151631	0.151261	0.148811	0.138097	0.143383	0.135336	0.131462	0.130232	0.126152
2412	0	-1547.57	-1571.05	23.4811	0.157774	0.147288	0.159481	0.154126	0.165175	0.150349	0.145174	0.131099	0.124298	0.120339	0.126182
2413	0	-1545.39	-1570.12	24.7203	0.200449	0.20653	0.209617	0.213792	0.206156	0.202201	0.18542	0.189965	0.184041	0.183338	0.187069
2414	0	-1544.65	-1568.28	23.6381	0.187239	0.19316	0.184209	0.184932	0.186074	0.190998	0.186188	0.180515	0.16546	0.168881	0.181168
2415	0	-1545.11	-1567.92	22.8111	0.161378	0.167884	0.171413	0.171249	0.176723	0.163436	0.175033	0.172311	0.165505	0.159385	0.163007
2416	0	-1544.05	-1570.86	26.8072	0.218697	0.223192	0.220205	0.232518	0.237966	0.251405	0.242596	0.261141	0.256488	0.263103	0.283276
2417	0	-1550.9	-1569.4	18.5024	0.207257	0.213047	0.190344	0.209933	0.202893	0.213424	0.212485	0.205079	0.237791	0.24808	0.269727
2418	0	-1548.17	-1567.74	19.5756	0.154293	0.17882	0.184821	0.202238	0.215088	0.213169	0.203719	0.200774	0.199246	0.179538	0.167666
2419	0	-1547.23	-1568.6	21.3711	0.148368	0.165081	0.180768	0.193898	0.196214	0.196056	0.185652	0.194432	0.208157	0.195909	0.197011
2420	0	-1543.3	-1567.45	24.1477	0.177022	0.182237	0.192032	0.187061	0.198717	0.213758	0.208823	0.218427	0.208714	0.2202	0.212849
2421	0	-1552	-1568.6	16.5997	0.0774187	0.0841052	0.0911532	0.0985118	0.106082	0.11415	0.108039	0.102392	0.108178	0.106484	0.116599
2422	0	-1544.94	-1570.19	25.2506	0.223655	0.220664	0.222935	0.234286	0.24434	0.239442	0.23364	0.248905	0.250838	0.258265	0.276139
2423	0	-1550.18	-1569.72	19.5386	0.148273	0.155484	0.167746	0.160866	0.160068	0.158684	0.167657	0.163534	0.190182	0.210168	0.21397
2424	0	-1547.73	-1569.9	22.1727	0.140705	0.141269	0.149528	0.150094	0.149023	0.141696	0.142732	0.134346	0.124439	0.132327	0.142234
2425	0	-1546.77	-1570.99	24.2205	0.237802	0.23696	0.250178	0.258585	0.254652	0.235795	0.227374	0.2281	0.22875	0.235173	0.219497
2426	0	-1548.6	-1568.94	20.3347	0.177519	0.199338	0.191512	0.199128	0.213075	0.20144	0.19081	0.19944	0.197222	0.195073	0.180879
2427	0	-1543.4	-1567.87	24.4707	0.153948	0.155584	0.164265	0.180707	0.177021	0.191063	0.194467	0.208823	0.230794	0.232757	0.2504
2428	0	-1547.48	-1569.32	21.8421	0.189777	0.194105	0.189716	0.179015	0.177029	0.194569	0.215632	0.214039	0.212278	0.195721	0.196312
2429	0	-1552.13	-1570.21	18.0807	0.112881	0.112495	0.11457	0.127757	0.129423	0.134122	0.13719	0.130354	0.146604	0.158722	0.135108
2430	0	-1547.98	-1567.59	19.607	0.169928	0.179728	0.173959	0.184061	0.197032	0.18693	0.177337	0.171319	0.180937	0.200036	0.200726
2431	0	-1546.22	-1569.23	23.0128	0.130912	0.133023	0.137094	0.141145	0.160049	0.160386	0.164936	0.15471	0.154997	0.150575	0.147344
2432	0	-1546.26	-1568.3	22.0332	0.195659	0.184497	0.18596	0.185088	0.210857	0.217604	0.237177	0.246965	0.25649	0.247025	0.238494
2433	0	-1549.02	-1567.66	18.6466	0.116406	0.114168	0.114904	0.137476	0.147457	0.152469	0.156678	0.155621	0.152141	0.144782	0.159538
2434	0	-1543.41	-1567.52	24.1086	0.164248	0.168077	0.163598	0.172979	0.190041	0.189229	0.193868	0.185622	0.193199	0.200862	0.219943
2435	0	-1546.35	-1569.7	23.3471	0.187418	0.191818	0.216047	0.207238	0.210384	0.197339	0.207313	0.214824	0.20562	0.206458	0.191275
2436	0	-1552.26	-1570.48	18.2279	0.241696	0.251542	0.262462	0.262393	0.252112	0.230062	0.268435	0.269875	0.283418	0.26164	0.260604
2437	0	-1546.33	-1568.33	22.0044	0.20877	0.220278	0.230199	0.233708	0.236587	0.233652	0.247554	0.25468	0.30097	0.298544	0.281192
2438	0	-1552.98	-1569.61	16.6277	0.226882	0.232325	0.250892	0.289757	0.295517	0.280433	0.277856	0.282911	0.301874	0.340802	0.393886
2439	0	-1549.99	-1568.52	18.537	0.165695	0.170737	0.180976	0.192068	0.206008	0.202156	0.234935	0.222338	0.238609	0.251436	0.247976
2440	0	-1549.04	-1568.94	19.8985	0.133889	0.136777	0.141082	0.135332	0.137178	0.138827	0.158618	0.154878	0.164228	0.160657	0.151839
2441	0	-1550.32	-1567.56	17.2407	0.182028	0.180519	0.176226	0.174544	0.185102	0.190151	0.172788	0.171429	0.17902	0.173231	0.196524
2442	0	-1545.67	-1570.12	24.454	0.248443	0.247352	0.229232	0.226979	0.222848	0.227482	0.230443	0.23239	0.211199	0.215632	0.223671
2443	0	-1551.97	-1573	21.0279	0.256981	0.25681	0.246129	0.235625	0.235195	0.219221	0.20134	0.213614	0.221808	0.209069	0.216391
2444	0	-1546.27	-1568.98	22.711	0.190159	0.202148	0.200468	0.202975	0.200041	0.18973	0.196309	0.199032	0.172384	0.169593	0.180672
2445	0	-1552.36	-1573.28	20.9193	0.241271	0.229588	0.207072	0.194112	0.203684	0.196072	0.195976	0.204047	0.202296	0.238268	0.264133
2446	0	-1550.84	-1569.13	18.2953	0.138291	0.147163	0.152728	0.162766	0.167632	0.154623	0.151812	0.151342	0.169151	0.158748	0.142121
2447	0	-1552.37	-1567.03	14.6569	0.127968	0.129918	0.127675	0.134924	0.141422	0.151193	0.156674	0.159549	0.163931	0.14218	0.150017
2448	0	-1556.28	-1567.65	11.371	0.156502	0.180828	0.189718	0.212402	0.200219	0.18271	0.172303	0.173701	0.162047	0.163308	0.1681
2449	0	-1544.86	-1569.91	25.0456	0.235038	0.261481	0.241459	0.27441	0.269822	0.2885	0.291662	0.280593	0.278929	0.287055	0.282156
2450	0	-1551.07	-1570.41	19.3335	0.174222	0.177474	0.181449	0.185152	0.188631	0.192468	0.200157	0.191774	0.211764	0.215765	0.212474
2451	0	-1545.46	-1570.22	24.7578	0.193853	0.202862	0.21578	0.213806	0.229054	0.20764	0.193335	0.204481	0.210361	0.214593	0.223091
2452	0	-1544.84	-1569.75	24.9038	0.197313	0.203614	0.209731	0.203246	0.200114	0.189395	0.185241	0.180731	0.196351	0.200909	0.193921
2453	0	-1543.37	-1570	26.6272	0.180047	0.18097	0.192236	0.19973	0.193768	0.185476	0.176179	0.178734	0.180594	0.184413	0.198678
2454	0	-1545.7	-1569.68	23.9769	0.196723	0.197746	0.203597	0.198845	0.199963	0.203369	0.19488	0.199311	0.203524	0.183694	0.19659
2455	0	-1546.12	-1570.45	24.3344	0.128821	0.130415	0.139763	0.141929	0.156435	0.148563	0.150865	0.155821	0.16325	0.175936	0.169983
2456	0	-1549.93	-1569.19	19.2589	0.210553	0.219298	0.20109	0.203036	0.215751	0.214392	0.24643	0.241282	0.270323	0.285739	0.26522
2457	0	-1544.45	-1569.79	25.346	0.165919	0.168583	0.181643	0.201137	0.20341	0.205181	0.21129	0.193546	0.199975	0.212884	0.214624
2458	0	-1552.47	-1568.35	15.8824	0.186023	0.195376	0.205647	0.235271	0.239055	0.256315	0.251388	0.230192	0.20783	0.202954	0.229662
2459	0	-1548.62	-1567.58	18.9664	0.17109	0.194758	0.201484	0.226907	0.231764	0.225326	0.223631	0.235186	0.235885	0.250442	0.24587
2460	0	-1544.95	-1567.67	22.7195	0.174631	0.190321	0.194267	0.203153	0.203682	0.200967	0.195388	0.204343	0.203786	0.188313	0.182416
2461	0	-1548.8	-1568.05	19.2423	0.124604	0.138749	0.137387	0.144098	0.144918	0.154103	0.15562	0.150569	0.144538	0.13571	0.140452
2462	0	-1546.8	-1570.84	24.0465	0.195205	0.207914	0.226309	0.243453	0.241856	0.247853	0.238611	0.234393	0.221684	0.222397	0.245414
2463	0	-1549.15	-1570.37	21.2181	0.223247	0.236358	0.230099	0.244364	0.240864	0.282272	0.299704	0.320366	0.313006	0.299233	0.32373
2464	0	-1545.28	-1568.87	23.5904	0.177355	0.175868	0.182443	0.193527	0.19211	0.207426	0.22755	0.211622	0.232718	0.227461	0.227418
2465	0	-1548.05	-1567.98	19.9219	0.159811	0.161492	0.161281	0.160685	0.162946	0.165678	0.166705	0.179203	0.175544	0.166987	0.161217
2466	0	-1546.68	-1570.07	23.3918	0.136424	0.143609	0.147431	0.144764	0.144426	0.155596	0.144795	0.14595	0.151458	0.142694	0.149586
2467	0	-1545.25	-1571.25	26.0043	0.153703	0.16115	0.173226	0.17693	0.173149	0.192094	0.192485	0.183929	0.167537	0.169825	0.173922
2468	0	-1544.95	-1570.13	25.1742	0.208992	0.212222	0.224826	0.203048	0.221937	0.228041	0.232321	0.231259	0.217663	0.213077	0.208442
2469	0	-1549.55	-1569.03	19.4787	0.158346	0.167691	0.188146	0.187109	0.201324	0.228758	0.205538	0.188057	0.191988	0.195113	0.213915
2470	0	-1549.22	-1570.16	20.937	0.180686	0.183092	0.189118	0.18957	0.194971	0.183667	0.17359	0.17621	0.156348	0.18237	0.181763
2471	0	-1545.61	-1569.76	24.1536	0.203457	0.215784	0.207877	0.227141	0.229315	0.232471	0.249012	0.267047	0.245697	0.222655	0.225383
2472	0	-1550.24	-1568.32	18.0822	0.163772	0.177051	0.183231	0.199854	0.187502	0.194564	0.174171	0.169141	0.153062	0.164963	0.148146
2473	0	-1550.14	-1567.75	17.613	0.190511	0.200135	0.223286	0.228085	0.247831	0.249291	0.241133	0.201341	0.182641	0.183822	0.175503
2474	0	-1544.38	-1567.85	23.4638	0.182411	0.175579	0.18229	0.18597	0.18044	0.183506	0.185437	0.173341	0.165516	0.176016	0.168462
2475	0	-1544.59	-1568.19	23.5979	0.199915	0.198244	0.218126	0.230315	0.211719	0.207692	0.216542	0.207315	0.222277	0.211155	0.218511
2476	0	-1547.72	-1570.78	23.057	0.262057	0.260222	0.262149	0.292914	0.293945	0.275654	0.256493	0.245852	0.251007	0.251274	0.235443
2477	0	-1546.23	-1573.63	27.4001	0.278866	0.270628	0.264859	0.28907	0.266933	0.266423	0.254506	0.251213	0.242285	0.236633	0.23621
2478	0	-1545.18	-1568.76	23.5852	0.174139	0.185864	0.198906	0.20673	0.218484	0.223972	0.245322	0.261212	0.267871	0.2647	0.286407
2479	0	-1541.35	-1568.82	27.4757	0.188171	0.191931	0.194793	0.204164	0.208031	0.201413	0.204833	0.204752	0.199172	0.192837	0.19985
2480	0	-1546.7	-1567.78	21.0882	0.129227	0.141256	0.145613	0.151903	0.156493	0.169036	0.171328	0.169546	0.163438	0.150899	0.156141
2481	0	-1552.5	-1572.05	19.5527	0.210015	0.220122	0.231252	0.23689	0.20785	0.227551	0.246939	0.22894	0.203252	0.21004	0.20811
2482	0	-1547.7	-1568.09	20.3899	0.191929	0.194197	0.211356	0.228824	0.223568	0.236259	0.232656	0.202103	0.213773	0.217649	0.200188
2483	0	-1545.97	-1569.08	23.1109	0.214475	0.219929	0.22102	0.239471	0.251649	0.245615	0.250813	0.238282	0.251412	0.239532	0.251573
2484	0	-1542.2	-1567.93	25.7231	0.169306	0.16952	0.182008	0.175943	0.179793	0.193039	0.197069	0.203811	0.219241	0.227409	0.232216
2485	0	-1543.8	-1570.12	26.3256	0.157014	0.159546	0.153502	0.147628	0.159324	0.165353	0.175128	0.168331	0.165184	0.162599	0.173258
2486	0	-1547.19	-1567.61	20.4222	0.140593	0.150822	0.164638	0.170031	0.164513	0.170803	0.172359	0.166848	0.188437	0.205793	0.210721
2487	0	-1550.28	-1572.18	21.9059	0.224449	0.240256	0.262489	0.263224	0.244809	0.255395	0.270769	0.246597	0.260588	0.256259	0.245027
