Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
8580	1	-1545.94	-1568.97	23.0333	0.192364	0.208227	0.216992	0.220342	0.235359	0.249238	0.265894	0.270404	0.298535	0.275574	0.292007
8581	1	-1548.44	-1568.42	19.9717	0.180192	0.194231	0.190725	0.194736	0.196431	0.196468	0.211674	0.211418	0.221544	0.239981	0.212255
8582	1	-1543.73	-1571.82	28.09	0.151601	0.145551	0.151731	0.154067	0.153231	0.155541	0.16003	0.167155	0.172399	0.176613	0.177602
8583	1	-1544.65	-1567.43	22.7786	0.129913	0.13299	0.140749	0.147652	0.15445	0.144798	0.156447	0.165047	0.166318	0.160519	0.163646
8584	1	-1547.04	-1569.22	22.187	0.168381	0.169543	0.181388	0.178921	0.174322	0.18238	0.179372	0.200186	0.202963	0.217949	0.226234
8585	1	-1546.09	-1570.64	24.5453	0.175688	0.166061	0.187096	0.191693	0.195427	0.211821	0.204462	0.210947	0.200014	0.1896	0.193151
8586	1	-1556.56	-1570.15	13.598	0.245072	0.227998	0.211111	0.224179	0.227459	0.227584	0.218078	0.240534	0.217875	0.228932	0.236171
8587	1	-1551.45	-1571	19.5475	0.265737	0.248993	0.243666	0.268376	0.271413	0.281645	0.315002	0.298627	0.303102	0.346458	0.377746
8588	1	-1552.25	-1569.55	17.2985	0.162395	0.173505	0.192526	0.217812	0.231432	0.221949	0.24431	0.24528	0.263367	0.220949	0.197291
8589	1	-1543.38	-1568.37	24.9929	0.210341	0.219705	0.215939	0.220841	0.218538	0.226939	0.232008	0.237804	0.253598	0.25918	0.272632
8590	1	-1544.22	-1570.05	25.8255	0.159846	0.160466	0.17594	0.171965	0.171291	0.165696	0.165848	0.170389	0.183794	0.193583	0.176588
8591	1	-1547.18	-1568.62	21.4423	0.118912	0.116345	0.132652	0.153747	0.148828	0.145884	0.137476	0.140467	0.139185	0.136712	0.143619
8592	1	-1551.11	-1569.89	18.7846	0.214242	0.221769	0.247291	0.27195	0.281289	0.27435	0.291386	0.314366	0.315718	0.282573	0.273591
8593	1	-1545.29	-1567.49	22.1941	0.149703	0.169178	0.177891	0.197457	0.208381	0.208201	0.202202	0.209634	0.224111	0.219585	0.229104
8594	1	-1549.8	-1570.98	21.1875	0.114943	0.117257	0.120741	0.127498	0.134454	0.13657	0.146969	0.155892	0.150311	0.154774	0.157405
8595	1	-1546.15	-1569.13	22.9725	0.155807	0.177181	0.173127	0.179611	0.204052	0.22626	0.226071	0.232291	0.230414	0.211739	0.214407
8596	1	-1548.96	-1571.41	22.4418	0.163291	0.183623	0.188728	0.191373	0.184182	0.18077	0.195675	0.176524	0.188852	0.201116	0.202853
8597	1	-1550.89	-1569.23	18.3404	0.142252	0.148439	0.164789	0.168821	0.150395	0.134584	0.146407	0.144774	0.149963	0.156764	0.155921
8598	1	-1550.13	-1569.69	19.5657	0.179258	0.197252	0.19538	0.187755	0.183014	0.184885	0.202445	0.1896	0.201227	0.211367	0.244735
8599	1	-1543.99	-1569.61	25.6226	0.140965	0.141579	0.14924	0.159583	0.161835	0.173021	0.178593	0.172597	0.183937	0.18845	0.191198
8600	1	-1546.88	-1571.43	24.5497	0.180619	0.177816	0.200716	0.21466	0.209429	0.217572	0.223145	0.225706	0.228332	0.225264	0.251196
8601	1	-1547.01	-1570.52	23.5092	0.153115	0.157192	0.176777	0.174571	0.169839	0.165165	0.154252	0.153245	0.146358	0.153325	0.152672
8602	1	-1548.87	-1568.5	19.6226	0.192413	0.192508	0.208837	0.207155	0.228878	0.237779	0.221843	0.199423	0.210416	0.194766	0.20201
8603	1	-1543.02	-1570.13	27.1019	0.159368	0.149435	0.148189	0.157951	0.162909	0.173671	0.158309	0.169137	0.168109	0.173262	0.174271
8604	1	-1548.41	-1568.72	20.3174	0.214922	0.232738	0.243084	0.244101	0.231998	0.25102	0.269595	0.291503	0.294413	0.295406	0.292178
8605	1	-1547.74	-1569.34	21.6075	0.163037	0.169765	0.16097	0.154191	0.165368	0.156412	0.175268	0.184676	0.180205	0.185166	0.175802
8606	1	-1550.46	-1574.94	24.4847	0.215731	0.22307	0.208469	0.227316	0.232054	0.235949	0.225567	0.22866	0.213003	0.213427	0.210507
8607	1	-1541.27	-1568.4	27.1302	0.170101	0.1716	0.174361	0.178392	0.190012	0.201163	0.207482	0.189141	0.182511	0.173334	0.166287
8608	1	-1547.49	-1566.96	19.4653	0.126203	0.132121	0.143644	0.141637	0.153636	0.144972	0.154028	0.149183	0.143722	0.139481	0.148026
8609	1	-1551.91	-1570.21	18.2983	0.147647	0.142836	0.141068	0.133252	0.128547	0.128932	0.120141	0.132378	0.129966	0.143512	0.14128
8610	1	-1556.32	-1569.45	13.1316	0.133161	0.144101	0.137183	0.134209	0.128895	0.131061	0.132627	0.143175	0.11353	0.119126	0.121656
8611	1	-1545.27	-1568.42	23.1495	0.146081	0.147606	0.161207	0.160141	0.158221	0.158304	0.165235	0.144064	0.136582	0.147917	0.144656
8612	1	-1546.18	-1567.3	21.1198	0.157988	0.176923	0.189426	0.193162	0.203928	0.193677	0.184354	0.178264	0.164901	0.158306	0.146193
8613	1	-1546.69	-1569.79	23.0986	0.119725	0.113178	0.109571	0.112504	0.117057	0.114546	0.104416	0.107456	0.106732	0.113592	0.10959
8614	1	-1546.3	-1567.55	21.2581	0.142408	0.157807	0.163342	0.151481	0.154807	0.152163	0.156044	0.148975	0.144644	0.139786	0.146579
8615	1	-1547.64	-1567.68	20.0425	0.159454	0.172287	0.186593	0.179773	0.185654	0.180706	0.17367	0.185602	0.187203	0.176999	0.165933
8616	1	-1550.28	-1568.35	18.0657	0.16917	0.175076	0.179454	0.165582	0.159852	0.175969	0.16538	0.147808	0.153325	0.168763	0.165862
8617	1	-1550.35	-1568.1	17.7442	0.13932	0.145187	0.157714	0.152951	0.154943	0.142257	0.156079	0.157951	0.167708	0.16638	0.15904
8618	1	-1545.95	-1571.42	25.4685	0.148464	0.141023	0.136881	0.139121	0.134312	0.135289	0.143225	0.147875	0.153645	0.152424	0.143016
8619	1	-1545.45	-1567.52	22.0671	0.140845	0.164459	0.1755	0.185133	0.186988	0.189045	0.190466	0.188542	0.184571	0.180653	0.171664
8620	1	-1549.83	-1569.05	19.2185	0.208499	0.216725	0.219741	0.232722	0.227279	0.21477	0.22914	0.232809	0.248741	0.243986	0.260227
8621	1	-1546.68	-1567.05	20.3737	0.15241	0.159467	0.161584	0.17235	0.190968	0.19231	0.193856	0.205668	0.219446	0.221058	0.228229
8622	1	-1544.94	-1567.99	23.043	0.103627	0.106986	0.113961	0.124438	0.126504	0.125964	0.129538	0.135756	0.132939	0.134866	0.143051
8623	1	-1545.74	-1567.74	22.0017	0.169354	0.15718	0.163789	0.187487	0.197215	0.209383	0.212546	0.233183	0.223902	0.220437	0.213209
8624	1	-1543.73	-1569.39	25.6579	0.190987	0.202439	0.201417	0.197158	0.215956	0.213608	0.228401	0.215355	0.210922	0.215203	0.224639
8625	1	-1546.4	-1569.76	23.3618	0.16256	0.16364	0.156468	0.175758	0.18651	0.197222	0.190311	0.192347	0.194336	0.193221	0.178916
8626	1	-1544.02	-1567.53	23.5051	0.149785	0.156865	0.154156	0.157286	0.165897	0.178076	0.188614	0.175688	0.183507	0.170675	0.174911
8627	1	-1549.7	-1571.37	21.6744	0.192764	0.198028	0.195424	0.168618	0.182177	0.198009	0.190992	0.199124	0.209483	0.213839	0.218515
8628	1	-1556.69	-1567.2	10.5143	0.104268	0.118667	0.113469	0.12722	0.139519	0.158285	0.156799	0.151234	0.14735	0.147829	0.152632
8629	1	-1555.24	-1566.68	11.4439	0.116397	0.115416	0.123004	0.125628	0.128171	0.137781	0.15253	0.173581	0.175716	0.161153	0.181407
8630	1	-1541.36	-1568.7	27.34	0.159808	0.162795	0.180973	0.191307	0.19212	0.189498	0.194069	0.185601	0.195277	0.185932	0.187784
8631	1	-1548	-1574.1	26.0997	0.150345	0.160044	0.165904	0.172019	0.188205	0.190736	0.181094	0.182455	0.180649	0.177389	0.196164
8632	1	-1554.8	-1568.46	13.6639	0.199105	0.209323	0.226422	0.2143	0.232932	0.265735	0.26909	0.250476	0.248039	0.202027	0.206169
8633	1	-1543.47	-1567.76	24.2925	0.182604	0.20385	0.225727	0.226524	0.232505	0.224252	0.221255	0.224959	0.21146	0.207796	0.211653
8634	1	-1547.1	-1569.93	22.8356	0.148	0.149447	0.168525	0.161171	0.152576	0.148328	0.155886	0.161239	0.172069	0.174223	0.177746
8635	1	-1550.01	-1568.23	18.2175	0.198869	0.205916	0.219575	0.214413	0.23549	0.21921	0.204103	0.180295	0.17707	0.169131	0.176237
8636	1	-1551.2	-1572.07	20.8704	0.188432	0.193065	0.183029	0.183328	0.173849	0.163178	0.170283	0.179057	0.182205	0.190326	0.173606
8637	1	-1549.09	-1567.52	18.4266	0.159656	0.170918	0.194157	0.217884	0.230982	0.247049	0.244878	0.26068	0.252237	0.241509	0.212824
8638	1	-1551.08	-1567.58	16.5005	0.117985	0.125381	0.135272	0.127652	0.147141	0.144196	0.153738	0.149814	0.154684	0.158504	0.163386
8639	1	-1549.46	-1568.64	19.1716	0.0988682	0.113583	0.116708	0.113508	0.116793	0.119586	0.124778	0.134821	0.131285	0.148295	0.143075
8640	1	-1547.49	-1567.32	19.8332	0.144153	0.145055	0.166199	0.185844	0.195972	0.203505	0.205348	0.198491	0.21583	0.198519	0.203031
8641	1	-1547.43	-1567.46	20.0354	0.166359	0.170556	0.175079	0.186473	0.201937	0.207794	0.194343	0.174836	0.16335	0.185891	0.183427
8642	1	-1542.91	-1567.55	24.6402	0.144288	0.137624	0.142122	0.148033	0.15605	0.171899	0.175533	0.171781	0.164742	0.156891	0.154895
8643	1	-1546.44	-1567.38	20.9431	0.144658	0.149399	0.134863	0.141297	0.148165	0.150136	0.158425	0.166283	0.156409	0.135594	0.141073
8644	1	-1544.03	-1568.2	24.174	0.159261	0.152537	0.157342	0.162168	0.17829	0.16951	0.190344	0.186938	0.186057	0.189822	0.201217
8645	1	-1547.58	-1568.94	21.3554	0.1928	0.207582	0.226329	0.209558	0.223026	0.215003	0.205526	0.232996	0.235771	0.23345	0.243209
8646	1	-1549.76	-1566.34	16.5812	0.0990597	0.117799	0.131322	0.131522	0.142348	0.143478	0.145684	0.146381	0.129619	0.127092	0.117018
8647	1	-1547.45	-1567.64	20.1885	0.086402	0.0905366	0.094481	0.0934774	0.0901716	0.0936721	0.0976249	0.0919831	0.0887076	0.08708	0.0934672
8648	1	-1544.82	-1570.04	25.2208	0.18249	0.194722	0.189891	0.192793	0.212316	0.215272	0.226112	0.20484	0.190501	0.199978	0.210424
8649	1	-1548.11	-1569.03	20.9216	0.203185	0.197804	0.231869	0.232552	0.211727	0.194626	0.192158	0.203639	0.209985	0.220963	0.228118
8650	1	-1549.3	-1572.1	22.8	0.137328	0.146595	0.172822	0.174076	0.158468	0.162535	0.171928	0.175739	0.174629	0.179608	0.180585
8651	1	-1544.47	-1569.44	24.9751	0.225623	0.214119	0.230582	0.238325	0.232473	0.243277	0.231558	0.242474	0.253227	0.234442	0.240054
8652	1	-1549.8	-1568.68	18.8809	0.17877	0.177616	0.168922	0.172181	0.178104	0.193324	0.197987	0.195916	0.169433	0.163425	0.153829
8653	1	-1542.84	-1567.47	24.6284	0.151879	0.152042	0.162455	0.170879	0.178618	0.180609	0.177646	0.166904	0.15452	0.140315	0.143849
8654	1	-1545.32	-1570.3	24.9774	0.21643	0.213979	0.211897	0.229991	0.222416	0.227227	0.203112	0.193385	0.192092	0.191014	0.177875
8655	1	-1541.85	-1569.4	27.5498	0.143258	0.155678	0.160667	0.158404	0.153475	0.139329	0.142394	0.137038	0.14008	0.134949	0.135839
8656	1	-1551.3	-1570.05	18.7501	0.19531	0.185842	0.180858	0.17016	0.187282	0.173191	0.186639	0.191552	0.184081	0.175543	0.181348
8657	1	-1545.06	-1570.36	25.3045	0.216126	0.227784	0.232463	0.233667	0.23193	0.239809	0.238982	0.256469	0.238011	0.22712	0.207779
8658	1	-1547.48	-1568.99	21.5148	0.161724	0.162367	0.189168	0.202934	0.218866	0.224164	0.239472	0.241336	0.249952	0.236778	0.225663
8659	1	-1552.67	-1567.39	14.7239	0.110797	0.118276	0.1309	0.137175	0.150589	0.155986	0.159662	0.153243	0.184341	0.188331	0.195144
8660	1	-1553.92	-1570.05	16.1215	0.224065	0.213808	0.222783	0.216842	0.234229	0.249779	0.255565	0.259531	0.28661	0.28471	0.298684
8661	1	-1542	-1568.69	26.6913	0.153705	0.163697	0.172293	0.169125	0.168952	0.165142	0.160682	0.16389	0.166273	0.172443	0.159921
8662	1	-1549.92	-1568.64	18.7242	0.150321	0.140163	0.149613	0.158134	0.159877	0.170783	0.150484	0.145712	0.144745	0.150166	0.151562
8663	1	-1549.81	-1571.67	21.8503	0.160407	0.162533	0.178261	0.179098	0.192164	0.201456	0.217974	0.199481	0.196983	0.207147	0.210445
8664	1	-1547.49	-1567.84	20.3451	0.191228	0.213558	0.220179	0.255697	0.269249	0.285287	0.302261	0.279846	0.261352	0.28143	0.26761
8665	1	-1548.59	-1571.82	23.2202	0.146871	0.148303	0.152063	0.164365	0.174802	0.168863	0.171634	0.159566	0.173056	0.176933	0.188312
8666	1	-1550	-1572.6	22.6028	0.215732	0.230093	0.21883	0.2306	0.243042	0.245489	0.246536	0.243331	0.242779	0.248275	0.230341
8667	1	-1551.93	-1571.59	19.6617	0.23013	0.225595	0.239985	0.264261	0.247086	0.249946	0.242036	0.226616	0.247459	0.236127	0.214314
8668	1	-1550.09	-1569.4	19.3129	0.157402	0.165797	0.178519	0.178838	0.186455	0.181927	0.163224	0.181376	0.183451	0.183199	0.173188
8669	1	-1550.43	-1569.87	19.4374	0.175278	0.17425	0.167383	0.183975	0.199996	0.175581	0.176066	0.174555	0.195455	0.217799	0.202777
8670	1	-1553.05	-1569.66	16.6064	0.20462	0.192123	0.193864	0.176363	0.162882	0.154396	0.177863	0.161607	0.148892	0.142904	0.152852
8671	1	-1545.82	-1569.52	23.6998	0.168678	0.149049	0.154748	0.151535	0.150341	0.14857	0.154436	0.151324	0.142483	0.143055	0.131895
8672	1	-1551.96	-1567.78	15.8164	0.135206	0.138006	0.13922	0.13548	0.133903	0.14609	0.142511	0.134971	0.154315	0.138768	0.160353
8673	1	-1546.15	-1570.38	24.2294	0.209592	0.22432	0.239365	0.226219	0.233122	0.229132	0.229908	0.246155	0.260263	0.295886	0.313324
8674	1	-1551.4	-1570.29	18.8918	0.178892	0.15993	0.166216	0.176732	0.179625	0.20278	0.21192	0.191523	0.215758	0.229342	0.236769
8675	1	-1549.17	-1569.93	20.7638	0.0964281	0.10406	0.101312	0.0993725	0.105997	0.106992	0.108771	0.100986	0.11276	0.12289	0.118547
8676	1	-1545.92	-1570.23	24.3185	0.2128	0.219893	0.220238	0.231865	0.229345	0.243512	0.260051	0.264903	0.278295	0.27241	0.245747
8677	1	-1551.05	-1568.85	17.8065	0.231099	0.236219	0.24258	0.249941	0.233808	0.251946	0.248478	0.249503	0.276316	0.250895	0.251725
8678	1	-1549.11	-1569.79	20.6872	0.240906	0.248908	0.28804	0.271912	0.269655	0.264875	0.254647	0.278814	0.271868	0.268948	0.295739
8679	1	-1547.35	-1569.19	21.8367	0.196527	0.213405	0.197738	0.193306	0.185784	0.20887	0.223808	0.223713	0.221907	0.222494	0.220353
8680	1	-1546.06	-1569.35	23.2869	0.142656	0.156707	0.168345	0.17155	0.173899	0.182615	0.199383	0.207427	0.198665	0.198264	0.210796
8681	1	-1547.2	-1570.62	23.426	0.160302	0.162	0.157535	0.160998	0.171002	0.200656	0.192406	0.199861	0.195182	0.184694	0.177738
8682	1	-1544.15	-1568.98	24.8324	0.106047	0.107979	0.108849	0.115708	0.115815	0.116043	0.12512	0.123982	0.119165	0.115883	0.124972
8683	1	-1548.61	-1568.47	19.8638	0.102523	0.0980117	0.0939476	0.100692	0.107244	0.12284	0.120058	0.115574	0.117917	0.118214	0.12321
8684	1	-1542.37	-1567.75	25.3811	0.144846	0.150117	0.16854	0.166848	0.170907	0.167473	0.173436	0.171365	0.164337	0.170256	0.164712
8685	1	-1544.49	-1568.59	24.0994	0.139857	0.157113	0.164065	0.170452	0.170082	0.17259	0.184161	0.178077	0.177168	0.172799	0.164881
8686	1	-1545.6	-1570.25	24.6543	0.126572	0.127164	0.125245	0.134111	0.137466	0.142917	0.132479	0.137017	0.13104	0.122718	0.127927
8687	1	-1544.5	-1567.4	22.8977	0.146632	0.163259	0.164206	0.172061	0.179449	0.177115	0.186642	0.182466	0.168229	0.157748	0.154549
8688	1	-1544.26	-1569.55	25.2892	0.200585	0.208666	0.220948	0.218227	0.223026	0.226742	0.225586	0.219251	0.212777	0.190818	0.19377
8689	1	-1554.89	-1576	21.1113	0.204464	0.229089	0.230615	0.20643	0.194303	0.19417	0.198887	0.188447	0.179888	0.202265	0.206861
8690	1	-1547.91	-1570.72	22.8054	0.284071	0.292922	0.31692	0.334625	0.360591	0.380511	0.376574	0.372586	0.377247	0.379152	0.400726
8691	1	-1551.98	-1570.89	18.9108	0.244638	0.265542	0.253825	0.279882	0.305207	0.289771	0.298657	0.293863	0.316081	0.305371	0.311593
8692	1	-1546.27	-1570.53	24.257	0.142241	0.153351	0.164411	0.166455	0.179331	0.180123	0.179949	0.193647	0.200761	0.209703	0.201083
8693	1	-1544.71	-1569.85	25.141	0.200616	0.188217	0.198602	0.199785	0.218901	0.213459	0.21046	0.210429	0.213086	0.206576	0.217858
8694	1	-1544.23	-1569.2	24.9751	0.198062	0.20502	0.236901	0.23992	0.249745	0.26123	0.264835	0.262147	0.273178	0.277977	0.279126
8695	1	-1546.2	-1566.96	20.7542	0.161136	0.169933	0.181502	0.198727	0.199122	0.196844	0.202151	0.194667	0.208253	0.199169	0.208895
8696	1	-1551.13	-1569.25	18.1135	0.174587	0.168532	0.182392	0.171887	0.190003	0.177725	0.185197	0.1763	0.185259	0.20778	0.223892
8697	1	-1554.81	-1571.02	16.2093	0.0843534	0.0832003	0.0783365	0.0762795	0.0760303	0.0786987	0.0910702	0.106875	0.107087	0.110018	0.0993185
8698	1	-1546.48	-1568.39	21.9072	0.171311	0.171086	0.169065	0.164868	0.167249	0.17145	0.161208	0.173753	0.184837	0.189898	0.185774
8699	1	-1547.11	-1568.57	21.4568	0.167649	0.170523	0.172405	0.16838	0.170236	0.160184	0.15972	0.159618	0.190568	0.196447	0.191114
8700	1	-1548.84	-1568.49	19.6527	0.213843	0.231116	0.227266	0.247124	0.258301	0.28356	0.258978	0.250185	0.250338	0.261731	0.277462
8701	1	-1549.08	-1569.69	20.6101	0.241717	0.244917	0.262952	0.2994	0.270525	0.273351	0.258225	0.234417	0.222758	0.225728	0.22961
8702	1	-1548.29	-1567.56	19.2655	0.169529	0.174754	0.193031	0.213303	0.215662	0.206904	0.182203	0.169627	0.162781	0.158534	0.154443
8703	1	-1554.13	-1569.87	15.7412	0.208578	0.2284	0.262474	0.23686	0.220797	0.216597	0.211167	0.219866	0.200899	0.195202	0.212189
8704	1	-1546.14	-1568	21.8543	0.149416	0.163339	0.171322	0.17945	0.179356	0.183884	0.184197	0.181368	0.187459	0.206162	0.203298
8705	1	-1547.71	-1571.14	23.4266	0.109786	0.114163	0.115553	0.118751	0.12624	0.131459	0.144494	0.146935	0.136377	0.139002	0.139169
8706	1	-1549.09	-1569.69	20.6005	0.0900191	0.0887834	0.10261	0.111006	0.112779	0.107697	0.1112	0.105316	0.109862	0.110239	0.114413
8707	1	-1545.41	-1570.7	25.2916	0.252686	0.263032	0.282589	0.276754	0.29653	0.291034	0.293252	0.324091	0.334793	0.341361	0.348723
8708	1	-1542.22	-1567.46	25.2354	0.151809	0.157125	0.158059	0.168281	0.194261	0.192931	0.193598	0.194156	0.184152	0.175471	0.173235
8709	1	-1545.94	-1567.24	21.3015	0.147451	0.156467	0.162197	0.16869	0.177813	0.180354	0.185554	0.182544	0.186402	0.185303	0.185434
8710	1	-1541.62	-1568.72	27.0991	0.189233	0.195998	0.201044	0.21891	0.231534	0.232876	0.246053	0.230096	0.227706	0.231073	0.239482
8711	1	-1545.19	-1568.4	23.2158	0.135236	0.136809	0.144879	0.144954	0.147593	0.163428	0.164418	0.156859	0.170171	0.181209	0.177351
8712	1	-1548.16	-1567.48	19.323	0.178197	0.166102	0.178342	0.202249	0.185539	0.182916	0.182817	0.177447	0.182367	0.190151	0.206375
8713	1	-1548.24	-1571.21	22.9689	0.260015	0.275886	0.26284	0.273015	0.267768	0.276767	0.275445	0.291179	0.282102	0.267869	0.266696
8714	1	-1546.46	-1568.12	21.6666	0.124074	0.121535	0.125262	0.12804	0.13118	0.130533	0.135459	0.119964	0.118832	0.117554	0.111857
8715	1	-1547.03	-1567.7	20.6747	0.141782	0.158901	0.165951	0.178386	0.171414	0.164192	0.181299	0.173825	0.153902	0.141115	0.132961
8716	1	-1555.94	-1569.84	13.9065	0.164403	0.165546	0.167537	0.184762	0.164973	0.187352	0.161309	0.163153	0.163027	0.161436	0.166766
8717	1	-1552.8	-1568.73	15.9396	0.185508	0.187645	0.20782	0.19269	0.187955	0.173205	0.18745	0.179443	0.168809	0.161334	0.160228
8718	1	-1554.4	-1567.64	13.2422	0.122086	0.117336	0.126282	0.120391	0.116947	0.116149	0.106945	0.115235	0.104477	0.099719	0.0983375
8719	1	-1545.66	-1570.65	24.9905	0.15945	0.152522	0.157291	0.166817	0.160227	0.152029	0.14666	0.14858	0.142254	0.131349	0.11997
8720	1	-1552.55	-1566.69	14.1417	0.140532	0.157508	0.185497	0.167823	0.18795	0.177608	0.158597	0.173972	0.174491	0.168827	0.168628
8721	1	-1548.21	-1568.21	20.0043	0.138818	0.125551	0.122319	0.119486	0.116994	0.112555	0.118566	0.119057	0.11226	0.110176	0.115896
8722	1	-1546.03	-1567.71	21.6799	0.115469	0.115646	0.119747	0.130928	0.141477	0.135975	0.131352	0.132011	0.122948	0.125195	0.128598
8723	1	-1548.77	-1568.81	20.0386	0.115612	0.118193	0.12915	0.121933	0.133459	0.139506	0.139	0.131009	0.151509	0.153208	0.150452
8724	1	-1543.69	-1567.95	24.2664	0.117749	0.121626	0.122773	0.127859	0.135335	0.145027	0.155696	0.163811	0.15312	0.161037	0.157146
8725	1	-1555.7	-1570.71	15.0104	0.101538	0.0977879	0.101921	0.100158	0.0893506	0.094204	0.0843947	0.0745736	0.0734535	0.0819673	0.0888626
8726	1	-1547.4	-1568.12	20.7214	0.189354	0.206945	0.215391	0.250167	0.232983	0.246348	0.238767	0.234286	0.238428	0.228292	0.219562
8727	1	-1550.08	-1568.72	18.6366	0.167648	0.16659	0.18239	0.164344	0.160742	0.171264	0.188508	0.197976	0.223342	0.222149	0.22682
8728	1	-1540.5	-1568.77	28.2663	0.137159	0.138333	0.151488	0.153913	0.1562	0.166066	0.165747	0.164853	0.167182	0.155573	0.154953
8729	1	-1546.9	-1567.36	20.454	0.132712	0.137559	0.14731	0.140041	0.146475	0.137714	0.141558	0.149146	0.160066	0.162877	0.159978
8730	1	-1551.27	-1571.06	19.7976	0.161704	0.155397	0.172227	0.170446	0.177148	0.174241	0.178659	0.195978	0.199077	0.186749	0.196971
8731	1	-1551.5	-1569.82	18.3213	0.129191	0.14029	0.157563	0.148457	0.13998	0.141857	0.150086	0.143723	0.164866	0.172975	0.169371
8732	1	-1544.65	-1568.83	24.1761	0.147845	0.1639	0.164629	0.159365	0.141159	0.139781	0.144601	0.143912	0.145867	0.145095	0.144248
8733	1	-1544.98	-1569.14	24.1673	0.127436	0.122855	0.122218	0.127425	0.126488	0.122019	0.113967	0.109009	0.117829	0.110516	0.120747
8734	1	-1551.71	-1568.71	16.9948	0.156086	0.150184	0.140544	0.141568	0.143028	0.138019	0.118858	0.123911	0.137239	0.155368	0.152958
8735	1	-1550.53	-1570.63	20.0973	0.117759	0.112744	0.112126	0.112004	0.120695	0.13726	0.137885	0.134826	0.134748	0.119139	0.115245
8736	1	-1543.49	-1568.43	24.9392	0.115524	0.117	0.114096	0.114401	0.126341	0.127814	0.124916	0.128403	0.131286	0.140937	0.139091
8737	1	-1551.15	-1569.68	18.5281	0.182243	0.179703	0.193679	0.189204	0.203369	0.207133	0.185648	0.177053	0.202556	0.202944	0.19806
8738	1	-1546.57	-1568.9	22.328	0.199811	0.210798	0.219116	0.239854	0.241946	0.243583	0.253227	0.288582	0.301702	0.287269	0.292489
8739	1	-1547.97	-1568.44	20.4666	0.179057	0.185173	0.175905	0.176629	0.175951	0.205143	0.222425	0.216032	0.220899	0.237855	0.223778
8740	1	-1549.93	-1569.26	19.3325	0.172557	0.188147	0.200239	0.220316	0.226396	0.22366	0.257326	0.244217	0.267232	0.25635	0.2724
8741	1	-1548.28	-1568.04	19.7674	0.167379	0.17325	0.174965	0.170312	0.174328	0.18566	0.178066	0.18111	0.191824	0.184341	0.183516
8742	1	-1546.75	-1567.47	20.7204	0.14073	0.149244	0.144861	0.141356	0.136602	0.140683	0.139108	0.149415	0.151868	0.130758	0.132293
8743	1	-1547.06	-1570.87	23.8073	0.16253	0.167309	0.163654	0.159413	0.181352	0.164391	0.149414	0.155099	0.162255	0.166986	0.178096
8744	1	-1548.39	-1567.26	18.8676	0.176293	0.193772	0.178614	0.193511	0.198944	0.210897	0.198535	0.195306	0.179149	0.177732	0.169666
8745	1	-1548.42	-1569.3	20.8792	0.177487	0.193249	0.191919	0.216898	0.217898	0.216736	0.21566	0.203818	0.209813	0.196365	0.188069
8746	1	-1548.81	-1567.77	18.9611	0.130026	0.118995	0.123044	0.140292	0.146877	0.15359	0.154292	0.149876	0.14846	0.155435	0.144269
8747	1	-1552.7	-1568.8	16.0966	0.169558	0.177718	0.180033	0.202824	0.235909	0.235671	0.237554	0.252402	0.264995	0.257779	0.224203
8748	1	-1546.23	-1570.31	24.0777	0.226599	0.226326	0.246528	0.253642	0.268142	0.259342	0.272772	0.293771	0.28618	0.278503	0.296396
8749	1	-1545.65	-1567.88	22.2354	0.15347	0.153818	0.161223	0.17574	0.186686	0.19209	0.19103	0.183032	0.184194	0.18084	0.178299
8750	1	-1551.09	-1567.33	16.2461	0.153904	0.155486	0.167613	0.169619	0.174129	0.172345	0.176554	0.17157	0.187553	0.183781	0.174438
8751	1	-1543.7	-1569.08	25.3817	0.200827	0.210524	0.203036	0.223797	0.219683	0.224228	0.219145	0.23568	0.237413	0.241235	0.222309
8752	1	-1548.11	-1568.71	20.6005	0.168314	0.173887	0.14852	0.158657	0.160749	0.170386	0.172348	0.164973	0.165825	0.158718	0.167377
8753	1	-1545.73	-1568.76	23.0231	0.16737	0.1702	0.161912	0.161908	0.176441	0.201111	0.201737	0.196379	0.190339	0.183279	0.203781
8754	1	-1548.72	-1570.07	21.3543	0.0998491	0.0983218	0.0990491	0.0987768	0.109689	0.100277	0.103959	0.109933	0.109122	0.0947059	0.0926713
8755	1	-1546.02	-1571.77	25.7498	0.102307	0.102241	0.107764	0.115133	0.117375	0.123143	0.120449	0.121842	0.125053	0.11271	0.110819
8756	1	-1549.74	-1570.65	20.9093	0.154123	0.160952	0.150667	0.145047	0.161695	0.166692	0.174394	0.184051	0.163118	0.168807	0.174566
8757	1	-1548.2	-1567.83	19.627	0.121439	0.124069	0.144752	0.145834	0.147474	0.152742	0.144023	0.153834	0.147519	0.138802	0.146848
8758	1	-1550.25	-1568.37	18.1273	0.101879	0.116593	0.121966	0.121288	0.1231	0.128556	0.136358	0.149985	0.157889	0.171263	0.158712
8759	1	-1548.35	-1570.09	21.7387	0.218756	0.231412	0.229922	0.230401	0.240888	0.274304	0.269212	0.26512	0.289923	0.260559	0.256038
