Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_extinction[5]	log_extinction[6]	log_extinction[7]	log_extinction[8]	log_extinction[9]	log_extinction[10]	log_extinction[11]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	log_speciation[5]	log_speciation[6]	log_speciation[7]	log_speciation[8]	log_speciation[9]	log_speciation[10]	log_speciation[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
2240	-1544.5	-1569.88	25.3769	0.216582	0.220205	0.227433	0.240626	0.265668	0.261782	0.256364	0.272341	0.289178	0.28195	0.28563	-1.52978	-1.51319	-1.4809	-1.42451	-1.32551	-1.34024	-1.36116	-1.3007	-1.24071	-1.26602	-1.25306	-1.16938	-1.14748	-1.15555	-1.12038	-1.16174	-1.1858	-1.08871	-1.05567	-1.07116	-0.973078	-0.994645	0.310559	0.317435	0.314885	0.326154	0.312942	0.3055	0.33665	0.347958	0.342611	0.377918	0.369855
2250	-1546.26	-1568.26	21.9958	0.167127	0.192025	0.210471	0.216839	0.241338	0.258687	0.259112	0.276019	0.275315	0.261363	0.256254	-1.789	-1.65013	-1.55841	-1.5286	-1.42156	-1.35214	-1.35049	-1.28728	-1.28984	-1.34184	-1.36159	-1.20778	-1.29596	-1.27033	-1.23892	-1.20977	-1.19264	-1.15288	-1.17741	-1.23415	-1.18109	-1.20387	0.298861	0.273635	0.280739	0.289697	0.298267	0.30342	0.315725	0.308076	0.291083	0.306943	0.300031
2260	-1549.72	-1573.01	23.2881	0.292302	0.328138	0.332946	0.352417	0.368669	0.335578	0.360135	0.334306	0.33824	0.340508	0.31472	-1.22997	-1.11432	-1.09977	-1.04294	-0.997856	-1.0919	-1.02128	-1.0957	-1.084	-1.07732	-1.15607	-0.96873	-0.920606	-0.961942	-0.874588	-0.879625	-0.87739	-0.834242	-0.825786	-0.832138	-0.834039	-0.897896	0.379565	0.398278	0.38215	0.417034	0.414939	0.415867	0.434204	0.437891	0.435118	0.434292	0.407426
2270	-1545.37	-1568.4	23.0229	0.198245	0.200599	0.21474	0.218625	0.246765	0.262783	0.245283	0.233533	0.234458	0.222988	0.228849	-1.61825	-1.60645	-1.53833	-1.5204	-1.39932	-1.33643	-1.40534	-1.45443	-1.45048	-1.50064	-1.47469	-1.22801	-1.25929	-1.29874	-1.26047	-1.35699	-1.35449	-1.2777	-1.25039	-1.22985	-1.30399	-1.36887	0.292875	0.283856	0.272875	0.283521	0.257434	0.25808	0.278678	0.286393	0.292338	0.271447	0.254393
2280	-1548.28	-1569.16	20.886	0.213557	0.222469	0.243742	0.226416	0.224595	0.213085	0.216914	0.196487	0.176033	0.179222	0.175851	-1.54385	-1.50297	-1.41165	-1.48538	-1.49346	-1.54606	-1.52825	-1.62716	-1.73709	-1.71913	-1.73812	-1.12717	-1.17264	-1.15957	-1.21307	-1.30449	-1.29698	-1.39832	-1.36574	-1.28683	-1.35854	-1.31906	0.32395	0.30955	0.31362	0.297284	0.271312	0.273355	0.247011	0.255191	0.276145	0.257035	0.267388
2290	-1547.15	-1568.97	21.8214	0.202985	0.215537	0.208227	0.213718	0.219667	0.217145	0.196234	0.183001	0.170467	0.173647	0.18705	-1.59462	-1.53462	-1.56913	-1.5431	-1.51564	-1.52719	-1.62845	-1.69827	-1.76921	-1.75073	-1.67638	-1.19241	-1.15263	-1.25254	-1.172	-1.29057	-1.35942	-1.35737	-1.33477	-1.29386	-1.26374	-1.25214	0.303488	0.315804	0.285778	0.309746	0.275113	0.256811	0.257336	0.263218	0.27421	0.282595	0.285892
2300	-1553.73	-1567.88	14.1496	0.190687	0.213946	0.206492	0.228329	0.247129	0.220641	0.196917	0.182526	0.162521	0.159216	0.156137	-1.65712	-1.54203	-1.5775	-1.47697	-1.39785	-1.51122	-1.62497	-1.70086	-1.81695	-1.83749	-1.85702	-1.19207	-1.26087	-1.24587	-1.33946	-1.45222	-1.4456	-1.47308	-1.45444	-1.44993	-1.32233	-1.25287	0.303591	0.283407	0.287691	0.261988	0.234049	0.235605	0.229219	0.233531	0.234587	0.266513	0.285684
2310	-1554.93	-1570.66	15.7262	0.0570854	0.0606703	0.0637961	0.0723719	0.0714506	0.0658548	0.0673673	0.0608489	0.0616967	0.0619525	0.0556728	-2.86321	-2.8023	-2.75206	-2.62594	-2.63875	-2.7203	-2.6976	-2.79936	-2.78552	-2.78139	-2.88826	-1.52417	-1.62769	-1.67396	-1.78252	-1.88353	-1.82789	-1.90067	-1.91939	-1.78366	-1.81258	-1.82744	0.217801	0.196384	0.187504	0.168214	0.152052	0.160752	0.149469	0.146696	0.168022	0.163232	0.160825
2320	-1545	-1568.66	23.6657	0.183719	0.179541	0.177824	0.196813	0.211467	0.224975	0.209291	0.213109	0.221545	0.215619	0.207952	-1.69435	-1.71735	-1.72696	-1.6255	-1.55369	-1.49177	-1.56403	-1.54595	-1.50713	-1.53424	-1.57045	-1.23796	-1.22962	-1.24441	-1.30406	-1.34494	-1.35535	-1.36657	-1.41709	-1.4395	-1.42245	-1.56953	0.289975	0.292402	0.28811	0.271426	0.260555	0.257858	0.254981	0.242418	0.237046	0.241123	0.208143
2330	-1546.64	-1569.77	23.1355	0.202749	0.205977	0.1894	0.20858	0.205383	0.209782	0.205809	0.230992	0.229126	0.230262	0.23512	-1.59579	-1.57999	-1.66389	-1.56743	-1.58288	-1.56169	-1.58081	-1.46537	-1.47348	-1.46854	-1.44766	-1.1415	-1.19393	-1.3031	-1.26782	-1.33626	-1.29302	-1.28853	-1.21998	-1.15169	-1.15745	-1.1534	0.31934	0.303027	0.271687	0.281444	0.262827	0.274442	0.275676	0.295235	0.316102	0.314286	0.315562
2340	-1552.34	-1568.71	16.3701	0.171747	0.172457	0.192468	0.218629	0.224761	0.214144	0.219113	0.205971	0.229339	0.240529	0.268461	-1.76173	-1.75761	-1.64782	-1.52038	-1.49272	-1.54111	-1.51817	-1.58002	-1.47255	-1.42491	-1.31505	-1.16948	-1.27185	-1.29264	-1.33403	-1.25995	-1.28914	-1.37329	-1.34486	-1.2484	-1.13856	-1.15278	0.310527	0.280314	0.274545	0.263414	0.283669	0.275507	0.253271	0.260575	0.286963	0.32028	0.315759
2350	-1543.44	-1568.54	25.0971	0.194444	0.198761	0.224007	0.225547	0.226402	0.251018	0.247348	0.245106	0.249153	0.246154	0.227929	-1.63761	-1.61565	-1.49608	-1.48922	-1.48544	-1.38223	-1.39696	-1.40607	-1.38969	-1.4018	-1.47872	-1.14836	-1.18987	-1.26339	-1.22937	-1.26517	-1.23913	-1.25306	-1.23564	-1.18793	-1.21676	-1.15446	0.317157	0.304259	0.282695	0.292478	0.28219	0.289636	0.285629	0.290648	0.304853	0.296188	0.315229
2360	-1553.07	-1572.11	19.0357	0.276915	0.294116	0.304655	0.318813	0.327896	0.316229	0.355571	0.386781	0.408158	0.44293	0.402083	-1.28404	-1.22378	-1.18857	-1.14315	-1.11506	-1.15129	-1.03403	-0.949897	-0.896101	-0.814343	-0.911097	-1.02633	-0.959481	-1.02746	-1.06456	-1.12064	-1.11028	-1.07802	-1.08911	-1.03209	-1.1803	-1.12752	0.358318	0.383092	0.357914	0.344881	0.32607	0.329467	0.340267	0.336516	0.356261	0.307187	0.323834
2370	-1551.14	-1568.68	17.544	0.190554	0.223868	0.240265	0.275979	0.290812	0.272967	0.295216	0.309047	0.302649	0.322462	0.333067	-1.65782	-1.4967	-1.42601	-1.28743	-1.23508	-1.2984	-1.22005	-1.17426	-1.19518	-1.13177	-1.09941	-1.13576	-1.148	-1.11154	-1.11827	-1.19671	-1.26428	-1.27554	-1.24338	-1.26133	-1.21927	-1.09343	0.321177	0.31727	0.329053	0.326843	0.302187	0.282444	0.279279	0.288407	0.283276	0.295446	0.335064
2380	-1554.17	-1569.4	15.2256	0.203445	0.234628	0.236202	0.257393	0.218312	0.222513	0.239454	0.258381	0.289422	0.295649	0.277349	-1.59236	-1.44975	-1.44307	-1.35715	-1.52183	-1.50277	-1.42939	-1.35332	-1.23987	-1.21858	-1.28248	-1.23028	-1.18537	-1.23362	-1.19836	-1.20033	-1.23161	-1.2633	-1.20542	-1.25892	-1.12802	-1.1849	0.292211	0.305632	0.291236	0.301687	0.301094	0.291822	0.282719	0.299567	0.28396	0.323673	0.305778
2390	-1547.17	-1569.75	22.5725	0.180414	0.192793	0.215994	0.216663	0.216341	0.21642	0.23339	0.233324	0.259458	0.246925	0.260876	-1.7125	-1.64614	-1.53251	-1.52941	-1.5309	-1.53054	-1.45505	-1.45533	-1.34916	-1.39867	-1.34371	-1.26778	-1.29192	-1.32195	-1.31162	-1.24724	-1.24792	-1.16127	-1.15155	-1.24156	-1.20428	-1.13585	0.281455	0.274743	0.266616	0.269384	0.287296	0.2871	0.313087	0.316147	0.288934	0.299907	0.321148
2400	-1553.26	-1568.36	15.1079	0.180489	0.185966	0.193093	0.213562	0.203033	0.206125	0.195598	0.195801	0.218333	0.200927	0.212233	-1.71209	-1.68219	-1.64458	-1.54383	-1.59439	-1.57927	-1.63169	-1.63066	-1.52173	-1.60481	-1.55007	-1.26837	-1.21619	-1.29779	-1.30969	-1.38822	-1.34651	-1.39798	-1.22696	-1.276	-1.31508	-1.47565	0.281289	0.296357	0.273136	0.269905	0.24952	0.260146	0.247096	0.293183	0.279153	0.268452	0.22863
2410	-1547.4	-1568.63	21.2288	0.160679	0.189962	0.190292	0.183318	0.206649	0.213534	0.202235	0.19761	0.191032	0.17564	0.182259	-1.82835	-1.66093	-1.6592	-1.69653	-1.57673	-1.54396	-1.59832	-1.62146	-1.65532	-1.73932	-1.70232	-1.31946	-1.31306	-1.2988	-1.28572	-1.30649	-1.36014	-1.34607	-1.37236	-1.49063	-1.49672	-1.49452	0.26728	0.268994	0.27286	0.276451	0.270769	0.256625	0.260262	0.253507	0.22523	0.223864	0.224355
2420	-1552.4	-1569.97	17.5608	0.176094	0.191133	0.20095	0.2231	0.212093	0.182684	0.189258	0.192638	0.196636	0.207775	0.198355	-1.73674	-1.65479	-1.6047	-1.50014	-1.55073	-1.7	-1.66464	-1.64694	-1.6264	-1.5713	-1.6177	-1.24251	-1.39476	-1.41992	-1.48726	-1.54226	-1.5158	-1.45136	-1.41798	-1.44416	-1.54144	-1.58842	0.288657	0.247893	0.241733	0.225991	0.213897	0.219633	0.234252	0.242202	0.235945	0.214073	0.204248
2430	-1551.77	-1570.06	18.2889	0.241146	0.23573	0.275687	0.290411	0.278213	0.279226	0.282814	0.263209	0.262765	0.296412	0.274947	-1.42235	-1.44507	-1.28849	-1.23646	-1.27937	-1.27574	-1.26297	-1.33481	-1.3365	-1.21601	-1.29118	-1.15337	-1.0613	-1.08782	-1.16461	-1.18782	-1.22579	-1.27075	-1.32582	-1.45482	-1.46416	-1.51811	0.315571	0.346007	0.336951	0.312045	0.304886	0.293527	0.280622	0.265585	0.233442	0.231271	0.219126
2440	-1542.7	-1568.59	25.8905	0.198002	0.194013	0.193643	0.201007	0.204684	0.208094	0.23429	0.23066	0.232973	0.227108	0.211446	-1.61948	-1.63983	-1.64174	-1.60442	-1.58629	-1.56977	-1.4512	-1.46681	-1.45683	-1.48233	-1.55378	-1.21991	-1.25934	-1.29128	-1.32186	-1.41121	-1.45149	-1.40899	-1.44373	-1.43553	-1.36134	-1.35071	0.295258	0.283841	0.274918	0.266639	0.243849	0.23422	0.244389	0.236046	0.237989	0.256318	0.259056
2450	-1546.72	-1569.38	22.659	0.207652	0.221452	0.233246	0.261166	0.267644	0.292411	0.292832	0.258245	0.273967	0.269695	0.27311	-1.57189	-1.50755	-1.45566	-1.3426	-1.3181	-1.2296	-1.22816	-1.35385	-1.29475	-1.31046	-1.29788	-1.12254	-1.14243	-1.09008	-1.12954	-1.15212	-1.09786	-1.11917	-1.21048	-1.22461	-1.25063	-1.28417	0.325453	0.319043	0.336189	0.323181	0.315967	0.333584	0.326551	0.298055	0.293872	0.286324	0.276879
2460	-1544.92	-1567.38	22.4593	0.179132	0.197703	0.193755	0.209219	0.212678	0.232226	0.223621	0.226045	0.225497	0.219622	0.221099	-1.71963	-1.62099	-1.64116	-1.56438	-1.54797	-1.46004	-1.4978	-1.48702	-1.48945	-1.51585	-1.50915	-1.19065	-1.22823	-1.28786	-1.34435	-1.33288	-1.42959	-1.4086	-1.37861	-1.36096	-1.2572	-1.36527	0.304025	0.292811	0.275861	0.260709	0.263718	0.239408	0.244486	0.251928	0.256414	0.284448	0.255311
2470	-1556.73	-1569.13	12.4031	0.177914	0.174147	0.177925	0.206054	0.217039	0.210451	0.206924	0.185686	0.220106	0.213498	0.197494	-1.72646	-1.74786	-1.7264	-1.57962	-1.52768	-1.5585	-1.5754	-1.6837	-1.51365	-1.54413	-1.62205	-1.28373	-1.28848	-1.16824	-1.31292	-1.43885	-1.43672	-1.37929	-1.38843	-1.3421	-1.26479	-1.23949	0.277002	0.27569	0.310913	0.269033	0.237199	0.237705	0.251756	0.249467	0.261295	0.282298	0.28953
2480	-1543	-1570.69	27.6896	0.176041	0.171824	0.163627	0.173626	0.168696	0.180563	0.18185	0.19405	0.186185	0.179398	0.19088	-1.73704	-1.76129	-1.81017	-1.75085	-1.77966	-1.71167	-1.70457	-1.63964	-1.68101	-1.71815	-1.65611	-1.31799	-1.35985	-1.35202	-1.35441	-1.3887	-1.41775	-1.46033	-1.48802	-1.45721	-1.47954	-1.51035	0.267674	0.256698	0.258716	0.2581	0.249399	0.242258	0.232159	0.22582	0.232885	0.227742	0.220833
2490	-1545.88	-1568.31	22.4325	0.149943	0.155746	0.172227	0.181731	0.186491	0.190389	0.177376	0.163375	0.175938	0.169381	0.172356	-1.8975	-1.85953	-1.75894	-1.70523	-1.67937	-1.65869	-1.72949	-1.81171	-1.73762	-1.77561	-1.7582	-1.35495	-1.40703	-1.44116	-1.50782	-1.53186	-1.50295	-1.5054	-1.53841	-1.54785	-1.61852	-1.48515	0.257961	0.24487	0.236654	0.221391	0.216134	0.222473	0.221929	0.214723	0.212705	0.198192	0.226467
2500	-1551.69	-1566.99	15.3059	0.121558	0.127162	0.139826	0.147071	0.146719	0.151144	0.166562	0.15419	0.133696	0.153632	0.14291	-2.10736	-2.06229	-1.96736	-1.91684	-1.91924	-1.88952	-1.79239	-1.86957	-2.01219	-1.87319	-1.94554	-1.34935	-1.44555	-1.46209	-1.53118	-1.5905	-1.66817	-1.72705	-1.74531	-1.66617	-1.64806	-1.55632	0.259408	0.235616	0.231751	0.216281	0.203823	0.188591	0.177808	0.174591	0.188968	0.192423	0.210911
2510	-1547.99	-1568.7	20.7108	0.140688	0.141999	0.159386	0.145655	0.14467	0.142201	0.13948	0.151152	0.158055	0.17165	0.165931	-1.96121	-1.95193	-1.83643	-1.92651	-1.9333	-1.95051	-1.96984	-1.88947	-1.84481	-1.7623	-1.79618	-1.26811	-1.28436	-1.37098	-1.43686	-1.51744	-1.5617	-1.6507	-1.59734	-1.51491	-1.52081	-1.5783	0.281364	0.276827	0.253858	0.237673	0.219273	0.20978	0.191916	0.202435	0.219828	0.218535	0.206325
2520	-1547.42	-1567.97	20.5529	0.154015	0.147335	0.141364	0.153303	0.154157	0.163434	0.171546	0.180392	0.201801	0.196565	0.199296	-1.87071	-1.91505	-1.95642	-1.87534	-1.86978	-1.81134	-1.7629	-1.71262	-1.60047	-1.62676	-1.61296	-1.22084	-1.3616	-1.43246	-1.4526	-1.57504	-1.57434	-1.5369	-1.47912	-1.5289	-1.5244	-1.56584	0.294981	0.256251	0.238721	0.23396	0.206999	0.207144	0.215047	0.227839	0.216774	0.217753	0.208912
2530	-1543.22	-1568.79	25.5701	0.18689	0.184551	0.183513	0.194062	0.18984	0.192664	0.209824	0.213035	0.21019	0.193548	0.194017	-1.67724	-1.68983	-1.69547	-1.63958	-1.66157	-1.64681	-1.56149	-1.5463	-1.55974	-1.64223	-1.63981	-1.17602	-1.27524	-1.30695	-1.31222	-1.34619	-1.41718	-1.42084	-1.45223	-1.35684	-1.36122	-1.39104	0.308504	0.279365	0.270644	0.269222	0.26023	0.242396	0.241512	0.234048	0.257473	0.256349	0.248817
2540	-1545.53	-1569.47	23.9408	0.195063	0.202281	0.216591	0.227908	0.229066	0.2599	0.264301	0.264636	0.279221	0.29517	0.278221	-1.63443	-1.5981	-1.52974	-1.47881	-1.47375	-1.34746	-1.33067	-1.3294	-1.27575	-1.2202	-1.27934	-1.25678	-1.23735	-1.25542	-1.23974	-1.28718	-1.37759	-1.35368	-1.39415	-1.42017	-1.51509	-1.53135	0.284569	0.290153	0.284955	0.289458	0.276049	0.252187	0.258289	0.248043	0.241672	0.219788	0.216244
2550	-1544.79	-1567.37	22.5845	0.156164	0.173245	0.194525	0.202986	0.216675	0.218328	0.207878	0.205313	0.20676	0.209862	0.216237	-1.85685	-1.75305	-1.63719	-1.59462	-1.52936	-1.52176	-1.5708	-1.58322	-1.5762	-1.5613	-1.53138	-1.32006	-1.29479	-1.26077	-1.37077	-1.41433	-1.52348	-1.50027	-1.50359	-1.46297	-1.41608	-1.44837	0.267118	0.273956	0.283436	0.253912	0.243088	0.217953	0.22307	0.222331	0.231549	0.242663	0.234953
2560	-1543.33	-1567.79	24.4619	0.165267	0.167156	0.184473	0.190385	0.206548	0.198639	0.213386	0.229266	0.228782	0.227726	0.235632	-1.80019	-1.78883	-1.69025	-1.65871	-1.57722	-1.61627	-1.54465	-1.47287	-1.47499	-1.47961	-1.44549	-1.25815	-1.28918	-1.30484	-1.32019	-1.3562	-1.45934	-1.45399	-1.41481	-1.50838	-1.513	-1.50614	0.284179	0.275495	0.271216	0.267084	0.257637	0.232389	0.233636	0.242971	0.221267	0.220249	0.221765
2570	-1546.48	-1569.12	22.6425	0.20677	0.225024	0.217439	0.220507	0.241858	0.232745	0.232922	0.226573	0.253407	0.274876	0.279046	-1.57615	-1.49155	-1.52584	-1.51183	-1.4194	-1.45781	-1.45705	-1.48469	-1.37276	-1.29144	-1.27638	-1.1884	-1.16552	-1.19026	-1.24526	-1.23363	-1.27231	-1.22532	-1.17863	-1.15315	-1.21584	-1.33142	0.304709	0.31176	0.304142	0.287866	0.291234	0.280182	0.293665	0.307699	0.315642	0.296462	0.264101
2580	-1546.11	-1571.98	25.8605	0.221492	0.244087	0.232285	0.241112	0.234807	0.24254	0.225809	0.216769	0.216947	0.216872	0.203515	-1.50737	-1.41023	-1.45979	-1.42249	-1.44899	-1.41659	-1.48807	-1.52892	-1.5281	-1.52845	-1.59202	-1.1887	-1.24462	-1.26527	-1.22384	-1.20971	-1.15341	-1.22646	-1.27996	-1.28118	-1.28463	-1.2412	0.304617	0.288049	0.282162	0.294099	0.298282	0.315557	0.293328	0.278048	0.27771	0.276754	0.289036
2590	-1546.79	-1566.97	20.1777	0.112526	0.132242	0.145987	0.145456	0.145256	0.148008	0.145411	0.143479	0.132329	0.126881	0.132329	-2.18458	-2.02312	-1.92423	-1.92788	-1.92926	-1.91049	-1.92819	-1.94157	-2.02246	-2.0645	-2.02246	-1.3541	-1.49575	-1.57522	-1.57701	-1.61259	-1.64967	-1.60717	-1.6073	-1.57437	-1.55263	-1.48454	0.258179	0.22408	0.206963	0.206591	0.199372	0.192114	0.200455	0.200428	0.207138	0.21169	0.226607
2600	-1553.52	-1569.09	15.5685	0.0982724	0.095564	0.10744	0.106463	0.127017	0.135282	0.144374	0.144425	0.148973	0.159909	0.174306	-2.32001	-2.34796	-2.23083	-2.23996	-2.06343	-2.00039	-1.93535	-1.935	-1.90399	-1.83315	-1.74694	-1.43692	-1.49068	-1.49005	-1.67369	-1.65983	-1.63309	-1.574	-1.6217	-1.66311	-1.66752	-1.61066	0.237658	0.225219	0.225362	0.187554	0.190172	0.195325	0.207214	0.197562	0.189549	0.188715	0.199755
2610	-1551.32	-1570.17	18.8424	0.0514631	0.0505062	0.0529152	0.051662	0.0552742	0.0587236	0.0602279	0.060316	0.0550566	0.0627863	0.0621774	-2.96689	-2.98566	-2.93906	-2.96303	-2.89545	-2.83491	-2.80962	-2.80816	-2.89939	-2.76802	-2.77776	-1.52161	-1.67123	-1.80198	-1.84169	-1.83047	-1.88758	-1.95496	-1.99858	-2.04381	-2.09199	-2.08107	0.21836	0.188016	0.164973	0.15855	0.160338	0.151438	0.14157	0.135528	0.129535	0.123442	0.124796
2620	-1549.18	-1567.66	18.4783	0.0928104	0.100097	0.0974495	0.0911603	0.0978027	0.107352	0.10813	0.100051	0.10254	0.104159	0.112197	-2.3772	-2.30162	-2.32842	-2.39514	-2.3248	-2.23165	-2.22443	-2.30207	-2.2775	-2.26184	-2.1875	-1.46567	-1.54152	-1.64602	-1.74916	-1.81932	-1.82256	-1.91888	-1.94725	-2.07336	-2.0909	-2.08496	0.230923	0.214055	0.192816	0.173919	0.162136	0.161611	0.146772	0.142665	0.125762	0.123576	0.124312
2630	-1550.47	-1572.88	22.4127	0.080683	0.0890554	0.0891201	0.0882048	0.0899991	0.103961	0.110319	0.109924	0.120931	0.116814	0.115782	-2.51723	-2.4185	-2.41777	-2.42809	-2.40796	-2.26374	-2.20438	-2.20797	-2.11254	-2.14717	-2.15604	-1.44734	-1.44147	-1.50289	-1.56013	-1.57816	-1.57327	-1.58791	-1.69786	-1.6537	-1.61465	-1.60068	0.235195	0.23658	0.222485	0.210109	0.206354	0.207365	0.204353	0.183075	0.19134	0.19896	0.201758
2640	-1551.67	-1568.81	17.134	0.161316	0.150414	0.164564	0.159142	0.170086	0.172157	0.168586	0.179324	0.175264	0.174692	0.182143	-1.82439	-1.89436	-1.80445	-1.83796	-1.77145	-1.75935	-1.78031	-1.71856	-1.74146	-1.74473	-1.70296	-1.33403	-1.29129	-1.29453	-1.38229	-1.61328	-1.6601	-1.74304	-1.73383	-1.717	-1.77553	-1.83756	0.263414	0.274916	0.274026	0.251004	0.199233	0.19012	0.174987	0.176606	0.179604	0.169394	0.159205
2650	-1544.03	-1570.91	26.8778	0.200301	0.202378	0.199745	0.204199	0.209717	0.206015	0.221769	0.238396	0.232068	0.216683	0.22138	-1.60794	-1.59762	-1.61071	-1.58866	-1.562	-1.57981	-1.50612	-1.43382	-1.46073	-1.52932	-1.50787	-1.27248	-1.26917	-1.29334	-1.30374	-1.25965	-1.27554	-1.36539	-1.42573	-1.37766	-1.38169	-1.42959	0.280135	0.281064	0.274352	0.271515	0.283754	0.279279	0.25528	0.240333	0.252168	0.251153	0.239407
2660	-1550.46	-1567.84	17.3831	0.158729	0.156421	0.145521	0.163345	0.161131	0.164347	0.159219	0.17045	0.181362	0.205278	0.210307	-1.84056	-1.8552	-1.92744	-1.81189	-1.82554	-1.80577	-1.83747	-1.76931	-1.70726	-1.58339	-1.55919	-1.25651	-1.34254	-1.44163	-1.49618	-1.48681	-1.59592	-1.56444	-1.65243	-1.62556	-1.70077	-1.59588	0.284645	0.261182	0.236541	0.223984	0.226093	0.202722	0.209206	0.191584	0.196802	0.182543	0.202731
2670	-1547.37	-1569.46	22.0937	0.219432	0.234536	0.220205	0.242046	0.246196	0.250902	0.26511	0.286307	0.254673	0.253859	0.239745	-1.51671	-1.45015	-1.51319	-1.41863	-1.40163	-1.38269	-1.32761	-1.25069	-1.36778	-1.37098	-1.42818	-1.14405	-1.1334	-1.22241	-1.21996	-1.15923	-1.16846	-1.14564	-1.12318	-1.18554	-1.20994	-1.30649	0.318525	0.321936	0.29452	0.295241	0.313729	0.310846	0.31802	0.325244	0.30558	0.298215	0.270768
2680	-1550.41	-1569.56	19.1463	0.0749694	0.0781103	0.0797607	0.0853585	0.0865026	0.0839679	0.0874792	0.0927961	0.0898038	0.0896272	0.0811523	-2.59068	-2.54963	-2.52872	-2.4609	-2.44758	-2.47732	-2.43635	-2.37735	-2.41013	-2.4121	-2.51143	-1.50397	-1.52475	-1.6518	-1.69347	-1.69355	-1.84353	-1.91622	-1.81688	-1.88864	-1.84352	-1.78111	0.222245	0.217675	0.191705	0.183881	0.183865	0.158258	0.147162	0.162532	0.151277	0.158259	0.168452
2690	-1545.81	-1569.03	23.2128	0.136463	0.150135	0.155916	0.153996	0.164089	0.166012	0.16711	0.166708	0.15678	0.16122	0.162069	-1.9917	-1.89622	-1.85844	-1.87083	-1.80735	-1.7957	-1.7891	-1.79151	-1.85291	-1.82498	-1.81973	-1.41833	-1.36629	-1.4249	-1.37827	-1.46787	-1.57664	-1.59078	-1.54921	-1.53431	-1.61747	-1.69576	0.242119	0.255053	0.240533	0.252014	0.230417	0.206668	0.203766	0.212416	0.215605	0.1984	0.183459
2700	-1550.5	-1569.56	19.0627	0.11606	0.11554	0.118054	0.133778	0.151101	0.146226	0.144154	0.131044	0.14189	0.141392	0.14441	-2.15365	-2.15814	-2.13661	-2.01158	-1.88981	-1.9226	-1.93687	-2.03222	-1.9527	-1.95622	-1.9351	-1.31561	-1.28811	-1.38653	-1.5151	-1.5698	-1.60814	-1.67135	-1.62878	-1.67935	-1.65922	-1.71579	0.268311	0.275792	0.249942	0.219785	0.208087	0.200259	0.187993	0.196169	0.186495	0.190287	0.179821
2710	-1548.58	-1568.7	20.1147	0.114606	0.116416	0.140115	0.145527	0.150477	0.159714	0.162511	0.163581	0.165504	0.146617	0.145519	-2.16626	-2.15059	-1.96529	-1.92739	-1.89394	-1.83437	-1.81701	-1.81045	-1.79876	-1.91993	-1.92745	-1.35544	-1.34177	-1.42684	-1.48848	-1.48924	-1.48881	-1.53628	-1.60218	-1.59897	-1.70014	-1.7167	0.257833	0.261384	0.240067	0.225714	0.225543	0.225641	0.21518	0.201457	0.202104	0.182658	0.179657
2720	-1548.83	-1570.49	21.6602	0.184095	0.187997	0.204294	0.218465	0.214082	0.187141	0.21356	0.224212	0.234671	0.224023	0.226045	-1.6923	-1.67133	-1.58819	-1.52113	-1.54139	-1.67589	-1.54384	-1.49516	-1.44957	-1.49601	-1.48702	-1.32876	-1.31689	-1.33263	-1.38667	-1.45931	-1.42401	-1.42991	-1.49579	-1.46485	-1.4083	-1.43556	0.264805	0.267968	0.263782	0.249906	0.232397	0.240748	0.239329	0.224072	0.231112	0.244559	0.237983
2730	-1546.05	-1567.89	21.8361	0.169725	0.164127	0.191985	0.189418	0.188566	0.197839	0.184835	0.180735	0.176621	0.186124	0.18557	-1.77358	-1.80712	-1.65034	-1.6638	-1.66831	-1.6203	-1.68829	-1.71072	-1.73375	-1.68134	-1.68432	-1.29891	-1.29098	-1.37381	-1.40092	-1.44431	-1.44265	-1.55052	-1.49043	-1.48831	-1.4102	-1.34059	0.272829	0.275001	0.253139	0.246369	0.235909	0.2363	0.212138	0.225277	0.225753	0.244094	0.261692
2740	-1552.38	-1571.5	19.1254	0.252861	0.277555	0.297934	0.296051	0.279816	0.282575	0.25642	0.262937	0.266998	0.264181	0.282227	-1.37491	-1.28174	-1.21088	-1.21722	-1.27362	-1.26381	-1.36094	-1.33584	-1.32051	-1.33112	-1.26504	-0.972086	-1.02542	-1.0592	-1.10406	-1.2138	-1.22563	-1.18278	-1.221	-1.30307	-1.13302	-1.17932	0.378293	0.358647	0.346735	0.331522	0.297067	0.293573	0.306426	0.294936	0.271697	0.322058	0.307487
