Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
4149	0	-1571.86	-1574.38	2.51468	0.2415299	0.1289013	0.1126286	0.1289013
4150	0	-1569.69	-1572.02	2.32698	0.2801829	0.1929932	0.08718979	0.1929932
4151	0	-1570.52	-1573.1	2.58294	0.2558075	0.1790017	0.07680585	0.1790017
4152	0	-1571.56	-1573.58	2.02286	0.2968392	0.188113	0.1087262	0.188113
4153	0	-1571.09	-1572.9	1.81604	0.3573962	0.2852386	0.07215764	0.2852386
4154	0	-1569.89	-1572.04	2.15182	0.3106433	0.2405628	0.07008046	0.2405628
4155	0	-1569.83	-1572.2	2.3647	0.2734292	0.1828544	0.09057482	0.1828544
4156	0	-1569.89	-1571.97	2.08069	0.3188886	0.2444685	0.07442014	0.2444685
4157	0	-1570.1	-1572.63	2.52159	0.2610691	0.1797943	0.08127477	0.1797943
4158	0	-1570.15	-1572.68	2.5354	0.2575872	0.1724196	0.08516764	0.1724196
4159	0	-1570.81	-1573.47	2.66488	0.2438179	0.1592271	0.08459087	0.1592271
4160	0	-1570.9	-1573.47	2.5731	0.2442566	0.1440086	0.1002479	0.1440086
4161	0	-1571.22	-1573.39	2.17474	0.279389	0.1703871	0.1090019	0.1703871
4162	0	-1570.28	-1572.84	2.55901	0.257275	0.176995	0.08028004	0.176995
4163	0	-1569.91	-1572.14	2.23138	0.3002413	0.2311183	0.06912297	0.2311183
4164	0	-1569.85	-1572.13	2.27846	0.2821154	0.1898317	0.09228369	0.1898317
4165	0	-1570.05	-1572.07	2.02504	0.3211089	0.2381332	0.08297571	0.2381332
4166	0	-1570.41	-1572.58	2.17156	0.3070996	0.2450954	0.06200419	0.2450954
4167	0	-1570.17	-1572.24	2.07428	0.3067792	0.2144633	0.09231595	0.2144633
4168	0	-1569.62	-1571.95	2.32893	0.2833164	0.2014608	0.08185569	0.2014608
4169	0	-1570.88	-1573.51	2.63245	0.2413078	0.1458742	0.0954336	0.1458742
4170	0	-1570.19	-1572.73	2.54511	0.2571935	0.1733439	0.08384956	0.1733439
4171	0	-1571.98	-1573.68	1.701	0.3765463	0.3111454	0.0654009	0.3111454
4172	0	-1569.97	-1572.03	2.05398	0.3227651	0.2489274	0.07383774	0.2489274
4173	0	-1572.54	-1574.2	1.65667	0.3770645	0.3225104	0.05455413	0.3225104
4174	0	-1571.3	-1573.53	2.23061	0.272092	0.1617167	0.1103753	0.1617167
4175	0	-1569.88	-1572.3	2.4213	0.27482	0.1986243	0.07619571	0.1986243
4176	0	-1569.76	-1571.91	2.14583	0.3102699	0.2360809	0.07418903	0.2360809
4177	0	-1570.33	-1572.45	2.12699	0.3135871	0.2504983	0.06308877	0.2504983
4178	0	-1570.06	-1572.08	2.01842	0.3268737	0.2513836	0.0754901	0.2513836
4179	0	-1570	-1572.23	2.23202	0.2855892	0.1908956	0.0946936	0.1908956
4180	0	-1569.88	-1572.26	2.379	0.2713087	0.1800461	0.09126261	0.1800461
4181	0	-1572.29	-1574.6	2.30905	0.2795238	0.2271893	0.0523345	0.2271893
4182	0	-1570.17	-1572.17	2.00353	0.3221125	0.236833	0.08527951	0.236833
4183	0	-1570.06	-1572.27	2.21262	0.2871725	0.1916621	0.09551039	0.1916621
4184	0	-1571.15	-1573.29	2.14497	0.3057081	0.2502006	0.05550752	0.2502006
4185	0	-1570.01	-1572.09	2.07957	0.3093269	0.2206311	0.08869588	0.2206311
4186	0	-1571.41	-1573.34	1.93229	0.3136165	0.2105187	0.1030978	0.2105187
4187	0	-1572.79	-1574.63	1.83779	0.327029	0.2823279	0.04470104	0.2823279
4188	0	-1571.4	-1573.29	1.89084	0.3219477	0.2217111	0.1002366	0.2217111
4189	0	-1569.74	-1571.89	2.14864	0.3095772	0.2345974	0.07497975	0.2345974
4190	0	-1569.86	-1572.31	2.45119	0.2675111	0.1831402	0.08437085	0.1831402
4191	0	-1571.15	-1573.46	2.3173	0.2639963	0.1549081	0.1090882	0.1549081
4192	0	-1569.63	-1571.94	2.31619	0.2864131	0.2074642	0.07894887	0.2074642
4193	0	-1570.3	-1572.76	2.45361	0.2722094	0.2020261	0.07018326	0.2020261
4194	0	-1571.52	-1573.43	1.91195	0.3359085	0.2826476	0.05326081	0.2826476
4195	0	-1570.55	-1572.6	2.04783	0.3238915	0.2625712	0.06132026	0.2625712
4196	0	-1569.74	-1572.07	2.33047	0.2786473	0.1898437	0.08880364	0.1898437
4197	0	-1570.64	-1573.18	2.53885	0.2490807	0.1508055	0.09827519	0.1508055
4198	0	-1570.96	-1573.36	2.4071	0.2568296	0.1504746	0.106355	0.1504746
4199	0	-1570.24	-1572.68	2.43797	0.2610218	0.1645631	0.09645867	0.1645631
4200	0	-1569.63	-1571.86	2.23127	0.2980061	0.221091	0.0769151	0.221091
4201	0	-1569.88	-1572.21	2.33378	0.2867953	0.2152198	0.07157552	0.2152198
4202	0	-1571.71	-1573.46	1.7496	0.3533923	0.2644132	0.08897912	0.2644132
4203	0	-1570.21	-1572.21	2.00222	0.3310295	0.2603695	0.07065998	0.2603695
4204	0	-1569.93	-1572	2.06895	0.3206728	0.246711	0.07396182	0.246711
4205	0	-1570.46	-1572.38	1.92247	0.3370679	0.2567159	0.08035208	0.2567159
4206	0	-1569.73	-1571.87	2.14245	0.3056455	0.2224671	0.08317842	0.2224671
4207	0	-1570.22	-1572.77	2.55096	0.2557384	0.1703261	0.08541226	0.1703261
4208	0	-1569.9	-1572.1	2.19998	0.3043585	0.2351354	0.06922305	0.2351354
4209	0	-1569.69	-1571.91	2.22676	0.2923651	0.2053997	0.08696532	0.2053997
4210	0	-1570.26	-1572.49	2.23447	0.2994397	0.2352562	0.06418346	0.2352562
4211	0	-1570.06	-1572.24	2.17816	0.3073137	0.2407913	0.06652245	0.2407913
4212	0	-1570.19	-1572.26	2.06803	0.3223365	0.2558304	0.0665061	0.2558304
4213	0	-1573.12	-1576.04	2.91674	0.2117583	0.1120386	0.09971963	0.1120386
4214	0	-1571.35	-1573.25	1.90214	0.3401754	0.2848189	0.0553565	0.2848189
4215	0	-1572.08	-1574.06	1.9848	0.2976406	0.1853972	0.1122434	0.1853972
4216	0	-1569.77	-1572.15	2.38042	0.2734466	0.1855089	0.08793774	0.1855089
4217	0	-1571.23	-1573.5	2.2728	0.2899662	0.2331322	0.05683407	0.2331322
4218	0	-1570.92	-1573.42	2.50527	0.2657589	0.1995382	0.06622076	0.1995382
4219	0	-1570.04	-1572.47	2.4209	0.2650276	0.1715406	0.09348702	0.1715406
4220	0	-1572.51	-1575.4	2.88307	0.2202695	0.1324703	0.08779915	0.1324703
4221	0	-1570.03	-1572.1	2.07901	0.3089947	0.2198308	0.08916395	0.2198308
4222	0	-1570.39	-1572.9	2.50209	0.254327	0.1581044	0.09622261	0.1581044
4223	0	-1570.47	-1572.44	1.96518	0.3368668	0.2701919	0.06667494	0.2701919
4224	0	-1570.38	-1572.36	1.9805	0.3346243	0.2668904	0.06773391	0.2668904
4225	0	-1571.9	-1573.64	1.74418	0.3666013	0.3089351	0.05766614	0.3089351
4226	0	-1569.76	-1571.9	2.13717	0.3110631	0.2360151	0.07504809	0.2360151
4227	0	-1570.18	-1572.38	2.20263	0.3038227	0.2389552	0.06486746	0.2389552
4228	0	-1570.74	-1573.4	2.6545	0.2448028	0.1599506	0.08485229	0.1599506
4229	0	-1572.5	-1574.19	1.68564	0.3669934	0.3158111	0.05118237	0.3158111
4230	0	-1570.77	-1572.64	1.87482	0.3493012	0.2786542	0.07064702	0.2786542
4231	0	-1569.79	-1571.92	2.1288	0.3124372	0.2380178	0.07441939	0.2380178
4232	0	-1569.68	-1571.85	2.16617	0.30626	0.2290877	0.07717234	0.2290877
4233	0	-1570.18	-1572.61	2.4355	0.2743236	0.203267	0.07105658	0.203267
4234	0	-1569.7	-1572.01	2.30213	0.2824092	0.1942097	0.08819955	0.1942097
4235	0	-1570.12	-1572.34	2.21354	0.3025071	0.2368432	0.06566387	0.2368432
4236	0	-1570.48	-1572.43	1.9524	0.3261231	0.2377135	0.0884096	0.2377135
4237	0	-1570.59	-1572.91	2.31933	0.2685685	0.1652905	0.103278	0.1652905
4238	0	-1570.29	-1572.37	2.08006	0.303481	0.2083836	0.09509746	0.2083836
4239	0	-1571.39	-1574.07	2.68278	0.233726	0.1340501	0.09967585	0.1340501
4240	0	-1572.64	-1574.32	1.67912	0.3531548	0.2554983	0.09765651	0.2554983
4241	0	-1570.41	-1572.69	2.28518	0.2740859	0.172937	0.1011489	0.172937
4242	0	-1569.66	-1571.83	2.17409	0.3045166	0.225984	0.07853255	0.225984
4243	0	-1571.7	-1573.85	2.15153	0.3002752	0.2480503	0.0522249	0.2480503
4244	0	-1569.97	-1572.02	2.04858	0.323018	0.2480871	0.07493093	0.2480871
4245	0	-1569.78	-1571.91	2.13117	0.3121326	0.2377378	0.07439482	0.2377378
4246	0	-1569.66	-1571.97	2.30698	0.2831424	0.1968152	0.08632719	0.1968152
4247	0	-1570.7	-1573.33	2.63314	0.2441137	0.1535808	0.09053295	0.1535808
4248	0	-1569.6	-1571.89	2.28929	0.2885356	0.2073696	0.08116599	0.2073696
4249	0	-1570.83	-1573.43	2.59838	0.2434636	0.1459287	0.09753488	0.1459287
4250	0	-1570.26	-1572.39	2.12954	0.2960596	0.1994488	0.09661083	0.1994488
4251	0	-1570.07	-1572.11	2.04389	0.3250924	0.2539531	0.0711394	0.2539531
4252	0	-1570.53	-1572.52	1.99032	0.3329198	0.2692409	0.06367883	0.2692409
4253	0	-1570.6	-1572.82	2.21824	0.2798552	0.1767327	0.1031225	0.1767327
4254	0	-1570.02	-1572.3	2.27736	0.2943139	0.2265044	0.06780956	0.2265044
4255	0	-1573.36	-1574.9	1.53893	0.397851	0.3218948	0.07595615	0.3218948
4256	0	-1569.63	-1571.89	2.26365	0.2892519	0.2042333	0.08501865	0.2042333
4257	0	-1569.86	-1572.15	2.29006	0.2924571	0.2216556	0.07080146	0.2216556
4258	0	-1569.79	-1571.93	2.13875	0.3036961	0.2172709	0.08642514	0.2172709
4259	0	-1571.32	-1574.04	2.71283	0.241238	0.1636193	0.07761872	0.1636193
4260	0	-1570.04	-1572.12	2.08161	0.3203063	0.2511195	0.06918682	0.2511195
4261	0	-1569.94	-1572.14	2.19666	0.2912077	0.1982142	0.09299349	0.1982142
4262	0	-1569.81	-1571.99	2.17881	0.2963634	0.2069858	0.08937754	0.2069858
4263	0	-1569.9	-1571.99	2.09872	0.3085283	0.2217955	0.08673285	0.2217955
4264	0	-1570.79	-1572.96	2.16361	0.2848058	0.1803387	0.1044671	0.1803387
4265	0	-1570.48	-1573.04	2.55649	0.2498749	0.1555878	0.0942871	0.1555878
4266	0	-1570.3	-1572.82	2.5261	0.2627211	0.1873496	0.07537154	0.1873496
4267	0	-1571	-1572.84	1.83652	0.3552256	0.2855031	0.06972249	0.2855031
4268	0	-1571.58	-1573.95	2.37077	0.2556841	0.1430741	0.11261	0.1430741
4269	0	-1573.52	-1576.31	2.79152	0.214493	0.09867162	0.1158214	0.09867162
4270	0	-1570.13	-1572.59	2.45544	0.2716267	0.1987138	0.07291294	0.1987138
4271	0	-1570.34	-1572.86	2.51579	0.2540868	0.1596591	0.09442769	0.1596591
4272	0	-1571.17	-1573	1.82474	0.3575145	0.2921307	0.06538382	0.2921307
4273	0	-1570.09	-1572.54	2.44998	0.2620358	0.1688457	0.09319008	0.1688457
4274	0	-1571.01	-1572.84	1.82968	0.3484576	0.2660448	0.08241286	0.2660448
4275	0	-1569.66	-1571.9	2.24344	0.2970864	0.2216343	0.07545212	0.2216343
4276	0	-1569.67	-1572.03	2.3635	0.279683	0.1987855	0.08089742	0.1987855
4277	0	-1570.44	-1572.86	2.42525	0.2756368	0.2083397	0.06729707	0.2083397
4278	0	-1570.77	-1573.07	2.30476	0.2684249	0.1630748	0.1053501	0.1630748
4279	0	-1569.67	-1571.85	2.1868	0.3038239	0.2271404	0.07668349	0.2271404
4280	0	-1569.64	-1571.9	2.26253	0.2942379	0.2177609	0.07647695	0.2177609
4281	0	-1572.71	-1574.96	2.25015	0.2821406	0.2326163	0.04952428	0.2326163
4282	0	-1569.79	-1571.91	2.11871	0.3081089	0.22413	0.08397891	0.22413
4283	0	-1569.88	-1572.06	2.17615	0.3074421	0.2376325	0.06980952	0.2376325
4284	0	-1570.72	-1573.36	2.64531	0.2470786	0.1651611	0.08191751	0.1651611
4285	0	-1570.03	-1572.17	2.13369	0.3133324	0.2458134	0.06751902	0.2458134
4286	0	-1569.71	-1572.03	2.32083	0.2802177	0.1920376	0.08818014	0.1920376
4287	0	-1569.86	-1571.95	2.08521	0.317911	0.2426694	0.07524161	0.2426694
4288	0	-1569.8	-1571.92	2.12422	0.3130946	0.2387899	0.07430476	0.2387899
4289	0	-1569.83	-1571.95	2.11984	0.3140709	0.2407934	0.0732775	0.2407934
4290	0	-1569.91	-1572.31	2.39969	0.2690169	0.177822	0.09119486	0.177822
4291	0	-1570.19	-1572.36	2.1679	0.2914319	0.1947632	0.09666871	0.1947632
4292	0	-1569.78	-1571.89	2.10532	0.3133023	0.2344503	0.07885202	0.2344503
4293	0	-1570.28	-1572.38	2.09996	0.3003992	0.2046114	0.09578772	0.2046114
4294	0	-1570.08	-1572.1	2.01821	0.3216079	0.2381052	0.08350269	0.2381052
4295	0	-1571.24	-1573.32	2.08233	0.2913944	0.1840974	0.107297	0.1840974
4296	0	-1569.82	-1572.09	2.27103	0.2837014	0.1923304	0.09137099	0.1923304
4297	0	-1570.36	-1572.93	2.5748	0.2553819	0.1748	0.08058184	0.1748
4298	0	-1570.86	-1573.35	2.48703	0.2678889	0.202018	0.06587087	0.202018
4299	0	-1571.26	-1573.98	2.71552	0.2342425	0.1410868	0.09315577	0.1410868
4300	0	-1569.75	-1571.87	2.11851	0.310679	0.2303829	0.0802961	0.2303829
4301	0	-1570.15	-1572.67	2.51976	0.2623432	0.1836004	0.0787428	0.1836004
4302	0	-1569.75	-1572.1	2.34544	0.2844542	0.2094605	0.07499368	0.2094605
4303	0	-1570.19	-1572.27	2.07863	0.3055995	0.2125899	0.09300953	0.2125899
4304	0	-1570.32	-1572.83	2.51016	0.2650107	0.1914587	0.07355199	0.1914587
4305	0	-1570.17	-1572.16	1.98885	0.3311553	0.2560493	0.07510594	0.2560493
4306	0	-1569.65	-1571.83	2.18834	0.3003912	0.2180583	0.08233289	0.2180583
4307	0	-1569.93	-1572.06	2.12388	0.302753	0.2128928	0.08986024	0.2128928
4308	0	-1571.14	-1573.04	1.90145	0.3431762	0.2848842	0.05829197	0.2848842
4309	0	-1569.64	-1571.88	2.23156	0.2929993	0.207726	0.08527332	0.207726
4310	0	-1570.45	-1572.63	2.1827	0.3054266	0.2437911	0.06163547	0.2437911
4311	0	-1570.14	-1572.64	2.50048	0.2653622	0.1888509	0.07651128	0.1888509
4312	0	-1569.76	-1571.87	2.11537	0.3117104	0.2324097	0.07930073	0.2324097
4313	0	-1571.15	-1573.08	1.93271	0.337293	0.2804277	0.05686523	0.2804277
4314	0	-1569.74	-1572.11	2.36354	0.2754783	0.1876592	0.08781909	0.1876592
4315	0	-1570.75	-1573.35	2.60856	0.2533381	0.1781572	0.07518089	0.1781572
4316	0	-1571.26	-1573.43	2.16537	0.3022435	0.2473053	0.05493826	0.2473053
4317	0	-1569.95	-1572.39	2.44082	0.2725775	0.196647	0.07593055	0.196647
4318	0	-1570.02	-1572.05	2.0305	0.3208936	0.2385922	0.08230143	0.2385922
4319	0	-1569.65	-1571.83	2.18781	0.3029404	0.2247602	0.07818023	0.2247602
4320	0	-1571.91	-1574.61	2.69365	0.229013	0.1232581	0.1057548	0.1232581
4321	0	-1570.42	-1572.41	1.99408	0.3327013	0.2669876	0.06571372	0.2669876
4322	0	-1570.29	-1572.35	2.06274	0.306583	0.2125037	0.09407932	0.2125037
4323	0	-1572.41	-1574.93	2.52103	0.2594781	0.2017854	0.05769265	0.2017854
4324	0	-1570.12	-1572.64	2.51629	0.2626354	0.1836205	0.0790149	0.1836205
4325	0	-1570.54	-1573	2.46118	0.255855	0.1557001	0.1001549	0.1557001
4326	0	-1569.87	-1572.25	2.37802	0.2714899	0.1803266	0.09116334	0.1803266
4327	0	-1569.95	-1572.43	2.47979	0.2640211	0.1792298	0.08479134	0.1792298
4328	0	-1570.2	-1572.74	2.54207	0.2557953	0.1687037	0.0870916	0.1687037
4329	0	-1569.98	-1572.39	2.41013	0.2770553	0.2039488	0.07310651	0.2039488
4330	0	-1569.96	-1572.13	2.16659	0.2952579	0.2027693	0.09248862	0.2027693
4331	0	-1570.03	-1572.36	2.32905	0.273843	0.1784257	0.09541729	0.1784257
4332	0	-1569.73	-1571.89	2.15905	0.3018701	0.2163983	0.08547179	0.2163983
4333	0	-1569.86	-1571.94	2.0742	0.3177227	0.2393599	0.07836278	0.2393599
4334	0	-1569.79	-1572.19	2.39315	0.2780371	0.2013772	0.07665996	0.2013772
4335	0	-1570.78	-1572.69	1.91588	0.3437853	0.2797952	0.0639901	0.2797952
4336	0	-1571.52	-1573.41	1.88218	0.321794	0.220421	0.101373	0.220421
4337	0	-1570.22	-1572.28	2.06032	0.30835	0.2158396	0.09251035	0.2158396
4338	0	-1570.11	-1572.32	2.20667	0.2872201	0.1909556	0.09626454	0.1909556
4339	0	-1570.08	-1572.49	2.40792	0.265538	0.170773	0.09476494	0.170773
4340	0	-1571.2	-1573.03	1.83574	0.3554385	0.292589	0.06284952	0.292589
4341	0	-1570.4	-1572.83	2.42541	0.2602349	0.1608783	0.09935663	0.1608783
4342	0	-1570.36	-1572.56	2.19499	0.3042189	0.2415318	0.06268718	0.2415318
4343	0	-1570.05	-1572.06	2.01854	0.3260862	0.2491714	0.07691489	0.2491714
4344	0	-1573.92	-1575.75	1.82873	0.3061337	0.184972	0.1211617	0.184972
4345	0	-1569.79	-1572.16	2.36174	0.2825518	0.2078852	0.07466663	0.2078852
4346	0	-1570.89	-1573.11	2.21746	0.2771524	0.1708923	0.1062602	0.1708923
4347	0	-1569.93	-1572.36	2.43673	0.2730094	0.1969132	0.07609615	0.1969132
4348	0	-1571.65	-1574.1	2.4471	0.2695837	0.2106118	0.05897185	0.2106118
4349	0	-1571.01	-1573.16	2.14432	0.2851049	0.1786128	0.1064921	0.1786128
4350	0	-1570.15	-1572.41	2.26339	0.2796075	0.1821092	0.09749827	0.1821092
4351	0	-1569.93	-1572.24	2.30824	0.2774884	0.1836997	0.09378863	0.1836997
4352	0	-1569.75	-1571.95	2.19998	0.3036543	0.2309473	0.07270697	0.2309473
4353	0	-1571.83	-1573.69	1.8576	0.3408564	0.2894806	0.05137573	0.2894806
4354	0	-1571.32	-1574.04	2.71823	0.2334301	0.1392854	0.09414467	0.1392854
4355	0	-1570.36	-1572.35	1.98856	0.3201392	0.2304232	0.08971603	0.2304232
4356	0	-1570.27	-1572.74	2.4719	0.269857	0.1981519	0.07170511	0.1981519
4357	0	-1569.89	-1571.95	2.06709	0.3170298	0.2361171	0.08091266	0.2361171
4358	0	-1570.48	-1572.87	2.38883	0.2798922	0.2144005	0.06549165	0.2144005
4359	0	-1569.65	-1571.89	2.23304	0.2925241	0.206836	0.08568813	0.206836
4360	0	-1570.81	-1572.89	2.07642	0.2968817	0.1944793	0.1024024	0.1944793
4361	0	-1569.62	-1571.86	2.23617	0.2931817	0.2089945	0.08418726	0.2089945
4362	0	-1570.97	-1573.65	2.68111	0.2436462	0.1628423	0.08080393	0.1628423
4363	0	-1570.35	-1572.93	2.57833	0.2519715	0.1651073	0.08686421	0.1651073
4364	0	-1569.62	-1571.85	2.22788	0.2981646	0.2206742	0.07749047	0.2206742
4365	0	-1570.51	-1572.53	2.01522	0.3114864	0.2163237	0.09516271	0.2163237
4366	0	-1569.7	-1571.98	2.28716	0.2842751	0.1962005	0.08807452	0.1962005
4367	0	-1570.38	-1572.39	2.00548	0.3160147	0.2242489	0.09176577	0.2242489
4368	0	-1569.98	-1572.18	2.20229	0.3041347	0.2363875	0.0677472	0.2363875
4369	0	-1570.2	-1572.34	2.14182	0.2950547	0.198956	0.09609862	0.198956
4370	0	-1570.61	-1572.86	2.24542	0.2966331	0.2358025	0.06083056	0.2358025
4371	0	-1569.79	-1572.2	2.40236	0.2765955	0.1990792	0.07751628	0.1990792
4372	0	-1570.6	-1572.5	1.89865	0.3393889	0.2577523	0.08163662	0.2577523
4373	0	-1571.05	-1572.87	1.82478	0.3488209	0.2660278	0.08279305	0.2660278
4374	0	-1570.15	-1572.14	1.98911	0.3291015	0.2505221	0.07857933	0.2505221
4375	0	-1571.08	-1573.01	1.93216	0.3183746	0.2196928	0.09868176	0.2196928
4376	0	-1571.91	-1574.68	2.76289	0.2258122	0.1257773	0.1000349	0.1257773
4377	0	-1569.96	-1572.25	2.29883	0.291512	0.222231	0.06928107	0.222231
4378	0	-1570.61	-1572.78	2.17153	0.3060663	0.2460248	0.06004155	0.2460248
4379	0	-1569.92	-1572.38	2.45168	0.2706651	0.1929773	0.07768778	0.1929773
4380	0	-1569.81	-1572.21	2.40308	0.2767422	0.1998213	0.07692094	0.1998213
4381	0	-1569.63	-1571.84	2.21373	0.2997947	0.2219549	0.0778398	0.2219549
4382	0	-1569.66	-1571.88	2.21602	0.3005043	0.2248221	0.07568211	0.2248221
4383	0	-1569.96	-1572.22	2.2632	0.2822502	0.1879168	0.09433349	0.1879168
4384	0	-1569.79	-1572.17	2.37017	0.2813839	0.2062995	0.07508447	0.2062995
4385	0	-1569.68	-1571.99	2.30504	0.2827017	0.1954025	0.08729919	0.1954025
4386	0	-1569.65	-1571.89	2.23802	0.2918955	0.2061819	0.08571364	0.2061819
4387	0	-1570.05	-1572.43	2.37615	0.2688674	0.1738466	0.09502083	0.1738466
4388	0	-1571.91	-1574.4	2.48748	0.2434149	0.1297461	0.1136688	0.1297461
4389	0	-1571.87	-1574.42	2.55646	0.2383124	0.1268158	0.1114966	0.1268158
4390	0	-1570.4	-1572.91	2.51249	0.2649294	0.1924589	0.07247046	0.1924589
4391	0	-1569.68	-1571.86	2.18153	0.299962	0.2157486	0.08421337	0.2157486
4392	0	-1569.88	-1572.27	2.39014	0.2703487	0.1795147	0.09083399	0.1795147
4393	0	-1571.71	-1574.01	2.29297	0.2624225	0.1483519	0.1140706	0.1483519
4394	0	-1569.85	-1571.97	2.12228	0.3140239	0.2415766	0.07244727	0.2415766
4395	0	-1569.82	-1572.12	2.30652	0.2901445	0.218151	0.07199345	0.218151
4396	0	-1569.76	-1571.91	2.15322	0.3021713	0.216131	0.08604031	0.216131
4397	0	-1572.94	-1574.97	2.0269	0.284971	0.1647447	0.1202262	0.1647447
4398	0	-1570.41	-1572.34	1.93213	0.3367196	0.257747	0.07897264	0.257747
4399	0	-1571.43	-1573.31	1.87986	0.3433436	0.2881131	0.05523048	0.2881131
4400	0	-1570.23	-1572.78	2.54941	0.2548231	0.1674296	0.0873935	0.1674296
4401	0	-1570.17	-1572.59	2.41689	0.2766789	0.2065079	0.07017105	0.2065079
4402	0	-1571.36	-1573.17	1.81542	0.3579972	0.29661	0.06138723	0.29661
4403	0	-1571.79	-1574.59	2.79668	0.2271452	0.1358299	0.09131525	0.1358299
4404	0	-1569.95	-1572.41	2.46346	0.2690782	0.1908724	0.07820579	0.1908724
4405	0	-1570.22	-1572.69	2.46358	0.25919	0.1640413	0.09514868	0.1640413
4406	0	-1573.26	-1574.81	1.54833	0.3983484	0.3252269	0.07312151	0.3252269
4407	0	-1570.19	-1572.27	2.07788	0.3056479	0.2125887	0.09305917	0.2125887
4408	0	-1571.08	-1572.91	1.83087	0.3565119	0.2889984	0.06751354	0.2889984
4409	0	-1570.16	-1572.53	2.3755	0.2675636	0.1707309	0.09683268	0.1707309
4410	0	-1570.32	-1572.31	1.99	0.3210128	0.2324471	0.0885657	0.2324471
4411	0	-1570.53	-1572.46	1.93042	0.3307406	0.2441402	0.0866004	0.2441402
4412	0	-1570.42	-1572.38	1.95246	0.327739	0.2410993	0.08663963	0.2410993
4413	0	-1569.72	-1571.87	2.14997	0.3087648	0.2323807	0.07638404	0.2323807
4414	0	-1570.5	-1572.86	2.35269	0.2659833	0.163965	0.1020183	0.163965
4415	0	-1569.96	-1572.44	2.48249	0.2655305	0.1842562	0.08127427	0.1842562
4416	0	-1572.19	-1573.9	1.71013	0.3693043	0.3141664	0.05513787	0.3141664
4417	0	-1570.02	-1572.4	2.38422	0.2806029	0.2095593	0.0710436	0.2095593
4418	0	-1570.25	-1572.68	2.43242	0.2747991	0.2048841	0.06991503	0.2048841
4419	0	-1569.62	-1571.83	2.20355	0.2989551	0.2173732	0.08158185	0.2173732
4420	0	-1569.83	-1572.27	2.4406	0.2703862	0.1891282	0.08125805	0.1891282
4421	0	-1569.68	-1571.97	2.28457	0.2920395	0.2170298	0.07500966	0.2170298
4422	0	-1569.87	-1572.29	2.4236	0.2743127	0.1974678	0.07684495	0.1974678
4423	0	-1570.17	-1572.2	2.03711	0.3141652	0.224794	0.08937115	0.224794
4424	0	-1570.78	-1572.64	1.86659	0.3438975	0.2622736	0.08162397	0.2622736
4425	0	-1569.67	-1571.96	2.2923	0.2907802	0.2150025	0.07577777	0.2150025
4426	0	-1570.44	-1572.46	2.01386	0.329661	0.2655373	0.06412364	0.2655373
4427	0	-1570.58	-1572.52	1.93906	0.3267348	0.2371042	0.0896306	0.2371042
4428	0	-1571.21	-1573.68	2.47153	0.2493295	0.1417157	0.1076138	0.1417157
4429	0	-1570.53	-1572.88	2.34556	0.2663923	0.1639256	0.1024668	0.1639256
4430	0	-1571.16	-1572.97	1.81358	0.3589347	0.2903794	0.06855533	0.2903794
4431	0	-1571.66	-1573.41	1.75178	0.3544118	0.2666781	0.08773367	0.2666781
4432	0	-1569.77	-1572.01	2.23909	0.2886014	0.1986496	0.08995182	0.1986496
4433	0	-1571.03	-1573.1	2.06217	0.2964475	0.1919011	0.1045463	0.1919011
4434	0	-1569.9	-1571.97	2.07028	0.3198931	0.2445858	0.07530731	0.2445858
4435	0	-1571.16	-1573.37	2.2179	0.296744	0.2404048	0.05633911	0.2404048
4436	0	-1571.03	-1572.85	1.82083	0.3549417	0.2794647	0.07547703	0.2794647
4437	0	-1569.6	-1571.84	2.24001	0.2944862	0.2130725	0.0814137	0.2130725
4438	0	-1570.45	-1572.49	2.03978	0.3257071	0.2626661	0.06304099	0.2626661
4439	0	-1570.9	-1572.84	1.93229	0.3400304	0.279656	0.06037437	0.279656
4440	0	-1571.39	-1573.99	2.59271	0.2555138	0.1887662	0.06674759	0.1887662
4441	0	-1570.34	-1572.31	1.97147	0.3355402	0.2655359	0.07000433	0.2655359
4442	0	-1569.92	-1572.3	2.37398	0.2709316	0.1783621	0.09256952	0.1783621
4443	0	-1570.06	-1572.08	2.01999	0.3221047	0.2395503	0.08255442	0.2395503
4444	0	-1571.07	-1573.67	2.59951	0.2549961	0.1849077	0.07008838	0.1849077
4445	0	-1570.26	-1572.71	2.4478	0.2728913	0.2024167	0.07047464	0.2024167
4446	0	-1569.65	-1571.89	2.23839	0.2975506	0.2216595	0.07589106	0.2216595
4447	0	-1570.4	-1572.75	2.34286	0.2855437	0.2207271	0.06481658	0.2207271
4448	0	-1570.3	-1572.83	2.5239	0.2541827	0.1612175	0.09296523	0.1612175
4449	0	-1571.09	-1573.7	2.61381	0.2400743	0.1396737	0.1004006	0.1396737
4450	0	-1570.86	-1572.71	1.85813	0.3434019	0.2598082	0.08359367	0.2598082
4451	0	-1569.77	-1571.96	2.19892	0.3039027	0.2315808	0.0723219	0.2315808
4452	0	-1569.87	-1572.07	2.20211	0.291728	0.2001412	0.09158681	0.2001412
4453	0	-1570.07	-1572.13	2.06033	0.3231683	0.2535466	0.06962165	0.2535466
