Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
1284	0	-1569.96	-1572.33	2.36542	0.2711377	0.177542	0.09359566	0.177542
1285	0	-1570.35	-1572.3	1.94873	0.3319452	0.2496561	0.08228914	0.2496561
1286	0	-1570.92	-1573.46	2.54634	0.261139	0.1927876	0.06835139	0.1927876
1287	0	-1569.95	-1572.43	2.47601	0.2636438	0.1774449	0.08619888	0.1774449
1288	0	-1574.09	-1576.56	2.47573	0.2342554	0.1052483	0.1290071	0.1052483
1289	0	-1570.01	-1572.41	2.40509	0.2668912	0.1735582	0.09333294	0.1735582
1290	0	-1569.94	-1572.24	2.30392	0.2908339	0.2211921	0.0696418	0.2211921
1291	0	-1572.97	-1574.59	1.62376	0.364349	0.2694039	0.09494514	0.2694039
1292	0	-1569.85	-1571.94	2.08812	0.3174409	0.2420311	0.07540982	0.2420311
1293	0	-1570.38	-1572.62	2.23494	0.2801959	0.1796025	0.1005934	0.1796025
1294	0	-1569.83	-1571.99	2.15967	0.299138	0.2102745	0.08886344	0.2102745
1295	0	-1570.78	-1572.9	2.12047	0.2907913	0.1874273	0.1033639	0.1874273
1296	0	-1570.11	-1572.11	2.00422	0.3249432	0.2433497	0.08159353	0.2433497
1297	0	-1569.86	-1572.21	2.34425	0.2853538	0.2131036	0.07225018	0.2131036
1298	0	-1570.34	-1572.44	2.09985	0.3173539	0.2541757	0.06317814	0.2541757
1299	0	-1570.01	-1572.38	2.37138	0.26988	0.175498	0.09438205	0.175498
1300	0	-1571.03	-1573.47	2.43605	0.2730508	0.2105667	0.06248409	0.2105667
1301	0	-1569.69	-1571.85	2.15605	0.3071341	0.2291169	0.07801721	0.2291169
1302	0	-1570.96	-1573.13	2.1744	0.3034158	0.2462646	0.05715123	0.2462646
1303	0	-1570.78	-1573.44	2.65948	0.2434957	0.1570203	0.08647543	0.1570203
1304	0	-1570.1	-1572.17	2.06898	0.3221485	0.2538018	0.06834667	0.2538018
1305	0	-1570.33	-1572.67	2.33064	0.2871865	0.2219912	0.06519526	0.2219912
1306	0	-1570.17	-1572.53	2.35954	0.2689809	0.1717012	0.09727975	0.1717012
1307	0	-1571.85	-1574.51	2.66403	0.2474262	0.180021	0.06740522	0.180021
1308	0	-1569.87	-1571.94	2.07095	0.3181179	0.2396921	0.07842585	0.2396921
1309	0	-1570.06	-1572.08	2.01267	0.3250197	0.2451358	0.07988395	0.2451358
1310	0	-1571.9	-1573.69	1.78903	0.3544217	0.3011649	0.05325681	0.3011649
1311	0	-1569.91	-1572.36	2.45685	0.2654188	0.1785721	0.08684666	0.1785721
1312	0	-1569.73	-1571.87	2.14356	0.305339	0.221927	0.08341197	0.221927
1313	0	-1570.95	-1573.12	2.17022	0.2823731	0.1760775	0.1062956	0.1760775
1314	0	-1570.37	-1572.41	2.04234	0.3256574	0.2614191	0.06423823	0.2614191
1315	0	-1570.42	-1572.35	1.9286	0.3379495	0.2600633	0.07788616	0.2600633
1316	0	-1570.76	-1572.63	1.86522	0.3459628	0.2667237	0.07923917	0.2667237
1317	0	-1569.83	-1571.98	2.14389	0.3017005	0.2135782	0.08812222	0.2135782
1318	0	-1569.79	-1571.89	2.10425	0.3124746	0.2320698	0.08040487	0.2320698
1319	0	-1569.91	-1572.34	2.43003	0.2737957	0.1976605	0.07613519	0.1976605
1320	0	-1571.15	-1573.47	2.32484	0.2632012	0.1541056	0.1090956	0.1541056
1321	0	-1569.79	-1572.21	2.41197	0.2750188	0.1964734	0.07854548	0.1964734
1322	0	-1570.33	-1572.29	1.95802	0.3296919	0.2461834	0.08350847	0.2461834
1323	0	-1570.75	-1573.38	2.63076	0.2501256	0.1722262	0.07789945	0.1722262
1324	0	-1570.03	-1572.2	2.17672	0.3075342	0.2404116	0.06712261	0.2404116
1325	0	-1569.86	-1572.18	2.32306	0.2770071	0.1848029	0.09220421	0.1848029
1326	0	-1570.98	-1573.66	2.68009	0.2388188	0.1474831	0.09133577	0.1474831
1327	0	-1573.09	-1575.25	2.15587	0.2686702	0.1453748	0.1232954	0.1453748
1328	0	-1570.26	-1572.63	2.37189	0.2822602	0.2150007	0.06725953	0.2150007
1329	0	-1569.68	-1572.05	2.37092	0.2777911	0.1950553	0.08273582	0.1950553
1330	0	-1569.75	-1571.87	2.1225	0.309225	0.2275069	0.08171813	0.2275069
1331	0	-1570.12	-1572.12	2.00393	0.3245009	0.2422686	0.08223233	0.2422686
1332	0	-1569.73	-1572.13	2.39862	0.2749947	0.1931278	0.08186689	0.1931278
1333	0	-1569.97	-1572.45	2.48754	0.2640764	0.1810295	0.0830469	0.1810295
1334	0	-1571.99	-1574.54	2.55321	0.2378419	0.1251837	0.1126582	0.1251837
1335	0	-1572.14	-1574.5	2.36043	0.2531839	0.1360022	0.1171817	0.1360022
1336	0	-1570.97	-1572.87	1.89631	0.328347	0.2347031	0.09364395	0.2347031
1337	0	-1569.7	-1571.86	2.15443	0.304298	0.2213784	0.08291957	0.2213784
1338	0	-1570.65	-1573.27	2.6176	0.2451274	0.1535332	0.09159421	0.1535332
1339	0	-1570.33	-1572.64	2.30629	0.2725871	0.1724509	0.1001362	0.1724509
1340	0	-1570.2	-1572.69	2.48993	0.2672375	0.1929969	0.07424062	0.1929969
1341	0	-1571.96	-1574.28	2.31756	0.2807669	0.226826	0.05394087	0.226826
1342	0	-1570.9	-1572.75	1.84661	0.3528358	0.2805773	0.07225845	0.2805773
1343	0	-1571.98	-1573.68	1.69918	0.365834	0.2817903	0.08404364	0.2817903
1344	0	-1570.12	-1572.43	2.30312	0.2753568	0.1781708	0.09718596	0.1781708
1345	0	-1573.73	-1576.71	2.97466	0.2061332	0.105403	0.1007301	0.105403
1346	0	-1569.86	-1572.16	2.29623	0.2799661	0.1875778	0.09238829	0.1875778
1347	0	-1571.25	-1573.07	1.81199	0.3594215	0.2943628	0.06505867	0.2943628
1348	0	-1569.8	-1572.05	2.25216	0.297217	0.2258592	0.07135788	0.2258592
1349	0	-1571.11	-1573.7	2.58688	0.2564318	0.1875306	0.06890118	0.1875306
1350	0	-1569.73	-1571.86	2.13085	0.3093576	0.2295184	0.07983923	0.2295184
1351	0	-1570.31	-1572.69	2.37553	0.2657267	0.1665185	0.0992082	0.1665185
1352	0	-1571.27	-1573.94	2.67136	0.2466023	0.173026	0.07357621	0.173026
1353	0	-1573.33	-1576.29	2.95694	0.2102559	0.1152113	0.09504462	0.1152113
1354	0	-1570.12	-1572.44	2.3187	0.2737542	0.1767549	0.09699925	0.1767549
1355	0	-1570.55	-1573.03	2.48222	0.2687889	0.2000498	0.06873904	0.2000498
1356	0	-1571	-1572.97	1.96731	0.3329096	0.2753227	0.05758688	0.2753227
1357	0	-1571.36	-1573.13	1.77138	0.3626798	0.2878935	0.0747863	0.2878935
1358	0	-1570.75	-1573.4	2.64923	0.2431908	0.1540356	0.08915512	0.1540356
1359	0	-1570.72	-1572.73	2.01125	0.3283955	0.268357	0.06003847	0.268357
1360	0	-1571.32	-1573.87	2.54418	0.2607735	0.1959689	0.0648046	0.1959689
1361	0	-1569.8	-1572.07	2.27547	0.2835425	0.1926404	0.09090213	0.1926404
1362	0	-1569.65	-1571.96	2.319	0.2823953	0.1970955	0.08529985	0.1970955
1363	0	-1570.71	-1572.59	1.87726	0.347714	0.2740504	0.07366357	0.2740504
1364	0	-1571.29	-1573.07	1.78183	0.3608357	0.2855805	0.07525521	0.2855805
1365	0	-1569.69	-1572.07	2.37712	0.2782968	0.1978735	0.08042323	0.1978735
1366	0	-1569.91	-1572.36	2.44769	0.265615	0.1774194	0.08819558	0.1774194
1367	0	-1569.83	-1571.95	2.11445	0.3072137	0.221347	0.08586673	0.221347
1368	0	-1570.79	-1573.35	2.56405	0.2459317	0.1468205	0.09911125	0.1468205
1369	0	-1571.35	-1573.19	1.84277	0.3339479	0.2389073	0.0950406	0.2389073
1370	0	-1569.73	-1571.88	2.15058	0.3038164	0.2195316	0.08428483	0.2195316
1371	0	-1570.96	-1572.82	1.86343	0.3377935	0.2490506	0.08874288	0.2490506
1372	0	-1570.64	-1573.04	2.40751	0.2595188	0.1567145	0.1028042	0.1567145
1373	0	-1570.74	-1572.62	1.88059	0.3396502	0.2553604	0.08428971	0.2553604
1374	0	-1571.79	-1574.57	2.78394	0.2330334	0.1530458	0.07998767	0.1530458
1375	0	-1569.7	-1572.08	2.3822	0.2758952	0.1921832	0.08371204	0.1921832
1376	0	-1570.25	-1572.32	2.06425	0.3070409	0.2136512	0.09338971	0.2136512
1377	0	-1572.73	-1574.51	1.77664	0.327182	0.2188757	0.1083063	0.2188757
1378	0	-1570.23	-1572.31	2.08072	0.320482	0.2551215	0.06536053	0.2551215
1379	0	-1570.97	-1572.81	1.84108	0.3545142	0.2846691	0.06984511	0.2846691
1380	0	-1570.14	-1572.67	2.53214	0.2580383	0.1730369	0.08500142	0.1730369
1381	0	-1570.74	-1572.64	1.90308	0.3458808	0.279363	0.06651784	0.279363
1382	0	-1573.37	-1575.13	1.75783	0.3234698	0.2100765	0.1133933	0.2100765
1383	0	-1569.6	-1571.85	2.24875	0.2926979	0.2101462	0.08255175	0.2101462
1384	0	-1571.48	-1573.67	2.19173	0.2751977	0.1636086	0.1115891	0.1636086
1385	0	-1569.69	-1571.99	2.29967	0.2830744	0.1953993	0.08767516	0.1953993
1386	0	-1570.53	-1572.48	1.94764	0.3393896	0.2725477	0.06684191	0.2725477
1387	0	-1570.55	-1572.46	1.91074	0.3432859	0.2704985	0.07278732	0.2704985
1388	0	-1570.92	-1572.86	1.93749	0.3199838	0.22347	0.09651382	0.22347
1389	0	-1570.37	-1572.5	2.12898	0.2945233	0.1961782	0.09834509	0.1961782
1390	0	-1569.73	-1571.92	2.18743	0.3050404	0.2315258	0.07351454	0.2315258
1391	0	-1570.35	-1572.32	1.97509	0.3239418	0.2364353	0.08750651	0.2364353
1392	0	-1571.62	-1573.37	1.74458	0.3695513	0.3016595	0.06789177	0.3016595
1393	0	-1569.75	-1572.12	2.36927	0.2809785	0.2044408	0.07653772	0.2044408
1394	0	-1571.11	-1573.82	2.70958	0.2374499	0.1492975	0.08815243	0.1492975
1395	0	-1571.08	-1573.48	2.3915	0.2776825	0.217006	0.06067646	0.217006
1396	0	-1569.95	-1572.17	2.22641	0.3009369	0.2324977	0.06843916	0.2324977
1397	0	-1570.21	-1572.27	2.05985	0.3087046	0.2165138	0.09219077	0.2165138
1398	0	-1569.71	-1571.88	2.1726	0.3064377	0.2314769	0.07496075	0.2314769
1399	0	-1569.98	-1572.22	2.24489	0.2842548	0.1897661	0.09448871	0.1897661
1400	0	-1570.09	-1572.11	2.02542	0.3272454	0.2548313	0.07241411	0.2548313
1401	0	-1570.26	-1572.26	1.99356	0.3324358	0.2625402	0.06989563	0.2625402
1402	0	-1572.29	-1575.14	2.85107	0.2252556	0.1423959	0.08285973	0.1423959
1403	0	-1569.99	-1572.04	2.05341	0.3230795	0.2498321	0.07324737	0.2498321
1404	0	-1569.65	-1571.91	2.26402	0.2884037	0.2022242	0.08617952	0.2022242
1405	0	-1570.66	-1573.07	2.40867	0.2771822	0.2126611	0.06452117	0.2126611
1406	0	-1570.93	-1572.79	1.85753	0.3404347	0.2535536	0.08688105	0.2535536
1407	0	-1570.97	-1573.15	2.18556	0.2802945	0.1735988	0.1066957	0.1735988
1408	0	-1570.64	-1573.24	2.59611	0.2458907	0.1518441	0.09404653	0.1518441
1409	0	-1573.78	-1575.66	1.88036	0.2993266	0.1772936	0.122033	0.1772936
1410	0	-1570.33	-1572.9	2.57082	0.2557907	0.1751201	0.08067065	0.1751201
1411	0	-1569.68	-1571.96	2.28062	0.2925349	0.2175155	0.07501935	0.2175155
1412	0	-1569.86	-1571.98	2.12398	0.3139133	0.2418528	0.0720605	0.2418528
1413	0	-1569.63	-1571.85	2.22072	0.2951326	0.2110053	0.08412729	0.2110053
1414	0	-1569.85	-1572.21	2.36298	0.282756	0.2093408	0.0734152	0.2093408
1415	0	-1569.84	-1572.28	2.445	0.2685889	0.1848754	0.08371346	0.1848754
1416	0	-1569.65	-1571.96	2.31069	0.2878969	0.2106839	0.07721294	0.2106839
1417	0	-1571.61	-1573.35	1.7384	0.3643813	0.2851023	0.07927895	0.2851023
1418	0	-1572.91	-1574.5	1.58809	0.3858956	0.3051712	0.08072447	0.3051712
1419	0	-1570.76	-1572.71	1.9494	0.3382366	0.2763958	0.06184084	0.2763958
1420	0	-1570.57	-1572.67	2.1024	0.3157433	0.2553857	0.06035762	0.2553857
1421	0	-1570.46	-1572.5	2.0387	0.3080157	0.2123069	0.09570875	0.2123069
1422	0	-1569.76	-1571.89	2.13114	0.3066971	0.2229668	0.08373033	0.2229668
1423	0	-1569.95	-1572.3	2.35081	0.2727702	0.1791533	0.09361693	0.1791533
1424	0	-1569.86	-1571.99	2.12717	0.3038778	0.2158594	0.08801845	0.2158594
1425	0	-1569.79	-1572.21	2.4184	0.2736655	0.1938062	0.07985928	0.1938062
1426	0	-1570.26	-1572.23	1.96923	0.3341461	0.2595432	0.07460287	0.2595432
1427	0	-1569.89	-1571.97	2.07433	0.3142152	0.2307186	0.08349662	0.2307186
1428	0	-1571.04	-1573.47	2.43446	0.2732104	0.2108088	0.06240166	0.2108088
1429	0	-1571.33	-1573.78	2.44828	0.2504219	0.1411262	0.1092956	0.1411262
1430	0	-1571.96	-1573.66	1.7035	0.3645024	0.2797681	0.08473436	0.2797681
1431	0	-1570.61	-1573.21	2.59952	0.2539373	0.1771278	0.07680953	0.1771278
1432	0	-1569.95	-1572.2	2.25162	0.28378	0.1896673	0.09411263	0.1896673
1433	0	-1570.68	-1572.97	2.29635	0.2901574	0.2289537	0.06120366	0.2289537
1434	0	-1570.39	-1572.95	2.56501	0.2575574	0.1798561	0.0777013	0.1798561
1435	0	-1569.85	-1571.94	2.09166	0.3119727	0.2284947	0.08347801	0.2284947
1436	0	-1570.93	-1572.97	2.04332	0.3005902	0.1979572	0.102633	0.1979572
1437	0	-1570.26	-1572.66	2.40034	0.2639678	0.1659817	0.09798614	0.1659817
1438	0	-1570.42	-1572.41	1.98976	0.3186067	0.2274328	0.09117387	0.2274328
1439	0	-1571.14	-1573.27	2.13735	0.3067518	0.2512456	0.05550616	0.2512456
1440	0	-1571.07	-1573.57	2.50504	0.265498	0.2005455	0.06495247	0.2005455
1441	0	-1569.7	-1571.86	2.16772	0.3065954	0.2305349	0.0760605	0.2305349
1442	0	-1569.89	-1571.97	2.08216	0.3187089	0.2443319	0.07437706	0.2443319
1443	0	-1569.73	-1572.12	2.39382	0.2763171	0.1959168	0.08040031	0.1959168
1444	0	-1569.89	-1571.96	2.07035	0.3195903	0.2436824	0.07590791	0.2436824
1445	0	-1570.33	-1572.63	2.29148	0.2920071	0.227723	0.0642841	0.227723
1446	0	-1571.34	-1573.51	2.17296	0.3007479	0.246181	0.0545669	0.246181
1447	0	-1570.15	-1572.5	2.35417	0.2845253	0.2164707	0.06805468	0.2164707
1448	0	-1570.47	-1572.83	2.36277	0.2653686	0.1639451	0.1014235	0.1639451
1449	0	-1570.8	-1572.83	2.02339	0.3054953	0.2053435	0.1001518	0.2053435
1450	0	-1570.1	-1572.12	2.02323	0.3193856	0.2339567	0.08542891	0.2339567
1451	0	-1571.7	-1573.43	1.73325	0.3712485	0.3031051	0.06814344	0.3031051
1452	0	-1570.31	-1572.87	2.56664	0.2560615	0.1749279	0.08113364	0.1749279
1453	0	-1570.09	-1572.2	2.10594	0.3026378	0.2100986	0.0925392	0.2100986
1454	0	-1570.27	-1572.49	2.21447	0.3019942	0.2381646	0.06382959	0.2381646
1455	0	-1571.91	-1574.37	2.45374	0.2461906	0.1318492	0.1143414	0.1318492
1456	0	-1569.6	-1571.87	2.26874	0.2897193	0.2063506	0.08336869	0.2063506
1457	0	-1569.99	-1572.09	2.10303	0.3173518	0.2480058	0.06934601	0.2480058
1458	0	-1569.95	-1571.99	2.04593	0.3206822	0.2410104	0.07967178	0.2410104
1459	0	-1571.73	-1573.52	1.79707	0.3381951	0.2414937	0.09670142	0.2414937
1460	0	-1570.4	-1572.82	2.42233	0.2760193	0.2084492	0.06757007	0.2084492
1461	0	-1569.7	-1571.84	2.14649	0.3074484	0.2278095	0.07963887	0.2278095
1462	0	-1570.78	-1572.8	2.01912	0.3065418	0.2069094	0.09963237	0.2069094
1463	0	-1569.88	-1572.1	2.21638	0.289551	0.1973981	0.09215291	0.1973981
1464	0	-1570.17	-1572.22	2.04404	0.3256376	0.2575847	0.06805288	0.2575847
1465	0	-1570.72	-1572.9	2.18248	0.2830776	0.179057	0.1040206	0.179057
1466	0	-1570.1	-1572.11	2.00442	0.3283588	0.2520391	0.07631963	0.2520391
1467	0	-1573.2	-1574.84	1.63553	0.3548881	0.2538303	0.1010578	0.2538303
1468	0	-1570.83	-1572.89	2.05568	0.3205867	0.2626143	0.05797238	0.2626143
1469	0	-1570.56	-1573.18	2.61831	0.2472903	0.1597033	0.08758703	0.1597033
1470	0	-1569.81	-1571.98	2.17462	0.2972269	0.2082826	0.08894435	0.2082826
1471	0	-1569.6	-1571.89	2.2887	0.2888759	0.2081839	0.080692	0.2081839
1472	0	-1569.97	-1572.18	2.21118	0.2887739	0.1949456	0.09382835	0.1949456
1473	0	-1570.04	-1572.06	2.01953	0.3255282	0.2478896	0.07763865	0.2478896
1474	0	-1569.77	-1571.92	2.15153	0.3020395	0.2155509	0.08648859	0.2155509
1475	0	-1570.3	-1572.3	1.9975	0.3321629	0.2639585	0.06820435	0.2639585
1476	0	-1569.62	-1571.89	2.27119	0.2887412	0.2043301	0.08441115	0.2043301
1477	0	-1570.31	-1572.3	1.99468	0.3325498	0.2642357	0.06831409	0.2642357
1478	0	-1570.56	-1572.46	1.90217	0.3431092	0.2675276	0.07558162	0.2675276
1479	0	-1569.76	-1572.15	2.39378	0.2727947	0.1862222	0.08657247	0.1862222
1480	0	-1571.25	-1573.29	2.03602	0.2980434	0.1920228	0.1060206	0.1920228
1481	0	-1570.65	-1572.68	2.02572	0.3266122	0.2660918	0.06052042	0.2660918
1482	0	-1570.76	-1572.66	1.90064	0.346241	0.2801489	0.06609215	0.2801489
1483	0	-1569.77	-1571.88	2.111	0.3111833	0.2301564	0.08102691	0.2301564
1484	0	-1570.38	-1572.38	1.99476	0.318233	0.2273471	0.09088593	0.2273471
1485	0	-1569.66	-1571.95	2.29198	0.29068	0.2145488	0.07613129	0.2145488
1486	0	-1570.54	-1572.74	2.19678	0.3031471	0.2422666	0.0608805	0.2422666
1487	0	-1569.65	-1571.92	2.27031	0.2933928	0.2172385	0.07615431	0.2172385
1488	0	-1571.8	-1573.51	1.71738	0.3732788	0.3035609	0.06971791	0.3035609
1489	0	-1569.63	-1571.9	2.27592	0.2877367	0.2026809	0.0850558	0.2026809
1490	0	-1571.63	-1574.4	2.76967	0.2342148	0.1532523	0.08096252	0.1532523
1491	0	-1570.26	-1572.67	2.40896	0.2632126	0.165467	0.09774561	0.165467
1492	0	-1572.8	-1574.41	1.61243	0.3868863	0.3300134	0.05687293	0.3300134
1493	0	-1569.66	-1572	2.33954	0.2802471	0.1954063	0.0848408	0.1954063
1494	0	-1569.78	-1571.95	2.17101	0.3074925	0.2348968	0.07259563	0.2348968
1495	0	-1570.52	-1572.52	1.99689	0.331952	0.2683827	0.06356932	0.2683827
1496	0	-1569.74	-1571.89	2.15095	0.303111	0.2179328	0.08517812	0.2179328
1497	0	-1570.74	-1573.3	2.56299	0.2591609	0.1878194	0.07134154	0.1878194
1498	0	-1570.42	-1572.86	2.43671	0.2590764	0.1597828	0.09929364	0.1597828
1499	0	-1572.33	-1573.99	1.6602	0.3701872	0.2847743	0.08541292	0.2847743
1500	0	-1569.76	-1572.16	2.40473	0.2753723	0.1957	0.0796723	0.1957
1501	0	-1569.81	-1572.2	2.38088	0.2723482	0.1828699	0.08947824	0.1828699
1502	0	-1569.73	-1572.12	2.38558	0.2781571	0.199573	0.07858408	0.199573
1503	0	-1570.03	-1572.31	2.27854	0.2941598	0.2264791	0.06768076	0.2264791
1504	0	-1572	-1574.09	2.09392	0.2831745	0.1687083	0.1144662	0.1687083
1505	0	-1570.95	-1573.22	2.2661	0.2710357	0.1638473	0.1071884	0.1638473
1506	0	-1570	-1572.39	2.39179	0.2682178	0.174671	0.09354673	0.174671
1507	0	-1570.38	-1572.34	1.95366	0.3377421	0.266551	0.0711911	0.266551
1508	0	-1571.13	-1573.52	2.38513	0.2781629	0.2180093	0.06015365	0.2180093
1509	0	-1570.23	-1572.59	2.35354	0.2687773	0.170391	0.0983863	0.170391
1510	0	-1569.96	-1572.29	2.32394	0.2882766	0.2184538	0.06982276	0.2184538
1511	0	-1570.77	-1573.35	2.58535	0.2449011	0.1475362	0.0973649	0.1475362
1512	0	-1570.29	-1572.32	2.03132	0.3274545	0.2612836	0.06617085	0.2612836
1513	0	-1569.97	-1572.04	2.06735	0.3128742	0.226531	0.08634319	0.226531
1514	0	-1570.9	-1573.21	2.31055	0.2875002	0.2276614	0.05983882	0.2276614
1515	0	-1569.87	-1571.94	2.07091	0.3176494	0.2384506	0.07919882	0.2384506
1516	0	-1570.78	-1572.97	2.19098	0.3024998	0.2437987	0.0587011	0.2437987
1517	0	-1570.49	-1572.5	2.01543	0.3118927	0.2171715	0.09472122	0.2171715
1518	0	-1569.64	-1571.83	2.18401	0.302871	0.2236771	0.0791939	0.2236771
1519	0	-1569.94	-1572.42	2.47803	0.2641427	0.1792135	0.08492924	0.1792135
1520	0	-1570.44	-1572.91	2.47293	0.2699065	0.2003904	0.06951611	0.2003904
1521	0	-1570.8	-1572.67	1.87287	0.340037	0.2549909	0.08504616	0.2549909
1522	0	-1569.65	-1571.94	2.29753	0.2897029	0.2128865	0.07681641	0.2128865
1523	0	-1571.6	-1573.55	1.95094	0.3282209	0.2761914	0.05202951	0.2761914
1524	0	-1569.82	-1571.91	2.09115	0.3154459	0.2370493	0.0783966	0.2370493
1525	0	-1570.63	-1572.6	1.96871	0.3186937	0.2248336	0.09386008	0.2248336
1526	0	-1569.8	-1572.23	2.4279	0.27034	0.1862331	0.08410688	0.1862331
1527	0	-1570	-1572.11	2.10782	0.3167487	0.2477665	0.06898217	0.2477665
1528	0	-1569.68	-1571.89	2.20636	0.3020405	0.227069	0.0749715	0.227069
1529	0	-1570.34	-1572.66	2.31967	0.2885059	0.2236897	0.06481627	0.2236897
1530	0	-1570.28	-1572.36	2.08248	0.3200998	0.2555936	0.06450624	0.2555936
1531	0	-1570.87	-1573.14	2.26456	0.2718554	0.1654286	0.1064268	0.1654286
1532	0	-1571.19	-1573.01	1.82846	0.356841	0.2925832	0.06425784	0.2925832
1533	0	-1570.06	-1572.38	2.32525	0.2881821	0.2197545	0.06842763	0.2197545
1534	0	-1574.51	-1576.53	2.01634	0.2868604	0.2461439	0.04071645	0.2461439
1535	0	-1572.8	-1575.28	2.48652	0.2608376	0.2058623	0.05497523	0.2058623
1536	0	-1569.97	-1572.14	2.16921	0.294695	0.2019198	0.09277512	0.2019198
1537	0	-1569.72	-1572.03	2.31069	0.2888892	0.2142486	0.07464064	0.2142486
1538	0	-1570.03	-1572.07	2.03348	0.3192823	0.235397	0.08388533	0.235397
1539	0	-1570.93	-1573.29	2.35791	0.2616438	0.1549024	0.1067414	0.1549024
1540	0	-1569.7	-1571.9	2.19777	0.2963271	0.2099001	0.08642702	0.2099001
1541	0	-1569.9	-1571.96	2.06343	0.3179847	0.2377667	0.08021797	0.2377667
1542	0	-1571.15	-1573.38	2.23611	0.2946771	0.2379832	0.05669385	0.2379832
1543	0	-1570.83	-1572.69	1.86895	0.350516	0.2811268	0.06938924	0.2811268
1544	0	-1570.76	-1572.63	1.86844	0.3440042	0.2628309	0.08117329	0.2628309
1545	0	-1570.7	-1573.25	2.55058	0.2606364	0.1897006	0.0709358	0.1897006
1546	0	-1569.98	-1572.03	2.05322	0.3161638	0.2316178	0.08454599	0.2316178
1547	0	-1569.62	-1571.82	2.20377	0.2997046	0.2193965	0.08030817	0.2193965
1548	0	-1569.69	-1571.86	2.16147	0.3031269	0.2198108	0.08331612	0.2198108
1549	0	-1570.61	-1572.57	1.96034	0.3209484	0.2282638	0.09268465	0.2282638
1550	0	-1570.34	-1572.76	2.4249	0.2757448	0.2073147	0.06843009	0.2073147
1551	0	-1569.62	-1571.93	2.30586	0.2845761	0.2002113	0.08436478	0.2002113
1552	0	-1569.62	-1571.88	2.26181	0.2937478	0.2159939	0.07775392	0.2159939
1553	0	-1570.1	-1572.38	2.27553	0.2788035	0.1820031	0.09680036	0.1820031
1554	0	-1570.35	-1572.52	2.1743	0.2883912	0.1891798	0.09921141	0.1891798
1555	0	-1573.17	-1574.8	1.6344	0.3574585	0.3129301	0.04452843	0.3129301
1556	0	-1571.8	-1573.52	1.71937	0.373319	0.304834	0.06848495	0.304834
1557	0	-1569.85	-1572.01	2.1633	0.3089586	0.2380866	0.07087199	0.2380866
1558	0	-1569.6	-1571.85	2.25634	0.2932569	0.2132322	0.08002463	0.2132322
1559	0	-1570.79	-1573.33	2.54363	0.2472782	0.1470723	0.1002059	0.1470723
1560	0	-1569.85	-1572.29	2.44114	0.2709225	0.1909186	0.0800039	0.1909186
1561	0	-1570.02	-1572.05	2.02915	0.3211843	0.2390313	0.08215298	0.2390313
1562	0	-1570.53	-1573.09	2.5626	0.2490059	0.1543631	0.0946428	0.1543631
1563	0	-1569.96	-1572.44	2.4813	0.2657343	0.1846008	0.0811335	0.1846008
1564	0	-1569.61	-1571.85	2.23693	0.2965897	0.2182415	0.07834828	0.2182415
1565	0	-1570.62	-1572.74	2.12331	0.312516	0.2527027	0.05981321	0.2527027
1566	0	-1569.61	-1571.89	2.28653	0.2899645	0.2108031	0.07916136	0.2108031
1567	0	-1569.65	-1571.88	2.22693	0.2989156	0.2227915	0.07612411	0.2227915
1568	0	-1570.17	-1572.67	2.50221	0.2575478	0.1661693	0.09137849	0.1661693
1569	0	-1570.23	-1572.35	2.11488	0.3156311	0.2511002	0.06453092	0.2511002
1570	0	-1570.21	-1572.28	2.06709	0.3072393	0.2144453	0.09279393	0.2144453
1571	0	-1569.84	-1572.2	2.36252	0.2735119	0.1827057	0.0908062	0.1827057
1572	0	-1572.32	-1573.97	1.64977	0.3822542	0.3091544	0.07309985	0.3091544
1573	0	-1569.68	-1571.93	2.25213	0.2962585	0.2215429	0.07471555	0.2215429
1574	0	-1570.51	-1572.43	1.92249	0.3419919	0.2701956	0.07179626	0.2701956
1575	0	-1571.47	-1574.03	2.56492	0.2402718	0.1328881	0.1073837	0.1328881
1576	0	-1570.6	-1572.69	2.08901	0.3174733	0.2573388	0.06013445	0.2573388
1577	0	-1571.05	-1573.25	2.20619	0.2770507	0.1692865	0.1077642	0.1692865
1578	0	-1569.61	-1571.86	2.24818	0.2922318	0.208844	0.0833878	0.208844
1579	0	-1569.7	-1571.97	2.26583	0.286658	0.1983622	0.08829583	0.1983622
1580	0	-1572.21	-1573.93	1.71645	0.3510663	0.2559588	0.09510755	0.2559588
1581	0	-1572.25	-1574.04	1.79119	0.3306926	0.2269061	0.1037865	0.2269061
1582	0	-1572.58	-1574.26	1.682	0.3535332	0.2565071	0.09702609	0.2565071
1583	0	-1570.36	-1572.8	2.43074	0.2601762	0.1615067	0.09866953	0.1615067
1584	0	-1570.74	-1572.61	1.87168	0.3439446	0.2632696	0.080675	0.2632696
1585	0	-1571.07	-1573.11	2.0432	0.3202593	0.2644304	0.0558289	0.2644304
1586	0	-1570.33	-1572.28	1.95174	0.3323616	0.2511371	0.08122453	0.2511371
1587	0	-1569.84	-1572.24	2.39796	0.2704524	0.1810529	0.08939951	0.1810529
1588	0	-1570.1	-1572.58	2.48072	0.2680055	0.1925696	0.07543597	0.1925696
