Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1598.21	-1599.69	1.48459	0.1206426
10	-1722.62	-1724.89	2.27099	0.04808467
20	-1636.04	-1638.14	2.10025	0.08299263
30	-1588.13	-1588.99	0.860397	0.1541984
40	-1649.25	-1651.44	2.19394	0.07529589
50	-1648.54	-1650.73	2.18977	0.07567571
60	-1665.37	-1667.64	2.26638	0.06750818
70	-1683.23	-1685.54	2.30484	0.06033634
80	-1736.18	-1738.41	2.22798	0.04467479
90	-1770.34	-1772.4	2.059	0.03738934
100	-1737.61	-1739.83	2.22262	0.04433495
110	-1613.44	-1615.27	1.82958	0.1008826
120	-1752.71	-1754.87	2.1566	0.04094054
130	-1917.34	-1917.85	0.503224	0.01856302
140	-1814.67	-1816.39	1.72361	0.03001096
150	-1693.46	-1695.77	2.31042	0.05675265
160	-1723.62	-1725.89	2.26832	0.04782123
170	-1598.43	-1599.92	1.49145	0.120264
180	-1590.7	-1590.99	0.290846	0.1846501
190	-1899.41	-1894.52	-4.89249	0.5271126
200	-1620.94	-1620.03	-0.908457	0.2517219
210	-1632.74	-1631.54	-1.20546	0.2692302
220	-1697.66	-1695.22	-2.43566	0.3464277
230	-1617.08	-1616.28	-0.801428	0.2455098
240	-1654.59	-1656.82	2.22249	0.07254745
250	-1591.25	-1592.44	1.1837	0.1369614
260	-1588.17	-1589.04	0.87061	0.1536552
270	-1634.72	-1636.81	2.08879	0.08384733
280	-1718.02	-1720.3	2.2822	0.04932249
290	-1739.17	-1741.39	2.21658	0.04396741
300	-1724.15	-1726.42	2.26686	0.04768196
310	-1686.13	-1688.44	2.30755	0.05928723
320	-1674.71	-1677	2.29135	0.06359999
330	-1631.03	-1633.09	2.05444	0.08633278
340	-1605.1	-1606.76	1.66868	0.110321
350	-1588.55	-1589.07	0.525816	0.1720291
360	-1661.1	-1663.35	2.25101	0.06943468
370	-1742.59	-1744.8	2.2027	0.04317554
380	-1722.98	-1725.25	2.27005	0.04799071
390	-1822.27	-1823.93	1.65382	0.02892732
400	-1712.18	-1714.48	2.29384	0.0509555
410	-1719.48	-1721.76	2.27883	0.04892507
420	-1627.79	-1629.81	2.02115	0.08865114
430	-1611.09	-1612.88	1.78909	0.1033087
440	-1628.84	-1630.87	2.03225	0.08788659
450	-1708.51	-1710.8	2.29965	0.0520249
460	-1622.89	-1624.85	1.96472	0.09242053
470	-1619.94	-1621.86	1.92661	0.09487533
480	-1590.89	-1592.05	1.16057	0.1382001
490	-1589.17	-1590.19	1.01808	0.1458069
500	-1593.99	-1594.05	0.0688557	0.1966949
510	-1665.97	-1668.24	2.26832	0.06724613
520	-1607.58	-1609.3	1.72193	0.1072522
530	-1588.08	-1588.7	0.625833	0.166687
540	-1678.8	-1676.68	-2.12315	0.3260586
550	-1601.65	-1601.36	-0.290549	0.2165143
560	-1611.16	-1612.95	1.79027	0.1032384
570	-1591.58	-1592.78	1.20368	0.1358901
580	-1652.39	-1654.6	2.21131	0.07365851
590	-1608.95	-1610.7	1.74917	0.1056637
600	-1588.34	-1588.9	0.562816	0.1700511
610	-1590.36	-1591.48	1.12275	0.1402228
620	-1630.37	-1632.42	2.04787	0.08679705
630	-1655.41	-1657.64	2.22643	0.07214369
640	-1740.98	-1743.19	2.20936	0.04354674
650	-1816.3	-1818.01	1.70892	0.02977432
660	-1967.46	-1967.16	-0.300754	0.01481374
670	-1808.91	-1810.69	1.77406	0.03086212
680	-1749.8	-1751.97	2.17065	0.04156903
690	-1744.97	-1747.16	2.19255	0.04263694
700	-1841.33	-1842.79	1.46404	0.0264081
710	-1609.39	-1611.15	1.75771	0.1051627
720	-1728.89	-1731.14	2.25292	0.04646635
730	-1642.99	-1645.15	2.15401	0.0787634
740	-1595.91	-1597.32	1.40503	0.1250056
750	-1590.37	-1591.5	1.12381	0.1401661
760	-1590.5	-1591.63	1.13296	0.1396773
770	-1634.92	-1637.01	2.09055	0.08371666
780	-1740.11	-1742.33	2.21285	0.0437478
790	-1767.17	-1769.25	2.07811	0.03799778
800	-1700.48	-1702.79	2.30807	0.05447093
810	-1814.13	-1815.85	1.72843	0.0300897
820	-1884.02	-1884.98	0.963702	0.02162584
830	-1851.94	-1853.29	1.34925	0.0251157
840	-1695.52	-1697.83	2.31023	0.05606755
850	-1780.91	-1782.9	1.99043	0.03544579
860	-1709.35	-1711.65	2.29842	0.05177556
870	-1684.8	-1687.1	2.30642	0.05976625
880	-1658.93	-1661.17	2.24222	0.07044618
890	-1650.76	-1652.96	2.2025	0.07450101
900	-1641.54	-1643.68	2.1436	0.07961519
