Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1588.27	-1588.85	0.5774	0.1692721
10	-1591.78	-1591.98	0.209014	0.1890748
20	-1588.48	-1589.02	0.536335	0.1714666
30	-1592.15	-1593.39	1.23628	0.134139
40	-1589.1	-1589.55	0.447932	0.1762002
50	-1591.39	-1591.63	0.236947	0.1875625
60	-1593.18	-1594.46	1.28895	0.1313023
70	-1587.99	-1588.8	0.815854	0.1565677
80	-1588	-1588.82	0.820169	0.1563381
90	-1589.38	-1590.42	1.03943	0.1446694
100	-1587.9	-1588.61	0.713317	0.1620246
110	-1588.92	-1589.91	0.990087	0.147298
120	-1591.87	-1592.07	0.202635	0.1894204
130	-1588.23	-1589.12	0.884332	0.1529253
140	-1588.43	-1589.35	0.921347	0.1509563
150	-1590.75	-1591.9	1.15106	0.138709
160	-1592.18	-1593.42	1.23782	0.1340561
170	-1589.88	-1590.24	0.364245	0.1806951
180	-1587.95	-1588.63	0.672476	0.1642002
190	-1589.87	-1590.95	1.08389	0.1422982
200	-1588.75	-1589.71	0.968405	0.1484523
210	-1588.66	-1589.62	0.957209	0.1490481
220	-1588.09	-1588.94	0.849515	0.1547772
230	-1587.91	-1588.69	0.773735	0.1588085
240	-1589.27	-1590.29	1.02843	0.1452558
250	-1588.53	-1589.47	0.938306	0.1500541
260	-1588.17	-1589.04	0.871122	0.153628
270	-1595.54	-1596.93	1.39078	0.1257826
280	-1587.91	-1588.68	0.771541	0.1589252
290	-1588.98	-1589.98	0.99749	0.1469038
300	-1602.1	-1603.7	1.59629	0.1144256
310	-1587.89	-1588.63	0.739768	0.1606162
320	-1589.12	-1589.56	0.445946	0.1763067
330	-1590.48	-1590.79	0.309073	0.1836668
340	-1591.01	-1592.18	1.16848	0.1377764
350	-1589.1	-1590.11	1.01051	0.1462102
360	-1588.59	-1589.11	0.519068	0.17239
370	-1588	-1588.65	0.653544	0.1652092
380	-1589.44	-1590.49	1.04575	0.1443325
390	-1594.14	-1594.2	0.0598455	0.1971867
400	-1588.9	-1589.89	0.987641	0.1474282
410	-1587.97	-1588.78	0.808262	0.1569715
420	-1588.52	-1589.46	0.936672	0.150141
430	-1589	-1589.46	0.460671	0.1755172
440	-1589.18	-1590.2	1.01915	0.1457502
450	-1588.02	-1588.85	0.829159	0.1558599
460	-1587.9	-1588.61	0.712023	0.1620934
470	-1593.72	-1593.81	0.084137	0.1958614
480	-1591.22	-1591.47	0.250071	0.1868527
490	-1587.95	-1588.75	0.798788	0.1574755
500	-1602.42	-1604.03	1.60459	0.113958
510	-1598.3	-1598.15	-0.148921	0.2086526
520	-1593.4	-1594.7	1.2996	0.1307275
530	-1589.61	-1590.67	1.06128	0.1435043
540	-1591.7	-1592.91	1.21099	0.1354976
550	-1593.24	-1593.36	0.112816	0.1942989
560	-1589.39	-1589.8	0.414768	0.1779798
570	-1587.89	-1588.64	0.749846	0.1600798
580	-1589.88	-1590.97	1.08513	0.142232
590	-1589	-1589.46	0.460473	0.1755278
600	-1588.25	-1589.13	0.887395	0.1527624
610	-1589.38	-1589.8	0.415271	0.1779527
620	-1588.16	-1588.77	0.601794	0.1679696
630	-1589.28	-1590.31	1.03016	0.1451637
640	-1587.92	-1588.69	0.77673	0.1586491
650	-1589.88	-1590.97	1.08514	0.1422318
660	-1588.14	-1589	0.863226	0.154048
670	-1590.42	-1590.74	0.314137	0.1833937
680	-1589.09	-1590.1	1.01015	0.1462295
690	-1588.31	-1589.21	0.900388	0.1520713
700	-1592.11	-1593.35	1.23423	0.1342494
710	-1587.92	-1588.61	0.694724	0.1630148
720	-1587.9	-1588.62	0.719026	0.1617205
730	-1587.97	-1588.64	0.663163	0.1646965
740	-1590.39	-1590.7	0.317436	0.1832159
750	-1589.93	-1591.02	1.08901	0.142025
760	-1591.13	-1592.31	1.17621	0.1373626
770	-1589.05	-1590.05	1.00512	0.1464972
780	-1588.49	-1589.42	0.930887	0.1504488
790	-1588.88	-1589.35	0.476795	0.1746532
800	-1587.93	-1588.62	0.687622	0.1633931
810	-1589.78	-1590.85	1.07635	0.1427004
820	-1588.47	-1589.4	0.928703	0.150565
830	-1588.48	-1589.41	0.930394	0.150475
840	-1589.82	-1590.19	0.369742	0.1803995
850	-1588.31	-1588.88	0.569711	0.1696828
860	-1588.44	-1589.36	0.922799	0.1508791
870	-1587.9	-1588.61	0.714169	0.1619792
880	-1589.42	-1589.83	0.411001	0.1781821
890	-1588.07	-1588.7	0.627647	0.1665902
900	-1588.03	-1588.67	0.642836	0.1657802
910	-1588.74	-1589.23	0.496495	0.1735981
920	-1590.2	-1590.53	0.334264	0.1823091
930	-1588.63	-1589.14	0.512357	0.1727491
940	-1589.94	-1590.29	0.358505	0.181004
950	-1587.99	-1588.65	0.65703	0.1650234
960	-1590.12	-1591.23	1.1047	0.1411873
970	-1587.98	-1588.79	0.811525	0.1567979
980	-1588.46	-1589.39	0.92735	0.150637
990	-1587.92	-1588.61	0.694097	0.1630482
1000	-1590.4	-1591.52	1.12565	0.1400679
1010	-1589.33	-1589.75	0.421084	0.1776407
1020	-1587.9	-1588.61	0.715404	0.1619134
1030	-1594.96	-1596.33	1.36791	0.1270273
1040	-1588.19	-1589.07	0.875867	0.1533756
1050	-1588.1	-1588.96	0.853709	0.1545541
1060	-1588.29	-1588.87	0.572159	0.169552
1070	-1588.13	-1588.99	0.860805	0.1541767
1080	-1594.87	-1596.23	1.36393	0.1272432
1090	-1588.64	-1589.15	0.510513	0.1728478
1100	-1590.03	-1590.38	0.349963	0.1814637
1110	-1589.17	-1590.19	1.01879	0.1457694
1120	-1589.4	-1590.44	1.0419	0.1445376
1130	-1588.2	-1589.08	0.877464	0.1532906
1140	-1595.03	-1596.4	1.37045	0.1268889
1150	-1590.53	-1591.67	1.13551	0.1395408
1160	-1590.13	-1590.47	0.340474	0.1819746
1170	-1588.02	-1588.85	0.829855	0.1558229
1180	-1588.22	-1589.11	0.882533	0.153021
1190	-1587.89	-1588.64	0.74867	0.1601424
1200	-1592.49	-1593.75	1.25452	0.1331582
1210	-1588.46	-1589.39	0.926649	0.1506743
1220	-1591.42	-1591.65	0.23506	0.1876646
1230	-1588.66	-1589.62	0.956796	0.1490702
1240	-1588.82	-1589.3	0.484755	0.1742268
1250	-1588.58	-1589.53	0.945433	0.1496748
1260	-1588.24	-1588.82	0.584817	0.168876
1270	-1588.07	-1588.7	0.626892	0.1666305
1280	-1588.83	-1589.81	0.979185	0.1478784
1290	-1588.37	-1589.28	0.91153	0.1514786
1300	-1588.19	-1588.79	0.594769	0.1683446
1310	-1593.75	-1593.83	0.0824074	0.1959557
1320	-1589.09	-1589.54	0.449444	0.1761191
1330	-1589.22	-1590.24	1.02339	0.1455244
1340	-1588.72	-1589.22	0.49961	0.1734313
1350	-1589.34	-1590.37	1.03546	0.1448808
1360	-1592.43	-1593.68	1.2511	0.1333418
1370	-1587.94	-1588.62	0.681572	0.1637155
1380	-1587.9	-1588.62	0.7206	0.1616367
1390	-1592.47	-1592.63	0.162076	0.1916206
1400	-1597.01	-1596.92	-0.0890056	0.2053475
1410	-1589.04	-1590.05	1.00436	0.1465382
1420	-1589.47	-1590.52	1.04866	0.1441774
1430	-1589.87	-1590.96	1.08448	0.1422668
1440	-1587.94	-1588.62	0.68096	0.1637481
1450	-1589.28	-1590.31	1.03025	0.145159
1460	-1589.24	-1590.27	1.02601	0.1453846
1470	-1587.99	-1588.64	0.658012	0.164971
1480	-1594.74	-1596.09	1.35861	0.1275325
1490	-1588.1	-1588.72	0.618802	0.167062
1500	-1596.35	-1596.3	-0.0570062	0.2035872
1510	-1588.5	-1589.44	0.933635	0.1503026
1520	-1587.93	-1588.62	0.685069	0.1635291
1530	-1595.48	-1596.87	1.38857	0.1259033
1540	-1592.71	-1593.98	1.26595	0.1325424
1550	-1593.76	-1595.08	1.31638	0.1298207
1560	-1589.24	-1590.26	1.02564	0.1454045
1570	-1591.84	-1593.06	1.21875	0.1350812
1580	-1601.04	-1600.78	-0.2661	0.2151521
1590	-1588.02	-1588.66	0.645412	0.1656428
1600	-1588.6	-1589.55	0.948423	0.1495157
1610	-1595.03	-1596.4	1.37075	0.1268726
1620	-1588.79	-1589.76	0.974186	0.1481445
1630	-1588.48	-1589.41	0.929754	0.150509
1640	-1588.27	-1588.85	0.576834	0.1693023
1650	-1591.34	-1592.53	1.18935	0.1366581
1660	-1587.98	-1588.79	0.811498	0.1567994
1670	-1589.03	-1590.04	1.00328	0.1465955
1680	-1589.1	-1590.11	1.01073	0.1461988
1690	-1588.09	-1588.95	0.851243	0.1546853
1700	-1589.9	-1590.99	1.08678	0.1421442
1710	-1588.13	-1588.99	0.860457	0.1541952
1720	-1588.43	-1588.98	0.546139	0.1709424
1730	-1592.6	-1593.86	1.25998	0.1328641
1740	-1588.23	-1588.82	0.585502	0.1688394
1750	-1596.99	-1598.44	1.444	0.1228743
1760	-1588.17	-1588.77	0.599296	0.168103
1770	-1588.38	-1589.3	0.913899	0.1513526
1780	-1588.08	-1588.71	0.623796	0.1667956
1790	-1589.15	-1590.16	1.01593	0.1459215
1800	-1588.1	-1588.96	0.853399	0.1545706
1810	-1587.97	-1588.78	0.808249	0.1569722
1820	-1589.62	-1590.01	0.389948	0.179313
1830	-1588.33	-1588.89	0.565601	0.1699023
1840	-1587.99	-1588.8	0.816291	0.1565444
1850	-1588.07	-1588.7	0.628826	0.1665273
1860	-1591.36	-1592.55	1.19066	0.1365883
1870	-1588.48	-1589.41	0.930088	0.1504913
1880	-1587.92	-1588.61	0.694269	0.1630391
1890	-1590.03	-1591.13	1.09727	0.1415839
1900	-1593.69	-1593.78	0.0861191	0.1957533
1910	-1588.22	-1588.81	0.587767	0.1687184
1920	-1588.59	-1589.54	0.947519	0.1495638
1930	-1589.8	-1590.88	1.07826	0.1425987
1940	-1591.3	-1591.55	0.243361	0.1872155
1950	-1587.89	-1588.64	0.749229	0.1601126
1960	-1588.55	-1589.07	0.526041	0.1720171
1970	-1592.02	-1593.25	1.2291	0.1345249
1980	-1594.91	-1596.28	1.36575	0.1271447
1990	-1590.72	-1591.87	1.14899	0.1388197
2000	-1595.14	-1596.52	1.37511	0.1266357
2010	-1590.6	-1591.74	1.14029	0.1392852
2020	-1589.29	-1590.32	1.03099	0.1451195
2030	-1591.36	-1592.55	1.19063	0.13659
2040	-1592.07	-1593.31	1.23203	0.1343674
2050	-1590.05	-1591.14	1.09866	0.1415097
2060	-1587.94	-1588.62	0.682256	0.163679
2070	-1587.9	-1588.61	0.710124	0.1621946
2080	-1590.09	-1591.19	1.10205	0.141329
2090	-1589.85	-1590.94	1.08283	0.1423546
2100	-1588.89	-1589.87	0.986099	0.1475104
2110	-1590.67	-1590.96	0.293363	0.1845143
2120	-1592.59	-1593.85	1.25954	0.132888
2130	-1595.52	-1596.91	1.39	0.1258253
2140	-1588.69	-1589.2	0.502884	0.1732561
2150	-1588.59	-1589.54	0.947476	0.1495661
2160	-1587.98	-1588.79	0.813009	0.156719
2170	-1591.27	-1591.51	0.246268	0.1870584
2180	-1587.89	-1588.62	0.72973	0.1611506
2190	-1589.52	-1590.57	1.05307	0.1439425
2200	-1589.41	-1590.45	1.04236	0.1445134
2210	-1588.52	-1589.05	0.529624	0.1718254
2220	-1587.92	-1588.7	0.781354	0.1584031
2230	-1588.1	-1588.95	0.852652	0.1546103
2240	-1598.52	-1598.36	-0.158814	0.2091994
2250	-1589.96	-1591.05	1.09181	0.1418758
2260	-1587.89	-1588.64	0.744716	0.1603529
2270	-1590.99	-1592.16	1.167	0.1378561
2280	-1590.62	-1591.76	1.14158	0.1392164
2290	-1587.93	-1588.72	0.788967	0.157998
2300	-1590.59	-1591.73	1.1395	0.1393278
2310	-1587.89	-1588.65	0.750772	0.1600305
2320	-1588.57	-1589.52	0.944235	0.1497386
2330	-1588.28	-1589.17	0.894327	0.1523937
2340	-1592.53	-1592.69	0.157532	0.1918674
2350	-1588.2	-1589.08	0.87867	0.1532265
2360	-1588.1	-1588.72	0.618418	0.1670826
2370	-1589.97	-1590.32	0.355304	0.1811763
2380	-1588.89	-1589.88	0.987173	0.1474532
2390	-1587.91	-1588.68	0.769398	0.1590393
2400	-1592.13	-1592.31	0.184647	0.1903957
2410	-1591.79	-1593.01	1.21612	0.1352221
2420	-1590.05	-1590.39	0.347972	0.1815709
2430	-1588.53	-1589.06	0.527807	0.1719226
2440	-1589.27	-1590.3	1.02909	0.1452204
2450	-1587.91	-1588.68	0.769383	0.1590401
2460	-1589.21	-1589.64	0.435059	0.1768907
2470	-1589.75	-1590.82	1.07372	0.1428409
2480	-1588.69	-1589.65	0.96068	0.1488634
2490	-1588.75	-1589.25	0.49392	0.173736
2500	-1590.82	-1591.97	1.15535	0.1384797
2510	-1588.04	-1588.68	0.638392	0.1660172
2520	-1589.09	-1589.54	0.449442	0.1761192
2530	-1587.9	-1588.62	0.720848	0.1616235
2540	-1590.34	-1591.46	1.12165	0.1402816
2550	-1587.89	-1588.63	0.741446	0.1605269
2560	-1589.83	-1590.91	1.08051	0.1424789
2570	-1588.21	-1588.8	0.590525	0.1685712
2580	-1589.4	-1590.45	1.04217	0.1445232
2590	-1593.94	-1594.01	0.0717644	0.1965362
2600	-1588.17	-1588.77	0.599886	0.1680715
2610	-1588.11	-1588.96	0.854809	0.1544956
2620	-1589	-1589.46	0.460061	0.1755499
2630	-1590.25	-1591.36	1.11438	0.1406703
2640	-1589.31	-1590.35	1.0332	0.1450016
2650	-1589.12	-1590.13	1.01294	0.1460808
2660	-1588.02	-1588.66	0.645932	0.1656151
2670	-1588.94	-1589.94	0.993015	0.1471421
2680	-1589.55	-1590.6	1.05569	0.1438026
2690	-1587.89	-1588.64	0.744716	0.1603529
2700	-1589.66	-1590.04	0.385958	0.1795275
2710	-1587.9	-1588.61	0.711766	0.1621071
2720	-1589.51	-1589.91	0.40111	0.1787133
2730	-1591.78	-1591.99	0.208989	0.1890762
2740	-1593.92	-1595.24	1.32343	0.1294394
2750	-1589.47	-1589.88	0.405608	0.1784717
2760	-1590.75	-1591.03	0.287055	0.1848547
2770	-1588.14	-1588.75	0.607522	0.167664
2780	-1587.9	-1588.61	0.715837	0.1618904
2790	-1591.51	-1592.71	1.19956	0.1361111
2800	-1590.01	-1591.1	1.09566	0.1416701
2810	-1588.51	-1589.04	0.531861	0.1717058
2820	-1588	-1588.65	0.654262	0.165171
2830	-1588.69	-1589.65	0.960607	0.1488673
2840	-1607.43	-1609.15	1.71894	0.107426
2850	-1594.07	-1595.4	1.33025	0.1290698
2860	-1588.28	-1589.18	0.895181	0.1523482
2870	-1588.69	-1589.19	0.503445	0.1732261
2880	-1588.43	-1589.36	0.922434	0.1508985
2890	-1588.55	-1589.49	0.941346	0.1498923
2900	-1589.04	-1590.04	1.00394	0.1465605
2910	-1604.29	-1605.94	1.65022	0.1113744
2920	-1595.44	-1595.43	-0.0107292	0.2010473
2930	-1589.35	-1589.77	0.419011	0.177752
2940	-1588.29	-1588.87	0.572168	0.1695515
2950	-1588.31	-1589.21	0.899825	0.1521012
2960	-1594.44	-1595.78	1.34606	0.1282134
2970	-1587.9	-1588.61	0.715615	0.1619022
2980	-1589.06	-1589.52	0.45283	0.1759375
2990	-1588.81	-1589.29	0.486453	0.1741358
3000	-1588.01	-1588.66	0.648247	0.1654917
3010	-1587.91	-1588.68	0.771515	0.1589266
3020	-1594.95	-1596.32	1.36751	0.1270487
3030	-1599.56	-1599.35	-0.204241	0.211715
3040	-1588.4	-1588.95	0.552253	0.1706156
3050	-1588.4	-1589.31	0.915906	0.1512458
3060	-1588.08	-1588.7	0.625829	0.1666872
3070	-1589.08	-1589.53	0.450983	0.1760366
3080	-1588.45	-1589.38	0.925655	0.1507271
3090	-1589.94	-1590.3	0.357839	0.1810398
3100	-1590.37	-1591.49	1.12358	0.1401788
3110	-1588.56	-1589.08	0.523999	0.1721263
3120	-1588.56	-1589.5	0.941594	0.1498791
3130	-1591.01	-1591.27	0.26636	0.1859723
3140	-1587.89	-1588.63	0.733512	0.1609493
3150	-1589.05	-1590.05	1.00488	0.1465102
3160	-1588.62	-1589.13	0.514268	0.1726469
3170	-1590.75	-1591.04	0.286728	0.1848723
3180	-1588.99	-1589.45	0.462095	0.1754409
3190	-1591.89	-1593.11	1.2215	0.1349333
3200	-1592.04	-1593.27	1.23033	0.1344588
3210	-1590.76	-1591.91	1.15131	0.1386959
3220	-1588.28	-1588.86	0.574655	0.1694187
3230	-1587.89	-1588.62	0.732802	0.160987
3240	-1589.35	-1589.77	0.418923	0.1777567
3250	-1588.07	-1588.91	0.842927	0.1551276
3260	-1601.44	-1603.02	1.57908	0.1153918
3270	-1589.22	-1589.65	0.434356	0.1769284
3280	-1589.91	-1590.27	0.360527	0.1808952
3290	-1588.43	-1588.97	0.546351	0.170931
3300	-1589.15	-1590.17	1.01663	0.1458846
3310	-1588.04	-1588.88	0.836172	0.1554869
3320	-1589.24	-1589.67	0.431228	0.1770962
3330	-1587.96	-1588.63	0.66838	0.1644184
3340	-1593.93	-1595.25	1.32399	0.1294091
