Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth_rate
4693	1	-1587.93	-1588.718	0.7874382	0.1580794
4694	0	-1588.307	-1588.876	0.5696355	0.1696868
4695	1	-1588.736	-1589.703	0.9671498	0.1485191
4696	0	-1588.569	-1589.091	0.5222608	0.1722192
4697	1	-1588.001	-1588.653	0.6518432	0.1652999
4698	0	-1587.905	-1588.673	0.7672226	0.159155
4699	1	-1587.892	-1588.631	0.7393906	0.1606363
4700	0	-1587.907	-1588.613	0.7059871	0.1624149
4701	1	-1588.507	-1589.441	0.9342451	0.1502701
4702	0	-1587.904	-1588.669	0.765344	0.159255
4703	1	-1588.114	-1588.729	0.6150612	0.1672616
4704	0	-1588.716	-1589.681	0.9644707	0.1486617
4705	1	-1587.892	-1588.623	0.7303973	0.1611151
4706	0	-1588.566	-1589.509	0.9432419	0.1497914
4707	1	-1587.944	-1588.74	0.7958353	0.1576326
4708	0	-1588.072	-1588.699	0.6275048	0.1665978
4709	1	-1588.288	-1589.185	0.8960943	0.1522997
4710	0	-1587.897	-1588.652	0.7554419	0.159782
4711	1	-1588.642	-1589.152	0.5107058	0.1728375
4712	0	-1588.765	-1589.257	0.4924288	0.1738158
4713	1	-1587.932	-1588.72	0.7884173	0.1580273
4714	0	-1588.065	-1588.695	0.6294408	0.1664945
4715	1	-1587.942	-1588.622	0.6793039	0.1638363
4716	0	-1588.152	-1588.757	0.6048781	0.167805
4717	1	-1588.087	-1588.937	0.8494161	0.1547825
4718	0	-1588.03	-1588.862	0.8317385	0.1557227
4719	1	-1587.923	-1588.615	0.6918687	0.1631669
4720	0	-1591.858	-1593.078	1.21991	0.1350187
4721	1	-1588.273	-1589.166	0.8929997	0.1524643
4722	0	-1588.056	-1588.896	0.8401828	0.1552736
4723	1	-1587.892	-1588.627	0.7352172	0.1608585
4724	0	-1588.337	-1588.901	0.5634339	0.1700181
4725	1	-1587.968	-1588.634	0.6662376	0.1645326
4726	0	-1590.578	-1591.717	1.1388	0.1393649
4727	1	-1588.102	-1588.956	0.8535192	0.1545642
4728	0	-1588.143	-1589.007	0.8641694	0.1539978
4729	1	-1588.871	-1589.855	0.9842899	0.1476067
4730	0	-1587.898	-1588.655	0.7570777	0.1596949
4731	1	-1587.994	-1588.812	0.8185064	0.1564266
4732	0	-1588.3	-1589.198	0.8983249	0.152181
4733	1	-1588.066	-1588.695	0.6292616	0.1665041
4734	0	-1589.765	-1590.84	1.075239	0.1427599
4735	1	-1587.99	-1588.806	0.8168179	0.1565164
4736	0	-1589.532	-1590.586	1.054351	0.143874
4737	1	-1592.553	-1592.709	0.1563452	0.1919318
4738	0	-1587.898	-1588.654	0.7568071	0.1597093
4739	1	-1588.092	-1588.942	0.8506421	0.1547172
4740	0	-1588.131	-1588.992	0.8610418	0.1541641
4741	1	-1588.361	-1588.92	0.5588052	0.1702654
4742	0	-1587.899	-1588.657	0.758634	0.1596121
4743	1	-1587.96	-1588.764	0.8037891	0.1572095
4744	0	-1588.14	-1589.003	0.8632659	0.1540458
4745	1	-1587.943	-1588.737	0.7947532	0.1576902
4746	0	-1588.777	-1589.267	0.4907381	0.1739064
4747	1	-1588.222	-1589.105	0.8824312	0.1530264
4748	0	-1587.914	-1588.613	0.6986139	0.1628076
4749	1	-1587.896	-1588.649	0.7534599	0.1598875
4750	0	-1587.905	-1588.673	0.7672945	0.1591512
4751	1	-1589.042	-1589.498	0.4553355	0.1758032
4752	0	-1587.902	-1588.665	0.7631705	0.1593707
4753	1	-1587.998	-1588.651	0.6531347	0.1652311
4754	0	-1587.894	-1588.642	0.7483951	0.160157
4755	1	-1588.082	-1588.707	0.6242255	0.1667727
4756	0	-1588.56	-1589.502	0.9423416	0.1498393
4757	1	-1589.472	-1590.521	1.04875	0.1441727
4758	0	-1587.895	-1588.647	0.7519262	0.1599691
4759	1	-1588.738	-1589.234	0.4963752	0.1736045
4760	0	-1587.936	-1588.619	0.6833072	0.163623
4761	1	-1588.213	-1588.803	0.590019	0.1685982
4762	0	-1588.065	-1588.695	0.6294874	0.166492
4763	1	-1587.922	-1588.704	0.7819548	0.1583711
4764	0	-1587.898	-1588.657	0.7582597	0.159632
4765	1	-1587.916	-1588.613	0.697044	0.1628912
4766	0	-1588.905	-1589.378	0.4730958	0.1748513
4767	1	-1587.936	-1588.619	0.6828699	0.1636463
4768	0	-1588.089	-1588.711	0.6221993	0.1668808
4769	1	-1588.061	-1588.692	0.6308246	0.1664207
4770	0	-1588.402	-1589.319	0.917042	0.1511854
4771	1	-1588.163	-1588.765	0.6022361	0.1679461
4772	0	-1588.001	-1588.653	0.6518888	0.1652975
4773	1	-1588.253	-1589.142	0.8889742	0.1526784
4774	0	-1587.892	-1588.628	0.7367376	0.1607776
4775	1	-1588.432	-1588.977	0.5455977	0.1709713
4776	0	-1588.655	-1589.164	0.5087077	0.1729444
4777	1	-1589.912	-1591	1.087758	0.1420919
4778	0	-1589.316	-1589.738	0.4227554	0.177551
4779	1	-1588.329	-1588.894	0.5651104	0.1699285
4780	0	-1587.989	-1588.646	0.6567188	0.16504
4781	1	-1587.923	-1588.615	0.6919773	0.1631611
4782	0	-1587.938	-1588.73	0.7919207	0.1578409
4783	1	-1588.345	-1588.907	0.5618949	0.1701003
4784	0	-1589.533	-1589.932	0.3989677	0.1788284
4785	1	-1587.892	-1588.628	0.7363044	0.1608006
4786	0	-1588.162	-1588.765	0.6023552	0.1679397
4787	1	-1587.965	-1588.633	0.6673983	0.1644708
4788	0	-1587.897	-1588.653	0.7556528	0.1597707
4789	1	-1589.072	-1590.08	1.007775	0.1463561
4790	0	-1590.163	-1591.271	1.107912	0.1410158
4791	1	-1588.193	-1589.069	0.8759968	0.1533687
4792	0	-1588.028	-1588.67	0.6418582	0.1658323
4793	1	-1587.921	-1588.703	0.7812866	0.1584067
4794	0	-1588.383	-1589.296	0.9135959	0.1513687
4795	1	-1588.009	-1588.658	0.6487919	0.1654626
4796	0	-1588.268	-1588.845	0.5778548	0.1692478
4797	1	-1587.921	-1588.614	0.6935357	0.1630781
4798	0	-1590.084	-1590.429	0.3444979	0.181758
4799	1	-1587.892	-1588.627	0.7354443	0.1608464
4800	0	-1588.307	-1589.206	0.899617	0.1521123
4801	1	-1588.107	-1588.724	0.6171784	0.1671487
4802	0	-1588.062	-1588.904	0.8420524	0.1551741
4803	1	-1588.059	-1588.901	0.8411687	0.1552211
4804	0	-1587.912	-1588.613	0.7008852	0.1626866
4805	1	-1588.718	-1589.683	0.9646955	0.1486497
4806	0	-1587.947	-1588.744	0.7970615	0.1575674
4807	1	-1587.927	-1588.616	0.6892626	0.1633057
4808	0	-1587.935	-1588.725	0.7900952	0.157938
4809	1	-1589.13	-1589.575	0.4444762	0.1763855
4810	0	-1588.129	-1588.989	0.8605475	0.1541904
4811	1	-1588.174	-1589.045	0.8715297	0.1536063
4812	0	-1588.652	-1589.608	0.9557099	0.1491279
4813	1	-1588.616	-1589.566	0.9505464	0.1494027
4814	0	-1588.508	-1589.04	0.5323561	0.1716793
4815	1	-1588.171	-1589.042	0.8708803	0.1536408
4816	0	-1589.074	-1590.082	1.007967	0.1463458
4817	1	-1588.605	-1589.121	0.5164834	0.1725283
4818	0	-1587.893	-1588.62	0.7270537	0.1612931
4819	1	-1587.892	-1588.633	0.7412447	0.1605376
4820	0	-1588.136	-1588.745	0.6092007	0.1675744
4821	1	-1588.496	-1589.031	0.5342628	0.1715773
4822	0	-1588.382	-1589.296	0.9135165	0.1513729
4823	1	-1588.045	-1588.681	0.6360559	0.1661417
4824	0	-1587.913	-1588.613	0.6995052	0.1627601
4825	1	-1588.121	-1588.979	0.8584965	0.1542995
4826	0	-1588.364	-1589.274	0.9103018	0.1515439
4827	1	-1587.903	-1588.613	0.7095655	0.1622243
4828	0	-1587.892	-1588.636	0.7437607	0.1604037
4829	1	-1588.164	-1588.766	0.6019817	0.1679596
4830	0	-1588.147	-1589.012	0.8651199	0.1539472
4831	1	-1588.012	-1588.838	0.8254307	0.1560582
4832	0	-1588.642	-1589.597	0.9543109	0.1492024
4833	1	-1587.938	-1588.73	0.792206	0.1578257
4834	0	-1587.963	-1588.769	0.8053445	0.1571267
4835	1	-1588.623	-1589.575	0.9515744	0.149348
4836	0	-1588.335	-1588.899	0.5638341	0.1699967
4837	1	-1588.821	-1589.799	0.9781493	0.1479336
4838	0	-1587.908	-1588.613	0.7050226	0.1624663
4839	1	-1588.355	-1589.263	0.9086203	0.1516334
4840	0	-1589.754	-1590.13	0.3761979	0.1800522
4841	1	-1588.045	-1588.881	0.8365119	0.1554688
4842	0	-1587.904	-1588.613	0.7089427	0.1622575
4843	1	-1587.931	-1588.617	0.686327	0.1634621
4844	0	-1588.055	-1588.688	0.6328321	0.1663136
4845	1	-1589.706	-1590.087	0.381003	0.1797939
4846	0	-1588.011	-1588.835	0.8248837	0.1560873
4847	1	-1589.277	-1590.307	1.029568	0.1451951
4848	0	-1588.465	-1589.393	0.9275624	0.1506257
4849	1	-1589.58	-1589.974	0.3939792	0.1790964
4850	0	-1587.894	-1588.619	0.7256891	0.1613658
4851	1	-1587.926	-1588.616	0.6898545	0.1632742
4852	0	-1588.135	-1588.744	0.6094534	0.1675609
4853	1	-1587.969	-1588.635	0.6656324	0.1645649
4854	0	-1589.26	-1589.689	0.4291631	0.1772071
4855	1	-1588.467	-1589.395	0.927878	0.1506089
4856	0	-1588.382	-1588.937	0.5548686	0.1704758
4857	1	-1587.942	-1588.737	0.79457	0.1576999
4858	0	-1588.006	-1588.829	0.8231873	0.1561776
4859	1	-1589.122	-1590.135	1.013218	0.1460662
4860	0	-1588.221	-1589.104	0.8822727	0.1530349
4861	1	-1588.727	-1589.225	0.4979042	0.1735227
4862	0	-1589.118	-1589.564	0.4459413	0.176307
4863	1	-1588.119	-1588.977	0.8580055	0.1543256
4864	0	-1588.558	-1589.082	0.5239697	0.1721278
4865	1	-1588.021	-1588.849	0.8285711	0.1558912
4866	0	-1588.692	-1589.654	0.9612704	0.148832
4867	1	-1587.992	-1588.809	0.8176956	0.1564697
4868	0	-1588.033	-1588.865	0.8326422	0.1556746
4869	1	-1588.455	-1588.997	0.5414263	0.1711943
4870	0	-1588.579	-1589.099	0.520651	0.1723054
4871	1	-1589.589	-1589.982	0.3930144	0.1791483
4872	0	-1587.905	-1588.671	0.7663468	0.1592016
4873	1	-1588.003	-1588.654	0.6512513	0.1653315
4874	0	-1587.911	-1588.684	0.7727008	0.1588635
4875	1	-1588.129	-1588.74	0.6108791	0.1674848
4876	0	-1587.905	-1588.671	0.7665945	0.1591884
4877	1	-1587.921	-1588.614	0.6932273	0.1630945
4878	0	-1588.212	-1589.092	0.8802628	0.1531418
4879	1	-1588.511	-1589.446	0.9349088	0.1502348
4880	0	-1588.469	-1589.397	0.9282206	0.1505907
4881	1	-1587.895	-1588.648	0.7526742	0.1599293
4882	0	-1588.015	-1588.841	0.8264093	0.1560062
4883	1	-1588.523	-1589.46	0.9367081	0.1501391
4884	0	-1587.893	-1588.621	0.7278775	0.1612492
4885	1	-1588.017	-1588.844	0.8271428	0.1559672
4886	0	-1589.399	-1590.441	1.041692	0.1445489
4887	1	-1588.585	-1589.105	0.5196431	0.1723593
4888	0	-1587.949	-1588.625	0.6756745	0.1640297
4889	1	-1588.29	-1589.187	0.8964845	0.1522789
4890	0	-1587.902	-1588.613	0.7108036	0.1621584
4891	1	-1588.085	-1588.933	0.8485908	0.1548264
4892	0	-1588.948	-1589.416	0.467361	0.1751586
4893	1	-1587.909	-1588.613	0.703913	0.1625254
4894	0	-1587.926	-1588.616	0.689446	0.163296
4895	1	-1587.901	-1588.614	0.712969	0.1620431
4896	0	-1589.263	-1590.291	1.028117	0.1452724
4897	1	-1588.666	-1589.623	0.9575924	0.1490278
4898	0	-1587.946	-1588.623	0.6773214	0.163942
4899	1	-1588.031	-1588.672	0.6407353	0.1658922
4900	0	-1590.588	-1590.888	0.3002141	0.1841446
4901	1	-1587.997	-1588.817	0.8199509	0.1563497
4902	0	-1588.058	-1588.69	0.6316792	0.1663751
4903	1	-1588.941	-1589.934	0.9927596	0.1471557
4904	0	-1587.903	-1588.613	0.7105051	0.1621743
4905	1	-1590.676	-1590.968	0.2928932	0.1845396
4906	0	-1587.913	-1588.613	0.7001562	0.1627255
4907	1	-1588.396	-1589.312	0.9160096	0.1512403
4908	0	-1588.015	-1588.662	0.646386	0.1655909
4909	1	-1587.895	-1588.647	0.7517851	0.1599766
4910	0	-1588.37	-1589.282	0.9114081	0.1514851
4911	1	-1588.178	-1589.051	0.8725331	0.1535529
4912	0	-1587.975	-1588.638	0.6629269	0.1647091
4913	1	-1588.765	-1589.258	0.4923922	0.1738178
4914	0	-1588.567	-1589.51	0.9433812	0.149784
4915	1	-1588.677	-1589.183	0.5052722	0.1731283
4916	0	-1587.9	-1588.614	0.7137968	0.161999
4917	1	-1588.59	-1589.537	0.9468122	0.1496014
4918	0	-1587.902	-1588.613	0.7109718	0.1621494
4919	1	-1588.91	-1589.382	0.472455	0.1748857
4920	0	-1588.293	-1589.19	0.8969994	0.1522515
4921	1	-1587.942	-1588.737	0.7946507	0.1576956
4922	0	-1588.22	-1589.101	0.8818809	0.1530557
4923	1	-1588.402	-1588.953	0.5509858	0.1706833
4924	0	-1587.9	-1588.661	0.7607686	0.1594985
4925	1	-1590.402	-1590.718	0.3160144	0.1832925
4926	0	-1587.895	-1588.648	0.7524725	0.15994
4927	1	-1587.897	-1588.652	0.7552564	0.1597918
4928	0	-1588.086	-1588.709	0.6232434	0.1668251
4929	1	-1588.261	-1589.151	0.8905219	0.1525961
4930	0	-1588.133	-1588.994	0.8615116	0.1541391
4931	1	-1587.892	-1588.634	0.7422592	0.1604836
4932	0	-1587.947	-1588.624	0.6765485	0.1639831
4933	1	-1588.059	-1588.9	0.8411069	0.1552244
4934	0	-1588.186	-1589.061	0.8744265	0.1534522
4935	1	-1588.361	-1589.271	0.9097582	0.1515728
4936	0	-1588.626	-1589.578	0.952002	0.1493253
4937	1	-1588.793	-1589.281	0.4884301	0.1740299
4938	0	-1587.926	-1588.616	0.6898018	0.163277
4939	1	-1588.009	-1588.834	0.8244211	0.1561119
4940	0	-1587.989	-1588.806	0.8167717	0.1565188
4941	1	-1588.332	-1588.897	0.5644237	0.1699652
4942	0	-1588.176	-1588.775	0.5988812	0.1681251
4943	1	-1588.064	-1588.694	0.6297904	0.1664759
4944	0	-1587.896	-1588.617	0.7213494	0.1615968
4945	1	-1588.321	-1588.888	0.5667586	0.1698405
4946	0	-1588.58	-1589.1	0.5204229	0.1723176
4947	1	-1587.892	-1588.629	0.7368953	0.1607692
4948	0	-1588.477	-1589.015	0.5375247	0.1714029
4949	1	-1588.914	-1589.386	0.4718479	0.1749182
4950	0	-1588.137	-1588.746	0.6089814	0.1675861
4951	1	-1587.896	-1588.651	0.7545004	0.1598321
4952	0	-1589.781	-1590.155	0.3734981	0.1801974
4953	1	-1587.933	-1588.618	0.685093	0.1635279
4954	0	-1588.086	-1588.934	0.8488737	0.1548113
4955	1	-1590.071	-1591.172	1.10069	0.1414015
4956	0	-1587.892	-1588.627	0.7352518	0.1608567
4957	1	-1588.266	-1589.158	0.8916905	0.1525339
4958	0	-1588.424	-1588.971	0.547057	0.1708933
4959	1	-1589.723	-1590.102	0.3793172	0.1798845
4960	0	-1588.072	-1588.7	0.6273093	0.1666082
4961	1	-1589.282	-1590.312	1.030059	0.1451689
4962	0	-1587.897	-1588.652	0.7553851	0.159785
4963	1	-1588.311	-1588.879	0.5688281	0.1697299
4964	0	-1588.027	-1588.669	0.6421504	0.1658167
4965	1	-1588.209	-1589.089	0.8796373	0.153175
4966	0	-1588.298	-1588.87	0.5714021	0.1695924
4967	1	-1587.935	-1588.726	0.7905382	0.1579144
4968	0	-1587.962	-1588.767	0.8048546	0.1571528
4969	1	-1587.936	-1588.728	0.7911588	0.1578814
4970	0	-1588.857	-1589.337	0.4795153	0.1745074
4971	1	-1589.452	-1589.86	0.4075815	0.1783657
4972	0	-1588.769	-1589.741	0.9714672	0.1482893
4973	1	-1588.209	-1589.088	0.8795075	0.1531819
4974	0	-1588.756	-1589.725	0.9697258	0.148382
4975	1	-1587.938	-1588.73	0.7922276	0.1578245
4976	0	-1588.465	-1589.393	0.9275443	0.1506266
4977	1	-1589.366	-1590.405	1.038496	0.1447193
4978	0	-1588.111	-1588.967	0.8558851	0.1544384
4979	1	-1587.981	-1588.794	0.8131101	0.1567136
4980	0	-1587.905	-1588.613	0.7077049	0.1623234
4981	1	-1588.143	-1588.75	0.6072678	0.1676775
4982	0	-1588.451	-1588.993	0.5422292	0.1711514
4983	1	-1588.386	-1589.3	0.9142112	0.151336
4984	0	-1590.816	-1591.971	1.155277	0.1384835
4985	1	-1587.941	-1588.621	0.6800781	0.1637951
4986	0	-1587.982	-1588.642	0.6596964	0.1648813
4987	1	-1588.061	-1588.903	0.8417034	0.1551927
4988	0	-1587.953	-1588.626	0.6736943	0.1641352
4989	1	-1588.1	-1588.719	0.6190065	0.1670511
4990	0	-1588.001	-1588.653	0.6520704	0.1652878
4991	1	-1587.978	-1588.639	0.6615412	0.1647829
4992	0	-1588.241	-1588.825	0.5836253	0.1689396
4993	1	-1587.907	-1588.676	0.7687016	0.1590763
4994	0	-1587.972	-1588.781	0.8093319	0.1569146
4995	1	-1589.514	-1589.915	0.4009054	0.1787243
4996	0	-1587.901	-1588.663	0.7621059	0.1594273
4997	1	-1588.382	-1589.295	0.9134738	0.1513752
4998	0	-1587.985	-1588.643	0.658611	0.1649391
4999	1	-1588.099	-1588.952	0.85267	0.1546094
5000	0	-1587.91	-1588.682	0.7717152	0.158916
5001	1	-1588.063	-1588.693	0.6303061	0.1664484
5002	0	-1587.956	-1588.758	0.8017601	0.1573174
5003	1	-1587.949	-1588.747	0.7980277	0.157516
5004	0	-1587.998	-1588.818	0.8200368	0.1563452
5005	1	-1590.155	-1590.493	0.3379892	0.1821084
5006	0	-1587.943	-1588.738	0.7951774	0.1576676
5007	1	-1587.892	-1588.635	0.7423953	0.1604764
5008	0	-1587.991	-1588.647	0.6558505	0.1650863
5009	1	-1588.036	-1588.675	0.6390033	0.1659845
5010	0	-1588.583	-1589.529	0.9457449	0.1496582
5011	1	-1587.946	-1588.623	0.6770262	0.1639577
5012	0	-1587.953	-1588.627	0.6732784	0.1641574
5013	1	-1588.069	-1588.697	0.6283507	0.1665527
5014	0	-1588.133	-1588.743	0.6098483	0.1675398
5015	1	-1588.087	-1588.936	0.8491357	0.1547974
5016	0	-1588.816	-1589.793	0.9774405	0.1479713
5017	1	-1588.102	-1588.72	0.6186244	0.1670715
5018	0	-1588.948	-1589.942	0.9936309	0.1471093
5019	1	-1588.073	-1588.7	0.6270781	0.1666206
5020	0	-1588.048	-1588.683	0.6350535	0.1661952
5021	1	-1588.123	-1588.736	0.6126432	0.1673907
5022	0	-1588.458	-1589.384	0.9263957	0.1506877
5023	1	-1590.262	-1591.377	1.115531	0.1406087
5024	0	-1587.9	-1588.662	0.7611573	0.1594778
5025	1	-1587.894	-1588.619	0.7253267	0.1613851
5026	0	-1587.963	-1588.632	0.6683224	0.1644215
5027	1	-1587.918	-1588.614	0.6955998	0.1629682
5028	0	-1588.592	-1589.539	0.9470643	0.149588
5029	1	-1587.979	-1588.792	0.8125619	0.1567428
5030	0	-1588.502	-1589.436	0.933465	0.1503116
5031	1	-1587.953	-1588.753	0.8002976	0.1573952
5032	0	-1588.32	-1589.222	0.9021569	0.1519772
5033	1	-1589.381	-1590.421	1.039934	0.1446426
5034	0	-1589.533	-1590.587	1.054453	0.1438686
5035	1	-1588.668	-1589.626	0.9579647	0.1490079
5036	0	-1587.892	-1588.627	0.7353107	0.1608535
5037	1	-1588.022	-1588.666	0.6438698	0.165725
5038	0	-1587.892	-1588.625	0.7324606	0.1610052
5039	1	-1587.893	-1588.64	0.7467301	0.1602457
5040	0	-1587.896	-1588.616	0.7200978	0.1616635
5041	1	-1587.892	-1588.63	0.7380604	0.1607071
5042	0	-1587.892	-1588.625	0.7325255	0.1610018
5043	1	-1588.91	-1589.899	0.9890209	0.1473548
5044	0	-1588.127	-1588.739	0.6115133	0.167451
5045	1	-1587.973	-1588.637	0.6637515	0.1646651
5046	0	-1588.055	-1588.688	0.6327544	0.1663178
5047	1	-1587.986	-1588.801	0.8151998	0.1566025
5048	0	-1587.905	-1588.613	0.7072583	0.1623472
5049	1	-1589.172	-1590.191	1.018664	0.1457761
5050	0	-1589.145	-1590.161	1.015717	0.145933
5051	1	-1588.624	-1589.137	0.5134983	0.172688
5052	0	-1587.962	-1588.631	0.6688322	0.1643943
5053	1	-1587.921	-1588.614	0.6933661	0.1630871
5054	0	-1587.893	-1588.622	0.7296385	0.1611555
5055	1	-1588.152	-1589.018	0.8662441	0.1538874
5056	0	-1587.94	-1588.734	0.793405	0.1577619
5057	1	-1588.8	-1589.288	0.4874241	0.1740838
5058	0	-1588.176	-1589.048	0.8720093	0.1535808
5059	1	-1588.376	-1588.932	0.5559849	0.1704161
5060	0	-1588.065	-1588.908	0.8428678	0.1551308
5061	1	-1588.163	-1588.765	0.6021264	0.1679519
5062	0	-1587.896	-1588.65	0.7540465	0.1598562
5063	1	-1587.917	-1588.613	0.6966147	0.1629141
5064	0	-1588.612	-1589.562	0.9499386	0.1494351
5065	1	-1588.268	-1589.16	0.8920051	0.1525172
5066	0	-1589.063	-1590.07	1.006789	0.1464086
5067	1	-1588.077	-1588.923	0.8462874	0.1549489
5068	0	-1588.604	-1589.12	0.5166635	0.1725187
5069	1	-1588.864	-1589.343	0.4786073	0.1745561
5070	0	-1587.904	-1588.613	0.7084372	0.1622844
5071	1	-1587.935	-1588.619	0.6837711	0.1635983
5072	0	-1589.339	-1589.759	0.420163	0.1776901
5073	1	-1589.006	-1590.006	1.000292	0.1467546
5074	0	-1587.969	-1588.778	0.8082016	0.1569747
5075	1	-1588.172	-1588.772	0.5999412	0.1680685
5076	0	-1587.981	-1588.641	0.660239	0.1648524
5077	1	-1587.926	-1588.71	0.7844336	0.1582392
5078	0	-1587.895	-1588.618	0.7235455	0.1614799
5079	1	-1587.902	-1588.666	0.7634982	0.1593532
5080	0	-1587.909	-1588.681	0.7712501	0.1589407
5081	1	-1587.938	-1588.62	0.6819436	0.1636957
5082	0	-1587.937	-1588.62	0.6824323	0.1636696
5083	1	-1588.211	-1589.091	0.8800442	0.1531534
5084	0	-1587.902	-1588.613	0.7113804	0.1621277
5085	1	-1588.016	-1588.842	0.8267288	0.1559892
5086	0	-1588.25	-1588.832	0.5817275	0.169041
5087	1	-1588.995	-1589.456	0.4612914	0.1754839
5088	0	-1588.122	-1588.98	0.8587055	0.1542884
5089	1	-1587.908	-1588.678	0.7698761	0.1590138
5090	0	-1589.379	-1590.418	1.039701	0.1446551
5091	1	-1588.083	-1588.707	0.6240439	0.1667824
5092	0	-1588.595	-1589.113	0.5180605	0.172444
5093	1	-1589.128	-1589.573	0.4447131	0.1763728
5094	0	-1587.916	-1588.693	0.7769591	0.1586369
5095	1	-1588.411	-1589.33	0.9186032	0.1511023
5096	0	-1589.413	-1589.825	0.4119144	0.178133
5097	1	-1588.096	-1588.716	0.6201784	0.1669886
5098	0	-1589.003	-1589.463	0.4602896	0.1755376
5099	1	-1587.894	-1588.619	0.7249451	0.1614054
5100	0	-1589.093	-1589.542	0.4490242	0.1761416
5101	1	-1587.924	-1588.708	0.7834668	0.1582907
5102	0	-1589.416	-1589.828	0.411513	0.1781545
5103	1	-1587.894	-1588.644	0.7499279	0.1600754
5104	0	-1588.241	-1588.825	0.5836948	0.1689359
5105	1	-1588.549	-1589.489	0.9406233	0.1499308
5106	0	-1588.051	-1588.685	0.6339255	0.1662553
5107	1	-1588.059	-1588.9	0.8410641	0.1552267
5108	0	-1588.181	-1589.054	0.873141	0.1535206
5109	1	-1588.004	-1588.826	0.8223724	0.1562209
5110	0	-1587.936	-1588.727	0.7908044	0.1579003
5111	1	-1588.563	-1589.506	0.9428379	0.1498129
5112	0	-1588.958	-1589.424	0.4660846	0.175227
5113	1	-1587.985	-1588.8	0.8148596	0.1566206
5114	0	-1588.221	-1588.809	0.588312	0.1686894
5115	1	-1587.901	-1588.663	0.7620654	0.1594295
5116	0	-1588.463	-1589.003	0.5400738	0.1712666
5117	1	-1587.901	-1588.664	0.7624337	0.1594099
5118	0	-1588.976	-1589.973	0.9968422	0.1469383
5119	1	-1588.448	-1588.991	0.5427092	0.1711257
5120	0	-1587.925	-1588.71	0.7841727	0.1582531
5121	1	-1587.96	-1588.764	0.8039908	0.1571987
5122	0	-1588.919	-1589.909	0.9901142	0.1472966
5123	1	-1588.652	-1589.608	0.9556869	0.1491292
5124	0	-1588.243	-1589.13	0.8869712	0.1527849
5125	1	-1588.307	-1589.207	0.8997663	0.1521044
5126	0	-1587.915	-1588.613	0.6984782	0.1628148
5127	1	-1587.988	-1588.645	0.6571483	0.1650171
5128	0	-1587.96	-1588.63	0.6699215	0.1643363
5129	1	-1588.672	-1589.631	0.9585115	0.1489789
5130	0	-1587.897	-1588.616	0.718579	0.1617443
5131	1	-1588.083	-1588.931	0.848049	0.1548552
5132	0	-1588.323	-1589.225	0.9026939	0.1519486
5133	1	-1590.425	-1591.553	1.127764	0.139955
5134	0	-1588.204	-1588.796	0.592234	0.16848
5135	1	-1588.794	-1589.282	0.4883189	0.1740359
5136	0	-1587.935	-1588.619	0.6838654	0.1635933
5137	1	-1587.895	-1588.618	0.7236655	0.1614735
5138	0	-1588.309	-1589.209	0.9001201	0.1520855
5139	1	-1588.248	-1589.136	0.8878838	0.1527364
5140	0	-1587.955	-1588.627	0.6725204	0.1641978
5141	1	-1588.164	-1588.766	0.6018075	0.1679689
5142	0	-1588.567	-1589.09	0.5224695	0.1722081
5143	1	-1587.892	-1588.627	0.734946	0.1608729
5144	0	-1588.918	-1589.39	0.4712932	0.1749479
5145	1	-1587.908	-1588.613	0.7049715	0.162469
5146	0	-1587.977	-1588.789	0.8116205	0.1567929
5147	1	-1588.058	-1588.899	0.8408542	0.1552379
5148	0	-1589.036	-1590.04	1.003727	0.1465717
5149	1	-1588.285	-1588.859	0.5741149	0.1694475
5150	0	-1588.138	-1588.746	0.6087111	0.1676005
5151	1	-1588.13	-1588.741	0.6107196	0.1674933
5152	0	-1590.534	-1591.67	1.135668	0.1395324
5153	1	-1587.893	-1588.641	0.7475768	0.1602006
5154	0	-1588.192	-1589.068	0.8757832	0.15338
5155	1	-1587.961	-1588.63	0.6696752	0.1643494
5156	0	-1587.892	-1588.635	0.7430109	0.1604436
5157	1	-1588.084	-1588.933	0.848492	0.1548316
5158	0	-1588.362	-1588.92	0.5586791	0.1702722
5159	1	-1588.034	-1588.674	0.6397551	0.1659444
5160	0	-1587.901	-1588.614	0.712883	0.1620477
5161	1	-1590.27	-1590.598	0.327657	0.182665
5162	0	-1588.765	-1589.258	0.4923434	0.1738204
5163	1	-1590.067	-1590.414	0.3460498	0.1816744
5164	0	-1587.893	-1588.623	0.7299801	0.1611373
5165	1	-1588.872	-1589.856	0.9844339	0.147599
5166	0	-1587.894	-1588.62	0.7264361	0.161326
5167	1	-1590.736	-1591.886	1.149848	0.138774
5168	0	-1587.903	-1588.667	0.7641748	0.1593172
5169	1	-1589.505	-1589.907	0.4019407	0.1786687
5170	0	-1588.364	-1589.274	0.9102084	0.1515489
5171	1	-1587.893	-1588.641	0.7478212	0.1601876
5172	0	-1588.55	-1589.075	0.5252763	0.1720579
5173	1	-1588.45	-1588.992	0.5424155	0.1711414
5174	0	-1588.836	-1589.816	0.9800477	0.1478325
5175	1	-1589.082	-1590.091	1.008875	0.1462975
5176	0	-1588.034	-1588.866	0.8328917	0.1556614
5177	1	-1588.94	-1589.933	0.9926523	0.1471614
