Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth_rate
1491	1	-1587.892	-1588.63	0.7383958	0.1606893
1492	0	-1588.186	-1589.06	0.874399	0.1534537
1493	1	-1588.656	-1589.164	0.5085686	0.1729518
1494	0	-1588.909	-1589.381	0.4726078	0.1748775
1495	1	-1588.278	-1588.854	0.5756101	0.1693677
1496	0	-1588.327	-1588.892	0.5655768	0.1699036
1497	1	-1588.581	-1589.101	0.5202887	0.1723247
1498	0	-1588.035	-1588.675	0.6393564	0.1659657
1499	1	-1587.896	-1588.616	0.7202	0.161658
1500	0	-1588.325	-1588.891	0.5660148	0.1698802
1501	1	-1589.221	-1589.655	0.4336653	0.1769655
1502	0	-1587.934	-1588.618	0.6843964	0.163565
1503	1	-1588.668	-1589.626	0.9579574	0.1490083
1504	0	-1588.089	-1588.711	0.6221753	0.1668821
1505	1	-1587.974	-1588.638	0.6630947	0.1647001
1506	0	-1588.473	-1589.011	0.538353	0.1713586
1507	1	-1587.893	-1588.64	0.7467733	0.1602434
1508	0	-1588.2	-1588.793	0.5930211	0.1684379
1509	1	-1589.018	-1590.019	1.001644	0.1466826
1510	0	-1588.06	-1588.902	0.8413913	0.1552093
1511	1	-1587.893	-1588.638	0.7451625	0.1603291
1512	0	-1587.9	-1588.614	0.7140267	0.1619867
1513	1	-1588.831	-1589.314	0.4831647	0.1743119
1514	0	-1588.076	-1588.923	0.8462591	0.1549504
1515	1	-1587.949	-1588.747	0.7983098	0.157501
1516	0	-1589.081	-1589.532	0.4504436	0.1760655
1517	1	-1587.898	-1588.654	0.7568282	0.1597082
1518	0	-1587.904	-1588.67	0.7659663	0.1592219
1519	1	-1589.066	-1590.073	1.007121	0.1463909
1520	0	-1588.627	-1589.579	0.9521673	0.1493165
1521	1	-1588.692	-1589.653	0.9611971	0.1488359
1522	0	-1587.984	-1588.798	0.8144529	0.1566422
1523	1	-1587.904	-1588.613	0.7090474	0.1622519
1524	0	-1587.904	-1588.671	0.7661025	0.1592146
1525	1	-1588.44	-1589.363	0.9234156	0.1508463
1526	0	-1588.155	-1588.759	0.6042882	0.1678365
1527	1	-1587.895	-1588.617	0.7220987	0.1615569
1528	0	-1587.977	-1588.788	0.8114907	0.1567998
1529	1	-1587.893	-1588.64	0.7468978	0.1602367
1530	0	-1587.902	-1588.613	0.7115411	0.1621191
1531	1	-1587.894	-1588.619	0.7247461	0.161416
1532	0	-1591.081	-1592.253	1.1728	0.1375453
1533	1	-1588.06	-1588.902	0.8414266	0.1552074
1534	0	-1588.378	-1588.934	0.5555234	0.1704408
1535	1	-1591.659	-1592.868	1.208416	0.1356358
1536	0	-1588.561	-1589.504	0.9425376	0.1498289
1537	1	-1587.894	-1588.643	0.749171	0.1601157
1538	0	-1588.125	-1588.984	0.8595115	0.1542455
1539	1	-1588.435	-1588.98	0.5449504	0.1710059
1540	0	-1588.202	-1589.08	0.8779501	0.1532648
1541	1	-1588.037	-1588.871	0.8340479	0.1555999
1542	0	-1591.26	-1592.444	1.184189	0.1369351
1543	1	-1588.418	-1588.966	0.5481324	0.1708358
1544	0	-1587.892	-1588.636	0.7438938	0.1603966
1545	1	-1587.912	-1588.686	0.7737063	0.15881
1546	0	-1587.926	-1588.616	0.6898456	0.1632747
1547	1	-1588.197	-1588.791	0.5938733	0.1683925
1548	0	-1588.688	-1589.192	0.5036399	0.1732156
1549	1	-1587.911	-1588.683	0.7723774	0.1588807
1550	0	-1588.459	-1589.385	0.9265288	0.1506807
1551	1	-1588.168	-1588.769	0.6009664	0.1680138
1552	0	-1588.332	-1589.237	0.9044935	0.1518529
1553	1	-1587.896	-1588.65	0.7539887	0.1598593
1554	0	-1587.955	-1588.627	0.6725479	0.1641963
1555	1	-1587.941	-1588.734	0.7937179	0.1577453
1556	0	-1588.441	-1588.985	0.5439531	0.1710592
1557	1	-1587.934	-1588.724	0.7898679	0.1579501
1558	0	-1587.932	-1588.72	0.7883203	0.1580324
1559	1	-1588.015	-1588.661	0.646673	0.1655756
1560	0	-1588.427	-1588.973	0.5465612	0.1709198
1561	1	-1588.78	-1589.752	0.9728337	0.1482165
1562	0	-1587.9	-1588.614	0.7136531	0.1620066
1563	1	-1588.039	-1588.677	0.6381384	0.1660307
1564	0	-1587.897	-1588.616	0.7193154	0.1617051
1565	1	-1587.946	-1588.742	0.7964782	0.1575984
1566	0	-1588.758	-1589.251	0.49348	0.1737595
1567	1	-1588.238	-1589.124	0.8858178	0.1528463
1568	0	-1588.237	-1589.123	0.8857143	0.1528518
1569	1	-1587.992	-1588.647	0.655606	0.1650993
1570	0	-1587.9	-1588.614	0.7134413	0.1620179
1571	1	-1587.942	-1588.737	0.7944939	0.157704
1572	0	-1587.993	-1588.648	0.6551823	0.1651219
1573	1	-1587.936	-1588.728	0.7911953	0.1578795
1574	0	-1587.969	-1588.777	0.8079262	0.1569894
1575	1	-1587.899	-1588.658	0.758902	0.1595978
1576	0	-1590.002	-1591.097	1.095108	0.1416995
1577	1	-1587.961	-1588.765	0.8042359	0.1571857
1578	0	-1587.941	-1588.621	0.6803726	0.1637794
1579	1	-1588.064	-1588.694	0.6297872	0.1664761
1580	0	-1588.229	-1588.815	0.5863848	0.1687923
1581	1	-1587.894	-1588.642	0.748569	0.1601478
1582	0	-1589.755	-1590.131	0.3761537	0.1800546
1583	1	-1587.892	-1588.636	0.7437891	0.1604022
1584	0	-1587.893	-1588.639	0.7461001	0.1602792
1585	1	-1588.397	-1588.949	0.551968	0.1706308
1586	0	-1588.614	-1589.129	0.5149504	0.1726104
1587	1	-1588.201	-1588.794	0.5928854	0.1684452
1588	0	-1588.289	-1588.862	0.5733159	0.1694902
1589	1	-1587.897	-1588.653	0.7559045	0.1597574
1590	0	-1588.902	-1589.376	0.4734729	0.1748311
1591	1	-1590.786	-1591.94	1.153279	0.1385904
1592	0	-1588.224	-1588.812	0.5874471	0.1687355
1593	1	-1587.903	-1588.667	0.7641612	0.1593179
1594	0	-1588.374	-1589.286	0.9120255	0.1514522
1595	1	-1587.909	-1588.681	0.7712277	0.1589419
1596	0	-1587.965	-1588.771	0.8060604	0.1570886
1597	1	-1588.587	-1589.106	0.5192813	0.1723786
1598	0	-1587.893	-1588.621	0.7277653	0.1612552
1599	1	-1588.427	-1588.974	0.5464629	0.1709251
1600	0	-1588.882	-1589.868	0.985706	0.1475313
1601	1	-1587.9	-1588.661	0.7607518	0.1594994
1602	0	-1587.981	-1588.641	0.6603318	0.1648474
1603	1	-1588.086	-1588.709	0.6231267	0.1668313
1604	0	-1588.085	-1588.934	0.8488097	0.1548147
1605	1	-1588.242	-1589.129	0.8867565	0.1527964
1606	0	-1587.951	-1588.626	0.6745116	0.1640917
1607	1	-1587.897	-1588.653	0.7557147	0.1597675
1608	0	-1587.91	-1588.613	0.7021103	0.1626214
1609	1	-1587.9	-1588.66	0.7603258	0.159522
1610	0	-1589.103	-1590.115	1.011216	0.1461728
1611	1	-1588.434	-1589.356	0.9223697	0.1509019
1612	0	-1588.127	-1588.987	0.860114	0.1542135
1613	1	-1590.234	-1590.564	0.3309038	0.1824901
1614	0	-1589.525	-1589.925	0.3997784	0.1787848
1615	1	-1588.514	-1589.046	0.5312143	0.1717404
1616	0	-1587.934	-1588.618	0.6845612	0.1635562
1617	1	-1587.927	-1588.616	0.6891591	0.1633113
1618	0	-1588.722	-1589.22	0.4986779	0.1734813
1619	1	-1588.369	-1588.926	0.5572648	0.1703477
1620	0	-1588.223	-1588.811	0.5878014	0.1687166
1621	1	-1587.896	-1588.616	0.7200276	0.1616672
1622	0	-1588.754	-1589.248	0.4940338	0.1737299
1623	1	-1589.591	-1590.651	1.059834	0.1435817
1624	0	-1587.893	-1588.62	0.7269324	0.1612996
1625	1	-1587.897	-1588.653	0.7561143	0.1597462
1626	0	-1588.656	-1589.613	0.9562807	0.1490976
1627	1	-1589.198	-1589.634	0.4364208	0.1768176
1628	0	-1588.459	-1589	0.540799	0.1712279
1629	1	-1587.921	-1588.614	0.6935385	0.163078
1630	0	-1587.976	-1588.787	0.8112078	0.1568148
1631	1	-1587.944	-1588.74	0.7956783	0.157641
1632	0	-1587.941	-1588.734	0.7936642	0.1577481
1633	1	-1588.037	-1588.676	0.6386879	0.1660013
1634	0	-1587.892	-1588.633	0.7408751	0.1605573
1635	1	-1588.075	-1588.921	0.8459284	0.154968
1636	0	-1587.934	-1588.618	0.6844742	0.1635608
1637	1	-1588.048	-1588.885	0.8375049	0.155416
1638	0	-1588.238	-1589.123	0.8857612	0.1528493
1639	1	-1588.003	-1588.825	0.8219749	0.1562421
1640	0	-1588.027	-1588.669	0.642235	0.1658122
1641	1	-1588.289	-1588.862	0.5732824	0.169492
1642	0	-1589.418	-1590.462	1.043548	0.14445
1643	1	-1588.054	-1588.687	0.6331053	0.1662991
1644	0	-1587.938	-1588.731	0.7924026	0.1578152
1645	1	-1589.165	-1589.605	0.4403083	0.1766091
1646	0	-1588.328	-1589.231	0.903629	0.1518989
1647	1	-1588.34	-1589.245	0.9058483	0.1517808
1648	0	-1587.964	-1588.77	0.8057461	0.1571054
1649	1	-1588.344	-1589.25	0.9066237	0.1517396
1650	0	-1587.901	-1588.614	0.7127872	0.1620528
1651	1	-1588.784	-1589.757	0.9733466	0.1481892
1652	0	-1588.586	-1589.532	0.9461806	0.149635
1653	1	-1587.907	-1588.675	0.7683844	0.1590932
1654	0	-1588.36	-1589.269	0.9094954	0.1515868
1655	1	-1589.28	-1589.707	0.4268163	0.177333
1656	0	-1587.892	-1588.63	0.7386007	0.1606784
1657	1	-1587.93	-1588.617	0.6869962	0.1634265
1658	0	-1587.905	-1588.613	0.7078191	0.1623173
1659	1	-1588.329	-1588.894	0.5650895	0.1699297
1660	0	-1589.419	-1589.83	0.4112372	0.1781693
1661	1	-1588.438	-1588.982	0.5445841	0.1710255
1662	0	-1588.192	-1588.787	0.5950644	0.1683289
1663	1	-1587.9	-1588.614	0.7134349	0.1620183
1664	0	-1587.9	-1588.614	0.7140908	0.1619833
1665	1	-1588.914	-1589.904	0.9895781	0.1473251
1666	0	-1587.896	-1588.616	0.7201616	0.1616601
1667	1	-1587.892	-1588.633	0.7407033	0.1605665
1668	0	-1588.466	-1589.394	0.9276673	0.1506201
1669	1	-1589.42	-1590.463	1.043691	0.1444424
1670	0	-1588.094	-1588.715	0.6208396	0.1669534
1671	1	-1588.573	-1589.095	0.5215565	0.1722569
1672	0	-1588.289	-1588.862	0.573408	0.1694853
1673	1	-1587.956	-1588.628	0.6719978	0.1642256
1674	0	-1587.957	-1588.76	0.8025961	0.1572729
1675	1	-1587.893	-1588.622	0.7293267	0.1611721
1676	0	-1587.987	-1588.645	0.6577035	0.1649875
1677	1	-1587.98	-1588.793	0.8129055	0.1567245
1678	0	-1588.99	-1589.988	0.9984679	0.1468518
1679	1	-1588.602	-1589.119	0.5169161	0.1725052
1680	0	-1588.203	-1588.795	0.5924501	0.1684684
1681	1	-1587.892	-1588.635	0.7430441	0.1604419
1682	0	-1588.826	-1589.31	0.4838563	0.1742749
1683	1	-1587.899	-1588.658	0.7593125	0.159576
1684	0	-1588.441	-1589.365	0.9236324	0.1508348
1685	1	-1588.18	-1589.053	0.8730201	0.153527
1686	0	-1588.434	-1588.979	0.5452279	0.1709911
1687	1	-1587.901	-1588.664	0.7625621	0.159403
1688	0	-1589.68	-1590.064	0.3836658	0.1796507
1689	1	-1588.111	-1588.967	0.8558837	0.1544384
1690	0	-1587.984	-1588.643	0.6588916	0.1649242
1691	1	-1587.969	-1588.634	0.6656946	0.1645616
1692	0	-1588.511	-1589.446	0.9348463	0.1502381
1693	1	-1588.222	-1589.105	0.8824583	0.153025
1694	0	-1587.905	-1588.673	0.7672822	0.1591519
1695	1	-1588.952	-1589.419	0.4668352	0.1751868
1696	0	-1587.918	-1588.697	0.7787734	0.1585404
1697	1	-1588.632	-1589.585	0.9528462	0.1492803
1698	0	-1588.306	-1589.205	0.8994711	0.1521201
1699	1	-1589.774	-1590.148	0.3742053	0.1801594
1700	0	-1588.035	-1588.868	0.8332424	0.1556427
1701	1	-1588.621	-1589.572	0.951251	0.1493652
1702	0	-1588.112	-1588.727	0.6157561	0.1672246
1703	1	-1588.361	-1589.271	0.9097213	0.1515748
1704	0	-1587.913	-1588.688	0.7745875	0.1587631
1705	1	-1588.757	-1589.25	0.4936202	0.173752
1706	0	-1590.15	-1591.257	1.106924	0.1410685
1707	1	-1588.749	-1589.718	0.9687989	0.1484313
1708	0	-1587.892	-1588.627	0.7353455	0.1608517
1709	1	-1588.092	-1588.943	0.8506747	0.1547155
1710	0	-1588.112	-1588.727	0.6157524	0.1672248
1711	1	-1587.908	-1588.613	0.7040316	0.162519
1712	0	-1587.892	-1588.63	0.7384596	0.1606859
1713	1	-1588.645	-1589.156	0.510146	0.1728674
1714	0	-1588.664	-1589.171	0.5073509	0.173017
1715	1	-1589.065	-1589.518	0.4524595	0.1759574
1716	0	-1590.119	-1591.224	1.104501	0.141198
1717	1	-1587.892	-1588.629	0.7369013	0.1607688
1718	0	-1588.994	-1589.993	0.9989561	0.1468258
1719	1	-1588.36	-1588.919	0.5589415	0.1702581
1720	0	-1587.95	-1588.625	0.6750223	0.1640645
1721	1	-1588.109	-1588.965	0.855428	0.1544627
1722	0	-1588.007	-1588.657	0.6496016	0.1654194
1723	1	-1588.647	-1589.602	0.9550021	0.1491656
1724	0	-1587.913	-1588.687	0.7743984	0.1587732
1725	1	-1587.924	-1588.615	0.6908616	0.1632206
1726	0	-1588.542	-1589.068	0.5266479	0.1719846
1727	1	-1587.969	-1588.634	0.6658309	0.1645543
1728	0	-1587.897	-1588.654	0.7563622	0.159733
1729	1	-1590.355	-1590.675	0.3201173	0.1830714
1730	0	-1588.084	-1588.707	0.6238663	0.1667919
1731	1	-1587.911	-1588.684	0.7727543	0.1588607
1732	0	-1588.044	-1588.68	0.6364006	0.1661233
1733	1	-1588.096	-1588.716	0.6201895	0.166988
1734	0	-1588.112	-1588.727	0.6157873	0.1672229
1735	1	-1588.521	-1589.051	0.5301168	0.1717991
1736	0	-1588.223	-1589.105	0.8825576	0.1530197
1737	1	-1588.278	-1588.854	0.5755908	0.1693687
1738	0	-1587.955	-1588.757	0.8015936	0.1573263
1739	1	-1587.967	-1588.774	0.8070758	0.1570346
1740	0	-1588.164	-1589.033	0.8691272	0.1537341
1741	1	-1588.675	-1589.181	0.505628	0.1731092
1742	0	-1587.896	-1588.65	0.7537739	0.1598707
1743	1	-1587.976	-1588.787	0.8111215	0.1568194
1744	0	-1588.186	-1589.061	0.8744907	0.1534488
1745	1	-1588.043	-1588.879	0.8358946	0.1555017
1746	0	-1588.01	-1588.835	0.8248294	0.1560902
1747	1	-1588.015	-1588.842	0.8266182	0.1559951
1748	0	-1588.693	-1589.196	0.5029042	0.173255
1749	1	-1588.027	-1588.669	0.6420812	0.1658204
1750	0	-1588.4	-1588.952	0.5513823	0.1706621
1751	1	-1587.924	-1588.707	0.7831776	0.158306
1752	0	-1587.987	-1588.803	0.8157759	0.1565718
1753	1	-1588.201	-1589.079	0.8777492	0.1532755
1754	0	-1588.043	-1588.68	0.636563	0.1661147
1755	1	-1589.052	-1589.506	0.4540781	0.1758706
1756	0	-1588.544	-1589.484	0.9399582	0.1499661
1757	1	-1587.96	-1588.763	0.8036335	0.1572177
1758	0	-1588.299	-1588.87	0.5711727	0.1696047
1759	1	-1587.912	-1588.686	0.7735954	0.1588159
1760	0	-1588.085	-1588.933	0.8486123	0.1548252
1761	1	-1587.892	-1588.625	0.7327859	0.1609879
1762	0	-1588.164	-1589.033	0.8691902	0.1537307
1763	1	-1589.239	-1589.67	0.4315825	0.1770772
1764	0	-1590.112	-1590.454	0.3419512	0.1818951
1765	1	-1587.943	-1588.739	0.7952632	0.157663
1766	0	-1588.113	-1588.969	0.8563173	0.1544154
1767	1	-1588.07	-1588.915	0.8444597	0.1550461
1768	0	-1589.251	-1590.278	1.026934	0.1453354
1769	1	-1589.077	-1590.086	1.008335	0.1463262
1770	0	-1588.072	-1588.917	0.8449687	0.155019
1771	1	-1588.096	-1588.716	0.620208	0.166987
1772	0	-1587.93	-1588.718	0.7874346	0.1580796
1773	1	-1588.005	-1588.828	0.8229098	0.1561923
1774	0	-1588.975	-1589.439	0.4638393	0.1753474
1775	1	-1587.991	-1588.809	0.8175817	0.1564758
1776	0	-1588.538	-1589.477	0.9390439	0.1500148
1777	1	-1587.901	-1588.614	0.712267	0.1620805
1778	0	-1589.023	-1590.025	1.002226	0.1466516
1779	1	-1588.256	-1589.145	0.8894978	0.1526506
1780	0	-1587.978	-1588.79	0.8119535	0.1567751
1781	1	-1589.798	-1590.876	1.078141	0.1426051
1782	0	-1587.9	-1588.614	0.714577	0.1619574
1783	1	-1588.17	-1589.041	0.8707392	0.1536483
1784	0	-1587.945	-1588.741	0.7959085	0.1576287
1785	1	-1587.931	-1588.617	0.6864485	0.1634557
1786	0	-1588.001	-1588.653	0.6520922	0.1652866
1787	1	-1588.48	-1589.41	0.9299954	0.1504962
1788	0	-1588.314	-1588.882	0.5681998	0.1697635
1789	1	-1587.893	-1588.637	0.744653	0.1603562
1790	0	-1587.895	-1588.617	0.7221873	0.1615522
1791	1	-1587.892	-1588.628	0.7362254	0.1608048
1792	0	-1588.737	-1589.234	0.4964448	0.1736008
1793	1	-1589.345	-1589.765	0.4193831	0.177732
1794	0	-1588.567	-1589.51	0.9433189	0.1497873
1795	1	-1588.186	-1589.06	0.8743434	0.1534566
1796	0	-1587.996	-1588.65	0.654002	0.1651848
1797	1	-1588.24	-1589.126	0.8861747	0.1528273
1798	0	-1587.936	-1588.727	0.7911004	0.1578845
1799	1	-1588.73	-1589.227	0.4975061	0.173544
1800	0	-1587.895	-1588.648	0.7526601	0.15993
1801	1	-1588.4	-1589.317	0.9166602	0.1512057
1802	0	-1588.03	-1588.671	0.6412001	0.1658674
1803	1	-1587.956	-1588.758	0.8020752	0.1573006
1804	0	-1588.103	-1588.957	0.8537001	0.1545546
1805	1	-1588.356	-1589.265	0.9088622	0.1516205
1806	0	-1590.068	-1590.414	0.3459887	0.1816777
1807	1	-1588.964	-1589.43	0.4652582	0.1752713
1808	0	-1588.47	-1589.009	0.5387914	0.1713352
1809	1	-1588.581	-1589.102	0.5201841	0.1723303
1810	0	-1588.372	-1588.929	0.5566622	0.1703799
1811	1	-1589.339	-1589.76	0.4200602	0.1776956
1812	0	-1587.911	-1588.613	0.7015536	0.162651
1813	1	-1587.894	-1588.642	0.748637	0.1601442
1814	0	-1588.883	-1589.869	0.9858052	0.147526
1815	1	-1589.127	-1590.141	1.013785	0.146036
1816	0	-1588.047	-1588.683	0.6352043	0.1661871
1817	1	-1589.437	-1590.482	1.045353	0.1443537
1818	0	-1587.896	-1588.65	0.7543164	0.1598419
1819	1	-1587.958	-1588.629	0.6707321	0.1642931
1820	0	-1588.567	-1589.09	0.5224608	0.1722085
1821	1	-1587.955	-1588.627	0.6726307	0.1641919
1822	0	-1588.241	-1588.824	0.5837498	0.168933
1823	1	-1588.458	-1588.999	0.5409851	0.1712179
1824	0	-1588.249	-1589.137	0.8880264	0.1527288
1825	1	-1588.515	-1589.45	0.9354408	0.1502065
1826	0	-1588.295	-1589.193	0.8974072	0.1522298
1827	1	-1587.961	-1588.63	0.6695932	0.1643538
1828	0	-1588.09	-1588.941	0.8502373	0.1547388
1829	1	-1587.892	-1588.629	0.7370152	0.1607628
1830	0	-1589.229	-1589.662	0.4326978	0.1770174
1831	1	-1588.151	-1589.017	0.8661669	0.1538915
1832	0	-1588.14	-1588.748	0.6080323	0.1676367
1833	1	-1589.693	-1590.075	0.3823513	0.1797214
1834	0	-1588.469	-1589.397	0.9281775	0.1505929
1835	1	-1587.964	-1588.632	0.6681779	0.1644292
1836	0	-1587.897	-1588.652	0.7556184	0.1597726
1837	1	-1587.915	-1588.691	0.7760441	0.1586856
1838	0	-1587.946	-1588.743	0.7967762	0.1575825
1839	1	-1587.943	-1588.622	0.6788729	0.1638593
1840	0	-1587.893	-1588.621	0.7273159	0.1612791
1841	1	-1588.129	-1588.989	0.8605485	0.1541903
1842	0	-1587.895	-1588.648	0.752689	0.1599285
1843	1	-1587.968	-1588.775	0.8074896	0.1570126
1844	0	-1587.936	-1588.727	0.790874	0.1578966
1845	1	-1588.208	-1588.799	0.5913136	0.1685291
1846	0	-1587.91	-1588.613	0.7026074	0.1625949
1847	1	-1588.113	-1588.97	0.8564631	0.1544076
1848	0	-1588.674	-1589.18	0.5057442	0.173103
1849	1	-1588.295	-1589.192	0.8973173	0.1522346
1850	0	-1587.943	-1588.739	0.7951893	0.157667
1851	1	-1587.912	-1588.685	0.7735232	0.1588197
1852	0	-1588.178	-1589.051	0.8725858	0.1535501
1853	1	-1588.291	-1588.864	0.5728129	0.1695171
1854	0	-1587.892	-1588.625	0.7332987	0.1609606
1855	1	-1587.911	-1588.683	0.7724416	0.1588773
1856	0	-1588.088	-1588.711	0.6224103	0.1668696
1857	1	-1587.932	-1588.618	0.6855968	0.163501
1858	0	-1588.253	-1588.834	0.5810486	0.1690772
1859	1	-1588.221	-1589.103	0.8822083	0.1530383
1860	0	-1588.119	-1588.733	0.6137343	0.1673324
1861	1	-1588.085	-1588.934	0.848779	0.1548163
1862	0	-1588.385	-1589.299	0.9139835	0.1513481
1863	1	-1588.259	-1588.839	0.5797644	0.1691458
1864	0	-1587.892	-1588.625	0.7333808	0.1609563
1865	1	-1588.413	-1589.332	0.918938	0.1510845
1866	0	-1587.934	-1588.618	0.6842637	0.1635721
1867	1	-1588.998	-1589.459	0.4609947	0.1754998
1868	0	-1588.106	-1588.961	0.8545371	0.1545101
1869	1	-1588.501	-1589.434	0.9332454	0.1503233
1870	0	-1587.9	-1588.614	0.7134588	0.162017
1871	1	-1587.893	-1588.642	0.7480634	0.1601747
1872	0	-1590.918	-1591.191	0.2732284	0.1856013
1873	1	-1590.531	-1591.666	1.135415	0.139546
1874	0	-1587.926	-1588.616	0.6897483	0.1632799
1875	1	-1588.677	-1589.182	0.5054038	0.1731212
1876	0	-1588.189	-1589.065	0.87519	0.1534116
1877	1	-1587.907	-1588.613	0.7059379	0.1624175
1878	0	-1587.897	-1588.616	0.7184102	0.1617533
1879	1	-1590.153	-1590.492	0.3381477	0.1820999
1880	0	-1589.6	-1589.992	0.3919319	0.1792064
1881	1	-1588.072	-1588.699	0.6274521	0.1666006
1882	0	-1587.935	-1588.619	0.6838623	0.1635935
1883	1	-1587.903	-1588.667	0.7641759	0.1593172
1884	0	-1587.965	-1588.632	0.6675787	0.1644611
1885	1	-1588.187	-1588.783	0.5963233	0.1682617
1886	0	-1589.852	-1590.935	1.082731	0.1423602
1887	1	-1588.435	-1588.98	0.5450707	0.1709995
1888	0	-1588.229	-1589.113	0.8838555	0.1529507
1889	1	-1589.073	-1589.525	0.4514527	0.1760114
1890	0	-1589.087	-1589.536	0.4497997	0.1761
1891	1	-1590.26	-1590.588	0.3285719	0.1826157
1892	0	-1587.892	-1588.632	0.740599	0.160572
1893	1	-1588.54	-1589.48	0.9393767	0.1499971
1894	0	-1589.194	-1590.215	1.020924	0.1456556
1895	1	-1588.043	-1588.679	0.6368235	0.1661008
1896	0	-1587.919	-1588.614	0.6950228	0.1629989
1897	1	-1588.627	-1589.14	0.5129235	0.1727188
1898	0	-1588.035	-1588.675	0.6393445	0.1659663
1899	1	-1589.974	-1590.329	0.3548473	0.1812008
1900	0	-1588.718	-1589.217	0.4992292	0.1734517
1901	1	-1587.894	-1588.645	0.7507851	0.1600298
1902	0	-1587.912	-1588.686	0.7736584	0.1588126
1903	1	-1587.909	-1588.681	0.7713524	0.1589353
1904	0	-1587.995	-1588.649	0.6545096	0.1651578
1905	1	-1588.443	-1588.986	0.5436588	0.171075
1906	0	-1588.043	-1588.878	0.8358745	0.1555027
1907	1	-1587.944	-1588.74	0.7956766	0.157641
1908	0	-1589.721	-1590.793	1.07145	0.1429621
1909	1	-1588.833	-1589.316	0.4828767	0.1743274
1910	0	-1587.894	-1588.644	0.7497251	0.1600862
1911	1	-1587.892	-1588.627	0.7349699	0.1608717
1912	0	-1587.892	-1588.63	0.73829	0.1606949
1913	1	-1589.295	-1590.326	1.031385	0.1450982
1914	0	-1587.91	-1588.613	0.7023806	0.162607
1915	1	-1588.015	-1588.661	0.6466255	0.1655781
1916	0	-1587.951	-1588.75	0.7993577	0.1574452
1917	1	-1588.131	-1588.741	0.6104868	0.1675057
1918	0	-1588.295	-1588.867	0.5721116	0.1695545
1919	1	-1587.923	-1588.615	0.6917035	0.1631757
1920	0	-1589.792	-1590.87	1.0776	0.142634
1921	1	-1588.116	-1588.973	0.8571053	0.1543735
1922	0	-1588.015	-1588.842	0.8266312	0.1559944
1923	1	-1587.905	-1588.671	0.766343	0.1592018
1924	0	-1587.971	-1588.78	0.8091172	0.156926
1925	1	-1588.111	-1588.727	0.6158063	0.1672219
1926	0	-1588.608	-1589.558	0.9494552	0.1494608
1927	1	-1589.487	-1590.537	1.050117	0.1440998
1928	0	-1587.932	-1588.618	0.6854754	0.1635075
1929	1	-1587.892	-1588.629	0.7372011	0.1607529
1930	0	-1588.198	-1588.791	0.5936139	0.1684063
1931	1	-1588.664	-1589.171	0.5073427	0.1730175
1932	0	-1587.946	-1588.743	0.796815	0.1575805
1933	1	-1590.559	-1590.862	0.3026271	0.1840144
1934	0	-1588.012	-1588.838	0.8255036	0.1560544
1935	1	-1587.926	-1588.616	0.6893656	0.1633003
1936	0	-1589.012	-1590.013	1.00103	0.1467153
1937	1	-1588.078	-1588.924	0.8466403	0.1549301
1938	0	-1589.381	-1590.421	1.039949	0.1446418
1939	1	-1588.105	-1588.722	0.6177342	0.167119
1940	0	-1588.173	-1589.044	0.8713803	0.1536142
1941	1	-1587.905	-1588.613	0.7075893	0.1623296
1942	0	-1589.2	-1590.222	1.021573	0.145621
1943	1	-1588.347	-1588.909	0.5614803	0.1701225
1944	0	-1588.364	-1588.922	0.5583432	0.1702901
1945	1	-1588.619	-1589.134	0.5141722	0.172652
1946	0	-1588.201	-1589.078	0.8777078	0.1532777
1947	1	-1588.197	-1589.074	0.8769518	0.1533179
1948	0	-1591.081	-1591.341	0.2604708	0.1862905
1949	1	-1588.252	-1588.833	0.5811715	0.1690706
1950	0	-1588.316	-1588.883	0.567838	0.1697828
1951	1	-1587.904	-1588.613	0.7088631	0.1622617
1952	0	-1589.049	-1590.054	1.005197	0.1464934
1953	1	-1587.906	-1588.613	0.706614	0.1623815
1954	0	-1588.248	-1588.83	0.5821082	0.1690206
1955	1	-1588.543	-1589.482	0.9397042	0.1499797
1956	0	-1588.017	-1588.845	0.8273075	0.1559584
1957	1	-1589.192	-1589.629	0.4370376	0.1767845
1958	0	-1589.705	-1590.086	0.3811627	0.1797853
1959	1	-1587.898	-1588.615	0.7163158	0.1618648
1960	0	-1587.985	-1588.644	0.6583604	0.1649525
1961	1	-1588.969	-1589.965	0.996062	0.1469799
1962	0	-1587.938	-1588.73	0.7920067	0.1578363
1963	1	-1587.937	-1588.729	0.7918028	0.1578471
1964	0	-1587.892	-1588.628	0.7359421	0.1608199
1965	1	-1587.902	-1588.665	0.7629339	0.1593833
1966	0	-1587.93	-1588.717	0.7871366	0.1580954
1967	1	-1587.906	-1588.675	0.7683427	0.1590954
1968	0	-1588.121	-1588.979	0.8585044	0.1542991
1969	1	-1590.006	-1590.358	0.3517833	0.1813657
1970	0	-1588.416	-1589.335	0.919343	0.151063
1971	1	-1587.896	-1588.65	0.754284	0.1598436
1972	0	-1589.049	-1590.054	1.005138	0.1464965
1973	1	-1588.707	-1589.67	0.9632415	0.1487271
1974	0	-1587.901	-1588.614	0.7127593	0.1620542
1975	1	-1587.961	-1588.765	0.8043261	0.1571809
