Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1590.17	-1590.51	0.336472	0.1821902
10	-1589.12	-1590.13	1.01284	0.1460864
20	-1589.21	-1590.23	1.02237	0.1455788
30	-1588.45	-1589.37	0.92468	0.150779
40	-1589.18	-1590.2	1.01961	0.1457256
50	-1589.81	-1590.89	1.07912	0.1425528
60	-1590.98	-1592.14	1.16599	0.13791
70	-1588.4	-1588.95	0.552021	0.170628
80	-1588.14	-1589.01	0.86447	0.1539818
90	-1588.29	-1589.18	0.895913	0.1523093
100	-1594.79	-1596.15	1.36079	0.1274141
110	-1588.72	-1589.69	0.965477	0.1486081
120	-1587.94	-1588.74	0.79442	0.1577079
130	-1588.23	-1588.82	0.585143	0.1688586
140	-1588.33	-1589.23	0.904073	0.1518753
150	-1590.28	-1590.6	0.327155	0.1826921
160	-1590.34	-1590.66	0.321406	0.1830019
170	-1587.89	-1588.63	0.739216	0.1606456
180	-1587.94	-1588.74	0.795884	0.15763
190	-1587.9	-1588.61	0.710508	0.1621741
200	-1587.93	-1588.62	0.683886	0.1635922
210	-1588.22	-1588.81	0.587534	0.1687309
220	-1587.9	-1588.67	0.765056	0.1592703
230	-1588.63	-1589.14	0.512979	0.1727158
240	-1588.85	-1589.83	0.981921	0.1477328
250	-1588.81	-1589.3	0.485681	0.1741772
260	-1589.09	-1590.1	1.00984	0.1462459
270	-1589.03	-1590.04	1.00344	0.146587
280	-1589.4	-1590.44	1.04159	0.1445543
290	-1588.34	-1588.9	0.563789	0.1699991
300	-1590.52	-1590.83	0.305593	0.1838544
310	-1587.91	-1588.67	0.767728	0.1591281
320	-1587.93	-1588.62	0.690103	0.1632609
330	-1588.46	-1589	0.540145	0.1712628
340	-1588.44	-1589.36	0.923105	0.1508628
350	-1588.08	-1588.71	0.624057	0.1667817
360	-1588.48	-1589.41	0.929706	0.1505116
370	-1588.16	-1588.76	0.603242	0.1678924
380	-1588.19	-1589.06	0.875146	0.1534139
390	-1587.92	-1588.61	0.694613	0.1630207
400	-1588.31	-1589.22	0.901221	0.152027
410	-1589.31	-1589.74	0.423185	0.1775279
420	-1591.28	-1592.47	1.1857	0.1368539
430	-1587.9	-1588.61	0.715121	0.1619285
440	-1587.9	-1588.65	0.752642	0.159931
450	-1591.67	-1591.88	0.216788	0.1886537
460	-1588.41	-1588.96	0.54878	0.1708012
470	-1588.41	-1588.96	0.548944	0.1707925
480	-1587.91	-1588.69	0.775197	0.1587307
490	-1587.89	-1588.63	0.74069	0.1605672
500	-1588.89	-1589.87	0.986395	0.1474946
510	-1588.91	-1589.38	0.472548	0.1748807
520	-1588.92	-1589.39	0.471717	0.1749252
530	-1588.52	-1589.05	0.529749	0.1718187
540	-1588.89	-1589.36	0.47544	0.1747257
550	-1588.14	-1588.75	0.60784	0.167647
560	-1590.61	-1591.75	1.14092	0.1392517
570	-1593.98	-1594.05	0.0689389	0.1966904
580	-1588.25	-1589.14	0.888162	0.1527216
590	-1590.59	-1591.73	1.13969	0.1393171
600	-1587.94	-1588.73	0.790723	0.1579046
610	-1588	-1588.65	0.652214	0.1652801
620	-1588.05	-1588.69	0.633263	0.1662907
630	-1588.63	-1589.58	0.952682	0.1492891
640	-1588.26	-1588.84	0.580123	0.1691267
650	-1589.26	-1590.28	1.0275	0.1453052
660	-1587.96	-1588.63	0.669422	0.1643629
670	-1589.1	-1590.11	1.01106	0.1461812
680	-1588.14	-1588.74	0.609326	0.1675677
690	-1589.98	-1591.07	1.09319	0.1418018
700	-1588.33	-1589.23	0.9039	0.1518845
710	-1588.37	-1589.29	0.911994	0.1514539
720	-1588.5	-1589.03	0.533865	0.1715986
730	-1587.9	-1588.62	0.718407	0.1617535
740	-1587.93	-1588.62	0.68779	0.1633842
750	-1588.32	-1588.89	0.567062	0.1698243
760	-1588.16	-1589.03	0.868667	0.1537585
770	-1588.06	-1588.69	0.631826	0.1663673
780	-1588.46	-1589.39	0.926626	0.1506755
790	-1590.45	-1591.58	1.1294	0.1398674
800	-1589.53	-1590.58	1.0538	0.1439032
810	-1588.71	-1589.21	0.500785	0.1733684
820	-1588.24	-1588.83	0.583289	0.1689576
830	-1590.63	-1591.77	1.14245	0.1391695
840	-1588.09	-1588.95	0.851379	0.154678
850	-1587.89	-1588.64	0.745021	0.1603366
860	-1589.24	-1589.68	0.430864	0.1771158
870	-1588.25	-1588.83	0.582748	0.1689865
880	-1587.93	-1588.62	0.68566	0.1634977
890	-1589.74	-1590.11	0.378011	0.1799548
900	-1588.43	-1588.97	0.546819	0.170906
910	-1588.43	-1588.98	0.545225	0.1709913
920	-1590.61	-1590.91	0.298328	0.1842463
930	-1588.25	-1588.83	0.582237	0.1690137
940	-1587.94	-1588.74	0.796102	0.1576184
950	-1588.27	-1589.17	0.892868	0.1524713
960	-1589.48	-1589.88	0.40462	0.1785247
970	-1589.36	-1589.78	0.417788	0.1778176
980	-1589.2	-1590.22	1.02154	0.145623
990	-1589.8	-1590.17	0.371662	0.1802961
1000	-1594.03	-1595.36	1.32839	0.1291707
1010	-1587.89	-1588.62	0.724514	0.1614283
1020	-1588.56	-1589.09	0.523383	0.1721592
1030	-1588	-1588.82	0.821327	0.1562765
1040	-1587.92	-1588.61	0.693187	0.1630967
1050	-1587.89	-1588.62	0.72918	0.1611799
1060	-1588	-1588.82	0.821055	0.156291
1070	-1588.05	-1588.89	0.839191	0.1553263
1080	-1588.15	-1588.75	0.605629	0.167765
1090	-1587.96	-1588.63	0.671918	0.1642299
1100	-1588.4	-1589.31	0.916355	0.1512219
1110	-1588.19	-1588.79	0.594291	0.1683701
1120	-1588.6	-1589.12	0.516765	0.1725133
1130	-1588	-1588.65	0.654206	0.1651739
1140	-1589.07	-1590.08	1.00761	0.1463649
1150	-1589.18	-1589.62	0.438935	0.1766828
1160	-1588.41	-1589.33	0.918732	0.1510954
1170	-1587.9	-1588.61	0.712285	0.1620795
1180	-1591.4	-1592.6	1.19304	0.1364604
1190	-1590.5	-1590.81	0.307728	0.1837393
1200	-1591.06	-1591.33	0.261722	0.1862229
1210	-1588.04	-1588.68	0.63778	0.1660497
1220	-1588.52	-1589.46	0.936171	0.1501676
1230	-1589.07	-1590.08	1.00751	0.1463704
1240	-1588.86	-1589.84	0.982413	0.1477066
1250	-1587.95	-1588.62	0.677059	0.163956
1260	-1589.1	-1590.11	1.01097	0.1461857
1270	-1588.59	-1589.54	0.946578	0.1496139
1280	-1588.06	-1588.91	0.842488	0.1551509
1290	-1588.22	-1589.1	0.882322	0.1530322
1300	-1588.72	-1589.69	0.96551	0.1486064
1310	-1587.89	-1588.63	0.733813	0.1609333
1320	-1587.89	-1588.62	0.731419	0.1610607
1330	-1588.12	-1588.73	0.614723	0.1672797
1340	-1590.67	-1591.81	1.14501	0.1390329
1350	-1587.92	-1588.7	0.780494	0.1584488
1360	-1589.36	-1590.39	1.03751	0.1447719
1370	-1587.91	-1588.68	0.768866	0.1590676
1380	-1587.92	-1588.71	0.782524	0.1583408
1390	-1588.02	-1588.66	0.64643	0.1655885
1400	-1589.12	-1589.57	0.44547	0.1763322
