Iteration	Posterior	Likelihood	Prior	num_events
150	-1570.011	-1567.469	-2.541895	1
151	-1570.243	-1567.174	-3.069677	1
152	-1572.075	-1569.539	-2.536018	1
153	-1569.289	-1566.568	-2.720574	1
154	-1567.993	-1566.638	-1.354788	1
155	-1571.639	-1570.221	-1.417319	1
156	-1568.277	-1568.366	0.08941746	2
157	-1570.345	-1568.078	-2.267598	1
158	-1568.557	-1568.652	0.09472231	1
159	-1568.099	-1568.838	0.7392506	1
160	-1566.391	-1567.864	1.472828	1
161	-1567.097	-1567.99	0.8931447	1
162	-1565.622	-1567.585	1.963296	1
163	-1566.218	-1568.695	2.477484	1
164	-1566.121	-1568.83	2.709514	1
165	-1567.379	-1568.689	1.309925	1
166	-1565.893	-1567.405	1.511362	1
167	-1567.601	-1568.435	0.8336625	1
168	-1566.598	-1567.027	0.4288327	1
169	-1576.913	-1574.638	-2.275043	2
170	-1584.307	-1576.575	-7.731314	2
171	-1574.965	-1570.583	-4.382517	1
172	-1575.893	-1571.988	-3.905399	1
173	-1571.521	-1567.913	-3.608311	1
174	-1569.371	-1566.239	-3.132212	1
175	-1568.536	-1566.991	-1.544706	1
176	-1570.587	-1568.317	-2.269792	1
177	-1569.466	-1567.399	-2.06698	1
178	-1564.535	-1565.636	1.101403	2
179	-1565.553	-1567.176	1.623026	2
180	-1566.799	-1568.238	1.439093	1
181	-1564.878	-1567.502	2.623433	1
182	-1565.081	-1567.446	2.364837	1
183	-1565.05	-1567.428	2.378104	1
184	-1567.013	-1569.695	2.681705	1
185	-1563.706	-1565.241	1.535282	2
186	-1565.234	-1565.644	0.4093248	2
187	-1560.558	-1565.383	4.825027	2
188	-1568.311	-1570.203	1.892671	1
189	-1566.423	-1564.824	-1.598552	2
190	-1565.655	-1565.096	-0.5583162	2
191	-1567.877	-1566.669	-1.207739	2
192	-1564.657	-1568.152	3.495146	2
193	-1562.589	-1567.167	4.577557	2
194	-1561.678	-1564.693	3.014023	2
195	-1562.584	-1565.546	2.962004	2
196	-1560.741	-1565.125	4.38343	2
197	-1566.062	-1568.119	2.056367	1
198	-1565.339	-1566.71	1.371255	1
199	-1564.105	-1566.865	2.759674	2
200	-1570.275	-1571.343	1.067848	1
201	-1565.81	-1567.145	1.335001	1
202	-1565.067	-1567.359	2.292126	1
203	-1562.366	-1566.254	3.888187	1
204	-1555.637	-1565.143	9.505813	3
205	-1565.006	-1569.534	4.527781	1
206	-1563.043	-1568.032	4.989054	1
207	-1555.705	-1565.625	9.920219	2
208	-1561	-1567.375	6.374494	1
209	-1562.091	-1568.437	6.345483	1
210	-1561.032	-1568.039	7.007351	1
211	-1560.602	-1566.603	6.001349	2
212	-1559.404	-1567.151	7.747659	1
213	-1556.494	-1564.254	7.760687	2
214	-1560.073	-1567.606	7.532888	2
215	-1558.31	-1565.332	7.021932	2
216	-1560.592	-1567.739	7.146801	1
217	-1561.202	-1566.893	5.691049	1
218	-1563.542	-1567.744	4.202711	1
219	-1564.072	-1568.061	3.98977	2
220	-1566.304	-1571.559	5.254736	1
221	-1565.405	-1570.346	4.940948	1
222	-1563.231	-1567.396	4.164716	1
223	-1563.59	-1567.106	3.515819	1
224	-1567.451	-1569.064	1.613511	1
225	-1561.306	-1566.502	5.196838	2
226	-1568.382	-1568.898	0.515645	1
227	-1567.064	-1568.486	1.42187	1
228	-1564.508	-1567.339	2.830919	1
229	-1565.603	-1567.175	1.571824	1
230	-1566.065	-1567.691	1.625968	1
231	-1568.609	-1568.638	0.0283788	2
232	-1568.729	-1573.085	4.356082	1
233	-1563.022	-1568.366	5.343946	2
234	-1562.928	-1568.326	5.397527	2
235	-1562.957	-1568.713	5.755382	2
236	-1563.485	-1568.402	4.917144	1
237	-1564.029	-1566.691	2.661699	2
238	-1562.306	-1565.521	3.214579	2
239	-1562.526	-1567.677	5.15154	2
240	-1565.785	-1568.147	2.361949	1
241	-1563.257	-1567.635	4.378156	1
242	-1559.891	-1567.778	7.887465	2
243	-1562.712	-1568.049	5.337194	1
244	-1561.416	-1567.489	6.073355	1
245	-1562.931	-1567.817	4.885553	1
246	-1562.583	-1567.996	5.413109	1
247	-1562.58	-1567.649	5.069153	1
248	-1563.704	-1567.301	3.596995	1
249	-1562.898	-1566.443	3.545683	2
250	-1564.372	-1569.511	5.139271	1
251	-1560.537	-1567.34	6.80252	1
252	-1565.076	-1570.234	5.158979	1
253	-1560.493	-1566.167	5.673491	2
254	-1559.068	-1566.143	7.074718	2
255	-1561.821	-1568.151	6.330319	1
256	-1561.09	-1566.795	5.70492	1
257	-1558.59	-1566.291	7.700507	2
258	-1555.707	-1569.787	14.07959	2
259	-1564.376	-1567.901	3.524738	2
260	-1560.116	-1567.315	7.199278	1
261	-1559.416	-1567.439	8.023108	1
262	-1561.284	-1568.089	6.805378	1
263	-1563.896	-1571.309	7.413328	1
264	-1558.983	-1566.8	7.816579	1
265	-1562.267	-1567.81	5.542803	2
266	-1561.729	-1567.061	5.332393	1
267	-1562.147	-1567.734	5.587896	1
268	-1562.144	-1567.505	5.361004	1
269	-1561.089	-1566.039	4.949792	2
270	-1564.946	-1567.443	2.497278	2
271	-1566.023	-1570.659	4.636639	1
272	-1561.716	-1567.545	5.829454	1
273	-1555.403	-1566.248	10.84562	2
274	-1564.42	-1567.073	2.65306	2
275	-1561.729	-1566.864	5.134826	2
276	-1559.248	-1568.559	9.311353	2
277	-1562.245	-1569.658	7.412646	1
278	-1563.408	-1568.293	4.885012	1
279	-1562.606	-1568.545	5.938915	1
280	-1559.696	-1570.497	10.80106	3
281	-1564.048	-1569.822	5.773897	1
282	-1561.439	-1567.933	6.493606	1
283	-1560.01	-1566.192	6.18242	2
284	-1556.593	-1566.659	10.06523	2
285	-1563.999	-1569.742	5.743309	3
286	-1563.615	-1569.056	5.44115	1
287	-1560.08	-1568.079	7.999394	1
288	-1555.488	-1564.61	9.122714	2
289	-1556.784	-1564.889	8.104511	3
290	-1560.448	-1568.139	7.691468	1
291	-1563.372	-1567.743	4.370903	2
292	-1559.544	-1566.735	7.190451	1
293	-1561.508	-1568.7	7.192472	1
294	-1561.099	-1567.574	6.474706	1
295	-1561.312	-1568.367	7.054742	1
296	-1561.541	-1568.105	6.563883	1
297	-1561.841	-1567.542	5.700257	2
298	-1561.969	-1568.132	6.163022	1
299	-1561.604	-1568.569	6.964545	1
300	-1563.243	-1568.176	4.933279	1
301	-1562.969	-1567.428	4.458059	1
302	-1564.622	-1569.186	4.563493	1
303	-1565.544	-1568.823	3.27877	1
304	-1566.647	-1569.454	2.806587	1
305	-1565.783	-1567.846	2.063568	1
306	-1567.515	-1569.352	1.836391	1
307	-1567.428	-1569.344	1.916493	1
308	-1564.921	-1569.349	4.427732	1
309	-1560.962	-1567.008	6.046478	2
310	-1565.148	-1568.653	3.505102	1
311	-1564.827	-1569.424	4.597634	1
312	-1564.836	-1569.15	4.313621	1
313	-1565.415	-1569.954	4.538867	1
314	-1564.05	-1569.424	5.373906	1
315	-1565.997	-1569.062	3.064986	1
316	-1565.322	-1567.998	2.676078	1
317	-1564.638	-1568.115	3.476222	1
318	-1565.091	-1567.876	2.78563	1
319	-1564.516	-1567.457	2.941511	1
320	-1566.174	-1569.576	3.401251	1
321	-1560.831	-1568.209	7.378474	2
322	-1564.177	-1567.885	3.707384	1
323	-1563.234	-1567.301	4.066934	1
324	-1560.417	-1568.31	7.893185	2
325	-1560.092	-1568.558	8.465794	2
326	-1564.252	-1569.647	5.394353	1
327	-1564.299	-1569.322	5.023135	1
328	-1568.168	-1572.971	4.803731	1
329	-1566.101	-1569.823	3.72266	1
330	-1564.282	-1568.171	3.889364	1
331	-1566.579	-1569.022	2.442742	1
332	-1568.73	-1568.602	-0.1284071	1
333	-1568.934	-1567.652	-1.281165	1
334	-1566.539	-1566.997	0.4574633	1
335	-1564.946	-1567.527	2.580794	1
336	-1565.798	-1569.152	3.354216	1
337	-1568.825	-1569.434	0.6083794	1
338	-1566.457	-1566.557	0.09942529	1
339	-1568.645	-1568.437	-0.2082613	1
340	-1567.13	-1567.362	0.232322	1
341	-1566.835	-1567.607	0.7718537	1
342	-1565.888	-1568.286	2.398288	2
343	-1568.797	-1569.681	0.8835341	1
344	-1565.9	-1566.673	0.7735055	1
345	-1566.873	-1567.049	0.1759183	1
346	-1566.644	-1569.768	3.123423	1
347	-1567.449	-1570.018	2.569039	1
348	-1566.114	-1567.125	1.011341	1
349	-1565.499	-1565.982	0.4832783	1
350	-1567.617	-1567.9	0.2828187	1
351	-1569.506	-1568.445	-1.061074	2
352	-1566.524	-1567.578	1.054564	1
353	-1569.206	-1571.004	1.798014	1
354	-1565.552	-1567.95	2.397965	1
355	-1564.876	-1567.241	2.365312	1
356	-1567.307	-1568.408	1.101191	2
357	-1565.065	-1568.596	3.530483	2
358	-1567.856	-1569.673	1.817504	1
359	-1564.974	-1567.174	2.199772	1
360	-1566.168	-1569.934	3.76526	2
361	-1570.895	-1571.441	0.5454738	1
362	-1566.669	-1567.084	0.4153713	1
363	-1567.692	-1567.577	-0.1143274	1
364	-1569.124	-1568.136	-0.9877688	1
365	-1570.055	-1568.943	-1.112273	1
366	-1569.664	-1568.242	-1.421975	1
367	-1574.716	-1571.87	-2.845449	1
368	-1567.511	-1567.074	-0.4363825	1
369	-1571.239	-1569.264	-1.975004	1
370	-1567.835	-1567.821	-0.01345036	1
371	-1567.26	-1567.389	0.1289661	1
372	-1566.849	-1567.488	0.6390446	1
373	-1567.414	-1568.88	1.465688	1
374	-1566.514	-1568.672	2.157122	1
375	-1565.553	-1567.543	1.990676	1
376	-1566.196	-1567.275	1.079223	1
377	-1566.543	-1568.225	1.682494	1
378	-1567.004	-1565.869	-1.135102	1
379	-1570.796	-1568.061	-2.734303	1
380	-1570.312	-1568.385	-1.927189	1
381	-1569.774	-1567.85	-1.923331	1
382	-1569.369	-1567.526	-1.843113	2
383	-1573	-1566.987	-6.01315	2
384	-1570.992	-1566.562	-4.429936	1
385	-1570.921	-1566.737	-4.184023	1
386	-1571.795	-1567.513	-4.281161	1
387	-1572.583	-1567.011	-5.571799	1
388	-1574.412	-1569.052	-5.360476	1
389	-1568.496	-1565.536	-2.960259	1
390	-1570.012	-1567.199	-2.813108	1
391	-1567.898	-1567.969	0.07193087	1
392	-1562.357	-1566.409	4.052236	2
393	-1565.657	-1567.87	2.212758	1
394	-1568.053	-1568.908	0.8545837	1
395	-1572.698	-1569.632	-3.065376	1
396	-1570.953	-1568.139	-2.814291	1
397	-1567.613	-1564.993	-2.620466	1
398	-1570.717	-1565.769	-4.947526	1
399	-1568.859	-1566.144	-2.714644	1
400	-1570.621	-1567.348	-3.272938	2
401	-1567.373	-1565.27	-2.103312	1
402	-1567.25	-1565.597	-1.652274	1
403	-1571.489	-1568.806	-2.682728	1
404	-1568.419	-1567.492	-0.9269815	1
405	-1568.916	-1566.335	-2.580931	1
406	-1573.806	-1570.491	-3.314562	1
407	-1570.241	-1567.165	-3.075823	1
408	-1568.888	-1566.501	-2.387092	1
409	-1569.482	-1566.247	-3.234146	1
410	-1570.514	-1568.084	-2.429627	1
411	-1567.647	-1565.183	-2.464253	1
412	-1570.227	-1567.604	-2.62282	1
413	-1569.743	-1566.352	-3.391485	1
414	-1569.739	-1564.968	-4.770977	1
415	-1570.46	-1565.456	-5.004405	1
416	-1570.145	-1565.788	-4.357954	1
417	-1573.578	-1568.34	-5.238859	1
418	-1572.439	-1566.947	-5.491521	1
419	-1571.713	-1565.873	-5.840276	1
420	-1572.809	-1566.321	-6.488235	1
421	-1571.99	-1566.171	-5.818819	1
422	-1564.395	-1565.059	0.6643869	2
423	-1570.318	-1566.204	-4.113726	1
424	-1570.469	-1566.994	-3.47494	1
425	-1568.926	-1566.213	-2.713445	1
426	-1567.929	-1564.963	-2.966342	1
427	-1569.212	-1566.262	-2.949139	1
428	-1568.496	-1565.88	-2.615748	1
429	-1567.557	-1564.812	-2.745052	1
430	-1568.735	-1565.457	-3.278555	1
431	-1568.997	-1565.483	-3.514639	1
432	-1569.241	-1564.438	-4.802942	1
433	-1569.835	-1566.165	-3.669349	1
434	-1575.869	-1569.301	-6.56768	2
435	-1568.966	-1566.113	-2.852563	1
436	-1566.94	-1564.276	-2.663719	3
437	-1566.451	-1565.975	-0.4759612	1
438	-1567.475	-1567.52	0.04425997	1
439	-1568.156	-1567.548	-0.6075366	1
440	-1569.524	-1568.82	-0.7042026	1
441	-1570.563	-1570.452	-0.1110043	1
442	-1563.643	-1566.401	2.758565	3
443	-1568.012	-1566.88	-1.132109	1
444	-1569.842	-1567.963	-1.878725	1
445	-1569.123	-1564.733	-4.389807	1
446	-1570.317	-1565.565	-4.752257	1
447	-1569.506	-1565.641	-3.865241	1
448	-1570.833	-1566.878	-3.954466	1
449	-1573.274	-1570.097	-3.177171	1
450	-1570.323	-1566.72	-3.602968	1
451	-1571.583	-1568.138	-3.445074	1
452	-1570.059	-1567.563	-2.495588	1
453	-1568.814	-1566.063	-2.751449	1
454	-1569.407	-1565.629	-3.778533	1
455	-1570.217	-1566.109	-4.107329	1
456	-1568.285	-1565.651	-2.634227	1
457	-1567.784	-1566.291	-1.493393	1
458	-1567.463	-1566.266	-1.196974	1
459	-1567.497	-1565.767	-1.729894	1
460	-1568.271	-1565.55	-2.721375	1
461	-1567.269	-1564.743	-2.526372	1
462	-1570.14	-1568.351	-1.789331	1
463	-1570.493	-1567.394	-3.098813	1
464	-1573.61	-1566.606	-7.003961	2
465	-1567.706	-1564.271	-3.435262	1
466	-1571.781	-1569.359	-2.422637	1
467	-1569.175	-1566.398	-2.776998	1
468	-1567.718	-1565.612	-2.105629	1
469	-1568.38	-1564.825	-3.555786	1
470	-1571.409	-1566.25	-5.158437	1
471	-1569.948	-1565.885	-4.062645	1
472	-1570.732	-1566.629	-4.102631	1
473	-1572.181	-1567.144	-5.03692	1
474	-1568.77	-1565.506	-3.263321	1
475	-1569.896	-1566.153	-3.743003	1
476	-1569.1	-1564.663	-4.436946	1
477	-1570.4	-1565.828	-4.571079	1
478	-1569.605	-1565.159	-4.445437	1
479	-1568.508	-1565.962	-2.546652	1
480	-1568.401	-1564.205	-4.196475	1
481	-1568.102	-1565.428	-2.673767	1
482	-1567.795	-1565.698	-2.097701	1
483	-1568.289	-1566.984	-1.305527	1
484	-1569.582	-1567.797	-1.785268	1
485	-1567.609	-1565.384	-2.225474	1
486	-1569.345	-1566.745	-2.599413	1
487	-1569.6	-1566.5	-3.09929	1
488	-1569.233	-1566.989	-2.243668	1
489	-1568.524	-1566.628	-1.895815	1
490	-1569.639	-1568.578	-1.060399	1
491	-1569.498	-1565.44	-4.057271	2
492	-1567.553	-1564.02	-3.533374	2
493	-1569.151	-1564.276	-4.875583	2
494	-1568.976	-1565.305	-3.670693	2
495	-1570.429	-1565.89	-4.539025	1
496	-1570.973	-1567.079	-3.894522	1
497	-1568.429	-1565.833	-2.596456	1
498	-1566.325	-1567.709	1.383943	2
499	-1570.542	-1567.776	-2.766018	1
500	-1570.602	-1567.513	-3.088582	1
501	-1571.886	-1568.145	-3.740454	1
502	-1571.569	-1567.846	-3.723402	1
503	-1568.549	-1564.75	-3.798944	1
504	-1568.111	-1565.193	-2.917086	1
505	-1570.757	-1566.088	-4.669152	1
506	-1569.702	-1566.711	-2.990617	1
507	-1572.869	-1570.983	-1.885897	1
508	-1568.432	-1567.418	-1.014208	1
509	-1567.637	-1565.834	-1.803045	1
510	-1569.187	-1566.661	-2.525924	1
511	-1568.192	-1565.79	-2.402389	1
512	-1569.498	-1567.472	-2.026704	2
513	-1568.678	-1566.11	-2.568492	1
514	-1569.327	-1565.99	-3.3375	1
515	-1567.334	-1564.438	-2.896476	1
516	-1572.948	-1569.305	-3.642773	1
517	-1568.44	-1566.223	-2.217086	1
518	-1570.545	-1567.353	-3.192709	1
519	-1570.215	-1566.619	-3.595893	1
520	-1570.224	-1565.05	-5.174019	1
521	-1571.363	-1567.737	-3.625682	1
522	-1569.796	-1565.282	-4.513682	1
523	-1571.519	-1566.114	-5.405188	1
524	-1571.936	-1566.399	-5.536512	1
525	-1572.43	-1567.579	-4.85139	1
526	-1568.869	-1565.333	-3.5353	1
527	-1572.638	-1566.568	-6.070045	1
528	-1572.193	-1567.281	-4.912215	1
529	-1569.289	-1565.712	-3.576449	1
530	-1571.767	-1567.343	-4.424209	1
531	-1572.374	-1567.118	-5.256417	1
532	-1573.09	-1569.15	-3.940002	1
533	-1570.673	-1567.456	-3.21736	1
534	-1569.974	-1566.789	-3.184508	1
535	-1570.06	-1566.551	-3.508779	1
536	-1568.176	-1564.874	-3.30186	1
537	-1571.172	-1568.082	-3.089512	1
538	-1569.885	-1565.869	-4.016059	1
539	-1568.636	-1565.553	-3.082599	1
540	-1568.95	-1567.019	-1.930529	1
541	-1567.282	-1565.541	-1.741655	1
542	-1567.327	-1564.529	-2.797588	1
543	-1566.234	-1565.098	-1.135557	2
544	-1568.886	-1565.223	-3.662401	1
545	-1572.447	-1565.589	-6.857749	2
546	-1569.622	-1565.262	-4.359916	1
547	-1569.826	-1565.783	-4.042852	1
548	-1571.682	-1566.731	-4.951243	1
549	-1573.23	-1569.463	-3.766656	1
550	-1570.18	-1567.042	-3.138509	1
551	-1572.494	-1568.69	-3.804593	1
552	-1569.661	-1566.078	-3.58324	1
553	-1569.023	-1565.387	-3.635959	1
554	-1565.577	-1564.363	-1.21475	1
555	-1562.188	-1567.139	4.950472	2
556	-1568.149	-1566.71	-1.438984	1
557	-1567.78	-1566.048	-1.73216	1
558	-1566.956	-1565.194	-1.761904	1
559	-1570.061	-1567.537	-2.523726	1
560	-1570.607	-1568.51	-2.097172	1
561	-1568.682	-1567.334	-1.34824	1
562	-1569.205	-1566.137	-3.067939	1
563	-1566.932	-1564.57	-2.362616	1
564	-1566.848	-1564.813	-2.035417	1
565	-1564.818	-1564.856	0.03809237	2
566	-1570.224	-1567.109	-3.114955	1
567	-1568.733	-1566.18	-2.553151	1
568	-1570.031	-1568.092	-1.938592	1
569	-1569.831	-1568.314	-1.517071	1
570	-1569.649	-1566.681	-2.96762	1
571	-1568.248	-1566.703	-1.544818	1
572	-1567.326	-1566.221	-1.104802	1
573	-1567.915	-1566.361	-1.554179	1
574	-1566.166	-1565.721	-0.4445851	1
575	-1564.459	-1564.756	0.2969681	1
576	-1565.572	-1565.065	-0.5070441	1
577	-1566.197	-1567.309	1.111898	1
578	-1565.521	-1566.097	0.5761517	1
579	-1566.897	-1566.019	-0.877766	1
580	-1569.229	-1568.384	-0.8457309	1
581	-1565.624	-1565.956	0.3317085	1
582	-1565.525	-1566.197	0.6724402	1
583	-1564.667	-1566.5	1.832934	1
584	-1563.755	-1565.474	1.718637	1
585	-1564.44	-1565.933	1.492947	1
586	-1565.901	-1566.67	0.7687962	1
587	-1566.875	-1567.421	0.5460044	2
588	-1563.425	-1567.643	4.217362	2
589	-1565.872	-1565.629	-0.242938	1
590	-1567.612	-1565.927	-1.685126	1
591	-1564.488	-1565.16	0.6719106	1
592	-1566.446	-1565.845	-0.6010648	1
593	-1565.393	-1564.634	-0.7586009	1
594	-1565.04	-1565.802	0.7615147	1
595	-1564.551	-1567.437	2.885448	1
596	-1565.041	-1566.966	1.925357	1
597	-1570.046	-1568.98	-1.065055	1
598	-1568.609	-1567.436	-1.172982	1
599	-1566.734	-1566.241	-0.4929111	1
600	-1567.264	-1566.261	-1.002947	2
601	-1566.642	-1564.352	-2.29075	1
602	-1566.979	-1564.677	-2.301742	1
603	-1567.646	-1565.329	-2.316855	1
604	-1566.244	-1564.832	-1.411228	1
605	-1566.196	-1564.576	-1.620045	1
606	-1565.654	-1565.454	-0.2003617	2
607	-1568.88	-1567.48	-1.400977	1
608	-1568.024	-1565.345	-2.679442	1
609	-1569.34	-1566.025	-3.314292	1
610	-1570.984	-1566.667	-4.317256	1
611	-1570.919	-1567.899	-3.020639	1
612	-1572.867	-1569.239	-3.627709	1
613	-1572.004	-1568.641	-3.362088	1
614	-1573.552	-1568.632	-4.920561	1
615	-1571.591	-1566.494	-5.097204	1
616	-1573.373	-1567.295	-6.078101	2
617	-1571.173	-1566.393	-4.77935	1
618	-1572.597	-1567.355	-5.242722	1
619	-1572.948	-1567.826	-5.122168	1
620	-1574.87	-1567.857	-7.013176	2
621	-1571.631	-1565.762	-5.868823	1
622	-1572.109	-1566.793	-5.315853	1
623	-1569.529	-1564.495	-5.033786	1
624	-1570.813	-1565.719	-5.094339	1
625	-1565.071	-1565.229	0.1573392	3
626	-1570.096	-1565.931	-4.165105	1
627	-1570.764	-1566.185	-4.579238	3
628	-1571.121	-1566.456	-4.665439	1
629	-1570.938	-1566.279	-4.658882	1
630	-1572.541	-1567.224	-5.316994	1
631	-1576.896	-1568.56	-8.336825	2
632	-1572.284	-1567.375	-4.909806	1
633	-1570.828	-1566.699	-4.129328	1
634	-1571.164	-1566.68	-4.484404	1
635	-1573.185	-1567.803	-5.382321	1
636	-1567.891	-1566.59	-1.300995	2
637	-1573.139	-1568.744	-4.39443	1
638	-1572.539	-1569.612	-2.927051	1
639	-1571.337	-1568.04	-3.296565	1
640	-1569.525	-1567.546	-1.979235	1
641	-1569.475	-1567.027	-2.448421	1
642	-1571.677	-1568.515	-3.161715	1
