Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	extinction[41]	extinction[42]	extinction[43]	extinction[44]	extinction[45]	extinction[46]	extinction[47]	extinction[48]	extinction[49]	extinction[50]	extinction[51]
16280	-1395.46	-1566.56	171.103	0.0798578	0.0833595	0.0828057	0.0849365	0.0880825	0.0907067	0.0877016	0.0906498	0.0925791	0.0942852	0.100365	0.1025	0.100284	0.105799	0.10845	0.1123	0.109335	0.11055	0.10158	0.106262	0.104869	0.101148	0.094977	0.0900506	0.0824629	0.0788049	0.0772359	0.0702908	0.0663589	0.0671694	0.0632026	0.0636434	0.0615092	0.0623395	0.0588367	0.0554952	0.057195	0.0596483	0.0599081	0.0627911	0.06512	0.0672888	0.0663422	0.0632066	0.0557768	0.0516805	0.0565508	0.0577939	0.0589222	0.0615425	0.0572454
16290	-1403.84	-1566.65	162.817	0.111103	0.106927	0.120879	0.11111	0.102539	0.105181	0.104478	0.112478	0.13252	0.130104	0.136138	0.12698	0.141299	0.14642	0.146128	0.140531	0.127674	0.135763	0.150418	0.147735	0.134156	0.132231	0.133364	0.126901	0.105194	0.0966079	0.091942	0.0843406	0.0730704	0.0682684	0.070076	0.0640453	0.0633642	0.0580926	0.0626275	0.0635875	0.0652491	0.062376	0.0615442	0.0675446	0.0656531	0.0528451	0.0564232	0.0566981	0.0553705	0.056323	0.0523734	0.0559083	0.0592313	0.06765	0.0772916
16300	-1405.92	-1570.25	164.327	0.0340039	0.0336333	0.0338652	0.0366927	0.0375515	0.0368269	0.0353449	0.0345266	0.0358982	0.0383476	0.0385344	0.0372965	0.0384573	0.0411841	0.041919	0.040905	0.0393817	0.0377623	0.0394033	0.0410089	0.0388268	0.0374221	0.0374903	0.0350082	0.0344513	0.033631	0.0360204	0.0351549	0.034634	0.0318976	0.0315445	0.0325489	0.0300701	0.0300459	0.0278485	0.0307218	0.0311507	0.0308939	0.0322141	0.0321441	0.0324784	0.0322529	0.0312606	0.0316846	0.0309683	0.0308132	0.0313021	0.0307298	0.0293066	0.0301214	0.02986
16310	-1315.22	-1569.32	254.104	0.125073	0.124296	0.123776	0.125374	0.124078	0.126362	0.126205	0.125018	0.12677	0.127273	0.123797	0.126673	0.129524	0.129976	0.13333	0.130833	0.131291	0.13151	0.129147	0.126775	0.125316	0.123216	0.124197	0.121459	0.124548	0.126942	0.124755	0.123143	0.122971	0.123296	0.12419	0.120253	0.118011	0.116714	0.117743	0.116551	0.119795	0.118813	0.122555	0.12014	0.11877	0.11876	0.118395	0.119599	0.118208	0.120534	0.119667	0.11872	0.119611	0.117405	0.11694
16320	-1350.5	-1567.48	216.976	0.0753454	0.0794166	0.0832856	0.0791392	0.0802063	0.0811537	0.0842977	0.083641	0.0862116	0.0870357	0.0899375	0.0916332	0.0932673	0.0935253	0.0961039	0.0931609	0.0939327	0.0936139	0.0933582	0.0934782	0.0891415	0.087447	0.0872833	0.0865972	0.0850153	0.0825188	0.0827051	0.0832132	0.0814245	0.0793606	0.0759784	0.0762829	0.0791272	0.0743007	0.0752986	0.0809414	0.0790096	0.0807526	0.0779796	0.0771638	0.0736712	0.0744435	0.0750767	0.0732806	0.0719923	0.076118	0.0758794	0.0727304	0.0728974	0.0701245	0.0719352
16330	-1372.79	-1566.53	193.736	0.0650172	0.0645385	0.0653434	0.0642515	0.0644631	0.0653107	0.0679161	0.0673385	0.0716621	0.073027	0.0723478	0.0720066	0.0762393	0.0786989	0.0794267	0.079323	0.0789717	0.0789673	0.0786044	0.0788205	0.0784239	0.0763006	0.0722764	0.0654723	0.0633475	0.066267	0.0645515	0.0651414	0.0668554	0.0631504	0.0586462	0.057903	0.0564355	0.0549858	0.0558288	0.0598566	0.0645903	0.063933	0.062553	0.061422	0.0565299	0.056574	0.0566538	0.0539058	0.0570449	0.0569321	0.0571653	0.0545828	0.0527981	0.0504245	0.0503207
16340	-1331.44	-1567.57	236.134	0.0896104	0.0898844	0.0902033	0.0907519	0.0879919	0.086003	0.0878103	0.0901291	0.0887469	0.0885132	0.0887147	0.0912081	0.0928678	0.0927719	0.0914174	0.0922458	0.0918252	0.0918993	0.093498	0.0925483	0.0902273	0.0881808	0.0894297	0.0877522	0.0874993	0.0863913	0.0869283	0.088732	0.084555	0.082778	0.0835936	0.0818418	0.0812767	0.0834911	0.0847882	0.0876021	0.0864478	0.0868799	0.0843239	0.0840883	0.0827863	0.0831205	0.0844505	0.0833787	0.0827521	0.0812788	0.081547	0.0818623	0.0837485	0.0851291	0.0866349
16350	-1335.21	-1566.68	231.474	0.0939698	0.0963663	0.0955081	0.094642	0.0912012	0.0928127	0.0921535	0.0946866	0.0961604	0.0999216	0.102041	0.103343	0.104918	0.105935	0.105267	0.105425	0.10815	0.106157	0.108999	0.104514	0.103694	0.101288	0.101399	0.101263	0.0983572	0.0964258	0.0975978	0.09409	0.0916467	0.0901344	0.0893997	0.0875328	0.0907135	0.0912251	0.0947286	0.0950599	0.0940685	0.0944368	0.0962562	0.0959883	0.0954139	0.0930179	0.0919025	0.0914994	0.0907646	0.0891035	0.088373	0.0886658	0.0909423	0.0907518	0.0884917
16360	-1328.9	-1570.19	241.292	0.159345	0.151872	0.141036	0.142737	0.147952	0.144862	0.151545	0.150567	0.158234	0.157389	0.163676	0.171175	0.165242	0.181828	0.176531	0.172421	0.174718	0.172857	0.178276	0.177004	0.176468	0.179879	0.167911	0.170821	0.174215	0.170905	0.161295	0.155757	0.154199	0.152542	0.143371	0.138143	0.13927	0.141983	0.146782	0.155854	0.151242	0.154302	0.159605	0.15988	0.157446	0.159288	0.15039	0.149131	0.14503	0.142515	0.139234	0.138767	0.140645	0.141356	0.138582
16370	-1304.75	-1567.6	262.853	0.096815	0.0987963	0.100822	0.0965072	0.0922263	0.0932074	0.0945771	0.0994383	0.0981095	0.0976875	0.0977112	0.0978275	0.101296	0.105995	0.107329	0.112523	0.111716	0.114194	0.111685	0.110372	0.110043	0.110677	0.109529	0.108999	0.106978	0.104715	0.0991897	0.0977538	0.0931556	0.0921673	0.0935521	0.0935866	0.0948481	0.0981056	0.0975519	0.0972539	0.0983633	0.0982229	0.0967515	0.0965261	0.0927249	0.0957145	0.0980059	0.0925244	0.0892199	0.0918834	0.0940835	0.0896217	0.0912353	0.0921182	0.0897692
16380	-1305.14	-1567.09	261.955	0.100179	0.100234	0.0999446	0.099155	0.0989433	0.100326	0.100659	0.102472	0.102152	0.102496	0.102978	0.105051	0.105484	0.105789	0.108046	0.111089	0.110852	0.110976	0.111197	0.110241	0.109468	0.107102	0.104789	0.104507	0.103197	0.100229	0.101558	0.100451	0.0998575	0.100142	0.0987525	0.0964076	0.0976408	0.0967418	0.0980715	0.100343	0.100724	0.101676	0.102804	0.10095	0.099456	0.0977586	0.0980894	0.0968845	0.0978738	0.096318	0.0949777	0.0949098	0.0946782	0.0955562	0.0952715
16390	-1381.87	-1567.98	186.105	0.0380391	0.0393496	0.0395532	0.0409584	0.0426275	0.0415157	0.0393949	0.0400377	0.0407708	0.0420846	0.041993	0.040901	0.0409304	0.0428817	0.0479739	0.0496174	0.0490712	0.053927	0.0526403	0.0518354	0.0493773	0.0473787	0.0459275	0.0442425	0.043102	0.0407634	0.0398171	0.0408822	0.0397428	0.0370289	0.0357736	0.035819	0.0354537	0.0337351	0.0351559	0.0350765	0.038713	0.0378277	0.0387003	0.0367373	0.0364499	0.0376215	0.0381338	0.0387876	0.0407182	0.0423979	0.041736	0.0373536	0.0351371	0.032245	0.0321135
16400	-1341.13	-1566.67	225.54	0.0708441	0.0728112	0.0722463	0.0714188	0.072004	0.0712322	0.0711281	0.0719992	0.0720511	0.071737	0.0717946	0.0731524	0.0739055	0.0747061	0.0750727	0.0768062	0.0777025	0.0765526	0.0772852	0.076046	0.0756798	0.0750877	0.0767912	0.0770901	0.0743035	0.0748945	0.0751833	0.0729182	0.0715928	0.0693056	0.0682128	0.0673313	0.0658207	0.0654118	0.0654477	0.0648964	0.0665032	0.0670849	0.0689768	0.0678422	0.0685396	0.0705073	0.0715313	0.0717047	0.0727363	0.0733886	0.0724854	0.0704981	0.0698258	0.0684039	0.0671826
16410	-1313.17	-1567.58	254.411	0.141054	0.136871	0.133084	0.13565	0.133536	0.131978	0.132481	0.136057	0.136118	0.135735	0.139175	0.136877	0.13847	0.144388	0.146961	0.148082	0.150514	0.147357	0.146097	0.146289	0.144301	0.148953	0.153291	0.152685	0.148167	0.147282	0.143266	0.140501	0.14143	0.1355	0.131566	0.12916	0.125207	0.120072	0.12188	0.120261	0.122678	0.123839	0.122165	0.124576	0.126692	0.132069	0.13348	0.137232	0.137367	0.140097	0.141932	0.13629	0.132138	0.1294	0.130904
16420	-1341.25	-1567.24	225.986	0.136673	0.135882	0.133487	0.132166	0.130965	0.13021	0.138655	0.136973	0.133701	0.135274	0.138525	0.133246	0.137646	0.141735	0.150555	0.151322	0.152088	0.148181	0.152199	0.148553	0.148142	0.150102	0.143797	0.147781	0.149252	0.152182	0.144805	0.137798	0.139115	0.140469	0.135612	0.130025	0.12509	0.117059	0.114143	0.11525	0.118765	0.114339	0.115146	0.116984	0.1178	0.121552	0.124374	0.127464	0.12486	0.128406	0.135195	0.134754	0.125785	0.12558	0.128066
16430	-1380.59	-1567.01	186.42	0.0331766	0.034196	0.0354165	0.0361768	0.0366201	0.0362085	0.0348053	0.0325901	0.0350952	0.0345312	0.0350836	0.0357963	0.0360712	0.0366948	0.0381087	0.0383181	0.0394315	0.0390416	0.0393479	0.038023	0.0345097	0.0361838	0.0374582	0.0363786	0.0385841	0.039847	0.0404834	0.040322	0.0375698	0.0358068	0.0321555	0.0315041	0.0287191	0.0288063	0.0277302	0.0271949	0.0285145	0.0275555	0.0287597	0.0286348	0.0300911	0.0296304	0.0308413	0.0323107	0.0332981	0.0333267	0.0328753	0.0319889	0.0311884	0.0323012	0.0327432
16440	-1419.6	-1568.41	148.81	0.0339091	0.0323827	0.0332771	0.0366057	0.0351974	0.0357347	0.0376902	0.0389364	0.0414629	0.0409061	0.0423131	0.0402063	0.0378729	0.0379001	0.0384398	0.0391042	0.0371172	0.038255	0.0431687	0.039932	0.0381822	0.0378001	0.0385541	0.0415664	0.0408986	0.0401704	0.039237	0.0415243	0.0440399	0.0380434	0.0350398	0.0289989	0.0281283	0.0283839	0.028608	0.0286944	0.0286662	0.0295525	0.0299129	0.0290658	0.0297073	0.0314668	0.0324192	0.0320524	0.0338834	0.0347387	0.0336651	0.03283	0.0320427	0.0307012	0.0328171
16450	-1274.92	-1567.58	292.659	0.00118349	0.00118289	0.0011756	0.00117584	0.00117961	0.00118582	0.00118918	0.00118162	0.00118801	0.00119443	0.00119304	0.00119162	0.00119519	0.00119392	0.00119672	0.00119667	0.00119507	0.00119091	0.00119565	0.00119667	0.00119918	0.00119912	0.00119318	0.00119069	0.00118867	0.00119145	0.00119142	0.00119363	0.00119145	0.00118782	0.00118222	0.00117874	0.00117876	0.0011824	0.00118168	0.00118002	0.00118572	0.00117829	0.00117298	0.00117002	0.00117526	0.00117534	0.00117638	0.00117146	0.00117187	0.00117106	0.00116734	0.00116454	0.00116616	0.00117166	0.00117162
16460	-1308.42	-1570.21	261.788	0.00812628	0.00802393	0.0080959	0.00810305	0.00823533	0.0082844	0.00810331	0.00802809	0.00818538	0.00832776	0.00836638	0.00851202	0.00857451	0.00873756	0.00852309	0.00864537	0.00872846	0.00888536	0.00882051	0.00888691	0.00887562	0.00879487	0.00861653	0.00863837	0.00852293	0.00842799	0.0082852	0.00810907	0.0078673	0.00789804	0.00797917	0.00789761	0.00789396	0.00782785	0.00789096	0.00788766	0.00784389	0.00782078	0.00776308	0.00760341	0.00752947	0.00758354	0.00758978	0.0075895	0.00741722	0.00738338	0.00742877	0.00743264	0.00749991	0.00749377	0.0074866
16470	-1341.96	-1569.52	227.558	0.027748	0.0277904	0.0283914	0.0291663	0.0303606	0.0292109	0.0285904	0.0283276	0.0290368	0.0297694	0.0301519	0.030388	0.0311779	0.0322127	0.0321601	0.0330726	0.0333153	0.0330882	0.0331169	0.032975	0.0323962	0.0319264	0.030797	0.0302739	0.0298189	0.0291146	0.0284768	0.0281269	0.0275727	0.0269947	0.0267446	0.0274105	0.0265728	0.025852	0.0266305	0.0270486	0.0271567	0.0262759	0.0259975	0.0260568	0.0251755	0.0251506	0.0255052	0.0251754	0.0253812	0.025687	0.0255625	0.0246535	0.0247806	0.0249762	0.0245611
16480	-1378.88	-1567.73	188.852	0.00267968	0.00260944	0.00265678	0.00274324	0.00279785	0.00280551	0.00282915	0.00274161	0.00276185	0.00290427	0.00295751	0.00314173	0.00322544	0.00340236	0.00348958	0.00336357	0.00334784	0.0033009	0.00332923	0.00339801	0.00342817	0.00319215	0.00324242	0.00298365	0.00304491	0.00290564	0.00289801	0.00273294	0.00265438	0.00249582	0.00235769	0.00228571	0.00222162	0.00227867	0.00231363	0.00244728	0.00250815	0.00245207	0.00234099	0.00230512	0.00229961	0.00224221	0.00225711	0.0022186	0.00212461	0.00219746	0.00212093	0.00218012	0.00209496	0.00205852	0.00208895
16490	-1279.24	-1573.34	294.105	0.00900282	0.0091292	0.00919211	0.00926326	0.0091143	0.00916625	0.00910829	0.00902696	0.00904602	0.00927506	0.00942573	0.00948633	0.00941869	0.00947659	0.00937883	0.00951246	0.00954796	0.00958554	0.00957717	0.00970613	0.00976569	0.00961787	0.00945709	0.00935913	0.00918605	0.00910539	0.00896454	0.00895343	0.00882571	0.00884455	0.00873935	0.00866128	0.00862208	0.00865566	0.00872402	0.00875614	0.00888698	0.00883882	0.00890306	0.00866592	0.00868803	0.00846586	0.0085307	0.00855808	0.00849479	0.00853305	0.0084694	0.00838325	0.00827634	0.00833433	0.00839885
16500	-1333.07	-1567.94	234.87	0.0452113	0.0464358	0.0444661	0.043058	0.0427202	0.0439891	0.0433543	0.0444776	0.0453017	0.0467844	0.0472155	0.0487835	0.048223	0.0477485	0.0477402	0.048242	0.0505683	0.0503037	0.049988	0.0513244	0.0509141	0.0502675	0.0500665	0.0474173	0.0465244	0.0461255	0.043233	0.04083	0.0395363	0.0384816	0.0380148	0.0380228	0.0387135	0.0394277	0.0395933	0.0397151	0.0403511	0.0398067	0.0393084	0.0389806	0.0379667	0.0368276	0.0376195	0.0370432	0.0362739	0.0360486	0.0351095	0.0340026	0.0349718	0.0348672	0.034638
16510	-1273.05	-1568.6	295.551	0.10396	0.105087	0.105692	0.106719	0.107237	0.106992	0.107349	0.109255	0.109099	0.10852	0.109895	0.112285	0.112223	0.112579	0.11208	0.112977	0.114257	0.114458	0.114335	0.112759	0.11282	0.111278	0.109657	0.108674	0.108224	0.108169	0.106106	0.105313	0.103779	0.103386	0.103725	0.10434	0.103699	0.101618	0.101019	0.100977	0.101506	0.101814	0.102732	0.101957	0.101494	0.100894	0.100112	0.100805	0.0988221	0.098428	0.0990868	0.0987524	0.0967445	0.0956644	0.0947796
16520	-1260.54	-1567.42	306.883	0.13115	0.130713	0.131094	0.131513	0.131565	0.134377	0.13481	0.135308	0.13764	0.137728	0.136269	0.137897	0.140611	0.143386	0.146836	0.14768	0.145256	0.14634	0.145859	0.145046	0.147303	0.143551	0.139982	0.138229	0.137379	0.133254	0.129029	0.126717	0.124648	0.123207	0.121746	0.121627	0.121472	0.120057	0.12181	0.119912	0.122242	0.12423	0.122779	0.122682	0.121189	0.120797	0.118753	0.117203	0.118479	0.115428	0.114141	0.113253	0.113558	0.112245	0.113609
16530	-1291.1	-1568.66	277.563	0.19959	0.199275	0.207124	0.195322	0.205883	0.214037	0.210988	0.214269	0.222315	0.221117	0.220556	0.218969	0.222841	0.225382	0.235653	0.24438	0.24053	0.235981	0.238146	0.246164	0.233453	0.222591	0.229982	0.217844	0.209721	0.206031	0.204425	0.202913	0.196941	0.180849	0.183378	0.178615	0.175268	0.172304	0.170779	0.175644	0.176971	0.182209	0.186438	0.184017	0.17258	0.174356	0.172931	0.169289	0.171467	0.17477	0.170439	0.164843	0.156216	0.155014	0.161643
16540	-1300.52	-1568.14	267.618	0.154748	0.15406	0.145726	0.15231	0.151816	0.154023	0.163243	0.16364	0.165957	0.160547	0.176395	0.177183	0.184547	0.19645	0.194452	0.193701	0.186683	0.191332	0.201746	0.19193	0.179609	0.182097	0.164997	0.155731	0.157309	0.162863	0.16947	0.150967	0.148626	0.141522	0.140143	0.138397	0.129981	0.133962	0.130224	0.131623	0.139698	0.144221	0.129871	0.123934	0.123638	0.122863	0.130261	0.126985	0.120218	0.1166	0.114137	0.109383	0.108812	0.106331	0.103677
16550	-1388.98	-1567.31	178.325	0.0658762	0.063159	0.0660421	0.0680515	0.0708091	0.0725658	0.0667317	0.0656537	0.0694749	0.0822466	0.0888288	0.08992	0.091928	0.0997734	0.105897	0.105115	0.0988499	0.105453	0.116658	0.105211	0.111733	0.0991674	0.0811103	0.0811171	0.0765502	0.0683451	0.0679472	0.0642843	0.0638225	0.0558952	0.0566625	0.057744	0.0590263	0.0569063	0.0586276	0.0565991	0.0633901	0.0621043	0.0544774	0.0523995	0.0506185	0.0499253	0.0459465	0.0435673	0.0451761	0.0449133	0.0442681	0.0430469	0.0389994	0.0349317	0.0350694
16560	-1302.24	-1570.51	268.264	0.0534867	0.0539741	0.0542795	0.0544034	0.0543167	0.0543795	0.0537262	0.0532579	0.0551473	0.0569675	0.0580786	0.059196	0.0598993	0.0606391	0.0605074	0.0613258	0.0598743	0.0603709	0.0604516	0.0606806	0.0589476	0.0576445	0.0577655	0.0563529	0.0566038	0.0566254	0.0556078	0.0548218	0.0550885	0.0546357	0.0533798	0.0520301	0.051789	0.0510375	0.0517956	0.0519866	0.0524676	0.0521651	0.052319	0.0515955	0.0506855	0.0497065	0.0507243	0.0506638	0.050025	0.0498396	0.0497745	0.0491171	0.0493292	0.0493269	0.0501544
16570	-1312.73	-1567.96	255.23	0.142812	0.14103	0.142017	0.143004	0.139569	0.140521	0.140948	0.139355	0.141511	0.146396	0.147208	0.147697	0.150307	0.150652	0.153666	0.155397	0.15404	0.152612	0.151784	0.15483	0.152935	0.147178	0.148279	0.144162	0.142539	0.14709	0.144283	0.143928	0.139152	0.141827	0.141063	0.13961	0.137525	0.136433	0.136236	0.135531	0.133017	0.134504	0.132529	0.125651	0.123371	0.12511	0.12796	0.130342	0.133432	0.133568	0.133136	0.133712	0.134613	0.137212	0.136275
16580	-1239.19	-1568.32	329.127	0.101192	0.100193	0.102411	0.101565	0.102174	0.101332	0.101437	0.100608	0.100833	0.102613	0.103435	0.102465	0.102284	0.102032	0.103124	0.104239	0.104709	0.104029	0.104269	0.103574	0.103019	0.103364	0.102607	0.102237	0.102486	0.102505	0.103097	0.102837	0.102224	0.101888	0.101795	0.100951	0.101337	0.100831	0.100256	0.0991985	0.0983437	0.0970225	0.0968902	0.096052	0.0969205	0.0976126	0.0975538	0.0982304	0.0984697	0.09895	0.0995619	0.0993119	0.0996865	0.0990998	0.0985769
16590	-1263.14	-1569.3	306.163	0.052182	0.0519036	0.0515676	0.0515097	0.0511245	0.0509945	0.0513881	0.0513576	0.0516523	0.0515178	0.0513225	0.0510604	0.0510357	0.0513546	0.0515243	0.0514975	0.051635	0.0510921	0.0512138	0.0515661	0.0515764	0.051358	0.0513754	0.0516356	0.0520803	0.0516033	0.0510419	0.0509012	0.0509433	0.0508144	0.0508401	0.0506696	0.0504617	0.0502997	0.0501493	0.0499175	0.0497082	0.0499974	0.0496635	0.0499723	0.0496352	0.0502572	0.050269	0.0506059	0.0506036	0.0506479	0.0506521	0.0504648	0.0509603	0.0507422	0.05095
16600	-1348.28	-1569.16	220.871	0.15961	0.160916	0.160565	0.158083	0.147559	0.138602	0.139595	0.139534	0.137231	0.133564	0.141795	0.151352	0.15975	0.155153	0.159692	0.155288	0.150346	0.150832	0.151765	0.152162	0.154534	0.149733	0.164677	0.17231	0.163371	0.160009	0.150435	0.1554	0.141768	0.140529	0.130548	0.138428	0.144036	0.141219	0.139026	0.135569	0.118035	0.122662	0.128745	0.144635	0.137879	0.135118	0.139717	0.139961	0.135456	0.134091	0.134797	0.133096	0.137045	0.140958	0.147282
16610	-1288.98	-1567.96	278.987	0.13457	0.133995	0.132122	0.13527	0.134286	0.132658	0.132408	0.129213	0.129389	0.131503	0.133616	0.133643	0.134108	0.133738	0.132135	0.134375	0.132903	0.131344	0.131588	0.131432	0.133823	0.132523	0.133217	0.134276	0.133989	0.134753	0.135283	0.135547	0.134245	0.133881	0.131016	0.130701	0.130082	0.128424	0.129105	0.129584	0.130565	0.12876	0.12954	0.129292	0.130861	0.129241	0.129949	0.130008	0.127187	0.128232	0.129505	0.131222	0.132336	0.132259	0.133793
16620	-1340.59	-1570.37	229.782	0.0410663	0.0406383	0.0408634	0.0391504	0.0374753	0.0376752	0.0368255	0.037757	0.0375579	0.0377455	0.0359725	0.0350479	0.0359162	0.0350576	0.0360957	0.0369171	0.0374315	0.0367647	0.0381327	0.0386967	0.0392638	0.0406813	0.0410414	0.0399833	0.0388988	0.0392895	0.0385089	0.0385222	0.0380446	0.0393528	0.0369775	0.0364792	0.0356629	0.0355503	0.0348137	0.033899	0.0342182	0.0348934	0.0357951	0.0347034	0.0330751	0.0339747	0.0341146	0.0345745	0.0341319	0.0352038	0.0346748	0.0349332	0.0344875	0.0345393	0.0337823
16630	-1386.3	-1570.35	184.049	0.0409685	0.041543	0.04131	0.040201	0.0362755	0.036039	0.0340721	0.0361205	0.0341099	0.0344393	0.0351852	0.0347698	0.0324903	0.0322544	0.033699	0.0331439	0.0338832	0.0356036	0.0350954	0.0331776	0.0354755	0.0352457	0.0390617	0.0393665	0.037794	0.0372198	0.0375722	0.0361349	0.0346664	0.0307778	0.0310038	0.0286609	0.029349	0.0270016	0.0260144	0.0258989	0.025378	0.0265025	0.0277315	0.0268446	0.0271499	0.026889	0.026423	0.0271944	0.0268582	0.026848	0.0270185	0.0283221	0.0296304	0.0298325	0.0309305
16640	-1367.41	-1573.02	205.607	0.000144206	0.000147149	0.000147048	0.000144158	0.000138742	0.000136316	0.000129456	0.00013533	0.00013133	0.000132442	0.000130743	0.000128997	0.000123653	0.000122275	0.000120693	0.000122493	0.000125932	0.000132185	0.000137996	0.000141059	0.000138211	0.000142011	0.000144279	0.00014645	0.00014219	0.000141646	0.000140604	0.000137559	0.000125711	0.000117588	0.000116862	0.000113195	0.000109524	0.000110887	0.000108499	0.000105375	0.000104551	0.000103792	9.76246e-05	0.000102906	0.000106443	0.000104533	0.000107372	0.000104028	0.000101474	0.00010242	0.000103518	0.000105208	0.00010053	0.000109067	0.000107153
16650	-1329.38	-1569.29	239.915	0.104284	0.104127	0.105735	0.108098	0.105986	0.105127	0.107061	0.103563	0.102144	0.103045	0.102058	0.0967194	0.0941577	0.0915859	0.0916566	0.0958196	0.0980157	0.0961125	0.0958195	0.101899	0.108291	0.11167	0.110151	0.102865	0.103927	0.102426	0.0927603	0.0920798	0.0882579	0.0880988	0.0849758	0.0800201	0.0795986	0.0772634	0.0747962	0.0742124	0.0715307	0.0715189	0.075245	0.0756356	0.0733983	0.0743347	0.0737224	0.0769778	0.0779677	0.0762704	0.0729135	0.0742993	0.0745456	0.0758715	0.0751391
16660	-1309.23	-1568.83	259.61	0.0789752	0.0770475	0.0765808	0.0759742	0.0733607	0.0732734	0.073032	0.0749296	0.0733591	0.0734215	0.0738963	0.0723577	0.0737324	0.0702478	0.0747831	0.0737811	0.0738796	0.0742502	0.0763324	0.0751688	0.0766168	0.0753921	0.0750112	0.0753596	0.0745195	0.0727748	0.0704779	0.0678851	0.0659993	0.0630686	0.0637778	0.0632775	0.0644122	0.0628129	0.0615471	0.0612623	0.0604229	0.0622073	0.0637079	0.0625647	0.0638591	0.0625117	0.0619825	0.0639833	0.0606279	0.060982	0.0625984	0.0622796	0.0616791	0.0628278	0.0642846
16670	-1389.16	-1570.17	181.014	0.0603285	0.0554828	0.0564391	0.0533518	0.0532904	0.0493665	0.0521604	0.04716	0.0454053	0.0450695	0.0464077	0.0488858	0.0414207	0.0412157	0.0409445	0.0406586	0.045504	0.0464154	0.0499181	0.0501426	0.0534445	0.0534092	0.0507701	0.0445097	0.0413574	0.0350059	0.0310668	0.0298942	0.0286142	0.0251561	0.0249181	0.0250322	0.0227131	0.0221764	0.0204905	0.0209637	0.0237094	0.0226012	0.020919	0.0220422	0.021506	0.020994	0.0210399	0.0211391	0.0192911	0.0190779	0.0192979	0.0205414	0.0203949	0.0204234	0.019712
16680	-1341.95	-1569.79	227.836	0.0142819	0.0143005	0.0135195	0.0133713	0.0130533	0.0128067	0.0127443	0.0126383	0.0121391	0.0122187	0.0118695	0.0118646	0.0120437	0.0122777	0.0122799	0.0125252	0.012819	0.0124519	0.012605	0.0124257	0.0127766	0.0130005	0.0128748	0.0123018	0.0117931	0.0114556	0.0112199	0.010961	0.0104833	0.0104343	0.0104554	0.0100763	0.010423	0.00981766	0.00979915	0.00952357	0.00980359	0.0100222	0.00977924	0.00974246	0.00981582	0.0095782	0.00974939	0.00967277	0.00958683	0.00930897	0.00950706	0.00967979	0.00973439	0.00973216	0.00925909
16690	-1207.84	-1568.06	360.219	0.0427694	0.0428758	0.0428392	0.0429384	0.0427134	0.0426256	0.0423592	0.0423353	0.0424239	0.0422297	0.0423511	0.0423171	0.0423509	0.042295	0.0422425	0.0422842	0.0424881	0.0424261	0.04252	0.042535	0.0425142	0.0423671	0.0425948	0.042573	0.0423175	0.0421367	0.042043	0.0418452	0.0418256	0.0417749	0.0417494	0.0416773	0.0417415	0.041631	0.0416553	0.0417121	0.0416712	0.0416772	0.0415442	0.0415876	0.0414862	0.0414809	0.0414597	0.0415179	0.0415528	0.0415656	0.0415419	0.0416346	0.0414679	0.0413196	0.0414312
16700	-1296.1	-1568.03	271.936	0.10654	0.110191	0.111264	0.113862	0.117036	0.113985	0.111568	0.108766	0.105544	0.105603	0.106859	0.107761	0.110941	0.112097	0.114826	0.114744	0.113878	0.114948	0.113003	0.11101	0.108047	0.109868	0.110468	0.107191	0.107324	0.105008	0.103147	0.100752	0.0987441	0.0975917	0.0956378	0.0956085	0.0962107	0.0947411	0.0954859	0.0950763	0.096816	0.0970255	0.0962571	0.0976899	0.0957625	0.090833	0.0892958	0.0920876	0.0942179	0.0949171	0.0939244	0.0953375	0.0946035	0.0909804	0.0895041
16710	-1295.1	-1567.75	272.65	0.0715712	0.0731153	0.0761917	0.0762099	0.0719938	0.0743911	0.0763351	0.0759698	0.0742015	0.0722698	0.0729561	0.0725765	0.0734972	0.0762555	0.0760387	0.0757126	0.0761026	0.0738544	0.0756979	0.0752592	0.0722564	0.0690385	0.0674925	0.0660547	0.0659141	0.0664222	0.0637798	0.0676294	0.0641609	0.0632969	0.0623472	0.0617813	0.061552	0.0608008	0.0612456	0.0625457	0.0623278	0.0609156	0.0618097	0.060373	0.0601745	0.0607118	0.0594558	0.0601504	0.0603462	0.060163	0.0584581	0.058641	0.0595297	0.0611547	0.0628052
