Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	extinction[41]	extinction[42]	extinction[43]	extinction[44]	extinction[45]	extinction[46]	extinction[47]	extinction[48]	extinction[49]	extinction[50]	extinction[51]
21290	-1276.51	-1568.87	292.357	0.0257995	0.0261184	0.026054	0.0262031	0.0261733	0.0260322	0.0257118	0.0257644	0.025547	0.0255491	0.0255571	0.0253684	0.0254776	0.0254552	0.0255324	0.0255783	0.0256345	0.0257638	0.0257461	0.0256639	0.0254541	0.0252285	0.0249984	0.0247443	0.0243319	0.0242838	0.0240904	0.0238821	0.0237999	0.0236441	0.0234619	0.023533	0.0236476	0.0234623	0.0235596	0.0237285	0.0236589	0.0238421	0.0238259	0.0240894	0.024254	0.0244864	0.0244086	0.0241705	0.024141	0.024204	0.0242371	0.0240842	0.0240961	0.0240322	0.0241138
21300	-1258.62	-1566.47	307.843	0.0804997	0.080269	0.0803782	0.0802438	0.0802996	0.0801728	0.0801449	0.0797922	0.0798053	0.0792538	0.0792386	0.0790421	0.0793986	0.0795353	0.0793443	0.0792838	0.0794724	0.0795521	0.0797481	0.0794931	0.0788467	0.0784805	0.0779947	0.0774974	0.0772079	0.0763978	0.076083	0.0755345	0.0749288	0.0746562	0.0744007	0.0741808	0.0740334	0.0743401	0.074165	0.0741253	0.0748087	0.0754055	0.0759075	0.0758418	0.075848	0.076026	0.075858	0.0760053	0.0758909	0.0762297	0.0763593	0.0758296	0.0757857	0.0757058	0.0759528
21310	-1233.03	-1568.81	335.778	0.0317763	0.0318227	0.0317024	0.0317065	0.0317213	0.0316413	0.0316787	0.0315191	0.0314361	0.0314327	0.0314285	0.0313742	0.0313217	0.0313552	0.0314054	0.031441	0.0314882	0.0315234	0.0316151	0.0314988	0.031468	0.0312919	0.0310946	0.0309602	0.0308649	0.0307158	0.0305508	0.0303971	0.0302814	0.0301503	0.0300039	0.0300381	0.0299748	0.0298751	0.0299792	0.0300071	0.0301932	0.030318	0.030301	0.0303794	0.0303492	0.0305094	0.0305629	0.030529	0.030559	0.0305176	0.0306281	0.0305245	0.0304675	0.0304259	0.0303422
21320	-1177.51	-1569.1	391.592	0.0694221	0.0692995	0.0693242	0.0693287	0.0693492	0.0691908	0.0691191	0.0690808	0.0689705	0.068966	0.0689661	0.0689734	0.0688705	0.0688866	0.0689296	0.0688939	0.0690269	0.0692163	0.0692084	0.0691441	0.0690129	0.0687842	0.0685294	0.0683215	0.0682079	0.0680431	0.0677906	0.0675791	0.0674096	0.0671913	0.0670477	0.0670941	0.0670082	0.066873	0.0670142	0.067052	0.0672125	0.067329	0.0674495	0.0675553	0.0676498	0.0677113	0.0677791	0.0678989	0.0677971	0.0677414	0.0676762	0.0677507	0.067674	0.0676179	0.06758
21330	-1213.65	-1567.99	354.338	0.045194	0.0451693	0.0452022	0.0451854	0.0450897	0.0451093	0.0450698	0.0450486	0.0449877	0.0449853	0.0449853	0.0449894	0.0449061	0.0449414	0.0449652	0.0449601	0.0450189	0.0451487	0.045119	0.0450836	0.0450171	0.0448849	0.0447441	0.0446292	0.044555	0.044429	0.0443355	0.0442184	0.0441245	0.0440254	0.0439641	0.0438927	0.043873	0.0438271	0.0438046	0.0439264	0.0439349	0.0440799	0.0441467	0.0442052	0.0442576	0.0443435	0.0444053	0.0443954	0.0444181	0.0443083	0.0443397	0.0443174	0.044271	0.0441427	0.0441931
21340	-1180.99	-1567.76	386.77	0.0691624	0.069174	0.0692228	0.0691905	0.0689892	0.0690852	0.0690265	0.0689838	0.0689049	0.0689012	0.0688877	0.0688711	0.0688333	0.0688362	0.0689343	0.0688639	0.0689511	0.0689277	0.06905	0.0689552	0.0689484	0.0687524	0.0686055	0.0683734	0.0682633	0.0680765	0.0679378	0.0677642	0.0675339	0.0673924	0.067387	0.0672466	0.0672518	0.0671838	0.0672094	0.0672744	0.0674305	0.0675587	0.0676957	0.0677447	0.0677909	0.0679606	0.0681158	0.068093	0.0680603	0.068025	0.067944	0.067911	0.0678089	0.067652	0.0677729
21350	-1193.88	-1568.48	374.603	0.0652357	0.0653177	0.0652718	0.065278	0.0651244	0.0650391	0.0650687	0.0650142	0.0649136	0.0648607	0.0649419	0.0647577	0.0648224	0.0649541	0.0649644	0.0648675	0.0649725	0.0650565	0.0650986	0.0650914	0.0649818	0.0647192	0.0645321	0.0642368	0.0640969	0.0639565	0.0636836	0.0634634	0.0631716	0.0631108	0.0629946	0.0627982	0.0627133	0.0627287	0.0626639	0.0628433	0.0630408	0.0632564	0.0633766	0.0634591	0.0634972	0.0637125	0.0639587	0.0638898	0.063839	0.0637941	0.0636914	0.0635838	0.06352	0.0634754	0.0636321
21360	-1213.73	-1567.16	353.428	0.03089	0.0308683	0.0308441	0.0308473	0.0307662	0.0307212	0.0307368	0.030708	0.030712	0.030627	0.0306698	0.0305726	0.0306195	0.0306763	0.0306817	0.0306305	0.0307098	0.0307304	0.0307526	0.0307488	0.0306909	0.0306079	0.0304536	0.0303719	0.030224	0.0301501	0.030058	0.0298477	0.0297367	0.0297047	0.0296608	0.0295704	0.0294956	0.0295037	0.0294697	0.029564	0.0296678	0.0297813	0.0298355	0.0298904	0.0299081	0.0300215	0.0301512	0.0300797	0.0300881	0.030075	0.0300104	0.0299537	0.0299201	0.0298966	0.029904
21370	-1276.46	-1567.28	290.819	0.00411167	0.00410417	0.00410647	0.00409877	0.00408859	0.00406979	0.00409008	0.00408566	0.00407218	0.00405602	0.00405036	0.00404636	0.00404218	0.00406288	0.0040542	0.00405118	0.00406671	0.00406349	0.00407835	0.00406994	0.00405305	0.00403904	0.00400864	0.00396957	0.00392157	0.00391593	0.00387864	0.00384763	0.00382757	0.00380857	0.00378644	0.00376613	0.00374337	0.00374925	0.00374089	0.0037612	0.00376864	0.00381293	0.00385006	0.00387458	0.00387758	0.00387465	0.00390077	0.00389718	0.00388992	0.00389592	0.00388196	0.00386805	0.00385485	0.00386358	0.00385058
21380	-1260	-1566.61	306.611	0.0540469	0.0537188	0.0538906	0.0537432	0.0537298	0.0535479	0.053359	0.0534376	0.053311	0.0534362	0.0532585	0.0530718	0.0530428	0.0528693	0.0530734	0.0534694	0.0534145	0.0536404	0.0535917	0.0537679	0.053474	0.0531237	0.0527847	0.0522277	0.0519831	0.0514828	0.051138	0.0508385	0.0506436	0.050164	0.0499449	0.0498623	0.049701	0.0495863	0.0494165	0.0494648	0.0500331	0.0504231	0.0508803	0.0511609	0.0512314	0.051298	0.0514455	0.0512554	0.0514091	0.0513223	0.0512492	0.0511409	0.0509248	0.0508473	0.0509919
21390	-1265.02	-1567.87	302.849	0.0508331	0.0506912	0.05055	0.0504324	0.0505646	0.050082	0.0495553	0.0495648	0.0496586	0.0498572	0.0497079	0.0493906	0.0493083	0.0491489	0.0494717	0.049463	0.0497823	0.0499919	0.0505643	0.0503123	0.0497504	0.0491688	0.0486237	0.0484459	0.0479532	0.0474812	0.0468891	0.046611	0.0464897	0.0459491	0.0454438	0.045502	0.0454435	0.0454396	0.0456392	0.0456588	0.0460887	0.0462465	0.0467402	0.046948	0.0471799	0.0473313	0.0474361	0.0473959	0.0474063	0.0474784	0.0472331	0.0470777	0.0468832	0.0466996	0.0466633
21400	-1300.63	-1567.26	266.625	0.076989	0.0764744	0.0761699	0.0765554	0.076575	0.0754765	0.0749576	0.0751695	0.0754358	0.0750656	0.0749311	0.0742435	0.074506	0.0742796	0.0756379	0.0748795	0.0751277	0.0755474	0.0757906	0.075576	0.0745533	0.0736541	0.0723977	0.0705844	0.0701308	0.0695	0.0680673	0.0669637	0.0658914	0.0653747	0.0643839	0.0646466	0.064767	0.0648974	0.065049	0.0654341	0.0664194	0.0675225	0.0673157	0.0681487	0.0691709	0.0691875	0.0692913	0.068792	0.0691049	0.0683107	0.0686197	0.0681716	0.0680333	0.0668985	0.0681224
21410	-1397.55	-1569.38	171.83	0.0600458	0.0577433	0.0565148	0.0547247	0.0529423	0.0535745	0.052929	0.0527994	0.0535373	0.0530382	0.0536594	0.052543	0.0535367	0.0515973	0.0517285	0.0561921	0.0561625	0.0530019	0.0516409	0.0533873	0.0519564	0.0483669	0.0460747	0.0449762	0.0424716	0.0412519	0.0373172	0.0363039	0.0353217	0.0336665	0.0310672	0.0301125	0.0298916	0.0308238	0.030355	0.0325574	0.0351925	0.0367121	0.0374873	0.0382332	0.038729	0.0395377	0.040097	0.0405123	0.0395793	0.0395353	0.0374947	0.0360275	0.036262	0.0365391	0.0372279
21420	-1372.89	-1567.04	194.155	0.0801023	0.0786352	0.0757865	0.0740489	0.0749453	0.0732118	0.0733794	0.0745538	0.0762659	0.07679	0.0728913	0.0717128	0.0736484	0.072711	0.0740304	0.074904	0.075164	0.0757796	0.0756765	0.0751826	0.072551	0.0677862	0.0653818	0.0644059	0.0640317	0.0601038	0.0558557	0.0524337	0.0520724	0.0487102	0.047663	0.0451335	0.0440022	0.0445899	0.0455041	0.0482736	0.0502842	0.0537369	0.0537915	0.0562314	0.0563431	0.0574925	0.0558411	0.05592	0.056255	0.0537771	0.0538001	0.0517245	0.0516855	0.0521178	0.0540362
21430	-1320.27	-1566.05	245.786	0.106933	0.107549	0.107601	0.108446	0.108206	0.107946	0.109006	0.109473	0.109953	0.108508	0.109015	0.109569	0.108213	0.109108	0.109856	0.109187	0.108985	0.10825	0.108691	0.107866	0.105973	0.105131	0.103545	0.10326	0.102918	0.101921	0.101571	0.0994855	0.0974162	0.0974246	0.0960873	0.0961943	0.0974251	0.0958678	0.0968872	0.097541	0.0985823	0.0982983	0.098716	0.0992162	0.0989221	0.0994142	0.0999397	0.0999532	0.100436	0.098899	0.0995145	0.0993177	0.0985962	0.0986706	0.100356
21440	-1282.25	-1566.99	284.74	0.145789	0.146253	0.146392	0.144956	0.144896	0.145369	0.14599	0.146696	0.147598	0.146789	0.144232	0.144938	0.144789	0.145051	0.144745	0.144882	0.145564	0.146554	0.148394	0.148473	0.14608	0.143588	0.142776	0.141882	0.141094	0.138486	0.136784	0.134054	0.133999	0.131966	0.131822	0.130062	0.129842	0.129585	0.129426	0.129494	0.130274	0.129743	0.131041	0.131494	0.132787	0.134183	0.134514	0.134646	0.134088	0.132691	0.133447	0.13174	0.131797	0.130308	0.130241
21450	-1373.33	-1567.52	194.186	0.153233	0.152859	0.144888	0.141849	0.138123	0.14139	0.141407	0.142481	0.141143	0.140501	0.139145	0.139402	0.140262	0.144947	0.144293	0.142665	0.144057	0.150511	0.1513	0.150422	0.147499	0.14334	0.140876	0.135855	0.130956	0.130513	0.124659	0.118859	0.115082	0.112788	0.112332	0.111535	0.110953	0.112775	0.109837	0.111104	0.115086	0.117666	0.113067	0.111646	0.114169	0.11522	0.120028	0.120568	0.119076	0.12186	0.119237	0.112713	0.112057	0.108244	0.102592
21460	-1340.9	-1567.13	226.226	0.192144	0.19317	0.191639	0.189425	0.186102	0.187759	0.184812	0.181788	0.18133	0.177236	0.173727	0.175889	0.177276	0.179572	0.1808	0.185946	0.188998	0.190185	0.191483	0.192324	0.182332	0.179137	0.179521	0.169205	0.163043	0.160019	0.156862	0.154582	0.151885	0.147617	0.14629	0.141435	0.140493	0.141172	0.141114	0.142088	0.14077	0.146314	0.148681	0.15332	0.153168	0.151406	0.149342	0.150592	0.147473	0.147964	0.149732	0.147887	0.141741	0.138948	0.136475
21470	-1297.21	-1568.23	271.018	0.182554	0.179249	0.177482	0.17699	0.178203	0.177275	0.176731	0.176363	0.174976	0.174486	0.173453	0.174691	0.176061	0.178262	0.177901	0.179855	0.180853	0.181411	0.183336	0.180975	0.177887	0.174568	0.173814	0.170362	0.168216	0.165835	0.162698	0.161411	0.159406	0.156468	0.155069	0.155877	0.154543	0.155693	0.155766	0.157699	0.157525	0.158718	0.158344	0.159436	0.157165	0.159527	0.161011	0.159717	0.157382	0.157854	0.1576	0.15757	0.155063	0.153522	0.156263
21480	-1280.94	-1568.54	287.592	0.180957	0.183977	0.178617	0.177984	0.178197	0.180084	0.182973	0.182632	0.178297	0.177643	0.177259	0.178284	0.180165	0.181598	0.18284	0.183339	0.185847	0.188191	0.186555	0.185947	0.182828	0.178732	0.17581	0.170382	0.166489	0.164716	0.158393	0.156494	0.153251	0.150583	0.148613	0.144821	0.144516	0.145182	0.147162	0.148867	0.151583	0.151052	0.155115	0.155054	0.154333	0.153315	0.152936	0.151351	0.150001	0.148031	0.145404	0.142832	0.141652	0.140637	0.144909
21490	-1258.42	-1569.5	311.079	0.150129	0.151618	0.151551	0.150094	0.149368	0.149374	0.148191	0.147681	0.146691	0.148481	0.150551	0.153959	0.153562	0.154689	0.154436	0.153777	0.154387	0.156668	0.158189	0.153807	0.150174	0.14791	0.147506	0.143822	0.139304	0.137307	0.136971	0.134398	0.131737	0.130042	0.128556	0.128226	0.126195	0.124853	0.123841	0.124468	0.127664	0.129589	0.130224	0.128708	0.128665	0.12957	0.127142	0.127739	0.128817	0.126009	0.126023	0.126284	0.124895	0.124026	0.122005
21500	-1279.38	-1568.63	289.25	0.229751	0.224751	0.225967	0.223522	0.223027	0.221213	0.219907	0.218793	0.217505	0.219727	0.223687	0.22634	0.227163	0.231431	0.233792	0.235421	0.232347	0.233127	0.230071	0.22942	0.221941	0.215731	0.211141	0.203126	0.201313	0.194402	0.188863	0.190628	0.185776	0.18201	0.180745	0.1738	0.169854	0.16766	0.167295	0.17031	0.174697	0.177261	0.177744	0.176628	0.175434	0.17544	0.175385	0.174503	0.172541	0.168903	0.165556	0.166802	0.162209	0.161089	0.160475
21510	-1221.12	-1568.43	347.315	0.108925	0.109494	0.108929	0.108972	0.108433	0.108242	0.108181	0.108058	0.107643	0.108413	0.109851	0.110133	0.110828	0.111655	0.112003	0.112506	0.112193	0.112438	0.112802	0.11159	0.109866	0.107401	0.106117	0.104118	0.10266	0.101922	0.101054	0.100302	0.0985051	0.0967152	0.0961871	0.0950304	0.0936009	0.0933366	0.0936974	0.0940801	0.0947814	0.0950334	0.0957109	0.0952624	0.0955424	0.0954028	0.094674	0.0944792	0.0941719	0.0941996	0.0935829	0.0929274	0.0919765	0.0917343	0.0921267
21520	-1254.1	-1568.21	314.103	0.146724	0.145839	0.146123	0.146035	0.146331	0.146385	0.144803	0.148545	0.146684	0.146819	0.146931	0.14619	0.146398	0.149164	0.151899	0.152389	0.147709	0.152756	0.156926	0.153579	0.148927	0.146787	0.142628	0.140336	0.134597	0.133997	0.130743	0.128355	0.123677	0.122778	0.121297	0.119999	0.119578	0.120374	0.120836	0.120469	0.12267	0.123274	0.123804	0.122377	0.124161	0.121783	0.120245	0.120184	0.119564	0.120656	0.12008	0.117636	0.114258	0.116202	0.115878
21530	-1302.15	-1567.62	265.47	0.115684	0.116418	0.115584	0.118626	0.117252	0.118284	0.118777	0.120476	0.122495	0.119403	0.119321	0.119459	0.12241	0.126431	0.127145	0.125991	0.126814	0.128106	0.128616	0.12795	0.124778	0.119723	0.113839	0.110308	0.104755	0.103299	0.100997	0.0983754	0.0941799	0.0913448	0.0908837	0.0910469	0.0900384	0.0909549	0.0903773	0.0901172	0.0900062	0.0914941	0.0938414	0.0908452	0.0909684	0.0920198	0.0909883	0.0900558	0.0901456	0.0898638	0.0879146	0.0873689	0.0871574	0.0861305	0.0862447
21540	-1289.41	-1568.17	278.758	0.0962671	0.0971482	0.0966412	0.0983398	0.0962442	0.0966631	0.0963414	0.0968595	0.0957675	0.0979268	0.0972412	0.0989096	0.0988272	0.100919	0.0998946	0.100807	0.0993384	0.0997197	0.100654	0.10165	0.0992006	0.0952585	0.092741	0.0902159	0.0875337	0.0852337	0.0848046	0.0845381	0.0825052	0.0797727	0.0789187	0.0796896	0.0782607	0.0774372	0.0773011	0.0783001	0.0772333	0.0760011	0.0762731	0.075451	0.0779284	0.0788861	0.0784349	0.0798758	0.0769831	0.077329	0.0762953	0.0761669	0.0754741	0.0753989	0.0747196
21550	-1289.91	-1570.61	280.707	0.0736296	0.0729276	0.0719177	0.0701952	0.0701558	0.0705773	0.073041	0.0733077	0.0749039	0.073374	0.0748328	0.0765319	0.0777951	0.0798946	0.0798216	0.0782645	0.0783446	0.0770503	0.0782019	0.076564	0.074743	0.0729502	0.0692683	0.0645637	0.061856	0.0598258	0.0559683	0.0570186	0.054888	0.0542883	0.052856	0.052061	0.0503866	0.0492586	0.048045	0.0483605	0.048311	0.0493945	0.048719	0.0483885	0.0495613	0.0498012	0.050976	0.0493481	0.0512577	0.050775	0.0490491	0.0492184	0.0497841	0.0496121	0.0517799
21560	-1224.51	-1568.54	344.037	0.0957859	0.0953317	0.0949253	0.0943279	0.0939844	0.0938718	0.0939896	0.0945625	0.0949854	0.094777	0.095141	0.0961952	0.0965238	0.0971576	0.0971531	0.0962351	0.0964743	0.0959652	0.0955384	0.09417	0.0932361	0.0926401	0.0910792	0.0895998	0.08765	0.0875423	0.0859118	0.0849477	0.0845751	0.082862	0.0820897	0.0813529	0.0807755	0.0801686	0.0802442	0.0793932	0.0796584	0.0806024	0.0810681	0.0813061	0.0818557	0.0812923	0.0816205	0.0813525	0.0819266	0.0821575	0.082206	0.0820598	0.0818284	0.0818277	0.0818914
21570	-1221.16	-1567.97	346.803	0.138021	0.137492	0.138316	0.136266	0.135592	0.135396	0.136254	0.135031	0.136462	0.137092	0.137866	0.138727	0.139133	0.138848	0.140132	0.140617	0.137967	0.137856	0.138178	0.137066	0.135478	0.133045	0.130778	0.127937	0.125979	0.122674	0.11975	0.118133	0.116402	0.114804	0.112867	0.111342	0.110753	0.109927	0.108841	0.109214	0.110503	0.110444	0.111556	0.112054	0.112415	0.11222	0.112125	0.11295	0.113406	0.113858	0.113381	0.112322	0.111953	0.112359	0.112565
21580	-1270.29	-1569.3	299.01	0.187886	0.183902	0.184861	0.186689	0.185288	0.184939	0.18406	0.184422	0.187933	0.190255	0.191542	0.188297	0.187238	0.188268	0.188652	0.190249	0.187554	0.186618	0.182251	0.180084	0.175919	0.17092	0.164743	0.158773	0.154311	0.149032	0.145895	0.141623	0.137923	0.131199	0.129694	0.126334	0.123988	0.122838	0.122468	0.120404	0.121453	0.122778	0.125034	0.12605	0.128341	0.13057	0.133055	0.13168	0.130178	0.130413	0.128785	0.127076	0.127213	0.127825	0.13074
21590	-1258.46	-1567.96	309.498	0.147673	0.14897	0.147751	0.148095	0.14787	0.148954	0.148467	0.149906	0.150077	0.150651	0.15233	0.152309	0.151705	0.152273	0.153258	0.152982	0.150864	0.150909	0.153114	0.150119	0.144247	0.13867	0.135247	0.131048	0.129027	0.125391	0.123432	0.119642	0.116287	0.113529	0.11131	0.10841	0.106411	0.105306	0.10494	0.104605	0.105624	0.107361	0.108834	0.108968	0.111166	0.112044	0.112614	0.11127	0.112249	0.110837	0.11074	0.109223	0.108383	0.107998	0.109487
21600	-1267.51	-1569.49	301.976	0.155021	0.155058	0.153561	0.152419	0.156495	0.155267	0.156107	0.154371	0.158563	0.158574	0.157611	0.155532	0.156624	0.15763	0.158158	0.157696	0.156185	0.155359	0.154856	0.152919	0.146313	0.136981	0.127916	0.123517	0.118436	0.112462	0.107884	0.104472	0.100291	0.0948599	0.0909326	0.0886761	0.0872669	0.084313	0.0841628	0.083836	0.0862066	0.088103	0.0898455	0.0905022	0.0934838	0.0959276	0.0973703	0.0960112	0.0959855	0.0931952	0.0922377	0.0899865	0.0892799	0.0885771	0.0876834
21610	-1237.95	-1569	331.051	0.203892	0.201434	0.200311	0.200094	0.199918	0.199155	0.200252	0.202454	0.201961	0.201071	0.201275	0.202906	0.200434	0.201583	0.201478	0.199868	0.200349	0.199696	0.198243	0.194294	0.18711	0.177067	0.16754	0.159273	0.151496	0.146486	0.140811	0.133616	0.127473	0.121638	0.11673	0.113828	0.110622	0.108377	0.107435	0.107688	0.11049	0.113487	0.116472	0.118372	0.11951	0.122037	0.122542	0.121867	0.119651	0.119041	0.118475	0.115853	0.113897	0.113475	0.115079
21620	-1256.48	-1569.74	313.256	0.1983	0.195361	0.193383	0.192137	0.193924	0.19419	0.19487	0.193011	0.194466	0.191672	0.194464	0.195038	0.195481	0.196463	0.19269	0.190704	0.193123	0.193234	0.19206	0.187169	0.179761	0.171563	0.16341	0.156979	0.152485	0.14341	0.136915	0.131761	0.12644	0.119115	0.116587	0.11347	0.11047	0.107778	0.106881	0.108417	0.110857	0.113601	0.116281	0.118464	0.118604	0.118765	0.119186	0.118991	0.11954	0.117983	0.116718	0.114099	0.112662	0.112536	0.114913
21630	-1231.51	-1569.68	338.178	0.166876	0.166342	0.164678	0.162668	0.162166	0.161156	0.16087	0.161063	0.16225	0.162513	0.162657	0.162759	0.160798	0.160023	0.161793	0.160394	0.159094	0.160465	0.160049	0.15628	0.149962	0.142775	0.136558	0.129756	0.125782	0.120703	0.115609	0.112097	0.106705	0.100899	0.0968908	0.0931832	0.0902206	0.0894111	0.0883134	0.0903421	0.0925089	0.0947684	0.0958403	0.0965064	0.0978113	0.100028	0.099822	0.0987092	0.0989182	0.0975771	0.0967281	0.0959519	0.0942156	0.0938534	0.0941961
21640	-1256.26	-1568.65	312.39	0.119977	0.119606	0.120078	0.117839	0.116655	0.117097	0.117174	0.117538	0.117489	0.117586	0.118086	0.117059	0.117644	0.116713	0.11723	0.117766	0.116762	0.117899	0.117373	0.113028	0.109024	0.103641	0.0994052	0.0976849	0.0943184	0.0910334	0.0873188	0.0834139	0.0798504	0.0760856	0.0740887	0.0728241	0.0713484	0.0700368	0.0704303	0.0711154	0.073034	0.0738016	0.0743696	0.0746732	0.0757352	0.0774271	0.0778868	0.0761406	0.0751679	0.0757706	0.0749624	0.0739838	0.0725217	0.0721505	0.073603
21650	-1285.11	-1569.27	284.163	0.113433	0.114368	0.114822	0.113663	0.112585	0.112647	0.11254	0.112752	0.112741	0.110634	0.112519	0.111979	0.112745	0.113419	0.113364	0.112549	0.112154	0.113729	0.109636	0.110984	0.107964	0.105143	0.102154	0.101205	0.0976703	0.0921796	0.0898271	0.0892779	0.0866124	0.0843048	0.083208	0.0810388	0.0809993	0.0812671	0.0799659	0.0808444	0.0808796	0.0820839	0.0818388	0.0816558	0.084201	0.0853078	0.0848949	0.0847773	0.0831837	0.0834808	0.0833595	0.0817335	0.0821274	0.0830812	0.0829508
21660	-1277.45	-1570.09	292.643	0.204199	0.206296	0.205967	0.207386	0.205795	0.20707	0.206396	0.206309	0.203038	0.203528	0.202421	0.199441	0.200314	0.20333	0.204574	0.202722	0.20015	0.201331	0.202914	0.200624	0.195034	0.193369	0.189455	0.185876	0.182576	0.178706	0.176924	0.171205	0.165109	0.158857	0.15701	0.154432	0.152213	0.152312	0.148994	0.150785	0.149577	0.149541	0.152451	0.153125	0.152693	0.15619	0.157771	0.159364	0.158147	0.155114	0.15651	0.156961	0.155069	0.153908	0.154264
21670	-1224.66	-1570.79	346.125	0.130804	0.130768	0.132074	0.131658	0.131938	0.131229	0.13074	0.13133	0.130237	0.130413	0.129396	0.129371	0.129229	0.129426	0.129454	0.129075	0.128662	0.130182	0.130122	0.129541	0.12868	0.126625	0.124907	0.1239	0.122984	0.122237	0.120283	0.119094	0.117724	0.115264	0.113173	0.111759	0.110866	0.109514	0.109792	0.109845	0.110451	0.110809	0.110382	0.110855	0.112118	0.113048	0.113888	0.114002	0.112839	0.113152	0.112489	0.111772	0.11133	0.111607	0.112479
21680	-1265.94	-1569.33	303.392	0.127429	0.125981	0.1249	0.124508	0.125297	0.125458	0.125223	0.1241	0.122772	0.123188	0.121888	0.12096	0.121573	0.120264	0.119857	0.120583	0.120611	0.12064	0.122221	0.123019	0.121937	0.119611	0.117447	0.115527	0.114546	0.111937	0.109079	0.108765	0.1065	0.10503	0.102899	0.101887	0.100924	0.0989748	0.0984443	0.0996565	0.100606	0.101208	0.100829	0.101113	0.101733	0.101883	0.103034	0.102874	0.102146	0.102842	0.101649	0.101223	0.101367	0.100896	0.100487
21690	-1292.58	-1568.12	275.544	0.16613	0.164295	0.161605	0.158074	0.158474	0.158712	0.162311	0.161219	0.158995	0.158278	0.157871	0.155314	0.153173	0.152519	0.152712	0.153633	0.154792	0.154838	0.155706	0.155073	0.151929	0.147851	0.145639	0.141904	0.138195	0.134257	0.131172	0.127563	0.124174	0.120994	0.119013	0.118022	0.114398	0.113568	0.111183	0.111822	0.114354	0.112297	0.11303	0.113365	0.116044	0.116363	0.119587	0.118775	0.117869	0.116313	0.117515	0.114832	0.113944	0.116504	0.118227
21700	-1265.59	-1568.28	302.69	0.120375	0.119251	0.117772	0.117029	0.116341	0.115885	0.115756	0.115735	0.116107	0.115838	0.116092	0.115701	0.115304	0.115567	0.115312	0.115871	0.115816	0.116214	0.116512	0.116365	0.115678	0.113899	0.111993	0.10916	0.108176	0.106429	0.105174	0.104442	0.102674	0.101	0.0997917	0.0988366	0.0985438	0.0975358	0.0969663	0.0966081	0.0970682	0.0975997	0.0982152	0.0985689	0.0994605	0.100061	0.100672	0.100993	0.101132	0.100886	0.101102	0.100685	0.0997762	0.0994497	0.100657
21710	-1285.99	-1567.31	281.325	0.17494	0.174958	0.175231	0.173283	0.172559	0.172537	0.173719	0.1732	0.172276	0.171676	0.170603	0.170488	0.171799	0.171505	0.171636	0.172844	0.17214	0.171941	0.173004	0.171535	0.17133	0.168192	0.166321	0.164514	0.161968	0.159609	0.158538	0.157658	0.154766	0.152278	0.151297	0.150269	0.149774	0.148223	0.147136	0.147747	0.148536	0.149806	0.150718	0.151065	0.150077	0.151774	0.15213	0.153774	0.152604	0.151673	0.152309	0.152025	0.150903	0.149986	0.14926
21720	-1249.93	-1568.07	318.137	0.164011	0.16341	0.163101	0.162129	0.161484	0.161035	0.16077	0.161133	0.160952	0.160644	0.1599	0.159918	0.160954	0.160783	0.16149	0.161269	0.161059	0.160543	0.160886	0.161247	0.160238	0.157803	0.15526	0.153588	0.152969	0.150748	0.149486	0.147736	0.147076	0.145084	0.143585	0.143085	0.141526	0.14079	0.139775	0.13949	0.140475	0.141655	0.142052	0.144224	0.143944	0.143745	0.144297	0.144747	0.144769	0.144675	0.144137	0.143888	0.143193	0.142279	0.141875
21730	-1270.08	-1567.89	297.807	0.186071	0.187256	0.186009	0.184814	0.184064	0.183103	0.18487	0.181984	0.181056	0.180155	0.182787	0.182525	0.182086	0.180251	0.180743	0.179658	0.179367	0.180477	0.182006	0.182183	0.180221	0.176384	0.172119	0.168443	0.164974	0.163014	0.160427	0.158432	0.15451	0.152496	0.1496	0.147452	0.146791	0.145817	0.143716	0.144061	0.145561	0.148509	0.148501	0.149498	0.150111	0.151818	0.153329	0.152463	0.15173	0.150501	0.151217	0.15095	0.151029	0.150431	0.151906
21740	-1309.13	-1569.67	260.541	0.174266	0.17742	0.177349	0.176869	0.174199	0.174421	0.172112	0.170809	0.173152	0.171833	0.173774	0.174711	0.175025	0.173015	0.175301	0.172456	0.168559	0.171344	0.169413	0.168816	0.16563	0.160358	0.154293	0.152431	0.150495	0.149469	0.145768	0.141097	0.136585	0.133113	0.132172	0.128752	0.128054	0.124958	0.124231	0.125195	0.126528	0.129629	0.128318	0.129291	0.131996	0.131928	0.131781	0.132872	0.131577	0.131803	0.130737	0.129782	0.128522	0.128712	0.132759
