Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1587.91	-1588.61	0.699453	0.1627629
10	-1588.19	-1588.79	0.5945	0.168359
20	-1587.95	-1588.75	0.799632	0.1574306
30	-1588.18	-1588.78	0.597326	0.1682081
40	-1587.89	-1588.62	0.725245	0.1613894
50	-1589.98	-1591.07	1.09314	0.1418045
60	-1588.36	-1588.92	0.558954	0.1702575
70	-1588.02	-1588.85	0.829269	0.1558541
80	-1588.27	-1589.16	0.891924	0.1525215
90	-1588.54	-1589.47	0.938634	0.1500366
100	-1588.66	-1589.17	0.507736	0.1729964
110	-1588.03	-1588.67	0.642874	0.1657782
120	-1587.95	-1588.75	0.799047	0.1574618
130	-1589.36	-1590.4	1.03785	0.1447535
140	-1588.92	-1589.39	0.471733	0.1749244
150	-1588	-1588.81	0.819078	0.1563962
160	-1587.89	-1588.64	0.749559	0.1600951
170	-1588.82	-1589.8	0.978489	0.1479155
180	-1590.27	-1590.6	0.327778	0.1826585
190	-1587.99	-1588.8	0.815194	0.1566028
200	-1588.99	-1589.99	0.998255	0.1468631
210	-1587.9	-1588.65	0.756012	0.1597516
220	-1589.69	-1590.07	0.383006	0.1796862
230	-1588.03	-1588.67	0.641005	0.1658778
240	-1588.62	-1589.13	0.514585	0.1726299
250	-1591.12	-1592.3	1.1755	0.1374005
260	-1588.07	-1588.7	0.628428	0.1665486
270	-1589.37	-1589.78	0.417035	0.1778581
280	-1589.04	-1589.5	0.455242	0.1758082
290	-1588.11	-1588.72	0.617213	0.1671468
300	-1587.9	-1588.61	0.715703	0.1618975
310	-1589.75	-1590.12	0.376895	0.1800148
320	-1589.16	-1590.17	1.01689	0.1458706
330	-1589.33	-1590.37	1.03525	0.1448924
340	-1590.37	-1591.49	1.12363	0.1401758
350	-1587.92	-1588.7	0.778279	0.1585667
360	-1588.28	-1588.86	0.574446	0.1694298
370	-1587.93	-1588.62	0.689483	0.163294
380	-1588.71	-1589.21	0.500142	0.1734029
390	-1588.1	-1588.95	0.852323	0.1546278
400	-1588.05	-1588.89	0.838752	0.1553497
410	-1588.49	-1589.43	0.932039	0.1503875
420	-1588.06	-1588.9	0.841674	0.1551942
