Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
6070	-1546.79	-1567.82	21.0269	0.159584	0.167936	0.175992	0.189773	0.192191	0.184326	0.193872	0.182276	0.173025	0.176659	0.170045
6080	-1544.99	-1569.8	24.8011	0.151744	0.147101	0.164831	0.174963	0.167936	0.170471	0.165884	0.16542	0.163664	0.154729	0.141607
6090	-1546.46	-1569.13	22.6708	0.18224	0.188925	0.197756	0.191449	0.193429	0.17649	0.194795	0.18996	0.18134	0.174307	0.169296
6100	-1544.67	-1568.8	24.1318	0.212492	0.223308	0.222474	0.212411	0.220789	0.228032	0.207833	0.213092	0.223203	0.23451	0.22278
6110	-1549.61	-1568.74	19.1246	0.173846	0.172699	0.167991	0.173425	0.19614	0.201385	0.211795	0.198958	0.205717	0.231447	0.238411
6120	-1552.86	-1566.91	14.049	0.102065	0.110723	0.122501	0.134663	0.149493	0.149735	0.145088	0.145403	0.144102	0.13434	0.142311
6130	-1548.49	-1569.59	21.0994	0.157764	0.175115	0.177095	0.160143	0.157143	0.161613	0.153635	0.162223	0.166188	0.165313	0.151506
6140	-1547.46	-1567.53	20.0701	0.105479	0.122223	0.129802	0.13414	0.142187	0.130965	0.128247	0.126537	0.138981	0.136544	0.138452
6150	-1553.46	-1569.48	16.0225	0.146135	0.14981	0.166324	0.187309	0.176578	0.182518	0.194989	0.1718	0.173417	0.177008	0.173796
6160	-1546.69	-1567.4	20.7131	0.154318	0.154679	0.169199	0.161611	0.161912	0.153591	0.147744	0.161407	0.151998	0.142442	0.137112
6170	-1566.11	-1573.22	7.11833	0.0315175	0.031582	0.0333214	0.0335386	0.0341753	0.0348095	0.0379276	0.03844	0.0388172	0.0420231	0.0415965
6180	-1547.96	-1567.75	19.7889	0.203446	0.221372	0.220126	0.254372	0.278957	0.266403	0.245829	0.230901	0.229583	0.208938	0.215579
6190	-1545.41	-1566.74	21.3286	0.148119	0.163345	0.164591	0.167454	0.185199	0.196627	0.184757	0.180489	0.194546	0.175262	0.172135
6200	-1548.84	-1569.47	20.6312	0.203388	0.204161	0.197462	0.198275	0.201269	0.206585	0.211749	0.220227	0.228853	0.215907	0.214352
6210	-1548.89	-1567.76	18.8702	0.198956	0.227907	0.257848	0.264043	0.246123	0.246401	0.262431	0.273748	0.267763	0.297093	0.293543
6220	-1550.86	-1571.33	20.4658	0.156834	0.143986	0.150553	0.160688	0.153096	0.143007	0.144959	0.159904	0.159275	0.160614	0.167191
6230	-1548.98	-1568.3	19.3265	0.0855067	0.0792954	0.0850131	0.0907938	0.0869059	0.0864733	0.0835268	0.0873815	0.0871722	0.0879612	0.0798718
6240	-1548.81	-1567.15	18.3403	0.119519	0.136893	0.148554	0.156273	0.143951	0.139054	0.140991	0.155973	0.152162	0.149602	0.135349
6250	-1550.12	-1568.79	18.6722	0.140122	0.14366	0.158563	0.167012	0.160686	0.169515	0.170261	0.182906	0.174306	0.177788	0.161773
6260	-1547.31	-1567.11	19.8019	0.0925075	0.101695	0.109636	0.111857	0.110222	0.107232	0.114311	0.117049	0.119729	0.125295	0.125297
6270	-1547.35	-1569.19	21.8403	0.156005	0.149848	0.162077	0.15339	0.165446	0.164342	0.183773	0.201739	0.199592	0.19881	0.184256
6280	-1553.26	-1568.12	14.8632	0.155771	0.171413	0.162024	0.171806	0.17786	0.208626	0.219285	0.222943	0.234653	0.25222	0.267111
6290	-1545.12	-1569.53	24.4103	0.212259	0.205609	0.203872	0.217208	0.228731	0.229354	0.241635	0.233005	0.229493	0.223094	0.230719
6300	-1543.05	-1568.34	25.2908	0.201532	0.202544	0.211009	0.21394	0.214558	0.222631	0.220023	0.213786	0.228917	0.211046	0.230103
6310	-1549.28	-1570.23	20.9506	0.0922318	0.0973365	0.099666	0.0985208	0.0977176	0.10532	0.105471	0.0965295	0.109293	0.116406	0.108796
6320	-1542.77	-1568.86	26.0882	0.181324	0.176938	0.192091	0.187424	0.181581	0.191743	0.195721	0.198754	0.195757	0.191163	0.186844
6330	-1542.35	-1569.42	27.0728	0.178821	0.189025	0.187094	0.200719	0.201617	0.205758	0.225325	0.233098	0.233553	0.232841	0.236506
6340	-1550.49	-1568.79	18.2945	0.0928172	0.0999302	0.100033	0.107585	0.118686	0.132858	0.137004	0.142362	0.146868	0.155503	0.14395
6350	-1550.38	-1569.62	19.2403	0.167134	0.169703	0.178659	0.187206	0.18867	0.207498	0.18716	0.208138	0.186762	0.204926	0.197615
6360	-1547.35	-1567.66	20.3108	0.164301	0.167128	0.177621	0.203522	0.230415	0.226361	0.226702	0.208502	0.212601	0.214008	0.219937
6370	-1547.06	-1569.18	22.1139	0.134952	0.142939	0.152439	0.179149	0.175901	0.181762	0.182835	0.21064	0.201865	0.20635	0.207581
6380	-1551.25	-1568.96	17.7112	0.183939	0.188529	0.173333	0.199801	0.223955	0.239413	0.217933	0.241934	0.23342	0.220508	0.21325
6390	-1551.26	-1572.08	20.8211	0.151116	0.139652	0.133353	0.134404	0.122947	0.112558	0.122226	0.129451	0.132474	0.135763	0.135577
6400	-1542.41	-1569.28	26.8663	0.140842	0.146212	0.146205	0.141749	0.141386	0.137959	0.136992	0.128815	0.120128	0.122065	0.130207
6410	-1545.86	-1568.68	22.8249	0.140367	0.143473	0.156799	0.167498	0.181962	0.176081	0.168103	0.156767	0.147023	0.147289	0.14045
6420	-1551.17	-1572.51	21.3413	0.125371	0.118021	0.125778	0.123587	0.126231	0.129232	0.123386	0.129271	0.126795	0.13527	0.125489
6430	-1549.16	-1569.27	20.1158	0.183836	0.186216	0.195019	0.192899	0.201755	0.201288	0.21446	0.219967	0.200968	0.208967	0.215967
6440	-1544.68	-1569.87	25.1881	0.159752	0.176439	0.198273	0.188357	0.188363	0.18925	0.196415	0.1846	0.182779	0.182264	0.179432
6450	-1546.57	-1570	23.4324	0.205706	0.188937	0.190116	0.18007	0.1793	0.193181	0.18144	0.197138	0.187068	0.182951	0.184492
6460	-1550.81	-1571.35	20.5446	0.146025	0.140626	0.148082	0.163595	0.149666	0.153173	0.145445	0.149839	0.155383	0.155778	0.134656
6470	-1548.92	-1569.14	20.2194	0.118136	0.128075	0.120468	0.125454	0.127553	0.113691	0.113062	0.111572	0.114977	0.101073	0.101836
6480	-1545.97	-1568.14	22.1747	0.162979	0.176176	0.16274	0.164627	0.170489	0.156538	0.14506	0.135123	0.134062	0.128736	0.12865
6490	-1544.59	-1568.06	23.4681	0.132654	0.146464	0.148346	0.153784	0.165794	0.165676	0.168079	0.156655	0.149501	0.157425	0.161769
6500	-1553.95	-1569.57	15.6242	0.180119	0.199644	0.219343	0.215177	0.227329	0.250638	0.260174	0.256812	0.270006	0.256929	0.254727
6510	-1547.14	-1568.45	21.3103	0.142145	0.145695	0.148145	0.148053	0.155714	0.152249	0.169063	0.162764	0.168593	0.169712	0.186107
6520	-1550.24	-1567.01	16.7681	0.149092	0.152609	0.157041	0.17135	0.170427	0.176152	0.187665	0.201485	0.206821	0.23379	0.226475
6530	-1547.34	-1569.43	22.0963	0.147879	0.153171	0.170774	0.175811	0.203	0.207977	0.235176	0.24055	0.24315	0.254397	0.253522
6540	-1546.8	-1571.61	24.805	0.144087	0.148644	0.151541	0.145354	0.148776	0.143698	0.146765	0.147194	0.147517	0.157507	0.149325
6550	-1546.64	-1567.77	21.1317	0.128258	0.131128	0.131181	0.136519	0.15021	0.142051	0.140819	0.128721	0.126253	0.138849	0.141931
6560	-1550.59	-1568.14	17.5532	0.125291	0.130218	0.131026	0.139313	0.129452	0.121871	0.121607	0.113649	0.110424	0.105322	0.104334
6570	-1551.25	-1571.13	19.8765	0.143729	0.139799	0.147181	0.138112	0.136423	0.119328	0.106563	0.113203	0.110944	0.105598	0.107854
6580	-1546.1	-1568.78	22.6756	0.195646	0.223885	0.222571	0.210771	0.2102	0.209943	0.193982	0.199392	0.197819	0.206472	0.203898
6590	-1548.14	-1567.63	19.4873	0.168288	0.194774	0.196463	0.202578	0.228531	0.247769	0.248764	0.216425	0.222946	0.226155	0.231775
6600	-1549.43	-1569.6	20.168	0.105119	0.115059	0.12091	0.122575	0.118764	0.13517	0.135511	0.129506	0.119527	0.125864	0.113668
6610	-1552.4	-1570.7	18.297	0.148872	0.147216	0.140264	0.14483	0.139056	0.141652	0.152844	0.175799	0.168067	0.156571	0.138342
6620	-1554.24	-1570.58	16.3376	0.134878	0.149657	0.149301	0.131711	0.141478	0.13169	0.124706	0.138449	0.142546	0.149668	0.153933
6630	-1550.56	-1568.06	17.5055	0.179454	0.178536	0.201543	0.205853	0.218051	0.21181	0.195955	0.207011	0.207153	0.201687	0.187614
6640	-1548.16	-1566.68	18.5268	0.1501	0.16506	0.171961	0.194798	0.197074	0.218241	0.200224	0.172165	0.167548	0.167228	0.177589
6650	-1553.14	-1567.77	14.6211	0.124769	0.139261	0.148275	0.156382	0.154079	0.140426	0.137931	0.13201	0.11169	0.131504	0.134307
6660	-1542.77	-1569.03	26.2598	0.125245	0.125466	0.126737	0.127993	0.126529	0.129164	0.131231	0.139055	0.158134	0.148858	0.152148
6670	-1544.99	-1568.71	23.7146	0.206306	0.218471	0.205823	0.202945	0.202147	0.21859	0.23739	0.219612	0.244391	0.238404	0.23884
6680	-1546.98	-1569.39	22.4124	0.13732	0.138277	0.126306	0.126727	0.130229	0.118807	0.125093	0.130723	0.135119	0.144844	0.158366
6690	-1546.63	-1568.5	21.8679	0.172365	0.172966	0.170506	0.164442	0.187933	0.187816	0.19443	0.188203	0.187512	0.189432	0.190368
6700	-1545.18	-1569.99	24.8083	0.189423	0.185975	0.192819	0.190201	0.21413	0.223996	0.223397	0.217847	0.220117	0.207346	0.222945
6710	-1546.35	-1569.44	23.0871	0.203499	0.20975	0.218965	0.222837	0.215421	0.217292	0.208061	0.219317	0.228634	0.242095	0.275232
6720	-1548.25	-1568.03	19.7802	0.173436	0.207108	0.223596	0.213524	0.202	0.216614	0.204516	0.216697	0.232654	0.23378	0.227211
6730	-1550.75	-1569.68	18.9303	0.124578	0.134093	0.142235	0.148962	0.159764	0.159582	0.157196	0.157468	0.157716	0.145526	0.133607
6740	-1552.59	-1568.32	15.7302	0.163061	0.155968	0.162559	0.157369	0.161752	0.181887	0.167976	0.191222	0.201655	0.18586	0.186547
6750	-1546.52	-1569.44	22.9152	0.164656	0.17061	0.169014	0.181625	0.174833	0.174545	0.165993	0.184863	0.189069	0.173533	0.184706
6760	-1548.9	-1571.98	23.0841	0.171905	0.184196	0.198854	0.193158	0.177849	0.16607	0.184841	0.180196	0.182524	0.169775	0.177714
6770	-1548.29	-1569.64	21.3493	0.16674	0.168518	0.180592	0.164234	0.163077	0.172923	0.168369	0.175162	0.173317	0.168909	0.162018
6780	-1547.89	-1567.6	19.7128	0.13867	0.159135	0.158711	0.162579	0.155048	0.168825	0.174975	0.188525	0.180829	0.174018	0.167149
6790	-1546.19	-1570.4	24.2135	0.213464	0.202991	0.210219	0.220127	0.232195	0.267043	0.275467	0.257353	0.245904	0.22097	0.225719
6800	-1547.7	-1569.5	21.8022	0.144579	0.156863	0.156856	0.17368	0.162665	0.148997	0.158013	0.156139	0.15378	0.163545	0.153976
6810	-1547.35	-1568.29	20.9428	0.130759	0.134222	0.139898	0.146561	0.149818	0.161735	0.163658	0.169708	0.160743	0.155435	0.149771
6820	-1541.89	-1567.15	25.2584	0.1373	0.144774	0.150312	0.154584	0.161482	0.157099	0.162961	0.162618	0.175928	0.171658	0.1757
6830	-1545.8	-1567.94	22.1414	0.111635	0.117454	0.124862	0.130451	0.130375	0.137124	0.147877	0.147716	0.153012	0.149868	0.153308
6840	-1549.79	-1568.29	18.4932	0.151844	0.179394	0.185621	0.198878	0.180599	0.166176	0.180194	0.19694	0.191349	0.203632	0.211085
6850	-1547.1	-1571.28	24.1738	0.18206	0.189377	0.178753	0.189297	0.201793	0.207405	0.200368	0.203967	0.21109	0.213867	0.21891
6860	-1546.21	-1569.19	22.9835	0.16856	0.169742	0.168546	0.178275	0.190648	0.175397	0.185827	0.190463	0.195517	0.21485	0.241941
6870	-1543.9	-1569.26	25.3526	0.209129	0.214151	0.232291	0.241601	0.23704	0.253362	0.268722	0.257738	0.266595	0.247729	0.264204
6880	-1550.4	-1567.22	16.8259	0.149554	0.16093	0.17488	0.196899	0.216578	0.19922	0.215389	0.219479	0.2183	0.224401	0.240609
6890	-1547.57	-1568.62	21.0469	0.0904456	0.102012	0.101493	0.110546	0.112244	0.115336	0.118857	0.106225	0.106955	0.108255	0.102672
6900	-1545.56	-1569.55	23.9906	0.153955	0.15515	0.143387	0.155168	0.180775	0.190704	0.189087	0.180884	0.179824	0.166855	0.166226
6910	-1549.31	-1569.54	20.2289	0.1472	0.154035	0.153894	0.148454	0.148329	0.164496	0.186475	0.184083	0.172032	0.166175	0.1664
6920	-1545.88	-1567.91	22.0312	0.1582	0.154455	0.16932	0.166695	0.172509	0.187937	0.19133	0.189618	0.192367	0.198405	0.188987
6930	-1552.34	-1569.77	17.4267	0.198707	0.224921	0.230212	0.225513	0.233125	0.276977	0.302499	0.2932	0.28884	0.273747	0.292581
6940	-1550.37	-1569.23	18.8656	0.217638	0.217969	0.224671	0.23091	0.203758	0.230923	0.2507	0.248071	0.24343	0.265437	0.287657
6950	-1544.38	-1568.07	23.6938	0.185784	0.186766	0.196763	0.203849	0.19012	0.198223	0.204778	0.205147	0.194967	0.201031	0.199617
6960	-1546.15	-1569.11	22.9615	0.148357	0.161914	0.15495	0.166798	0.158656	0.161198	0.149465	0.152077	0.149252	0.15814	0.142794
6970	-1545.52	-1568.83	23.3177	0.148549	0.153017	0.152221	0.153691	0.152694	0.14439	0.129043	0.135327	0.136878	0.14685	0.159086
6980	-1550.99	-1569.13	18.1373	0.170309	0.179711	0.181161	0.169435	0.165412	0.179809	0.171182	0.162667	0.157878	0.161463	0.146972
6990	-1548.39	-1568.56	20.1753	0.195578	0.21231	0.220168	0.24005	0.250776	0.213651	0.202783	0.230035	0.222114	0.228775	0.23261
7000	-1544.52	-1571.62	27.1018	0.179863	0.170786	0.165849	0.162481	0.155548	0.166452	0.162473	0.158115	0.15592	0.157175	0.156274
7010	-1544.61	-1571.14	26.5286	0.215495	0.203402	0.197695	0.193408	0.203659	0.208116	0.206906	0.204137	0.208268	0.210169	0.199068
7020	-1545.67	-1568.23	22.5578	0.118878	0.132759	0.14234	0.150718	0.160908	0.160406	0.15734	0.156548	0.165456	0.154937	0.140273
7030	-1547.12	-1567.49	20.3787	0.11754	0.130896	0.124792	0.120766	0.135311	0.131321	0.138601	0.135012	0.132294	0.135508	0.122811
7040	-1546.18	-1567.78	21.6071	0.145922	0.144582	0.152047	0.154809	0.157582	0.169524	0.154542	0.161291	0.173964	0.187219	0.200043
7050	-1547.7	-1569.94	22.245	0.102568	0.107049	0.11428	0.113659	0.117551	0.117188	0.114723	0.116479	0.134657	0.13441	0.118887
7060	-1543.99	-1569.2	25.2156	0.133768	0.138979	0.151975	0.15307	0.156708	0.147723	0.155563	0.166078	0.155404	0.153715	0.152551
7070	-1543.73	-1567.38	23.6505	0.128959	0.134457	0.142915	0.149567	0.154168	0.14651	0.155982	0.167729	0.175408	0.179481	0.174962
7080	-1557.84	-1568.39	10.553	0.212281	0.228857	0.228046	0.23268	0.270111	0.307162	0.293884	0.275616	0.247847	0.262016	0.258762
7090	-1554.25	-1567.63	13.382	0.165837	0.183372	0.216489	0.218601	0.2463	0.260538	0.313624	0.308195	0.299459	0.289626	0.25847
7100	-1547.75	-1569.9	22.1421	0.1691	0.174408	0.177895	0.201724	0.213243	0.217416	0.222767	0.243159	0.240055	0.2329	0.22945
7110	-1550.44	-1569.55	19.113	0.215615	0.235799	0.272723	0.293538	0.294862	0.289457	0.313855	0.282241	0.290253	0.335665	0.334692
7120	-1547.42	-1569.39	21.97	0.171903	0.175012	0.175415	0.198834	0.224783	0.234526	0.219145	0.241003	0.25354	0.26045	0.250702
7130	-1549.76	-1568.61	18.8494	0.188864	0.193596	0.223846	0.256916	0.241307	0.229841	0.218616	0.22812	0.211241	0.212532	0.208367
7140	-1554.26	-1567.56	13.3038	0.14131	0.160431	0.173833	0.163707	0.175461	0.197889	0.193416	0.208241	0.234073	0.252424	0.264071
7150	-1547.81	-1568.55	20.7328	0.211293	0.223965	0.225552	0.223572	0.240537	0.262625	0.248522	0.267786	0.288865	0.291135	0.273275
7160	-1546.19	-1567.27	21.083	0.11399	0.11935	0.123496	0.131353	0.130757	0.133937	0.126194	0.129296	0.136546	0.142424	0.134268
7170	-1546.03	-1568.22	22.1862	0.138105	0.136555	0.149399	0.158173	0.165908	0.171286	0.180071	0.184663	0.173322	0.16961	0.184988
7180	-1548.98	-1570.6	21.6233	0.0889368	0.0925079	0.0898761	0.0952167	0.103398	0.103849	0.106456	0.103048	0.0950256	0.0872168	0.0868357
7190	-1548.72	-1569.97	21.2521	0.155236	0.167677	0.155816	0.17193	0.169139	0.171033	0.177481	0.181672	0.169597	0.147599	0.167296
7200	-1550.28	-1568.12	17.8324	0.181404	0.1772	0.183482	0.205716	0.228498	0.201274	0.186365	0.167571	0.163926	0.175642	0.172445
7210	-1545.49	-1568.62	23.1278	0.148821	0.1415	0.156462	0.151132	0.165469	0.163464	0.150091	0.154837	0.144293	0.148738	0.149118
7220	-1548.6	-1567.85	19.2478	0.133935	0.14012	0.151527	0.155135	0.168103	0.161958	0.158743	0.156282	0.157037	0.143686	0.145827
7230	-1547.88	-1568.03	20.1492	0.122807	0.135441	0.138346	0.159269	0.166951	0.168242	0.153684	0.150107	0.148542	0.141101	0.149575
7240	-1543.01	-1569.34	26.3213	0.191493	0.187339	0.19176	0.211899	0.214344	0.213446	0.209927	0.199806	0.198844	0.195908	0.190698
7250	-1544.29	-1568.31	24.0219	0.130158	0.13053	0.128377	0.145372	0.149448	0.156316	0.161149	0.15255	0.151181	0.15145	0.148362
7260	-1548.64	-1568.68	20.0459	0.123249	0.134922	0.149375	0.158892	0.169016	0.17262	0.157137	0.172041	0.167499	0.17124	0.166395
7270	-1549.78	-1569.88	20.0928	0.190539	0.18457	0.197064	0.194777	0.189002	0.215422	0.205741	0.193246	0.196091	0.192949	0.173217
7280	-1545.09	-1567.15	22.0654	0.141393	0.158016	0.167569	0.17694	0.188618	0.194563	0.199632	0.18918	0.189526	0.173944	0.167923
7290	-1546.58	-1570.19	23.6051	0.217658	0.214811	0.195674	0.215823	0.216616	0.218699	0.203641	0.21253	0.231391	0.227462	0.249933
7300	-1549.27	-1570.64	21.372	0.196797	0.186874	0.17904	0.178302	0.173744	0.188065	0.189023	0.19093	0.216711	0.203243	0.212956
7310	-1548.48	-1567.78	19.299	0.182096	0.186645	0.214414	0.217063	0.210966	0.218513	0.21669	0.212702	0.23404	0.236233	0.273336
7320	-1558.44	-1567.31	8.87586	0.144518	0.162573	0.182143	0.197187	0.218826	0.185672	0.17021	0.166883	0.179195	0.202733	0.190595
7330	-1549.15	-1569.25	20.1029	0.156868	0.191501	0.188817	0.193237	0.194401	0.186431	0.185639	0.19487	0.202268	0.211891	0.217152
7340	-1552.65	-1571.28	18.6272	0.197515	0.210577	0.209407	0.215796	0.221929	0.252274	0.24469	0.247668	0.257607	0.263451	0.248028
7350	-1544.17	-1571.14	26.9679	0.149106	0.146922	0.152676	0.140703	0.149641	0.15053	0.162136	0.167902	0.171169	0.177077	0.16728
7360	-1547.57	-1569.34	21.7751	0.22711	0.234071	0.231117	0.240259	0.267785	0.262137	0.260681	0.255093	0.260599	0.262302	0.24978
7370	-1541.32	-1569.98	28.6659	0.174279	0.181394	0.17935	0.18517	0.197959	0.189248	0.19166	0.186134	0.191736	0.194141	0.208554
7380	-1550.58	-1569.4	18.8127	0.1611	0.171739	0.196797	0.195384	0.175434	0.170394	0.177809	0.183036	0.169595	0.161323	0.168734
7390	-1549.86	-1571.3	21.4363	0.200314	0.204416	0.210336	0.224216	0.201366	0.180078	0.192547	0.186011	0.181057	0.173235	0.172157
7400	-1550.78	-1569.75	18.9674	0.207076	0.210547	0.205637	0.189011	0.198064	0.189895	0.177678	0.181372	0.158842	0.14977	0.175712
7410	-1547.26	-1569.81	22.5453	0.191143	0.183498	0.184459	0.188517	0.178405	0.172438	0.172138	0.173462	0.175858	0.187555	0.21342
7420	-1541.71	-1569.1	27.39	0.171948	0.176727	0.186538	0.177989	0.186223	0.19538	0.199786	0.196902	0.196047	0.183757	0.184713
7430	-1549.16	-1568.9	19.7383	0.176532	0.183486	0.177505	0.189057	0.178123	0.186164	0.205557	0.199938	0.184473	0.195111	0.20314
7440	-1549.17	-1568.46	19.2895	0.0985864	0.0998066	0.0928667	0.100214	0.10595	0.108493	0.106354	0.11015	0.102925	0.108978	0.0967431
7450	-1545.2	-1567.44	22.2403	0.167021	0.178716	0.197255	0.190409	0.186207	0.189284	0.190825	0.200492	0.209583	0.218215	0.244893
7460	-1543.29	-1568.19	24.9039	0.195989	0.211838	0.205733	0.237061	0.230783	0.226792	0.231909	0.222937	0.203734	0.205318	0.203507
7470	-1548.77	-1569.66	20.8818	0.213103	0.23654	0.244535	0.25481	0.261084	0.247752	0.251847	0.262172	0.243675	0.242295	0.233893
7480	-1555.85	-1569.02	13.1672	0.145978	0.163441	0.155558	0.164984	0.158957	0.171516	0.19105	0.188834	0.179145	0.177459	0.171015
7490	-1547.04	-1570.03	22.9876	0.226982	0.237007	0.250742	0.281626	0.273351	0.261934	0.262614	0.289289	0.298902	0.315874	0.306712
7500	-1545.24	-1568.71	23.468	0.134823	0.139158	0.140922	0.142511	0.148672	0.14586	0.145971	0.150383	0.147513	0.133643	0.124298
7510	-1547.2	-1567.5	20.2986	0.107916	0.113661	0.124681	0.118913	0.124056	0.131309	0.116704	0.115998	0.114511	0.125914	0.118899
7520	-1549.5	-1570.29	20.7867	0.128845	0.144821	0.141618	0.142294	0.160637	0.157417	0.155171	0.17361	0.172055	0.179642	0.197394
7530	-1544.06	-1568.59	24.5265	0.156754	0.160102	0.161785	0.161679	0.164488	0.167375	0.174077	0.183138	0.180941	0.18019	0.20049
7540	-1548.13	-1568.02	19.8943	0.191926	0.202141	0.212192	0.228453	0.259811	0.244525	0.261114	0.289038	0.290279	0.273408	0.274692
7550	-1545	-1570.24	25.2439	0.17403	0.178506	0.181613	0.195303	0.213592	0.206132	0.201131	0.18956	0.190751	0.200869	0.211315
7560	-1544.59	-1569.73	25.1436	0.167757	0.154933	0.158673	0.163385	0.1747	0.171672	0.17032	0.170728	0.174547	0.163318	0.165732
7570	-1546.92	-1570.47	23.5527	0.230155	0.224492	0.232819	0.239081	0.235982	0.207092	0.206113	0.217355	0.224117	0.222174	0.199835
7580	-1549.91	-1568.77	18.8618	0.209542	0.21249	0.226517	0.225342	0.225696	0.224787	0.201292	0.201711	0.183184	0.186831	0.183249
7590	-1546.12	-1569.38	23.2559	0.156781	0.156255	0.152649	0.158249	0.162096	0.169523	0.151864	0.142763	0.160196	0.160418	0.15488
7600	-1549.46	-1570.46	21.0019	0.122972	0.120659	0.119529	0.113525	0.12122	0.12043	0.137045	0.137195	0.141968	0.144116	0.16302
7610	-1549.01	-1568.29	19.2768	0.17752	0.182425	0.183985	0.21241	0.231384	0.245372	0.235284	0.232085	0.247775	0.278663	0.245354
7620	-1545.37	-1568.97	23.5966	0.225702	0.242305	0.251186	0.259635	0.248921	0.250475	0.283469	0.27231	0.272702	0.297912	0.297583
7630	-1546.15	-1570.31	24.1578	0.193118	0.191638	0.194202	0.202908	0.216402	0.222519	0.207896	0.205556	0.220342	0.23051	0.219042
7640	-1549.07	-1567.84	18.7759	0.163882	0.159223	0.165477	0.165561	0.189497	0.213021	0.198286	0.216406	0.225763	0.226967	0.238226
7650	-1547.02	-1572.12	25.0996	0.284007	0.289912	0.287537	0.304812	0.294746	0.287447	0.27915	0.29742	0.311719	0.300253	0.283848
7660	-1553.83	-1572.39	18.565	0.318429	0.319241	0.341185	0.349488	0.353967	0.340726	0.355775	0.363408	0.348972	0.290619	0.278717
7670	-1544.44	-1570.61	26.1738	0.248974	0.248191	0.244514	0.253239	0.272054	0.269082	0.273543	0.248836	0.247756	0.249085	0.258421
7680	-1542.98	-1569.44	26.4593	0.224093	0.224479	0.234117	0.23705	0.258585	0.254349	0.255203	0.244714	0.254176	0.262065	0.261409
7690	-1545.33	-1568.21	22.8814	0.168893	0.169698	0.179856	0.199382	0.197406	0.210116	0.211066	0.218534	0.216227	0.23904	0.248177
7700	-1546.18	-1567.89	21.707	0.144082	0.15882	0.172975	0.179044	0.200534	0.200308	0.204056	0.187678	0.204167	0.203266	0.189124
7710	-1545.98	-1568.79	22.8039	0.183039	0.186103	0.183662	0.202728	0.207647	0.200661	0.202272	0.206946	0.195326	0.188973	0.180695
7720	-1550.16	-1568.51	18.3498	0.15895	0.165674	0.182813	0.178269	0.171099	0.173273	0.157596	0.140067	0.145856	0.134044	0.133557
7730	-1548.85	-1569.72	20.8727	0.212529	0.208664	0.198726	0.203319	0.198674	0.212442	0.239311	0.220602	0.212088	0.223996	0.233004
7740	-1548.99	-1570.62	21.6295	0.104733	0.112342	0.11203	0.113899	0.118375	0.118355	0.13078	0.139632	0.1372	0.145889	0.166024
7750	-1550.38	-1571.87	21.4893	0.235419	0.252329	0.243146	0.260827	0.239306	0.255317	0.257422	0.293143	0.292654	0.262536	0.252114
7760	-1548.99	-1569.41	20.4201	0.14594	0.165627	0.182302	0.176888	0.179909	0.165723	0.170805	0.177349	0.187481	0.186918	0.158588
7770	-1550.58	-1569.01	18.4304	0.200429	0.213368	0.211943	0.20819	0.204351	0.216083	0.236883	0.255674	0.251441	0.247818	0.28307
7780	-1546.82	-1570.64	23.8115	0.235498	0.255281	0.227008	0.228762	0.230605	0.218033	0.211914	0.201825	0.221329	0.233677	0.235003
7790	-1547.42	-1568.26	20.8346	0.186771	0.198698	0.22085	0.223016	0.214009	0.212608	0.202159	0.18838	0.157687	0.144104	0.137263
7800	-1549.38	-1568.19	18.8095	0.148174	0.15173	0.172529	0.183133	0.175794	0.177981	0.190647	0.167078	0.144856	0.149881	0.149477
7810	-1551.09	-1571.91	20.8207	0.175619	0.162827	0.147977	0.146273	0.146316	0.144521	0.132553	0.133378	0.138869	0.129568	0.139542
7820	-1545.26	-1567.64	22.3754	0.173031	0.179289	0.172808	0.182724	0.169972	0.179582	0.17224	0.159222	0.15088	0.14552	0.14508
7830	-1545.8	-1568.29	22.4951	0.140697	0.12569	0.130637	0.139473	0.153139	0.165253	0.167638	0.159836	0.155231	0.144142	0.150291
7840	-1545.2	-1569.9	24.7006	0.153078	0.170025	0.182345	0.170801	0.179649	0.180292	0.17552	0.165363	0.172715	0.164966	0.150516
7850	-1551.87	-1569.99	18.1237	0.222983	0.244264	0.22465	0.215853	0.220703	0.226083	0.199369	0.188884	0.187357	0.184807	0.184732
7860	-1552.85	-1568.57	15.7173	0.200169	0.204743	0.239109	0.226893	0.218432	0.254054	0.260741	0.278173	0.294647	0.258951	0.226604
7870	-1558.02	-1569.38	11.3626	0.17321	0.15869	0.155661	0.168248	0.195338	0.204575	0.205428	0.211487	0.212585	0.201601	0.158654
7880	-1548.66	-1569.04	20.3822	0.156685	0.172342	0.175214	0.157764	0.157776	0.169084	0.177374	0.188625	0.190316	0.203871	0.192719
7890	-1546.39	-1569.77	23.3822	0.175921	0.178953	0.163525	0.165048	0.174058	0.185606	0.18057	0.197765	0.217061	0.216835	0.213735
7900	-1550.51	-1569.18	18.671	0.178218	0.187572	0.186319	0.188996	0.187896	0.196459	0.205317	0.213162	0.2316	0.272083	0.271819
7910	-1544.79	-1569.47	24.6789	0.171719	0.181581	0.189415	0.191192	0.19098	0.189068	0.203438	0.193529	0.203436	0.196822	0.176644
