Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
5500	-1545.85	-1568.99	23.1486	0.214414	0.21441	0.224577	0.261843	0.263407	0.270113	0.277715	0.275796	0.261963	0.268104	0.299121
5510	-1546.44	-1568.37	21.9295	0.204646	0.215379	0.231216	0.257862	0.258366	0.270253	0.275762	0.271213	0.292487	0.280451	0.266587
5520	-1547.58	-1569.86	22.28	0.247488	0.248502	0.274543	0.255985	0.264437	0.240284	0.258851	0.278551	0.263319	0.291333	0.298174
5530	-1550.18	-1572.57	22.3915	0.283507	0.255473	0.28521	0.276767	0.296387	0.28819	0.334014	0.349071	0.344217	0.366844	0.357384
5540	-1553.71	-1572.16	18.4444	0.16461	0.152086	0.161133	0.169938	0.185776	0.176242	0.169263	0.190188	0.19382	0.188045	0.200249
5550	-1544.46	-1569.75	25.2814	0.19682	0.206567	0.214747	0.22384	0.233695	0.222881	0.242393	0.23943	0.236263	0.25273	0.274804
5560	-1544.44	-1573.29	28.8503	0.116677	0.115839	0.121281	0.126981	0.125089	0.127725	0.13381	0.134046	0.139432	0.13789	0.134772
5570	-1543.01	-1567.56	24.5523	0.14419	0.145129	0.161506	0.167404	0.182255	0.194341	0.191105	0.196999	0.203216	0.199677	0.184869
5580	-1546.37	-1569.45	23.072	0.154435	0.15946	0.164051	0.172965	0.194869	0.190551	0.206957	0.194816	0.198255	0.189834	0.190034
5590	-1545.53	-1568.74	23.2056	0.211244	0.217188	0.240758	0.235542	0.233761	0.244101	0.236018	0.223228	0.234262	0.250133	0.248905
5600	-1547.7	-1568.09	20.3883	0.15259	0.154657	0.161753	0.163814	0.165334	0.180685	0.167253	0.150488	0.154272	0.137101	0.133695
5610	-1548.04	-1574.14	26.0916	0.199003	0.193658	0.205443	0.224593	0.227496	0.221096	0.222634	0.228465	0.216973	0.209954	0.22567
5620	-1550.1	-1568.59	18.4878	0.156239	0.17239	0.19984	0.204021	0.208639	0.211095	0.188649	0.188554	0.20219	0.195168	0.210502
5630	-1551.71	-1572.98	21.2763	0.312581	0.318053	0.290391	0.289273	0.293894	0.323429	0.334056	0.344245	0.379056	0.393683	0.363332
5640	-1550.46	-1571.67	21.2101	0.251032	0.259992	0.233461	0.254117	0.27843	0.276446	0.273655	0.275667	0.299117	0.329146	0.325308
5650	-1552.02	-1571.38	19.3586	0.220867	0.231231	0.233983	0.242751	0.276711	0.289745	0.27226	0.300219	0.316666	0.334525	0.28706
5660	-1553.79	-1572.73	18.9319	0.254355	0.282021	0.327071	0.364442	0.371495	0.377263	0.375824	0.35325	0.346191	0.371489	0.371742
5670	-1547.12	-1571.01	23.8903	0.22369	0.244891	0.283624	0.285007	0.279417	0.287916	0.303563	0.298581	0.296434	0.278126	0.285123
5680	-1547.39	-1571.98	24.5921	0.242501	0.238831	0.250393	0.270562	0.266873	0.278061	0.264741	0.262863	0.253027	0.235505	0.244426
5690	-1551.59	-1572.18	20.5956	0.217573	0.233595	0.241754	0.270702	0.259413	0.27498	0.271467	0.273317	0.283851	0.258047	0.256101
5700	-1544.64	-1570.02	25.3813	0.184258	0.186142	0.17971	0.191771	0.201192	0.203771	0.206929	0.212883	0.220922	0.204063	0.192517
5710	-1542.77	-1569.16	26.3902	0.171397	0.18184	0.191844	0.19243	0.197234	0.184977	0.188863	0.199614	0.189892	0.19823	0.20157
5720	-1552.13	-1569.16	17.0295	0.181054	0.202223	0.215781	0.23595	0.209018	0.200628	0.209947	0.23399	0.230369	0.230245	0.2337
5730	-1544.04	-1567.87	23.832	0.174114	0.166133	0.172606	0.187795	0.192103	0.192419	0.18861	0.174677	0.180108	0.195631	0.19516
5740	-1543.21	-1569.43	26.2146	0.1686	0.167327	0.164111	0.167214	0.182723	0.187529	0.20418	0.206885	0.194026	0.177402	0.178024
5750	-1549.2	-1572.29	23.0973	0.10491	0.110999	0.113123	0.119096	0.12239	0.131031	0.129888	0.134663	0.13545	0.139637	0.146271
5760	-1547.1	-1570.31	23.2115	0.16332	0.164689	0.165165	0.157919	0.169783	0.183332	0.175777	0.174479	0.188595	0.207678	0.211934
5770	-1550.09	-1568.34	18.2473	0.158181	0.157931	0.162082	0.166132	0.181206	0.186368	0.201133	0.189097	0.200155	0.207144	0.21737
5780	-1550.83	-1569.16	18.3251	0.176704	0.191757	0.209243	0.218572	0.219811	0.217735	0.21491	0.217518	0.226317	0.217363	0.226809
5790	-1544.35	-1569.84	25.4809	0.0869694	0.0975629	0.0944299	0.0926331	0.0995001	0.098048	0.0968661	0.0959491	0.0952549	0.0941943	0.091276
5800	-1549.69	-1570.33	20.639	0.148549	0.151478	0.165066	0.168882	0.183333	0.171362	0.157322	0.143312	0.148438	0.15465	0.164038
5810	-1551.23	-1568.69	17.4665	0.154721	0.161146	0.183693	0.182901	0.167138	0.167493	0.161916	0.15241	0.135589	0.140355	0.134384
5820	-1552.28	-1568.41	16.1309	0.16777	0.179255	0.186127	0.183404	0.196054	0.187522	0.189601	0.195788	0.180892	0.155776	0.144195
5830	-1554.17	-1568.39	14.2165	0.161844	0.165187	0.169694	0.178519	0.196309	0.179489	0.178834	0.162437	0.152551	0.154347	0.156273
5840	-1550.35	-1568.71	18.3667	0.194561	0.221622	0.217788	0.222628	0.214035	0.19355	0.204812	0.221279	0.208672	0.205029	0.211171
5850	-1544.91	-1569.16	24.252	0.177432	0.170371	0.17778	0.174742	0.161935	0.167466	0.164758	0.179109	0.17666	0.180702	0.192862
5860	-1549.67	-1566.93	17.2676	0.117127	0.136477	0.14957	0.151638	0.15319	0.164872	0.165327	0.162011	0.15759	0.160809	0.16885
5870	-1552.16	-1571.72	19.5536	0.223301	0.224036	0.224301	0.241921	0.255318	0.279776	0.238723	0.231483	0.24838	0.24982	0.285668
5880	-1545.64	-1571.42	25.7778	0.185042	0.191052	0.199454	0.213254	0.202508	0.210935	0.221876	0.219965	0.205044	0.188448	0.192872
5890	-1546.01	-1567.79	21.7782	0.198991	0.219976	0.230254	0.255125	0.261037	0.25868	0.250545	0.243789	0.224918	0.214876	0.228996
5900	-1552.31	-1569.8	17.4983	0.193669	0.18474	0.193821	0.194554	0.173262	0.180608	0.194799	0.185302	0.157698	0.161162	0.168215
5910	-1554.35	-1572.35	18.0024	0.166634	0.165066	0.164646	0.163928	0.160774	0.14701	0.14543	0.153155	0.173275	0.186845	0.167573
5920	-1545.92	-1569.25	23.3305	0.194035	0.21064	0.206606	0.225754	0.21505	0.217017	0.220675	0.244214	0.274521	0.244322	0.24447
5930	-1544.79	-1569.95	25.1661	0.218724	0.217554	0.235587	0.245398	0.246181	0.252037	0.26225	0.2677	0.271363	0.280382	0.300517
5940	-1546.83	-1568.82	21.9877	0.216043	0.2332	0.237607	0.2545	0.292096	0.294119	0.311362	0.284915	0.273771	0.274549	0.288239
5950	-1549.27	-1568.35	19.0818	0.157024	0.149265	0.177392	0.189889	0.214486	0.227646	0.250004	0.247242	0.255921	0.268154	0.279174
5960	-1543.3	-1569.08	25.7823	0.124174	0.135926	0.138811	0.138442	0.143095	0.145343	0.155103	0.15091	0.150245	0.157181	0.154931
5970	-1545.47	-1569.4	23.9309	0.16333	0.162715	0.160397	0.164247	0.168309	0.163786	0.175354	0.192028	0.186636	0.202578	0.198486
5980	-1545.59	-1567.05	21.4581	0.142111	0.160401	0.147062	0.154543	0.162473	0.168666	0.168015	0.167765	0.175352	0.18744	0.185594
5990	-1543.12	-1570.01	26.8923	0.167458	0.182172	0.183562	0.183543	0.18861	0.186986	0.190218	0.192259	0.205374	0.195438	0.184499
6000	-1546.99	-1572.46	25.4678	0.152114	0.146146	0.150983	0.163399	0.184687	0.190451	0.195442	0.204074	0.22455	0.225226	0.21898
6010	-1545.46	-1569.24	23.7815	0.187976	0.198528	0.198017	0.215311	0.209081	0.209659	0.227488	0.22566	0.217803	0.240586	0.2486
6020	-1550.84	-1570.87	20.0297	0.206186	0.19258	0.195979	0.203889	0.22281	0.228692	0.243256	0.23061	0.231439	0.236769	0.247472
6030	-1551.81	-1568.74	16.926	0.150716	0.160753	0.161595	0.161852	0.162836	0.15223	0.157404	0.172033	0.185819	0.178811	0.194243
6040	-1549.08	-1568.53	19.4405	0.162099	0.159093	0.151459	0.151622	0.159229	0.170134	0.167655	0.175668	0.200835	0.209339	0.222581
6050	-1552.48	-1568.98	16.5041	0.119888	0.114827	0.10636	0.11593	0.12679	0.136064	0.13498	0.143463	0.158723	0.149861	0.145858
6060	-1549.36	-1568.79	19.4261	0.103197	0.109913	0.110415	0.117448	0.118021	0.123806	0.116639	0.127697	0.127753	0.123271	0.139589
6070	-1550.7	-1568.1	17.4041	0.123255	0.125517	0.128339	0.14167	0.140177	0.149189	0.162493	0.166454	0.161372	0.15546	0.158065
6080	-1549.5	-1568.62	19.1176	0.117513	0.133804	0.132017	0.150926	0.154705	0.14783	0.16935	0.167548	0.16661	0.168515	0.183275
6090	-1545.65	-1567.66	22.0142	0.171283	0.185858	0.173951	0.198067	0.207044	0.216171	0.217228	0.242177	0.250949	0.261858	0.279833
6100	-1544.4	-1567.05	22.6488	0.115444	0.118092	0.116747	0.119983	0.125275	0.125266	0.141364	0.14319	0.14274	0.133668	0.142477
6110	-1546.46	-1569.9	23.4358	0.13889	0.145715	0.167756	0.156171	0.154149	0.154177	0.169354	0.166328	0.164422	0.175715	0.176356
6120	-1550.57	-1571.92	21.3506	0.167922	0.182979	0.189788	0.194243	0.213094	0.217607	0.227657	0.210528	0.204192	0.1938	0.193323
6130	-1553.01	-1571.82	18.8126	0.268456	0.254676	0.256843	0.288697	0.280751	0.303973	0.31498	0.287601	0.273163	0.288119	0.292725
6140	-1543.02	-1569.31	26.2968	0.200329	0.197554	0.197133	0.210762	0.211367	0.206389	0.209937	0.229034	0.219897	0.22601	0.212382
6150	-1550.94	-1567.93	16.991	0.157023	0.159022	0.182269	0.189626	0.214736	0.22879	0.201601	0.202128	0.190162	0.183174	0.20446
6160	-1552.68	-1568.42	15.7406	0.192885	0.204694	0.213857	0.196398	0.227133	0.230663	0.23255	0.218412	0.221804	0.206232	0.198024
6170	-1552.04	-1571.64	19.6004	0.281823	0.299973	0.317377	0.280926	0.267647	0.278941	0.290447	0.288836	0.308457	0.331479	0.339737
6180	-1544.16	-1569.17	25.0116	0.212692	0.215954	0.211942	0.210578	0.225993	0.233721	0.2284	0.252188	0.240324	0.243266	0.245324
6190	-1544.1	-1570.77	26.6727	0.193614	0.194634	0.203699	0.198801	0.201318	0.197468	0.210031	0.227901	0.230226	0.236444	0.261371
6200	-1553.04	-1569.95	16.9148	0.178964	0.162702	0.17652	0.188635	0.196096	0.209354	0.201383	0.221737	0.244796	0.222422	0.237017
6210	-1541.71	-1568.65	26.9372	0.168679	0.175504	0.183454	0.197317	0.208701	0.206881	0.221089	0.222568	0.221069	0.222515	0.228556
6220	-1547.2	-1569.97	22.7704	0.201778	0.204814	0.196006	0.192285	0.185871	0.199484	0.193821	0.195442	0.207771	0.201955	0.208723
6230	-1545.08	-1567.98	22.8985	0.141931	0.140929	0.150142	0.161389	0.158283	0.16578	0.16214	0.181213	0.188738	0.183284	0.181678
6240	-1546.29	-1566.9	20.6037	0.154164	0.166194	0.188796	0.194031	0.202869	0.195627	0.188153	0.168873	0.173604	0.168284	0.176375
6250	-1545	-1568.53	23.5303	0.148112	0.151315	0.144711	0.161135	0.164249	0.169412	0.174388	0.174927	0.165725	0.171934	0.177086
6260	-1553.55	-1571.34	17.786	0.270544	0.250847	0.26051	0.283125	0.298302	0.287221	0.32932	0.274929	0.278815	0.26802	0.281175
6270	-1543.87	-1571.31	27.4336	0.193854	0.20501	0.210936	0.199346	0.203855	0.208142	0.200766	0.215707	0.221573	0.212225	0.215926
6280	-1547.97	-1568.79	20.8168	0.181446	0.219628	0.2092	0.224627	0.220535	0.231947	0.240932	0.230338	0.23696	0.240076	0.239704
6290	-1545.68	-1570.89	25.2125	0.200741	0.210244	0.205458	0.200521	0.216214	0.217351	0.225707	0.22359	0.226912	0.235147	0.269219
6300	-1546.33	-1568.85	22.5232	0.14855	0.174001	0.192583	0.184772	0.188431	0.194493	0.182556	0.190367	0.199269	0.205335	0.209555
6310	-1547.72	-1567.56	19.8415	0.164738	0.186461	0.205646	0.216178	0.197535	0.205738	0.220776	0.213085	0.215886	0.240783	0.243548
6320	-1542.03	-1568.84	26.8078	0.15756	0.153145	0.172916	0.180337	0.175777	0.181448	0.184134	0.192617	0.197782	0.19949	0.198662
6330	-1548.34	-1568.68	20.339	0.203463	0.22746	0.261235	0.260308	0.275302	0.285798	0.284435	0.314403	0.312163	0.301391	0.285587
6340	-1551.13	-1568.74	17.6118	0.198366	0.206983	0.227275	0.257188	0.270787	0.272495	0.262575	0.268614	0.302425	0.279616	0.269135
6350	-1546.97	-1568.39	21.4154	0.181588	0.190787	0.185716	0.198695	0.210161	0.219644	0.220095	0.234907	0.221608	0.238804	0.243902
6360	-1552.48	-1571.32	18.8367	0.104646	0.115845	0.126299	0.117907	0.123368	0.128693	0.122739	0.109719	0.11968	0.120671	0.1145
6370	-1552.12	-1572.05	19.9374	0.0666438	0.0693734	0.0711316	0.0756007	0.0771816	0.0891238	0.080646	0.0795798	0.0843411	0.0850575	0.0823088
6380	-1548.69	-1569.78	21.0836	0.131026	0.138268	0.142729	0.148366	0.141395	0.156263	0.140124	0.145487	0.143939	0.150423	0.15958
6390	-1547.18	-1569.22	22.0386	0.170595	0.163049	0.19469	0.190565	0.189723	0.197562	0.202426	0.191897	0.203985	0.216561	0.221331
6400	-1547.42	-1567.7	20.2713	0.14012	0.145019	0.151982	0.160148	0.170491	0.185224	0.191631	0.197575	0.201644	0.21771	0.234125
6410	-1549.18	-1567.79	18.6117	0.13376	0.13462	0.146322	0.146721	0.170449	0.164203	0.174567	0.182792	0.17359	0.165718	0.176482
6420	-1547.34	-1568.78	21.4422	0.152075	0.148262	0.153228	0.150687	0.171024	0.168887	0.167949	0.184892	0.181208	0.166929	0.169685
6430	-1542.58	-1568.56	25.9773	0.158589	0.151907	0.153187	0.161296	0.170721	0.163202	0.162705	0.162007	0.167341	0.169418	0.166955
6440	-1559.03	-1569.64	10.6063	0.086616	0.0888682	0.0940478	0.106286	0.100578	0.100432	0.114342	0.0960434	0.085319	0.0940326	0.110153
6450	-1545.76	-1569.05	23.2871	0.174222	0.187303	0.185277	0.185888	0.187437	0.204559	0.208648	0.215376	0.198133	0.220465	0.225851
6460	-1554.24	-1571.6	17.3585	0.144089	0.128278	0.13037	0.13094	0.136416	0.124698	0.127951	0.13902	0.159315	0.150258	0.14262
6470	-1542.5	-1568.29	25.7981	0.161873	0.155412	0.163351	0.159385	0.167134	0.163752	0.169792	0.16759	0.170325	0.172817	0.167113
6480	-1546.95	-1567.34	20.3986	0.123344	0.132078	0.133013	0.127597	0.124922	0.132872	0.124512	0.120171	0.119007	0.126057	0.122944
6490	-1544.86	-1569.18	24.3126	0.146463	0.154924	0.17471	0.163443	0.152055	0.14444	0.147914	0.148996	0.142566	0.139143	0.14486
6500	-1544.65	-1569.65	24.9961	0.235342	0.246836	0.261329	0.262296	0.262145	0.23953	0.24529	0.248168	0.235781	0.234307	0.241977
6510	-1546.88	-1568.64	21.7593	0.185778	0.183118	0.183866	0.202467	0.224079	0.216637	0.218748	0.208038	0.200821	0.192401	0.206423
6520	-1547.93	-1570.73	22.7996	0.208477	0.217446	0.23355	0.215015	0.213154	0.215474	0.194359	0.200768	0.192395	0.187699	0.182245
6530	-1549.79	-1569.09	19.3076	0.154445	0.163763	0.162335	0.178663	0.187421	0.191335	0.166312	0.159587	0.146071	0.139564	0.140234
6540	-1548.91	-1572.73	23.8177	0.15771	0.155053	0.147894	0.157041	0.167025	0.158173	0.146098	0.135988	0.138268	0.12425	0.126118
6550	-1545.43	-1569.36	23.9301	0.207522	0.210969	0.218219	0.216595	0.231302	0.228857	0.20543	0.177838	0.168896	0.172646	0.171109
6560	-1547.68	-1569.96	22.2841	0.214258	0.193956	0.191228	0.212105	0.220797	0.243312	0.219955	0.216518	0.199759	0.197279	0.188497
6570	-1546.59	-1570.16	23.5695	0.259713	0.26658	0.297246	0.300062	0.304478	0.286051	0.275307	0.274093	0.279857	0.285824	0.277472
6580	-1558.17	-1570.07	11.9008	0.167658	0.206715	0.220403	0.213514	0.222263	0.199901	0.214514	0.220265	0.210527	0.216954	0.215891
6590	-1544.57	-1568.2	23.6273	0.151592	0.153829	0.168589	0.171128	0.168831	0.170476	0.172871	0.171716	0.158492	0.154745	0.163738
6600	-1548.46	-1569.51	21.0571	0.185584	0.178591	0.186117	0.18924	0.182771	0.169152	0.173087	0.18567	0.191772	0.195173	0.223557
6610	-1548.87	-1574.4	25.5281	0.0819288	0.0881245	0.0905219	0.0916349	0.0920034	0.0971437	0.104076	0.0984623	0.101878	0.107312	0.101415
6620	-1545.52	-1568.41	22.8931	0.19883	0.21452	0.250418	0.245323	0.249166	0.258913	0.246005	0.247604	0.239778	0.241339	0.224271
6630	-1549.14	-1572.09	22.9454	0.289356	0.3156	0.331765	0.333757	0.344186	0.342005	0.335245	0.339525	0.379368	0.36363	0.410948
6640	-1550.6	-1570.58	19.977	0.235281	0.269514	0.283677	0.281414	0.297902	0.296281	0.341621	0.332684	0.353071	0.384786	0.350553
6650	-1545.13	-1569.63	24.4973	0.197776	0.197395	0.204786	0.213947	0.244649	0.250392	0.269682	0.258022	0.271396	0.282589	0.273577
6660	-1547.89	-1568.76	20.8685	0.143326	0.14562	0.133542	0.13468	0.144478	0.145633	0.147652	0.13596	0.129003	0.141105	0.146393
6670	-1543.78	-1567.42	23.6365	0.185133	0.197597	0.208041	0.214479	0.218108	0.226635	0.199652	0.18976	0.177284	0.183738	0.188263
6680	-1548.51	-1569.41	20.9004	0.0989606	0.110343	0.122644	0.118206	0.126637	0.134121	0.122166	0.124225	0.111354	0.111	0.108498
6690	-1553.27	-1571.29	18.0209	0.129041	0.123097	0.123748	0.11779	0.1203	0.123189	0.133137	0.128141	0.140501	0.149888	0.133273
6700	-1546.63	-1566.85	20.2145	0.111288	0.119129	0.126936	0.118267	0.119436	0.112964	0.113471	0.11351	0.10748	0.113483	0.119739
6710	-1544.04	-1568.63	24.5849	0.154395	0.166703	0.168423	0.170984	0.155301	0.147066	0.138445	0.145269	0.14245	0.139638	0.139541
6720	-1543.38	-1568.53	25.143	0.197868	0.209958	0.215626	0.21309	0.218115	0.23764	0.214787	0.201006	0.205898	0.19865	0.211199
6730	-1557.19	-1568.42	11.2287	0.150302	0.17335	0.182621	0.21286	0.204098	0.211422	0.191769	0.231858	0.21244	0.21425	0.227313
6740	-1549.49	-1569.83	20.3392	0.0934673	0.104713	0.103169	0.114386	0.124518	0.119922	0.121695	0.114998	0.114078	0.105159	0.103638
6750	-1549.89	-1574.63	24.7381	0.311287	0.312427	0.304414	0.314638	0.299253	0.295308	0.304788	0.293793	0.306645	0.290241	0.287317
6760	-1547.27	-1568.02	20.7552	0.185019	0.1965	0.185163	0.185943	0.178091	0.161626	0.163605	0.168034	0.177195	0.172902	0.160788
6770	-1545.13	-1568.79	23.6579	0.173947	0.16846	0.166976	0.160045	0.168718	0.172099	0.170786	0.15961	0.154245	0.160365	0.168895
6780	-1550.28	-1567.75	17.4746	0.0938834	0.111595	0.125331	0.124043	0.118965	0.112655	0.0994158	0.0982445	0.092979	0.0931647	0.0947657
6790	-1547.85	-1567.39	19.5409	0.136024	0.154622	0.158761	0.146397	0.148904	0.140469	0.135467	0.140008	0.13876	0.134326	0.138641
6800	-1544.22	-1569.55	25.3284	0.183389	0.201403	0.202187	0.191699	0.189153	0.185098	0.184372	0.183442	0.177864	0.169856	0.165504
6810	-1542.02	-1569.46	27.4391	0.170751	0.176977	0.177114	0.179327	0.173268	0.17687	0.168986	0.162022	0.155699	0.160168	0.158883
6820	-1549.37	-1568.98	19.6057	0.176004	0.190674	0.191046	0.176882	0.164258	0.15962	0.14535	0.143435	0.131982	0.12321	0.128479
6830	-1553.14	-1567.93	14.789	0.124153	0.123806	0.116356	0.124167	0.134822	0.142906	0.145528	0.122234	0.124717	0.139739	0.127269
6840	-1544.48	-1567.91	23.4314	0.183168	0.201349	0.216598	0.22735	0.228646	0.203102	0.204125	0.223324	0.228505	0.222607	0.218329
6850	-1543.29	-1569.18	25.8938	0.176565	0.178533	0.167705	0.179727	0.186838	0.179329	0.179203	0.179571	0.174512	0.185712	0.186059
6860	-1545.02	-1568.48	23.4619	0.196853	0.198193	0.225265	0.233849	0.225008	0.249332	0.253731	0.248516	0.256267	0.242217	0.252393
6870	-1546.81	-1568.6	21.7886	0.152969	0.157246	0.161688	0.158459	0.158136	0.154852	0.154483	0.1651	0.180115	0.188964	0.199147
6880	-1546.04	-1568.36	22.3211	0.185072	0.184633	0.186581	0.180025	0.1867	0.196629	0.191853	0.222104	0.228988	0.240739	0.234229
6890	-1545.51	-1569.76	24.2463	0.122036	0.128115	0.127924	0.120189	0.123383	0.129253	0.132436	0.138914	0.138286	0.141639	0.135976
6900	-1544.36	-1571.82	27.4598	0.112413	0.109301	0.111775	0.121037	0.119427	0.116067	0.119879	0.12243	0.125502	0.133382	0.134258
6910	-1547.94	-1570.89	22.9483	0.205852	0.194183	0.206762	0.204443	0.208963	0.2048	0.197846	0.22311	0.250058	0.239474	0.230316
6920	-1557.4	-1569.72	12.3271	0.103799	0.105903	0.112033	0.118664	0.11671	0.127208	0.122942	0.112678	0.113004	0.11715	0.121739
6930	-1544.91	-1567.86	22.9443	0.12772	0.130291	0.14022	0.153802	0.14725	0.143651	0.141465	0.1359	0.144462	0.151536	0.160674
6940	-1551.9	-1571.71	19.8129	0.137096	0.141589	0.145449	0.144956	0.139734	0.144193	0.134242	0.14641	0.141303	0.138885	0.155547
6950	-1546.63	-1572.42	25.7927	0.247738	0.243716	0.234223	0.228118	0.252445	0.236591	0.230939	0.238423	0.220949	0.236912	0.241192
6960	-1546.42	-1568.48	22.0647	0.210891	0.223608	0.242824	0.239315	0.251735	0.242491	0.235152	0.213258	0.226568	0.238711	0.262552
6970	-1552.11	-1571.02	18.9082	0.249157	0.25719	0.266147	0.290703	0.259908	0.253766	0.261488	0.253088	0.274376	0.236541	0.260059
6980	-1545.63	-1568.63	23.0041	0.175734	0.18779	0.197041	0.192768	0.186799	0.179111	0.168561	0.156676	0.155716	0.151435	0.15396
6990	-1551.16	-1568.6	17.4333	0.196913	0.221133	0.212525	0.221498	0.248317	0.273508	0.243783	0.241494	0.218325	0.216179	0.248015
7000	-1549.95	-1569.62	19.6705	0.255494	0.270822	0.271954	0.32294	0.357848	0.361825	0.371295	0.362142	0.340731	0.371435	0.402317
7010	-1544.06	-1570.89	26.8239	0.226468	0.220691	0.222104	0.236755	0.239015	0.241345	0.245304	0.243022	0.252705	0.259455	0.25538
7020	-1544.64	-1570.83	26.1937	0.174734	0.179414	0.192188	0.200747	0.19951	0.213353	0.232712	0.227611	0.233888	0.236425	0.225219
7030	-1545.4	-1568.59	23.1981	0.190717	0.200449	0.207789	0.21975	0.242764	0.260904	0.252838	0.236176	0.259459	0.245723	0.229826
7040	-1548.83	-1571.83	23.0016	0.207554	0.194894	0.192157	0.199548	0.1842	0.189871	0.192646	0.186707	0.177895	0.177084	0.159933
7050	-1547.87	-1568.48	20.6083	0.189328	0.197702	0.190311	0.188764	0.203545	0.225129	0.210538	0.214182	0.206122	0.202538	0.194394
7060	-1545.95	-1568.64	22.6861	0.157082	0.155737	0.161326	0.175953	0.164954	0.156292	0.155885	0.153448	0.165468	0.157036	0.146666
7070	-1544.73	-1569.49	24.7592	0.225801	0.220283	0.220544	0.228994	0.221471	0.210507	0.220653	0.218215	0.23023	0.230592	0.255438
7080	-1545.14	-1568.67	23.5337	0.186975	0.189677	0.189468	0.188183	0.195609	0.206785	0.203721	0.209361	0.233639	0.238068	0.218003
7090	-1548.54	-1569.72	21.1769	0.184814	0.172323	0.17953	0.1715	0.187713	0.1902	0.211369	0.22538	0.217062	0.215919	0.221804
7100	-1550.3	-1569.19	18.89	0.108487	0.123133	0.119689	0.120061	0.12386	0.106464	0.108375	0.0962516	0.098287	0.0975567	0.105602
7110	-1545.68	-1567.88	22.1994	0.155355	0.158564	0.174961	0.159674	0.155864	0.161831	0.159561	0.172189	0.154877	0.153803	0.150486
7120	-1550.19	-1569.09	18.9076	0.137536	0.142916	0.157894	0.169952	0.158036	0.142916	0.133077	0.133973	0.139809	0.145242	0.160428
7130	-1542.67	-1568.41	25.7388	0.123002	0.131343	0.146016	0.150393	0.154755	0.157381	0.1584	0.163458	0.167099	0.174818	0.167012
7140	-1542.32	-1569.35	27.0295	0.198245	0.198046	0.209452	0.198937	0.205293	0.212775	0.22559	0.23316	0.23835	0.221688	0.224436
7150	-1547.15	-1569.03	21.8809	0.0967194	0.0890778	0.0903587	0.102366	0.111817	0.114251	0.11116	0.102625	0.105155	0.103758	0.104191
7160	-1546.32	-1566.73	20.4099	0.142443	0.152817	0.16711	0.1831	0.180763	0.172253	0.162344	0.160523	0.162207	0.140169	0.132277
7170	-1545.69	-1568.22	22.5366	0.136506	0.135194	0.15702	0.143944	0.147921	0.141821	0.138657	0.13283	0.137506	0.13741	0.134638
7180	-1550.99	-1569.35	18.3574	0.215266	0.22682	0.217737	0.251553	0.235609	0.268459	0.243391	0.249723	0.271602	0.265028	0.252364
7190	-1556.15	-1572.51	16.3672	0.150481	0.165573	0.179681	0.172251	0.161292	0.180057	0.165276	0.157551	0.146189	0.157753	0.141579
7200	-1544.07	-1569.04	24.967	0.171871	0.184526	0.20124	0.201475	0.201654	0.206698	0.209625	0.182939	0.194318	0.192123	0.196771
7210	-1550.79	-1570.66	19.8699	0.213933	0.21467	0.259461	0.264571	0.245111	0.241898	0.217453	0.220245	0.218898	0.227677	0.232045
7220	-1549.91	-1574.55	24.6428	0.0887652	0.0933931	0.0971951	0.0934892	0.0961705	0.0986116	0.099962	0.0962678	0.0863126	0.0882141	0.0873082
7230	-1550.57	-1569.82	19.248	0.216326	0.232038	0.207716	0.218517	0.247357	0.264558	0.285796	0.278649	0.31544	0.314089	0.317444
7240	-1548.53	-1569.08	20.5547	0.193821	0.197825	0.216561	0.216423	0.242844	0.247592	0.263957	0.281787	0.262985	0.258467	0.276519
7250	-1551.12	-1571.39	20.2759	0.106007	0.111226	0.125415	0.124584	0.129981	0.123137	0.127147	0.147593	0.139842	0.138581	0.143311
7260	-1550.67	-1567.25	16.5785	0.13119	0.143619	0.141427	0.142378	0.126496	0.138956	0.131281	0.1347	0.144636	0.135979	0.132103
7270	-1549.89	-1568.3	18.4081	0.141092	0.150792	0.153519	0.160171	0.138538	0.149134	0.158094	0.15903	0.157826	0.166053	0.151953
7280	-1542.74	-1569.93	27.1904	0.185823	0.191791	0.198052	0.195261	0.199618	0.20349	0.201433	0.210374	0.212914	0.196781	0.183708
7290	-1548.72	-1569.28	20.5603	0.116352	0.115522	0.133578	0.126897	0.127575	0.133844	0.130581	0.12405	0.118155	0.134099	0.126199
7300	-1545.6	-1568.13	22.5317	0.186627	0.194267	0.202489	0.214961	0.195426	0.206043	0.205395	0.221452	0.210665	0.202287	0.183386
7310	-1547.93	-1570.97	23.0416	0.129346	0.141811	0.146077	0.136732	0.133073	0.13065	0.152037	0.141493	0.154303	0.157949	0.147807
7320	-1546.93	-1568.1	21.1626	0.141294	0.144495	0.153251	0.144652	0.160098	0.169035	0.160713	0.156619	0.166609	0.173017	0.174872
7330	-1544.1	-1569.18	25.0811	0.181022	0.189792	0.189851	0.186308	0.181078	0.204324	0.195822	0.185883	0.182051	0.180243	0.190759
