Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	extinction[41]	extinction[42]	extinction[43]	extinction[44]	extinction[45]	extinction[46]	extinction[47]	extinction[48]	extinction[49]	extinction[50]	extinction[51]
4270	-1257.14	-1569.72	312.575	0.16273	0.165385	0.165221	0.165855	0.167098	0.168076	0.170658	0.170006	0.171162	0.171687	0.172629	0.172356	0.172946	0.171618	0.171959	0.171323	0.171763	0.171986	0.171759	0.177902	0.186679	0.197736	0.212724	0.22096	0.229748	0.243402	0.253996	0.268648	0.285098	0.299811	0.309413	0.317534	0.326231	0.33038	0.331207	0.329741	0.322711	0.315119	0.314762	0.307635	0.308317	0.307325	0.302098	0.302921	0.305081	0.311148	0.31405	0.316874	0.312824	0.313322	0.313491
4280	-1278.77	-1568.23	289.458	0.168589	0.172027	0.175117	0.173865	0.17504	0.176366	0.178611	0.179148	0.182446	0.185334	0.185259	0.185154	0.182971	0.182315	0.1822	0.179175	0.180177	0.182574	0.184928	0.194308	0.20355	0.219352	0.243042	0.262553	0.276231	0.293707	0.317551	0.338161	0.361969	0.392761	0.417625	0.430577	0.441111	0.45436	0.460825	0.454516	0.439478	0.426402	0.41748	0.408219	0.414695	0.401863	0.405943	0.401331	0.40491	0.414201	0.420385	0.41377	0.430611	0.423888	0.414404
4290	-1296.75	-1568.3	271.551	0.15104	0.153044	0.157206	0.157261	0.158313	0.156995	0.159163	0.160183	0.162803	0.161349	0.162788	0.163587	0.166077	0.161948	0.157907	0.161468	0.16559	0.167784	0.169542	0.173325	0.186417	0.200819	0.226465	0.246328	0.261207	0.282527	0.293614	0.312764	0.341803	0.368736	0.399458	0.417701	0.433111	0.450947	0.462606	0.451316	0.425637	0.415859	0.402521	0.396495	0.395983	0.397654	0.392279	0.396091	0.399511	0.40408	0.406445	0.404836	0.417949	0.413935	0.408992
4300	-1324.57	-1572	247.431	0.136545	0.142602	0.146163	0.145895	0.14669	0.143052	0.145458	0.149136	0.149811	0.1476	0.151169	0.152236	0.148163	0.151462	0.148966	0.15122	0.153468	0.154934	0.155295	0.162227	0.179617	0.199897	0.236813	0.267064	0.287577	0.307754	0.345759	0.365026	0.424709	0.457835	0.502336	0.533965	0.546786	0.591123	0.608635	0.593985	0.552151	0.523209	0.503021	0.487909	0.487487	0.485004	0.478216	0.49896	0.507053	0.49891	0.499868	0.501042	0.530521	0.52857	0.519307
4310	-1279.85	-1569.84	289.985	0.0983071	0.100427	0.102432	0.103373	0.0993636	0.102825	0.102872	0.102351	0.100327	0.100186	0.103189	0.103985	0.1062	0.104411	0.103496	0.103761	0.104243	0.10295	0.103698	0.113064	0.123594	0.136787	0.156184	0.173764	0.192184	0.212424	0.231017	0.246384	0.266611	0.303338	0.320558	0.333363	0.349242	0.365755	0.363244	0.359651	0.341659	0.327773	0.322976	0.313397	0.296815	0.299132	0.302938	0.301293	0.310362	0.315084	0.310757	0.319889	0.321623	0.315806	0.308813
4320	-1269.43	-1568.28	298.841	0.140548	0.141635	0.140155	0.142053	0.139889	0.144643	0.14236	0.139539	0.142425	0.14223	0.139698	0.142082	0.143079	0.144514	0.146551	0.147191	0.149883	0.14924	0.149087	0.153824	0.166115	0.176239	0.189425	0.200798	0.210775	0.23376	0.250141	0.262134	0.274963	0.296661	0.317258	0.327571	0.335549	0.34174	0.351177	0.346357	0.329049	0.313517	0.306996	0.304599	0.297906	0.301029	0.302285	0.304989	0.311554	0.303432	0.299737	0.31746	0.308679	0.303334	0.301204
4330	-1285.18	-1571.23	286.057	0.165844	0.160011	0.158306	0.159383	0.15973	0.162951	0.165919	0.166087	0.161673	0.161597	0.160563	0.158154	0.159697	0.161348	0.163123	0.167369	0.170306	0.170001	0.169695	0.175365	0.188089	0.202626	0.221709	0.241202	0.251691	0.275497	0.303803	0.317714	0.331305	0.357199	0.372877	0.380743	0.393905	0.416486	0.409736	0.414214	0.400206	0.385591	0.356339	0.355798	0.368647	0.374389	0.374997	0.378784	0.369981	0.374576	0.375954	0.373864	0.379804	0.377895	0.383854
4340	-1239.91	-1571.49	331.581	0.193341	0.191977	0.194036	0.194876	0.192816	0.19368	0.192638	0.192304	0.193323	0.19354	0.193092	0.190191	0.190445	0.193094	0.190374	0.192753	0.195648	0.195591	0.19857	0.198724	0.208301	0.219317	0.226359	0.237138	0.246858	0.256161	0.268405	0.27721	0.285606	0.296416	0.303284	0.304878	0.316446	0.320475	0.322104	0.312383	0.307891	0.30125	0.29604	0.298677	0.297794	0.299255	0.297697	0.2975	0.298461	0.300764	0.297769	0.298862	0.300173	0.29552	0.292572
4350	-1243.47	-1568.89	325.423	0.180006	0.180081	0.182086	0.185207	0.184564	0.183947	0.183525	0.181217	0.182633	0.181354	0.180633	0.183267	0.184521	0.182829	0.182722	0.185378	0.181536	0.180976	0.18504	0.187342	0.197836	0.209998	0.224581	0.235259	0.248038	0.255633	0.268793	0.282094	0.296878	0.30783	0.315862	0.319933	0.320453	0.326512	0.328037	0.326438	0.323346	0.315141	0.311972	0.304756	0.302906	0.303252	0.306842	0.3035	0.305696	0.30526	0.304213	0.30717	0.308203	0.31401	0.311934
4360	-1190.84	-1570	379.162	0.218302	0.219357	0.218895	0.219289	0.222391	0.221948	0.222636	0.221971	0.220839	0.221274	0.218254	0.220902	0.220298	0.220606	0.220853	0.22158	0.221752	0.221292	0.223869	0.22626	0.230234	0.240627	0.248275	0.254983	0.263242	0.270904	0.276232	0.281956	0.28939	0.298983	0.303573	0.303132	0.305239	0.307643	0.308005	0.304666	0.306313	0.301209	0.296939	0.296918	0.294439	0.292481	0.29076	0.290437	0.292763	0.289679	0.291113	0.293949	0.298384	0.303146	0.299819
4370	-1200.48	-1569.81	369.332	0.187041	0.189493	0.190475	0.190499	0.190779	0.191686	0.19219	0.190476	0.188947	0.188339	0.189274	0.187724	0.187865	0.185932	0.186484	0.188307	0.190043	0.188084	0.189212	0.194033	0.202586	0.211661	0.217694	0.227798	0.238069	0.246103	0.254385	0.258559	0.266439	0.275664	0.281891	0.283449	0.287556	0.287177	0.290174	0.282463	0.278582	0.279229	0.274437	0.275417	0.27227	0.270039	0.267709	0.268327	0.271756	0.270344	0.2685	0.271443	0.274109	0.272324	0.276105
4380	-1242.26	-1569.3	327.043	0.164871	0.164759	0.164122	0.16072	0.162081	0.164149	0.162656	0.161945	0.164306	0.158438	0.158822	0.160824	0.160099	0.159073	0.158255	0.161223	0.16259	0.163249	0.160809	0.164874	0.176943	0.185508	0.198149	0.207281	0.220248	0.228409	0.239237	0.249493	0.262317	0.274993	0.28449	0.286198	0.289958	0.294471	0.293989	0.285911	0.277142	0.269037	0.262205	0.260322	0.258752	0.261921	0.262047	0.26383	0.266029	0.264311	0.269024	0.272426	0.276335	0.271023	0.26743
4390	-1185.56	-1569.26	383.697	0.160828	0.162942	0.161738	0.158796	0.159471	0.158299	0.158935	0.159689	0.160576	0.16071	0.162136	0.158796	0.158985	0.159116	0.158046	0.159008	0.160376	0.156476	0.160605	0.162493	0.170468	0.178625	0.185193	0.190703	0.197171	0.204815	0.215016	0.222717	0.230948	0.241052	0.245802	0.253752	0.256873	0.263782	0.262775	0.256344	0.24998	0.242442	0.239685	0.240573	0.238128	0.235081	0.236103	0.237141	0.238029	0.238342	0.240906	0.241633	0.242615	0.243612	0.240852
4400	-1191.04	-1570.19	379.155	0.184695	0.186695	0.188789	0.18718	0.187661	0.188117	0.188251	0.189312	0.188444	0.190231	0.190559	0.188581	0.192368	0.189182	0.189608	0.190043	0.190508	0.187616	0.187094	0.192113	0.202295	0.209881	0.222881	0.231225	0.23818	0.250624	0.261244	0.270942	0.280185	0.287733	0.298011	0.309535	0.314573	0.319317	0.316704	0.314138	0.310291	0.303983	0.302635	0.298921	0.290666	0.292774	0.293573	0.292365	0.296547	0.293295	0.289092	0.292072	0.294833	0.296939	0.293478
4410	-1214.17	-1571.08	356.916	0.160678	0.161046	0.161507	0.165898	0.165122	0.161722	0.162484	0.160175	0.159414	0.157116	0.159449	0.15992	0.161773	0.160811	0.161497	0.161797	0.162748	0.163391	0.164659	0.161591	0.166708	0.174045	0.180609	0.187108	0.192118	0.195827	0.201542	0.204727	0.211456	0.220913	0.227752	0.230506	0.235737	0.237662	0.240422	0.241091	0.232897	0.230339	0.22623	0.225152	0.220824	0.219964	0.219025	0.214769	0.216657	0.21847	0.220001	0.220474	0.222327	0.219069	0.215892
4420	-1270.32	-1569.62	299.306	0.145591	0.13951	0.136932	0.138576	0.133631	0.130536	0.133375	0.132431	0.130283	0.128714	0.129852	0.134914	0.134171	0.132539	0.131768	0.134222	0.133667	0.133795	0.133909	0.140466	0.150516	0.158787	0.165087	0.175649	0.178699	0.191212	0.19805	0.200982	0.217047	0.22636	0.237147	0.254372	0.264759	0.271729	0.277552	0.270878	0.264863	0.251298	0.252734	0.249421	0.243381	0.240625	0.237704	0.237887	0.230154	0.232859	0.233728	0.240649	0.240504	0.231723	0.22599
4430	-1275.42	-1570.46	295.033	0.210552	0.210266	0.208011	0.205376	0.203224	0.200019	0.195825	0.194849	0.195112	0.19624	0.197797	0.200918	0.192542	0.19331	0.19787	0.201058	0.199583	0.19706	0.208095	0.216928	0.232588	0.245779	0.269532	0.288345	0.301337	0.323072	0.335145	0.344526	0.364456	0.374798	0.398143	0.409726	0.439562	0.452796	0.47169	0.465543	0.45455	0.438755	0.424138	0.415116	0.419771	0.397331	0.389116	0.388782	0.386211	0.384428	0.383656	0.388654	0.393257	0.375471	0.374886
4440	-1234.11	-1569.82	335.713	0.115694	0.114218	0.112736	0.111609	0.113317	0.112961	0.10929	0.106976	0.110871	0.110247	0.108455	0.10922	0.109823	0.108862	0.109918	0.109486	0.110207	0.111912	0.117586	0.123562	0.132501	0.138393	0.146191	0.14892	0.162675	0.169478	0.176651	0.182035	0.194417	0.199969	0.212114	0.22143	0.225963	0.24032	0.246029	0.251829	0.243167	0.236208	0.224744	0.220282	0.21418	0.210773	0.208249	0.205039	0.205343	0.197391	0.197841	0.198386	0.204483	0.204741	0.200582
4450	-1322.31	-1573.62	251.303	0.0553571	0.0545645	0.0554591	0.0554332	0.050113	0.0528244	0.0528865	0.0487285	0.0519973	0.0531477	0.0493705	0.0503983	0.0515547	0.0522761	0.0532145	0.0541176	0.0520377	0.0544155	0.0565468	0.0620358	0.072198	0.0809645	0.0902357	0.0982315	0.1088	0.121422	0.135526	0.146555	0.163228	0.175283	0.190166	0.20935	0.22866	0.231064	0.258738	0.260317	0.24249	0.221968	0.21821	0.202062	0.176531	0.183329	0.172828	0.178716	0.172782	0.1679	0.161565	0.161676	0.180784	0.178899	0.159704
4460	-1286.71	-1568.5	281.795	0.154858	0.153146	0.153462	0.145386	0.141716	0.14911	0.14579	0.144714	0.14466	0.146812	0.141707	0.13804	0.139334	0.142341	0.145125	0.149244	0.147301	0.148298	0.150061	0.158131	0.173724	0.195394	0.202751	0.221192	0.219507	0.246765	0.271526	0.282462	0.306205	0.333738	0.341963	0.359421	0.370544	0.387546	0.41034	0.410775	0.392011	0.372898	0.353378	0.34621	0.329792	0.323016	0.324492	0.33169	0.320084	0.31195	0.31036	0.303372	0.313635	0.313928	0.319747
4470	-1264.87	-1569.22	304.359	0.168761	0.167618	0.166839	0.167624	0.169579	0.174609	0.172519	0.168966	0.169046	0.165874	0.166899	0.164697	0.165899	0.16788	0.166669	0.165688	0.168274	0.168754	0.167457	0.171146	0.179278	0.188209	0.197124	0.206257	0.214572	0.226734	0.241455	0.253523	0.262976	0.270598	0.277724	0.283686	0.294431	0.301282	0.301988	0.304087	0.296029	0.290907	0.285465	0.27313	0.270044	0.268082	0.265209	0.256651	0.255939	0.253515	0.254806	0.258904	0.261578	0.269558	0.268856
4480	-1246.85	-1568.73	321.878	0.144196	0.141604	0.139865	0.140111	0.142662	0.143145	0.141884	0.140534	0.142103	0.137074	0.137122	0.137793	0.139573	0.138925	0.136982	0.138019	0.138815	0.138718	0.142243	0.142158	0.148669	0.162111	0.173634	0.185069	0.198313	0.2102	0.225534	0.236809	0.252931	0.275501	0.286268	0.305104	0.313817	0.316144	0.317289	0.315244	0.301658	0.291506	0.285421	0.283444	0.280851	0.274447	0.273296	0.274471	0.264684	0.264113	0.263216	0.272657	0.282679	0.282628	0.273819
4490	-1273.48	-1569.56	296.082	0.127881	0.131046	0.131185	0.129363	0.129787	0.130557	0.129664	0.130925	0.131228	0.130497	0.129038	0.127373	0.125102	0.12552	0.12381	0.123661	0.126383	0.12493	0.126148	0.127234	0.138795	0.151161	0.167474	0.180338	0.190832	0.201473	0.216525	0.226166	0.246756	0.272245	0.286564	0.288546	0.30488	0.312635	0.316809	0.315864	0.308556	0.293422	0.288114	0.284767	0.276484	0.267051	0.26327	0.258055	0.264108	0.264729	0.264141	0.273177	0.276184	0.281449	0.277436
4500	-1290.85	-1568.9	278.047	0.168939	0.169345	0.165121	0.165416	0.169149	0.166831	0.166208	0.16763	0.168703	0.167344	0.166683	0.165428	0.163281	0.15949	0.158677	0.157501	0.160384	0.155343	0.154458	0.160185	0.174403	0.191616	0.209979	0.221462	0.243889	0.267472	0.283915	0.292185	0.311107	0.335812	0.356479	0.370385	0.395222	0.399986	0.39778	0.396533	0.389164	0.363486	0.352675	0.354386	0.354026	0.339967	0.337972	0.337427	0.337585	0.336037	0.335847	0.336436	0.346579	0.349457	0.341357
4510	-1299.43	-1569.34	269.911	0.173623	0.171793	0.168721	0.169095	0.170605	0.17289	0.168818	0.17302	0.174499	0.17388	0.169946	0.168768	0.16641	0.166557	0.166468	0.167395	0.167384	0.167368	0.164781	0.16777	0.173679	0.187756	0.204671	0.217113	0.221398	0.233234	0.248149	0.256793	0.266907	0.287845	0.301327	0.307836	0.306983	0.322967	0.334743	0.326393	0.315278	0.306602	0.298268	0.294224	0.288225	0.280549	0.281777	0.280981	0.280506	0.276479	0.275811	0.282288	0.285984	0.286822	0.282367
4520	-1261.79	-1568.37	306.588	0.150274	0.155487	0.159732	0.166328	0.165396	0.163779	0.163619	0.158698	0.157868	0.159144	0.158729	0.157372	0.156173	0.152849	0.152504	0.155596	0.157084	0.157769	0.158373	0.161099	0.169056	0.182489	0.199127	0.209632	0.219673	0.229882	0.244352	0.262161	0.279111	0.299269	0.313822	0.32377	0.347578	0.353377	0.3579	0.357109	0.350277	0.334575	0.316413	0.311052	0.300768	0.291599	0.288739	0.288917	0.295893	0.293237	0.288048	0.286222	0.291317	0.291049	0.29206
4530	-1268.65	-1572.5	303.85	0.233153	0.232373	0.232913	0.233667	0.233944	0.23734	0.242595	0.245796	0.245692	0.243506	0.236775	0.233748	0.230407	0.230939	0.232636	0.23815	0.239758	0.242446	0.242874	0.245402	0.252296	0.263353	0.274534	0.28518	0.295527	0.298365	0.311357	0.323643	0.340332	0.349581	0.361294	0.374887	0.375865	0.383418	0.388652	0.395991	0.380287	0.369412	0.358965	0.349322	0.345226	0.34405	0.34312	0.343923	0.343712	0.35036	0.347606	0.348943	0.347173	0.343631	0.342797
4540	-1277.14	-1568.13	290.993	0.144194	0.147008	0.148523	0.150949	0.149984	0.149801	0.155132	0.152844	0.157368	0.156897	0.156375	0.154299	0.149427	0.149258	0.148743	0.154779	0.154161	0.153579	0.152112	0.154942	0.162957	0.172675	0.185149	0.19558	0.206293	0.215765	0.222968	0.232054	0.242713	0.261261	0.270847	0.280507	0.293496	0.30368	0.299479	0.297634	0.297158	0.281397	0.274031	0.270909	0.263866	0.262619	0.252621	0.250624	0.247662	0.250384	0.254605	0.253429	0.257612	0.259625	0.254854
4550	-1213.74	-1569.19	355.458	0.178828	0.179168	0.180565	0.179334	0.181046	0.181844	0.184685	0.182335	0.183162	0.181908	0.182331	0.179542	0.177346	0.174718	0.176014	0.176385	0.179534	0.180902	0.180927	0.183545	0.187954	0.195951	0.201901	0.207524	0.211612	0.217406	0.224254	0.230379	0.238409	0.24165	0.246933	0.25082	0.25819	0.259708	0.260702	0.253496	0.252286	0.249892	0.246891	0.246868	0.244779	0.245439	0.241868	0.241702	0.240159	0.240199	0.243527	0.245574	0.249354	0.245899	0.243164
4560	-1207.77	-1570.73	362.965	0.27149	0.27486	0.27509	0.275487	0.278039	0.280163	0.279778	0.281373	0.280885	0.27982	0.279201	0.278703	0.276727	0.276604	0.274057	0.275757	0.275073	0.274727	0.275582	0.277786	0.284592	0.293395	0.300863	0.306467	0.314416	0.322562	0.331141	0.338685	0.347951	0.357606	0.363993	0.367397	0.372727	0.376095	0.37741	0.374931	0.3708	0.366713	0.364018	0.362106	0.360068	0.358084	0.356999	0.356567	0.356761	0.356917	0.356216	0.358176	0.361365	0.360468	0.359517
4570	-1239.95	-1568.36	328.409	0.209824	0.209101	0.210438	0.213418	0.212626	0.214141	0.213222	0.215344	0.216772	0.215815	0.215643	0.214298	0.213436	0.209243	0.209189	0.207445	0.205745	0.206327	0.210257	0.21351	0.221419	0.230011	0.239517	0.247634	0.257844	0.264641	0.274711	0.282452	0.291373	0.303149	0.309136	0.315276	0.319579	0.323222	0.330143	0.324457	0.319758	0.311692	0.309519	0.308526	0.305359	0.30302	0.299947	0.301082	0.30428	0.302655	0.303557	0.30606	0.307394	0.306784	0.303883
4580	-1217.86	-1568.74	350.874	0.207859	0.211044	0.211199	0.212	0.214763	0.216757	0.218085	0.219555	0.21778	0.218459	0.219336	0.219317	0.215456	0.212892	0.209389	0.208907	0.208663	0.205934	0.20659	0.213378	0.221199	0.232758	0.243765	0.256008	0.268825	0.28051	0.291899	0.302782	0.315281	0.328439	0.33963	0.351876	0.360449	0.365447	0.367246	0.363034	0.353399	0.343356	0.337847	0.335028	0.334652	0.331066	0.327894	0.327808	0.329172	0.33036	0.333003	0.336711	0.337724	0.339027	0.337592
4590	-1286.02	-1569.49	283.469	0.179386	0.181665	0.178455	0.177929	0.178428	0.18094	0.181113	0.180031	0.181891	0.181157	0.183095	0.180571	0.178807	0.178704	0.177438	0.177085	0.17888	0.178217	0.1754	0.17666	0.182669	0.19095	0.200447	0.208675	0.217284	0.227268	0.239378	0.247169	0.259552	0.270732	0.278719	0.282518	0.292439	0.299876	0.302154	0.301058	0.292314	0.28774	0.283994	0.275257	0.27234	0.270381	0.266733	0.267206	0.268649	0.270869	0.27278	0.280616	0.278092	0.27528	0.270433
4600	-1160.7	-1569.1	408.401	0.219009	0.21951	0.222914	0.222114	0.224323	0.227049	0.224608	0.228815	0.230676	0.230845	0.226264	0.222767	0.223288	0.224136	0.220314	0.223024	0.221497	0.219939	0.218306	0.221919	0.2288	0.237334	0.247728	0.255052	0.264544	0.276859	0.288364	0.296371	0.30504	0.322332	0.332768	0.337756	0.348376	0.355307	0.355275	0.350282	0.346015	0.340788	0.336962	0.328732	0.318844	0.315513	0.313965	0.313374	0.314506	0.318408	0.318651	0.317738	0.326599	0.321717	0.315776
4610	-1251.97	-1570.44	318.471	0.128477	0.128789	0.131365	0.131847	0.134201	0.133464	0.133696	0.134361	0.134575	0.133978	0.13315	0.131649	0.129265	0.129683	0.128877	0.130085	0.127746	0.126421	0.126263	0.127429	0.132713	0.138004	0.145228	0.152772	0.159573	0.166487	0.172942	0.178754	0.18493	0.193664	0.199527	0.203063	0.207411	0.212132	0.21179	0.210898	0.208867	0.203997	0.201665	0.198085	0.193052	0.18649	0.186145	0.187849	0.190447	0.189118	0.189987	0.192502	0.197001	0.195483	0.191539
4620	-1292.92	-1571.8	278.883	0.214141	0.216423	0.21712	0.218773	0.217874	0.218311	0.218203	0.218293	0.214272	0.215346	0.217813	0.216696	0.213906	0.216391	0.212938	0.214497	0.21485	0.20956	0.211143	0.213638	0.224562	0.230094	0.238104	0.251592	0.263256	0.274935	0.277831	0.288019	0.295551	0.313707	0.319935	0.33717	0.341736	0.354691	0.356127	0.347368	0.340038	0.331782	0.327984	0.324899	0.318039	0.310202	0.308598	0.30686	0.30827	0.313278	0.318363	0.320443	0.321517	0.320225	0.314336
4630	-1354.84	-1571	216.167	0.0952499	0.0989264	0.0952823	0.0955623	0.0984879	0.0958077	0.0938897	0.0921086	0.091922	0.0925691	0.0929692	0.0906547	0.0915425	0.090443	0.0906583	0.0912319	0.0919712	0.0908854	0.0907357	0.0913144	0.0957858	0.102173	0.10955	0.124707	0.13321	0.142329	0.162516	0.170432	0.184657	0.190419	0.204172	0.214837	0.221196	0.234078	0.230662	0.228116	0.22503	0.210358	0.206383	0.203931	0.196681	0.189544	0.191796	0.187683	0.190143	0.191558	0.190483	0.195691	0.190187	0.181946	0.175318
4640	-1261.29	-1568.32	307.034	0.148197	0.150014	0.15134	0.153995	0.155743	0.15583	0.153479	0.149667	0.150812	0.151135	0.14614	0.150236	0.149336	0.144793	0.147221	0.146789	0.145485	0.146745	0.144974	0.144288	0.151542	0.160302	0.172765	0.190623	0.201344	0.215127	0.221555	0.233956	0.253157	0.277016	0.293282	0.301562	0.308257	0.318081	0.318078	0.318422	0.303973	0.290947	0.286046	0.279082	0.274107	0.274264	0.274583	0.272872	0.274228	0.273021	0.270798	0.27737	0.271365	0.275011	0.26159
4650	-1320.37	-1568.1	247.733	0.122753	0.126581	0.128176	0.129659	0.126335	0.12467	0.128341	0.12694	0.127013	0.127183	0.127684	0.126964	0.12736	0.126696	0.125085	0.126221	0.125148	0.125275	0.126515	0.127953	0.134875	0.142001	0.152048	0.160318	0.172889	0.173972	0.195445	0.204306	0.218923	0.237162	0.246061	0.252745	0.262246	0.272031	0.272285	0.269561	0.258695	0.253224	0.242621	0.237855	0.228544	0.225906	0.232071	0.233564	0.22796	0.232738	0.233317	0.235194	0.230722	0.221206	0.219439
4660	-1241.28	-1569.95	328.665	0.190277	0.190654	0.192898	0.192836	0.191528	0.193337	0.195617	0.195479	0.193602	0.191332	0.193233	0.19296	0.192935	0.194601	0.193686	0.196264	0.193842	0.192131	0.193479	0.195022	0.200295	0.210927	0.221038	0.227123	0.236045	0.243502	0.252678	0.257855	0.267429	0.276757	0.287068	0.291959	0.298372	0.301446	0.304499	0.303029	0.29881	0.292226	0.284011	0.277314	0.271267	0.26733	0.265818	0.264471	0.268458	0.26875	0.272354	0.274053	0.274697	0.272294	0.269659
4670	-1237.36	-1569.18	331.828	0.152193	0.151411	0.152388	0.154045	0.154687	0.156375	0.158183	0.157515	0.156746	0.155731	0.15547	0.153645	0.155296	0.156904	0.157747	0.158702	0.158184	0.157224	0.155248	0.157649	0.163513	0.170928	0.17826	0.185508	0.194669	0.199952	0.208028	0.214533	0.22218	0.232797	0.237712	0.243773	0.248711	0.252626	0.25341	0.25445	0.248749	0.241309	0.238192	0.23554	0.234138	0.228231	0.223973	0.221632	0.219528	0.221499	0.222908	0.22607	0.228426	0.227344	0.227897
4680	-1202.44	-1568.45	366.01	0.161908	0.162734	0.163695	0.164147	0.164933	0.166863	0.166743	0.166692	0.167142	0.165689	0.164228	0.164921	0.164812	0.164418	0.16458	0.165001	0.163327	0.161714	0.161302	0.165268	0.170046	0.177132	0.1858	0.193515	0.201754	0.208448	0.2162	0.22123	0.229666	0.238171	0.245908	0.254282	0.258922	0.262046	0.263988	0.261994	0.256571	0.249802	0.245839	0.242593	0.240678	0.235287	0.232269	0.231545	0.230508	0.2305	0.233366	0.237274	0.237489	0.238311	0.237095
4690	-1219.58	-1568.43	348.844	0.186742	0.189523	0.19269	0.193166	0.193316	0.193628	0.192485	0.193086	0.191861	0.192568	0.190894	0.192533	0.192163	0.190969	0.189532	0.192245	0.193738	0.193726	0.190478	0.193978	0.200621	0.210272	0.222978	0.233664	0.242284	0.252765	0.261575	0.271552	0.284099	0.297931	0.309731	0.318882	0.324854	0.330673	0.332677	0.326239	0.321118	0.311348	0.308938	0.30581	0.300236	0.291964	0.28611	0.288544	0.288253	0.288679	0.289151	0.294201	0.297461	0.296208	0.295297
4700	-1272.45	-1567.46	295.017	0.172184	0.17409	0.172042	0.171387	0.172138	0.172872	0.1712	0.171632	0.171543	0.168805	0.168192	0.171508	0.171043	0.169357	0.170908	0.171118	0.171753	0.169016	0.1683	0.173311	0.179648	0.188173	0.196911	0.206747	0.216269	0.224791	0.235949	0.248858	0.260713	0.271595	0.277198	0.288078	0.297164	0.302905	0.304488	0.301116	0.295545	0.284237	0.278099	0.274198	0.271415	0.26819	0.26603	0.266387	0.267645	0.269634	0.267027	0.270195	0.271704	0.269145	0.267235
4710	-1301.86	-1569.67	267.814	0.222306	0.225021	0.226467	0.230027	0.229921	0.226639	0.224742	0.229988	0.226882	0.228308	0.227362	0.226411	0.225447	0.226652	0.228146	0.230343	0.22856	0.222115	0.219557	0.221889	0.230039	0.240083	0.24856	0.262985	0.270616	0.28273	0.294139	0.300709	0.311213	0.331987	0.339274	0.345819	0.355645	0.358218	0.352315	0.346716	0.343407	0.335897	0.33725	0.325655	0.327718	0.32679	0.332919	0.32812	0.324047	0.321804	0.320199	0.323254	0.33007	0.324664	0.324406
4720	-1258.36	-1568.11	309.751	0.144453	0.146388	0.148528	0.149608	0.151175	0.15144	0.148965	0.150515	0.148654	0.147955	0.146265	0.147562	0.148047	0.146861	0.144435	0.144506	0.14218	0.140544	0.137757	0.142383	0.151143	0.161247	0.175541	0.186782	0.198867	0.207496	0.218694	0.228459	0.244468	0.261797	0.273655	0.281594	0.293019	0.296374	0.305537	0.30027	0.291379	0.281591	0.275886	0.269979	0.261794	0.258822	0.257382	0.259172	0.258027	0.257645	0.258965	0.263515	0.269429	0.27306	0.263384
4730	-1346.24	-1565.95	219.71	0.155051	0.153068	0.155841	0.158645	0.155595	0.155441	0.15797	0.158547	0.158402	0.156887	0.154523	0.152334	0.146814	0.145923	0.145183	0.143303	0.1476	0.148857	0.149803	0.156525	0.16815	0.186602	0.205906	0.219511	0.244455	0.262262	0.279993	0.293142	0.318136	0.354566	0.387041	0.405578	0.433802	0.44906	0.450956	0.432413	0.411703	0.386979	0.375829	0.37585	0.373663	0.365583	0.357471	0.356868	0.356167	0.361193	0.365518	0.364232	0.376686	0.384631	0.397163
4740	-1286.24	-1568.33	282.084	0.166429	0.167856	0.16762	0.170088	0.169619	0.1689	0.167435	0.166908	0.168227	0.166585	0.167	0.163966	0.161577	0.16262	0.162945	0.166733	0.166376	0.164402	0.165878	0.169988	0.17709	0.184387	0.193936	0.202605	0.215519	0.225031	0.235987	0.243797	0.252633	0.267304	0.281009	0.288369	0.292943	0.298378	0.303161	0.300793	0.290727	0.282457	0.276144	0.274828	0.27032	0.266588	0.262394	0.263527	0.264604	0.267167	0.271363	0.276937	0.279197	0.279634	0.275331
4750	-1304.93	-1566.5	261.568	0.163614	0.166062	0.166035	0.167115	0.169262	0.169359	0.168053	0.171992	0.172478	0.17199	0.169327	0.169797	0.168364	0.165563	0.167083	0.166054	0.166265	0.166971	0.169162	0.172794	0.182569	0.19383	0.206636	0.221443	0.232361	0.24615	0.258241	0.268389	0.287154	0.303821	0.31826	0.326222	0.338323	0.34263	0.343732	0.34286	0.328004	0.314495	0.309607	0.304135	0.301742	0.296797	0.295733	0.296319	0.299361	0.297656	0.301798	0.307044	0.313615	0.316472	0.310856
