Iteration	Posterior	Likelihood	Prior	event_rate	extinction_mean	rate_sd	speciation_mean
645	-1563.78	-1566.26	2.47698	0.008875342	0.08472907	0.7288948	0.1332925
646	-1565.41	-1567.68	2.27172	0.008875342	0.08472907	0.9683702	0.1088662
647	-1563.9	-1566.3	2.40524	0.01142832	0.08472907	0.8899397	0.1088662
648	-1563.81	-1566.24	2.42536	0.01184884	0.08472907	0.8781202	0.1088662
649	-1565.87	-1569.3	3.42501	0.01184884	0.02238411	0.8781202	0.1516513
650	-1562.56	-1567.42	4.85792	0.008964857	0.009229862	0.5568055	0.1516513
651	-1562.52	-1568.74	6.22042	0.03533782	0.002363034	0.5568055	0.1516513
652	-1562.9	-1567.99	5.09041	0.03533782	0.008107823	0.5568055	0.136826
653	-1561.01	-1567.95	6.93797	0.03533782	0.001160771	0.6133065	0.136826
654	-1563.32	-1568.76	5.44931	0.0253968	0.006351565	0.4527073	0.1456424
655	-1558.91	-1567.8	8.88389	0.0253968	0.0001477035	0.6445975	0.1456424
656	-1560.82	-1568.89	8.07094	0.03834553	0.0004383453	0.5536032	0.1291805
657	-1559.44	-1567.07	7.6336	0.02268279	0.0006126875	0.6775708	0.115892
658	-1557.28	-1567.61	10.3234	0.02268279	4.505246e-05	0.6307286	0.115892
659	-1558.11	-1567.61	9.50051	0.02268279	0.0001025845	0.6307286	0.115892
660	-1556.35	-1567.74	11.3898	0.02434213	1.14237e-05	0.8103085	0.115892
661	-1559.4	-1570.73	11.3299	0.02434213	7.030892e-06	1.050407	0.1328415
662	-1561.23	-1570.4	9.17494	0.02195471	6.066093e-05	1.050407	0.1328415
663	-1557.51	-1568.32	10.8136	0.02195471	1.912695e-05	0.7122058	0.145536
664	-1556.6	-1567.55	10.9524	0.01309056	1.912695e-05	0.6306836	0.145536
665	-1556.08	-1568.54	12.4579	0.01236506	5.577737e-06	0.6306836	0.1107449
666	-1554.51	-1568.68	14.1699	0.01236506	1.008151e-06	0.656746	0.1058046
667	-1556.09	-1569.78	13.6836	0.01236506	1.008151e-06	0.6127067	0.1854532
668	-1556.96	-1570.07	13.1051	0.01236506	2.180563e-06	0.499379	0.1854532
669	-1554.88	-1568.1	13.2164	0.01236506	2.180563e-06	0.5253956	0.1587309
670	-1557.43	-1567.96	10.5251	0.01610292	3.820396e-05	0.5253956	0.1336449
671	-1559.66	-1568.73	9.06469	0.008591437	0.0001351719	0.5321025	0.1608582
672	-1562.1	-1569.07	6.97202	0.006979059	0.001095778	0.5321025	0.1608582
673	-1560	-1568.17	8.17166	0.01943781	0.0003301607	0.5321025	0.1608582
674	-1563.62	-1569.36	5.73497	0.006950568	0.003194003	0.6904107	0.1452215
675	-1565.47	-1568.9	3.42708	0.007784175	0.02596963	0.6904107	0.1795565
676	-1564.43	-1567.82	3.3956	0.007380226	0.03281452	0.6904107	0.1466467
677	-1563.57	-1567.1	3.53574	0.02012436	0.02852378	0.6904107	0.1466467
678	-1563.97	-1566.78	2.81009	0.01194246	0.0589322	0.6904107	0.1466467
679	-1564.56	-1567.54	2.98083	0.005046374	0.0589322	0.6904107	0.1236284
680	-1565.65	-1568.76	3.11328	0.005046374	0.0589322	0.6126105	0.1236284
681	-1567.82	-1569.97	2.15084	0.005046374	0.07910382	0.8741965	0.1544733
682	-1563.18	-1566.45	3.27225	0.02585438	0.04722678	0.614597	0.1311518
683	-1564.82	-1567.02	2.20494	0.006835871	0.1226151	0.5702469	0.1583933
684	-1562.29	-1566.45	4.15489	0.01813731	0.01758969	0.596079	0.1503383
685	-1562.84	-1566.03	3.19162	0.01453284	0.04952255	0.6195954	0.1344246
686	-1562.9	-1566.08	3.18401	0.02184874	0.04952255	0.6195954	0.1354527
687	-1563.56	-1566.6	3.03717	0.02184874	0.04952255	0.6195954	0.1568765
688	-1563.36	-1566.55	3.18919	0.02948129	0.04952255	0.6195954	0.1347527
689	-1563.83	-1567.13	3.30029	0.02948129	0.04952255	0.5197245	0.142931
690	-1564.43	-1567.52	3.09411	0.02948129	0.04952255	0.5197245	0.1756585
691	-1563.65	-1566.77	3.11499	0.02612587	0.04952255	0.5292094	0.1692724
692	-1564.57	-1568.54	3.96998	0.004003895	0.02318717	0.5292094	0.1537529
693	-1565	-1568.05	3.05018	0.003787483	0.05542088	0.6594656	0.1292885
694	-1565.12	-1568.17	3.04672	0.003787483	0.05542088	0.6803493	0.1252047
695	-1565.58	-1568.46	2.87575	0.003787483	0.05542088	0.7807803	0.1252047
696	-1564.77	-1567.64	2.87575	0.006024636	0.05542088	0.7807803	0.1252047
697	-1566.02	-1569.64	3.61373	0.006024636	0.02094552	0.7274564	0.1734306
698	-1564.59	-1568.64	4.05049	0.04141474	0.02094552	0.8460332	0.09157418
699	-1563.05	-1567.06	4.00989	0.01980116	0.02178148	0.8460332	0.09170862
700	-1564.91	-1568.7	3.79519	0.006884923	0.02178148	0.7574701	0.1321695
701	-1560.67	-1567.18	6.50234	0.01791359	0.001905483	0.7574701	0.1008128
702	-1561.08	-1567.46	6.38046	0.03238488	0.001905483	0.7574701	0.11388
703	-1561.35	-1568.45	7.10395	0.02012865	0.0007442551	0.7574701	0.1414229
704	-1561.6	-1569.22	7.61765	0.03084119	0.0007442551	0.5121013	0.12848
705	-1563.41	-1567.27	3.86649	0.03084119	0.02293291	0.6185793	0.1480755
706	-1562.87	-1566.84	3.96399	0.03029667	0.02293291	0.6185793	0.1343202
707	-1561.64	-1569.03	7.39873	0.03029667	0.0009086811	0.4964228	0.1345291
708	-1560.84	-1567.92	7.08018	0.03029667	0.0008680408	0.7058056	0.1355893
709	-1562.42	-1569.67	7.24801	0.05287223	0.0008680408	0.6072221	0.1355893
710	-1561.82	-1566.94	5.12583	0.01427763	0.007685027	0.6072221	0.1278706
711	-1561.82	-1566.47	4.64427	0.01427763	0.01157721	0.6072221	0.1373887
712	-1560.4	-1566.97	6.56929	0.01341432	0.00168879	0.6072221	0.1373887
713	-1562.18	-1566.73	4.55158	0.01504788	0.01361194	0.6072221	0.1282004
714	-1563.87	-1567.9	4.0229	0.04081467	0.02309519	0.6072221	0.1282004
715	-1562.59	-1566.65	4.05212	0.01044166	0.01930869	0.6273592	0.1439069
716	-1562.88	-1566.28	3.39311	0.01044166	0.03856745	0.6080641	0.1439069
717	-1563.74	-1568.28	4.54445	0.0344433	0.01086789	0.6757683	0.1439069
718	-1565.28	-1568.27	2.98739	0.0498724	0.05601831	0.6757683	0.1324709
719	-1563.77	-1566.89	3.11549	0.03006555	0.05601831	0.6005176	0.1324709
720	-1563.77	-1566.89	3.11549	0.03006555	0.05601831	0.6005176	0.1324709
721	-1559.8	-1567.09	7.29221	0.02175931	0.0007963211	0.6070177	0.1414593
722	-1560.6	-1568.78	8.18396	0.04448163	0.0003493479	0.6070177	0.1321845
723	-1564.1	-1567.99	3.89673	0.04448163	0.02490968	0.6756411	0.1200198
724	-1563.23	-1568.84	5.61141	0.04448163	0.00493725	0.6191133	0.1200198
725	-1563.9	-1567.2	3.29718	0.03589939	0.04226754	0.6191133	0.1418367
726	-1562.48	-1565.84	3.36045	0.01608945	0.04226754	0.5195511	0.1577326
727	-1563.5	-1566.26	2.76263	0.01845055	0.06594618	0.6094239	0.1577326
728	-1562.96	-1566.26	3.29932	0.02174487	0.04722783	0.4902788	0.1577326
729	-1563.07	-1566.4	3.32506	0.01020993	0.04722783	0.4751593	0.1577326
730	-1563.52	-1567.52	4.0001	0.01020993	0.01862127	0.6253232	0.1577326
731	-1564.44	-1568.76	4.31582	0.02962046	0.01862127	0.4220822	0.1625822
732	-1562.51	-1566.79	4.27949	0.01129859	0.0155435	0.585441	0.1529433
733	-1563.27	-1568.92	5.6466	0.01129859	0.003828816	0.5252601	0.1752994
734	-1562.01	-1568.2	6.18749	0.01801417	0.002372811	0.5252601	0.1646938
735	-1562.47	-1567.76	5.29691	0.03682384	0.006260742	0.6241578	0.1285201
736	-1564.21	-1567.74	3.53188	0.03682384	0.03044485	0.7318909	0.1285201
737	-1562.82	-1566.5	3.67524	0.01252456	0.03044485	0.7318909	0.1113555
738	-1562.92	-1566.69	3.7738	0.03017979	0.0258323	0.7705005	0.1113555
739	-1563.38	-1566.51	3.13288	0.02995891	0.04700942	0.7705005	0.1161547
740	-1562.76	-1565.9	3.13288	0.01795125	0.04700942	0.7705005	0.1161547
741	-1561.21	-1567.64	6.42631	0.01795125	0.001616458	0.7891974	0.1214835
742	-1563.32	-1566.59	3.26426	0.01795125	0.03874478	0.7805561	0.1214835
743	-1563.83	-1567.41	3.58134	0.01795125	0.03874478	0.5943008	0.1214835
744	-1560.37	-1566.88	6.51672	0.01795125	0.001790485	0.6874389	0.1191465
745	-1557.84	-1567.72	9.8831	0.02929963	5.283591e-05	0.7306245	0.1294776
746	-1557.17	-1568.51	11.3388	0.01458991	1.180143e-05	0.6406268	0.1575913
747	-1554.22	-1567.37	13.1544	0.01458991	2.535656e-06	0.6406268	0.1193662
748	-1555.05	-1567.59	12.5349	0.01458991	3.652056e-06	0.7245262	0.1334843
749	-1559.76	-1567.65	7.89344	0.02546789	0.0003787022	0.7245262	0.1334843
750	-1558.47	-1566.94	8.47454	0.0204996	0.0002435753	0.7245262	0.1160715
751	-1559.5	-1567.22	7.7252	0.02009321	0.0004605647	0.7245262	0.1298691
752	-1560.19	-1566.8	6.61175	0.02009321	0.001621364	0.666511	0.1239862
753	-1560.77	-1567.51	6.74705	0.02009321	0.001621364	0.5870365	0.1239862
754	-1561.75	-1566.56	4.81408	0.02009321	0.009943089	0.5870365	0.1397048
755	-1564	-1566.53	2.53246	0.02051833	0.09268374	0.6159962	0.1397048
756	-1561.96	-1566.42	4.45803	0.02051833	0.01412098	0.5901251	0.1397048
757	-1562.16	-1566.52	4.3601	0.02051833	0.01412098	0.6476525	0.1397048
758	-1562.42	-1566.73	4.317	0.02051833	0.01412098	0.6813676	0.1377214
759	-1565.37	-1568.15	2.77724	0.04072415	0.06859099	0.5397865	0.1682623
760	-1562.82	-1566.28	3.46422	0.01479229	0.03450758	0.5397865	0.1682623
761	-1563.05	-1566.35	3.29417	0.02092752	0.04127505	0.5397865	0.1667501
762	-1563.06	-1566.79	3.73064	0.02772413	0.03099343	0.5397865	0.1435253
763	-1562.52	-1566.25	3.73064	0.0162861	0.03099343	0.5397865	0.1435253
764	-1563.91	-1566.41	2.49685	0.0162861	0.08089604	0.7009682	0.1435253
765	-1563.61	-1568.6	4.98936	0.03557608	0.006893179	0.6834215	0.1435253
766	-1561.31	-1567.99	6.68289	0.02941364	0.00170978	0.6834215	0.1063939
767	-1562.47	-1567.98	5.51138	0.02750324	0.005677041	0.6296742	0.113306
768	-1562.2	-1566.85	4.64338	0.01242078	0.0121234	0.5271741	0.1504868
769	-1562.2	-1566.93	4.73243	0.01656196	0.01074082	0.5271741	0.1553865
770	-1562.72	-1566.74	4.01544	0.01656196	0.01964872	0.5785105	0.1594215
771	-1563.08	-1567.57	4.49429	0.02436598	0.01233036	0.570932	0.1594215
772	-1562.85	-1567.48	4.63369	0.007993751	0.01233036	0.570932	0.1386767
773	-1560.73	-1567.06	6.32936	0.01932466	0.002320259	0.570932	0.1352141
774	-1563.23	-1567.31	4.07783	0.0184515	0.01799481	0.570932	0.1656678
775	-1563.13	-1566.4	3.26945	0.0184515	0.04038536	0.570932	0.1656678
776	-1562.56	-1565.95	3.38446	0.0184515	0.04038536	0.570932	0.1476695
777	-1562.64	-1566.06	3.4212	0.01292881	0.04038536	0.4633537	0.1709511
778	-1563.55	-1566.9	3.34894	0.03139563	0.04038536	0.5822715	0.1500836
779	-1562.72	-1566.15	3.42681	0.01999487	0.04038536	0.5822715	0.1388391
780	-1563.33	-1568.56	5.2256	0.042916	0.006799356	0.5822715	0.1364788
781	-1563.29	-1567.49	4.20893	0.007424649	0.01879318	0.5822715	0.1364788
782	-1565.3	-1569.01	3.70842	0.007424649	0.01879318	0.6539911	0.199256
783	-1565.75	-1569.24	3.49066	0.007424649	0.01879318	0.8298759	0.1836295
784	-1563.16	-1571.18	8.01638	0.02804067	0.0002258266	0.8298759	0.1654514
785	-1557.76	-1567.33	9.5711	0.02804067	7.584613e-05	0.7276223	0.1238538
786	-1558.91	-1568.96	10.0521	0.02804067	6.371311e-05	0.4861726	0.1374842
787	-1559.26	-1567.68	8.42459	0.03148781	0.000251174	0.6363743	0.1374842
788	-1558.76	-1567.09	8.32772	0.02224276	0.000299557	0.5897984	0.1374842
789	-1559.74	-1567.94	8.20253	0.02987055	0.0003361245	0.5637035	0.1451768
790	-1558.34	-1568.03	9.68629	0.02655498	6.419683e-05	0.6645995	0.1451768
791	-1557	-1567.82	10.823	0.02655498	2.722034e-05	0.5502726	0.1334618
792	-1554.07	-1567.21	13.1348	0.02655498	2.201131e-06	0.6784188	0.1314816
793	-1553.29	-1567.04	13.7517	0.02181229	1.319128e-06	0.7362563	0.1072922
794	-1553.59	-1567.04	13.4511	0.02181229	1.781609e-06	0.7362563	0.1072922
795	-1553.75	-1567.23	13.4853	0.01705854	1.781609e-06	0.7161633	0.1072922
796	-1555.88	-1568.04	12.1666	0.02002226	7.196419e-06	0.7161633	0.09930832
797	-1554.25	-1567.11	12.8641	0.02002226	2.758653e-06	0.8981199	0.09461273
798	-1553.67	-1566.96	13.2949	0.02115794	1.865721e-06	0.8748253	0.09461273
799	-1555.09	-1567	11.9081	0.02115794	7.374038e-06	0.8821662	0.09461273
800	-1554.71	-1567.47	12.753	0.02115794	3.724243e-06	0.7846733	0.09500776
801	-1553.91	-1567.62	13.7099	0.02115794	1.108009e-06	0.9346957	0.09500776
802	-1553.69	-1566.93	13.2477	0.02115794	2.019894e-06	0.8534663	0.09500776
803	-1556.37	-1569.1	12.7353	0.02082126	2.398931e-06	0.8534663	0.1335357
804	-1554.83	-1568.48	13.6439	0.04151564	1.377785e-06	0.6454565	0.1335357
805	-1557.94	-1569.09	11.1569	0.04151564	1.961306e-05	0.5504866	0.1326056
806	-1554.17	-1567.47	13.2974	0.01620751	1.708848e-06	0.7266348	0.1326056
807	-1562.21	-1569.63	7.42084	0.0540448	0.0007034807	0.6422401	0.1326056
808	-1559.56	-1568.38	8.82301	0.01000773	0.0001723219	0.5367917	0.1593972
809	-1557.95	-1568.01	10.0646	0.01707939	4.978979e-05	0.5367917	0.1593972
810	-1559.03	-1570.84	11.8082	0.01707939	4.571762e-06	0.7874121	0.1981441
811	-1557.56	-1569.9	12.3465	0.01707939	2.872828e-06	0.7874121	0.1840754
812	-1559.09	-1569.72	10.6276	0.01707939	1.574103e-05	0.8288288	0.1746486
813	-1557.38	-1569.72	12.3423	0.01707939	2.833696e-06	0.8288288	0.1746486
814	-1556.77	-1569.4	12.6252	0.01707939	2.833696e-06	0.6626243	0.1746486
815	-1558.37	-1568.29	9.92268	0.02235071	4.873858e-05	0.6626243	0.1514729
816	-1561.16	-1567.75	6.59206	0.02235071	0.001737966	0.5196656	0.1514729
817	-1561.16	-1567.75	6.59206	0.02235071	0.001737966	0.5196656	0.1514729
818	-1561.19	-1567.64	6.4438	0.02119789	0.001737966	0.6067503	0.1514729
819	-1562.48	-1566.33	3.84808	0.02119789	0.02657434	0.5295045	0.1514729
820	-1564.31	-1568.35	4.04419	0.02341569	0.02657434	0.414308	0.1514729
821	-1561.47	-1567.68	6.20825	0.01561319	0.002682976	0.497377	0.1495967
822	-1562.03	-1568.14	6.11495	0.01561319	0.002682976	0.497377	0.1642255
823	-1562.57	-1568.28	5.71739	0.01561319	0.003895722	0.497377	0.1683173
824	-1566.99	-1571.61	4.62274	0.04299932	0.0140397	0.3873204	0.1683173
825	-1566.71	-1571.37	4.65442	0.04299932	0.0140397	0.3873204	0.163069
826	-1567.37	-1572.08	4.71336	0.04299932	0.01525216	0.3873204	0.1415138
827	-1567.95	-1572.45	4.50468	0.04915915	0.01879159	0.3873204	0.1415138
828	-1563.65	-1568.51	4.85316	0.01493937	0.01189194	0.4513831	0.1415138
829	-1562.83	-1566.89	4.06231	0.008598206	0.02106951	0.5799559	0.1415138
830	-1565.27	-1568.53	3.25977	0.03798025	0.04044841	0.5799559	0.1644719
831	-1564.59	-1568.03	3.43881	0.037737	0.04044841	0.4747872	0.1644719
832	-1563.61	-1566.89	3.27338	0.02098575	0.05269335	0.4166165	0.1644719
833	-1564.69	-1567.94	3.2418	0.03655924	0.05269335	0.4351642	0.1644719
834	-1563.35	-1566.36	3.00607	0.0095453	0.0526753	0.514635	0.1819122
835	-1563.64	-1566.65	3.00607	0.01913356	0.0526753	0.514635	0.1819122
836	-1562.5	-1568.34	5.84246	0.03199777	0.003945423	0.514635	0.1424121
837	-1564.8	-1567.4	2.59465	0.03199777	0.09315919	0.514635	0.1552099
838	-1563.75	-1566.21	2.46557	0.02121267	0.09315919	0.5904598	0.1552099
839	-1563.04	-1566.01	2.973	0.01836027	0.05608565	0.5904598	0.1552099
840	-1563.96	-1568.84	4.88127	0.01996243	0.006558173	0.7302042	0.1552099
841	-1563.1	-1566.39	3.28893	0.02118362	0.04869237	0.5226234	0.1463046
842	-1562.96	-1566.07	3.10776	0.01264881	0.04869237	0.5226234	0.175363
843	-1564.73	-1567.78	3.05541	0.01280396	0.04283769	0.6286248	0.175363
844	-1563.72	-1566.09	2.36555	0.01344683	0.1032152	0.4324851	0.2025989
845	-1563.78	-1566.27	2.48455	0.01344683	0.1032152	0.3607137	0.2032439
846	-1564.35	-1566.85	2.50471	0.005855215	0.1032152	0.3875441	0.1902943
847	-1564.75	-1567.37	2.61784	0.02988053	0.09217509	0.3875441	0.1902943
848	-1563.63	-1566.23	2.59679	0.007623493	0.09217509	0.3999088	0.1902943
849	-1563.43	-1566	2.56415	0.007623493	0.09217509	0.3970574	0.1975649
850	-1565.76	-1568.49	2.73183	0.03044446	0.09217509	0.2985586	0.1975649
851	-1568.51	-1571.65	3.1454	0.03440943	0.07394144	0.2315591	0.1825414
852	-1565.31	-1568.34	3.03873	0.0136649	0.07394144	0.2942199	0.1825414
853	-1565.55	-1568.59	3.03873	0.02047601	0.07394144	0.2942199	0.1825414
854	-1563.65	-1566.32	2.66911	0.02047601	0.07394144	0.5474713	0.1716497
855	-1564.25	-1567.02	2.76856	0.03171288	0.07394144	0.4949458	0.1699372
856	-1563.12	-1566.33	3.20604	0.007161181	0.04774121	0.4949458	0.1699372
857	-1562.88	-1565.74	2.85619	0.01245471	0.06773758	0.4949458	0.1699372
858	-1563.79	-1566.13	2.34262	0.01223674	0.1004204	0.4949458	0.1915745
859	-1563.09	-1565.95	2.86869	0.01223674	0.06630077	0.4199803	0.1948026
860	-1568.1	-1570.33	2.23512	0.01223674	0.06630077	0.6496158	0.2482976
861	-1575.15	-1577.29	2.14052	0.02726553	0.06630077	0.6765576	0.2606986
862	-1567.59	-1570.4	2.81032	0.008770584	0.03473486	0.6628454	0.2606986
863	-1566.32	-1569.37	3.04977	0.01793497	0.03473486	0.7058372	0.1907041
864	-1563.16	-1566.55	3.39376	0.01793497	0.03473486	0.6102777	0.1590807
865	-1563.01	-1566.46	3.45291	0.01793497	0.03473486	0.539542	0.1691328
866	-1565.61	-1569.06	3.45209	0.003003751	0.03473486	0.6503226	0.1401774
867	-1567.06	-1569.95	2.88843	0.003003751	0.03916169	0.5911549	0.2416144
868	-1567.89	-1570.86	2.96166	0.001469667	0.03916169	0.548139	0.2416144
869	-1564.92	-1568.21	3.28969	0.03108891	0.03916169	0.548139	0.1740459
870	-1563.23	-1566.41	3.17737	0.007439665	0.05295822	0.4368315	0.1740459
871	-1566.64	-1569.5	2.86032	0.04539049	0.06001821	0.5495568	0.1740459
872	-1563.59	-1566.48	2.8918	0.02487189	0.06001821	0.6080382	0.1526714
873	-1562.8	-1565.79	2.99057	0.01123823	0.06001821	0.4977281	0.1668844
874	-1562.93	-1565.9	2.97164	0.009368551	0.06001821	0.5088501	0.1668844
875	-1564.2	-1567.38	3.1753	0.009974201	0.06001821	0.3248014	0.1862267
876	-1562.91	-1565.93	3.01475	0.009974201	0.06001821	0.4252171	0.1843013
877	-1563.73	-1566.66	2.93204	0.009974201	0.06001821	0.3994377	0.2091749
878	-1563.76	-1566.7	2.93204	0.007630711	0.06001821	0.3994377	0.2091749
879	-1563.61	-1566.72	3.11264	0.007630711	0.04888018	0.4695408	0.1902794
880	-1563.46	-1566.71	3.24455	0.007630711	0.04888018	0.3920582	0.1902794
881	-1563.61	-1566.69	3.08581	0.008921578	0.04888018	0.4873176	0.1896279
882	-1563.47	-1566.78	3.3061	0.008921578	0.04888018	0.4798769	0.1540759
883	-1563.19	-1566.4	3.20482	0.02631176	0.04888018	0.5393675	0.1540759
884	-1564.27	-1567.32	3.04972	0.02304009	0.04888018	0.5393675	0.1799252
885	-1564.88	-1567.61	2.72953	0.02646758	0.07019508	0.4708543	0.1939243
886	-1564.47	-1567.74	3.27542	0.0197769	0.04066556	0.4708543	0.1939243
887	-1563.81	-1567.09	3.27542	0.01053445	0.04066556	0.4708543	0.1939243
888	-1562.95	-1566.39	3.43137	0.02161287	0.04066556	0.4708543	0.1659227
889	-1565.74	-1568.08	2.34021	0.02573921	0.1187422	0.5190913	0.1558657
890	-1564.27	-1567.18	2.90324	0.03531378	0.06762093	0.5190913	0.1558657
891	-1563.13	-1568.2	5.06939	0.02706432	0.008302454	0.4786872	0.1558657
892	-1563.01	-1567.17	4.16208	0.02706432	0.01885353	0.5298872	0.1558657
893	-1563.4	-1566.48	3.07859	0.02706432	0.05316338	0.5573877	0.1558657
894	-1563.03	-1566.05	3.01829	0.01105386	0.05316338	0.5928098	0.1558657
895	-1563.43	-1566.45	3.01829	0.007780259	0.05316338	0.5928098	0.1558657
896	-1565.13	-1568.07	2.93133	0.04066174	0.0573745	0.5991117	0.1558657
897	-1564.68	-1568.12	3.44355	0.04066174	0.03640479	0.5654409	0.1558657
898	-1563.24	-1567.03	3.79176	0.008569839	0.03026552	0.4693914	0.1558657
899	-1563.27	-1567.06	3.79176	0.02535753	0.03026552	0.4693914	0.1558657
900	-1563.83	-1567.33	3.5069	0.02535753	0.03026552	0.6367186	0.1558657
901	-1564.78	-1568.57	3.79109	0.02751107	0.03026552	0.3956811	0.1768222
902	-1563.87	-1567.69	3.81922	0.02032009	0.03026552	0.3956811	0.1719176
903	-1563.49	-1568.09	4.60403	0.02032009	0.01154279	0.500909	0.1719176
904	-1563.39	-1568.26	4.87066	0.02037099	0.01154279	0.500909	0.1316823
905	-1566.71	-1570.22	3.51536	0.03964438	0.04635376	0.4803814	0.1316823
906	-1563.39	-1566.64	3.24482	0.01618743	0.05323741	0.4803814	0.1502764
907	-1562.83	-1569.48	6.64476	0.01820618	0.001978189	0.6548292	0.1002964
908	-1560.62	-1567.1	6.48043	0.01820618	0.001954744	0.7098791	0.1089262
909	-1560.88	-1567.08	6.19829	0.01820618	0.002591915	0.7098791	0.1089262
910	-1559.39	-1566.97	7.57901	0.01820618	0.000617509	0.7098791	0.1149397
911	-1560.4	-1566.96	6.5615	0.02390395	0.001708225	0.7098791	0.1149397
912	-1559.67	-1567.02	7.34602	0.02390395	0.0007951307	0.6982362	0.1149397
913	-1555.2	-1567.12	11.9162	0.02597473	8.234205e-06	0.6982362	0.1149397
914	-1553.95	-1567.49	13.5489	0.03227741	1.479106e-06	0.6982362	0.125035
915	-1553.59	-1567.32	13.723	0.01974679	1.471073e-06	0.5991542	0.125035
916	-1556.02	-1566.96	10.9453	0.01974679	2.166849e-05	0.5991542	0.1365214
917	-1559.01	-1569.98	10.9637	0.03132124	2.166849e-05	0.4748799	0.1656063
918	-1559.15	-1568.51	9.357	0.01242732	9.989574e-05	0.5209547	0.1656063
919	-1559.31	-1568.25	8.93779	0.01425768	0.0001544488	0.5209547	0.162892
920	-1562.68	-1567.43	4.74754	0.01858459	0.0102234	0.5195881	0.162892
921	-1562.59	-1566.54	3.95877	0.01707637	0.02249866	0.5195881	0.162892
922	-1562.68	-1566.64	3.95877	0.01093514	0.02249866	0.5195881	0.162892
923	-1563.81	-1566.87	3.05395	0.01093514	0.05942645	0.6431454	0.1235039
924	-1566.26	-1568.84	2.58298	0.0103362	0.05942645	0.7822577	0.1560874
925	-1563.46	-1566.32	2.85975	0.0103362	0.05942645	0.530905	0.181554
926	-1563.25	-1566.34	3.09015	0.008905692	0.05942645	0.3955647	0.181554
927	-1563.44	-1566.31	2.87341	0.008905692	0.05942645	0.5228826	0.181554
928	-1563.67	-1566.54	2.8684	0.007342684	0.05942645	0.525827	0.181554
929	-1563.07	-1566.02	2.94472	0.008355944	0.05942645	0.4809953	0.181554
930	-1564.06	-1566.9	2.84279	0.01214632	0.05942645	0.4809953	0.2010357
931	-1562.71	-1565.71	2.99633	0.01214632	0.05942645	0.4809953	0.172421
932	-1565.14	-1568.09	2.95292	0.04008613	0.0614241	0.4870724	0.172421
933	-1563.38	-1566.44	3.05973	0.02049057	0.0614241	0.5017513	0.151131
934	-1563.45	-1566.5	3.04454	0.02049057	0.0614241	0.5622757	0.1384203
935	-1562.54	-1567.16	4.61933	0.02049057	0.009993285	0.7039004	0.1384203
936	-1562.58	-1566.14	3.55395	0.02049057	0.03135726	0.8325771	0.1028305
937	-1563.95	-1567.63	3.67496	0.008467907	0.03135726	0.7614945	0.1028305
938	-1562.33	-1568.28	5.94976	0.008467907	0.002935385	0.8165955	0.1028305
939	-1561.96	-1567.07	5.11036	0.01289557	0.006925382	0.8165955	0.1008997
940	-1558.76	-1567.4	8.63832	0.01289557	0.0002033636	0.8165955	0.1008997
941	-1559.62	-1567	7.37327	0.02471011	0.0007205702	0.8165955	0.1008997
942	-1556.77	-1567.52	10.7448	0.03369383	2.47431e-05	0.8165955	0.1008997
943	-1561.17	-1568.17	6.99922	0.04213342	0.001047421	0.8165955	0.1008997
944	-1561.72	-1569.47	7.75272	0.04983278	0.0004242051	0.9397516	0.0950915
945	-1558.37	-1567.73	9.35442	0.03578423	0.0001036954	0.7945578	0.1003911
946	-1553.03	-1567	13.9639	0.02288883	1.03245e-06	0.7945578	0.1003911
947	-1555.02	-1567.42	12.4034	0.03159342	4.915694e-06	0.7945578	0.1003911
948	-1557.76	-1567.44	9.68272	0.0318962	7.467597e-05	0.7945578	0.1003911
949	-1554.49	-1567.44	12.9518	0.0318962	2.840775e-06	0.7945578	0.1003911
950	-1554.85	-1567.17	12.3279	0.01605905	5.044624e-06	0.7945578	0.1055038
951	-1559.48	-1569.15	9.66655	0.01605905	5.184753e-05	0.7945578	0.1469502
952	-1559.84	-1570	10.1585	0.008931781	3.172681e-05	0.7945578	0.1468391
953	-1560.3	-1570.76	10.4558	0.01749815	1.61646e-05	0.8561845	0.1927469
954	-1556.92	-1569.95	13.0299	0.008461808	1.451642e-06	0.8561845	0.1636032
955	-1556.85	-1569.59	12.7397	0.008461808	2.193658e-06	0.7262212	0.1805439
956	-1557.67	-1570.06	12.3881	0.009179227	2.193658e-06	0.932798	0.1805439
957	-1557.52	-1569.94	12.4167	0.009179227	2.193658e-06	0.9159709	0.1805439
958	-1556.48	-1568.03	11.543	0.01135281	9.83718e-06	0.7609674	0.1255798
959	-1559.29	-1567.96	8.6713	0.02345718	0.0002300497	0.7609674	0.09487378
960	-1562.64	-1568.96	6.31521	0.0228732	0.001647013	0.9096494	0.108537
961	-1563.19	-1567.56	4.36651	0.0228732	0.01444004	0.9578228	0.08005713
962	-1564.19	-1567.18	2.9937	0.02985962	0.04729798	0.8832238	0.1095178
963	-1567.4	-1570.58	3.17379	0.05394358	0.04729798	0.8832238	0.09146914
964	-1563.07	-1569.81	6.73979	0.05394358	0.001202583	0.7989442	0.1173867
965	-1561.24	-1567.96	6.72034	0.01214021	0.001202583	0.7610638	0.1276654
966	-1559.9	-1566.77	6.87249	0.01989374	0.001227504	0.6596393	0.1276654
967	-1563.3	-1566.74	3.44436	0.01989374	0.04124368	0.6596393	0.1171
