Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1619.51	-1621.43	1.92084	0.09524209
10	-1663.77	-1666.03	2.26092	0.06822011
20	-1594	-1595.33	1.32703	0.1292444
30	-1724.1	-1721.26	-2.83607	0.3733327
40	-1588.72	-1589.22	0.499217	0.1734524
50	-1592.24	-1593.48	1.24116	0.1338767
60	-1616.02	-1617.89	1.87047	0.09838784
70	-1588.06	-1588.69	0.630579	0.1664338
80	-1589.83	-1590.91	1.08086	0.1424601
90	-1614.51	-1616.35	1.8469	0.09983192
100	-1634.9	-1636.99	2.0904	0.08372815
110	-1650.89	-1653.09	2.20323	0.07443253
120	-1615.76	-1617.63	1.86659	0.09862676
130	-1599.8	-1601.33	1.53308	0.1179587
140	-1615.31	-1614.56	-0.750234	0.242556
150	-1689.15	-1686.85	-2.2978	0.3373756
160	-1600.19	-1599.95	-0.230777	0.2131877
170	-1648.02	-1650.2	2.18666	0.07595654
180	-1596.78	-1596.7	-0.0778977	0.2047361
190	-1606.51	-1608.21	1.69961	0.1085442
200	-1635.62	-1637.71	2.09662	0.08326482
210	-1597.62	-1599.09	1.46544	0.1216968
220	-1590.16	-1591.26	1.10734	0.1410466
230	-1591.25	-1592.43	1.18336	0.1369797
240	-1624.92	-1623.91	-1.01315	0.2578476
250	-1588.48	-1589.02	0.536234	0.1714719
260	-1663.1	-1665.36	2.25853	0.06852081
270	-1748.74	-1750.92	2.17558	0.04179938
280	-1801.8	-1803.64	1.83364	0.03195467
290	-1698.22	-1700.53	2.30935	0.05518911
300	-1608.98	-1610.73	1.74977	0.1056286
310	-1617.42	-1616.61	-0.811153	0.2460722
320	-1590.72	-1591.01	0.289129	0.1847428
330	-1602.04	-1601.73	-0.305859	0.2173685
340	-1634.1	-1636.19	2.08328	0.08425325
350	-1678.04	-1680.34	2.29764	0.06229179
360	-1605.76	-1607.45	1.68354	0.1094691
370	-1608.16	-1609.89	1.73367	0.1065695
380	-1590.07	-1591.17	1.10053	0.1414098
390	-1604.19	-1605.84	1.64781	0.1115115
400	-1599.55	-1599.35	-0.204013	0.2117023
410	-1617.81	-1619.7	1.89695	0.09674506
420	-1674.18	-1676.47	2.29024	0.06381062
430	-1658.68	-1660.92	2.24117	0.07056432
440	-1767.42	-1769.5	2.07665	0.03794995
450	-1769.69	-1771.75	2.06298	0.03751344
460	-1618.07	-1619.97	1.90067	0.09651268
470	-1684.06	-1686.37	2.30571	0.06003406
480	-1677.51	-1679.81	2.29673	0.06249557
490	-1596	-1597.41	1.40828	0.1248281
500	-1661.37	-1663.62	2.25207	0.0693087
510	-1694.59	-1696.9	2.31037	0.05637493
520	-1811.53	-1813.28	1.75136	0.03047154
530	-1612.91	-1614.73	1.8207	0.101418
540	-1658.52	-1660.76	2.24048	0.07064068
550	-1757.07	-1759.21	2.13448	0.04002386
560	-1761.81	-1763.92	2.10892	0.03905694
570	-1825.25	-1826.87	1.6256	0.02851618
580	-1693.31	-1695.62	2.31041	0.05680172
590	-1588.82	-1589.31	0.484287	0.1742518
600	-1600.31	-1600.08	-0.236057	0.2134811
610	-1593.97	-1594.04	0.0698852	0.1966387
620	-1593.42	-1594.72	1.30054	0.1306767
630	-1661.12	-1663.37	2.2511	0.06942478
640	-1626.24	-1628.25	2.00418	0.08980381
650	-1792.45	-1794.36	1.90723	0.03346285
660	-1663.98	-1666.25	2.26167	0.06812376
670	-1618.9	-1620.82	1.91245	0.09577242
680	-1712.32	-1714.62	2.2936	0.05091602
690	-1624.66	-1626.65	1.98606	0.09101535
700	-1588.23	-1589.11	0.883666	0.1529607
710	-1597.71	-1599.18	1.46841	0.1215339
720	-1732.44	-1734.69	2.24128	0.04558136
730	-1634.73	-1636.82	2.08887	0.08384108
740	-1605.42	-1604.98	-0.432212	0.2244511
750	-1587.9	-1588.66	0.758261	0.159632
760	-1600.3	-1601.85	1.54763	0.117149
770	-1597.69	-1599.16	1.4677	0.1215726
780	-1595.04	-1595.05	0.0105375	0.1998823
790	-1668.32	-1670.6	2.2755	0.06623117
800	-1608.91	-1610.65	1.74838	0.1057101
810	-1659.23	-1661.47	2.24348	0.07030453
820	-1597.67	-1599.13	1.46685	0.1216195
830	-1641.68	-1643.83	2.14467	0.07952896
840	-1592.6	-1593.86	1.26031	0.1328462
850	-1666.5	-1668.77	2.26999	0.0670167
860	-1604.81	-1606.47	1.66223	0.1106897
870	-1588.07	-1588.92	0.844755	0.1550304
880	-1588.58	-1589.1	0.521019	0.1722857
890	-1587.92	-1588.61	0.698044	0.1628379
