Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_extinction[5]	log_extinction[6]	log_extinction[7]	log_extinction[8]	log_extinction[9]	log_extinction[10]	log_extinction[11]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	log_speciation[5]	log_speciation[6]	log_speciation[7]	log_speciation[8]	log_speciation[9]	log_speciation[10]	log_speciation[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
3770	-1546.46	-1569.61	23.1429	0.139049	0.138821	0.1346	0.134117	0.146984	0.148349	0.168798	0.158924	0.164696	0.163768	0.165544	-1.97293	-1.97457	-2.00545	-2.00904	-1.91743	-1.90819	-1.77905	-1.83933	-1.80365	-1.80931	-1.79852	-1.29351	-1.2719	-1.33884	-1.41341	-1.54272	-1.5475	-1.54944	-1.57203	-1.5905	-1.6417	-1.67965	0.274307	0.280299	0.26215	0.243311	0.213799	0.212778	0.212366	0.207623	0.203823	0.193651	0.18644
3780	-1546.33	-1570.28	23.9592	0.147704	0.146197	0.15282	0.162947	0.151421	0.157499	0.165361	0.167075	0.161297	0.158393	0.149254	-1.91254	-1.9228	-1.8785	-1.81433	-1.88769	-1.84834	-1.79963	-1.78931	-1.82451	-1.84267	-1.90211	-1.35015	-1.44537	-1.41075	-1.35243	-1.37472	-1.45242	-1.55307	-1.60101	-1.60309	-1.66774	-1.68197	0.259201	0.235659	0.24396	0.258612	0.25291	0.234003	0.211598	0.201693	0.201273	0.188673	0.186007
3790	-1552.14	-1572.88	20.7331	0.219343	0.204145	0.231461	0.210163	0.228818	0.223938	0.223003	0.209795	0.218701	0.214837	0.2094	-1.51712	-1.58892	-1.46334	-1.55987	-1.47483	-1.49639	-1.50057	-1.56162	-1.52005	-1.53788	-1.56351	-1.24614	-1.33833	-1.28798	-1.23313	-1.30976	-1.33915	-1.31782	-1.2864	-1.3141	-1.38098	-1.29085	0.287612	0.262285	0.275828	0.29138	0.269884	0.26207	0.267717	0.276264	0.268716	0.251331	0.275038
3800	-1547.06	-1569.89	22.8327	0.155881	0.158089	0.157519	0.1487	0.156724	0.157849	0.160009	0.154262	0.163374	0.186128	0.20173	-1.85866	-1.8446	-1.84821	-1.90582	-1.85327	-1.84611	-1.83252	-1.86911	-1.81171	-1.68132	-1.60083	-1.34927	-1.29485	-1.3147	-1.39734	-1.42895	-1.4969	-1.55201	-1.57627	-1.67813	-1.69524	-1.72267	0.25943	0.27394	0.268554	0.247254	0.23956	0.223823	0.211823	0.206744	0.186724	0.183556	0.178589
3810	-1547.33	-1568.1	20.7697	0.147705	0.148798	0.161012	0.165302	0.170124	0.1674	0.147882	0.139503	0.135884	0.150508	0.143768	-1.91254	-1.90517	-1.82628	-1.79998	-1.77123	-1.78737	-1.91134	-1.96967	-1.99595	-1.89374	-1.93956	-1.3491	-1.43639	-1.51717	-1.54735	-1.61554	-1.73245	-1.77126	-1.76093	-1.75151	-1.81156	-1.78032	0.259474	0.237785	0.219331	0.212811	0.198783	0.176851	0.170118	0.171884	0.173512	0.1634	0.168585
3820	-1547.47	-1570.13	22.6655	0.225853	0.247657	0.264304	0.278975	0.285337	0.299137	0.279035	0.27552	0.267381	0.256042	0.253662	-1.48787	-1.39571	-1.33066	-1.27663	-1.25408	-1.20685	-1.27642	-1.2891	-1.31908	-1.36242	-1.37175	-1.06065	-1.05873	-0.982559	-1.11469	-1.11879	-1.22254	-1.24502	-1.23255	-1.23923	-1.30871	-1.28021	0.346231	0.346895	0.374352	0.328016	0.326674	0.294481	0.287936	0.291547	0.289607	0.270167	0.27798
3830	-1548.15	-1572.37	24.2195	0.272732	0.272532	0.260519	0.264002	0.271388	0.27449	0.27741	0.27458	0.250909	0.225906	0.247371	-1.29927	-1.3	-1.34508	-1.3318	-1.30421	-1.29284	-1.28226	-1.29251	-1.38267	-1.48764	-1.39687	-1.12821	-1.0945	-1.08788	-1.09824	-1.11411	-1.19509	-1.27273	-1.26675	-1.32855	-1.25487	-1.21239	0.323611	0.334706	0.336929	0.333457	0.328206	0.302678	0.280067	0.281747	0.26486	0.285113	0.297487
3840	-1556.17	-1570.46	14.296	0.0810417	0.0784709	0.0966573	0.0987207	0.107155	0.0925184	0.0995385	0.0937707	0.0932726	0.0950036	0.101098	-2.51279	-2.54503	-2.33658	-2.31546	-2.23348	-2.38035	-2.30721	-2.3669	-2.37223	-2.35384	-2.29166	-1.56764	-1.65183	-1.64515	-1.76078	-1.8545	-1.82911	-1.85368	-1.92785	-1.90261	-1.93855	-1.9467	0.208536	0.191699	0.192983	0.171911	0.156531	0.160556	0.15666	0.14546	0.149179	0.143913	0.142745
3850	-1544.48	-1568.27	23.7844	0.198629	0.210315	0.217385	0.220998	0.228499	0.255479	0.271067	0.257437	0.248923	0.23299	0.224123	-1.61632	-1.55915	-1.52608	-1.5096	-1.47622	-1.36461	-1.30539	-1.35698	-1.39061	-1.45676	-1.49556	-1.20431	-1.18689	-1.24487	-1.17481	-1.26948	-1.2826	-1.30909	-1.35412	-1.29442	-1.26414	-1.31527	0.299899	0.30517	0.28798	0.308878	0.280977	0.277315	0.270065	0.258174	0.274056	0.282482	0.268401
3860	-1548.48	-1569.35	20.8756	0.237776	0.241186	0.255753	0.2614	0.246638	0.253319	0.235165	0.249103	0.270136	0.240991	0.22043	-1.43643	-1.42219	-1.36354	-1.3417	-1.39983	-1.3731	-1.44747	-1.38989	-1.30883	-1.423	-1.51218	-1.11718	-1.09957	-1.11284	-1.09401	-1.22638	-1.26831	-1.30375	-1.2974	-1.34872	-1.45027	-1.44653	0.327202	0.333014	0.328623	0.33487	0.293351	0.281306	0.271511	0.27324	0.259572	0.234507	0.235386
3870	-1546.86	-1568.72	21.8645	0.101219	0.0983092	0.10163	0.10478	0.106793	0.109083	0.109747	0.115903	0.103488	0.10379	0.108384	-2.29047	-2.31964	-2.28642	-2.25589	-2.23686	-2.21564	-2.20957	-2.155	-2.2683	-2.26539	-2.22207	-1.48158	-1.5713	-1.69359	-1.80763	-1.81646	-1.80478	-1.82381	-1.802	-1.91508	-1.9288	-1.9024	0.227278	0.207775	0.183859	0.164042	0.1626	0.16451	0.161409	0.164969	0.14733	0.145323	0.14921
3880	-1546.98	-1568.13	21.1483	0.0938351	0.0946638	0.107098	0.113698	0.120071	0.128638	0.134311	0.132062	0.139433	0.143387	0.148161	-2.36622	-2.35742	-2.23401	-2.17421	-2.11967	-2.05075	-2.0076	-2.02449	-1.97017	-1.94221	-1.90946	-1.47607	-1.56526	-1.63285	-1.71849	-1.69512	-1.76511	-1.73144	-1.83852	-1.82434	-1.8472	-1.91738	0.228533	0.209033	0.195372	0.179336	0.183578	0.171168	0.177029	0.159053	0.161324	0.157679	0.146991
3890	-1548.38	-1567.81	19.4232	0.100831	0.106803	0.124345	0.118937	0.119717	0.121025	0.124237	0.122909	0.129274	0.133425	0.135286	-2.29431	-2.23677	-2.08469	-2.12916	-2.12262	-2.11176	-2.08557	-2.09631	-2.04582	-2.01422	-2.00037	-1.38954	-1.49189	-1.50135	-1.66394	-1.67111	-1.66466	-1.68305	-1.70142	-1.77454	-1.73244	-1.62752	0.24919	0.224946	0.222829	0.189391	0.188037	0.189255	0.185806	0.182424	0.169561	0.176852	0.196416
3900	-1543.77	-1570.07	26.2996	0.123754	0.121182	0.118387	0.117473	0.114854	0.129265	0.125928	0.127961	0.123991	0.125121	0.117718	-2.08946	-2.11046	-2.13379	-2.14155	-2.16409	-2.04589	-2.07205	-2.05603	-2.08754	-2.07848	-2.13947	-1.43197	-1.48453	-1.59452	-1.61231	-1.59631	-1.63889	-1.65648	-1.61669	-1.61462	-1.58605	-1.60454	0.238839	0.226608	0.203006	0.199426	0.202643	0.194196	0.19081	0.198555	0.198967	0.204732	0.200983
3910	-1547.38	-1570.43	23.0468	0.182936	0.210165	0.210448	0.201262	0.212715	0.227334	0.22341	0.230296	0.224796	0.197038	0.195736	-1.69862	-1.55986	-1.55851	-1.60315	-1.5478	-1.48133	-1.49875	-1.46839	-1.49256	-1.62436	-1.63099	-1.29889	-1.34469	-1.35032	-1.37091	-1.40818	-1.36278	-1.36644	-1.37555	-1.43689	-1.37647	-1.32606	0.272836	0.26062	0.259158	0.253876	0.244588	0.255949	0.255013	0.252701	0.237666	0.252468	0.265522
3920	-1545.87	-1568.79	22.921	0.182491	0.201847	0.197811	0.190949	0.193984	0.218235	0.214352	0.211758	0.224389	0.228266	0.231887	-1.70105	-1.60024	-1.62044	-1.65575	-1.63998	-1.52218	-1.54014	-1.55231	-1.49437	-1.47724	-1.4615	-1.2699	-1.2843	-1.28228	-1.4157	-1.44862	-1.42038	-1.43745	-1.47519	-1.54105	-1.6084	-1.5445	0.28086	0.276843	0.277405	0.242756	0.234895	0.241622	0.237533	0.228735	0.214157	0.200208	0.213419
3930	-1544.65	-1569.1	24.4449	0.160249	0.167801	0.180262	0.168954	0.182451	0.181806	0.185082	0.183981	0.181581	0.170304	0.172499	-1.83102	-1.78498	-1.71334	-1.77813	-1.70127	-1.70481	-1.68696	-1.69292	-1.70605	-1.77017	-1.75736	-1.22507	-1.35516	-1.33596	-1.33985	-1.38239	-1.38619	-1.35635	-1.36965	-1.47433	-1.46671	-1.49791	0.293738	0.257905	0.262905	0.261885	0.250978	0.250025	0.2576	0.254196	0.228931	0.230683	0.223598
3940	-1545.42	-1566.68	21.2611	0.116787	0.122143	0.136605	0.1418	0.143478	0.141515	0.129926	0.129204	0.134904	0.137161	0.131061	-2.1474	-2.10257	-1.99066	-1.95334	-1.94157	-1.95535	-2.04079	-2.04636	-2.0032	-1.9866	-2.03209	-1.34188	-1.4205	-1.4725	-1.56404	-1.67854	-1.73957	-1.67429	-1.71184	-1.73899	-1.65759	-1.69504	0.261354	0.241593	0.229352	0.209288	0.186645	0.175596	0.187441	0.180533	0.175697	0.190599	0.183593
3950	-1547.84	-1570.7	22.8583	0.158956	0.156656	0.147958	0.153201	0.145909	0.15729	0.151034	0.148684	0.149525	0.139348	0.133626	-1.83913	-1.8537	-1.91083	-1.87601	-1.92477	-1.84966	-1.89025	-1.90593	-1.90029	-1.97078	-2.01271	-1.37396	-1.37405	-1.42882	-1.39523	-1.53255	-1.47908	-1.55458	-1.54119	-1.52073	-1.46632	-1.37228	0.253101	0.25308	0.239592	0.247777	0.215983	0.227847	0.211278	0.214125	0.218551	0.230773	0.253527
3960	-1546.12	-1572.02	25.8975	0.186244	0.173014	0.177471	0.187242	0.175863	0.189759	0.19757	0.207167	0.19636	0.190721	0.196965	-1.6807	-1.75439	-1.72895	-1.67535	-1.73805	-1.662	-1.62166	-1.57423	-1.62781	-1.65695	-1.62473	-1.34088	-1.383	-1.40572	-1.35507	-1.38977	-1.44299	-1.50175	-1.52424	-1.48357	-1.4391	-1.4627	0.261617	0.250826	0.24519	0.257929	0.249133	0.23622	0.222739	0.217787	0.226826	0.237142	0.231611
3970	-1555.42	-1569.98	14.5633	0.167002	0.148478	0.141659	0.146937	0.160838	0.184452	0.181762	0.183203	0.187796	0.185145	0.182295	-1.78975	-1.90732	-1.95433	-1.91775	-1.82736	-1.69037	-1.70506	-1.69716	-1.6724	-1.68661	-1.70213	-1.1756	-1.25617	-1.37342	-1.42207	-1.49752	-1.46607	-1.52682	-1.48418	-1.28047	-1.26249	-1.27956	0.308633	0.284742	0.25324	0.241213	0.223684	0.230832	0.217225	0.226688	0.277907	0.282948	0.27816
3980	-1548	-1570.79	22.7837	0.26151	0.268128	0.286474	0.283372	0.321198	0.323115	0.354645	0.361605	0.376554	0.367706	0.387673	-1.34128	-1.31629	-1.25011	-1.261	-1.1357	-1.12975	-1.03664	-1.0172	-0.976694	-1.00047	-0.947592	-1.03393	-0.984556	-1.06227	-1.10172	-1.00461	-0.956101	-0.970304	-0.973451	-1.0227	-1.0338	-0.95417	0.355608	0.373605	0.345672	0.3323	0.366188	0.384389	0.378968	0.377777	0.359622	0.355653	0.385132
3990	-1549.57	-1568.61	19.0403	0.182097	0.184384	0.176288	0.189226	0.212872	0.223405	0.232236	0.23229	0.235478	0.240119	0.228502	-1.70322	-1.69073	-1.73564	-1.66482	-1.54707	-1.49877	-1.46	-1.45977	-1.44614	-1.42662	-1.47621	-1.21449	-1.26784	-1.43601	-1.43752	-1.34416	-1.28324	-1.27372	-1.30493	-1.17335	-1.13533	-1.1544	0.296861	0.281439	0.237875	0.237517	0.260758	0.277138	0.279788	0.271191	0.309328	0.321316	0.315247
4000	-1545.47	-1571.83	26.3558	0.196861	0.196912	0.212215	0.208259	0.198782	0.205539	0.208163	0.222463	0.234811	0.22142	0.213174	-1.62526	-1.625	-1.55016	-1.56898	-1.61555	-1.58212	-1.56943	-1.50299	-1.44897	-1.50769	-1.54565	-1.19917	-1.24553	-1.23671	-1.23222	-1.24088	-1.13735	-1.19912	-1.184	-1.2035	-1.19717	-1.24238	0.301446	0.287788	0.290339	0.291646	0.28913	0.320667	0.301458	0.306053	0.300141	0.302048	0.288696
4010	-1549.51	-1569.22	19.7116	0.221574	0.2228	0.209775	0.235156	0.268013	0.258172	0.262088	0.27146	0.283477	0.303284	0.305435	-1.507	-1.50148	-1.56172	-1.4475	-1.31672	-1.35413	-1.33907	-1.30394	-1.26062	-1.19309	-1.18602	-1.16669	-1.10653	-1.16511	-1.24955	-1.16914	-1.24614	-1.15144	-1.13817	-1.16163	-1.22317	-1.28491	0.311396	0.330705	0.311888	0.286634	0.310634	0.287613	0.316182	0.320405	0.312975	0.294295	0.276675
4020	-1545.86	-1569.96	24.1007	0.239131	0.245815	0.249056	0.262034	0.26886	0.258495	0.257535	0.264199	0.286383	0.29522	0.306379	-1.43074	-1.40317	-1.39008	-1.33928	-1.31357	-1.35288	-1.3566	-1.33105	-1.25043	-1.22003	-1.18293	-1.09758	-1.067	-1.13231	-1.09204	-1.08093	-1.15718	-1.267	-1.29967	-1.18758	-1.23913	-1.26014	0.333678	0.34404	0.322289	0.335531	0.339278	0.314373	0.281676	0.272621	0.304959	0.289637	0.283615
4030	-1546.89	-1568.95	22.0574	0.150528	0.148833	0.156454	0.154501	0.150778	0.156312	0.171325	0.174464	0.19413	0.213111	0.212817	-1.89361	-1.90493	-1.85499	-1.86755	-1.89195	-1.8559	-1.76419	-1.74604	-1.63923	-1.54594	-1.54732	-1.32547	-1.32009	-1.39005	-1.43211	-1.44395	-1.48034	-1.52846	-1.46382	-1.49781	-1.46935	-1.61321	0.265677	0.267112	0.249064	0.238804	0.235993	0.227559	0.216869	0.231352	0.22362	0.230074	0.199246
4040	-1549.31	-1569.05	19.7377	0.207278	0.227183	0.231164	0.257428	0.254843	0.261088	0.25854	0.289975	0.28882	0.298994	0.284997	-1.57369	-1.482	-1.46463	-1.35702	-1.36711	-1.3429	-1.3527	-1.23796	-1.24195	-1.20733	-1.25527	-1.1844	-1.20293	-1.14857	-1.29061	-1.20617	-1.24264	-1.19786	-1.18876	-1.12752	-1.232	-1.252	0.305929	0.300313	0.317089	0.275102	0.299341	0.288621	0.301839	0.304598	0.323837	0.291707	0.285932
4050	-1551.79	-1569.58	17.7833	0.134711	0.138844	0.142578	0.151802	0.152117	0.155661	0.17487	0.18509	0.200266	0.208637	0.204656	-2.00462	-1.9744	-1.94786	-1.88518	-1.8831	-1.86008	-1.74371	-1.68692	-1.60811	-1.56716	-1.58643	-1.33595	-1.45641	-1.47623	-1.46016	-1.46569	-1.39786	-1.39251	-1.3726	-1.44277	-1.40993	-1.20256	0.26291	0.233071	0.228498	0.232199	0.230918	0.247125	0.248452	0.253447	0.236272	0.244161	0.300425
4060	-1553.64	-1573.24	19.6003	0.14314	0.171382	0.174047	0.172747	0.160596	0.158551	0.168165	0.159354	0.174971	0.178348	0.191428	-1.94393	-1.76386	-1.74843	-1.75593	-1.82887	-1.84168	-1.78281	-1.83663	-1.74314	-1.72402	-1.65324	-1.31237	-1.31935	-1.31674	-1.29942	-1.25076	-1.20022	-1.20242	-1.3011	-1.414	-1.41489	-1.45159	0.269183	0.26731	0.268008	0.272689	0.286288	0.301128	0.300465	0.272232	0.24317	0.242952	0.234198
4070	-1547.15	-1568.7	21.5446	0.204749	0.204542	0.234872	0.240684	0.231229	0.239768	0.235173	0.262026	0.280007	0.26173	0.246092	-1.58597	-1.58698	-1.44872	-1.42427	-1.46435	-1.42808	-1.44744	-1.33931	-1.27294	-1.34044	-1.40205	-1.17681	-1.14734	-1.14828	-1.19707	-1.28528	-1.36923	-1.35489	-1.40509	-1.43164	-1.37182	-1.32906	0.30826	0.317481	0.317182	0.302079	0.276574	0.254302	0.257975	0.245345	0.238917	0.253646	0.264727
4080	-1543.29	-1570.82	27.5362	0.154308	0.147475	0.155884	0.152718	0.15741	0.16344	0.158369	0.165622	0.166587	0.167738	0.172195	-1.8688	-1.91409	-1.85865	-1.87916	-1.8489	-1.81131	-1.84283	-1.79805	-1.79224	-1.78535	-1.75913	-1.32272	-1.33095	-1.37104	-1.40921	-1.37101	-1.37189	-1.37095	-1.48637	-1.53381	-1.55124	-1.58149	0.266411	0.264227	0.253842	0.244336	0.253852	0.253627	0.253866	0.226193	0.215712	0.211984	0.205668
4090	-1550.71	-1574.89	24.1854	0.0677846	0.0722313	0.0745026	0.0809772	0.0815572	0.0774562	0.076181	0.0793909	0.0898965	0.0902011	0.0880545	-2.69142	-2.62788	-2.59692	-2.51359	-2.50645	-2.55804	-2.57464	-2.53337	-2.4091	-2.40571	-2.4298	-1.54718	-1.54419	-1.59358	-1.63492	-1.60329	-1.5789	-1.63894	-1.74946	-1.71879	-1.69769	-1.72066	0.212848	0.213485	0.203197	0.194969	0.201232	0.206201	0.194186	0.173868	0.179283	0.183106	0.178949
4100	-1550.95	-1567.52	16.5683	0.137306	0.158875	0.158207	0.162093	0.160889	0.168512	0.18683	0.188408	0.172934	0.152841	0.153278	-1.98555	-1.83964	-1.84385	-1.81958	-1.82704	-1.78075	-1.67755	-1.66915	-1.75484	-1.87835	-1.8755	-1.25455	-1.42976	-1.48249	-1.54495	-1.52571	-1.53363	-1.51109	-1.49678	-1.51168	-1.59319	-1.51634	0.285205	0.239367	0.227072	0.213323	0.217467	0.215751	0.220668	0.223851	0.220538	0.203277	0.219514
4110	-1545	-1568.85	23.8571	0.184646	0.202181	0.191727	0.191538	0.187237	0.190059	0.191807	0.194325	0.193355	0.196865	0.191081	-1.68931	-1.59859	-1.65168	-1.65267	-1.67538	-1.66042	-1.65127	-1.63822	-1.64323	-1.62524	-1.65506	-1.20624	-1.30183	-1.3657	-1.38659	-1.40036	-1.38728	-1.41769	-1.49315	-1.46707	-1.32083	-1.27149	0.299321	0.272033	0.255203	0.249925	0.246509	0.249755	0.242272	0.224663	0.230599	0.266915	0.280414
4120	-1548.54	-1569.45	20.91	0.150222	0.153452	0.139582	0.157011	0.165439	0.183082	0.187174	0.183284	0.186937	0.183142	0.182591	-1.89564	-1.87437	-1.9691	-1.85144	-1.79915	-1.69782	-1.67571	-1.69672	-1.67698	-1.69749	-1.70051	-1.23244	-1.26257	-1.35104	-1.47988	-1.40212	-1.39065	-1.43579	-1.48529	-1.50144	-1.56797	-1.57469	0.291581	0.282925	0.258971	0.227664	0.246074	0.248914	0.237928	0.226437	0.222808	0.208469	0.207072
4130	-1551.11	-1567.68	16.566	0.154824	0.169491	0.163602	0.165239	0.176968	0.177954	0.172293	0.184843	0.192095	0.205943	0.232607	-1.86547	-1.77496	-1.81032	-1.80036	-1.73179	-1.72623	-1.75856	-1.68825	-1.64976	-1.58015	-1.45841	-1.29068	-1.23931	-1.38094	-1.47239	-1.40023	-1.52173	-1.54383	-1.60124	-1.49125	-1.50964	-1.50138	0.275083	0.289584	0.251341	0.229378	0.246541	0.218333	0.213561	0.201647	0.225091	0.22099	0.222823
4140	-1546.58	-1570.78	24.1991	0.151901	0.150074	0.148435	0.156645	0.160486	0.150079	0.153711	0.156887	0.15608	0.161001	0.175996	-1.88453	-1.89663	-1.90761	-1.85378	-1.82955	-1.8966	-1.87268	-1.85223	-1.85739	-1.82634	-1.7373	-1.40099	-1.45202	-1.44004	-1.43981	-1.52006	-1.60612	-1.57356	-1.56411	-1.52747	-1.65644	-1.60972	0.246354	0.234097	0.236917	0.236973	0.218698	0.200666	0.207306	0.209275	0.217084	0.190817	0.199944
4150	-1542.74	-1568.47	25.7377	0.204843	0.233653	0.245848	0.247678	0.267002	0.2684	0.264068	0.251561	0.264811	0.257226	0.251782	-1.58551	-1.45392	-1.40304	-1.39563	-1.3205	-1.31528	-1.33155	-1.38007	-1.32874	-1.3578	-1.37919	-1.18166	-1.14766	-1.21071	-1.17309	-1.17036	-1.12399	-1.15838	-1.20651	-1.23878	-1.23593	-1.23658	0.30677	0.317377	0.297987	0.309409	0.310254	0.32498	0.313996	0.29924	0.289737	0.290565	0.290375
4160	-1549.76	-1568.46	18.7071	0.15815	0.167424	0.177046	0.193871	0.192635	0.193766	0.192611	0.215184	0.213744	0.213714	0.202021	-1.84421	-1.78723	-1.73135	-1.64056	-1.64696	-1.64111	-1.64708	-1.53626	-1.54298	-1.54311	-1.59938	-1.24082	-1.1763	-1.28318	-1.40577	-1.41927	-1.38422	-1.4851	-1.53197	-1.45967	-1.47728	-1.35979	0.289146	0.308418	0.277154	0.245177	0.24189	0.25052	0.22648	0.21611	0.232313	0.228258	0.256714
4170	-1553.49	-1568.09	14.6022	0.188153	0.179459	0.177589	0.175578	0.186025	0.201732	0.200798	0.220322	0.237767	0.270764	0.235459	-1.6705	-1.71781	-1.72828	-1.73967	-1.68187	-1.60081	-1.60545	-1.51266	-1.43647	-1.30651	-1.44622	-1.20014	-1.27217	-1.32064	-1.40367	-1.56474	-1.62422	-1.50966	-1.48196	-1.48393	-1.49138	-1.5258	0.301151	0.280221	0.266964	0.245693	0.209142	0.197064	0.220984	0.227191	0.226744	0.225062	0.217446
4180	-1543.1	-1570.52	27.4216	0.115339	0.125477	0.127835	0.134277	0.144043	0.150465	0.147019	0.146031	0.150949	0.153655	0.158161	-2.15988	-2.07564	-2.05701	-2.00785	-1.93764	-1.89402	-1.91719	-1.92394	-1.89082	-1.87304	-1.84414	-1.49358	-1.5188	-1.55114	-1.56181	-1.5741	-1.58933	-1.59767	-1.67407	-1.60494	-1.59641	-1.55953	0.224567	0.218976	0.212006	0.209757	0.207194	0.204062	0.202367	0.187483	0.200901	0.202622	0.210235
4190	-1553.89	-1567.51	13.6259	0.110414	0.11003	0.134015	0.142204	0.133664	0.129836	0.138436	0.1454	0.143465	0.160218	0.163682	-2.20352	-2.207	-2.0098	-1.95049	-2.01243	-2.04148	-1.97735	-1.92826	-1.94167	-1.83122	-1.80983	-1.3248	-1.46444	-1.54989	-1.54181	-1.61229	-1.61614	-1.62701	-1.70303	-1.66839	-1.81118	-1.75432	0.265857	0.231208	0.21227	0.213993	0.199431	0.198664	0.196515	0.18213	0.18855	0.163461	0.173025
4200	-1545.08	-1567.91	22.8237	0.133484	0.135346	0.13367	0.133218	0.138894	0.133133	0.135478	0.134171	0.139128	0.141144	0.152146	-2.01377	-1.99992	-2.01238	-2.01577	-1.97405	-2.0164	-1.99895	-2.00864	-1.97236	-1.95797	-1.88292	-1.28949	-1.36579	-1.48099	-1.48745	-1.56466	-1.66015	-1.66118	-1.68275	-1.58735	-1.49435	-1.5352	0.275412	0.255179	0.227412	0.225948	0.209159	0.190111	0.189914	0.185862	0.204466	0.224395	0.215412
4210	-1543	-1568.83	25.8253	0.167741	0.166402	0.164637	0.165009	0.163471	0.158105	0.160535	0.170452	0.162391	0.156261	0.152049	-1.78533	-1.79335	-1.80401	-1.80176	-1.81112	-1.8445	-1.82924	-1.7693	-1.81775	-1.85623	-1.88356	-1.31071	-1.33715	-1.43024	-1.47923	-1.52186	-1.58717	-1.48688	-1.4659	-1.48031	-1.50191	-1.42426	0.26963	0.262593	0.239251	0.227813	0.218306	0.204503	0.226078	0.230869	0.227566	0.222705	0.240686
4220	-1546.3	-1567.34	21.0395	0.152555	0.166498	0.18216	0.172265	0.174168	0.179404	0.176138	0.178405	0.174071	0.184764	0.200005	-1.88023	-1.79277	-1.70287	-1.75872	-1.74773	-1.71811	-1.73649	-1.7237	-1.74829	-1.68868	-1.60941	-1.2348	-1.24236	-1.31382	-1.45591	-1.52263	-1.60484	-1.63408	-1.69366	-1.61975	-1.59534	-1.60204	0.290892	0.288703	0.26879	0.233189	0.218137	0.200923	0.195132	0.183846	0.197948	0.202839	0.201485
4230	-1546.25	-1566.4	20.1465	0.140193	0.147537	0.157131	0.186547	0.196068	0.182833	0.18472	0.167671	0.155814	0.160088	0.164657	-1.96474	-1.91368	-1.85068	-1.67907	-1.62929	-1.69918	-1.68891	-1.78575	-1.85909	-1.83203	-1.80389	-1.29243	-1.34511	-1.44649	-1.46279	-1.49819	-1.53969	-1.59721	-1.53287	-1.54904	-1.56461	-1.56321	0.274603	0.260511	0.235395	0.23159	0.223535	0.214448	0.20246	0.215916	0.212452	0.209169	0.209463
4240	-1549.65	-1568.68	19.03	0.190041	0.188186	0.193238	0.213977	0.207732	0.204189	0.212063	0.219776	0.204656	0.1978	0.188606	-1.66051	-1.67033	-1.64383	-1.54189	-1.57151	-1.58871	-1.55087	-1.51515	-1.58642	-1.6205	-1.6681	-1.12183	-1.23089	-1.29699	-1.38292	-1.41561	-1.50868	-1.45065	-1.49576	-1.49848	-1.49613	-1.66747	0.325684	0.292033	0.273354	0.250846	0.242777	0.221202	0.234417	0.224079	0.22347	0.223995	0.188723
4250	-1546.43	-1569.11	22.6804	0.179203	0.191476	0.211177	0.21772	0.218674	0.210024	0.223921	0.219939	0.212874	0.205245	0.215703	-1.71923	-1.65299	-1.55506	-1.52455	-1.52017	-1.56053	-1.49646	-1.51441	-1.54706	-1.58355	-1.53385	-1.2551	-1.32926	-1.43249	-1.413	-1.36377	-1.34631	-1.40622	-1.32643	-1.41406	-1.46679	-1.43512	0.285047	0.264673	0.238713	0.243412	0.255695	0.2602	0.245067	0.265424	0.243155	0.230665	0.238086
4260	-1556.71	-1568.64	11.9348	0.196836	0.204503	0.220508	0.271688	0.304839	0.322652	0.323816	0.31818	0.354436	0.3335	0.325171	-1.62538	-1.58717	-1.51182	-1.3031	-1.18797	-1.13118	-1.12758	-1.14514	-1.03723	-1.09811	-1.1234	-1.20188	-1.19918	-1.20418	-1.07016	-1.19287	-1.13837	-1.17223	-1.17883	-1.16622	-1.24128	-1.12214	0.300629	0.301442	0.299937	0.342952	0.30335	0.32034	0.309675	0.307639	0.311541	0.289013	0.325581
4270	-1547.48	-1568.54	21.0634	0.160814	0.176634	0.169283	0.172411	0.170479	0.184462	0.192289	0.186685	0.19501	0.207865	0.191241	-1.82751	-1.73368	-1.77618	-1.75787	-1.76914	-1.69031	-1.64876	-1.67833	-1.6347	-1.57087	-1.65422	-1.28641	-1.39847	-1.48003	-1.4691	-1.50613	-1.49852	-1.49341	-1.54384	-1.45304	-1.45756	-1.57283	0.27626	0.246976	0.227632	0.230132	0.221767	0.223461	0.224606	0.21356	0.233859	0.232805	0.207457
4280	-1546.44	-1570.41	23.9656	0.217761	0.214406	0.221897	0.210556	0.229602	0.244545	0.233418	0.247274	0.254514	0.26179	0.294462	-1.52436	-1.53989	-1.50554	-1.558	-1.47141	-1.40836	-1.45492	-1.39726	-1.3684	-1.34021	-1.2226	-1.23952	-1.21372	-1.27437	-1.25699	-1.31465	-1.33663	-1.30707	-1.28782	-1.35703	-1.42907	-1.46635	0.289522	0.297091	0.279608	0.284508	0.268568	0.262729	0.270613	0.275873	0.257425	0.239532	0.230766
