Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1589.99	-1590.34	0.353509	0.1812728
10	-1593.29	-1594.58	1.29438	0.1310092
20	-1587.93	-1588.62	0.686714	0.1634415
30	-1587.9	-1588.61	0.712042	0.1620924
40	-1591.17	-1592.35	1.17872	0.1372282
50	-1587.9	-1588.61	0.71673	0.1618428
60	-1591.55	-1592.76	1.20213	0.1359731
70	-1588.17	-1589.04	0.870858	0.153642
80	-1591.01	-1592.17	1.1679	0.1378079
90	-1588.47	-1589.01	0.538432	0.1713544
100	-1594.51	-1594.55	0.0395022	0.198298
110	-1592.85	-1594.12	1.27294	0.1321661
120	-1587.98	-1588.64	0.660837	0.1648205
130	-1590.93	-1592.09	1.163	0.1380703
140	-1588.67	-1589.17	0.506831	0.1730448
150	-1588.26	-1589.15	0.889483	0.1526513
160	-1590.14	-1591.24	1.10583	0.141127
170	-1594.25	-1595.59	1.33797	0.1286518
180	-1595.68	-1597.07	1.39609	0.1254935
190	-1588.73	-1589.7	0.966443	0.1485567
200	-1588.99	-1589.45	0.461544	0.1754704
210	-1589.68	-1590.75	1.06773	0.1431604
220	-1593.1	-1594.39	1.28549	0.1314891
230	-1590.09	-1590.43	0.344059	0.1817816
240	-1587.92	-1588.69	0.776629	0.1586545
250	-1600.95	-1602.51	1.56555	0.1161488
260	-1587.98	-1588.79	0.812134	0.1567655
270	-1589.45	-1590.5	1.04697	0.1442677
280	-1589.58	-1590.64	1.05881	0.1436361
290	-1587.98	-1588.64	0.660399	0.1648438
300	-1589.92	-1591	1.08807	0.1420753
310	-1587.91	-1588.61	0.703486	0.1625481
320	-1606.34	-1608.04	1.69605	0.1087497
330	-1588.68	-1589.18	0.505099	0.1731375
340	-1588.14	-1588.75	0.609002	0.167585
350	-1589.11	-1590.12	1.01172	0.146146
360	-1598.05	-1597.91	-0.137594	0.2080268
370	-1588.02	-1588.85	0.828239	0.1559089
380	-1588.02	-1588.85	0.829616	0.1558356
390	-1588.63	-1589.59	0.952977	0.1492734
400	-1594.38	-1595.72	1.34355	0.1283497
410	-1588.72	-1589.68	0.964881	0.1486399
420	-1589.04	-1590.05	1.0043	0.146541
430	-1591.67	-1592.88	1.20893	0.1356081
440	-1592.48	-1593.73	1.25384	0.1331946
450	-1587.92	-1588.61	0.691595	0.1631815
460	-1603.31	-1604.94	1.62682	0.1127026
470	-1588.14	-1588.75	0.609108	0.1675793
480	-1589.61	-1590	0.391055	0.1792536
490	-1588.16	-1588.76	0.603736	0.167866
500	-1588.02	-1588.85	0.828942	0.1558715
510	-1589.39	-1589.8	0.414463	0.1779961
520	-1587.99	-1588.81	0.817626	0.1564734
530	-1588.27	-1588.85	0.57705	0.1692908
540	-1587.89	-1588.63	0.735795	0.1608277
550	-1588.84	-1589.32	0.481859	0.1743819
560	-1587.92	-1588.61	0.69755	0.1628643
570	-1591.25	-1592.44	1.18368	0.1369624
580	-1588.76	-1589.73	0.970429	0.1483445
590	-1588.22	-1589.1	0.88182	0.1530589
600	-1599.51	-1599.31	-0.202163	0.2115998
610	-1589.61	-1590.67	1.06153	0.143491
620	-1597.17	-1598.62	1.45027	0.1225301
630	-1602.24	-1603.84	1.59995	0.1142193
640	-1592.32	-1593.56	1.24519	0.1336602
650	-1588.23	-1589.11	0.884146	0.1529352
660	-1587.96	-1588.77	0.805308	0.1571287
670	-1591.86	-1593.08	1.21979	0.1350254
680	-1590.37	-1590.69	0.318646	0.1831507
690	-1600.07	-1601.61	1.54096	0.1175206
700	-1590.02	-1590.37	0.350242	0.1814487
710	-1595.84	-1597.25	1.40241	0.1251485
720	-1593.22	-1593.34	0.114165	0.1942254
