Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
11290	-1541.73	-1567.24	25.5061	0.278959	0.276002	0.245441	0.228333	0.226052	0.225717	0.229066	0.222059	0.222899	0.216239	0.22712
11300	-1546.78	-1568.56	21.7746	0.295571	0.281846	0.27821	0.273244	0.292078	0.271623	0.276072	0.294205	0.299399	0.28372	0.256248
11310	-1554.06	-1568.84	14.7824	0.271665	0.259196	0.275513	0.261838	0.244769	0.269747	0.296252	0.321584	0.286036	0.304131	0.325984
11320	-1549.97	-1572.49	22.5213	0.378004	0.399745	0.406997	0.380917	0.368527	0.341436	0.36883	0.385273	0.38228	0.421184	0.416004
11330	-1553.83	-1568.14	14.3117	0.28475	0.26169	0.249053	0.237324	0.208778	0.22575	0.235971	0.219148	0.209574	0.212108	0.205944
11340	-1545.8	-1567.97	22.1738	0.303632	0.286929	0.278821	0.234654	0.244968	0.230526	0.242751	0.236042	0.232039	0.227289	0.222853
11350	-1553.36	-1571.59	18.2291	0.221302	0.205551	0.210931	0.192354	0.178999	0.171083	0.159255	0.189181	0.180244	0.184614	0.184782
11360	-1551.14	-1574.65	23.5038	0.334012	0.336626	0.33511	0.346027	0.361528	0.323586	0.317098	0.325521	0.315729	0.318199	0.333179
11370	-1550.75	-1570.17	19.4222	0.316526	0.323336	0.325211	0.319675	0.32181	0.298114	0.299614	0.27814	0.234638	0.212351	0.22337
11380	-1547.07	-1567.97	20.8996	0.266532	0.278874	0.245763	0.239238	0.239493	0.239173	0.236887	0.222157	0.225081	0.244365	0.23711
11390	-1547.31	-1567.91	20.5993	0.276332	0.269332	0.230987	0.2271	0.21548	0.207212	0.201032	0.19553	0.200798	0.189442	0.196087
11400	-1550.01	-1570.88	20.8626	0.246327	0.260405	0.251708	0.23693	0.231975	0.231194	0.252114	0.2727	0.237996	0.216713	0.218481
11410	-1547.01	-1568.34	21.3302	0.273868	0.247247	0.256112	0.223966	0.213215	0.215402	0.229586	0.234274	0.241097	0.250678	0.265789
11420	-1544.46	-1569.1	24.6435	0.315085	0.307616	0.27423	0.264426	0.237981	0.251233	0.270249	0.273322	0.25447	0.253792	0.268701
11430	-1546.94	-1571.61	24.6651	0.290203	0.269625	0.286737	0.266816	0.25846	0.258339	0.26714	0.271657	0.262581	0.283205	0.256576
11440	-1543.21	-1569.29	26.0782	0.261414	0.26874	0.272953	0.259363	0.240488	0.246842	0.236118	0.228252	0.229873	0.22445	0.224808
11450	-1553.85	-1568.16	14.3069	0.287079	0.245303	0.230619	0.225752	0.221573	0.219084	0.201536	0.211259	0.185592	0.174782	0.190639
11460	-1544.03	-1567.68	23.6538	0.280976	0.256099	0.227074	0.240098	0.210813	0.206625	0.216727	0.215773	0.20731	0.206241	0.203655
11470	-1546.61	-1568.16	21.5467	0.281846	0.286921	0.277929	0.245161	0.230751	0.237928	0.20512	0.197293	0.193234	0.188577	0.181593
11480	-1546.94	-1567.79	20.8466	0.309779	0.270156	0.27446	0.265504	0.240227	0.231097	0.231369	0.248562	0.225733	0.229299	0.244355
11490	-1546.85	-1567.64	20.7859	0.255155	0.253503	0.231178	0.220373	0.215669	0.204319	0.192964	0.206096	0.208261	0.212776	0.200215
11500	-1545.99	-1570.83	24.8427	0.304977	0.277795	0.289103	0.278227	0.274595	0.279983	0.305019	0.314758	0.296743	0.272999	0.264196
11510	-1550.86	-1568.79	17.9245	0.285216	0.273444	0.257784	0.273203	0.281374	0.280599	0.268971	0.278762	0.274862	0.267783	0.254281
11520	-1550.67	-1568.08	17.4128	0.302262	0.287658	0.283516	0.245184	0.26673	0.249139	0.283985	0.302992	0.297847	0.286258	0.290358
11530	-1546.52	-1570.86	24.3337	0.357812	0.352297	0.314656	0.315777	0.321349	0.294214	0.2942	0.312796	0.312895	0.282813	0.291722
11540	-1548.02	-1570.63	22.6136	0.258543	0.23889	0.221086	0.211399	0.213474	0.248322	0.246919	0.248382	0.253768	0.249045	0.250939
11550	-1546.8	-1571.24	24.439	0.23521	0.233487	0.223718	0.212557	0.20214	0.200029	0.212047	0.220191	0.231351	0.220435	0.235745
11560	-1546.5	-1569	22.5014	0.282598	0.294379	0.280355	0.267106	0.248531	0.21505	0.216759	0.219316	0.230393	0.227715	0.237258
11570	-1545.36	-1568.75	23.3968	0.288508	0.283125	0.288864	0.273714	0.267697	0.244527	0.260742	0.267611	0.264418	0.246103	0.259404
11580	-1552.7	-1570.36	17.6624	0.2444	0.217381	0.205069	0.198183	0.22132	0.206207	0.20022	0.206379	0.203397	0.233749	0.26157
11590	-1544.59	-1568.08	23.4909	0.308781	0.308273	0.271011	0.249814	0.245739	0.238016	0.234829	0.213759	0.238539	0.238961	0.242123
11600	-1550.68	-1569.79	19.1105	0.294683	0.311005	0.287558	0.307106	0.278473	0.287084	0.305188	0.294779	0.323712	0.343822	0.344459
11610	-1548.56	-1569.15	20.5952	0.323391	0.327684	0.328303	0.33556	0.292687	0.268373	0.267166	0.283397	0.277056	0.256673	0.239208
11620	-1547.35	-1569.57	22.2216	0.320238	0.32848	0.299875	0.309213	0.295842	0.301796	0.312683	0.269239	0.271044	0.295613	0.28717
11630	-1542.51	-1568.79	26.2818	0.283521	0.275375	0.267804	0.26737	0.254908	0.271754	0.256215	0.262419	0.252481	0.266071	0.246203
11640	-1556.04	-1569.61	13.5678	0.316772	0.317298	0.311527	0.287787	0.298245	0.288341	0.264974	0.223259	0.241991	0.259165	0.271805
11650	-1543.73	-1567.19	23.458	0.265379	0.244018	0.226626	0.223194	0.239604	0.219209	0.210618	0.210121	0.200496	0.204754	0.225126
11660	-1545.73	-1572.01	26.2857	0.365884	0.34769	0.340754	0.329041	0.336886	0.338903	0.381692	0.364964	0.371064	0.357137	0.356541
11670	-1545.81	-1569.82	24.0079	0.351278	0.35336	0.335232	0.28842	0.284902	0.275788	0.270346	0.274186	0.272592	0.296895	0.262057
11680	-1546.16	-1569.48	23.3279	0.253758	0.26498	0.251295	0.255024	0.246432	0.223865	0.231814	0.233012	0.25063	0.248365	0.26583
11690	-1549.24	-1571.2	21.9601	0.291136	0.279613	0.29224	0.301687	0.267933	0.264099	0.275567	0.292374	0.309674	0.296388	0.282589
11700	-1546.13	-1569.6	23.4725	0.319597	0.324295	0.306955	0.301831	0.313121	0.290146	0.307061	0.330812	0.313682	0.289326	0.287981
11710	-1556.54	-1569.99	13.4494	0.285205	0.312842	0.300713	0.285185	0.313257	0.30662	0.27829	0.317741	0.272112	0.271585	0.280568
11720	-1543.76	-1567.23	23.4753	0.268839	0.246621	0.226057	0.229025	0.223733	0.210603	0.215015	0.206254	0.20848	0.208679	0.226817
11730	-1547.05	-1569.09	22.0388	0.306283	0.283346	0.294161	0.302868	0.278764	0.267527	0.277757	0.25489	0.269068	0.244123	0.233825
11740	-1543.71	-1571.85	28.1448	0.311951	0.294569	0.273681	0.263154	0.276321	0.279173	0.278407	0.279055	0.269901	0.267878	0.268781
11750	-1547.06	-1567.56	20.5078	0.292233	0.259051	0.247199	0.241913	0.217766	0.209144	0.228125	0.213774	0.220248	0.201166	0.208674
11760	-1543.02	-1569.03	26.008	0.237811	0.237503	0.232952	0.21309	0.192551	0.177849	0.184858	0.185662	0.192821	0.19058	0.191253
11770	-1548.35	-1566.5	18.1469	0.272421	0.239422	0.203105	0.197768	0.178512	0.190413	0.184799	0.17307	0.176768	0.188544	0.195533
11780	-1553.78	-1571.38	17.598	0.24358	0.208656	0.197383	0.199474	0.200387	0.198024	0.200957	0.19166	0.206789	0.190268	0.207745
11790	-1548.73	-1570.13	21.4017	0.288698	0.330864	0.319811	0.316267	0.318862	0.269173	0.254069	0.269429	0.267252	0.260655	0.239195
11800	-1553.46	-1570.61	17.1573	0.241878	0.23319	0.238498	0.216898	0.203449	0.206338	0.212061	0.208679	0.204202	0.180197	0.168029
11810	-1548.22	-1570.24	22.0185	0.266826	0.255758	0.245344	0.235315	0.22029	0.191816	0.177741	0.174728	0.174103	0.173737	0.164968
11820	-1543.46	-1567.72	24.2642	0.286887	0.252498	0.23346	0.216188	0.218547	0.221245	0.223906	0.211338	0.212784	0.1974	0.199231
11830	-1548.25	-1571.29	23.0332	0.256062	0.249456	0.229636	0.218992	0.216604	0.21934	0.236619	0.222912	0.23445	0.236276	0.265776
11840	-1545.4	-1568.29	22.8843	0.30029	0.275764	0.241748	0.230233	0.222681	0.205595	0.204383	0.194155	0.21136	0.210162	0.199638
11850	-1544.33	-1569.07	24.7335	0.251791	0.236315	0.232255	0.207974	0.206866	0.199986	0.207507	0.191233	0.181375	0.179411	0.187508
11860	-1547.09	-1570.5	23.4035	0.236578	0.225057	0.210829	0.213433	0.213108	0.206676	0.19028	0.193656	0.198337	0.193042	0.209214
11870	-1548.53	-1568.07	19.5395	0.265388	0.244588	0.241921	0.259235	0.263796	0.260449	0.244947	0.219434	0.212631	0.20518	0.201426
11880	-1542.2	-1567.26	25.0589	0.283653	0.26707	0.253912	0.240046	0.228755	0.221693	0.215909	0.217427	0.214474	0.217208	0.200001
11890	-1543.36	-1567.95	24.5969	0.262961	0.248421	0.235922	0.225807	0.220162	0.217692	0.220521	0.210031	0.221304	0.216614	0.220946
11900	-1550.17	-1569.28	19.1097	0.258801	0.253004	0.25953	0.263401	0.21907	0.208696	0.194287	0.195934	0.202019	0.184831	0.178671
11910	-1546.61	-1571.38	24.7765	0.316523	0.277104	0.272913	0.274629	0.265267	0.245554	0.24207	0.22946	0.233504	0.223994	0.22547
11920	-1548	-1568.78	20.7812	0.291041	0.261342	0.233037	0.235586	0.241438	0.209977	0.207063	0.197788	0.186808	0.17296	0.170934
11930	-1543.92	-1569.64	25.7172	0.289115	0.262528	0.248014	0.231821	0.230721	0.21204	0.197923	0.188902	0.195623	0.187347	0.188783
11940	-1548.01	-1571.59	23.5754	0.320974	0.314122	0.320202	0.293165	0.288556	0.285681	0.259501	0.276014	0.277926	0.295409	0.290277
11950	-1545.24	-1568.34	23.0996	0.286321	0.284347	0.271523	0.261147	0.239154	0.229944	0.228446	0.229124	0.214292	0.222764	0.202418
11960	-1545.19	-1567.96	22.7664	0.276267	0.243245	0.22835	0.232961	0.223647	0.223931	0.202664	0.192252	0.182604	0.177839	0.176119
11970	-1547.12	-1568.27	21.1497	0.285873	0.282008	0.277111	0.256197	0.244586	0.236071	0.216553	0.229335	0.240333	0.230067	0.250822
11980	-1546.37	-1569.18	22.8145	0.287428	0.282638	0.282433	0.273366	0.242694	0.219765	0.224999	0.244399	0.235311	0.246506	0.262645
11990	-1547.27	-1568.95	21.6759	0.317397	0.295143	0.29633	0.287064	0.275848	0.266479	0.260498	0.267583	0.273617	0.266032	0.282893
12000	-1551.21	-1569.82	18.6019	0.327998	0.312819	0.301315	0.290092	0.246141	0.281345	0.270666	0.244424	0.244119	0.245188	0.247282
12010	-1552.55	-1570.29	17.743	0.316257	0.333333	0.325607	0.301695	0.290361	0.282001	0.273514	0.270239	0.246197	0.279157	0.241413
12020	-1551.79	-1574.33	22.5365	0.280674	0.287719	0.262606	0.276196	0.273189	0.273686	0.273393	0.253318	0.27451	0.27121	0.273518
12030	-1552.48	-1567.79	15.3128	0.275563	0.254522	0.259407	0.235938	0.22772	0.198655	0.217067	0.213931	0.216612	0.227334	0.253968
12040	-1553.75	-1567.59	13.8455	0.257845	0.225564	0.21373	0.196511	0.202529	0.176997	0.181983	0.171574	0.18223	0.161101	0.162793
12050	-1542.37	-1568.09	25.7296	0.283986	0.269543	0.257769	0.258436	0.243897	0.239447	0.23315	0.212906	0.216929	0.216272	0.224424
12060	-1551.33	-1571.02	19.6898	0.289687	0.301028	0.292775	0.262284	0.267867	0.249678	0.232693	0.232912	0.231332	0.251565	0.253554
12070	-1552.48	-1571.82	19.3477	0.227746	0.251418	0.221505	0.237508	0.230149	0.227198	0.229094	0.230263	0.209523	0.201638	0.187064
12080	-1549.7	-1569.99	20.2879	0.295548	0.33349	0.344735	0.311814	0.309821	0.303224	0.298374	0.312416	0.328688	0.313025	0.280754
12090	-1555.07	-1571.1	16.0316	0.235114	0.229462	0.229	0.210658	0.198492	0.184323	0.197772	0.199477	0.231043	0.229744	0.237754
12100	-1543.04	-1567.07	24.0325	0.295385	0.287972	0.261037	0.252874	0.238608	0.21291	0.230578	0.220444	0.215221	0.220644	0.22205
12110	-1546.93	-1569.39	22.4552	0.301244	0.274774	0.260731	0.238828	0.257986	0.245915	0.25497	0.229244	0.22182	0.217332	0.224665
12120	-1549.16	-1568.66	19.4949	0.237992	0.225637	0.193699	0.176979	0.177861	0.169422	0.170794	0.190256	0.18517	0.169121	0.17181
12130	-1548.38	-1568.63	20.2569	0.254658	0.260202	0.23356	0.21747	0.213039	0.200701	0.175347	0.171277	0.16556	0.161456	0.182759
12140	-1551.5	-1570.88	19.3811	0.229994	0.22277	0.21665	0.206063	0.193046	0.177365	0.162328	0.154199	0.157636	0.158294	0.155157
12150	-1545.95	-1569.54	23.5822	0.301876	0.306512	0.28423	0.290422	0.295015	0.267733	0.251464	0.226755	0.220704	0.244206	0.235513
12160	-1553.71	-1571.46	17.7446	0.320071	0.299181	0.316402	0.2886	0.263051	0.220729	0.248289	0.258195	0.251046	0.263471	0.244549
12170	-1548.69	-1570.78	22.0964	0.310147	0.298154	0.260379	0.240346	0.246353	0.244271	0.279544	0.268029	0.245155	0.253896	0.256139
12180	-1548.38	-1569.2	20.8234	0.24669	0.255481	0.237318	0.220646	0.205047	0.189329	0.174194	0.166821	0.177606	0.175883	0.173425
12190	-1546.69	-1570.06	23.3716	0.265327	0.277813	0.27492	0.271097	0.233471	0.220896	0.229118	0.226997	0.228814	0.22033	0.232606
12200	-1545.54	-1567.53	21.9849	0.300736	0.297258	0.290839	0.282133	0.254889	0.256205	0.250408	0.245712	0.248473	0.27717	0.288766
12210	-1550.04	-1568.14	18.094	0.269817	0.255493	0.229963	0.222764	0.22809	0.221329	0.192206	0.222046	0.218474	0.206656	0.199964
12220	-1546.53	-1571.06	24.5273	0.227228	0.216079	0.191794	0.184368	0.176824	0.180988	0.167965	0.164043	0.156735	0.155168	0.144073
12230	-1543.65	-1567.8	24.1505	0.29134	0.287293	0.289924	0.267568	0.271714	0.276958	0.267344	0.27335	0.257509	0.251925	0.246809
12240	-1546.17	-1570.83	24.6592	0.251994	0.24315	0.251674	0.239373	0.231851	0.226903	0.222762	0.198774	0.201275	0.195497	0.19572
12250	-1543.18	-1570.24	27.0591	0.302382	0.304517	0.298352	0.29492	0.272242	0.266129	0.265543	0.262805	0.284212	0.282072	0.26647
12260	-1543.91	-1567.58	23.6735	0.30067	0.285157	0.252556	0.238944	0.230807	0.218381	0.225836	0.231269	0.252252	0.2552	0.240459
12270	-1548.98	-1570.21	21.2363	0.348618	0.342481	0.359557	0.322032	0.317797	0.315751	0.315454	0.302585	0.319474	0.310374	0.346866
12280	-1545.12	-1569.01	23.8932	0.271837	0.295278	0.296277	0.281211	0.265024	0.260004	0.262645	0.272436	0.262928	0.275066	0.289741
12290	-1547.11	-1568.53	21.4141	0.237159	0.226937	0.21421	0.206884	0.20892	0.191645	0.187179	0.197056	0.216572	0.195176	0.218425
12300	-1545.69	-1568.87	23.1812	0.262903	0.258176	0.239223	0.240044	0.211406	0.222224	0.221964	0.22991	0.24356	0.263959	0.261843
12310	-1547.93	-1568.71	20.7721	0.281267	0.252698	0.227842	0.207474	0.216457	0.209664	0.214675	0.210617	0.191942	0.192715	0.176084
12320	-1553.13	-1567.24	14.1084	0.24764	0.206228	0.184482	0.175529	0.16049	0.165864	0.159619	0.139277	0.131701	0.125922	0.1234
12330	-1548.7	-1568.7	20.0015	0.258306	0.255027	0.246209	0.253279	0.245976	0.22859	0.216147	0.215982	0.219328	0.222417	0.211747
12340	-1551.34	-1569.92	18.5786	0.300566	0.279685	0.272626	0.239566	0.257371	0.237938	0.227337	0.238328	0.255634	0.231834	0.228071
12350	-1549.16	-1569.07	19.9141	0.252025	0.24637	0.243015	0.2216	0.197213	0.171977	0.168528	0.160632	0.16652	0.155501	0.14826
12360	-1551.42	-1567.71	16.2898	0.261148	0.23997	0.194735	0.177006	0.171334	0.177071	0.165742	0.157028	0.165332	0.149089	0.151759
12370	-1545.98	-1568.51	22.5338	0.25426	0.26247	0.255194	0.233221	0.221978	0.225048	0.225936	0.212614	0.221229	0.215967	0.214996
12380	-1546.39	-1567.07	20.6827	0.261677	0.248027	0.239583	0.222301	0.21231	0.20787	0.195626	0.199663	0.179723	0.184548	0.200982
12390	-1547.17	-1569.08	21.9161	0.304052	0.298378	0.275675	0.25777	0.234251	0.236217	0.229825	0.220496	0.233108	0.242312	0.253878
12400	-1547.81	-1567.42	19.6118	0.267708	0.266568	0.260575	0.252054	0.212157	0.215608	0.202758	0.204856	0.212588	0.200145	0.195037
12410	-1550.04	-1569.85	19.8097	0.244289	0.235062	0.25401	0.247251	0.218054	0.223246	0.226427	0.233578	0.206979	0.206034	0.215745
12420	-1547.92	-1570.44	22.5199	0.265125	0.257749	0.24018	0.243133	0.240299	0.252346	0.246819	0.260592	0.262182	0.271976	0.277657
12430	-1550.62	-1567.8	17.1802	0.247547	0.234026	0.210166	0.197961	0.202042	0.194367	0.178119	0.181525	0.193263	0.18987	0.20027
12440	-1546.37	-1567.89	21.5171	0.274673	0.247373	0.24248	0.235772	0.249596	0.23426	0.224447	0.21586	0.196754	0.185555	0.191211
12450	-1553.64	-1569.33	15.6909	0.287228	0.262202	0.280722	0.275633	0.260124	0.283184	0.235109	0.232131	0.252681	0.264488	0.261169
12460	-1545.02	-1569.24	24.2246	0.297131	0.305955	0.289174	0.272188	0.279479	0.297947	0.299814	0.309188	0.276888	0.290134	0.283949
12470	-1541.58	-1569.45	27.869	0.276829	0.270857	0.264315	0.263007	0.269735	0.260778	0.260565	0.262641	0.256142	0.259579	0.268212
12480	-1552.76	-1570.35	17.5853	0.307824	0.281562	0.275379	0.263437	0.228579	0.213707	0.215096	0.181555	0.179943	0.182528	0.19834
12490	-1545.3	-1569.41	24.1101	0.279681	0.261535	0.276053	0.274054	0.265639	0.251967	0.244931	0.229919	0.231071	0.220736	0.213782
12500	-1548.48	-1569.41	20.9349	0.261767	0.236162	0.251455	0.242795	0.229421	0.237473	0.243287	0.242115	0.237901	0.211127	0.2166
12510	-1549.65	-1567.98	18.334	0.268338	0.257286	0.238122	0.225578	0.199657	0.215911	0.245613	0.246618	0.261087	0.274802	0.30284
12520	-1547.64	-1569.35	21.709	0.318942	0.330133	0.297166	0.304828	0.288765	0.264949	0.258085	0.266305	0.243718	0.249845	0.219225
12530	-1544.11	-1569.95	25.8397	0.26991	0.273654	0.258823	0.271141	0.27179	0.244169	0.229773	0.23725	0.230369	0.232037	0.238943
12540	-1548.23	-1567.8	19.5659	0.301875	0.312492	0.287918	0.251488	0.250223	0.264405	0.254809	0.234036	0.221934	0.24464	0.2356
12550	-1550.29	-1568.24	17.9487	0.307433	0.306289	0.283449	0.276829	0.268259	0.276574	0.276299	0.288269	0.260086	0.245377	0.225174
12560	-1547.98	-1567.84	19.859	0.300838	0.305705	0.258694	0.248374	0.260495	0.24471	0.24207	0.251153	0.215769	0.219172	0.214163
12570	-1547.66	-1569.82	22.1607	0.248129	0.243107	0.230551	0.230261	0.218571	0.221473	0.202611	0.185047	0.17704	0.169672	0.166605
12580	-1547.69	-1570.28	22.591	0.289228	0.272971	0.253036	0.262996	0.249289	0.270377	0.27383	0.245334	0.239984	0.218262	0.216771
12590	-1544.5	-1568.63	24.135	0.294245	0.28641	0.266169	0.276178	0.266471	0.252795	0.239133	0.247136	0.245671	0.237952	0.237943
12600	-1547.69	-1567.64	19.9446	0.301329	0.319393	0.306243	0.300597	0.291379	0.277621	0.272756	0.310474	0.306651	0.310426	0.295486
12610	-1550.84	-1573.04	22.1959	0.283354	0.254177	0.241784	0.246271	0.233426	0.239684	0.253644	0.257776	0.284458	0.290734	0.300062
12620	-1548.62	-1572.02	23.4035	0.36771	0.367561	0.336049	0.338367	0.308174	0.315367	0.330322	0.366064	0.362227	0.384447	0.367966
12630	-1541.69	-1569.79	28.101	0.287527	0.291202	0.290993	0.295373	0.276877	0.268537	0.25639	0.252351	0.264428	0.252328	0.25829
12640	-1547.45	-1568.93	21.4832	0.245195	0.240509	0.236015	0.229576	0.208599	0.208078	0.212447	0.196534	0.205663	0.213009	0.207117
12650	-1548.88	-1567.63	18.7505	0.235484	0.251505	0.214171	0.198313	0.177307	0.172028	0.171114	0.154037	0.152175	0.161297	0.166393
12660	-1546.31	-1568.02	21.7073	0.287439	0.24823	0.240071	0.239465	0.242463	0.234613	0.22996	0.224887	0.23409	0.22643	0.219151
12670	-1551.19	-1567.25	16.0573	0.292672	0.26141	0.257738	0.248459	0.243369	0.25073	0.265708	0.260298	0.266976	0.237839	0.219411
12680	-1549.27	-1567.88	18.6132	0.274766	0.272412	0.250185	0.23052	0.212	0.22598	0.207322	0.187254	0.178437	0.168523	0.17931
12690	-1550.87	-1567.73	16.8672	0.234001	0.220433	0.20506	0.192717	0.186949	0.169013	0.168934	0.165776	0.163666	0.172394	0.158681
12700	-1544.07	-1567.47	23.3957	0.273992	0.26396	0.264423	0.255347	0.227603	0.211506	0.198448	0.198812	0.196874	0.195135	0.184093
12710	-1549.35	-1569.34	19.9852	0.255146	0.239945	0.234541	0.222539	0.191354	0.204956	0.221864	0.208085	0.19831	0.194338	0.212118
12720	-1547.34	-1569.88	22.542	0.288027	0.294705	0.292059	0.271841	0.245073	0.257359	0.25454	0.245024	0.246108	0.246235	0.263529
12730	-1550.67	-1570.82	20.1478	0.221698	0.224355	0.207119	0.190145	0.176859	0.176029	0.175728	0.167794	0.168421	0.198886	0.202315
12740	-1547.53	-1567.67	20.1463	0.291347	0.299507	0.260338	0.24348	0.219029	0.212166	0.2097	0.204134	0.199357	0.208663	0.206525
12750	-1543.04	-1568.76	25.7242	0.293981	0.293666	0.287636	0.272403	0.263743	0.250715	0.233994	0.228986	0.221635	0.224055	0.243954
12760	-1553.34	-1568.06	14.7253	0.266623	0.242475	0.226736	0.235197	0.244225	0.252185	0.203156	0.210984	0.215213	0.216511	0.201576
12770	-1543.57	-1569.04	25.4703	0.263278	0.246514	0.236687	0.245927	0.239643	0.24156	0.234691	0.234714	0.22865	0.229551	0.22675
12780	-1545.27	-1569.72	24.4521	0.229252	0.205072	0.202495	0.189941	0.171598	0.17289	0.169766	0.175081	0.188642	0.172942	0.177678
12790	-1549.74	-1567.25	17.5057	0.243752	0.226434	0.206243	0.196757	0.183158	0.164985	0.148951	0.164817	0.167965	0.154215	0.160662
12800	-1551.26	-1571.18	19.922	0.288834	0.25105	0.252825	0.248372	0.238266	0.247302	0.22758	0.22036	0.241708	0.227429	0.256951
12810	-1548.89	-1570.56	21.671	0.249137	0.238865	0.211995	0.20334	0.185209	0.195255	0.194428	0.198922	0.195588	0.182656	0.188978
12820	-1556.39	-1571.73	15.3369	0.198566	0.184089	0.169584	0.146647	0.143071	0.135384	0.119598	0.112822	0.111596	0.119083	0.118241
12830	-1549.2	-1567.7	18.4947	0.248053	0.232929	0.208232	0.188303	0.188471	0.17469	0.167108	0.164038	0.164319	0.168773	0.158037
12840	-1553.38	-1572.45	19.0659	0.264309	0.271584	0.256957	0.252878	0.257896	0.220721	0.235372	0.241075	0.24566	0.235898	0.253572
12850	-1552.62	-1569.47	16.8577	0.237236	0.23674	0.212787	0.208967	0.202733	0.187378	0.171692	0.164278	0.165562	0.165818	0.145068
12860	-1547.15	-1568.7	21.5529	0.274541	0.281495	0.269097	0.253643	0.245793	0.221649	0.216483	0.235789	0.248456	0.233909	0.237326
12870	-1545.51	-1569.41	23.9044	0.272613	0.259535	0.271861	0.267953	0.23431	0.250684	0.240238	0.240791	0.22283	0.232386	0.222919
12880	-1545.98	-1570.57	24.5941	0.28948	0.292379	0.314499	0.306064	0.298991	0.300902	0.289632	0.282384	0.28341	0.28317	0.275204
12890	-1548.37	-1566.38	18.0115	0.264544	0.254648	0.220971	0.199786	0.191613	0.192008	0.194109	0.192426	0.185943	0.186664	0.188282
12900	-1544.71	-1567.45	22.7338	0.278311	0.281658	0.254583	0.253564	0.229862	0.232072	0.233059	0.246677	0.237913	0.243852	0.248528
12910	-1548.55	-1570.31	21.7562	0.25479	0.261593	0.228146	0.243226	0.240117	0.222543	0.236216	0.226733	0.221953	0.236727	0.225695
12920	-1548.26	-1569.65	21.3863	0.303274	0.306372	0.31329	0.294772	0.286678	0.274276	0.294245	0.298466	0.287144	0.278008	0.26571
12930	-1543.23	-1568.8	25.5771	0.2865	0.260498	0.248752	0.220349	0.213476	0.204117	0.195432	0.199693	0.185639	0.192743	0.189443
12940	-1545.94	-1568.75	22.8151	0.305224	0.292808	0.297298	0.278917	0.260417	0.274905	0.26585	0.244416	0.23603	0.231583	0.238777
12950	-1544.25	-1568.78	24.5328	0.309064	0.270315	0.26647	0.269715	0.261286	0.243505	0.233517	0.218503	0.218844	0.219631	0.213934
12960	-1549.71	-1572.03	22.3222	0.24028	0.215541	0.205721	0.212073	0.192506	0.190124	0.194752	0.196759	0.186019	0.193209	0.194893
12970	-1549.6	-1574.8	25.2003	0.300843	0.316645	0.326507	0.34265	0.351717	0.31331	0.311339	0.342814	0.344547	0.339594	0.331238
12980	-1555.42	-1570.98	15.567	0.323905	0.279725	0.252201	0.221315	0.223057	0.210451	0.22908	0.251218	0.255406	0.233982	0.258436
12990	-1544.33	-1569.82	25.4909	0.32837	0.331767	0.326823	0.320833	0.324052	0.332296	0.342501	0.354996	0.35335	0.37691	0.359986
13000	-1544.37	-1567.87	23.5002	0.275918	0.283168	0.283644	0.268187	0.265937	0.260569	0.267536	0.296041	0.290073	0.297182	0.30267
13010	-1548.09	-1569.14	21.0513	0.241563	0.213151	0.201047	0.204421	0.200037	0.194941	0.188659	0.198997	0.19995	0.220364	0.215819
13020	-1547.44	-1567.78	20.3457	0.23634	0.201724	0.198891	0.184184	0.171258	0.148701	0.141589	0.140521	0.14085	0.143886	0.150887
13030	-1541.38	-1567.96	26.5884	0.275445	0.26792	0.259019	0.242316	0.231995	0.227758	0.212422	0.218998	0.222299	0.210415	0.207046
13040	-1553.35	-1569.93	16.582	0.294122	0.315055	0.29022	0.295385	0.264414	0.243879	0.234003	0.229671	0.218615	0.204201	0.195032
13050	-1551.59	-1569.91	18.3198	0.23149	0.219696	0.213427	0.191109	0.182329	0.194759	0.177089	0.180098	0.177435	0.161563	0.161051
13060	-1543.3	-1568.88	25.5837	0.269895	0.254054	0.252415	0.247957	0.252925	0.253533	0.243565	0.241278	0.214366	0.220085	0.213809
13070	-1545.65	-1568.04	22.3882	0.295046	0.296818	0.297425	0.275562	0.257587	0.245607	0.225689	0.213664	0.18982	0.206813	0.201927
13080	-1546	-1568.09	22.0944	0.293194	0.294154	0.281982	0.266527	0.248475	0.257829	0.242955	0.255327	0.240654	0.237384	0.247563
13090	-1550.11	-1569.74	19.6313	0.255114	0.226423	0.203422	0.186264	0.173039	0.160293	0.154114	0.151385	0.160747	0.160154	0.16445
13100	-1543.85	-1567.81	23.954	0.273441	0.267582	0.235593	0.227712	0.214375	0.211058	0.197474	0.181664	0.185188	0.188058	0.182377
13110	-1551.57	-1568.25	16.6792	0.306597	0.297276	0.310214	0.275654	0.276273	0.249802	0.264436	0.253986	0.270414	0.262495	0.255282
13120	-1551.56	-1569.15	17.5894	0.246127	0.231455	0.207864	0.21436	0.220628	0.1997	0.193596	0.171723	0.170689	0.158023	0.155147
13130	-1545.6	-1570.24	24.6408	0.319144	0.313378	0.274919	0.260371	0.25861	0.258179	0.247184	0.260266	0.263542	0.261304	0.255365
