Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_extinction[5]	log_extinction[6]	log_extinction[7]	log_extinction[8]	log_extinction[9]	log_extinction[10]	log_extinction[11]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	log_speciation[5]	log_speciation[6]	log_speciation[7]	log_speciation[8]	log_speciation[9]	log_speciation[10]	log_speciation[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
5130	-1544.83	-1569.31	24.4835	0.181566	0.180763	0.171682	0.174937	0.173533	0.16623	0.173694	0.183272	0.179883	0.177636	0.163001	-1.70614	-1.71057	-1.76211	-1.74333	-1.75138	-1.79438	-1.75046	-1.69679	-1.71545	-1.72802	-1.814	-1.24476	-1.29561	-1.38937	-1.41909	-1.40888	-1.39005	-1.41993	-1.48522	-1.53173	-1.40729	-1.37697	0.28801	0.273732	0.249233	0.241934	0.244418	0.249062	0.241731	0.226452	0.216161	0.244805	0.252342
5140	-1547.92	-1570.95	23.0369	0.0634909	0.0636389	0.0595266	0.0586676	0.0591513	0.0632608	0.0594653	0.0582334	0.0563628	0.0592571	0.0594013	-2.75686	-2.75453	-2.82133	-2.83587	-2.82766	-2.76049	-2.82236	-2.8433	-2.87595	-2.82587	-2.82344	-1.48403	-1.61549	-1.70365	-1.78907	-1.83494	-1.82393	-1.91661	-1.89269	-1.85863	-1.81452	-1.80302	0.226722	0.198793	0.182018	0.167116	0.159624	0.16139	0.147105	0.150665	0.155886	0.162916	0.164801
5150	-1548.53	-1571.6	23.0706	0.252729	0.251379	0.222843	0.23929	0.240886	0.236606	0.230508	0.259734	0.250598	0.250626	0.27008	-1.37544	-1.38079	-1.50129	-1.43008	-1.42343	-1.44136	-1.46747	-1.3481	-1.38391	-1.3838	-1.30904	-1.10763	-1.19255	-1.19514	-1.21619	-1.28578	-1.34459	-1.35806	-1.33535	-1.30848	-1.34564	-1.40306	0.33034	0.303447	0.30266	0.296358	0.276434	0.260646	0.257159	0.263067	0.270231	0.260373	0.245844
5160	-1543.45	-1568.69	25.2469	0.173742	0.173672	0.17631	0.184159	0.192086	0.18511	0.19574	0.18787	0.188377	0.194593	0.190097	-1.75018	-1.75059	-1.73551	-1.69196	-1.64981	-1.68681	-1.63097	-1.67201	-1.66931	-1.63685	-1.66022	-1.25236	-1.20749	-1.27262	-1.27524	-1.3805	-1.46854	-1.44814	-1.36756	-1.37651	-1.38601	-1.31548	0.285829	0.298945	0.280097	0.279364	0.251454	0.230261	0.235006	0.254728	0.252459	0.250072	0.268346
5170	-1542.29	-1569.41	27.1176	0.22895	0.240911	0.239302	0.239947	0.258882	0.279019	0.272505	0.27031	0.249685	0.256222	0.250037	-1.47425	-1.42333	-1.43003	-1.42734	-1.35138	-1.27647	-1.3001	-1.30819	-1.38756	-1.36171	-1.38615	-1.16824	-1.14364	-1.1324	-1.14502	-1.17698	-1.26429	-1.22348	-1.22326	-1.26174	-1.28026	-1.30629	0.310914	0.318658	0.322258	0.318219	0.308209	0.282438	0.294205	0.294269	0.283161	0.277966	0.270824
5180	-1547.07	-1567.93	20.8618	0.202398	0.215722	0.223161	0.25025	0.244488	0.249022	0.242633	0.23121	0.202029	0.203736	0.199142	-1.59752	-1.53377	-1.49986	-1.38529	-1.40859	-1.39021	-1.4162	-1.46443	-1.59934	-1.59093	-1.61374	-1.18831	-1.13857	-1.16526	-1.28663	-1.33722	-1.34839	-1.27545	-1.31146	-1.2567	-1.34018	-1.31035	0.304737	0.320275	0.31184	0.276201	0.262574	0.259659	0.279306	0.269427	0.284591	0.261798	0.269726
5190	-1547.85	-1568.16	20.3102	0.130008	0.140288	0.143162	0.141824	0.153314	0.142179	0.131216	0.122269	0.121026	0.108917	0.120394	-2.04016	-1.96406	-1.94378	-1.95317	-1.87527	-1.95067	-2.03091	-2.10153	-2.11175	-2.21717	-2.11699	-1.34195	-1.42076	-1.48052	-1.51055	-1.54146	-1.61015	-1.63376	-1.53258	-1.51377	-1.54083	-1.47811	0.261335	0.241531	0.227519	0.220788	0.214068	0.199857	0.195195	0.215978	0.220078	0.214204	0.228067
5200	-1556.36	-1567.81	11.4495	0.140027	0.154436	0.152989	0.146595	0.17143	0.173206	0.167814	0.159062	0.177455	0.172338	0.191814	-1.96592	-1.86797	-1.87739	-1.92008	-1.76358	-1.75327	-1.7849	-1.83846	-1.72904	-1.7583	-1.65123	-1.30799	-1.42566	-1.45606	-1.50246	-1.52681	-1.52572	-1.42746	-1.39242	-1.59293	-1.64978	-1.56069	0.270363	0.240349	0.233154	0.222582	0.217228	0.217464	0.239916	0.248473	0.203329	0.192092	0.209991
5210	-1542.83	-1568.66	25.8303	0.173661	0.187242	0.195656	0.19912	0.20261	0.216366	0.212754	0.226254	0.235126	0.234664	0.242475	-1.75065	-1.67536	-1.6314	-1.61385	-1.59647	-1.53079	-1.54762	-1.4861	-1.44763	-1.4496	-1.41686	-1.20958	-1.32369	-1.29591	-1.28086	-1.34129	-1.30411	-1.33254	-1.35896	-1.30858	-1.25966	-1.27226	0.298321	0.26615	0.273648	0.277798	0.261508	0.271414	0.263806	0.256927	0.270202	0.283751	0.280198
5220	-1547.16	-1568.97	21.8031	0.193824	0.205265	0.219205	0.220475	0.22627	0.230756	0.251238	0.262383	0.258514	0.270954	0.247662	-1.64081	-1.58345	-1.51775	-1.51197	-1.48603	-1.4664	-1.38136	-1.33795	-1.3528	-1.30581	-1.39569	-1.16962	-1.25857	-1.2052	-1.28223	-1.2729	-1.23429	-1.26097	-1.28825	-1.29762	-1.20134	-1.32458	0.310484	0.284061	0.299632	0.277419	0.280017	0.291041	0.283378	0.275753	0.273182	0.30079	0.265915
5230	-1544.7	-1569.99	25.2917	0.157395	0.152707	0.160383	0.153917	0.15122	0.154784	0.166827	0.175077	0.184511	0.185695	0.183714	-1.849	-1.87923	-1.83019	-1.87134	-1.88902	-1.86573	-1.7908	-1.74253	-1.69005	-1.68365	-1.69438	-1.29659	-1.404	-1.41702	-1.47619	-1.46127	-1.44667	-1.37511	-1.45416	-1.44389	-1.44849	-1.51673	0.273462	0.245614	0.242435	0.228507	0.231941	0.235352	0.252811	0.233597	0.236009	0.234926	0.219429
5240	-1548.66	-1568.31	19.648	0.15742	0.173	0.178165	0.19136	0.200745	0.216552	0.225738	0.201572	0.213148	0.21336	0.229155	-1.84884	-1.75446	-1.72505	-1.6536	-1.60572	-1.52992	-1.48838	-1.60161	-1.54577	-1.54477	-1.47336	-1.20404	-1.19428	-1.22205	-1.37593	-1.42457	-1.4695	-1.43225	-1.37216	-1.33851	-1.33281	-1.41459	0.299981	0.302922	0.294626	0.252604	0.240612	0.23004	0.238771	0.253559	0.262236	0.263735	0.243024
5250	-1551.88	-1568.72	16.8416	0.0975254	0.0995832	0.103321	0.109502	0.111109	0.1098	0.114191	0.123634	0.127752	0.127704	0.124829	-2.32764	-2.30676	-2.26991	-2.21181	-2.19724	-2.20909	-2.16988	-2.09043	-2.05767	-2.05804	-2.08081	-1.40602	-1.4748	-1.62736	-1.60234	-1.70164	-1.63759	-1.54275	-1.69872	-1.79037	-1.80424	-1.89001	0.245116	0.228825	0.196448	0.201425	0.182384	0.194448	0.213793	0.182917	0.166898	0.164599	0.15107
5260	-1544.33	-1568.58	24.2496	0.0904878	0.0989757	0.102255	0.104913	0.110308	0.11181	0.125409	0.121846	0.124013	0.129578	0.127576	-2.40254	-2.31288	-2.28028	-2.25462	-2.20448	-2.19096	-2.07617	-2.105	-2.08737	-2.04347	-2.05904	-1.46375	-1.48228	-1.56634	-1.60571	-1.64857	-1.73734	-1.76701	-1.79498	-1.78092	-1.74859	-1.67659	0.231367	0.22712	0.208809	0.200747	0.192325	0.175989	0.170843	0.16613	0.168484	0.174019	0.18701
5270	-1546.21	-1569	22.7931	0.153418	0.158778	0.16512	0.180686	0.191853	0.188678	0.190841	0.192303	0.207601	0.197093	0.19013	-1.87459	-1.84025	-1.80108	-1.71099	-1.65103	-1.66771	-1.65631	-1.64868	-1.57214	-1.62408	-1.66005	-1.26061	-1.17136	-1.28018	-1.33348	-1.43628	-1.4499	-1.42585	-1.38857	-1.4278	-1.3802	-1.33727	0.283481	0.309944	0.277987	0.263557	0.237811	0.234593	0.240304	0.249432	0.239835	0.251527	0.262562
5280	-1543.98	-1567.64	23.6619	0.138284	0.139308	0.144496	0.146329	0.147309	0.152978	0.153485	0.163994	0.155192	0.171412	0.180819	-1.97844	-1.97107	-1.9345	-1.9219	-1.91522	-1.87746	-1.87415	-1.80793	-1.86309	-1.76368	-1.71026	-1.24818	-1.33373	-1.41635	-1.48315	-1.58557	-1.64246	-1.69253	-1.67565	-1.64597	-1.63636	-1.61468	0.287026	0.263492	0.242599	0.226921	0.204832	0.193504	0.184052	0.187187	0.192826	0.194687	0.198955
5290	-1548.41	-1568.12	19.7087	0.151178	0.172868	0.186477	0.165119	0.148083	0.157126	0.153376	0.1453	0.143346	0.141479	0.141624	-1.88929	-1.75523	-1.67945	-1.80109	-1.90998	-1.85071	-1.87486	-1.92896	-1.94249	-1.9556	-1.95458	-1.28217	-1.26537	-1.32259	-1.3866	-1.47977	-1.48686	-1.55368	-1.56997	-1.53686	-1.56954	-1.49197	0.277433	0.282135	0.266444	0.249923	0.22769	0.226081	0.211468	0.208052	0.215056	0.20814	0.224928
5300	-1544.55	-1567.89	23.3405	0.126867	0.127746	0.128506	0.133649	0.138908	0.140293	0.146889	0.144325	0.129482	0.123884	0.116532	-2.06461	-2.05771	-2.05178	-2.01254	-1.97394	-1.96402	-1.91808	-1.93568	-2.04421	-2.08841	-2.14959	-1.31351	-1.38645	-1.41914	-1.49742	-1.60536	-1.63814	-1.66693	-1.76528	-1.82118	-1.82348	-1.82518	0.268874	0.249961	0.241922	0.223706	0.200817	0.194342	0.188825	0.171139	0.161835	0.161462	0.161189
5310	-1545.37	-1568.46	23.089	0.127735	0.130557	0.128418	0.124498	0.126769	0.129587	0.131575	0.125809	0.12099	0.119527	0.115463	-2.0578	-2.03594	-2.05246	-2.08346	-2.06539	-2.0434	-2.02818	-2.07299	-2.11205	-2.12421	-2.15881	-1.42005	-1.44475	-1.58916	-1.5639	-1.63842	-1.69473	-1.81539	-1.83542	-1.9181	-1.96155	-1.92186	0.241702	0.235804	0.204097	0.209319	0.194287	0.183649	0.162774	0.159546	0.146885	0.140641	0.146335
5320	-1548.68	-1571.89	23.2111	0.136691	0.124375	0.122754	0.123741	0.124079	0.133041	0.132846	0.121063	0.118951	0.110616	0.105947	-1.99003	-2.08446	-2.09757	-2.08957	-2.08684	-2.0171	-2.01857	-2.11144	-2.12904	-2.20169	-2.24482	-1.44158	-1.447	-1.52818	-1.47449	-1.50259	-1.57644	-1.64237	-1.63525	-1.64833	-1.74401	-1.68651	0.236553	0.235276	0.21693	0.228896	0.222552	0.206709	0.193521	0.194904	0.19237	0.174817	0.185165
5330	-1548.04	-1571.77	23.7359	0.267618	0.26402	0.25853	0.261786	0.256172	0.249468	0.227573	0.214759	0.214151	0.201039	0.210924	-1.31819	-1.33173	-1.35274	-1.34023	-1.36191	-1.38843	-1.48028	-1.53824	-1.54107	-1.60425	-1.55626	-1.09363	-1.06058	-1.03782	-1.16213	-1.13083	-1.15351	-1.2416	-1.16091	-1.23767	-1.21606	-1.21916	0.334998	0.346255	0.354228	0.31282	0.322765	0.315527	0.288921	0.313202	0.29006	0.296396	0.295478
5340	-1551.44	-1569.44	18.0015	0.122785	0.124463	0.127954	0.117024	0.115767	0.111837	0.106979	0.116186	0.108437	0.100834	0.104583	-2.09732	-2.08375	-2.05608	-2.14538	-2.15618	-2.19071	-2.23513	-2.15256	-2.22159	-2.29428	-2.25778	-1.41102	-1.50272	-1.69748	-1.7229	-1.74963	-1.71609	-1.69476	-1.61109	-1.63589	-1.59833	-1.49775	0.243895	0.222525	0.183145	0.178548	0.173838	0.179768	0.183644	0.19967	0.194779	0.202233	0.223632
5350	-1544.29	-1570.33	26.0332	0.235814	0.227704	0.232967	0.225403	0.226704	0.205969	0.214242	0.221032	0.21829	0.240184	0.249734	-1.44471	-1.47971	-1.45686	-1.48986	-1.48411	-1.58003	-1.54065	-1.50945	-1.52193	-1.42635	-1.38736	-1.10964	-1.16729	-1.24378	-1.29937	-1.30736	-1.33553	-1.29492	-1.27108	-1.23848	-1.27631	-1.26356	0.329678	0.311209	0.288294	0.272704	0.270533	0.26302	0.273919	0.280528	0.289825	0.279066	0.282646
5360	-1548.76	-1570.62	21.8607	0.168957	0.165861	0.170834	0.168393	0.176035	0.168023	0.17574	0.170814	0.190743	0.20567	0.210145	-1.77811	-1.7966	-1.76706	-1.78145	-1.73707	-1.78365	-1.73875	-1.76718	-1.65683	-1.58148	-1.55996	-1.22161	-1.2334	-1.31364	-1.29588	-1.27465	-1.29934	-1.47932	-1.5209	-1.55334	-1.57351	-1.61774	0.294754	0.291301	0.26884	0.273657	0.279528	0.272713	0.227793	0.218515	0.211541	0.207316	0.198347
5370	-1549.65	-1570.25	20.5933	0.138642	0.132402	0.133752	0.143759	0.136641	0.133726	0.138751	0.150295	0.16411	0.161071	0.17375	-1.97586	-2.02191	-2.01177	-1.93962	-1.9904	-2.01197	-1.97508	-1.89515	-1.80722	-1.82591	-1.75014	-1.36495	-1.52601	-1.62303	-1.54431	-1.56769	-1.57697	-1.53595	-1.49989	-1.48854	-1.43718	-1.4682	0.255393	0.217401	0.1973	0.213458	0.208526	0.206601	0.215251	0.223154	0.225701	0.237598	0.230339
5380	-1543.33	-1568.42	25.0895	0.144284	0.140451	0.136383	0.127824	0.137579	0.153588	0.15848	0.15897	0.154652	0.145991	0.148748	-1.93598	-1.9629	-1.99229	-2.0571	-1.98356	-1.87348	-1.84213	-1.83904	-1.86658	-1.92421	-1.9055	-1.34497	-1.37423	-1.43161	-1.5097	-1.57294	-1.61257	-1.63177	-1.66625	-1.65548	-1.59729	-1.6146	0.260547	0.253035	0.238924	0.220976	0.207434	0.199374	0.195584	0.188954	0.191001	0.202444	0.19897
5390	-1556.75	-1571.51	14.7608	0.107768	0.100974	0.107544	0.104684	0.109789	0.115588	0.11132	0.113395	0.115153	0.119639	0.125048	-2.22778	-2.2929	-2.22985	-2.25681	-2.20919	-2.15772	-2.19534	-2.17688	-2.1615	-2.12327	-2.07905	-1.5398	-1.55337	-1.62106	-1.7785	-1.72293	-1.79784	-1.83755	-2.05882	-2.00759	-2.05967	-1.97138	0.214425	0.211534	0.197689	0.168891	0.178542	0.165657	0.159208	0.127605	0.134312	0.127496	0.139265
5400	-1548.37	-1568.65	20.2798	0.121583	0.133137	0.125349	0.116133	0.124928	0.133047	0.127433	0.120515	0.124821	0.123545	0.117146	-2.10716	-2.01638	-2.07666	-2.15302	-2.08002	-2.01705	-2.06017	-2.11598	-2.08087	-2.09115	-2.14433	-1.39231	-1.48445	-1.56467	-1.59127	-1.62538	-1.62142	-1.67278	-1.57149	-1.69701	-1.70221	-1.74059	0.248501	0.226627	0.209157	0.203666	0.196836	0.197617	0.187725	0.207735	0.18323	0.182281	0.175418
5410	-1548.45	-1567.92	19.4694	0.155377	0.148841	0.149246	0.153084	0.153435	0.1559	0.14755	0.144827	0.140335	0.136801	0.127132	-1.8619	-1.90488	-1.90216	-1.87677	-1.87448	-1.85854	-1.91359	-1.93222	-1.96372	-1.98923	-2.06253	-1.3075	-1.30243	-1.38672	-1.57476	-1.60402	-1.60696	-1.55442	-1.71119	-1.75448	-1.71518	-1.75309	0.270495	0.271871	0.249893	0.207058	0.201087	0.200497	0.211312	0.180651	0.172998	0.179932	0.173239
5420	-1546.52	-1567.63	21.1057	0.141523	0.167656	0.185633	0.166848	0.168185	0.174323	0.167557	0.172838	0.174865	0.163961	0.166092	-1.95529	-1.78584	-1.68399	-1.79067	-1.78269	-1.74684	-1.78643	-1.7554	-1.74374	-1.80813	-1.79521	-1.33704	-1.38894	-1.45718	-1.52391	-1.52934	-1.52797	-1.5382	-1.53356	-1.61168	-1.62297	-1.60259	0.262621	0.24934	0.232892	0.217859	0.216678	0.216977	0.214768	0.215767	0.199553	0.197311	0.201375
5430	-1547.3	-1568.15	20.8498	0.204483	0.215047	0.248334	0.241472	0.216015	0.219234	0.225319	0.227016	0.231331	0.219072	0.210761	-1.58727	-1.5369	-1.39298	-1.421	-1.53241	-1.51761	-1.49024	-1.48273	-1.46391	-1.51836	-1.55703	-1.17732	-1.15785	-1.17214	-1.19746	-1.3416	-1.38013	-1.44822	-1.49379	-1.45569	-1.38786	-1.36266	0.308103	0.314162	0.309705	0.301959	0.261428	0.251546	0.234988	0.224519	0.23324	0.249609	0.255979
5440	-1550.29	-1570.14	19.8475	0.14858	0.160561	0.151086	0.140303	0.134119	0.137328	0.134341	0.13917	0.128315	0.125797	0.119704	-1.90663	-1.82908	-1.8899	-1.96395	-2.00903	-1.98539	-2.00737	-1.97206	-2.05327	-2.07309	-2.12273	-1.41504	-1.32279	-1.47183	-1.48024	-1.55406	-1.55479	-1.67775	-1.7106	-1.66828	-1.66649	-1.61281	0.242915	0.266391	0.229505	0.227583	0.211389	0.211233	0.186794	0.180757	0.18857	0.18891	0.199327
5450	-1552.36	-1575.36	23.0017	0.116225	0.10269	0.100297	0.101762	0.103996	0.0978474	0.100126	0.091295	0.084732	0.085818	0.0795443	-2.15223	-2.27604	-2.29962	-2.28512	-2.2634	-2.32435	-2.30132	-2.39366	-2.46826	-2.45553	-2.53144	-1.51362	-1.49043	-1.56943	-1.57776	-1.5682	-1.53421	-1.63313	-1.59828	-1.63303	-1.60085	-1.64723	0.220111	0.225276	0.208164	0.206437	0.20842	0.215627	0.195316	0.202244	0.195336	0.201726	0.192583
5460	-1558.46	-1569.7	11.2431	0.18747	0.180151	0.192972	0.166548	0.158556	0.139549	0.132043	0.125887	0.116931	0.111152	0.113091	-1.67414	-1.71396	-1.64521	-1.79247	-1.84165	-1.96934	-2.02463	-2.07237	-2.14617	-2.19686	-2.17956	-1.17344	-1.28888	-1.37755	-1.30736	-1.4224	-1.49606	-1.53705	-1.59228	-1.77786	-1.80749	-1.79098	0.3093	0.275581	0.252196	0.270532	0.241133	0.224011	0.215015	0.203462	0.169	0.164066	0.166796
5470	-1545.59	-1567.73	22.1396	0.135028	0.14216	0.151262	0.158731	0.15853	0.161867	0.151635	0.134572	0.129366	0.133595	0.136561	-2.00227	-1.9508	-1.88874	-1.84054	-1.84181	-1.82098	-1.88628	-2.00566	-2.04511	-2.01294	-1.99098	-1.28698	-1.32538	-1.40883	-1.42582	-1.53854	-1.51573	-1.58507	-1.65995	-1.5886	-1.62436	-1.65047	0.276102	0.265702	0.24443	0.240311	0.214694	0.219649	0.204933	0.190148	0.204211	0.197037	0.19196
5480	-1547.41	-1568.63	21.225	0.189967	0.209805	0.239047	0.246822	0.2328	0.240813	0.228793	0.230549	0.247295	0.256738	0.252361	-1.66091	-1.56158	-1.43109	-1.39909	-1.45758	-1.42374	-1.47494	-1.46729	-1.39717	-1.3597	-1.37689	-1.19004	-1.24337	-1.33318	-1.27438	-1.27679	-1.38728	-1.46521	-1.44661	-1.44576	-1.43435	-1.47521	0.304208	0.288411	0.263637	0.279604	0.278931	0.249753	0.231029	0.235366	0.235567	0.23827	0.22873
5490	-1546.46	-1569.06	22.5983	0.207885	0.22496	0.226263	0.217201	0.226446	0.216128	0.23011	0.255006	0.250698	0.236473	0.23489	-1.57077	-1.49183	-1.48606	-1.52693	-1.48525	-1.53189	-1.4692	-1.36647	-1.38351	-1.44192	-1.44864	-1.19795	-1.22841	-1.2236	-1.31521	-1.34096	-1.40645	-1.36709	-1.26873	-1.28294	-1.35199	-1.27115	0.301812	0.292759	0.294168	0.268419	0.261595	0.245011	0.254847	0.28119	0.277222	0.258725	0.28051
5500	-1541.6	-1568.07	26.4771	0.14245	0.152664	0.155683	0.159217	0.160459	0.169374	0.167978	0.162703	0.175954	0.179324	0.169124	-1.94876	-1.87951	-1.85993	-1.83749	-1.82971	-1.77564	-1.78392	-1.81583	-1.73753	-1.71856	-1.77712	-1.36252	-1.41836	-1.44991	-1.53896	-1.55885	-1.56696	-1.62415	-1.66098	-1.6697	-1.61452	-1.59423	0.256014	0.24211	0.234592	0.214604	0.210379	0.208678	0.19708	0.189952	0.188304	0.198986	0.203064
5510	-1545.2	-1568.23	23.0215	0.135985	0.137111	0.131677	0.135933	0.129295	0.139777	0.154316	0.159866	0.148815	0.141279	0.136025	-1.99521	-1.98696	-2.0274	-1.99559	-2.04566	-1.96771	-1.86875	-1.83342	-1.90505	-1.95702	-1.99491	-1.34889	-1.43599	-1.43162	-1.55818	-1.6012	-1.6439	-1.69907	-1.68073	-1.6764	-1.6838	-1.64109	0.259528	0.237879	0.238923	0.210518	0.201654	0.193226	0.182854	0.186239	0.187046	0.185667	0.193768
5520	-1547.56	-1567.9	20.3381	0.109571	0.105242	0.115046	0.12582	0.123909	0.133433	0.140082	0.147299	0.151072	0.136188	0.133959	-2.21118	-2.25149	-2.16242	-2.07291	-2.08821	-2.01415	-1.96553	-1.91529	-1.89	-1.99372	-2.01022	-1.37227	-1.49334	-1.59052	-1.56451	-1.62572	-1.60045	-1.61847	-1.64299	-1.69136	-1.60941	-1.67032	0.253531	0.224621	0.203819	0.209191	0.19677	0.201805	0.198201	0.193401	0.184269	0.200005	0.188187
5530	-1548.27	-1568.41	20.1418	0.154015	0.154135	0.156214	0.153166	0.170359	0.186737	0.200504	0.211345	0.201434	0.190273	0.171499	-1.87071	-1.86992	-1.85653	-1.87623	-1.76985	-1.67806	-1.60692	-1.55427	-1.60229	-1.65929	-1.76318	-1.31552	-1.39199	-1.39171	-1.47034	-1.5107	-1.46691	-1.55483	-1.60925	-1.51128	-1.45408	-1.47474	0.268336	0.24858	0.248649	0.229846	0.220756	0.230636	0.211226	0.200038	0.220628	0.233614	0.228837
5540	-1550.69	-1567.84	17.1492	0.136577	0.133993	0.156965	0.149189	0.149518	0.133315	0.140353	0.155399	0.163618	0.159948	0.162921	-1.99087	-2.00997	-1.85173	-1.90254	-1.90034	-2.01504	-1.96359	-1.86176	-1.81022	-1.83291	-1.81449	-1.3624	-1.41214	-1.51241	-1.58811	-1.62967	-1.60869	-1.74786	-1.79381	-1.74768	-1.78839	-1.82504	0.256046	0.243621	0.220378	0.20431	0.195993	0.200149	0.174147	0.166326	0.174178	0.167229	0.161211
5550	-1547.48	-1567.74	20.2571	0.115102	0.113984	0.125343	0.13468	0.133269	0.145223	0.148574	0.144882	0.143018	0.155199	0.150012	-2.16194	-2.17169	-2.07671	-2.00486	-2.01539	-1.92948	-1.90667	-1.93184	-1.94478	-1.86305	-1.89704	-1.40057	-1.52868	-1.59922	-1.67229	-1.67813	-1.63398	-1.65747	-1.70516	-1.6834	-1.56175	-1.63606	0.246456	0.216822	0.202053	0.187816	0.186723	0.195152	0.19062	0.181743	0.185741	0.209769	0.194746
5560	-1543.17	-1569.34	26.1694	0.205142	0.216293	0.229125	0.221924	0.228145	0.230306	0.218152	0.223737	0.228452	0.236663	0.245174	-1.58405	-1.53112	-1.47349	-1.50542	-1.47777	-1.46835	-1.52256	-1.49728	-1.47643	-1.44112	-1.40579	-1.20893	-1.1704	-1.15074	-1.1811	-1.28985	-1.24157	-1.24249	-1.25341	-1.33264	-1.35863	-1.42135	0.298518	0.310242	0.316402	0.30694	0.275312	0.28893	0.288666	0.285529	0.26378	0.257013	0.241387
5570	-1546.32	-1568.57	22.2495	0.141341	0.145974	0.140987	0.134893	0.1362	0.144574	0.144349	0.147093	0.149386	0.148143	0.158116	-1.95658	-1.92432	-1.95909	-2.00328	-1.99363	-1.93396	-1.93552	-1.91669	-1.90122	-1.90958	-1.84443	-1.25772	-1.26802	-1.36623	-1.50154	-1.56891	-1.60724	-1.69467	-1.77979	-1.86452	-1.87483	-1.85242	0.284301	0.281389	0.255066	0.222787	0.208271	0.200441	0.183661	0.168673	0.154971	0.153381	0.156857
5580	-1545.42	-1567.69	22.2617	0.13407	0.142094	0.132451	0.138097	0.140452	0.146065	0.143902	0.145258	0.142773	0.141135	0.131106	-2.00939	-1.95127	-2.02155	-1.9798	-1.96289	-1.9237	-1.93862	-1.92925	-1.9465	-1.95804	-2.03175	-1.31311	-1.3453	-1.46099	-1.48371	-1.62467	-1.60192	-1.64985	-1.59751	-1.51227	-1.53851	-1.48321	0.268982	0.260461	0.232007	0.226794	0.196977	0.201509	0.192078	0.2024	0.220408	0.214701	0.226909
5590	-1545.81	-1569.46	23.6556	0.203087	0.21927	0.218421	0.224027	0.248427	0.231869	0.228198	0.219426	0.237834	0.242532	0.221424	-1.59412	-1.51745	-1.52133	-1.49599	-1.39261	-1.46158	-1.47754	-1.51674	-1.43618	-1.41662	-1.50768	-1.1547	-1.1619	-1.15577	-1.16918	-1.19382	-1.25896	-1.23842	-1.24631	-1.17726	-1.20427	-1.10542	0.315151	0.31289	0.314816	0.31062	0.303063	0.28395	0.289843	0.287565	0.308122	0.299911	0.331073
5600	-1555.67	-1576.29	20.618	0.0774452	0.0776566	0.0800101	0.0760106	0.0850918	0.0978368	0.0975392	0.107995	0.109151	0.105847	0.104048	-2.55818	-2.55546	-2.5256	-2.57688	-2.46402	-2.32445	-2.3275	-2.22567	-2.21502	-2.24576	-2.2629	-1.53663	-1.54776	-1.54483	-1.54096	-1.55002	-1.51781	-1.54329	-1.52363	-1.64835	-1.74358	-1.82337	0.215105	0.212724	0.213349	0.214175	0.212244	0.21919	0.213676	0.217919	0.192367	0.174893	0.16148
5610	-1546.05	-1569.88	23.8321	0.117835	0.128896	0.135479	0.140356	0.128655	0.138546	0.148829	0.153085	0.150774	0.154265	0.152877	-2.13847	-2.04875	-1.99894	-1.96357	-2.05062	-1.97655	-1.90496	-1.87676	-1.89198	-1.86909	-1.87812	-1.39241	-1.42145	-1.49636	-1.47876	-1.48809	-1.48021	-1.4244	-1.47248	-1.55467	-1.46595	-1.47064	0.248476	0.241364	0.223944	0.227919	0.225802	0.227591	0.240653	0.229356	0.211259	0.230857	0.229779
5620	-1545.8	-1567.88	22.0856	0.156445	0.181489	0.176139	0.179505	0.178878	0.188182	0.20027	0.196705	0.194304	0.213436	0.221251	-1.85505	-1.70656	-1.73648	-1.71755	-1.72105	-1.67034	-1.60809	-1.62605	-1.63833	-1.54442	-1.50846	-1.24222	-1.24769	-1.31752	-1.28523	-1.42969	-1.42551	-1.41708	-1.4308	-1.40011	-1.39944	-1.35194	0.288742	0.287167	0.267798	0.276588	0.239383	0.240386	0.242421	0.239118	0.246569	0.246736	0.258737
5630	-1544.13	-1569.73	25.5991	0.157464	0.150123	0.157843	0.159529	0.147487	0.154777	0.156006	0.152837	0.152444	0.154289	0.145661	-1.84856	-1.8963	-1.84616	-1.83553	-1.91402	-1.86577	-1.85786	-1.87838	-1.88096	-1.86893	-1.92647	-1.36246	-1.34269	-1.47643	-1.45647	-1.48994	-1.54273	-1.54358	-1.50142	-1.44387	-1.40862	-1.42037	0.25603	0.261144	0.228451	0.233056	0.225385	0.213797	0.213614	0.222813	0.236012	0.244479	0.241626
