Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1615.81	-1615.04	-0.764868	0.2433992
10	-1589.98	-1591.07	1.0933	0.1417958
20	-1592.2	-1593.44	1.2388	0.1340034
30	-1592.73	-1592.88	0.144618	0.192569
40	-1588.36	-1589.27	0.909172	0.151604
50	-1646.73	-1645.21	-1.51578	0.2879697
60	-1616.75	-1618.63	1.88147	0.09770855
70	-1712.1	-1714.4	2.29398	0.05097916
80	-1596.56	-1597.99	1.42878	0.1237078
90	-1594.96	-1594.97	0.0149634	0.1996401
100	-1618.2	-1620.1	1.90254	0.09639557
110	-1634.5	-1636.59	2.08684	0.08399133
120	-1594.83	-1596.19	1.36253	0.1273195
130	-1594.34	-1595.69	1.34209	0.1284285
140	-1619.28	-1621.19	1.9176	0.09544676
150	-1610.8	-1612.58	1.78385	0.1036199
160	-1626.48	-1628.48	2.00682	0.08962517
170	-1653.44	-1655.65	2.21672	0.07312713
180	-1684.74	-1687.05	2.30637	0.05978679
190	-1649.27	-1651.46	2.19404	0.07528707
200	-1647.08	-1649.26	2.18093	0.07646602
210	-1710.26	-1712.55	2.29703	0.05151198
220	-1713.35	-1715.64	2.29174	0.05062261
230	-1594.86	-1596.23	1.36388	0.1272462
240	-1611.76	-1611.12	-0.643143	0.2364132
250	-1590.34	-1590.66	0.321251	0.1830103
260	-1588.95	-1589.94	0.993469	0.1471179
270	-1652.23	-1654.44	2.21048	0.07373875
280	-1706.69	-1709	2.30207	0.05256311
290	-1590.61	-1590.9	0.298659	0.1842285
300	-1592.8	-1594.07	1.27039	0.1323034
310	-1588.91	-1589.9	0.988833	0.1473648
320	-1611.07	-1610.45	-0.6216	0.2351832
330	-1634.53	-1636.61	2.08705	0.08397564
340	-1624	-1625.98	1.97819	0.09153613
350	-1627.31	-1629.32	2.01595	0.08900578
360	-1620.98	-1622.92	1.94044	0.09399174
370	-1617.19	-1619.08	1.88795	0.09730612
380	-1704.31	-1706.62	2.30479	0.05328319
390	-1655.95	-1658.18	2.22897	0.07187958
400	-1599.22	-1600.73	1.51591	0.1189112
410	-1589.59	-1590.65	1.05997	0.1435744
420	-1588.49	-1589.42	0.930809	0.150453
430	-1616.56	-1618.44	1.87872	0.09787883
440	-1664.25	-1666.52	2.2626	0.06800389
450	-1681.79	-1684.1	2.30315	0.06086892
460	-1655.98	-1658.21	2.22911	0.07186512
470	-1705.25	-1707.55	2.30378	0.0529983
480	-1595.25	-1596.63	1.37956	0.1263939
490	-1592.69	-1593.96	1.26506	0.1325907
500	-1606.23	-1605.77	-0.461138	0.2260811
510	-1588.79	-1589.28	0.488871	0.1740063
520	-1600.41	-1601.96	1.55068	0.1169791
530	-1587.89	-1588.63	0.737396	0.1607425
540	-1615.3	-1617.16	1.8595	0.0990624
