Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1594.09	-1595.42	1.33092	0.1290336
10	-1710.89	-1713.19	2.29602	0.05132837
20	-1720.15	-1722.43	2.27722	0.04874301
30	-1683.48	-1685.79	2.30511	0.06024486
40	-1596.76	-1598.2	1.43591	0.1233178
50	-1656.01	-1658.24	2.22925	0.07185069
60	-1658.21	-1660.45	2.23917	0.07078588
70	-1756.74	-1758.88	2.13619	0.04009195
80	-1763.25	-1765.35	2.10083	0.0387685
90	-1841.83	-1843.29	1.45873	0.02634499
100	-1616.62	-1618.5	1.87956	0.09782673
110	-1625.6	-1627.6	1.99697	0.09028801
120	-1612.42	-1614.23	1.81236	0.1019192
130	-1594.05	-1595.38	1.32922	0.1291259
140	-1759.17	-1761.29	2.12335	0.03959198
150	-1595.85	-1597.25	1.40249	0.1251441
160	-1656.74	-1658.97	2.23264	0.07149282
170	-1712	-1714.3	2.29415	0.05100785
180	-1605.9	-1607.59	1.6866	0.1092936
190	-1609.76	-1611.52	1.76461	0.104757
200	-1614.5	-1616.35	1.84689	0.09983275
210	-1599.84	-1601.38	1.53445	0.1178827
220	-1587.9	-1588.61	0.709731	0.1622155
230	-1619.67	-1621.59	1.92297	0.09510693
240	-1607.74	-1609.46	1.72514	0.1070662
250	-1679.16	-1681.46	2.29946	0.06186054
260	-1786.92	-1788.87	1.94818	0.03439603
270	-1757.56	-1759.69	2.13194	0.0399236
280	-1770.61	-1772.66	2.05737	0.03733892
290	-1682.03	-1684.33	2.30344	0.06078171
300	-1704.12	-1706.42	2.30499	0.05334192
310	-1655.88	-1658.11	2.22865	0.07191275
320	-1765.22	-1767.31	2.08957	0.0383796
330	-1648.35	-1650.54	2.18866	0.07577585
340	-1617.92	-1619.82	1.89857	0.09664368
350	-1677.52	-1679.82	2.29675	0.06249246
360	-1626.26	-1628.26	2.00436	0.08979145
370	-1589.86	-1590.23	0.365823	0.1806102
380	-1612.59	-1611.92	-0.668737	0.2378769
390	-1614.47	-1616.32	1.84632	0.09986724
400	-1635.98	-1638.08	2.09976	0.08302942
410	-1952.01	-1951.97	-0.0387185	0.01587411
420	-1795.8	-1797.68	1.8815	0.03291299
430	-1849.62	-1850.99	1.37496	0.02539263
440	-1663.18	-1665.43	2.25881	0.06848666
450	-1626.23	-1628.23	2.00404	0.08981286
460	-1588.09	-1588.94	0.849002	0.1548045
470	-1625.08	-1627.07	1.99095	0.09069007
480	-1625.54	-1627.54	1.99625	0.09033648
490	-1637.4	-1639.51	2.11157	0.08213429
500	-1588.09	-1588.93	0.848744	0.1548182
510	-1592.85	-1592.99	0.137064	0.1929797
520	-1637.54	-1639.66	2.11277	0.08204239
530	-1590.64	-1591.79	1.14331	0.1391239
540	-1610.48	-1609.88	-0.602968	0.234121
550	-1613.63	-1612.93	-0.70057	0.2397012
560	-1666.44	-1668.71	2.26981	0.06704166
570	-1674.34	-1676.63	2.29058	0.06374583
580	-1685.64	-1687.95	2.30716	0.05946149
590	-1626.18	-1628.18	2.00349	0.08985038
600	-1713.06	-1715.35	2.29228	0.05070679
610	-1705.51	-1707.81	2.30349	0.05292012
620	-1696.44	-1698.75	2.31001	0.05576607
630	-1751.88	-1754.04	2.16069	0.04111937
640	-1651.87	-1654.08	2.20855	0.07392557
650	-1763.34	-1765.44	2.10031	0.03875025
660	-1730.79	-1733.03	2.24683	0.04599097
670	-1636	-1638.1	2.09986	0.08302206
680	-1607.89	-1609.62	1.72835	0.1068791
690	-1623.77	-1625.74	1.97542	0.09171889
700	-1592.4	-1593.65	1.24988	0.1334079
710	-1644.76	-1646.93	2.16605	0.07775453
720	-1643.53	-1645.69	2.15774	0.07845371
730	-1609.38	-1611.14	1.75755	0.1051718
740	-1672.51	-1674.8	2.28648	0.06448572
750	-1780.22	-1782.22	1.99511	0.03556834
760	-1724.78	-1727.05	2.26512	0.04751832
770	-1785.13	-1787.09	1.96096	0.03470365
780	-1603.21	-1604.84	1.62431	0.1128448
790	-1727.91	-1730.16	2.25596	0.04671468
800	-1657.35	-1659.59	2.23539	0.07119805
810	-1708.89	-1711.19	2.2991	0.05191255
820	-1638.94	-1641.07	2.12398	0.08117502
830	-1625.92	-1627.92	2.00057	0.0900466
840	-1688.75	-1691.05	2.30922	0.05836299
850	-1717.12	-1719.4	2.28419	0.04957017
860	-1704.69	-1707	2.30439	0.05316745
870	-1757.64	-1759.77	2.1315	0.03990632
880	-1715.93	-1718.22	2.2867	0.04989849
890	-1627.9	-1629.92	2.02238	0.08856692
900	-1629.73	-1631.77	2.04143	0.08724864
910	-1588.13	-1588.74	0.611684	0.1674419
920	-1605.17	-1606.85	1.67045	0.1102195
930	-1605.63	-1607.31	1.68058	0.1096392
940	-1665.97	-1668.24	2.26833	0.06724543
950	-1713.38	-1715.67	2.29169	0.05061424
960	-1655.37	-1657.6	2.22626	0.07216175
970	-1625.57	-1627.57	1.99659	0.09031382
980	-1609.38	-1611.14	1.75744	0.1051783
990	-1635.04	-1637.13	2.0916	0.08363897
1000	-1611.79	-1613.59	1.80154	0.1025666
1010	-1672.68	-1674.97	2.28687	0.06441737
1020	-1648.47	-1650.66	2.18937	0.07571255
1030	-1662.26	-1664.51	2.25544	0.06890316
1040	-1628.05	-1626.96	-1.09206	0.2624977
1050	-1623.66	-1622.68	-0.98072	0.2559447
1060	-1604.35	-1606.01	1.65164	0.1112933
1070	-1624.46	-1626.45	1.98373	0.0911702
1080	-1602.39	-1604	1.60385	0.1139999
1090	-1695.99	-1698.3	2.31013	0.05591273
1100	-1694.15	-1696.46	2.3104	0.05652186
1110	-1708.22	-1710.52	2.30006	0.05211045
1120	-1614.7	-1616.55	1.84997	0.09964497
1130	-1772.48	-1774.53	2.04569	0.03698457
1140	-1676.48	-1678.78	2.29487	0.06289785
1150	-1726.53	-1728.79	2.26009	0.04706663
1160	-1654.9	-1657.13	2.224	0.07239437
1170	-1759.16	-1761.29	2.12338	0.03959309
1180	-1732.18	-1734.42	2.2422	0.04564772
1190	-1677.77	-1680.07	2.29718	0.06239652
1200	-1680.75	-1683.05	2.30178	0.06126049
1210	-1657.87	-1660.11	2.23768	0.07094851
1220	-1640.78	-1642.92	2.13804	0.08006342
1230	-1673.86	-1676.15	2.28954	0.06393926
1240	-1656.18	-1658.42	2.23008	0.07176376
1250	-1671.76	-1674.04	2.28467	0.06479411
1260	-1807.26	-1809.05	1.78819	0.03111214
1270	-1711.19	-1713.49	2.29552	0.05124003
1280	-1672.22	-1674.5	2.28578	0.06460604
1290	-1734.81	-1737.05	2.23298	0.04500419
1300	-1630.62	-1632.67	2.05037	0.08662073
1310	-1642.08	-1644.23	2.14753	0.07929616
1320	-1602.31	-1603.91	1.6017	0.1141211
1330	-1590.66	-1590.95	0.294282	0.1844647
1340	-1650.27	-1652.47	2.19976	0.07475811
1350	-1607.22	-1608.94	1.71459	0.1076779
1360	-1687.48	-1689.79	2.3085	0.05880777
1370	-1613.23	-1615.05	1.82604	0.1010964
1380	-1692.97	-1695.28	2.3104	0.05691523
1390	-1702.27	-1704.58	2.30671	0.05391091
1400	-1685.76	-1688.07	2.30726	0.05941962
1410	-1589.06	-1590.06	1.00596	0.1464526
1420	-1611.72	-1613.52	1.80031	0.1026405
1430	-1681.34	-1683.64	2.30257	0.06103781
1440	-1682.91	-1685.21	2.30448	0.06045676
1450	-1616.84	-1618.73	1.88289	0.09762068
1460	-1617.1	-1618.99	1.88671	0.09738325
