Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1608.87	-1610.61	1.74762	0.1057547
10	-1600.72	-1600.47	-0.253074	0.2144272
20	-1689.22	-1686.92	-2.29904	0.3374562
30	-1590.75	-1591.04	0.286532	0.1848829
40	-1588.62	-1589.57	0.951087	0.1493739
50	-1589.57	-1590.62	1.05745	0.1437089
60	-1605.58	-1607.26	1.67954	0.1096985
70	-1708.78	-1711.08	2.29926	0.05194432
80	-1604.31	-1605.96	1.65064	0.1113502
90	-1663.21	-1665.46	2.25891	0.06847337
100	-1593.63	-1594.95	1.31057	0.1301349
110	-1615.3	-1617.16	1.85947	0.09906402
120	-1609.46	-1611.22	1.75896	0.1050892
130	-1593.86	-1595.18	1.32075	0.1295842
140	-1644.99	-1647.16	2.16756	0.07762577
150	-1721.19	-1723.47	2.27465	0.04846342
160	-1619.81	-1621.74	1.92495	0.09498099
170	-1630.54	-1632.59	2.04959	0.08667606
180	-1600.15	-1601.69	1.5433	0.11739
190	-1596.68	-1596.61	-0.0730228	0.2044678
200	-1664.37	-1666.63	2.26299	0.0679542
210	-1587.98	-1588.64	0.662214	0.1647471
220	-1612.15	-1611.49	-0.655284	0.2371072
230	-1614.75	-1614.01	-0.733837	0.2416124
240	-1588.38	-1589.29	0.912466	0.1514288
250	-1588.39	-1588.95	0.55277	0.1705879
260	-1613.68	-1612.98	-0.701965	0.2397813
270	-1700.13	-1697.66	-2.4748	0.3490172
280	-1632.26	-1634.32	2.06624	0.08549079
290	-1626.13	-1628.14	2.00296	0.08988585
300	-1622.91	-1624.87	1.96492	0.09240732
310	-1633.43	-1635.51	2.07721	0.08469727
320	-1833.03	-1834.58	1.54933	0.02747293
330	-1724.17	-1726.44	2.26681	0.04767722
340	-1652.8	-1655.01	2.21345	0.07344989
350	-1763.36	-1765.46	2.10022	0.03874724
360	-1599.41	-1600.93	1.52156	0.118598
370	-1623.37	-1625.34	1.97065	0.09203223
380	-1625.9	-1627.9	2.00029	0.09006564
390	-1707.78	-1710.08	2.30065	0.05223856
400	-1623.62	-1625.59	1.97359	0.09183893
410	-1621.87	-1623.82	1.95188	0.09325468
420	-1657.04	-1659.28	2.23401	0.07134634
430	-1595.46	-1596.84	1.38757	0.1259576
440	-1587.89	-1588.63	0.739283	0.1606421
450	-1603.18	-1604.8	1.62354	0.1128882
460	-1607.95	-1609.68	1.72948	0.1068134
470	-1592.91	-1594.19	1.27591	0.1320057
480	-1614.24	-1616.08	1.84261	0.1000932
490	-1593.54	-1594.85	1.30627	0.1303673
500	-1598.42	-1599.91	1.49135	0.1202697
510	-1616.8	-1618.68	1.8822	0.0976633
520	-1727.31	-1729.57	2.25777	0.04686654
530	-1737.45	-1739.67	2.22325	0.04437409
540	-1669.25	-1671.53	2.27811	0.06583986
550	-1589.47	-1589.88	0.4056	0.1784721
560	-1606.25	-1607.95	1.69413	0.1088603
570	-1590.7	-1590.99	0.290969	0.1846434
580	-1630.41	-1629.26	-1.14985	0.2659211
590	-1587.9	-1588.61	0.71039	0.1621804
600	-1590.67	-1591.82	1.14526	0.1390195
610	-1587.9	-1588.61	0.715774	0.1618937
620	-1596.8	-1598.24	1.43721	0.1232462
630	-1593.04	-1593.17	0.125388	0.1936147
640	-1590.24	-1591.35	1.11351	0.1407165
650	-1608.06	-1609.79	1.7317	0.1066843
660	-1617.61	-1616.79	-0.816562	0.2463851
670	-1603.06	-1604.68	1.62048	0.1130612
680	-1599.06	-1598.88	-0.182748	0.2105239
690	-1591.88	-1593.1	1.22126	0.1349463
700	-1712.52	-1714.82	2.29324	0.05085872
710	-1633.44	-1635.52	2.07726	0.08469395
720	-1679.15	-1681.44	2.29943	0.06186765
730	-1588.35	-1589.26	0.908184	0.1516566
740	-1609.16	-1610.91	1.75327	0.1054233
750	-1595.73	-1597.13	1.39804	0.1253868
760	-1588.5	-1589.03	0.533883	0.1715976
770	-1588.23	-1588.81	0.586642	0.1687786
780	-1622.61	-1624.57	1.96124	0.09264705
790	-1669.12	-1671.4	2.27776	0.06589402
800	-1656.03	-1658.26	2.22935	0.0718401
810	-1644.51	-1646.67	2.16436	0.07789746
820	-1587.9	-1588.65	0.756656	0.1597174
830	-1602.27	-1603.87	1.60076	0.1141742
840	-1587.97	-1588.78	0.80924	0.1569195
850	-1647.8	-1649.99	2.18535	0.07607368
860	-1593.07	-1594.35	1.28357	0.131593
870	-1610.24	-1612.01	1.77364	0.1042243
880	-1678.98	-1681.28	2.29917	0.06193079
890	-1716.28	-1718.57	2.28597	0.04980092
900	-1596.38	-1597.8	1.42209	0.1240741
910	-1590.82	-1591.98	1.15573	0.1384594
920	-1702.63	-1704.94	2.3064	0.05379926
930	-1589.5	-1590.55	1.05101	0.144052
940	-1599.91	-1601.45	1.53635	0.1177767
950	-1613.81	-1615.65	1.83571	0.1005116
960	-1717.25	-1719.54	2.28389	0.04953174
970	-1694.45	-1696.76	2.31038	0.05642052
980	-1653.61	-1655.83	2.21762	0.07303814
990	-1662.39	-1664.65	2.25594	0.06884202
1000	-1587.9	-1588.61	0.708575	0.1622771
1010	-1618.66	-1620.57	1.90912	0.09598198
1020	-1604.46	-1606.11	1.654	0.1111587
1030	-1587.91	-1588.61	0.704474	0.1624955
1040	-1664.92	-1667.18	2.26487	0.06770845
1050	-1614.79	-1616.64	1.85143	0.09955563
1060	-1623.85	-1625.83	1.97643	0.09165243
1070	-1603.07	-1604.69	1.62081	0.1130429
1080	-1621.23	-1623.17	1.94371	0.09378161
1090	-1847.65	-1849.05	1.39644	0.02562932
1100	-1653.01	-1655.22	2.21452	0.07334474
1110	-1662.83	-1665.09	2.25756	0.06864176
1120	-1602.64	-1604.25	1.6101	0.1136478
1130	-1655.55	-1657.78	2.2271	0.07207465
1140	-1630.03	-1632.08	2.0445	0.08703364
1150	-1644.8	-1646.97	2.1663	0.07773269
1160	-1650.94	-1653.15	2.20353	0.07440429
1170	-1713.13	-1715.43	2.29214	0.05068438
1180	-1608.21	-1609.94	1.7346	0.1065154
1190	-1623.29	-1625.25	1.96958	0.09210239
1200	-1614.22	-1616.06	1.84235	0.100109
1210	-1658.69	-1660.93	2.2412	0.07056071
1220	-1591.92	-1592.12	0.199147	0.1896095
1230	-1680.32	-1678.17	-2.14924	0.3277388
1240	-1624.94	-1626.93	1.98927	0.09080237
1250	-1600.61	-1602.17	1.55636	0.1166622
1260	-1647.88	-1646.34	-1.53987	0.2894441
1270	-1606.96	-1606.47	-0.486365	0.2275053
1280	-1590.06	-1590.4	0.347015	0.1816224
1290	-1589.8	-1590.17	0.37167	0.1802958
1300	-1597.77	-1599.24	1.47039	0.1214248
1310	-1829	-1830.59	1.58923	0.02800689
1320	-1652.98	-1655.19	2.21437	0.0733589
1330	-1600.13	-1601.67	1.54275	0.1174207
1340	-1592.31	-1593.55	1.2448	0.1336808
1350	-1588.4	-1589.32	0.917145	0.1511799
1360	-1588.68	-1589.64	0.959542	0.148924
1370	-1616.19	-1618.07	1.87316	0.09822209
1380	-1592.71	-1592.85	0.146462	0.1924688
1390	-1669.33	-1671.61	2.27834	0.06580449
1400	-1621.28	-1623.22	1.94437	0.09373948
1410	-1612.91	-1614.73	1.82078	0.1014135
1420	-1588.46	-1589.39	0.926696	0.1506718
1430	-1623.37	-1625.34	1.97061	0.09203457
1440	-1676.65	-1678.95	2.29518	0.06283231
1450	-1626.04	-1628.04	2.00193	0.08995532
1460	-1614.93	-1616.79	1.85366	0.09941968
1470	-1594.74	-1594.77	0.0265846	0.1990042
1480	-1588.7	-1589.66	0.961663	0.1488111
1490	-1640.18	-1642.31	2.13351	0.08042445
