Iteration	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
13280	-1570.63	-1573.24	2.60658	0.2457165	0.153174	0.09254242	0.153174
13290	-1570.83	-1572.91	2.08342	0.2956091	0.1927506	0.1028585	0.1927506
13300	-1571.43	-1573.99	2.56251	0.2407501	0.1337275	0.1070226	0.1337275
13310	-1570.31	-1572.27	1.95816	0.3360238	0.2620926	0.07393122	0.2620926
13320	-1570.71	-1573.36	2.64885	0.2447782	0.1586231	0.08615505	0.1586231
13330	-1570.31	-1572.8	2.49734	0.2666553	0.1938173	0.07283797	0.1938173
13340	-1570.84	-1572.8	1.96345	0.3160345	0.2189029	0.09713167	0.2189029
13350	-1571.05	-1573.44	2.38433	0.2785913	0.2179073	0.06068396	0.2179073
13360	-1570.54	-1572.88	2.34111	0.2853724	0.2219089	0.06346342	0.2219089
13370	-1571.02	-1573.14	2.12254	0.3096522	0.2533664	0.05628577	0.2533664
13380	-1570.65	-1572.58	1.92427	0.3427866	0.2765228	0.06626378	0.2765228
13390	-1570.64	-1573.1	2.4596	0.2550019	0.1534558	0.1015461	0.1534558
13400	-1571.15	-1572.98	1.82993	0.3567031	0.291735	0.06496811	0.291735
13410	-1570.38	-1572.97	2.58707	0.2528852	0.1697153	0.08316997	0.1697153
13420	-1571.34	-1573.22	1.88481	0.3241972	0.2253024	0.09889478	0.2253024
13430	-1570	-1572.46	2.46247	0.2698477	0.1934256	0.07642209	0.1934256
13440	-1570.59	-1572.71	2.11533	0.3138022	0.253696	0.06010623	0.253696
13450	-1571.32	-1573.47	2.15009	0.2815882	0.1720186	0.1095696	0.1720186
13460	-1569.76	-1571.89	2.12564	0.3076379	0.2242318	0.0834061	0.2242318
13470	-1571.45	-1573.66	2.2106	0.2732031	0.161652	0.1115511	0.161652
13480	-1569.68	-1571.85	2.16144	0.3066435	0.2290209	0.07762267	0.2290209
13490	-1569.86	-1572.26	2.39846	0.277982	0.2030363	0.07494569	0.2030363
13500	-1570.3	-1572.74	2.43437	0.2605681	0.162956	0.09761212	0.162956
13510	-1573.58	-1575.75	2.164	0.2651712	0.138675	0.1264962	0.138675
13520	-1571.83	-1573.71	1.88015	0.3367305	0.2857606	0.05096989	0.2857606
13530	-1571.74	-1574.25	2.51485	0.262577	0.2017054	0.06087155	0.2017054
13540	-1572.32	-1574.19	1.86703	0.3145118	0.2049643	0.1095475	0.2049643
13550	-1570.34	-1572.41	2.0641	0.3225432	0.2585825	0.06396064	0.2585825
13560	-1571.96	-1573.82	1.85996	0.3201598	0.2148377	0.1053222	0.2148377
13570	-1569.95	-1572.39	2.44125	0.265101	0.1750008	0.09010028	0.1750008
13580	-1570.09	-1572.24	2.15605	0.2946953	0.2001032	0.09459215	0.2001032
13590	-1569.93	-1572.3	2.37003	0.2822004	0.2101941	0.0720063	0.2101941
13600	-1572.23	-1574.72	2.4858	0.2417363	0.1254391	0.1162972	0.1254391
13610	-1570.85	-1573.48	2.62702	0.2512188	0.1758436	0.07537521	0.1758436
13620	-1570.04	-1572.42	2.37631	0.2816617	0.2112817	0.07038001	0.2112817
13630	-1569.69	-1571.86	2.17446	0.3008492	0.216633	0.08421617	0.216633
13640	-1569.66	-1571.96	2.29198	0.2907517	0.2147981	0.07595359	0.2147981
13650	-1570.54	-1572.7	2.16354	0.2875893	0.18613	0.1014593	0.18613
13660	-1570.17	-1572.71	2.53411	0.2601154	0.179905	0.08021042	0.179905
13670	-1569.99	-1572.31	2.32153	0.2886217	0.2193167	0.06930501	0.2193167
13680	-1570.32	-1572.28	1.96044	0.3362558	0.2636075	0.07264827	0.2636075
13690	-1569.79	-1572.22	2.42697	0.2713975	0.1890154	0.08238214	0.1890154
13700	-1570.06	-1572.26	2.19884	0.3045562	0.2379829	0.06657325	0.2379829
13710	-1571.32	-1573.11	1.79213	0.3623775	0.2950858	0.06729171	0.2950858
13720	-1569.72	-1571.91	2.18697	0.2974697	0.2107854	0.08668436	0.2107854
13730	-1569.83	-1572.24	2.40447	0.2768338	0.2006155	0.07621828	0.2006155
13740	-1569.73	-1572.06	2.32822	0.2866346	0.2117843	0.07485032	0.2117843
13750	-1570.59	-1572.58	1.98054	0.3341524	0.2711104	0.06304203	0.2711104
13760	-1570.25	-1572.37	2.1262	0.3140016	0.2498226	0.06417909	0.2498226
13770	-1570.38	-1572.59	2.20868	0.3023351	0.2397809	0.06255417	0.2397809
13780	-1570.26	-1572.26	1.99208	0.3326197	0.2626135	0.0700062	0.2626135
13790	-1569.69	-1571.94	2.25642	0.2957742	0.2212311	0.0745431	0.2212311
13800	-1570.99	-1573.57	2.57788	0.2431604	0.1419866	0.1011738	0.1419866
13810	-1569.6	-1571.87	2.26945	0.2898051	0.2067083	0.08309673	0.2067083
13820	-1570.12	-1572.29	2.17045	0.292088	0.1964971	0.09559084	0.1964971
13830	-1571.43	-1573.2	1.77126	0.3653725	0.2969921	0.06838038	0.2969921
13840	-1569.76	-1572.15	2.38669	0.2731512	0.1858626	0.08728862	0.1858626
13850	-1571.39	-1573.17	1.7767	0.3644717	0.2957573	0.06871441	0.2957573
13860	-1570.09	-1572.16	2.06324	0.3104777	0.2207192	0.08975846	0.2207192
13870	-1572.39	-1574.03	1.64464	0.3849707	0.3162708	0.06869992	0.3162708
13880	-1570.11	-1572.64	2.52654	0.2585488	0.1733398	0.08520906	0.1733398
13890	-1569.82	-1571.92	2.0941	0.3158994	0.2390117	0.07688766	0.2390117
13900	-1572.59	-1574.2	1.61932	0.3862625	0.3119261	0.07433642	0.3119261
13910	-1570.76	-1573.36	2.59651	0.2443775	0.1479801	0.09639747	0.1479801
13920	-1572.74	-1574.42	1.67998	0.3598098	0.3121678	0.04764192	0.3121678
13930	-1571.16	-1573.03	1.86793	0.3494611	0.2892849	0.06017613	0.2892849
13940	-1569.63	-1571.88	2.2478	0.2910792	0.2059065	0.08517264	0.2059065
13950	-1569.97	-1572.03	2.05523	0.3227132	0.2491688	0.07354438	0.2491688
13960	-1573.57	-1575.71	2.13731	0.2681086	0.1419422	0.1261664	0.1419422
13970	-1570.24	-1572.27	2.03098	0.3138166	0.2231958	0.09062078	0.2231958
13980	-1570.35	-1572.58	2.22791	0.2999806	0.2368723	0.06310836	0.2368723
13990	-1569.97	-1572.31	2.33722	0.2865746	0.216478	0.07009663	0.216478
14000	-1570.46	-1572.42	1.95791	0.3251203	0.2364208	0.08869949	0.2364208
14010	-1569.8	-1571.9	2.09902	0.3129271	0.2321669	0.08076019	0.2321669
14020	-1571.57	-1574.15	2.579	0.2566307	0.1919179	0.06471284	0.1919179
14030	-1569.99	-1572.04	2.04367	0.3180437	0.2342948	0.08374896	0.2342948
14040	-1569.6	-1571.84	2.23318	0.2962808	0.2164768	0.07980394	0.2164768
14050	-1570.74	-1572.85	2.11447	0.2920923	0.1893604	0.1027319	0.1893604
14060	-1570.19	-1572.66	2.4721	0.2696078	0.1965456	0.07306222	0.1965456
14070	-1570.29	-1572.25	1.95678	0.3326514	0.252759	0.0798924	0.252759
14080	-1570.61	-1573.04	2.43454	0.2574152	0.1555862	0.1018289	0.1555862
14090	-1569.97	-1572.15	2.18419	0.2925267	0.1993278	0.09319884	0.1993278
14100	-1572.82	-1575.64	2.81641	0.230971	0.1601004	0.07087061	0.1601004
14110	-1570.5	-1572.41	1.91491	0.3382912	0.2581645	0.08012673	0.2581645
14120	-1570.34	-1572.86	2.52695	0.2628084	0.1881656	0.07464272	0.1881656
14130	-1571.24	-1573.78	2.53684	0.2617206	0.196653	0.0650676	0.196653
14140	-1570.56	-1572.63	2.07304	0.3006026	0.2015992	0.0990034	0.2015992
14150	-1571.56	-1574.17	2.61326	0.2531008	0.1865093	0.06659148	0.1865093
14160	-1571.44	-1573.21	1.76646	0.3571769	0.2743612	0.08281568	0.2743612
14170	-1569.78	-1571.99	2.20641	0.2928729	0.2033414	0.08953154	0.2033414
14180	-1570.64	-1572.53	1.88915	0.3458805	0.2719847	0.07389575	0.2719847
14190	-1569.83	-1572.02	2.19088	0.3053267	0.234555	0.07077173	0.234555
14200	-1569.83	-1572.09	2.26048	0.2962424	0.2254058	0.07083659	0.2254058
14210	-1570.57	-1573.16	2.58491	0.2558544	0.1800184	0.07583601	0.1800184
14220	-1571.75	-1573.5	1.75127	0.3516362	0.2612649	0.09037134	0.2612649
14230	-1571.09	-1572.93	1.83039	0.3566339	0.2896053	0.06702865	0.2896053
14240	-1571.1	-1572.95	1.8499	0.3378382	0.2473281	0.0905101	0.2473281
14250	-1570.73	-1572.66	1.93338	0.3247145	0.232279	0.09243546	0.232279
14260	-1570.68	-1573.06	2.37788	0.2618856	0.1580984	0.1037872	0.1580984
14270	-1569.94	-1572.23	2.2976	0.2785919	0.1846524	0.09393943	0.1846524
14280	-1571.54	-1573.35	1.80991	0.3386871	0.2439453	0.09474182	0.2439453
14290	-1570.26	-1572.22	1.96699	0.330615	0.2498514	0.0807636	0.2498514
14300	-1569.69	-1571.85	2.15324	0.3049958	0.2228766	0.08211916	0.2228766
14310	-1570.19	-1572.21	2.0201	0.3287946	0.259338	0.06945663	0.259338
14320	-1569.88	-1571.95	2.06887	0.3165656	0.235321	0.08124458	0.235321
14330	-1570.46	-1573.07	2.60386	0.2507312	0.1668861	0.08384511	0.1668861
14340	-1571.32	-1574.04	2.71951	0.2401935	0.1614055	0.07878793	0.1614055
14350	-1571.2	-1573.15	1.95096	0.3334188	0.2776909	0.05572794	0.2776909
14360	-1569.75	-1572.05	2.30533	0.2898611	0.2161715	0.07368963	0.2161715
14370	-1570.21	-1572.76	2.54605	0.2553888	0.1683489	0.08703984	0.1683489
14380	-1570.19	-1572.58	2.38379	0.2808262	0.2123055	0.06852062	0.2123055
14390	-1570.28	-1572.79	2.50304	0.2556998	0.1616497	0.09405013	0.1616497
14400	-1570.05	-1572.24	2.1942	0.2898418	0.1949086	0.09493316	0.1949086
14410	-1570.03	-1572.53	2.50418	0.2623426	0.1796042	0.08273848	0.1796042
14420	-1570.06	-1572.53	2.47265	0.2610723	0.1701428	0.09092952	0.1701428
14430	-1571.59	-1574.2	2.60602	0.2365601	0.129569	0.1069911	0.129569
14440	-1569.65	-1571.92	2.27252	0.2931261	0.2169996	0.07612652	0.2169996
14450	-1570.71	-1573.27	2.55724	0.24716	0.148847	0.09831298	0.148847
14460	-1571.02	-1573.01	1.99285	0.3078602	0.2063692	0.1014909	0.2063692
14470	-1569.84	-1572.16	2.32874	0.2768529	0.1853129	0.09154004	0.1853129
14480	-1569.89	-1571.99	2.10283	0.3166523	0.2442349	0.07241746	0.2442349
14490	-1572.26	-1573.94	1.67572	0.3650986	0.2771067	0.08799186	0.2771067
14500	-1569.78	-1571.97	2.19134	0.2952348	0.2063654	0.08886945	0.2063654
14510	-1570	-1572.4	2.39999	0.2673926	0.1739688	0.09342381	0.1739688
14520	-1570.04	-1572.15	2.1108	0.3164246	0.2483473	0.06807726	0.2483473
14530	-1569.92	-1572.09	2.17075	0.2954218	0.2037185	0.09170324	0.2037185
14540	-1569.72	-1572.1	2.38781	0.2749385	0.1907205	0.08421802	0.1907205
14550	-1569.93	-1572.14	2.20961	0.2895878	0.1965068	0.09308109	0.1965068
14560	-1570.69	-1572.86	2.17069	0.284951	0.1815146	0.1034364	0.1815146
14570	-1569.66	-1572.01	2.35701	0.280255	0.1989717	0.08128332	0.1989717
14580	-1572.05	-1574.06	2.00784	0.2944655	0.1817005	0.112765	0.1817005
14590	-1570.85	-1572.74	1.89128	0.332614	0.2424715	0.09014251	0.2424715
14600	-1570.28	-1572.28	1.99409	0.332511	0.2633671	0.06914388	0.2633671
14610	-1571.56	-1573.3	1.7449	0.3640759	0.2856216	0.0784543	0.2856216
14620	-1570.79	-1572.66	1.86772	0.349969	0.2782726	0.0716964	0.2782726
14630	-1569.6	-1571.84	2.23823	0.294656	0.2131556	0.08150041	0.2131556
14640	-1570.66	-1572.63	1.9724	0.3173402	0.2226028	0.09473745	0.2226028
14650	-1570.7	-1573.33	2.62959	0.244009	0.152642	0.09136697	0.152642
14660	-1570.99	-1572.99	1.99517	0.3078174	0.2065598	0.1012577	0.2065598
14670	-1571.86	-1573.6	1.73922	0.3687537	0.3092492	0.05950447	0.3092492
14680	-1570.11	-1572.37	2.26839	0.2954063	0.228889	0.06651725	0.228889
14690	-1569.94	-1572.23	2.29578	0.2787861	0.1848278	0.09395832	0.1848278
14700	-1570.32	-1572.34	2.01599	0.3296234	0.2633018	0.06632163	0.2633018
14710	-1573.29	-1575.05	1.76015	0.3292768	0.2871185	0.04215836	0.2871185
14720	-1570.78	-1572.93	2.14982	0.2867024	0.1825854	0.1041169	0.1825854
14730	-1570.99	-1573.67	2.67665	0.2386505	0.1463742	0.09227636	0.1463742
14740	-1572.22	-1574.43	2.21097	0.2678157	0.1501169	0.1176988	0.1501169
14750	-1570.64	-1573.02	2.38255	0.2802351	0.2164312	0.06380388	0.2164312
14760	-1569.78	-1571.91	2.13026	0.3059379	0.2210314	0.08490654	0.2210314
14770	-1570.03	-1572.22	2.18765	0.2909605	0.1964213	0.09453923	0.1964213
14780	-1571.92	-1574.56	2.63986	0.2321661	0.1233368	0.1088293	0.1233368
14790	-1570	-1572.49	2.48306	0.2618026	0.1738424	0.08796012	0.1738424
14800	-1569.71	-1571.87	2.16243	0.3073888	0.2315505	0.07583822	0.2315505
14810	-1572.16	-1574.02	1.86616	0.3165526	0.2087224	0.1078301	0.2087224
14820	-1569.91	-1572.37	2.46745	0.2655593	0.1810154	0.08454394	0.1810154
14830	-1570.5	-1572.42	1.91869	0.3358731	0.2533332	0.08253985	0.2533332
14840	-1570.55	-1572.85	2.30724	0.289391	0.2268117	0.06257929	0.2268117
14850	-1570.68	-1572.78	2.09354	0.2958202	0.1944096	0.1014106	0.1944096
14860	-1570.46	-1572.97	2.51757	0.2644054	0.1924499	0.07195551	0.1924499
14870	-1571.66	-1573.4	1.73223	0.3645945	0.2844765	0.08011802	0.2844765
14880	-1570.28	-1572.43	2.15059	0.3105137	0.2469405	0.06357316	0.2469405
14890	-1572.36	-1575.21	2.84578	0.2197915	0.1231477	0.0966438	0.1231477
14900	-1571.05	-1573.74	2.69402	0.2378684	0.1474136	0.09045486	0.1474136
14910	-1571.81	-1573.58	1.77182	0.3609967	0.30469	0.05630667	0.30469
14920	-1570.15	-1572.67	2.52603	0.2611978	0.1813801	0.07981773	0.1813801
14930	-1572.1	-1573.98	1.88468	0.3313781	0.2826265	0.04875164	0.2826265
14940	-1571.2	-1573.5	2.29718	0.2874163	0.2299052	0.05751111	0.2299052
14950	-1570.58	-1573.05	2.47271	0.2545114	0.1541706	0.1003408	0.1541706
14960	-1570.56	-1572.69	2.12922	0.2920378	0.1910678	0.10097	0.1910678
14970	-1570.25	-1572.3	2.05643	0.308537	0.215702	0.09283507	0.215702
14980	-1570.04	-1572.06	2.02348	0.3221331	0.2402374	0.08189569	0.2402374
14990	-1570.13	-1572.15	2.01906	0.3193994	0.2333331	0.08606632	0.2333331
15000	-1569.89	-1572.29	2.39593	0.2695927	0.1786134	0.09097932	0.1786134
15010	-1569.67	-1571.98	2.30885	0.2826314	0.1958826	0.08674871	0.1958826
15020	-1571.79	-1573.5	1.71552	0.3678873	0.2887248	0.07916245	0.2887248
15030	-1570.26	-1572.23	1.96691	0.3302252	0.2489241	0.08130104	0.2489241
15040	-1571.68	-1574.46	2.78764	0.2296562	0.1417916	0.08786465	0.1417916
15050	-1570.06	-1572.51	2.44874	0.2722193	0.1983491	0.07387023	0.1983491
15060	-1571.58	-1573.32	1.74097	0.3665352	0.2906493	0.07588591	0.2906493
15070	-1569.76	-1572.11	2.35138	0.2761569	0.1872716	0.08888533	0.1872716
15080	-1570.2	-1572.2	1.99711	0.3227774	0.237276	0.08550142	0.237276
15090	-1569.77	-1572.16	2.38986	0.2727258	0.1853442	0.08738163	0.1853442
15100	-1569.68	-1571.88	2.19715	0.3030434	0.2276071	0.07543639	0.2276071
15110	-1570.6	-1573.23	2.62966	0.2477704	0.1635743	0.08419618	0.1635743
15120	-1570.03	-1572.14	2.10404	0.3041656	0.2130797	0.09108584	0.2130797
15130	-1570.03	-1572.44	2.40962	0.2662036	0.1726149	0.09358872	0.1726149
15140	-1570.06	-1572.07	2.01457	0.3260167	0.2480665	0.07795019	0.2480665
15150	-1570.16	-1572.21	2.05367	0.3109052	0.220267	0.09063821	0.220267
15160	-1570.09	-1572.49	2.40207	0.2660326	0.171063	0.09496969	0.171063
15170	-1571.07	-1573.75	2.68539	0.2438346	0.164943	0.07889155	0.164943
15180	-1569.96	-1572.25	2.29634	0.2918345	0.2226069	0.06922759	0.2226069
15190	-1569.98	-1572.03	2.04894	0.323424	0.2495136	0.07391037	0.2495136
15200	-1570.3	-1572.49	2.1897	0.3051508	0.241831	0.06331976	0.241831
15210	-1570.13	-1572.23	2.09831	0.3032405	0.2103218	0.0929187	0.2103218
15220	-1570.05	-1572.22	2.16196	0.3095018	0.2427341	0.06676777	0.2427341
15230	-1573.05	-1574.62	1.57111	0.3915718	0.3141887	0.07738312	0.3141887
15240	-1569.81	-1571.91	2.10039	0.3115946	0.2291569	0.08243767	0.2291569
15250	-1569.82	-1572.19	2.3641	0.2736381	0.1832604	0.09037774	0.1832604
15260	-1569.98	-1572.24	2.25593	0.2827483	0.1879913	0.094757	0.1879913
15270	-1570.48	-1572.55	2.06922	0.3024126	0.2047994	0.09761317	0.2047994
15280	-1570.37	-1572.86	2.49933	0.2548519	0.1589682	0.09588374	0.1589682
15290	-1571.17	-1573.53	2.35917	0.2596437	0.1505607	0.109083	0.1505607
15300	-1570.14	-1572.6	2.46276	0.2706551	0.1972745	0.07338061	0.1972745
15310	-1570.22	-1572.19	1.97858	0.3326608	0.2577027	0.07495808	0.2577027
15320	-1569.71	-1571.96	2.25173	0.288288	0.1999097	0.08837835	0.1999097
15330	-1570.05	-1572.15	2.09772	0.3182081	0.2500435	0.06816453	0.2500435
15340	-1571.2	-1573.25	2.05283	0.3176081	0.2628623	0.05474573	0.2628623
15350	-1570.94	-1572.8	1.85342	0.3416057	0.255352	0.08625379	0.255352
15360	-1570.5	-1572.41	1.91455	0.3385313	0.2586613	0.07987005	0.2586613
15370	-1570.94	-1573.02	2.07201	0.2959828	0.1921367	0.1038461	0.1921367
15380	-1571.28	-1573.95	2.66967	0.2353696	0.1362892	0.09908036	0.1362892
15390	-1569.61	-1571.83	2.22812	0.2971572	0.2177823	0.07937485	0.2177823
15400	-1572.13	-1573.8	1.67532	0.3799997	0.3108385	0.06916129	0.3108385
15410	-1570.01	-1572.15	2.13525	0.3131116	0.2452341	0.06787742	0.2452341
15420	-1570.51	-1573.11	2.60658	0.2515722	0.1702962	0.081276	0.1702962
15430	-1569.84	-1571.95	2.1105	0.3078191	0.2220818	0.08573731	0.2220818
15440	-1570.92	-1573.58	2.65716	0.2400193	0.1466554	0.09336389	0.1466554
15450	-1570.41	-1572.35	1.93937	0.339007	0.2657911	0.07321589	0.2657911
15460	-1570.64	-1573	2.35673	0.2832105	0.2202209	0.06298962	0.2202209
15470	-1570.19	-1572.73	2.54194	0.2560794	0.169469	0.08661039	0.169469
15480	-1570.75	-1572.68	1.93367	0.3242349	0.2313622	0.09287263	0.2313622
15490	-1569.61	-1571.93	2.31547	0.2853733	0.204273	0.08110031	0.204273
15500	-1569.85	-1571.93	2.08033	0.3163678	0.2371223	0.07924553	0.2371223
15510	-1570.33	-1572.37	2.04206	0.3097584	0.2163011	0.09345734	0.2163011
15520	-1569.89	-1572.09	2.20831	0.3032316	0.2337451	0.0694865	0.2337451
15530	-1569.65	-1571.85	2.19527	0.3026214	0.2257109	0.07691042	0.2257109
15540	-1569.9	-1572.36	2.46553	0.2666305	0.1836608	0.08296963	0.1836608
15550	-1572.69	-1574.32	1.63076	0.3700272	0.2805847	0.08944251	0.2805847
15560	-1569.7	-1572.04	2.3337	0.2791313	0.1915607	0.08757065	0.1915607
15570	-1569.72	-1572.07	2.35039	0.2833996	0.2071599	0.07623972	0.2071599
15580	-1569.93	-1571.99	2.05346	0.3215401	0.2449927	0.07654742	0.2449927
15590	-1570.34	-1572.76	2.41714	0.2615804	0.1628362	0.09874422	0.1628362
15600	-1570.48	-1573.03	2.55022	0.2602137	0.1860217	0.07419197	0.1860217
15610	-1571.4	-1573.3	1.90288	0.3194509	0.2183329	0.101118	0.2183329
15620	-1571.85	-1573.58	1.73542	0.3700239	0.309317	0.06070694	0.309317
15630	-1569.71	-1572.01	2.30183	0.2900361	0.215505	0.07453103	0.215505
15640	-1570.49	-1573.1	2.6046	0.251652	0.1700431	0.0816089	0.1700431
15650	-1570.33	-1572.41	2.08014	0.3202478	0.2565191	0.06372868	0.2565191
15660	-1572.03	-1573.78	1.7506	0.3448797	0.2485186	0.09636108	0.2485186
15670	-1569.65	-1571.84	2.18323	0.3009885	0.2185827	0.08240584	0.2185827
15680	-1572.82	-1574.89	2.06057	0.2814909	0.1614158	0.1200751	0.1614158
15690	-1572.29	-1574.63	2.33774	0.2544636	0.1360435	0.1184201	0.1360435
15700	-1573.2	-1575	1.79529	0.3182076	0.2042469	0.1139607	0.2042469
15710	-1571.01	-1573.58	2.56602	0.2437066	0.14157	0.1021367	0.14157
15720	-1570.58	-1572.68	2.10191	0.3157734	0.2554805	0.06029286	0.2554805
15730	-1571.96	-1574.74	2.78175	0.2341312	0.1575994	0.07653185	0.1575994
15740	-1569.95	-1572.42	2.46118	0.2695442	0.1918497	0.07769454	0.1918497
15750	-1569.78	-1572.2	2.4199	0.2731735	0.1926532	0.08052036	0.1926532
15760	-1570.34	-1572.29	1.94904	0.3326979	0.2514276	0.08127031	0.2514276
15770	-1571.72	-1573.54	1.81972	0.3324938	0.2334435	0.09905038	0.2334435
15780	-1571.64	-1574.28	2.63914	0.2502699	0.182813	0.06745685	0.182813
15790	-1569.8	-1571.92	2.12272	0.3132589	0.2388694	0.07438949	0.2388694
15800	-1571.71	-1574.5	2.79026	0.2288283	0.1397223	0.08910606	0.1397223
15810	-1569.92	-1572.11	2.19062	0.2924561	0.200085	0.09237115	0.200085
15820	-1569.89	-1571.96	2.06626	0.3195582	0.2425407	0.07701743	0.2425407
15830	-1569.93	-1572.02	2.08731	0.3098307	0.2229072	0.08692354	0.2229072
15840	-1570.3	-1572.65	2.3523	0.2681897	0.1688876	0.09930212	0.1688876
15850	-1569.8	-1572.17	2.36327	0.2824153	0.2079155	0.07449977	0.2079155
15860	-1570.01	-1572.49	2.48336	0.2616927	0.1736071	0.08808554	0.1736071
15870	-1569.96	-1572.07	2.1115	0.3161394	0.2464113	0.06972806	0.2464113
15880	-1569.87	-1572.32	2.45539	0.2683944	0.1865853	0.0818091	0.1865853
15890	-1571.26	-1573.7	2.44371	0.271458	0.2102679	0.06119012	0.2102679
15900	-1570.15	-1572.18	2.03041	0.327333	0.2577657	0.06956733	0.2577657
15910	-1570	-1572.04	2.03483	0.3202768	0.2379213	0.08235548	0.2379213
15920	-1570.69	-1572.63	1.93782	0.3405697	0.2766119	0.0639578	0.2766119
15930	-1570.46	-1573.07	2.6041	0.2503007	0.1656144	0.08468633	0.1656144
15940	-1570.62	-1572.79	2.16437	0.2865287	0.1840211	0.1025076	0.1840211
15950	-1569.94	-1572.38	2.44381	0.2651711	0.1756112	0.08955992	0.1756112
15960	-1570.49	-1573.01	2.51744	0.2644796	0.1930348	0.07144482	0.1930348
15970	-1570.28	-1572.72	2.44522	0.2599892	0.1631851	0.09680409	0.1631851
15980	-1570.89	-1572.77	1.87112	0.3505957	0.2842505	0.06634523	0.2842505
15990	-1570.77	-1572.69	1.92582	0.3256405	0.2331393	0.09250114	0.2331393
16000	-1570.56	-1572.49	1.9265	0.3309095	0.2439175	0.08699203	0.2439175
16010	-1572.08	-1574.07	1.99634	0.3154106	0.2665591	0.04885153	0.2665591
16020	-1570.43	-1572.99	2.56082	0.2584887	0.1822601	0.0762286	0.1822601
16030	-1570.59	-1572.55	1.96211	0.3371008	0.2728559	0.06424483	0.2728559
16040	-1570.56	-1572.56	2.00332	0.3129436	0.2177384	0.09520519	0.2177384
16050	-1570.59	-1573.05	2.46335	0.2551427	0.154324	0.1008187	0.154324
16060	-1572.03	-1573.91	1.88353	0.3148562	0.2074173	0.1074388	0.2074173
16070	-1570.94	-1573.52	2.58354	0.2568302	0.1863505	0.07047971	0.1863505
16080	-1570.07	-1572.08	2.01119	0.3271578	0.2503566	0.07680128	0.2503566
16090	-1569.79	-1572.11	2.31557	0.2790463	0.1884037	0.09064261	0.1884037
16100	-1570.38	-1572.33	1.95074	0.3378767	0.2658676	0.07200904	0.2658676
16110	-1571.52	-1573.28	1.76342	0.3668304	0.3003308	0.06649959	0.3003308
16120	-1570.48	-1572.76	2.27533	0.2744143	0.1723615	0.1020528	0.1723615
16130	-1572	-1574.3	2.29673	0.2601703	0.143803	0.1163674	0.143803
16140	-1569.79	-1572.14	2.35184	0.2838707	0.2095286	0.07434206	0.2095286
16150	-1571.51	-1574.27	2.76094	0.2344968	0.1517513	0.08274554	0.1517513
16160	-1569.8	-1571.9	2.0963	0.3139549	0.234231	0.07972385	0.234231
16170	-1569.63	-1571.84	2.20956	0.3001722	0.2220281	0.07814406	0.2220281
16180	-1572.43	-1574.58	2.15245	0.2938225	0.244931	0.04889147	0.244931
16190	-1570.19	-1572.17	1.97993	0.33066	0.2525415	0.07811849	0.2525415
16200	-1569.76	-1571.92	2.15523	0.3091897	0.2354351	0.07375458	0.2354351
16210	-1569.75	-1572.04	2.2882	0.282921	0.1931747	0.0897463	0.1931747
16220	-1571.37	-1573.47	2.09544	0.3101097	0.2565002	0.05360952	0.2565002
16230	-1569.85	-1572.24	2.39104	0.2708122	0.1807888	0.09002337	0.1807888
16240	-1569.89	-1572.09	2.19044	0.3056006	0.2362075	0.06939318	0.2362075
16250	-1571.43	-1573.34	1.91264	0.3170884	0.2149344	0.1021539	0.2149344
16260	-1569.83	-1571.95	2.11892	0.3141316	0.2406813	0.07345034	0.2406813
16270	-1570.33	-1572.37	2.0449	0.3091778	0.2154851	0.09369274	0.2154851
16280	-1569.88	-1572.33	2.45244	0.2695907	0.1895638	0.08002696	0.1895638
16290	-1570.51	-1572.57	2.05109	0.3049507	0.2076671	0.09728361	0.2076671
16300	-1570.18	-1572.17	1.98543	0.3313461	0.2556924	0.07565374	0.2556924
16310	-1572.27	-1574.87	2.60053	0.2327725	0.1191324	0.1136401	0.1191324
16320	-1570.72	-1572.62	1.89591	0.3350197	0.2479847	0.08703498	0.2479847
16330	-1571.78	-1573.5	1.71837	0.3658028	0.2847153	0.08108756	0.2847153
16340	-1570.13	-1572.3	2.1669	0.3087199	0.243218	0.06550188	0.243218
16350	-1569.81	-1572.23	2.41274	0.2700821	0.1826752	0.08740696	0.1826752
16360	-1570.18	-1572.59	2.40903	0.2641857	0.1677531	0.09643252	0.1677531
16370	-1569.79	-1572.19	2.40568	0.2712635	0.1844407	0.0868228	0.1844407
16380	-1573.34	-1575.2	1.86248	0.3150499	0.2726911	0.0423588	0.2726911
16390	-1569.61	-1571.89	2.27817	0.291419	0.2130837	0.07833537	0.2130837
16400	-1569.76	-1572.16	2.3986	0.2766371	0.1981455	0.07849165	0.1981455
16410	-1569.94	-1572.23	2.28682	0.2796994	0.1855914	0.09410799	0.1855914
16420	-1570.41	-1572.43	2.01956	0.3289196	0.2644582	0.06446138	0.2644582
16430	-1570.29	-1572.59	2.29786	0.2913274	0.2264452	0.06488218	0.2264452
16440	-1571.61	-1573.47	1.86313	0.3437493	0.2901017	0.05364761	0.2901017
16450	-1569.75	-1571.97	2.22321	0.2912193	0.2021752	0.08904411	0.2021752
16460	-1573.1	-1575.78	2.6852	0.2427667	0.181584	0.06118277	0.181584
16470	-1569.84	-1571.93	2.08519	0.3171206	0.2402937	0.07682688	0.2402937
