Iteration	Posterior	Likelihood	Prior	num_events
85	-1564.223	-1564.793	0.5700917	3
86	-1564.7	-1565.368	0.6685958	3
87	-1565.478	-1566.725	1.247084	3
88	-1561.159	-1564.373	3.214503	3
89	-1561.573	-1563.367	1.79389	3
90	-1563.117	-1564.936	1.819013	4
91	-1562.606	-1562.929	0.3231004	3
92	-1562.819	-1563.448	0.6288461	3
93	-1564.121	-1565.73	1.609154	3
94	-1560.85	-1563.479	2.628929	3
95	-1559.363	-1563.583	4.220756	3
96	-1559.861	-1565.804	5.943471	3
97	-1564.897	-1572.302	7.404905	3
98	-1557.289	-1569.452	12.16358	3
99	-1553.703	-1565.094	11.39073	3
100	-1551.955	-1565.82	13.86567	3
101	-1551.245	-1563.805	12.56054	3
102	-1553.054	-1565.24	12.18636	3
103	-1548.44	-1565.075	16.63473	4
104	-1551.675	-1564.308	12.63303	3
105	-1554.398	-1566.045	11.6471	3
106	-1560.179	-1570.964	10.78519	3
107	-1553.015	-1566.857	13.84153	3
108	-1550.982	-1568.033	17.05071	4
109	-1552.08	-1567.156	15.07524	3
110	-1553.346	-1566.991	13.64524	3
111	-1552.8	-1567.341	14.54173	3
112	-1555.481	-1567.955	12.47406	3
113	-1555.852	-1565.484	9.631949	3
114	-1554.775	-1565.106	10.33021	3
115	-1556.32	-1566.562	10.2421	3
116	-1555.668	-1564.183	8.515028	3
117	-1554.635	-1564.033	9.397343	3
118	-1555.192	-1564.475	9.282856	3
119	-1564.68	-1566.594	1.914316	3
120	-1563.536	-1565.755	2.218868	3
121	-1562.432	-1566.672	4.240222	3
122	-1563.895	-1566.144	2.249613	3
123	-1565.575	-1567.361	1.786337	3
124	-1566.329	-1567.783	1.453273	3
125	-1568.096	-1566.751	-1.34518	4
126	-1560.089	-1565.37	5.280945	3
127	-1560.188	-1564.092	3.903794	3
128	-1557.503	-1564.423	6.919585	5
129	-1558.797	-1565.392	6.595536	3
130	-1562.297	-1565.657	3.359512	4
131	-1555.648	-1565.315	9.666911	4
132	-1557.303	-1565.22	7.916289	3
133	-1554.639	-1564.098	9.458373	3
134	-1549.23	-1563.779	14.54882	5
135	-1556.278	-1566	9.722715	4
136	-1558.24	-1567.864	9.624194	4
137	-1555.675	-1566.714	11.0389	4
138	-1553.138	-1565.417	12.27908	4
139	-1555.48	-1565.634	10.15388	4
140	-1552.697	-1564.699	12.00226	4
141	-1562.12	-1566.297	4.177043	4
142	-1556.089	-1567.676	11.5871	4
143	-1553.039	-1567.785	14.74596	3
144	-1552.208	-1563.929	11.7212	3
145	-1551.357	-1564.123	12.76651	3
146	-1558.136	-1565.795	7.658366	3
147	-1560.628	-1565.64	5.012692	4
148	-1562.536	-1568.808	6.272921	3
149	-1558.242	-1565.719	7.476581	4
150	-1557.929	-1564.132	6.202948	3
151	-1558.618	-1565.046	6.428157	3
152	-1563.043	-1569.969	6.925926	4
153	-1559.971	-1565.113	5.141732	5
154	-1557.139	-1566.927	9.788667	4
155	-1555.53	-1563.727	8.196501	4
156	-1555.596	-1565.135	9.539032	4
157	-1552.389	-1564.997	12.6079	5
158	-1555.745	-1568.467	12.72281	4
159	-1550.682	-1563.577	12.89494	4
160	-1550.413	-1565.639	15.22552	3
161	-1549.546	-1564.801	15.25538	3
162	-1552.025	-1566.944	14.91903	3
163	-1551.224	-1565.306	14.08169	3
164	-1548.182	-1565.192	17.00984	4
165	-1550.695	-1563.071	12.3757	3
166	-1555.964	-1566.288	10.32472	3
167	-1555.454	-1567.342	11.88808	3
168	-1553.859	-1564.391	10.53159	3
169	-1552.397	-1563.688	11.29093	3
170	-1554.918	-1562.379	7.460941	3
171	-1560.461	-1565.458	4.997818	3
172	-1559.967	-1565.167	5.200262	3
173	-1554.203	-1562.327	8.124036	3
174	-1555.238	-1563.826	8.588106	4
175	-1557.412	-1565.23	7.818302	4
176	-1557.559	-1566.805	9.246079	4
177	-1560.308	-1566.158	5.85002	3
178	-1558.671	-1564.925	6.253688	3
179	-1558.235	-1567.9	9.66499	3
180	-1557.963	-1567.414	9.450853	3
181	-1555.591	-1568.403	12.81163	3
182	-1552.546	-1568.096	15.54965	3
183	-1551.214	-1564.995	13.78091	3
184	-1553.108	-1564.921	11.81292	3
185	-1552.322	-1565.081	12.75922	4
186	-1554.09	-1564.961	10.87071	3
187	-1557.959	-1566.439	8.480305	3
188	-1556.142	-1563.859	7.717535	3
189	-1557.441	-1565.409	7.96807	3
190	-1559.152	-1567.179	8.026695	3
191	-1558.375	-1566.332	7.957081	3
192	-1562.357	-1567.896	5.538987	3
193	-1559.199	-1565.498	6.299659	3
194	-1558.24	-1565.224	6.984119	3
195	-1559.458	-1566.838	7.379974	3
196	-1562.222	-1568.277	6.054518	3
197	-1561.541	-1566.689	5.1471	3
198	-1560.25	-1565.313	5.063115	3
199	-1569.342	-1574.432	5.089666	3
200	-1563.676	-1564.112	0.4362368	4
201	-1564.006	-1564.238	0.2314768	4
202	-1563.802	-1564.167	0.36406	4
203	-1566.614	-1567.519	0.9044801	5
204	-1561.326	-1564.937	3.610881	4
205	-1568.291	-1569.459	1.167803	4
206	-1567.606	-1565.586	-2.020563	4
207	-1567.888	-1565.428	-2.459386	4
208	-1571.889	-1568.257	-3.631832	4
209	-1570.778	-1566.241	-4.537556	4
210	-1569.766	-1565.633	-4.132787	4
211	-1569.257	-1566.092	-3.164782	4
212	-1568.754	-1566.96	-1.793743	4
213	-1572.375	-1567.809	-4.566365	4
214	-1571.588	-1568.52	-3.068762	4
215	-1573.31	-1569.947	-3.363376	5
216	-1574.74	-1569.057	-5.682289	6
217	-1572.011	-1570.469	-1.541748	4
218	-1567.852	-1569.848	1.996356	3
219	-1566.638	-1568.426	1.787114	3
220	-1563.705	-1566.802	3.09628	3
221	-1564.109	-1570.269	6.15981	3
222	-1562.64	-1568.371	5.730737	3
223	-1559.138	-1566.41	7.272106	3
224	-1559.854	-1567.86	8.005277	3
225	-1565.423	-1571.574	6.151097	3
226	-1559.89	-1568.185	8.295114	3
227	-1561.746	-1567.124	5.377914	3
228	-1559.988	-1566.452	6.464567	3
229	-1557.845	-1566.106	8.260693	3
230	-1557.943	-1565.049	7.106881	3
231	-1564.557	-1566.089	1.531802	4
232	-1560.961	-1565.159	4.197501	3
233	-1564.055	-1566.942	2.886761	3
234	-1560.256	-1564.396	4.139922	3
235	-1562.999	-1564.481	1.482469	3
236	-1565.15	-1565.108	-0.04203671	3
237	-1566.535	-1567.009	0.4737955	3
238	-1568.428	-1568.768	0.3403557	3
239	-1565.161	-1565.811	0.6501645	3
240	-1568.312	-1566.717	-1.594789	3
241	-1569.216	-1565.123	-4.092593	4
242	-1566.733	-1565.564	-1.168233	3
243	-1565.752	-1563.658	-2.093799	3
244	-1565.403	-1565.191	-0.2122866	3
245	-1564.205	-1565.749	1.544427	3
246	-1561.286	-1566.016	4.730023	3
247	-1564.352	-1570.179	5.826845	3
248	-1560.169	-1564.497	4.328515	3
249	-1561.436	-1565.437	4.000225	3
250	-1563.513	-1565.686	2.173599	3
251	-1560.516	-1565.082	4.566571	3
252	-1560.603	-1566.582	5.978755	3
253	-1555.372	-1565.117	9.745343	4
254	-1557.109	-1565.159	8.050291	3
255	-1556.765	-1566.973	10.20755	3
256	-1554.93	-1566.336	11.40613	3
257	-1562.023	-1566.588	4.565027	3
258	-1560.874	-1566.334	5.46066	3
259	-1562.497	-1567.841	5.343754	3
260	-1558.004	-1565.666	7.661807	3
261	-1557.763	-1565.589	7.825486	3
262	-1561.592	-1564.465	2.873284	3
263	-1566.374	-1568.693	2.318927	3
264	-1565.694	-1568.528	2.834711	3
265	-1566.005	-1566.984	0.9793247	3
266	-1565.466	-1565.805	0.3390586	3
267	-1565.111	-1565.382	0.2708809	3
268	-1565.011	-1564.744	-0.2671913	3
269	-1565.427	-1569.474	4.047003	2
270	-1560.022	-1568.179	8.156887	2
271	-1558.626	-1566.219	7.59245	2
272	-1559.525	-1566.596	7.07191	2
273	-1557.058	-1565.878	8.819343	3
274	-1558.223	-1564.819	6.595792	2
275	-1558.138	-1564.747	6.609078	2
276	-1565.3	-1568.435	3.135601	1
277	-1568.996	-1568.936	-0.06035528	2
278	-1567.277	-1569.833	2.556155	1
279	-1569.633	-1571.676	2.043558	1
280	-1563.794	-1567.885	4.091456	2
281	-1563.333	-1565.929	2.596076	2
282	-1570.92	-1572.694	1.774844	1
283	-1567.267	-1568.497	1.23002	1
284	-1567.008	-1568.801	1.793306	1
285	-1563.346	-1568.511	5.165174	1
286	-1564.381	-1566.412	2.030795	2
287	-1565.403	-1569.726	4.323047	1
288	-1560.493	-1566.15	5.656731	2
289	-1558.966	-1565.389	6.42273	2
290	-1559.759	-1565.624	5.864918	2
291	-1562.212	-1567.578	5.366247	2
292	-1563.392	-1570.152	6.760238	1
293	-1562.538	-1569.105	6.566726	1
294	-1555.626	-1565.101	9.474785	2
295	-1561.7	-1567.951	6.251007	1
296	-1563.917	-1569.431	5.514124	1
297	-1561.103	-1568.156	7.053585	1
298	-1561.552	-1569.332	7.779759	1
299	-1557.795	-1564.996	7.200715	3
300	-1554.174	-1565.572	11.3984	2
301	-1557.745	-1566.182	8.436672	2
302	-1556.744	-1567.35	10.60586	2
303	-1560.906	-1567.29	6.383869	2
304	-1569.011	-1573.113	4.101555	1
305	-1568.164	-1571.533	3.368786	1
306	-1567.773	-1571.955	4.181218	1
307	-1567.244	-1571.544	4.299709	1
308	-1570.077	-1573.732	3.654575	1
309	-1568.923	-1574.609	5.685245	1
310	-1568.25	-1573.796	5.546243	1
311	-1568.725	-1572.562	3.836777	1
312	-1567.224	-1569.569	2.344085	1
313	-1568.598	-1571.413	2.814753	1
314	-1570.33	-1572.381	2.051184	1
315	-1567.341	-1570.501	3.160594	1
316	-1569.183	-1573.067	3.88432	1
317	-1568.372	-1570.543	2.171404	1
318	-1565.807	-1569.186	3.379007	2
319	-1568.783	-1569.947	1.163409	1
320	-1568.945	-1569.167	0.2220227	1
321	-1568.61	-1568.397	-0.2125658	1
322	-1568.736	-1570.438	1.702773	1
323	-1568.562	-1569.038	0.4765929	1
324	-1570.727	-1571.976	1.249513	1
325	-1566.799	-1567.801	1.002371	1
326	-1567.879	-1568.389	0.5098192	1
327	-1566.367	-1567.745	1.377075	1
328	-1568.655	-1570.079	1.423882	1
329	-1566.225	-1569.263	3.037869	2
330	-1570.171	-1571.743	1.572739	2
331	-1568.657	-1569.223	0.5657024	1
332	-1567.94	-1569.141	1.201836	1
333	-1567.798	-1569.936	2.138692	1
334	-1567.463	-1569.737	2.274261	1
335	-1569.094	-1571.62	2.525994	1
336	-1567.524	-1570.135	2.610535	1
337	-1566.534	-1568.631	2.097252	2
338	-1568.928	-1571.02	2.091335	1
339	-1567.676	-1569.422	1.746849	1
340	-1568.473	-1569.585	1.111759	1
341	-1566.962	-1568.114	1.15169	1
342	-1568.56	-1568.938	0.377847	2
343	-1562.015	-1572.572	10.55713	2
344	-1571.56	-1573.542	1.982379	1
345	-1570.815	-1570.953	0.138335	1
346	-1571.919	-1573.048	1.128759	1
347	-1570.821	-1570.873	0.05203237	1
348	-1571.709	-1571.309	-0.4008437	1
349	-1573.468	-1572.709	-0.7582079	2
350	-1572.061	-1570.153	-1.907389	2
351	-1571.126	-1571	-0.125811	2
352	-1572.35	-1570.014	-2.335236	2
353	-1573.515	-1569.897	-3.617832	2
354	-1572.516	-1570.449	-2.066904	2
355	-1573.573	-1571.072	-2.501242	2
356	-1570.824	-1570.878	0.05414251	2
357	-1572.982	-1571.482	-1.499487	2
358	-1572.156	-1571.501	-0.6552687	2
359	-1569.668	-1570.617	0.9489521	2
360	-1575.379	-1574.697	-0.6826913	1
361	-1573.391	-1569.278	-4.112457	2
362	-1573.411	-1570.089	-3.322011	2
363	-1571.472	-1569.013	-2.458905	2
364	-1571.546	-1571.936	0.3899359	1
365	-1573.367	-1571.522	-1.845477	2
366	-1567.713	-1570.758	3.044287	2
367	-1569.808	-1570.521	0.7123187	1
368	-1569.856	-1570.948	1.091637	1
369	-1569.109	-1570.782	1.673179	1
370	-1571.561	-1572.013	0.4520833	1
371	-1576.887	-1575.382	-1.504783	1
372	-1571.884	-1570.9	-0.9836546	1
373	-1571.861	-1571.654	-0.2071014	1
374	-1564.577	-1569.51	4.932988	2
375	-1571.853	-1570.792	-1.061572	2
376	-1570.131	-1570.147	0.01655099	2
377	-1569.694	-1571.186	1.492333	2
378	-1568.697	-1569.765	1.067096	2
379	-1569.667	-1570.992	1.325243	2
380	-1569.444	-1573.26	3.816602	3
381	-1573.464	-1571.133	-2.330971	2
382	-1574.046	-1570.31	-3.735868	2
383	-1575.08	-1570.288	-4.791384	2
384	-1574.788	-1571.334	-3.453682	1
385	-1575.895	-1571.52	-4.374789	1
386	-1576.594	-1572.552	-4.041988	1
387	-1575.572	-1570.31	-5.262277	1
388	-1572.949	-1567.693	-5.25612	1
389	-1573.534	-1568.728	-4.805911	1
390	-1572.313	-1567.573	-4.739729	1
391	-1573.465	-1568.256	-5.209085	1
392	-1576.07	-1569.724	-6.346413	1
393	-1570.284	-1567.197	-3.08726	1
394	-1568.956	-1565.171	-3.784618	1
395	-1572.426	-1568.872	-3.553992	1
396	-1568.34	-1565.263	-3.076458	1
397	-1567.027	-1565.367	-1.660377	1
398	-1568.656	-1566.681	-1.974527	1
399	-1569.304	-1565.986	-3.318474	1
400	-1569.953	-1568.016	-1.937887	1
401	-1568.926	-1567.895	-1.03046	1
402	-1570.955	-1568.987	-1.968278	1
403	-1569.568	-1565.995	-3.573244	1
404	-1570.009	-1567.712	-2.296891	1
405	-1568.027	-1566.571	-1.456017	1
406	-1563.843	-1563.999	0.1567947	2
407	-1565.901	-1567.936	2.035182	1
408	-1564.528	-1566.243	1.715375	1
409	-1564.462	-1566.839	2.376951	1
410	-1564.537	-1566.308	1.771086	2
411	-1564.799	-1565.915	1.116014	1
412	-1563.316	-1564.682	1.365899	1
413	-1565.31	-1566.741	1.431566	1
414	-1563.905	-1565.753	1.84857	1
415	-1562.9	-1565.085	2.18525	1
416	-1569.995	-1571.744	1.749978	1
417	-1563.218	-1566.71	3.491745	1
418	-1564.865	-1567.673	2.808425	1
419	-1559.915	-1569.539	9.624184	2
420	-1566.029	-1568.756	2.726849	1
421	-1565.221	-1567.269	2.04823	1
422	-1565.408	-1565.68	0.2724026	1
423	-1567.688	-1567.364	-0.3236813	1
424	-1567.366	-1567.135	-0.2311604	1
425	-1565.982	-1566.968	0.9863737	1
426	-1566.363	-1567.674	1.31069	1
427	-1567.291	-1567.182	-0.1092676	1
428	-1565.394	-1565.721	0.3268835	1
429	-1564.42	-1564.831	0.4112951	1
430	-1566.14	-1566.484	0.3435987	1
431	-1567.366	-1565.623	-1.742497	1
432	-1567.326	-1564.719	-2.606709	1
433	-1567.828	-1565.052	-2.775234	1
434	-1567.197	-1566.126	-1.070669	1
435	-1570.586	-1567.383	-3.202906	2
436	-1566.539	-1566.366	-0.1725201	1
437	-1567.442	-1566.835	-0.6070787	1
438	-1569.604	-1569.212	-0.3920641	1
439	-1569.678	-1568.96	-0.7184579	1
440	-1567.758	-1567.653	-0.1045332	1
441	-1564.69	-1564.952	0.2625193	2
442	-1567.406	-1566.996	-0.4097491	1
443	-1570.497	-1569.018	-1.479203	1
444	-1566.403	-1566.122	-0.280476	1
445	-1570.42	-1568.758	-1.661991	1
446	-1571.542	-1569.901	-1.641269	1
447	-1571.66	-1568.382	-3.278073	1
448	-1572.235	-1569.385	-2.849867	1
449	-1569.677	-1567.154	-2.523412	1
450	-1569.05	-1565.532	-3.518511	1
451	-1570.751	-1568.159	-2.591744	1
452	-1569.747	-1565.844	-3.903172	1
453	-1569.434	-1565.174	-4.259741	1
454	-1571.87	-1566.27	-5.599644	1
455	-1570.525	-1565.589	-4.935629	1
456	-1572.05	-1566.993	-5.056276	1
457	-1571.129	-1565.495	-5.633219	1
458	-1568.083	-1565.954	-2.128923	2
459	-1567.057	-1565.845	-1.21276	2
460	-1569.302	-1566.389	-2.913021	1
461	-1568.522	-1566.945	-1.577365	1
462	-1569.773	-1566.418	-3.354903	2
463	-1570.07	-1566.938	-3.132699	2
464	-1571.431	-1569.086	-2.344664	1
465	-1570.503	-1569.11	-1.392695	1
466	-1566.635	-1569.102	2.466423	1
467	-1570.233	-1571.188	0.9548056	1
468	-1565.973	-1567.501	1.528019	1
469	-1564.512	-1567.6	3.087742	1
470	-1565.877	-1569.055	3.178465	1
471	-1567.284	-1570.252	2.968572	1
472	-1564.366	-1567.431	3.064982	1
473	-1569.4	-1570.289	0.8897008	2
474	-1573.023	-1571.379	-1.64406	1
475	-1574.697	-1574.732	0.03522829	1
476	-1569.009	-1568.957	-0.05192845	1
477	-1568.074	-1568.84	0.7658923	2
478	-1571.582	-1570.154	-1.428752	1
479	-1568.23	-1567.403	-0.8265449	1
480	-1566.324	-1566.163	-0.1603801	1
481	-1567.391	-1565.426	-1.964965	1
482	-1570.376	-1569.458	-0.9175818	1
483	-1570.231	-1568.506	-1.724728	1
484	-1568.64	-1567.12	-1.520374	1
485	-1566.501	-1565.072	-1.429904	1
486	-1570.454	-1565.899	-4.554971	3
487	-1566.01	-1566.189	0.1791195	1
488	-1564.256	-1564.249	-0.007519162	1
489	-1565.47	-1565.344	-0.1265904	1
490	-1563.544	-1565.131	1.587025	1
491	-1562.76	-1564.636	1.875993	1
492	-1565.008	-1565.303	0.2945204	1
493	-1563.958	-1564.763	0.804416	1
494	-1563.186	-1565.155	1.969473	1
495	-1562.737	-1564.508	1.77164	1
496	-1564.277	-1566.308	2.03088	1
497	-1565.344	-1566.238	0.8942636	1
498	-1566.978	-1566.767	-0.2117466	1
499	-1565.66	-1567.401	1.740835	1
500	-1566.058	-1566.404	0.346116	1
501	-1563.261	-1566.263	3.002471	1
502	-1563.926	-1566.166	2.239209	1
503	-1564.68	-1566.103	1.422457	1
504	-1567.928	-1569.134	1.2057	1
505	-1566.008	-1565.792	-0.2157447	1
506	-1567.564	-1568.08	0.5157912	1
507	-1564.646	-1564.904	0.258239	1
508	-1562.445	-1564.388	1.942588	1
509	-1563.944	-1564.581	0.6369783	1
510	-1564.083	-1565.018	0.9351441	1
511	-1565.076	-1567.893	2.817421	1
512	-1565.975	-1568.36	2.385236	1
513	-1567.626	-1569.167	1.541272	1
514	-1565.25	-1566.005	0.7546812	1
515	-1560.88	-1566.649	5.769239	2
516	-1563.546	-1565.927	2.380437	1
517	-1563.608	-1565.174	1.566186	1
518	-1565.048	-1566.189	1.141276	1
519	-1566.19	-1567.755	1.564854	1
520	-1564.791	-1567.295	2.5042	2
521	-1565.171	-1565.628	0.4569841	1
522	-1567.034	-1566.878	-0.1563663	1
523	-1565.251	-1565.284	0.03269204	1
524	-1567.388	-1567.006	-0.3823057	1
525	-1566.677	-1565.973	-0.7040764	1
526	-1565.193	-1566.87	1.676644	1
527	-1563.732	-1564.822	1.089087	1
528	-1564.535	-1565.405	0.8703283	1
529	-1562.941	-1564.787	1.846487	1
530	-1564.068	-1565.506	1.438121	1
531	-1565.143	-1565.317	0.1747045	1
532	-1564.664	-1565.601	0.9369225	1
533	-1564.541	-1565.519	0.9783024	1
534	-1563.53	-1564.86	1.329277	1
535	-1569.103	-1569.193	0.09000897	1
536	-1565.29	-1565.723	0.4336495	1
537	-1568.846	-1567.751	-1.094456	1
538	-1565.865	-1565.382	-0.4828858	1
539	-1566.616	-1565.588	-1.028073	1
540	-1563.671	-1564.37	0.6990969	1
541	-1569.34	-1566.72	-2.620494	2
542	-1566.767	-1567.984	1.217064	1
543	-1564.719	-1567.996	3.277408	1
544	-1568.769	-1570.876	2.106593	1
545	-1565.622	-1567.221	1.599614	1
546	-1569.097	-1569.337	0.2398766	2
547	-1568.361	-1568.884	0.5225481	1
548	-1566.53	-1567.801	1.27157	1
549	-1568.211	-1568.414	0.2035532	1
550	-1570.979	-1570.847	-0.1324056	1
551	-1571.617	-1572.13	0.5124005	1
552	-1568.212	-1570.758	2.545256	1
553	-1573.611	-1574.49	0.8793575	1
554	-1567.393	-1568.195	0.8021218	1
555	-1567.777	-1565.8	-1.97651	1
556	-1569.617	-1567.552	-2.064681	1
557	-1573.667	-1571.851	-1.815597	1
558	-1572.395	-1567.932	-4.462966	1
559	-1571.902	-1568.58	-3.322238	1
560	-1569.581	-1568.395	-1.185911	1
561	-1569.327	-1568.099	-1.228101	1
562	-1572.195	-1567.345	-4.850379	1
563	-1570.342	-1567.319	-3.022483	1
564	-1573.663	-1568.916	-4.746429	1
565	-1574.205	-1571.825	-2.379245	1
566	-1571.737	-1567.026	-4.710962	1
567	-1571.163	-1565.885	-5.277802	1
568	-1570.976	-1565.724	-5.251509	1
569	-1570.665	-1565.464	-5.2004	1
570	-1571.787	-1568.157	-3.630734	1
571	-1570.655	-1567.236	-3.419179	1
572	-1569.402	-1565.767	-3.634661	1
573	-1570.848	-1565.839	-5.009055	1
574	-1571.055	-1565.688	-5.366511	1
575	-1571.241	-1566.296	-4.945435	1
576	-1571.815	-1569.467	-2.347607	1
577	-1570.105	-1567.337	-2.767886	1
578	-1570.268	-1567.229	-3.038315	1
579	-1567.643	-1566.27	-1.372486	1
580	-1568.458	-1566.381	-2.076912	1
581	-1567.424	-1565.785	-1.639458	1
582	-1567.831	-1570.379	2.548295	2
583	-1568.494	-1563.888	-4.6067	1
584	-1573.158	-1568.993	-4.164625	1
585	-1572.506	-1568.82	-3.686158	1
586	-1571.762	-1569.09	-2.671683	1
587	-1566.346	-1566.529	0.182261	2
588	-1571.54	-1570.714	-0.8263248	2
589	-1573.223	-1570.444	-2.779053	1
590	-1573.602	-1569.352	-4.250763	2
591	-1567.359	-1566.802	-0.5566729	1
592	-1569.362	-1568.117	-1.245003	1
593	-1567.977	-1567.308	-0.6684718	1
594	-1569.882	-1569.216	-0.6653311	1
595	-1569.41	-1569.906	0.4960846	1
596	-1568.483	-1567.826	-0.6564912	1
597	-1566.61	-1566.302	-0.3077711	1
598	-1567.79	-1568.575	0.7843852	1
599	-1569.839	-1569.91	0.07082643	1
600	-1567.575	-1567.638	0.06338074	1
601	-1565.38	-1567.018	1.637801	1
602	-1566.606	-1568.138	1.531212	1
603	-1566.872	-1568.286	1.414376	1
604	-1568.744	-1568.797	0.05283211	1
605	-1568.303	-1567.914	-0.3885552	1
606	-1569.413	-1568.825	-0.5883551	1
607	-1568.338	-1569.148	0.8095318	1
608	-1567.428	-1569.949	2.521165	1
609	-1572.771	-1570.237	-2.533947	2
610	-1566.696	-1567.657	0.9607863	1
611	-1565.627	-1568.133	2.505849	1
612	-1566.233	-1568.165	1.9319	2
613	-1568.131	-1569.595	1.463722	1
614	-1569.509	-1570.467	0.9577811	1
615	-1564.834	-1569.898	5.064539	2
616	-1566.478	-1570.013	3.534484	1
617	-1569.093	-1569.484	0.3907041	1
618	-1568.323	-1567.59	-0.7324106	1
619	-1571.295	-1572.826	1.530926	1
620	-1572.315	-1575.825	3.509943	1
621	-1571.102	-1575.088	3.985686	1
622	-1573.244	-1576.458	3.213479	1
623	-1576.706	-1573.923	-2.782855	2
624	-1574.023	-1574.125	0.102871	1
625	-1575.395	-1573.743	-1.652386	1
626	-1576.012	-1574.058	-1.953647	3
627	-1577.6	-1573.845	-3.755036	3
628	-1579.687	-1575.828	-3.859097	3
629	-1578.046	-1573.079	-4.966872	1
630	-1578.024	-1574.434	-3.59007	1
631	-1572.662	-1572.638	-0.02348049	1
632	-1572.269	-1572.266	-0.003150742	1
633	-1574.728	-1572.372	-2.355791	1
634	-1574.943	-1572.766	-2.176473	1
635	-1575.081	-1571.684	-3.397366	1
636	-1573.005	-1569.191	-3.813735	1
637	-1572.973	-1568.608	-4.364856	1
638	-1573.188	-1567.901	-5.287583	1
639	-1573.536	-1568.932	-4.604779	1
640	-1572.614	-1570.344	-2.270266	1
641	-1572.364	-1568.928	-3.436016	1
642	-1573.112	-1570.941	-2.170535	1
643	-1574.591	-1571.919	-2.671847	1
644	-1571.149	-1569.959	-1.190518	1
645	-1573.666	-1568.586	-5.080086	2
646	-1571.303	-1569.029	-2.274066	1
647	-1572.645	-1571.073	-1.571965	1
648	-1576.059	-1570.123	-5.935245	2
