Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1609.08	-1610.83	1.75171	0.1055148
10	-1588.43	-1588.98	0.545199	0.1709926
20	-1589.4	-1590.44	1.04188	0.1445386
30	-1589.35	-1589.77	0.41883	0.1777617
40	-1592.33	-1592.5	0.171225	0.1911239
50	-1608.39	-1610.13	1.73825	0.1063022
60	-1587.95	-1588.62	0.677023	0.1639579
70	-1595	-1595.01	0.0125159	0.199774
80	-1594.21	-1595.55	1.33633	0.1287409
90	-1587.9	-1588.66	0.761391	0.1594654
100	-1613.13	-1614.95	1.82438	0.1011966
110	-1594.04	-1594.1	0.0659552	0.1968532
120	-1645.11	-1647.28	2.16835	0.0775587
130	-1615.37	-1617.23	1.86058	0.09899595
140	-1589.5	-1589.91	0.402009	0.178665
150	-1588.63	-1589.58	0.952392	0.1493045
160	-1590.72	-1591.87	1.14896	0.1388214
170	-1599.58	-1601.11	1.52673	0.1183115
180	-1591.54	-1592.74	1.20138	0.1360135
190	-1588.12	-1588.74	0.612156	0.1674167
200	-1596.84	-1598.28	1.43881	0.1231585
210	-1589.41	-1590.45	1.04295	0.1444817
220	-1597.23	-1598.69	1.45229	0.1224195
230	-1590.74	-1591.89	1.15036	0.1387466
240	-1600.27	-1600.03	-0.234232	0.2133797
250	-1596.42	-1596.36	-0.0602321	0.2037645
260	-1593.2	-1593.32	0.115397	0.1941584
270	-1606.11	-1607.8	1.69104	0.109038
280	-1593.26	-1593.37	0.111966	0.1943452
290	-1587.94	-1588.62	0.68351	0.1636122
300	-1598.77	-1600.27	1.5022	0.1196702
310	-1596.12	-1596.07	-0.0452989	0.202944
320	-1588.43	-1588.97	0.546617	0.1709168
330	-1594.4	-1595.75	1.34455	0.1282955
340	-1595.69	-1597.08	1.39649	0.1254717
350	-1591.79	-1593	1.21585	0.1352367
360	-1591.02	-1591.28	0.265379	0.1860253
370	-1588.97	-1589.97	0.996495	0.1469568
380	-1605.97	-1607.66	1.68802	0.1092119
390	-1592.56	-1593.82	1.25821	0.1329596
400	-1604.5	-1606.16	1.65504	0.1110994
410	-1588.09	-1588.71	0.622782	0.1668497
420	-1598.05	-1599.53	1.4793	0.120934
430	-1588.35	-1589.26	0.907856	0.151674
440	-1593.27	-1594.56	1.29331	0.1310671
450	-1588.01	-1588.83	0.823237	0.1561749
460	-1589.75	-1590.12	0.376977	0.1800103
470	-1619.84	-1621.77	1.92532	0.09495747
480	-1622.2	-1624.16	1.9561	0.09298114
490	-1593.34	-1594.63	1.29671	0.1308838
500	-1594.12	-1595.45	1.33232	0.1289582
510	-1591.3	-1592.49	1.18685	0.1367922
520	-1599.55	-1601.08	1.52594	0.1183551
530	-1588.08	-1588.7	0.626031	0.1666764
540	-1588.89	-1589.88	0.986831	0.1474714
550	-1590.16	-1590.5	0.337095	0.1821566
560	-1592.03	-1593.26	1.22989	0.1344827
570	-1626.31	-1628.31	2.00494	0.08975234
580	-1588.99	-1589.99	0.998899	0.1468288
590	-1588.33	-1589.23	0.903519	0.1519047
600	-1616.52	-1618.39	1.878	0.09792299
610	-1604.06	-1605.7	1.6447	0.1116885
620	-1595.45	-1596.84	1.3874	0.1259668
630	-1609.5	-1611.26	1.75974	0.1050432
640	-1595.47	-1596.86	1.38821	0.1259229
650	-1592.37	-1593.62	1.24822	0.133497
660	-1592.5	-1592.66	0.159863	0.1917408
670	-1589.23	-1590.25	1.02474	0.1454525
680	-1620.7	-1619.8	-0.901959	0.2513432
690	-1607.67	-1609.39	1.72376	0.1071462
700	-1588.7	-1589.21	0.501273	0.1733423
710	-1599.62	-1601.15	1.52796	0.1182432
720	-1598.7	-1598.54	-0.166949	0.2096494
730	-1594.52	-1594.56	0.0388944	0.1983312
740	-1601.96	-1603.55	1.59258	0.1146343
750	-1589.58	-1590.64	1.05911	0.1436203
760	-1589.47	-1589.88	0.405498	0.1784776
770	-1589.11	-1589.56	0.446744	0.1762639
780	-1587.91	-1588.68	0.770266	0.158993
790	-1596.58	-1598.01	1.42941	0.1236736
800	-1589.93	-1591.02	1.08941	0.1420039
810	-1588.1	-1588.95	0.852505	0.1546182
820	-1588.65	-1589.61	0.955538	0.1491371
830	-1622.61	-1624.57	1.9613	0.09264347
840	-1589.5	-1590.55	1.051	0.1440528
850	-1588.24	-1588.82	0.58483	0.1688753
860	-1598.13	-1599.62	1.48212	0.1207787
870	-1629.5	-1631.54	2.0391	0.08741092
880	-1601.85	-1603.44	1.58988	0.1147859
890	-1599.8	-1601.33	1.53307	0.1179592
900	-1606.92	-1608.63	1.7083	0.1080424
910	-1590.03	-1591.13	1.09722	0.1415866
920	-1587.9	-1588.62	0.720831	0.1616244
930	-1588.83	-1589.31	0.483138	0.1743134
940	-1588.21	-1589.09	0.878933	0.1532125
950	-1596.6	-1598.03	1.43001	0.1236405
960	-1588.14	-1589	0.862777	0.1540718
970	-1607.93	-1609.66	1.72903	0.1068396
980	-1645.4	-1647.57	2.17024	0.07739645
990	-1591.18	-1591.44	0.252594	0.1867163
1000	-1589.75	-1590.83	1.07405	0.1428232
1010	-1594.64	-1594.67	0.032108	0.1987022
1020	-1594.08	-1595.42	1.33081	0.1290397
1030	-1588.92	-1589.91	0.989907	0.1473076
1040	-1587.89	-1588.64	0.747363	0.160212
1050	-1661.09	-1663.34	2.25101	0.06943566
1060	-1587.92	-1588.7	0.7782	0.1585709
1070	-1588.84	-1589.83	0.981113	0.1477758
1080	-1637.98	-1640.1	2.11635	0.08176696
1090	-1600.71	-1602.27	1.559	0.1165147
1100	-1588.39	-1588.94	0.553051	0.1705729
1110	-1596.47	-1597.89	1.42536	0.1238951
1120	-1598.6	-1600.1	1.4969	0.1199632
1130	-1594.98	-1596.35	1.36877	0.1269806
1140	-1597.89	-1597.76	-0.13011	0.2076136
1150	-1587.98	-1588.79	0.812467	0.1567478
1160	-1616.81	-1618.69	1.88238	0.09765222
1170	-1587.93	-1588.71	0.784862	0.1582164
1180	-1593.47	-1594.77	1.30279	0.1305551
1190	-1588.02	-1588.67	0.643282	0.1657564
1200	-1644.69	-1646.86	2.16559	0.07779364
1210	-1631.49	-1633.55	2.05889	0.08601714
1220	-1587.97	-1588.78	0.807497	0.1570122
1230	-1600.14	-1601.68	1.54289	0.1174132
1240	-1601.04	-1602.61	1.56822	0.1159995
1250	-1588.46	-1589	0.540427	0.1712477
1260	-1588	-1588.65	0.650889	0.1653508
1270	-1590.31	-1590.64	0.323855	0.1828699
1280	-1615.45	-1617.32	1.86183	0.09891957
1290	-1590.25	-1591.36	1.11446	0.140666
1300	-1595.02	-1596.39	1.37013	0.1269064
1310	-1629.13	-1631.16	2.03526	0.08767818
1320	-1593.53	-1593.63	0.0953037	0.1952527
1330	-1616.38	-1618.25	1.87592	0.0980519
1340	-1592.96	-1594.23	1.27822	0.1318813
1350	-1588.48	-1589.01	0.53762	0.1713978
1360	-1590.43	-1590.75	0.313242	0.183442
1370	-1588.26	-1589.15	0.889983	0.1526247
1380	-1622.43	-1624.39	1.95907	0.09278869
1390	-1587.89	-1588.62	0.724777	0.1614143
1400	-1589.21	-1589.65	0.43458	0.1769164
1410	-1591.5	-1592.7	1.19906	0.1361377
1420	-1595.83	-1597.23	1.40178	0.1251828
1430	-1589.73	-1590.81	1.07263	0.142899
1440	-1587.9	-1588.62	0.722289	0.1615468
1450	-1600.82	-1602.38	1.56198	0.1163487
1460	-1591.37	-1591.61	0.238228	0.1874932
1470	-1590.3	-1590.63	0.324929	0.182812
1480	-1588.27	-1588.84	0.578131	0.169233
1490	-1592.5	-1593.76	1.25503	0.1331307
1500	-1593.78	-1595.1	1.31717	0.1297777
1510	-1588.11	-1588.72	0.617334	0.1671404
1520	-1603.65	-1605.29	1.63505	0.1122365
1530	-1588.26	-1589.16	0.891192	0.1525605
1540	-1616.88	-1616.08	-0.795773	0.245183
1550	-1604.96	-1606.62	1.66551	0.1105022
1560	-1602.95	-1602.61	-0.34106	0.2193356
1570	-1598.69	-1600.19	1.4998	0.1198029
1580	-1595.26	-1595.26	-0.00118823	0.2005245
1590	-1590.51	-1591.64	1.13372	0.1396363
1600	-1596.91	-1596.82	-0.0840716	0.2050758
1610	-1617.37	-1619.26	1.89062	0.09714002
1620	-1588.82	-1589.79	0.977354	0.1479759
1630	-1609.36	-1611.12	1.75716	0.1051948
1640	-1588.3	-1588.87	0.571479	0.1695883
1650	-1607.98	-1609.71	1.73	0.1067831
1660	-1588.68	-1589.18	0.505316	0.1731259
1670	-1588.25	-1588.83	0.581775	0.1690384
1680	-1590.49	-1590.79	0.308846	0.183679
1690	-1631.18	-1630.01	-1.16825	0.2670145
1700	-1590.11	-1591.21	1.10342	0.1412559
1710	-1598.04	-1599.51	1.47895	0.1209532
1720	-1632.17	-1634.24	2.06543	0.08554937
1730	-1610.62	-1612.4	1.78057	0.1038141
1740	-1587.89	-1588.63	0.733705	0.160939
