Iteration	Posterior	Likelihood	Prior	birth_rate
0	-1590	-1590.35	0.352169	0.181345
10	-1597.89	-1599.37	1.47426	0.1212118
20	-1608.34	-1610.07	1.73721	0.1063631
30	-1668.08	-1670.35	2.27479	0.06633556
40	-1771.98	-1774.03	2.04883	0.03707875
50	-1674.96	-1677.25	2.29187	0.06350065
60	-1718.46	-1720.74	2.28119	0.04920056
70	-1662.77	-1665.03	2.25735	0.06866842
80	-1609.4	-1611.15	1.75779	0.1051579
90	-1672.73	-1675.01	2.28698	0.06439826
100	-1764.48	-1766.57	2.09382	0.03852499
110	-1645.61	-1647.79	2.17164	0.077276
120	-1866.54	-1867.72	1.18086	0.02345371
130	-1794.02	-1795.92	1.89523	0.03320314
140	-1629.39	-1631.43	2.03795	0.08749096
150	-1726.48	-1728.74	2.26025	0.04708019
160	-1619.21	-1621.12	1.91665	0.09550721
170	-1651.04	-1653.25	2.20407	0.07435295
180	-1730	-1732.24	2.24941	0.04618866
190	-1591.03	-1592.2	1.16982	0.1377049
200	-1621.84	-1623.79	1.95154	0.09327671
210	-1590.65	-1591.79	1.14352	0.1391126
220	-1591.27	-1592.46	1.18491	0.1368963
230	-1669.52	-1671.79	2.27885	0.06572675
240	-1589.04	-1590.04	1.00375	0.1465703
250	-1811.33	-1813.09	1.75306	0.03050038
260	-1635.26	-1637.36	2.09355	0.08349423
270	-1742.62	-1744.83	2.20257	0.04316855
280	-1638.61	-1640.73	2.12135	0.08138001
290	-1599.83	-1601.37	1.53417	0.1178979
300	-1601.51	-1603.09	1.5807	0.1153009
310	-1682.44	-1684.74	2.30394	0.06063001
320	-1599.86	-1601.39	1.53481	0.1178626
330	-1587.95	-1588.74	0.797483	0.1575449
340	-1592.73	-1593.99	1.26667	0.1325037
350	-1729.06	-1731.31	2.2524	0.04642464
360	-1651.03	-1653.24	2.20401	0.07435899
370	-1658.9	-1661.14	2.2421	0.07046021
380	-1677.91	-1680.21	2.29741	0.0623432
