Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
420	-1549.69	-1568.47	18.7761	0.286607	0.244164	0.235973	0.229094	0.232106	0.219796	0.198417	0.207114	0.209267	0.191692	0.201266
430	-1546.69	-1568.02	21.3282	0.286163	0.266511	0.257587	0.252833	0.222657	0.221344	0.211039	0.224102	0.20368	0.181398	0.186409
440	-1547.67	-1568.12	20.4464	0.253978	0.254263	0.237848	0.21965	0.225168	0.215692	0.196934	0.175287	0.167456	0.161263	0.162949
450	-1551.32	-1568.29	16.9631	0.300161	0.267086	0.261149	0.265888	0.242808	0.239168	0.22699	0.201048	0.191313	0.185552	0.179369
460	-1549.47	-1570.35	20.8771	0.294957	0.318164	0.291665	0.269111	0.300456	0.302809	0.311734	0.306515	0.305199	0.284746	0.289492
470	-1547.15	-1570.11	22.955	0.339577	0.349873	0.311215	0.318221	0.334987	0.312942	0.354099	0.358783	0.365919	0.358067	0.346114
480	-1544.86	-1572.46	27.5957	0.265622	0.271992	0.272889	0.266851	0.273065	0.272304	0.284761	0.307388	0.299957	0.286125	0.286818
490	-1547.54	-1569.88	22.3375	0.261621	0.25164	0.258219	0.249182	0.232292	0.251091	0.250283	0.273048	0.297591	0.299133	0.308117
500	-1545.47	-1568.51	23.039	0.299414	0.297434	0.294125	0.289321	0.260599	0.233284	0.230836	0.228447	0.25257	0.248765	0.269333
510	-1547.16	-1570.91	23.7475	0.272301	0.288886	0.282494	0.272104	0.264229	0.265234	0.28066	0.285913	0.286793	0.302918	0.329853
520	-1553.46	-1569.5	16.0395	0.288238	0.3021	0.271082	0.246044	0.218756	0.185263	0.204162	0.199362	0.209554	0.187747	0.191168
530	-1546.03	-1566.95	20.9173	0.291659	0.275504	0.251	0.22982	0.202627	0.197719	0.199126	0.183265	0.201647	0.206518	0.213885
540	-1544.26	-1567.44	23.1854	0.277339	0.25185	0.235061	0.229286	0.213854	0.207421	0.20301	0.200268	0.186732	0.187301	0.19681
550	-1552.74	-1572.48	19.7439	0.286153	0.268743	0.242694	0.259754	0.231681	0.205552	0.197641	0.208543	0.194915	0.198881	0.21027
560	-1545.13	-1568.02	22.8883	0.273403	0.26519	0.238388	0.229803	0.235193	0.24502	0.249814	0.25853	0.249511	0.228124	0.230489
570	-1552.07	-1573.43	21.3625	0.284063	0.246175	0.268443	0.293734	0.259911	0.24776	0.239886	0.227644	0.244573	0.23166	0.224831
580	-1542.35	-1567.89	25.5372	0.270373	0.271196	0.256011	0.241249	0.23003	0.227038	0.223811	0.223499	0.230033	0.233444	0.211674
590	-1547.02	-1568.05	21.0284	0.299846	0.311342	0.29466	0.2658	0.261151	0.241975	0.234693	0.232933	0.255684	0.220494	0.223473
600	-1545.5	-1569.56	24.0628	0.277476	0.256797	0.252139	0.234563	0.227829	0.215827	0.211501	0.196192	0.187456	0.203602	0.214138
610	-1552.33	-1571.38	19.053	0.205098	0.176713	0.186953	0.17159	0.161846	0.147347	0.148184	0.149473	0.159972	0.159895	0.155678
620	-1548.51	-1570.48	21.9755	0.225155	0.197366	0.187495	0.183502	0.166683	0.175292	0.163724	0.163252	0.160965	0.156422	0.153466
630	-1547.09	-1567.4	20.3147	0.288528	0.2682	0.2623	0.241559	0.216496	0.210295	0.21118	0.218532	0.219599	0.198246	0.175446
640	-1546.64	-1571.36	24.7125	0.241233	0.252069	0.258361	0.23873	0.212978	0.229837	0.22419	0.208407	0.211394	0.204226	0.185886
650	-1542.76	-1570.22	27.4616	0.255195	0.250012	0.238454	0.233693	0.226162	0.213538	0.221909	0.236195	0.25168	0.245391	0.222974
660	-1549.24	-1568.3	19.0539	0.268506	0.295125	0.259096	0.251186	0.259108	0.246861	0.228344	0.229928	0.244636	0.258286	0.256916
670	-1546.61	-1567.65	21.0344	0.274627	0.25564	0.237011	0.215744	0.20852	0.213296	0.229619	0.2281	0.200839	0.189217	0.186622
680	-1547.53	-1569.13	21.599	0.276764	0.277095	0.287795	0.291399	0.269492	0.279595	0.265543	0.276183	0.255571	0.253368	0.236225
690	-1544.01	-1569.8	25.7971	0.258872	0.254358	0.258881	0.261305	0.246454	0.249123	0.25214	0.240728	0.228106	0.198676	0.205992
700	-1550.43	-1569.69	19.253	0.260514	0.278526	0.262533	0.228957	0.230207	0.261515	0.282765	0.284836	0.270791	0.300804	0.312661
710	-1548.71	-1570.79	22.0803	0.28402	0.283124	0.270884	0.246271	0.25665	0.270421	0.279677	0.296801	0.272119	0.235121	0.214784
720	-1545.01	-1569.48	24.4635	0.323483	0.300895	0.287688	0.278695	0.280582	0.283216	0.26297	0.244373	0.244616	0.255884	0.270207
730	-1544.67	-1569.56	24.8864	0.335321	0.324064	0.338938	0.328257	0.323669	0.318964	0.289941	0.301697	0.322224	0.349163	0.379668
740	-1547.43	-1569.57	22.1381	0.320191	0.343669	0.336686	0.350078	0.31948	0.297454	0.301939	0.30484	0.329219	0.330521	0.326639
750	-1546.1	-1569.99	23.8941	0.269117	0.234636	0.237074	0.232095	0.232335	0.215595	0.198032	0.198323	0.21472	0.237664	0.246359
760	-1545.96	-1569.47	23.5149	0.247016	0.27272	0.244213	0.230413	0.220462	0.195559	0.19095	0.189275	0.198872	0.191505	0.19565
770	-1546.16	-1568.44	22.2758	0.276739	0.246367	0.247003	0.226405	0.230434	0.218585	0.19187	0.196925	0.209033	0.207897	0.217821
780	-1544.93	-1570.32	25.3935	0.347668	0.32384	0.336658	0.299176	0.293127	0.277978	0.277014	0.270557	0.276906	0.276498	0.290633
790	-1544.13	-1567.65	23.5198	0.294627	0.285566	0.277503	0.245385	0.225401	0.20747	0.214642	0.222204	0.228615	0.228955	0.215972
800	-1550.58	-1569.11	18.5262	0.286398	0.264665	0.245955	0.249438	0.243662	0.217503	0.222999	0.223058	0.199522	0.188717	0.193654
810	-1551.13	-1568.57	17.4306	0.320148	0.280592	0.248551	0.237639	0.230666	0.198513	0.189685	0.181445	0.18159	0.189352	0.165184
820	-1552.53	-1570.69	18.1638	0.260153	0.261418	0.236416	0.218886	0.229976	0.193156	0.206903	0.204195	0.201466	0.227676	0.232259
830	-1547.83	-1570.06	22.2292	0.290165	0.26666	0.271449	0.258658	0.248712	0.238514	0.246469	0.240528	0.250514	0.246143	0.243511
840	-1549.4	-1568.36	18.9614	0.253226	0.243219	0.212017	0.205675	0.213601	0.199603	0.178643	0.196773	0.192298	0.187017	0.203731
850	-1548.44	-1572.43	23.9921	0.323739	0.31751	0.312454	0.294814	0.297714	0.290381	0.271798	0.259312	0.239959	0.220842	0.222316
860	-1546.01	-1568.9	22.8902	0.294143	0.280718	0.284711	0.273882	0.266207	0.2395	0.23818	0.248767	0.234663	0.230883	0.211055
870	-1547.54	-1568.58	21.0351	0.322289	0.330331	0.313182	0.282722	0.271516	0.269678	0.286266	0.323778	0.349628	0.349866	0.339878
880	-1550.09	-1571.33	21.2362	0.243106	0.226604	0.223231	0.202993	0.197528	0.204476	0.22475	0.239838	0.215939	0.206757	0.19895
890	-1543.58	-1568.99	25.4117	0.253789	0.249471	0.234753	0.234237	0.233251	0.236681	0.216562	0.22876	0.226712	0.227298	0.22722
900	-1543.97	-1570.35	26.3764	0.332771	0.313259	0.311032	0.329855	0.332405	0.325938	0.326903	0.315007	0.312231	0.29399	0.304508
910	-1546.06	-1568.89	22.8334	0.267304	0.260808	0.260686	0.249784	0.256811	0.261908	0.262742	0.24374	0.234055	0.235747	0.21502
920	-1550.14	-1570.98	20.8381	0.269775	0.274986	0.296928	0.263882	0.241484	0.227077	0.226899	0.224641	0.202418	0.20228	0.232807
930	-1550.62	-1571.53	20.9095	0.229419	0.242137	0.257392	0.229285	0.216966	0.231298	0.210903	0.20004	0.220739	0.207375	0.216695
940	-1548.16	-1569.64	21.4791	0.308244	0.329598	0.315515	0.287582	0.26899	0.270714	0.274587	0.240892	0.247163	0.226976	0.218573
950	-1545.23	-1569.58	24.3484	0.244101	0.227943	0.213526	0.199523	0.194104	0.193179	0.199134	0.175629	0.182343	0.180152	0.178125
960	-1544.05	-1569.12	25.0651	0.232832	0.239952	0.225173	0.213749	0.216464	0.2137	0.202492	0.204053	0.198389	0.189239	0.185215
970	-1548.16	-1569.64	21.4865	0.319478	0.294912	0.279569	0.291527	0.272053	0.24475	0.236644	0.217039	0.209612	0.207632	0.205417
980	-1546.79	-1570.31	23.5198	0.276664	0.284086	0.279862	0.256368	0.263616	0.275921	0.242084	0.249297	0.240381	0.243436	0.248729
990	-1546.1	-1568.9	22.7992	0.287245	0.257613	0.242729	0.234235	0.234961	0.214172	0.234351	0.248236	0.255167	0.255341	0.261748
1000	-1548.47	-1569.31	20.841	0.249672	0.233083	0.213589	0.213571	0.200767	0.175686	0.193078	0.203529	0.217841	0.214598	0.211709
1010	-1551.9	-1570.61	18.7081	0.234483	0.24501	0.229549	0.220391	0.209674	0.206067	0.19832	0.156813	0.150757	0.139818	0.152281
1020	-1547.03	-1568.46	21.4215	0.283313	0.27692	0.275805	0.239383	0.236754	0.238346	0.227289	0.196793	0.199599	0.192185	0.178351
1030	-1545.66	-1568.76	23.0989	0.286039	0.264703	0.244886	0.236313	0.25205	0.252741	0.234498	0.233307	0.205244	0.213293	0.196916
1040	-1545.93	-1568.3	22.368	0.290589	0.274945	0.247898	0.219592	0.198603	0.202564	0.209571	0.196563	0.207241	0.215824	0.210871
1050	-1546.47	-1568.3	21.8276	0.294083	0.287302	0.265689	0.248419	0.276558	0.254219	0.227237	0.237242	0.233042	0.234187	0.210371
1060	-1547.44	-1571.9	24.4595	0.238143	0.229845	0.243222	0.248201	0.235447	0.228154	0.228539	0.234694	0.244271	0.235292	0.22423
1070	-1544.67	-1568.12	23.4511	0.252425	0.238234	0.230687	0.222319	0.223313	0.232427	0.218867	0.215227	0.21122	0.213067	0.193061
1080	-1546.71	-1570.18	23.4737	0.236019	0.244731	0.239425	0.209988	0.21623	0.208437	0.205584	0.195036	0.2073	0.216116	0.228791
1090	-1548.36	-1568.26	19.8968	0.29793	0.286898	0.246925	0.225946	0.235437	0.227407	0.214724	0.222885	0.253784	0.229313	0.22543
1100	-1549.91	-1567.86	17.9544	0.29731	0.292693	0.262617	0.230697	0.241724	0.255152	0.250681	0.246355	0.264554	0.259558	0.251595
1110	-1549.07	-1569.27	20.203	0.275577	0.257467	0.240126	0.224207	0.24362	0.239704	0.251733	0.254683	0.240963	0.224176	0.250806
1120	-1548.75	-1570.54	21.7903	0.312414	0.302787	0.310121	0.317012	0.281243	0.275279	0.308228	0.290465	0.277428	0.293264	0.284003
1130	-1545.03	-1568.04	23.0141	0.31595	0.28925	0.279989	0.2578	0.241311	0.253077	0.258289	0.283866	0.285649	0.293645	0.28575
1140	-1544.61	-1569.51	24.9082	0.275457	0.264733	0.269529	0.286687	0.264966	0.257993	0.25655	0.265561	0.284763	0.298906	0.293827
1150	-1543.88	-1568.33	24.452	0.265458	0.2417	0.240867	0.234468	0.228098	0.218281	0.197408	0.202646	0.208927	0.203425	0.198852
1160	-1550.1	-1567.69	17.5937	0.289467	0.272749	0.245004	0.230163	0.226518	0.210846	0.223295	0.206984	0.183741	0.176128	0.165404
1170	-1548.95	-1573.18	24.2285	0.225496	0.219951	0.227838	0.217582	0.189052	0.193133	0.190214	0.194574	0.197657	0.183014	0.171536
1180	-1551.9	-1569.21	17.319	0.252541	0.259727	0.234667	0.235912	0.201764	0.19702	0.212533	0.22985	0.223674	0.207002	0.215164
1190	-1543.08	-1567.74	24.6593	0.242841	0.23363	0.223635	0.204192	0.188209	0.175205	0.166552	0.161238	0.167086	0.167464	0.17289
1200	-1544.63	-1566.99	22.3559	0.249093	0.232797	0.208489	0.201631	0.189468	0.17786	0.178609	0.190211	0.183673	0.174553	0.157728
1210	-1549.64	-1566.81	17.1686	0.236392	0.218777	0.20782	0.206195	0.189484	0.177062	0.162469	0.159518	0.155256	0.15896	0.153189
1220	-1546.06	-1570.83	24.7723	0.312642	0.281667	0.271725	0.251294	0.2405	0.243298	0.243237	0.221371	0.232904	0.213064	0.213965
1230	-1549.55	-1567.32	17.7762	0.280682	0.262694	0.241851	0.214669	0.197154	0.186985	0.193911	0.199899	0.183625	0.165962	0.16723
1240	-1551.72	-1569.32	17.603	0.272357	0.255735	0.28479	0.274123	0.234034	0.230085	0.217261	0.226498	0.20958	0.21174	0.192857
1250	-1549.49	-1569.52	20.0313	0.273533	0.264955	0.239638	0.258978	0.243344	0.223569	0.215249	0.203948	0.199616	0.198048	0.188108
1260	-1545.09	-1567.91	22.8216	0.298349	0.274331	0.274572	0.243056	0.239554	0.232734	0.230032	0.224636	0.223025	0.223889	0.224156
1270	-1548.96	-1568.73	19.7684	0.264105	0.243292	0.248355	0.255548	0.249777	0.21173	0.192989	0.195148	0.187234	0.185353	0.173385
1280	-1554.37	-1567.99	13.6244	0.290741	0.272944	0.264462	0.237232	0.267538	0.263081	0.231862	0.217513	0.210597	0.197787	0.189782
1290	-1548.83	-1571.71	22.8787	0.303657	0.309639	0.29771	0.30644	0.295875	0.272864	0.277155	0.262922	0.256847	0.234436	0.240153
1300	-1542.55	-1568.77	26.2157	0.314328	0.3183	0.315071	0.303978	0.27443	0.276009	0.273434	0.261631	0.270046	0.302691	0.29671
1310	-1549.85	-1569.31	19.4589	0.252144	0.248723	0.240909	0.230173	0.238823	0.251465	0.25977	0.264593	0.251272	0.261595	0.258984
1320	-1555.43	-1574.82	19.381	0.327629	0.361938	0.383801	0.369299	0.384732	0.370764	0.33567	0.377476	0.3353	0.351368	0.38803
1330	-1545.35	-1571.28	25.9303	0.252636	0.246999	0.260439	0.247517	0.233149	0.233083	0.238322	0.238906	0.240381	0.261227	0.272516
1340	-1542.01	-1567.83	25.8198	0.269677	0.260346	0.257517	0.238734	0.234215	0.223309	0.224256	0.217993	0.230287	0.239442	0.220216
1350	-1547.17	-1567.94	20.7702	0.240825	0.230406	0.215156	0.222604	0.205699	0.181135	0.184148	0.187791	0.200081	0.192601	0.20864
1360	-1550.53	-1568.77	18.2381	0.297672	0.290506	0.270603	0.270694	0.279903	0.278021	0.270653	0.276285	0.251765	0.251221	0.220828
1370	-1547.22	-1569.71	22.4913	0.309539	0.317823	0.308219	0.282387	0.286126	0.279836	0.302624	0.297994	0.298729	0.31985	0.313886
1380	-1545.32	-1569.07	23.7564	0.305891	0.295666	0.297112	0.306406	0.274342	0.26057	0.261211	0.262927	0.281805	0.290468	0.299222
1390	-1548.01	-1570.62	22.6076	0.320539	0.303024	0.285365	0.283518	0.276386	0.272666	0.28327	0.279161	0.29682	0.29957	0.334693
1400	-1549.44	-1570.75	21.3078	0.239465	0.243906	0.236891	0.225052	0.219289	0.194211	0.200104	0.213892	0.204271	0.229812	0.226479
1410	-1545.88	-1569.01	23.1279	0.265605	0.233763	0.214193	0.209992	0.20924	0.206351	0.199679	0.196493	0.210003	0.199837	0.221645
1420	-1547.05	-1567.93	20.8786	0.257439	0.234708	0.230319	0.217536	0.206822	0.185704	0.184422	0.167888	0.172778	0.186621	0.195457
1430	-1542.83	-1568.28	25.4524	0.256208	0.247965	0.22274	0.226899	0.215311	0.19996	0.18867	0.191008	0.191396	0.183994	0.182974
1440	-1545.41	-1569.33	23.9168	0.246367	0.240881	0.222742	0.21735	0.20702	0.177172	0.160315	0.16042	0.159366	0.162121	0.168128
1450	-1544.5	-1568.46	23.9654	0.281485	0.27783	0.275058	0.235741	0.231155	0.233359	0.239401	0.237513	0.250129	0.245583	0.243601
1460	-1550.4	-1570.28	19.8777	0.241215	0.244266	0.23142	0.21578	0.221641	0.203092	0.204503	0.223794	0.237721	0.250296	0.243046
1470	-1547.74	-1568.81	21.0708	0.304125	0.285998	0.279696	0.288723	0.288424	0.293095	0.30892	0.323584	0.344933	0.332058	0.336867
1480	-1548.4	-1570.37	21.9696	0.335328	0.335953	0.344898	0.340515	0.325097	0.309145	0.309218	0.332771	0.316411	0.319813	0.351628
1490	-1551.28	-1571.19	19.9052	0.326198	0.324826	0.34419	0.356429	0.343234	0.309349	0.296804	0.287427	0.30535	0.299667	0.311698
1500	-1548.73	-1570.94	22.2188	0.361574	0.400086	0.374449	0.368895	0.375408	0.370646	0.379845	0.375886	0.362602	0.407057	0.371114
1510	-1544.22	-1570.12	25.9005	0.338074	0.318196	0.306098	0.303235	0.307235	0.322461	0.337335	0.322845	0.326863	0.320107	0.311786
1520	-1547.9	-1570.81	22.908	0.274797	0.268109	0.274114	0.266354	0.273886	0.295532	0.303818	0.310689	0.298395	0.308275	0.305485
1530	-1545.45	-1570.43	24.9804	0.331978	0.336135	0.316679	0.299236	0.313464	0.324101	0.328224	0.339289	0.332515	0.311298	0.316624
1540	-1548.58	-1569.68	21.1022	0.256821	0.247652	0.230863	0.241247	0.230029	0.210794	0.204483	0.180735	0.178852	0.175438	0.164239
1550	-1546.27	-1568.02	21.7421	0.270422	0.279819	0.267754	0.253982	0.232868	0.250416	0.235757	0.247612	0.232962	0.230076	0.240713
1560	-1550.98	-1570.14	19.1599	0.265776	0.280027	0.252274	0.26112	0.252063	0.259607	0.241128	0.253131	0.280276	0.258411	0.239525
1570	-1545.81	-1568.31	22.5025	0.286357	0.286122	0.269373	0.264657	0.253217	0.255435	0.245168	0.241579	0.249683	0.250761	0.264155
1580	-1545.1	-1569.25	24.1511	0.330437	0.331636	0.315735	0.309813	0.308138	0.302408	0.283328	0.260399	0.281731	0.289354	0.298819
1590	-1547.34	-1570.81	23.47	0.27529	0.238547	0.2184	0.2098	0.213467	0.203077	0.192017	0.196433	0.206772	0.19979	0.188897
1600	-1547.75	-1569.21	21.4526	0.231445	0.20785	0.183022	0.188812	0.186705	0.178364	0.186679	0.19517	0.179808	0.188299	0.192236
1610	-1547.21	-1569.89	22.6826	0.308725	0.32225	0.274197	0.258411	0.269861	0.263431	0.253884	0.23548	0.227143	0.235893	0.218366
1620	-1549.17	-1569.52	20.3524	0.267086	0.27308	0.26226	0.235129	0.228779	0.235137	0.237325	0.257578	0.259184	0.284047	0.243558
1630	-1545.97	-1570.43	24.4588	0.324897	0.349365	0.343112	0.333598	0.309833	0.325997	0.301397	0.304123	0.296659	0.296857	0.30887
1640	-1550.49	-1569.41	18.9252	0.272302	0.265886	0.258629	0.253785	0.218755	0.235064	0.233544	0.228789	0.221171	0.242736	0.248056
1650	-1549.66	-1570.99	21.3353	0.229259	0.237377	0.205969	0.195165	0.19102	0.199839	0.187586	0.170147	0.157639	0.178439	0.170748
1660	-1549.98	-1570	20.0186	0.301441	0.330468	0.287152	0.264362	0.271572	0.282022	0.263551	0.270348	0.283762	0.272481	0.287317
1670	-1555.01	-1577.44	22.4295	0.201033	0.175701	0.176895	0.168862	0.166612	0.18207	0.170256	0.159334	0.169002	0.161772	0.14968
1680	-1548.36	-1570.58	22.214	0.279838	0.287241	0.285355	0.286581	0.280601	0.27995	0.273558	0.253914	0.258831	0.259834	0.241715
1690	-1557.59	-1569.68	12.0935	0.256054	0.241317	0.243544	0.226004	0.227586	0.250729	0.227082	0.197731	0.177267	0.168901	0.190047
1700	-1553.08	-1568.33	15.2504	0.281844	0.252208	0.271392	0.264652	0.234353	0.229708	0.215185	0.190242	0.191111	0.181086	0.19028
1710	-1549.16	-1568.58	19.415	0.290608	0.277611	0.266909	0.278733	0.264386	0.239353	0.234708	0.211439	0.20514	0.206236	0.196522
1720	-1544.74	-1568.28	23.5429	0.282427	0.28863	0.269703	0.250079	0.220166	0.214248	0.201979	0.210694	0.193107	0.18652	0.170813
1730	-1545.52	-1569.65	24.1275	0.260601	0.248936	0.245976	0.242712	0.21975	0.236191	0.209403	0.23303	0.212924	0.214246	0.207143
1740	-1543.7	-1568.75	25.0497	0.303191	0.2923	0.280878	0.271857	0.275382	0.249292	0.252934	0.25224	0.246508	0.232457	0.23683
1750	-1542.41	-1569.65	27.2401	0.299842	0.290349	0.269054	0.269024	0.255691	0.255677	0.260599	0.248688	0.257978	0.26856	0.270645
1760	-1549.49	-1569.56	20.0786	0.271579	0.255355	0.214037	0.228024	0.216675	0.221213	0.20822	0.209314	0.234237	0.226259	0.219789
1770	-1562.17	-1568.07	5.89241	0.276483	0.263011	0.253893	0.269509	0.215567	0.195323	0.201259	0.184141	0.175902	0.151288	0.126422
1780	-1546.69	-1569.07	22.3753	0.330418	0.312693	0.301455	0.272886	0.258042	0.239748	0.235912	0.254202	0.251101	0.26464	0.278787
1790	-1547.28	-1572	24.7204	0.335608	0.314467	0.315736	0.29786	0.301646	0.303777	0.283671	0.27006	0.261859	0.250641	0.243798
1800	-1550.59	-1569.33	18.7367	0.286731	0.292565	0.290634	0.271889	0.263606	0.267132	0.239739	0.256465	0.255983	0.254609	0.298335
1810	-1547.81	-1569.14	21.3293	0.258849	0.2622	0.243725	0.224375	0.201515	0.208249	0.19443	0.18772	0.178307	0.154279	0.15362
1820	-1543.14	-1569.77	26.6239	0.27729	0.265054	0.274872	0.262735	0.244899	0.233448	0.237266	0.236038	0.244591	0.228009	0.217925
1830	-1550.97	-1569.74	18.7718	0.240064	0.23177	0.240101	0.222239	0.19613	0.17136	0.161677	0.156446	0.163584	0.151777	0.14405
1840	-1554.16	-1569.18	15.0169	0.264169	0.295628	0.271476	0.245624	0.219717	0.216373	0.193325	0.198182	0.181894	0.202294	0.207448
